strategyA,strategyB,sideA,sideB,type,entryA_ts,entryB_ts,exitA_ts,exitB_ts,exit_first_ts,overlap_start_et,overlap_end_et,overlap_minutes,pnlA,pnlB,joint_pnl,tradeA_id,tradeB_id
gex-flip-ivpct,gex-lt-3m,long,short,conflict,1745586300000,1750431664000,1745586300000,1750432253000,1745586300000,2025-06-20 11:01:04,2025-04-25 09:05:00,0.00,60,-1035,-975,gex-flip-ivpct:T000041,gex-lt-3m:T000391
gex-flip-ivpct,gex-lt-3m,long,short,conflict,1745415600000,1750435260000,1745415600000,1750438513000,1745415600000,2025-06-20 12:01:00,2025-04-23 09:40:00,0.00,255,-1030,-775,gex-flip-ivpct:T000040,gex-lt-3m:T000392
gex-flip-ivpct,gex-lt-3m,long,short,conflict,1745586300000,1750435260000,1745586300000,1750438513000,1745586300000,2025-06-20 12:01:00,2025-04-25 09:05:00,0.00,60,-1030,-970,gex-flip-ivpct:T000041,gex-lt-3m:T000392
gex-flip-ivpct,gex-level-fade,long,short,conflict,1745415600000,1750683720000,1745415600000,1750685551000,1745415600000,2025-06-23 09:02:00,2025-04-23 09:40:00,0.00,255,1995,2250,gex-flip-ivpct:T000040,gex-level-fade:T000468
gex-flip-ivpct,gex-level-fade,long,short,conflict,1745586300000,1750683720000,1745586300000,1750685551000,1745586300000,2025-06-23 09:02:00,2025-04-25 09:05:00,0.00,60,1995,2055,gex-flip-ivpct:T000041,gex-level-fade:T000468
gex-flip-ivpct,gex-lt-3m,long,long,confluence,1745415600000,1750686564000,1745415600000,1750691880000,1745415600000,2025-06-23 09:49:24,2025-04-23 09:40:00,0.00,255,1850,2105,gex-flip-ivpct:T000040,gex-lt-3m:T000393
gex-flip-ivpct,gex-lt-3m,long,long,confluence,1745586300000,1750686564000,1745586300000,1750691880000,1745586300000,2025-06-23 09:49:24,2025-04-25 09:05:00,0.00,60,1850,1910,gex-flip-ivpct:T000041,gex-lt-3m:T000393
gex-flip-ivpct,gex-level-fade,long,short,conflict,1745415600000,1750687260000,1745415600000,1750687309000,1745415600000,2025-06-23 10:01:00,2025-04-23 09:40:00,0.00,255,-395,-140,gex-flip-ivpct:T000040,gex-level-fade:T000470
gex-flip-ivpct,gex-level-fade,long,short,conflict,1745586300000,1750687260000,1745586300000,1750687309000,1745586300000,2025-06-23 10:01:00,2025-04-25 09:05:00,0.00,60,-395,-335,gex-flip-ivpct:T000041,gex-level-fade:T000470
gex-level-fade,gex-lt-3m,short,long,conflict,1750687260000,1750686564000,1750687309000,1750691880000,1750687309000,2025-06-23 10:01:00,2025-06-23 10:01:49,0.82,-395,1850,1455,gex-level-fade:T000470,gex-lt-3m:T000393
gex-flip-ivpct,gex-level-fade,long,short,conflict,1745415600000,1750688340000,1745415600000,1750695727000,1745415600000,2025-06-23 10:19:00,2025-04-23 09:40:00,0.00,255,2230,2485,gex-flip-ivpct:T000040,gex-level-fade:T000471
gex-flip-ivpct,gex-level-fade,long,short,conflict,1745586300000,1750688340000,1745586300000,1750695727000,1745586300000,2025-06-23 10:19:00,2025-04-25 09:05:00,0.00,60,2230,2290,gex-flip-ivpct:T000041,gex-level-fade:T000471
gex-level-fade,gex-lt-3m,short,long,conflict,1750688340000,1750686564000,1750695727000,1750691880000,1750691880000,2025-06-23 10:19:00,2025-06-23 11:18:00,59.00,2230,1850,4080,gex-level-fade:T000471,gex-lt-3m:T000393
gex-flip-ivpct,gex-lt-3m,long,long,confluence,1745415600000,1750692660000,1745415600000,1750695491000,1745415600000,2025-06-23 11:31:00,2025-04-23 09:40:00,0.00,255,-1020,-765,gex-flip-ivpct:T000040,gex-lt-3m:T000394
gex-flip-ivpct,gex-lt-3m,long,long,confluence,1745586300000,1750692660000,1745586300000,1750695491000,1745586300000,2025-06-23 11:31:00,2025-04-25 09:05:00,0.00,60,-1020,-960,gex-flip-ivpct:T000041,gex-lt-3m:T000394
gex-level-fade,gex-lt-3m,short,long,conflict,1750688340000,1750692660000,1750695727000,1750695491000,1750695491000,2025-06-23 11:31:00,2025-06-23 12:18:11,47.18,2230,-1020,1210,gex-level-fade:T000471,gex-lt-3m:T000394
gex-flip-ivpct,gex-lt-3m,long,long,confluence,1745415600000,1750696260000,1745415600000,1750696457000,1745415600000,2025-06-23 12:31:00,2025-04-23 09:40:00,0.00,255,-1035,-780,gex-flip-ivpct:T000040,gex-lt-3m:T000395
gex-flip-ivpct,gex-lt-3m,long,long,confluence,1745586300000,1750696260000,1745586300000,1750696457000,1745586300000,2025-06-23 12:31:00,2025-04-25 09:05:00,0.00,60,-1035,-975,gex-flip-ivpct:T000041,gex-lt-3m:T000395
gex-flip-ivpct,gex-lt-3m,long,long,confluence,1745415600000,1750770964000,1745415600000,1750776300000,1745415600000,2025-06-24 09:16:04,2025-04-23 09:40:00,0.00,255,985,1240,gex-flip-ivpct:T000040,gex-lt-3m:T000396
gex-flip-ivpct,gex-lt-3m,long,long,confluence,1745586300000,1750770964000,1745586300000,1750776300000,1745586300000,2025-06-24 09:16:04,2025-04-25 09:05:00,0.00,60,985,1045,gex-flip-ivpct:T000041,gex-lt-3m:T000396
gex-flip-ivpct,gex-lt-3m,long,short,conflict,1745415600000,1750783920000,1745415600000,1750789260000,1745415600000,2025-06-24 12:52:00,2025-04-23 09:40:00,0.00,255,-405,-150,gex-flip-ivpct:T000040,gex-lt-3m:T000397
gex-flip-ivpct,gex-lt-3m,long,short,conflict,1745586300000,1750783920000,1745586300000,1750789260000,1745586300000,2025-06-24 12:52:00,2025-04-25 09:05:00,0.00,60,-405,-345,gex-flip-ivpct:T000041,gex-lt-3m:T000397
gex-flip-ivpct,gex-lt-3m,long,short,conflict,1745415600000,1750789863000,1745415600000,1750794900000,1745415600000,2025-06-24 14:31:03,2025-04-23 09:40:00,0.00,255,45,300,gex-flip-ivpct:T000040,gex-lt-3m:T000398
gex-flip-ivpct,gex-lt-3m,long,short,conflict,1745586300000,1750789863000,1745586300000,1750794900000,1745586300000,2025-06-24 14:31:03,2025-04-25 09:05:00,0.00,60,45,105,gex-flip-ivpct:T000041,gex-lt-3m:T000398
gex-flip-ivpct,gex-level-fade,long,short,conflict,1745415600000,1750858260000,1745415600000,1750858596000,1745415600000,2025-06-25 09:31:00,2025-04-23 09:40:00,0.00,255,-395,-140,gex-flip-ivpct:T000040,gex-level-fade:T000476
gex-flip-ivpct,gex-level-fade,long,short,conflict,1745586300000,1750858260000,1745586300000,1750858596000,1745586300000,2025-06-25 09:31:00,2025-04-25 09:05:00,0.00,60,-395,-335,gex-flip-ivpct:T000041,gex-level-fade:T000476
gex-flip-ivpct,gex-level-fade,long,long,confluence,1745415600000,1750860731000,1745415600000,1750860867000,1745415600000,2025-06-25 10:12:11,2025-04-23 09:40:00,0.00,255,-395,-140,gex-flip-ivpct:T000040,gex-level-fade:T000478
gex-flip-ivpct,gex-level-fade,long,long,confluence,1745586300000,1750860731000,1745586300000,1750860867000,1745586300000,2025-06-25 10:12:11,2025-04-25 09:05:00,0.00,60,-395,-335,gex-flip-ivpct:T000041,gex-level-fade:T000478
gex-flip-ivpct,gex-lt-3m,long,short,conflict,1745415600000,1750861860000,1745415600000,1750865571000,1745415600000,2025-06-25 10:31:00,2025-04-23 09:40:00,0.00,255,1190,1445,gex-flip-ivpct:T000040,gex-lt-3m:T000399
gex-flip-ivpct,gex-lt-3m,long,short,conflict,1745586300000,1750861860000,1745586300000,1750865571000,1745586300000,2025-06-25 10:31:00,2025-04-25 09:05:00,0.00,60,1190,1250,gex-flip-ivpct:T000041,gex-lt-3m:T000399
gex-flip-ivpct,gex-lt-3m,long,short,conflict,1745415600000,1750866362000,1745415600000,1750871700000,1745415600000,2025-06-25 11:46:02,2025-04-23 09:40:00,0.00,255,-15,240,gex-flip-ivpct:T000040,gex-lt-3m:T000400
gex-flip-ivpct,gex-lt-3m,long,short,conflict,1745586300000,1750866362000,1745586300000,1750871700000,1745586300000,2025-06-25 11:46:02,2025-04-25 09:05:00,0.00,60,-15,45,gex-flip-ivpct:T000041,gex-lt-3m:T000400
gex-flip-ivpct,gex-lt-3m,long,short,conflict,1745415600000,1750874460000,1745415600000,1750878767000,1745415600000,2025-06-25 14:01:00,2025-04-23 09:40:00,0.00,255,-1030,-775,gex-flip-ivpct:T000040,gex-lt-3m:T000401
gex-flip-ivpct,gex-lt-3m,long,short,conflict,1745586300000,1750874460000,1745586300000,1750878767000,1745586300000,2025-06-25 14:01:00,2025-04-25 09:05:00,0.00,60,-1030,-970,gex-flip-ivpct:T000041,gex-lt-3m:T000401
gex-flip-ivpct,gex-lt-3m,long,short,conflict,1745415600000,1750879860000,1745415600000,1750881300000,1745415600000,2025-06-25 15:31:00,2025-04-23 09:40:00,0.00,255,100,355,gex-flip-ivpct:T000040,gex-lt-3m:T000402
gex-flip-ivpct,gex-lt-3m,long,short,conflict,1745586300000,1750879860000,1745586300000,1750881300000,1745586300000,2025-06-25 15:31:00,2025-04-25 09:05:00,0.00,60,100,160,gex-flip-ivpct:T000041,gex-lt-3m:T000402
gex-flip-ivpct,gex-level-fade,long,long,confluence,1745415600000,1750945747000,1745415600000,1750945902000,1745415600000,2025-06-26 09:49:07,2025-04-23 09:40:00,0.00,255,-395,-140,gex-flip-ivpct:T000040,gex-level-fade:T000481
gex-flip-ivpct,gex-level-fade,long,long,confluence,1745586300000,1750945747000,1745586300000,1750945902000,1745586300000,2025-06-26 09:49:07,2025-04-25 09:05:00,0.00,60,-395,-335,gex-flip-ivpct:T000041,gex-level-fade:T000481
gex-flip-ivpct,gex-level-fade,long,long,confluence,1750945801000,1750945747000,1750967700000,1750945902000,1750945902000,2025-06-26 09:50:01,2025-06-26 09:51:42,1.68,3315,-395,2920,gex-flip-ivpct:T000073,gex-level-fade:T000481
gex-flip-ivpct,gex-level-fade,long,long,confluence,1745415600000,1750946220000,1745415600000,1750953633000,1745415600000,2025-06-26 09:57:00,2025-04-23 09:40:00,0.00,255,2000,2255,gex-flip-ivpct:T000040,gex-level-fade:T000482
gex-flip-ivpct,gex-level-fade,long,long,confluence,1745586300000,1750946220000,1745586300000,1750953633000,1745586300000,2025-06-26 09:57:00,2025-04-25 09:05:00,0.00,60,2000,2060,gex-flip-ivpct:T000041,gex-level-fade:T000482
gex-flip-ivpct,gex-level-fade,long,long,confluence,1750945801000,1750946220000,1750967700000,1750953633000,1750953633000,2025-06-26 09:57:00,2025-06-26 12:00:33,123.55,3315,2000,5315,gex-flip-ivpct:T000073,gex-level-fade:T000482
gex-flip-ivpct,gex-lt-3m,long,short,conflict,1745415600000,1750948260000,1745415600000,1750953600000,1745415600000,2025-06-26 10:31:00,2025-04-23 09:40:00,0.00,255,-780,-525,gex-flip-ivpct:T000040,gex-lt-3m:T000403
gex-flip-ivpct,gex-lt-3m,long,short,conflict,1745586300000,1750948260000,1745586300000,1750953600000,1745586300000,2025-06-26 10:31:00,2025-04-25 09:05:00,0.00,60,-780,-720,gex-flip-ivpct:T000041,gex-lt-3m:T000403
gex-flip-ivpct,gex-lt-3m,long,short,conflict,1750945801000,1750948260000,1750967700000,1750953600000,1750953600000,2025-06-26 10:31:00,2025-06-26 12:00:00,89.00,3315,-780,2535,gex-flip-ivpct:T000073,gex-lt-3m:T000403
gex-level-fade,gex-lt-3m,long,short,conflict,1750946220000,1750948260000,1750953633000,1750953600000,1750953600000,2025-06-26 10:31:00,2025-06-26 12:00:00,89.00,2000,-780,1220,gex-level-fade:T000482,gex-lt-3m:T000403
gex-flip-ivpct,gex-level-fade,long,long,confluence,1745415600000,1751030280000,1745415600000,1751030987000,1745415600000,2025-06-27 09:18:00,2025-04-23 09:40:00,0.00,255,-395,-140,gex-flip-ivpct:T000040,gex-level-fade:T000483
gex-flip-ivpct,gex-level-fade,long,long,confluence,1745586300000,1751030280000,1745586300000,1751030987000,1745586300000,2025-06-27 09:18:00,2025-04-25 09:05:00,0.00,60,-395,-335,gex-flip-ivpct:T000041,gex-level-fade:T000483
gex-flip-ivpct,gex-lt-3m,long,long,confluence,1745415600000,1751031060000,1745415600000,1751036400000,1745415600000,2025-06-27 09:31:00,2025-04-23 09:40:00,0.00,255,710,965,gex-flip-ivpct:T000040,gex-lt-3m:T000404
gex-flip-ivpct,gex-lt-3m,long,long,confluence,1745586300000,1751031060000,1745586300000,1751036400000,1745586300000,2025-06-27 09:31:00,2025-04-25 09:05:00,0.00,60,710,770,gex-flip-ivpct:T000041,gex-lt-3m:T000404
gex-flip-ivpct,gex-level-fade,long,short,conflict,1745415600000,1751031995000,1745415600000,1751032574000,1745415600000,2025-06-27 09:46:35,2025-04-23 09:40:00,0.00,255,-395,-140,gex-flip-ivpct:T000040,gex-level-fade:T000484
gex-flip-ivpct,gex-level-fade,long,short,conflict,1745586300000,1751031995000,1745586300000,1751032574000,1745586300000,2025-06-27 09:46:35,2025-04-25 09:05:00,0.00,60,-395,-335,gex-flip-ivpct:T000041,gex-level-fade:T000484
gex-level-fade,gex-lt-3m,short,long,conflict,1751031995000,1751031060000,1751032574000,1751036400000,1751032574000,2025-06-27 09:46:35,2025-06-27 09:56:14,9.65,-395,710,315,gex-level-fade:T000484,gex-lt-3m:T000404
gex-flip-ivpct,gex-level-fade,long,short,conflict,1745415600000,1751032860000,1745415600000,1751033325000,1745415600000,2025-06-27 10:01:00,2025-04-23 09:40:00,0.00,255,-395,-140,gex-flip-ivpct:T000040,gex-level-fade:T000485
gex-flip-ivpct,gex-level-fade,long,short,conflict,1745586300000,1751032860000,1745586300000,1751033325000,1745586300000,2025-06-27 10:01:00,2025-04-25 09:05:00,0.00,60,-395,-335,gex-flip-ivpct:T000041,gex-level-fade:T000485
gex-level-fade,gex-lt-3m,short,long,conflict,1751032860000,1751031060000,1751033325000,1751036400000,1751033325000,2025-06-27 10:01:00,2025-06-27 10:08:45,7.75,-395,710,315,gex-level-fade:T000485,gex-lt-3m:T000404
gex-flip-ivpct,gex-lt-3m,long,short,conflict,1745415600000,1751040060000,1745415600000,1751045400000,1745415600000,2025-06-27 12:01:00,2025-04-23 09:40:00,0.00,255,490,745,gex-flip-ivpct:T000040,gex-lt-3m:T000405
gex-flip-ivpct,gex-lt-3m,long,short,conflict,1745586300000,1751040060000,1745586300000,1751045400000,1745586300000,2025-06-27 12:01:00,2025-04-25 09:05:00,0.00,60,490,550,gex-flip-ivpct:T000041,gex-lt-3m:T000405
gex-flip-ivpct,gex-lt-3m,long,short,conflict,1745415600000,1751049420000,1745415600000,1751053234000,1745415600000,2025-06-27 14:37:00,2025-04-23 09:40:00,0.00,255,-1035,-780,gex-flip-ivpct:T000040,gex-lt-3m:T000406
gex-flip-ivpct,gex-lt-3m,long,short,conflict,1745586300000,1751049420000,1745586300000,1751053234000,1745586300000,2025-06-27 14:37:00,2025-04-25 09:05:00,0.00,60,-1035,-975,gex-flip-ivpct:T000041,gex-lt-3m:T000406
gex-flip-ivpct,gex-lt-3m,long,short,conflict,1745415600000,1751053560000,1745415600000,1751054100000,1745415600000,2025-06-27 15:46:00,2025-04-23 09:40:00,0.00,255,-638,-383,gex-flip-ivpct:T000040,gex-lt-3m:T000407
gex-flip-ivpct,gex-lt-3m,long,short,conflict,1745586300000,1751053560000,1745586300000,1751054100000,1745586300000,2025-06-27 15:46:00,2025-04-25 09:05:00,0.00,60,-638,-578,gex-flip-ivpct:T000041,gex-lt-3m:T000407
gex-flip-ivpct,gex-level-fade,long,long,confluence,1745415600000,1751290308000,1745415600000,1751290357000,1745415600000,2025-06-30 09:31:48,2025-04-23 09:40:00,0.00,255,-395,-140,gex-flip-ivpct:T000040,gex-level-fade:T000486
gex-flip-ivpct,gex-level-fade,long,long,confluence,1745586300000,1751290308000,1745586300000,1751290357000,1745586300000,2025-06-30 09:31:48,2025-04-25 09:05:00,0.00,60,-395,-335,gex-flip-ivpct:T000041,gex-level-fade:T000486
gex-flip-ivpct,gex-lt-3m,long,long,confluence,1745415600000,1751290800000,1745415600000,1751296140000,1745415600000,2025-06-30 09:40:00,2025-04-23 09:40:00,0.00,255,135,390,gex-flip-ivpct:T000040,gex-lt-3m:T000408
gex-flip-ivpct,gex-lt-3m,long,long,confluence,1745586300000,1751290800000,1745586300000,1751296140000,1745586300000,2025-06-30 09:40:00,2025-04-25 09:05:00,0.00,60,135,195,gex-flip-ivpct:T000041,gex-lt-3m:T000408
gex-flip-ivpct,gex-lt-3m,long,short,conflict,1745415600000,1751297460000,1745415600000,1751299452000,1745415600000,2025-06-30 11:31:00,2025-04-23 09:40:00,0.00,255,-1035,-780,gex-flip-ivpct:T000040,gex-lt-3m:T000409
gex-flip-ivpct,gex-lt-3m,long,short,conflict,1745586300000,1751297460000,1745586300000,1751299452000,1745586300000,2025-06-30 11:31:00,2025-04-25 09:05:00,0.00,60,-1035,-975,gex-flip-ivpct:T000041,gex-lt-3m:T000409
gex-flip-ivpct,gex-lt-3m,long,short,conflict,1745415600000,1751307360000,1745415600000,1751311298000,1745415600000,2025-06-30 14:16:00,2025-04-23 09:40:00,0.00,255,-1025,-770,gex-flip-ivpct:T000040,gex-lt-3m:T000410
gex-flip-ivpct,gex-lt-3m,long,short,conflict,1745586300000,1751307360000,1745586300000,1751311298000,1745586300000,2025-06-30 14:16:00,2025-04-25 09:05:00,0.00,60,-1025,-965,gex-flip-ivpct:T000041,gex-lt-3m:T000410
gex-flip-ivpct,gex-lt-3m,long,long,confluence,1745415600000,1751311860000,1745415600000,1751313300000,1745415600000,2025-06-30 15:31:00,2025-04-23 09:40:00,0.00,255,1120,1375,gex-flip-ivpct:T000040,gex-lt-3m:T000411
gex-flip-ivpct,gex-lt-3m,long,long,confluence,1745586300000,1751311860000,1745586300000,1751313300000,1745586300000,2025-06-30 15:31:00,2025-04-25 09:05:00,0.00,60,1120,1180,gex-flip-ivpct:T000041,gex-lt-3m:T000411
gex-flip-ivpct,gex-lt-3m,long,short,conflict,1745415600000,1751367670000,1745415600000,1751372527000,1745415600000,2025-07-01 07:01:10,2025-04-23 09:40:00,0.00,255,1190,1445,gex-flip-ivpct:T000040,gex-lt-3m:T000412
gex-flip-ivpct,gex-lt-3m,long,short,conflict,1745586300000,1751367670000,1745586300000,1751372527000,1745586300000,2025-07-01 07:01:10,2025-04-25 09:05:00,0.00,60,1190,1250,gex-flip-ivpct:T000041,gex-lt-3m:T000412
gex-flip-ivpct,gex-lt-3m,long,short,conflict,1745415600000,1751373241000,1745415600000,1751378580000,1745415600000,2025-07-01 08:34:01,2025-04-23 09:40:00,0.00,255,-110,145,gex-flip-ivpct:T000040,gex-lt-3m:T000413
gex-flip-ivpct,gex-lt-3m,long,short,conflict,1745586300000,1751373241000,1745586300000,1751378580000,1745586300000,2025-07-01 08:34:01,2025-04-25 09:05:00,0.00,60,-110,-50,gex-flip-ivpct:T000041,gex-lt-3m:T000413
gex-flip-ivpct,gex-lt-3m,short,short,confluence,1751375100000,1751373241000,1751382815000,1751378580000,1751378580000,2025-07-01 09:05:00,2025-07-01 10:03:00,58.00,4000,-110,3890,gex-flip-ivpct:T000074,gex-lt-3m:T000413
gex-flip-ivpct,gex-level-fade,long,short,conflict,1745415600000,1751376669000,1745415600000,1751377860000,1745415600000,2025-07-01 09:31:09,2025-04-23 09:40:00,0.00,255,-395,-140,gex-flip-ivpct:T000040,gex-level-fade:T000488
gex-flip-ivpct,gex-level-fade,long,short,conflict,1745586300000,1751376669000,1745586300000,1751377860000,1745586300000,2025-07-01 09:31:09,2025-04-25 09:05:00,0.00,60,-395,-335,gex-flip-ivpct:T000041,gex-level-fade:T000488
gex-level-fade,gex-lt-3m,short,short,confluence,1751376669000,1751373241000,1751377860000,1751378580000,1751377860000,2025-07-01 09:31:09,2025-07-01 09:51:00,19.85,-395,-110,-505,gex-level-fade:T000488,gex-lt-3m:T000413
gex-flip-ivpct,gex-level-fade,short,short,confluence,1751375100000,1751376669000,1751382815000,1751377860000,1751377860000,2025-07-01 09:31:09,2025-07-01 09:51:00,19.85,4000,-395,3605,gex-flip-ivpct:T000074,gex-level-fade:T000488
gex-flip-ivpct,gex-level-fade,long,short,conflict,1745415600000,1751377931000,1745415600000,1751380466000,1745415600000,2025-07-01 09:52:11,2025-04-23 09:40:00,0.00,255,1995,2250,gex-flip-ivpct:T000040,gex-level-fade:T000489
gex-flip-ivpct,gex-level-fade,long,short,conflict,1745586300000,1751377931000,1745586300000,1751380466000,1745586300000,2025-07-01 09:52:11,2025-04-25 09:05:00,0.00,60,1995,2055,gex-flip-ivpct:T000041,gex-level-fade:T000489
gex-level-fade,gex-lt-3m,short,short,confluence,1751377931000,1751373241000,1751380466000,1751378580000,1751378580000,2025-07-01 09:52:11,2025-07-01 10:03:00,10.82,1995,-110,1885,gex-level-fade:T000489,gex-lt-3m:T000413
gex-flip-ivpct,gex-level-fade,short,short,confluence,1751375100000,1751377931000,1751382815000,1751380466000,1751380466000,2025-07-01 09:52:11,2025-07-01 10:34:26,42.25,4000,1995,5995,gex-flip-ivpct:T000074,gex-level-fade:T000489
gex-flip-ivpct,gex-lt-3m,long,short,conflict,1745415600000,1751380260000,1745415600000,1751380839000,1745415600000,2025-07-01 10:31:00,2025-04-23 09:40:00,0.00,255,1190,1445,gex-flip-ivpct:T000040,gex-lt-3m:T000414
gex-flip-ivpct,gex-lt-3m,long,short,conflict,1745586300000,1751380260000,1745586300000,1751380839000,1745586300000,2025-07-01 10:31:00,2025-04-25 09:05:00,0.00,60,1190,1250,gex-flip-ivpct:T000041,gex-lt-3m:T000414
gex-flip-ivpct,gex-lt-3m,short,short,confluence,1751375100000,1751380260000,1751382815000,1751380839000,1751380839000,2025-07-01 10:31:00,2025-07-01 10:40:39,9.65,4000,1190,5190,gex-flip-ivpct:T000074,gex-lt-3m:T000414
gex-level-fade,gex-lt-3m,short,short,confluence,1751377931000,1751380260000,1751380466000,1751380839000,1751380466000,2025-07-01 10:31:00,2025-07-01 10:34:26,3.43,1995,1190,3185,gex-level-fade:T000489,gex-lt-3m:T000414
gex-flip-ivpct,gex-lt-3m,long,short,conflict,1745415600000,1751392860000,1745415600000,1751396403000,1745415600000,2025-07-01 14:01:00,2025-04-23 09:40:00,0.00,255,1195,1450,gex-flip-ivpct:T000040,gex-lt-3m:T000415
gex-flip-ivpct,gex-lt-3m,long,short,conflict,1745586300000,1751392860000,1745586300000,1751396403000,1745586300000,2025-07-01 14:01:00,2025-04-25 09:05:00,0.00,60,1195,1255,gex-flip-ivpct:T000041,gex-lt-3m:T000415
gex-flip-ivpct,gex-lt-3m,long,long,confluence,1745415600000,1751463060000,1745415600000,1751466350000,1745415600000,2025-07-02 09:31:00,2025-04-23 09:40:00,0.00,255,2410,2665,gex-flip-ivpct:T000040,gex-lt-3m:T000416
gex-flip-ivpct,gex-lt-3m,long,long,confluence,1745586300000,1751463060000,1745586300000,1751466350000,1745586300000,2025-07-02 09:31:00,2025-04-25 09:05:00,0.00,60,2410,2470,gex-flip-ivpct:T000041,gex-lt-3m:T000416
gex-flip-ivpct,gex-lt-3m,long,long,confluence,1751461500000,1751463060000,1751486100000,1751466350000,1751466350000,2025-07-02 09:31:00,2025-07-02 10:25:50,54.83,3750,2410,6160,gex-flip-ivpct:T000076,gex-lt-3m:T000416
gex-flip-ivpct,gex-level-fade,long,short,conflict,1745415600000,1751463190000,1745415600000,1751463511000,1745415600000,2025-07-02 09:33:10,2025-04-23 09:40:00,0.00,255,-395,-140,gex-flip-ivpct:T000040,gex-level-fade:T000490
gex-flip-ivpct,gex-level-fade,long,short,conflict,1745586300000,1751463190000,1745586300000,1751463511000,1745586300000,2025-07-02 09:33:10,2025-04-25 09:05:00,0.00,60,-395,-335,gex-flip-ivpct:T000041,gex-level-fade:T000490
gex-flip-ivpct,gex-level-fade,long,short,conflict,1751461500000,1751463190000,1751486100000,1751463511000,1751463511000,2025-07-02 09:33:10,2025-07-02 09:38:31,5.35,3750,-395,3355,gex-flip-ivpct:T000076,gex-level-fade:T000490
gex-level-fade,gex-lt-3m,short,long,conflict,1751463190000,1751463060000,1751463511000,1751466350000,1751463511000,2025-07-02 09:33:10,2025-07-02 09:38:31,5.35,-395,2410,2015,gex-level-fade:T000490,gex-lt-3m:T000416
gex-flip-ivpct,gex-level-fade,long,short,conflict,1745415600000,1751463960000,1745415600000,1751465212000,1745415600000,2025-07-02 09:46:00,2025-04-23 09:40:00,0.00,255,-395,-140,gex-flip-ivpct:T000040,gex-level-fade:T000491
gex-flip-ivpct,gex-level-fade,long,short,conflict,1745586300000,1751463960000,1745586300000,1751465212000,1745586300000,2025-07-02 09:46:00,2025-04-25 09:05:00,0.00,60,-395,-335,gex-flip-ivpct:T000041,gex-level-fade:T000491
gex-flip-ivpct,gex-level-fade,long,short,conflict,1751461500000,1751463960000,1751486100000,1751465212000,1751465212000,2025-07-02 09:46:00,2025-07-02 10:06:52,20.87,3750,-395,3355,gex-flip-ivpct:T000076,gex-level-fade:T000491
gex-level-fade,gex-lt-3m,short,long,conflict,1751463960000,1751463060000,1751465212000,1751466350000,1751465212000,2025-07-02 09:46:00,2025-07-02 10:06:52,20.87,-395,2410,2015,gex-level-fade:T000491,gex-lt-3m:T000416
gex-flip-ivpct,gex-level-fade,long,short,conflict,1745415600000,1751466240000,1745415600000,1751466350000,1745415600000,2025-07-02 10:24:00,2025-04-23 09:40:00,0.00,255,-395,-140,gex-flip-ivpct:T000040,gex-level-fade:T000492
gex-flip-ivpct,gex-level-fade,long,short,conflict,1745586300000,1751466240000,1745586300000,1751466350000,1745586300000,2025-07-02 10:24:00,2025-04-25 09:05:00,0.00,60,-395,-335,gex-flip-ivpct:T000041,gex-level-fade:T000492
gex-flip-ivpct,gex-level-fade,long,short,conflict,1751461500000,1751466240000,1751486100000,1751466350000,1751466350000,2025-07-02 10:24:00,2025-07-02 10:25:50,1.83,3750,-395,3355,gex-flip-ivpct:T000076,gex-level-fade:T000492
gex-level-fade,gex-lt-3m,short,long,conflict,1751466240000,1751463060000,1751466350000,1751466350000,1751466350000,2025-07-02 10:24:00,2025-07-02 10:25:50,1.83,-395,2410,2015,gex-level-fade:T000492,gex-lt-3m:T000416
gex-flip-ivpct,gex-lt-3m,long,short,conflict,1745415600000,1751468460000,1745415600000,1751473800000,1745415600000,2025-07-02 11:01:00,2025-04-23 09:40:00,0.00,255,-70,185,gex-flip-ivpct:T000040,gex-lt-3m:T000417
gex-flip-ivpct,gex-lt-3m,long,short,conflict,1745586300000,1751468460000,1745586300000,1751473800000,1745586300000,2025-07-02 11:01:00,2025-04-25 09:05:00,0.00,60,-70,-10,gex-flip-ivpct:T000041,gex-lt-3m:T000417
gex-flip-ivpct,gex-lt-3m,long,short,conflict,1751461500000,1751468460000,1751486100000,1751473800000,1751473800000,2025-07-02 11:01:00,2025-07-02 12:30:00,89.00,3750,-70,3680,gex-flip-ivpct:T000076,gex-lt-3m:T000417
gex-flip-ivpct,gex-level-fade,long,short,conflict,1745415600000,1751549340000,1745415600000,1751549415000,1745415600000,2025-07-03 09:29:00,2025-04-23 09:40:00,0.00,255,-395,-140,gex-flip-ivpct:T000040,gex-level-fade:T000493
gex-flip-ivpct,gex-level-fade,long,short,conflict,1745586300000,1751549340000,1745586300000,1751549415000,1745586300000,2025-07-03 09:29:00,2025-04-25 09:05:00,0.00,60,-395,-335,gex-flip-ivpct:T000041,gex-level-fade:T000493
gex-flip-ivpct,gex-level-fade,long,short,conflict,1745415600000,1751550120000,1745415600000,1751550250000,1745415600000,2025-07-03 09:42:00,2025-04-23 09:40:00,0.00,255,-395,-140,gex-flip-ivpct:T000040,gex-level-fade:T000494
gex-flip-ivpct,gex-level-fade,long,short,conflict,1745586300000,1751550120000,1745586300000,1751550250000,1745586300000,2025-07-03 09:42:00,2025-04-25 09:05:00,0.00,60,-395,-335,gex-flip-ivpct:T000041,gex-level-fade:T000494
