date,quarter,kind,dir,entry,pen,dist_lvl,level,stop,target,outcome,pnl,R,risk,mfe,mae
2025-04-09,2025Q2,RND3,-1,5074.0,5.75,-1.0,5075.0,5081.75,5062.38,stop,-8.25,-1.065,7.75,1.75,9.25
2025-04-09,2025Q2,RND16,-1,5397.5,4.5,-2.5,5400.0,5405.5,5385.5,stop,-8.5,-1.062,8.0,8.75,8.5
2025-04-10,2025Q2,RND6,1,5300.25,5.0,-0.25,5300.0,5294.0,5309.62,stop,-6.75,-1.08,6.25,3.25,7.5
2025-04-10,2025Q2,RND8,1,5351.25,6.25,-1.25,5350.0,5342.75,5364.0,stop,-9.0,-1.059,8.5,0.25,10.0
2025-04-11,2025Q2,RND3,-1,5349.75,5.75,-0.25,5350.0,5356.75,5339.25,stop,-7.5,-1.071,7.0,0.5,7.0
2025-04-11,2025Q2,RND4,-1,5374.25,4.75,-0.75,5375.0,5380.75,5364.5,stop,-7.0,-1.077,6.5,5.75,7.0
2025-04-14,2025Q2,RND3,1,5476.75,4.75,-1.75,5475.0,5469.25,5488.0,target,11.25,1.5,7.5,11.25,4.75
2025-04-15,2025Q2,RND0,1,5425.25,5.5,-0.25,5425.0,5418.5,5435.38,target,10.12,1.5,6.75,10.25,5.75
2025-04-15,2025Q2,RND0,1,5426.75,5.5,-1.75,5425.0,5418.5,5439.12,target,12.38,1.5,8.25,12.5,3.5
2025-04-16,2025Q2,RND4,-1,5374.25,4.25,-0.75,5375.0,5380.25,5365.25,target,9.0,1.5,6.0,9.0,1.25
2025-04-17,2025Q2,RND1,1,5325.25,4.5,-0.25,5325.0,5319.5,5333.88,stop,-6.25,-1.087,5.75,1.25,6.5
2025-04-17,2025Q2,RND1,1,5326.5,5.5,-1.5,5325.0,5318.5,5338.5,eod,-0.25,-0.031,8.0,6.25,3.25
2025-04-17,2025Q2,RND2,-1,5349.0,5.5,-1.0,5350.0,5356.5,5337.75,target,11.25,1.5,7.5,12.5,6.5
2025-04-17,2025Q2,RND2,-1,5349.75,5.5,-0.25,5350.0,5356.5,5339.62,target,10.12,1.5,6.75,10.5,2.75
2025-04-21,2025Q2,RND0,-1,5149.5,5.5,-0.5,5150.0,5156.5,5139.0,stop,-7.5,-1.071,7.0,5.75,7.0
2025-04-21,2025Q2,RND2,1,5202.75,4.5,-2.75,5200.0,5194.5,5215.12,stop,-8.75,-1.061,8.25,11.0,8.5
2025-04-22,2025Q2,RND1,-1,5272.75,5.0,-2.25,5275.0,5281.0,5260.38,stop,-8.75,-1.061,8.25,7.25,9.25
2025-04-22,2025Q2,RND1,-1,5274.5,4.25,-0.5,5275.0,5280.25,5265.88,stop,-6.25,-1.087,5.75,7.0,5.75
2025-04-22,2025Q2,RND3,-1,5322.75,4.25,-2.25,5325.0,5330.25,5311.5,stop,-8.0,-1.067,7.5,1.0,7.5
2025-04-22,2025Q2,RND3,-1,5324.75,4.25,-0.25,5325.0,5330.25,5316.5,target,8.25,1.5,5.5,8.25,1.75
2025-04-23,2025Q2,RND0,1,5400.25,5.25,-0.25,5400.0,5393.75,5410.0,stop,-7.0,-1.077,6.5,1.0,6.5
2025-04-23,2025Q2,RND0,1,5401.25,4.25,-1.25,5400.0,5394.75,5411.0,stop,-7.0,-1.077,6.5,7.75,6.5
2025-04-24,2025Q2,RND1,-1,5424.25,5.75,-0.75,5425.0,5431.75,5413.0,stop,-8.0,-1.067,7.5,0.75,7.5
2025-04-24,2025Q2,RND4,-1,5499.75,6.25,-0.25,5500.0,5507.25,5488.5,stop,-8.0,-1.067,7.5,6.5,7.5
2025-04-25,2025Q2,RND2,-1,5547.5,4.5,-2.5,5550.0,5555.5,5535.5,target,12.0,1.5,8.0,12.25,6.25
2025-04-28,2025Q2,RND0,1,5501.0,5.75,-1.0,5500.0,5493.25,5512.62,stop,-8.25,-1.065,7.75,4.75,9.0
2025-04-28,2025Q2,RND1,-1,5524.0,6.25,-1.0,5525.0,5532.25,5511.62,stop,-8.75,-1.061,8.25,1.25,8.25
2025-04-29,2025Q2,RND0,-1,5549.0,5.75,-1.0,5550.0,5556.75,5537.38,stop,-8.25,-1.065,7.75,11.5,7.75
2025-04-30,2025Q2,RND2,1,5525.25,6.0,-0.25,5525.0,5518.0,5536.12,stop,-7.75,-1.069,7.25,0.5,7.25
2025-05-01,2025Q2,RND0,-1,5648.5,4.75,-1.5,5650.0,5655.75,5637.62,target,10.88,1.5,7.25,11.0,3.5
2025-05-02,2025Q2,RND0,1,5675.5,5.5,-0.5,5675.0,5668.5,5686.0,target,10.5,1.5,7.0,11.25,3.5
2025-05-05,2025Q2,RND1,-1,5699.0,6.25,-1.0,5700.0,5707.25,5686.62,target,12.38,1.5,8.25,14.5,1.0
2025-05-06,2025Q2,RND0,1,5625.75,4.25,-0.75,5625.0,5619.75,5634.75,target,9.0,1.5,6.0,9.0,5.5
2025-05-06,2025Q2,RND0,1,5627.0,4.75,-2.0,5625.0,5619.25,5638.62,target,11.62,1.5,7.75,11.75,3.5
2025-05-07,2025Q2,RND1,1,5626.0,5.0,-1.0,5625.0,5619.0,5636.5,target,10.5,1.5,7.0,10.5,3.25
2025-05-07,2025Q2,RND2,-1,5648.75,5.5,-1.25,5650.0,5656.5,5637.12,stop,-8.25,-1.065,7.75,2.0,7.75
2025-05-07,2025Q2,RND2,-1,5649.75,6.5,-0.25,5650.0,5657.5,5638.12,target,11.62,1.5,7.75,11.75,0.5
2025-05-08,2025Q2,RND0,1,5675.75,6.25,-0.75,5675.0,5667.75,5687.75,stop,-8.5,-1.062,8.0,1.25,8.0
2025-05-08,2025Q2,RND2,-1,5724.0,5.75,-1.0,5725.0,5731.75,5712.38,stop,-8.25,-1.065,7.75,1.0,7.75
2025-05-08,2025Q2,RND2,1,5725.75,4.75,-0.75,5725.0,5719.25,5735.5,stop,-7.0,-1.077,6.5,0.25,6.75
2025-05-09,2025Q2,RND0,1,5675.25,6.75,-0.25,5675.0,5667.25,5687.25,stop,-8.5,-1.062,8.0,1.5,9.0
2025-05-09,2025Q2,RND0,1,5675.5,4.25,-0.5,5675.0,5669.75,5684.12,target,8.62,1.5,5.75,9.25,1.75
2025-05-09,2025Q2,RND1,1,5700.5,7.0,-0.5,5700.0,5692.0,5713.25,stop,-9.0,-1.059,8.5,8.25,8.5
2025-05-09,2025Q2,RND1,1,5701.0,4.5,-1.0,5700.0,5694.5,5710.75,stop,-7.0,-1.077,6.5,1.25,7.0
2025-05-12,2025Q2,RND0,1,5827.5,4.25,-2.5,5825.0,5819.75,5839.12,target,11.62,1.5,7.75,11.75,3.75
2025-05-12,2025Q2,RND1,-1,5848.75,4.5,-1.25,5850.0,5855.5,5838.62,stop,-7.25,-1.074,6.75,0.75,6.75
2025-05-13,2025Q2,RND1,-1,5899.0,4.5,-1.0,5900.0,5905.5,5889.25,stop,-7.0,-1.077,6.5,2.0,6.5
2025-05-15,2025Q2,RND0,-1,5898.0,5.5,-2.0,5900.0,5906.5,5885.25,stop,-9.0,-1.059,8.5,11.0,8.75
2025-05-16,2025Q2,RND1,-1,5949.75,6.25,-0.25,5950.0,5957.25,5938.5,stop,-8.0,-1.067,7.5,0.0,7.5
2025-05-19,2025Q2,RND1,-1,5949.75,4.75,-0.25,5950.0,5955.75,5940.75,stop,-6.5,-1.083,6.0,0.0,6.0
2025-05-19,2025Q2,RND2,1,5975.5,4.75,-0.5,5975.0,5969.25,5984.88,stop,-6.75,-1.08,6.25,3.0,6.5
2025-05-21,2025Q2,RND4,1,5950.75,5.5,-0.75,5950.0,5943.5,5961.62,stop,-7.75,-1.069,7.25,5.5,7.75
2025-05-22,2025Q2,RND1,-1,5872.5,4.5,-2.5,5875.0,5880.5,5860.5,target,12.0,1.5,8.0,12.0,1.0
2025-05-22,2025Q2,RND1,-1,5873.75,5.0,-1.25,5875.0,5881.0,5862.88,stop,-7.75,-1.069,7.25,0.5,7.5
2025-05-22,2025Q2,RND1,-1,5874.75,5.5,-0.25,5875.0,5881.5,5864.62,target,10.12,1.5,6.75,10.25,4.75
2025-05-23,2025Q2,RND1,1,5825.5,6.0,-0.5,5825.0,5818.0,5836.75,eod,6.5,0.867,7.5,10.25,2.75
2025-05-27,2025Q2,RND0,1,5875.5,6.75,-0.5,5875.0,5867.25,5887.88,target,12.38,1.5,8.25,12.75,1.0
2025-05-28,2025Q2,RND0,-1,5924.5,5.5,-0.5,5925.0,5931.5,5914.0,timeout,-2.0,-0.286,7.0,6.0,4.5
2025-05-28,2025Q2,RND0,1,5926.25,5.75,-1.25,5925.0,5918.25,5938.25,stop,-8.5,-1.062,8.0,0.75,8.25
2025-05-29,2025Q2,RND1,1,5926.25,6.0,-1.25,5925.0,5918.0,5938.62,stop,-8.75,-1.061,8.25,6.25,8.25
2025-05-30,2025Q2,RND1,1,5900.75,5.5,-0.75,5900.0,5893.5,5911.62,stop,-7.75,-1.069,7.25,7.0,7.5
2025-06-03,2025Q2,RND0,1,5950.25,6.25,-0.25,5950.0,5942.75,5961.5,stop,-8.0,-1.067,7.5,3.25,8.75
2025-06-03,2025Q2,RND1,1,5975.75,6.75,-0.75,5975.0,5967.25,5988.5,timeout,5.5,0.647,8.5,9.75,0.5
2025-06-05,2025Q2,RND1,1,5975.75,5.0,-0.75,5975.0,5969.0,5985.88,stop,-7.25,-1.074,6.75,2.0,7.25
2025-06-05,2025Q2,RND1,1,5977.5,4.25,-2.5,5975.0,5969.75,5989.12,stop,-8.25,-1.065,7.75,3.75,11.0
2025-06-06,2025Q2,RND0,1,6001.25,4.25,-1.25,6000.0,5994.75,6011.0,stop,-7.0,-1.077,6.5,9.0,6.5
2025-06-10,2025Q2,RND0,-1,6024.5,4.5,-0.5,6025.0,6030.5,6015.5,target,9.0,1.5,6.0,9.5,4.25
2025-06-10,2025Q2,RND0,-1,6024.75,5.75,-0.25,6025.0,6031.75,6014.25,target,10.5,1.5,7.0,11.0,4.75
2025-06-11,2025Q2,RND0,1,6025.5,4.5,-0.5,6025.0,6019.5,6034.5,stop,-6.5,-1.083,6.0,0.0,6.0
2025-06-13,2025Q2,RND2,-1,6024.75,4.75,-0.25,6025.0,6030.75,6015.75,target,9.0,1.5,6.0,9.25,3.5
2025-06-16,2025Q2,RND1,-1,6098.5,5.0,-1.5,6100.0,6106.0,6087.25,timeout,4.75,0.633,7.5,6.75,4.0
2025-06-17,2025Q2,RND1,-1,6074.5,4.75,-0.5,6075.0,6080.75,6065.12,stop,-6.75,-1.08,6.25,8.0,6.75
2025-06-18,2025Q2,RND0,-1,6049.5,7.0,-0.5,6050.0,6058.0,6036.75,stop,-9.0,-1.059,8.5,1.25,8.5
2025-06-19,2025Q2,RND0,1,5975.5,5.5,-0.5,5975.0,5968.5,5986.0,target,10.5,1.5,7.0,10.5,1.75
2025-06-20,2025Q2,RND0,1,6026.0,5.0,-1.0,6025.0,6019.0,6036.5,stop,-7.5,-1.071,7.0,3.5,7.25
2025-06-23,2025Q2,RND2,-1,6049.75,5.0,-0.25,6050.0,6056.0,6040.38,stop,-6.75,-1.08,6.25,4.0,7.75
2025-06-24,2025Q2,RND0,-1,6124.5,5.25,-0.5,6125.0,6131.25,6114.38,target,10.12,1.5,6.75,10.75,0.5
2025-06-27,2025Q2,RND1,-1,6224.0,5.0,-1.0,6225.0,6231.0,6213.5,timeout,-0.5,-0.071,7.0,3.75,6.75
2025-06-30,2025Q2,RND1,-1,6248.25,4.25,-1.75,6250.0,6255.25,6237.75,eod,-2.5,-0.357,7.0,1.25,6.0
2025-06-30,2025Q2,RND1,-1,6249.75,6.25,-0.25,6250.0,6257.25,6238.5,eod,-1.0,-0.133,7.5,2.75,4.5
2025-07-01,2025Q3,RND0,-1,6247.75,4.25,-2.25,6250.0,6255.25,6236.5,stop,-8.0,-1.067,7.5,5.25,7.5
2025-07-03,2025Q3,RND1,1,6325.5,6.25,-0.5,6325.0,6317.75,6337.12,timeout,-2.0,-0.258,7.75,2.25,5.5
2025-07-07,2025Q3,RND2,1,6300.25,6.5,-0.25,6300.0,6292.5,6311.88,stop,-8.25,-1.065,7.75,2.5,7.75
2025-07-08,2025Q3,RND0,1,6275.25,4.25,-0.25,6275.0,6269.75,6283.5,stop,-6.0,-1.091,5.5,1.5,5.75
2025-07-08,2025Q3,RND0,1,6275.75,5.75,-0.75,6275.0,6268.25,6287.0,stop,-8.0,-1.067,7.5,1.0,7.75
2025-07-11,2025Q3,RND0,1,6300.25,5.25,-0.25,6300.0,6293.75,6310.0,timeout,7.75,1.192,6.5,9.5,2.5
2025-07-15,2025Q3,RND1,1,6326.5,4.75,-1.5,6325.0,6319.25,6337.38,stop,-7.75,-1.069,7.25,0.25,7.25
2025-07-22,2025Q3,RND0,1,6326.75,5.75,-1.75,6325.0,6318.25,6339.5,timeout,10.75,1.265,8.5,11.5,2.5
2025-07-31,2025Q3,RND1,1,6400.25,4.5,-0.25,6400.0,6394.5,6408.88,stop,-6.25,-1.087,5.75,1.75,5.75
2025-07-31,2025Q3,RND2,1,6426.0,4.75,-1.0,6425.0,6419.25,6436.12,timeout,4.0,0.593,6.75,9.25,2.25
2025-08-06,2025Q3,RND0,-1,6349.5,5.0,-0.5,6350.0,6356.0,6339.75,stop,-7.0,-1.077,6.5,0.75,6.5
2025-08-07,2025Q3,RND0,1,6350.25,5.25,-0.25,6350.0,6343.75,6360.0,stop,-7.0,-1.077,6.5,4.25,6.5
2025-08-07,2025Q3,RND0,1,6351.25,6.0,-1.25,6350.0,6343.0,6363.62,target,12.38,1.5,8.25,12.75,0.0
2025-08-11,2025Q3,RND1,-1,6424.75,6.5,-0.25,6425.0,6432.5,6413.12,target,11.62,1.5,7.75,12.0,0.25
2025-08-12,2025Q3,RND0,-1,6423.25,5.0,-1.75,6425.0,6431.0,6411.62,stop,-8.25,-1.065,7.75,2.75,8.0
2025-08-12,2025Q3,RND0,-1,6423.75,4.5,-1.25,6425.0,6430.5,6413.62,target,10.12,1.5,6.75,10.5,0.5
2025-08-13,2025Q3,RND0,1,6476.0,4.5,-1.0,6475.0,6469.5,6485.75,timeout,-2.0,-0.308,6.5,6.75,2.75
2025-08-14,2025Q3,RND0,1,6475.25,6.0,-0.25,6475.0,6468.0,6486.12,target,10.88,1.5,7.25,11.25,0.75
2025-08-14,2025Q3,RND0,1,6475.75,6.0,-0.75,6475.0,6468.0,6487.38,stop,-8.25,-1.065,7.75,6.25,9.75
2025-08-15,2025Q3,RND0,1,6475.25,5.75,-0.25,6475.0,6468.25,6485.75,stop,-7.5,-1.071,7.0,4.25,8.0
2025-08-15,2025Q3,RND0,1,6475.5,4.25,-0.5,6475.0,6469.75,6484.12,stop,-6.25,-1.087,5.75,1.5,5.75
2025-08-19,2025Q3,RND1,1,6451.25,4.5,-1.25,6450.0,6444.5,6461.38,stop,-7.25,-1.074,6.75,2.5,7.0
2025-08-20,2025Q3,RND0,1,6376.5,5.75,-1.5,6375.0,6368.25,6388.88,stop,-8.75,-1.061,8.25,0.0,8.5
2025-08-20,2025Q3,RND0,1,6377.25,5.0,-2.25,6375.0,6369.0,6389.62,stop,-8.75,-1.061,8.25,8.5,9.25
2025-08-21,2025Q3,RND0,1,6375.75,4.75,-0.75,6375.0,6369.25,6385.5,target,9.75,1.5,6.5,10.25,1.0
2025-08-21,2025Q3,RND1,-1,6399.75,5.5,-0.25,6400.0,6406.5,6389.62,stop,-7.25,-1.074,6.75,3.25,6.75
2025-08-25,2025Q3,RND0,1,6475.5,5.25,-0.5,6475.0,6468.75,6485.62,stop,-7.25,-1.074,6.75,1.5,7.0
2025-08-28,2025Q3,RND0,-1,6497.75,4.25,-2.25,6500.0,6505.25,6486.5,stop,-8.0,-1.067,7.5,9.25,7.75
2025-09-03,2025Q3,RND0,-1,6448.25,4.25,-1.75,6450.0,6455.25,6437.75,stop,-7.5,-1.071,7.0,3.25,7.0
2025-09-03,2025Q3,RND0,-1,6449.25,4.5,-0.75,6450.0,6455.5,6439.88,target,9.38,1.5,6.25,10.0,4.25
2025-09-04,2025Q3,RND0,-1,6474.75,4.25,-0.25,6475.0,6480.25,6466.5,stop,-6.0,-1.091,5.5,1.0,6.0
2025-09-04,2025Q3,RND1,-1,6499.75,4.25,-0.25,6500.0,6505.25,6491.5,eod,-3.75,-0.682,5.5,0.25,5.0
2025-09-08,2025Q3,RND0,1,6501.25,4.75,-1.25,6500.0,6494.25,6511.75,target,10.5,1.5,7.0,10.5,0.0
2025-09-09,2025Q3,RND0,1,6501.25,5.0,-1.25,6500.0,6494.0,6512.12,timeout,3.5,0.483,7.25,5.0,4.0
2025-09-10,2025Q3,RND1,-1,6549.5,4.25,-0.5,6550.0,6555.25,6540.88,stop,-6.25,-1.087,5.75,3.0,5.75
2025-09-12,2025Q3,RND0,-1,6599.0,6.0,-1.0,6600.0,6607.0,6587.0,target,12.0,1.5,8.0,12.0,1.25
2025-09-18,2025Q3,RND0,1,6677.25,4.75,-2.25,6675.0,6669.25,6689.25,target,12.0,1.5,8.0,12.25,0.0
2025-09-18,2025Q3,RND1,1,6700.25,6.5,-0.25,6700.0,6692.5,6711.88,stop,-8.25,-1.065,7.75,1.0,7.75
2025-09-26,2025Q3,RND0,-1,6672.25,4.5,-2.75,6675.0,6680.5,6659.88,stop,-8.75,-1.061,8.25,9.0,8.25
2025-09-29,2025Q3,RND1,-1,6724.0,5.5,-1.0,6725.0,6731.5,6712.75,target,11.25,1.5,7.5,11.25,1.25
2025-09-30,2025Q3,RND0,1,6700.25,6.0,-0.25,6700.0,6693.0,6711.12,target,10.88,1.5,7.25,11.0,3.25
2025-09-30,2025Q3,RND0,1,6701.0,5.75,-1.0,6700.0,6693.25,6712.62,target,11.62,1.5,7.75,11.75,0.5
2025-10-02,2025Q4,RND0,1,6750.5,4.25,-0.5,6750.0,6744.75,6759.12,stop,-6.25,-1.087,5.75,3.0,8.5
2025-10-02,2025Q4,RND1,-1,6773.25,5.25,-1.75,6775.0,6781.25,6761.25,target,12.0,1.5,8.0,12.0,1.5
2025-10-09,2025Q4,RND0,1,6775.5,6.0,-0.5,6775.0,6768.0,6786.75,timeout,2.25,0.3,7.5,9.75,3.75
2025-10-10,2025Q4,RND0,1,6625.75,6.5,-0.75,6625.0,6617.5,6638.12,stop,-8.75,-1.061,8.25,0.5,8.25
2025-10-10,2025Q4,RND1,1,6651.0,5.25,-1.0,6650.0,6643.75,6661.88,target,10.88,1.5,7.25,11.0,0.0
2025-10-10,2025Q4,RND2,1,6676.75,5.25,-1.75,6675.0,6668.75,6688.75,target,12.0,1.5,8.0,12.0,7.25
2025-10-13,2025Q4,RND1,-1,6698.0,5.25,-2.0,6700.0,6706.25,6685.62,stop,-8.75,-1.061,8.25,3.0,8.5
2025-10-17,2025Q4,RND1,-1,6672.75,4.25,-2.25,6675.0,6680.25,6661.5,stop,-8.0,-1.067,7.5,7.75,7.5
2025-10-17,2025Q4,RND1,-1,6673.75,4.25,-1.25,6675.0,6680.25,6664.0,stop,-7.0,-1.077,6.5,0.75,6.5
2025-10-21,2025Q4,RND0,1,6776.25,5.0,-1.25,6775.0,6769.0,6787.12,timeout,6.5,0.897,7.25,8.25,5.25
2025-10-22,2025Q4,RND0,1,6701.75,4.75,-1.75,6700.0,6694.25,6713.0,target,11.25,1.5,7.5,12.0,0.0
2025-10-23,2025Q4,RND0,-1,6749.25,6.5,-0.75,6750.0,6757.5,6736.88,stop,-8.75,-1.061,8.25,1.25,8.25
2025-10-23,2025Q4,RND0,1,6752.25,4.75,-2.25,6750.0,6744.25,6764.25,target,12.0,1.5,8.0,12.5,2.25
2025-10-29,2025Q4,RND0,1,6902.5,5.0,-2.5,6900.0,6894.0,6915.25,eod,6.75,0.794,8.5,8.25,1.25
2025-10-30,2025Q4,RND1,-1,6899.5,5.0,-0.5,6900.0,6906.0,6889.75,stop,-7.0,-1.077,6.5,0.75,6.75
2025-10-31,2025Q4,RND0,1,6850.75,4.5,-0.75,6850.0,6844.5,6860.12,target,9.38,1.5,6.25,10.0,1.5
2025-11-03,2025Q4,RND1,1,6875.5,4.25,-0.5,6875.0,6869.75,6884.12,stop,-6.25,-1.087,5.75,0.75,5.75
2025-11-04,2025Q4,RND0,1,6800.25,5.25,-0.25,6800.0,6793.75,6810.0,target,9.75,1.5,6.5,9.75,2.25
2025-11-05,2025Q4,RND0,1,6800.25,4.5,-0.25,6800.0,6794.5,6808.88,stop,-6.25,-1.087,5.75,1.5,5.75
2025-11-05,2025Q4,RND1,-1,6824.0,4.5,-1.0,6825.0,6830.5,6814.25,target,9.75,1.5,6.5,11.25,1.75
2025-11-06,2025Q4,RND0,1,6750.75,5.75,-0.75,6750.0,6743.25,6762.0,stop,-8.0,-1.067,7.5,2.0,8.75
2025-11-06,2025Q4,RND1,-1,6774.25,5.25,-0.75,6775.0,6781.25,6763.75,target,10.5,1.5,7.0,10.5,6.5
2025-11-07,2025Q4,RND0,1,6675.25,4.5,-0.25,6675.0,6669.5,6683.88,stop,-6.25,-1.087,5.75,2.5,5.75
2025-11-07,2025Q4,RND0,1,6676.25,4.25,-1.25,6675.0,6669.75,6686.0,stop,-7.0,-1.077,6.5,2.25,6.75
2025-11-07,2025Q4,RND1,-1,6699.75,4.25,-0.25,6700.0,6705.25,6691.5,stop,-6.0,-1.091,5.5,1.0,5.5
2025-11-07,2025Q4,RND1,1,6701.25,4.5,-1.25,6700.0,6694.5,6711.38,stop,-7.25,-1.074,6.75,3.0,6.75
2025-11-11,2025Q4,RND1,-1,6873.75,4.25,-1.25,6875.0,6880.25,6864.0,eod,-1.25,-0.192,6.5,5.25,2.0
2025-11-12,2025Q4,RND0,-1,6874.0,5.75,-1.0,6875.0,6881.75,6862.38,stop,-8.25,-1.065,7.75,1.0,7.75
2025-11-12,2025Q4,RND0,-1,6874.75,6.75,-0.25,6875.0,6882.75,6862.75,stop,-8.5,-1.062,8.0,0.25,8.0
2025-11-13,2025Q4,RND2,1,6801.0,5.0,-1.0,6800.0,6794.0,6811.5,stop,-7.5,-1.071,7.0,0.25,8.25
2025-11-14,2025Q4,RND2,-1,6724.0,5.0,-1.0,6725.0,6731.0,6713.5,target,10.5,1.5,7.0,10.5,0.5
2025-11-14,2025Q4,RND3,-1,6748.0,4.75,-2.0,6750.0,6755.75,6736.38,stop,-8.25,-1.065,7.75,0.0,8.0
2025-11-14,2025Q4,RND4,1,6777.25,5.0,-2.25,6775.0,6769.0,6789.62,stop,-8.75,-1.061,8.25,5.25,8.25
2025-11-17,2025Q4,RND3,1,6750.5,4.5,-0.5,6750.0,6744.5,6759.5,stop,-6.5,-1.083,6.0,2.5,6.25
2025-11-18,2025Q4,RND0,1,6601.5,6.0,-1.5,6600.0,6593.0,6614.25,target,12.75,1.5,8.5,13.75,3.5
2025-11-18,2025Q4,RND1,1,6626.5,5.5,-1.5,6625.0,6618.5,6638.5,stop,-8.5,-1.062,8.0,4.25,8.0
2025-11-18,2025Q4,RND2,-1,6648.75,4.5,-1.25,6650.0,6655.5,6638.62,target,10.12,1.5,6.75,10.25,3.5
2025-11-18,2025Q4,RND2,-1,6649.75,6.25,-0.25,6650.0,6657.25,6638.5,target,11.25,1.5,7.5,11.25,4.75
2025-11-18,2025Q4,RND3,-1,6672.75,4.75,-2.25,6675.0,6680.75,6660.75,stop,-8.5,-1.062,8.0,6.0,8.0
2025-11-18,2025Q4,RND3,-1,6674.0,5.5,-1.0,6675.0,6681.5,6662.75,stop,-8.0,-1.067,7.5,7.25,8.5
2025-11-19,2025Q4,RND1,1,6650.25,7.25,-0.25,6650.0,6641.75,6663.0,target,12.75,1.5,8.5,12.75,1.0
2025-11-19,2025Q4,RND1,1,6651.25,4.75,-1.25,6650.0,6644.25,6661.75,target,10.5,1.5,7.0,10.75,1.5
2025-11-19,2025Q4,RND1,1,6651.5,4.5,-1.5,6650.0,6644.5,6662.0,stop,-7.5,-1.071,7.0,10.0,7.0
2025-11-19,2025Q4,RND2,-1,6674.5,4.5,-0.5,6675.0,6680.5,6665.5,target,9.0,1.5,6.0,9.0,3.25
2025-11-20,2025Q4,RND1,-1,6599.5,5.0,-0.5,6600.0,6606.0,6589.75,stop,-7.0,-1.077,6.5,0.75,6.5
2025-11-21,2025Q4,RND4,1,6650.25,5.5,-0.25,6650.0,6643.5,6660.38,stop,-7.25,-1.074,6.75,1.0,7.25
2025-11-25,2025Q4,RND2,-1,6722.0,4.5,-3.0,6725.0,6730.5,6709.25,stop,-9.0,-1.059,8.5,3.5,8.5
2025-11-25,2025Q4,RND2,-1,6724.25,6.75,-0.75,6725.0,6732.75,6711.5,stop,-9.0,-1.059,8.5,5.75,9.25
2025-11-25,2025Q4,RND2,-1,6724.75,5.0,-0.25,6725.0,6731.0,6715.38,target,9.38,1.5,6.25,9.5,0.0
2025-11-28,2025Q4,RND0,-1,6849.25,6.75,-0.75,6850.0,6857.75,6836.5,stop,-9.0,-1.059,8.5,4.0,8.5
2025-11-28,2025Q4,RND0,-1,6849.75,6.0,-0.25,6850.0,6857.0,6838.88,timeout,-0.25,-0.034,7.25,7.25,7.0
2025-12-02,2025Q4,RND1,-1,6848.5,4.75,-1.5,6850.0,6855.75,6837.62,stop,-7.75,-1.069,7.25,8.75,7.25
2025-12-03,2025Q4,RND1,1,6851.0,5.25,-1.0,6850.0,6843.75,6861.88,target,10.88,1.5,7.25,11.0,0.0
2025-12-04,2025Q4,RND0,1,6851.0,5.0,-1.0,6850.0,6844.0,6861.5,target,10.5,1.5,7.0,10.5,2.5
2025-12-05,2025Q4,RND1,-1,6899.0,5.0,-1.0,6900.0,6906.0,6888.5,target,10.5,1.5,7.0,10.5,3.75
2025-12-08,2025Q4,RND1,1,6875.25,5.75,-0.25,6875.0,6868.25,6885.75,stop,-7.5,-1.071,7.0,4.0,7.0
2025-12-10,2025Q4,RND0,-1,6849.0,5.0,-1.0,6850.0,6856.0,6838.5,stop,-7.5,-1.071,7.0,2.0,7.0
2025-12-10,2025Q4,RND0,1,6851.25,5.5,-1.25,6850.0,6843.5,6862.88,stop,-8.25,-1.065,7.75,0.25,7.75
2025-12-10,2025Q4,RND2,-1,6899.0,4.25,-1.0,6900.0,6905.25,6889.62,stop,-6.75,-1.08,6.25,1.0,7.75
2025-12-11,2025Q4,RND1,-1,6873.25,4.5,-1.75,6875.0,6880.5,6862.38,target,10.88,1.5,7.25,11.0,5.25
2025-12-12,2025Q4,RND2,1,6875.75,5.25,-0.75,6875.0,6868.75,6886.25,stop,-7.5,-1.071,7.0,3.25,7.75
2025-12-16,2025Q4,RND2,-1,6874.5,5.5,-0.5,6875.0,6881.5,6864.0,target,10.5,1.5,7.0,10.75,0.0
2025-12-16,2025Q4,RND2,-1,6874.75,4.5,-0.25,6875.0,6880.5,6866.12,target,8.62,1.5,5.75,9.0,2.0
2025-12-17,2025Q4,RND0,1,6800.25,4.75,-0.25,6800.0,6794.25,6809.25,target,9.0,1.5,6.0,9.5,0.75
2025-12-17,2025Q4,RND0,1,6801.5,4.25,-1.5,6800.0,6794.75,6811.62,stop,-7.25,-1.074,6.75,7.5,6.75
2025-12-17,2025Q4,RND0,1,6802.75,4.5,-2.75,6800.0,6794.5,6815.12,stop,-8.75,-1.061,8.25,12.25,9.25
2025-12-18,2025Q4,RND0,1,6825.75,4.5,-0.75,6825.0,6819.5,6835.12,target,9.38,1.5,6.25,9.5,2.75
2025-12-19,2025Q4,RND1,-1,6873.0,4.25,-2.0,6875.0,6880.25,6862.12,stop,-7.75,-1.069,7.25,0.25,7.25
2025-12-26,2025Q4,RND0,1,6975.5,6.0,-0.5,6975.0,6968.0,6986.75,timeout,3.25,0.433,7.5,5.75,1.25
2025-12-29,2025Q4,RND0,-1,6949.75,4.75,-0.25,6950.0,6955.75,6940.75,stop,-6.5,-1.083,6.0,5.5,6.0
