TradeID,Strategy,Symbol,Side,Quantity,SignalTime,EntryTime,FillDelayMs,EntryPrice,ExitTime,ExitPrice,ExitReason,GrossPnL,NetPnL,Commission,PointsPnL,PercentPnL,Duration,SignalType,HTFBias,Trigger,Confidence,RiskReward,OB_High,OB_Low,OB_Time,OB_Type,CHoCH_Level,CHoCH_Time,MSS_Level,MSS_Time,SwingHigh,SwingHigh_Time,SwingLow,SwingLow_Time,FVG_Top,FVG_Bottom,FVG_Time,FibLevel,FibPrice,GEXLevel,GEXLevelType,LTLevelsBelow,LTSentiment,LTOrdering,LTSpacing,LTLdmpType,LTAvgSpacing,FilterReason,StopLoss,TakeProfit,MFEPoints,MAEPoints,ProfitGiveBack,StrategyMetadata
T000011,OVERNIGHT_SCORING,NQ,sell,1,2023-08-08T01:39:00.000Z,2023-08-08T01:39:00.000Z,0,15439,2023-08-08T06:00:00.000Z,15412,time_exit,540,535,5,27,0.17,15660000,,,,,,,,,,,,,,,,,,,,,,,,,,BEARISH,,,,,,15640.25,15240.25,30.5,10.5,3.5,"{""score"":7,""direction"":""bearish"",""ibs"":0.97,""lt_sentiment"":""BEARISH"",""gex_regime"":""negative"",""day_of_week"":""Monday"",""rth_close"":15486.5,""consecutive_down"":1,""consecutive_up"":0,""last_hour_return"":37,""exit_time"":""2023-08-08T06:00:00.000Z"",""target_points"":200,""stop_points"":200}"
T000012,OVERNIGHT_SCORING,NQ,buy,1,2023-08-09T23:24:00.000Z,2023-08-09T23:24:00.000Z,0,15210.25,2023-08-10T06:00:00.000Z,15238,time_exit,555,550,5,27.75,0.18,23760000,,,,,,,,,,,,,,,,,,,,,,,,,,BULLISH,,,,,,15008,15408,39,2.25,11.25,"{""score"":7,""direction"":""bullish"",""ibs"":0.152,""lt_sentiment"":""BULLISH"",""gex_regime"":""negative"",""day_of_week"":""Wednesday"",""rth_close"":15180.25,""consecutive_down"":1,""consecutive_up"":0,""last_hour_return"":-92.25,""exit_time"":""2023-08-10T06:00:00.000Z"",""target_points"":200,""stop_points"":200}"
T000013,OVERNIGHT_SCORING,NQ,sell,1,2023-09-20T22:01:00.000Z,2023-09-20T22:01:00.000Z,0,15145.25,2023-09-21T06:00:00.000Z,15088.5,time_exit,1135,1130,5,56.75,0.37,28740000,,,,,,,,,,,,,,,,,,,,,,,,,,BEARISH,,,,,,15345,14945,65.5,2,8.75,"{""score"":7,""direction"":""bearish"",""ibs"":0.017,""lt_sentiment"":""BEARISH"",""gex_regime"":""negative"",""day_of_week"":""Wednesday"",""rth_close"":15152.25,""consecutive_down"":0,""consecutive_up"":2,""last_hour_return"":-150.25,""exit_time"":""2023-09-21T06:00:00.000Z"",""target_points"":200,""stop_points"":200}"
T000014,OVERNIGHT_SCORING,NQ,sell,1,2023-09-25T23:54:00.000Z,2023-09-25T23:54:00.000Z,0,14936.75,2023-09-26T06:00:00.000Z,14864.5,time_exit,1445,1440,5,72.25,0.48,21960000,,,,,,,,,,,,,,,,,,,,,,,,,,BEARISH,,,,,,15137.75,14737.75,84.5,1.25,12.25,"{""score"":9,""direction"":""bearish"",""ibs"":0.984,""lt_sentiment"":""BEARISH"",""gex_regime"":""negative"",""day_of_week"":""Monday"",""rth_close"":14936.75,""consecutive_down"":3,""consecutive_up"":0,""last_hour_return"":62,""exit_time"":""2023-09-26T06:00:00.000Z"",""target_points"":200,""stop_points"":200}"
T000015,OVERNIGHT_SCORING,NQ,sell,1,2023-09-27T22:01:00.000Z,2023-09-27T22:01:00.000Z,0,14761.5,2023-09-28T06:00:00.000Z,14767,time_exit,-110,-115,5,-5.5,-0.04,28740000,,,,,,,,,,,,,,,,,,,,,,,,,,BEARISH,,,,,,14965.75,14565.75,48.75,32.5,54.25,"{""score"":7,""direction"":""bearish"",""ibs"":0.67,""lt_sentiment"":""BEARISH"",""gex_regime"":""negative"",""day_of_week"":""Wednesday"",""rth_close"":14743.75,""consecutive_down"":1,""consecutive_up"":0,""last_hour_return"":4.25,""exit_time"":""2023-09-28T06:00:00.000Z"",""target_points"":200,""stop_points"":200}"
T000016,OVERNIGHT_SCORING,NQ,sell,1,2023-10-03T22:01:00.000Z,2023-10-03T22:01:00.000Z,0,14714.5,2023-10-04T06:00:00.000Z,14645.75,time_exit,1375,1370,5,68.75,0.47,28740000,,,,,,,,,,,,,,,,,,,,,,,,,,BEARISH,,,,,,14916,14516,78.5,18.25,9.75,"{""score"":7,""direction"":""bearish"",""ibs"":0.21,""lt_sentiment"":""BEARISH"",""gex_regime"":""negative"",""day_of_week"":""Tuesday"",""rth_close"":14719.5,""consecutive_down"":0,""consecutive_up"":1,""last_hour_return"":21,""exit_time"":""2023-10-04T06:00:00.000Z"",""target_points"":200,""stop_points"":200}"
T000017,OVERNIGHT_SCORING,NQ,sell,1,2023-10-04T23:54:00.000Z,2023-10-04T23:54:00.000Z,0,14912,2023-10-05T06:00:00.000Z,14920.5,time_exit,-170,-175,5,-8.5,-0.06,21960000,,,,,,,,,,,,,,,,,,,,,,,,,,BEARISH,,,,,,15110.25,14710.25,23.75,33.5,32.25,"{""score"":7,""direction"":""bearish"",""ibs"":0.836,""lt_sentiment"":""BEARISH"",""gex_regime"":""negative"",""day_of_week"":""Wednesday"",""rth_close"":14919.75,""consecutive_down"":1,""consecutive_up"":0,""last_hour_return"":49,""exit_time"":""2023-10-05T06:00:00.000Z"",""target_points"":200,""stop_points"":200}"
T000018,OVERNIGHT_SCORING,NQ,sell,1,2023-10-18T22:46:00.000Z,2023-10-18T22:46:00.000Z,0,15045.5,2023-10-19T06:00:00.000Z,14991.75,time_exit,1075,1070,5,53.75,0.36,26040000,,,,,,,,,,,,,,,,,,,,,,,,,,BEARISH,,,,,,15246.5,14846.5,64.5,12.25,10.75,"{""score"":7,""direction"":""bearish"",""ibs"":0.181,""lt_sentiment"":""BEARISH"",""gex_regime"":""negative"",""day_of_week"":""Wednesday"",""rth_close"":15023.5,""consecutive_down"":0,""consecutive_up"":2,""last_hour_return"":-38.25,""exit_time"":""2023-10-19T06:00:00.000Z"",""target_points"":200,""stop_points"":200}"
T000019,OVERNIGHT_SCORING,NQ,buy,1,2023-10-23T22:01:00.000Z,2023-10-23T22:01:00.000Z,0,14744,2023-10-24T06:00:00.000Z,14784.75,time_exit,815,810,5,40.75,0.28,28740000,,,,,,,,,,,,,,,,,,,,,,,,,,BULLISH,,,,,,14545,14945,43.5,24,2.75,"{""score"":7,""direction"":""bullish"",""ibs"":0.566,""lt_sentiment"":""BULLISH"",""gex_regime"":""negative"",""day_of_week"":""Monday"",""rth_close"":14706.25,""consecutive_down"":3,""consecutive_up"":0,""last_hour_return"":-72.5,""exit_time"":""2023-10-24T06:00:00.000Z"",""target_points"":200,""stop_points"":200}"
T000020,OVERNIGHT_SCORING,NQ,sell,1,2023-10-25T22:01:00.000Z,2023-10-25T22:01:00.000Z,0,14415,2023-10-26T06:00:00.000Z,14310.75,time_exit,2085,2080,5,104.25,0.72,28740000,,,,,,,,,,,,,,,,,,,,,,,,,,BEARISH,,,,,,14625.75,14225.75,112.75,2.25,8.5,"{""score"":8,""direction"":""bearish"",""ibs"":0.084,""lt_sentiment"":""BEARISH"",""gex_regime"":""strong_negative"",""day_of_week"":""Wednesday"",""rth_close"":14476.25,""consecutive_down"":0,""consecutive_up"":2,""last_hour_return"":-0.75,""exit_time"":""2023-10-26T06:00:00.000Z"",""target_points"":200,""stop_points"":200}"
T000021,OVERNIGHT_SCORING,NQ,sell,1,2023-11-06T23:01:00.000Z,2023-11-06T23:01:00.000Z,0,15214.5,2023-11-07T07:00:00.000Z,15200,time_exit,290,285,5,14.5,0.1,28740000,,,,,,,,,,,,,,,,,,,,,,,,,,BEARISH,,,,,,15413.75,15013.75,21.5,8.5,7,"{""score"":7,""direction"":""bearish"",""ibs"":0.801,""lt_sentiment"":""BEARISH"",""gex_regime"":""neutral"",""day_of_week"":""Monday"",""rth_close"":15233.75,""consecutive_down"":0,""consecutive_up"":5,""last_hour_return"":26.75,""exit_time"":""2023-11-07T07:00:00.000Z"",""target_points"":200,""stop_points"":200}"
T000022,OVERNIGHT_SCORING,NQ,buy,1,2023-11-13T23:01:00.000Z,2023-11-13T23:01:00.000Z,0,15557.75,2023-11-14T07:00:00.000Z,15571.75,time_exit,280,275,5,14,0.09,28740000,,,,,,,,,,,,,,,,,,,,,,,,,,BULLISH,,,,,,15355,15755,20.25,5.75,6.25,"{""score"":7,""direction"":""bullish"",""ibs"":0.664,""lt_sentiment"":""BULLISH"",""gex_regime"":""positive"",""day_of_week"":""Monday"",""rth_close"":15547.75,""consecutive_down"":0,""consecutive_up"":1,""last_hour_return"":-22.75,""exit_time"":""2023-11-14T07:00:00.000Z"",""target_points"":200,""stop_points"":200}"
T000023,OVERNIGHT_SCORING,NQ,buy,1,2023-11-14T23:01:00.000Z,2023-11-14T23:01:00.000Z,0,15905.75,2023-11-15T07:00:00.000Z,15927.25,time_exit,430,425,5,21.5,0.14,28740000,,,,,,,,,,,,,,,,,,,,,,,,,,BULLISH,,,,,,15699,16099,34.25,10.75,12.75,"{""score"":7,""direction"":""bullish"",""ibs"":0.689,""lt_sentiment"":""BULLISH"",""gex_regime"":""positive"",""day_of_week"":""Tuesday"",""rth_close"":15878.75,""consecutive_down"":0,""consecutive_up"":2,""last_hour_return"":-10.75,""exit_time"":""2023-11-15T07:00:00.000Z"",""target_points"":200,""stop_points"":200}"
T000024,OVERNIGHT_SCORING,NQ,buy,1,2023-11-20T23:01:00.000Z,2023-11-20T23:01:00.000Z,0,16086.5,2023-11-21T07:00:00.000Z,16102,time_exit,310,305,5,15.5,0.1,28740000,,,,,,,,,,,,,,,,,,,,,,,,,,BULLISH,,,,,,15884.75,16284.75,36,1.5,20.5,"{""score"":7,""direction"":""bullish"",""ibs"":0.873,""lt_sentiment"":""BULLISH"",""gex_regime"":""positive"",""day_of_week"":""Monday"",""rth_close"":16088.5,""consecutive_down"":0,""consecutive_up"":2,""last_hour_return"":-6.25,""exit_time"":""2023-11-21T07:00:00.000Z"",""target_points"":200,""stop_points"":200}"
T000025,OVERNIGHT_SCORING,NQ,buy,1,2023-11-23T23:01:00.000Z,2023-11-23T23:01:00.000Z,0,16068.5,2023-11-24T07:00:00.000Z,16048,time_exit,-410,-415,5,-20.5,-0.13,28740000,,,,,,,,,,,,,,,,,,,,,,,,,,BULLISH,,,,,,15869.25,16269.25,2.25,24.25,22.75,"{""score"":7,""direction"":""bullish"",""ibs"":0.473,""lt_sentiment"":""BULLISH"",""gex_regime"":""positive"",""day_of_week"":""Thursday"",""rth_close"":16062.5,""consecutive_down"":2,""consecutive_up"":0,""last_hour_return"":0,""exit_time"":""2023-11-24T07:00:00.000Z"",""target_points"":200,""stop_points"":200}"
T000026,OVERNIGHT_SCORING,NQ,buy,1,2023-11-30T02:39:00.000Z,2023-11-30T02:39:00.000Z,0,16049.25,2023-11-30T07:00:00.000Z,16060,time_exit,215,210,5,10.75,0.07,15660000,,,,,,,,,,,,,,,,,,,,,,,,,,BULLISH,,,,,,15848.5,16248.5,19.25,3.75,8.5,"{""score"":9,""direction"":""bullish"",""ibs"":0.064,""lt_sentiment"":""BULLISH"",""gex_regime"":""positive"",""day_of_week"":""Wednesday"",""rth_close"":16026,""consecutive_down"":0,""consecutive_up"":2,""last_hour_return"":-38.5,""exit_time"":""2023-11-30T07:00:00.000Z"",""target_points"":200,""stop_points"":200}"
T000027,OVERNIGHT_SCORING,NQ,buy,1,2023-12-11T23:16:00.000Z,2023-12-11T23:16:00.000Z,0,16445,2023-12-12T07:00:00.000Z,16472.25,time_exit,545,540,5,27.25,0.17,27840000,,,,,,,,,,,,,,,,,,,,,,,,,,BULLISH,,,,,,16246,16646,40,0.75,12.75,"{""score"":7,""direction"":""bullish"",""ibs"":0.934,""lt_sentiment"":""BULLISH"",""gex_regime"":""positive"",""day_of_week"":""Monday"",""rth_close"":16447.75,""consecutive_down"":0,""consecutive_up"":2,""last_hour_return"":11,""exit_time"":""2023-12-12T07:00:00.000Z"",""target_points"":200,""stop_points"":200}"
T000028,OVERNIGHT_SCORING,NQ,buy,1,2023-12-13T23:01:00.000Z,2023-12-13T23:01:00.000Z,0,16787.75,2023-12-14T07:00:00.000Z,16875.25,time_exit,1750,1745,5,87.5,0.52,28740000,,,,,,,,,,,,,,,,,,,,,,,,,,BULLISH,,,,,,16581.5,16981.5,97.25,1,9.75,"{""score"":8,""direction"":""bullish"",""ibs"":0.883,""lt_sentiment"":""BULLISH"",""gex_regime"":""strong_positive"",""day_of_week"":""Wednesday"",""rth_close"":16779.5,""consecutive_down"":0,""consecutive_up"":4,""last_hour_return"":7,""exit_time"":""2023-12-14T07:00:00.000Z"",""target_points"":200,""stop_points"":200}"
T000029,OVERNIGHT_SCORING,NQ,buy,1,2023-12-14T23:39:00.000Z,2023-12-14T23:39:00.000Z,0,16757.5,2023-12-15T07:00:00.000Z,16774.5,time_exit,340,335,5,17,0.1,26460000,,,,,,,,,,,,,,,,,,,,,,,,,,BULLISH,,,,,,16555.75,16955.75,23.75,10.25,6.75,"{""score"":7,""direction"":""bullish"",""ibs"":0.512,""lt_sentiment"":""BULLISH"",""gex_regime"":""strong_positive"",""day_of_week"":""Thursday"",""rth_close"":16755.5,""consecutive_down"":0,""consecutive_up"":5,""last_hour_return"":18,""exit_time"":""2023-12-15T07:00:00.000Z"",""target_points"":200,""stop_points"":200}"
