TradeID,Strategy,Symbol,Side,Quantity,SignalTime,EntryTime,FillDelayMs,EntryPrice,ExitTime,ExitPrice,ExitReason,GrossPnL,NetPnL,Commission,PointsPnL,PercentPnL,Duration,SignalType,HTFBias,Trigger,Confidence,RiskReward,OB_High,OB_Low,OB_Time,OB_Type,CHoCH_Level,CHoCH_Time,MSS_Level,MSS_Time,SwingHigh,SwingHigh_Time,SwingLow,SwingLow_Time,FVG_Top,FVG_Bottom,FVG_Time,FibLevel,FibPrice,GEXLevel,GEXLevelType,LTLevelsBelow,LTSentiment,LTOrdering,LTSpacing,LTLdmpType,LTAvgSpacing,FilterReason,StopLoss,TakeProfit,MFEPoints,MAEPoints,ProfitGiveBack,StrategyMetadata
T000011,OVERNIGHT_SCORING,NQ,sell,1,2023-08-08T01:39:00.000Z,2023-08-08T01:39:00.000Z,0,17812.25,2023-08-08T06:00:00.000Z,17785.25,time_exit,540,535,5,27,0.15,15660000,,,,,,,,,,,,,,,,,,,,,,,,,,BEARISH,,,,,,18013.5,17613.5,30.5,10.5,3.5,"{""score"":7,""direction"":""bearish"",""ibs"":0.97,""lt_sentiment"":""BEARISH"",""gex_regime"":""negative"",""day_of_week"":""Monday"",""rth_close"":17859.75,""consecutive_down"":1,""consecutive_up"":0,""last_hour_return"":37,""exit_time"":""2023-08-08T06:00:00.000Z"",""target_points"":200,""stop_points"":200}"
T000012,OVERNIGHT_SCORING,NQ,buy,1,2023-08-09T23:24:00.000Z,2023-08-09T23:24:00.000Z,0,17583.5,2023-08-10T06:00:00.000Z,17611.25,time_exit,555,550,5,27.75,0.16,23760000,,,,,,,,,,,,,,,,,,,,,,,,,,BULLISH,,,,,,17381.25,17781.25,39,2.25,11.25,"{""score"":7,""direction"":""bullish"",""ibs"":0.152,""lt_sentiment"":""BULLISH"",""gex_regime"":""negative"",""day_of_week"":""Wednesday"",""rth_close"":17553.5,""consecutive_down"":1,""consecutive_up"":0,""last_hour_return"":-92.25,""exit_time"":""2023-08-10T06:00:00.000Z"",""target_points"":200,""stop_points"":200}"
T000013,OVERNIGHT_SCORING,NQ,sell,1,2023-09-20T22:01:00.000Z,2023-09-20T22:01:00.000Z,0,17322.5,2023-09-21T06:00:00.000Z,17265.75,time_exit,1135,1130,5,56.75,0.33,28740000,,,,,,,,,,,,,,,,,,,,,,,,,,BEARISH,,,,,,17522.25,17122.25,65.5,2,8.75,"{""score"":7,""direction"":""bearish"",""ibs"":0.017,""lt_sentiment"":""BEARISH"",""gex_regime"":""negative"",""day_of_week"":""Wednesday"",""rth_close"":17329.5,""consecutive_down"":0,""consecutive_up"":2,""last_hour_return"":-150.25,""exit_time"":""2023-09-21T06:00:00.000Z"",""target_points"":200,""stop_points"":200}"
T000014,OVERNIGHT_SCORING,NQ,sell,1,2023-09-25T23:54:00.000Z,2023-09-25T23:54:00.000Z,0,17114,2023-09-26T06:00:00.000Z,17041.75,time_exit,1445,1440,5,72.25,0.42,21960000,,,,,,,,,,,,,,,,,,,,,,,,,,BEARISH,,,,,,17315,16915,84.5,1.25,12.25,"{""score"":9,""direction"":""bearish"",""ibs"":0.984,""lt_sentiment"":""BEARISH"",""gex_regime"":""negative"",""day_of_week"":""Monday"",""rth_close"":17114,""consecutive_down"":3,""consecutive_up"":0,""last_hour_return"":62,""exit_time"":""2023-09-26T06:00:00.000Z"",""target_points"":200,""stop_points"":200}"
T000015,OVERNIGHT_SCORING,NQ,sell,1,2023-09-27T22:01:00.000Z,2023-09-27T22:01:00.000Z,0,16938.75,2023-09-28T06:00:00.000Z,16944.25,time_exit,-110,-115,5,-5.5,-0.03,28740000,,,,,,,,,,,,,,,,,,,,,,,,,,BEARISH,,,,,,17143,16743,48.75,32.5,54.25,"{""score"":7,""direction"":""bearish"",""ibs"":0.67,""lt_sentiment"":""BEARISH"",""gex_regime"":""negative"",""day_of_week"":""Wednesday"",""rth_close"":16921,""consecutive_down"":1,""consecutive_up"":0,""last_hour_return"":4.25,""exit_time"":""2023-09-28T06:00:00.000Z"",""target_points"":200,""stop_points"":200}"
T000016,OVERNIGHT_SCORING,NQ,sell,1,2023-10-03T22:01:00.000Z,2023-10-03T22:01:00.000Z,0,16891.75,2023-10-04T06:00:00.000Z,16823,time_exit,1375,1370,5,68.75,0.41,28740000,,,,,,,,,,,,,,,,,,,,,,,,,,BEARISH,,,,,,17093.25,16693.25,78.5,18.25,9.75,"{""score"":7,""direction"":""bearish"",""ibs"":0.21,""lt_sentiment"":""BEARISH"",""gex_regime"":""negative"",""day_of_week"":""Tuesday"",""rth_close"":16896.75,""consecutive_down"":0,""consecutive_up"":1,""last_hour_return"":21,""exit_time"":""2023-10-04T06:00:00.000Z"",""target_points"":200,""stop_points"":200}"
T000017,OVERNIGHT_SCORING,NQ,sell,1,2023-10-04T23:54:00.000Z,2023-10-04T23:54:00.000Z,0,17089.25,2023-10-05T06:00:00.000Z,17097.75,time_exit,-170,-175,5,-8.5,-0.05,21960000,,,,,,,,,,,,,,,,,,,,,,,,,,BEARISH,,,,,,17287.5,16887.5,23.75,33.5,32.25,"{""score"":7,""direction"":""bearish"",""ibs"":0.836,""lt_sentiment"":""BEARISH"",""gex_regime"":""negative"",""day_of_week"":""Wednesday"",""rth_close"":17097,""consecutive_down"":1,""consecutive_up"":0,""last_hour_return"":49,""exit_time"":""2023-10-05T06:00:00.000Z"",""target_points"":200,""stop_points"":200}"
T000018,OVERNIGHT_SCORING,NQ,sell,1,2023-10-18T22:46:00.000Z,2023-10-18T22:46:00.000Z,0,17222.75,2023-10-19T06:00:00.000Z,17169,time_exit,1075,1070,5,53.75,0.31,26040000,,,,,,,,,,,,,,,,,,,,,,,,,,BEARISH,,,,,,17423.75,17023.75,64.5,12.25,10.75,"{""score"":7,""direction"":""bearish"",""ibs"":0.181,""lt_sentiment"":""BEARISH"",""gex_regime"":""negative"",""day_of_week"":""Wednesday"",""rth_close"":17200.75,""consecutive_down"":0,""consecutive_up"":2,""last_hour_return"":-38.25,""exit_time"":""2023-10-19T06:00:00.000Z"",""target_points"":200,""stop_points"":200}"
T000019,OVERNIGHT_SCORING,NQ,buy,1,2023-10-23T22:01:00.000Z,2023-10-23T22:01:00.000Z,0,16921.25,2023-10-24T06:00:00.000Z,16962,time_exit,815,810,5,40.75,0.24,28740000,,,,,,,,,,,,,,,,,,,,,,,,,,BULLISH,,,,,,16722.25,17122.25,43.5,24,2.75,"{""score"":7,""direction"":""bullish"",""ibs"":0.566,""lt_sentiment"":""BULLISH"",""gex_regime"":""negative"",""day_of_week"":""Monday"",""rth_close"":16883.5,""consecutive_down"":3,""consecutive_up"":0,""last_hour_return"":-72.5,""exit_time"":""2023-10-24T06:00:00.000Z"",""target_points"":200,""stop_points"":200}"
T000020,OVERNIGHT_SCORING,NQ,sell,1,2023-10-25T22:01:00.000Z,2023-10-25T22:01:00.000Z,0,16592.25,2023-10-26T06:00:00.000Z,16488,time_exit,2085,2080,5,104.25,0.63,28740000,,,,,,,,,,,,,,,,,,,,,,,,,,BEARISH,,,,,,16803,16403,112.75,2.25,8.5,"{""score"":8,""direction"":""bearish"",""ibs"":0.084,""lt_sentiment"":""BEARISH"",""gex_regime"":""strong_negative"",""day_of_week"":""Wednesday"",""rth_close"":16653.5,""consecutive_down"":0,""consecutive_up"":2,""last_hour_return"":-0.75,""exit_time"":""2023-10-26T06:00:00.000Z"",""target_points"":200,""stop_points"":200}"
T000021,OVERNIGHT_SCORING,NQ,sell,1,2023-11-06T23:01:00.000Z,2023-11-06T23:01:00.000Z,0,17391.75,2023-11-07T07:00:00.000Z,17377.25,time_exit,290,285,5,14.5,0.08,28740000,,,,,,,,,,,,,,,,,,,,,,,,,,BEARISH,,,,,,17591,17191,21.5,8.5,7,"{""score"":7,""direction"":""bearish"",""ibs"":0.801,""lt_sentiment"":""BEARISH"",""gex_regime"":""neutral"",""day_of_week"":""Monday"",""rth_close"":17411,""consecutive_down"":0,""consecutive_up"":5,""last_hour_return"":26.75,""exit_time"":""2023-11-07T07:00:00.000Z"",""target_points"":200,""stop_points"":200}"
T000022,OVERNIGHT_SCORING,NQ,buy,1,2023-11-13T23:01:00.000Z,2023-11-13T23:01:00.000Z,0,17735,2023-11-14T07:00:00.000Z,17749,time_exit,280,275,5,14,0.08,28740000,,,,,,,,,,,,,,,,,,,,,,,,,,BULLISH,,,,,,17532.25,17932.25,20.25,5.75,6.25,"{""score"":7,""direction"":""bullish"",""ibs"":0.664,""lt_sentiment"":""BULLISH"",""gex_regime"":""positive"",""day_of_week"":""Monday"",""rth_close"":17725,""consecutive_down"":0,""consecutive_up"":1,""last_hour_return"":-22.75,""exit_time"":""2023-11-14T07:00:00.000Z"",""target_points"":200,""stop_points"":200}"
T000023,OVERNIGHT_SCORING,NQ,buy,1,2023-11-14T23:01:00.000Z,2023-11-14T23:01:00.000Z,0,18083,2023-11-15T07:00:00.000Z,18104.5,time_exit,430,425,5,21.5,0.12,28740000,,,,,,,,,,,,,,,,,,,,,,,,,,BULLISH,,,,,,17876.25,18276.25,34.25,10.75,12.75,"{""score"":7,""direction"":""bullish"",""ibs"":0.689,""lt_sentiment"":""BULLISH"",""gex_regime"":""positive"",""day_of_week"":""Tuesday"",""rth_close"":18056,""consecutive_down"":0,""consecutive_up"":2,""last_hour_return"":-10.75,""exit_time"":""2023-11-15T07:00:00.000Z"",""target_points"":200,""stop_points"":200}"
T000024,OVERNIGHT_SCORING,NQ,buy,1,2023-11-20T23:01:00.000Z,2023-11-20T23:01:00.000Z,0,18263.75,2023-11-21T07:00:00.000Z,18279.25,time_exit,310,305,5,15.5,0.08,28740000,,,,,,,,,,,,,,,,,,,,,,,,,,BULLISH,,,,,,18062,18462,36,1.5,20.5,"{""score"":7,""direction"":""bullish"",""ibs"":0.873,""lt_sentiment"":""BULLISH"",""gex_regime"":""positive"",""day_of_week"":""Monday"",""rth_close"":18265.75,""consecutive_down"":0,""consecutive_up"":2,""last_hour_return"":-6.25,""exit_time"":""2023-11-21T07:00:00.000Z"",""target_points"":200,""stop_points"":200}"
T000025,OVERNIGHT_SCORING,NQ,buy,1,2023-11-23T23:01:00.000Z,2023-11-23T23:01:00.000Z,0,18245.75,2023-11-24T07:00:00.000Z,18225.25,time_exit,-410,-415,5,-20.5,-0.11,28740000,,,,,,,,,,,,,,,,,,,,,,,,,,BULLISH,,,,,,18046.5,18446.5,2.25,24.25,22.75,"{""score"":7,""direction"":""bullish"",""ibs"":0.473,""lt_sentiment"":""BULLISH"",""gex_regime"":""positive"",""day_of_week"":""Thursday"",""rth_close"":18239.75,""consecutive_down"":2,""consecutive_up"":0,""last_hour_return"":0,""exit_time"":""2023-11-24T07:00:00.000Z"",""target_points"":200,""stop_points"":200}"
T000026,OVERNIGHT_SCORING,NQ,buy,1,2023-11-30T02:39:00.000Z,2023-11-30T02:39:00.000Z,0,18226.5,2023-11-30T07:00:00.000Z,18237.25,time_exit,215,210,5,10.75,0.06,15660000,,,,,,,,,,,,,,,,,,,,,,,,,,BULLISH,,,,,,18025.75,18425.75,19.25,3.75,8.5,"{""score"":9,""direction"":""bullish"",""ibs"":0.064,""lt_sentiment"":""BULLISH"",""gex_regime"":""positive"",""day_of_week"":""Wednesday"",""rth_close"":18203.25,""consecutive_down"":0,""consecutive_up"":2,""last_hour_return"":-38.5,""exit_time"":""2023-11-30T07:00:00.000Z"",""target_points"":200,""stop_points"":200}"
T000027,OVERNIGHT_SCORING,NQ,buy,1,2023-12-11T23:16:00.000Z,2023-12-11T23:16:00.000Z,0,18412.5,2023-12-12T07:00:00.000Z,18439.75,time_exit,545,540,5,27.25,0.15,27840000,,,,,,,,,,,,,,,,,,,,,,,,,,BULLISH,,,,,,18213.5,18613.5,40,0.75,12.75,"{""score"":7,""direction"":""bullish"",""ibs"":0.934,""lt_sentiment"":""BULLISH"",""gex_regime"":""positive"",""day_of_week"":""Monday"",""rth_close"":18415.25,""consecutive_down"":0,""consecutive_up"":2,""last_hour_return"":11,""exit_time"":""2023-12-12T07:00:00.000Z"",""target_points"":200,""stop_points"":200}"
