ts_event,type,price,confirmed_at,symbol
2024-10-01T00:15:00.000Z,low,20222,2024-10-01T00:24:00.000Z,NQZ4
2024-10-01T00:43:00.000Z,low,20248.5,2024-10-01T00:52:00.000Z,NQZ4
2024-10-01T00:48:00.000Z,high,20278.25,2024-10-01T00:57:00.000Z,NQZ4
2024-10-01T01:13:00.000Z,high,20283.25,2024-10-01T01:22:00.000Z,NQZ4
2024-10-01T01:19:00.000Z,low,20269.75,2024-10-01T01:28:00.000Z,NQZ4
2024-10-01T01:59:00.000Z,high,20331.75,2024-10-01T02:08:00.000Z,NQZ4
2024-10-01T02:21:00.000Z,low,20303.25,2024-10-01T02:30:00.000Z,NQZ4
2024-10-01T02:40:00.000Z,high,20311.25,2024-10-01T02:49:00.000Z,NQZ4
2024-10-01T03:06:00.000Z,low,20282,2024-10-01T03:15:00.000Z,NQZ4
2024-10-01T03:16:00.000Z,high,20292,2024-10-01T03:25:00.000Z,NQZ4
2024-10-01T03:48:00.000Z,high,20292.75,2024-10-01T03:57:00.000Z,NQZ4
2024-10-01T04:16:00.000Z,low,20260.25,2024-10-01T04:25:00.000Z,NQZ4
2024-10-01T04:29:00.000Z,high,20275.75,2024-10-01T04:38:00.000Z,NQZ4
2024-10-01T04:34:00.000Z,low,20252.75,2024-10-01T04:43:00.000Z,NQZ4
2024-10-01T05:06:00.000Z,low,20244.25,2024-10-01T05:15:00.000Z,NQZ4
2024-10-01T05:14:00.000Z,high,20264.5,2024-10-01T05:23:00.000Z,NQZ4
2024-10-01T05:34:00.000Z,high,20267,2024-10-01T05:43:00.000Z,NQZ4
2024-10-01T05:40:00.000Z,low,20233,2024-10-01T05:49:00.000Z,NQZ4
2024-10-01T05:53:00.000Z,high,20269.25,2024-10-01T06:02:00.000Z,NQZ4
2024-10-01T06:03:00.000Z,low,20243.5,2024-10-01T06:12:00.000Z,NQZ4
2024-10-01T06:18:00.000Z,high,20264.75,2024-10-01T06:27:00.000Z,NQZ4
2024-10-01T06:28:00.000Z,low,20254,2024-10-01T06:37:00.000Z,NQZ4
2024-10-01T07:05:00.000Z,high,20277.25,2024-10-01T07:14:00.000Z,NQZ4
2024-10-01T07:15:00.000Z,low,20215,2024-10-01T07:24:00.000Z,NQZ4
2024-10-01T08:00:00.000Z,high,20291.75,2024-10-01T08:09:00.000Z,NQZ4
2024-10-01T08:16:00.000Z,low,20251,2024-10-01T08:25:00.000Z,NQZ4
2024-10-01T08:22:00.000Z,high,20268.75,2024-10-01T08:31:00.000Z,NQZ4
2024-10-01T08:37:00.000Z,high,20284,2024-10-01T08:46:00.000Z,NQZ4
2024-10-01T08:42:00.000Z,low,20264,2024-10-01T08:51:00.000Z,NQZ4
2024-10-01T08:52:00.000Z,low,20257.25,2024-10-01T09:01:00.000Z,NQZ4
2024-10-01T09:21:00.000Z,low,20255.75,2024-10-01T09:30:00.000Z,NQZ4
2024-10-01T09:51:00.000Z,high,20283,2024-10-01T10:00:00.000Z,NQZ4
2024-10-01T10:04:00.000Z,low,20271.25,2024-10-01T10:13:00.000Z,NQZ4
2024-10-01T10:51:00.000Z,low,20296,2024-10-01T11:00:00.000Z,NQZ4
2024-10-01T11:05:00.000Z,high,20324.75,2024-10-01T11:14:00.000Z,NQZ4
2024-10-01T11:40:00.000Z,low,20256.75,2024-10-01T11:49:00.000Z,NQZ4
2024-10-01T12:03:00.000Z,high,20285.25,2024-10-01T12:12:00.000Z,NQZ4
2024-10-01T12:18:00.000Z,low,20262,2024-10-01T12:27:00.000Z,NQZ4
2024-10-01T12:26:00.000Z,high,20286.5,2024-10-01T12:35:00.000Z,NQZ4
2024-10-01T12:34:00.000Z,low,20253,2024-10-01T12:43:00.000Z,NQZ4
2024-10-01T12:42:00.000Z,high,20272,2024-10-01T12:51:00.000Z,NQZ4
2024-10-01T13:03:00.000Z,high,20280,2024-10-01T13:12:00.000Z,NQZ4
2024-10-01T13:21:00.000Z,low,20240.5,2024-10-01T13:30:00.000Z,NQZ4
2024-10-01T13:30:00.000Z,high,20266,2024-10-01T13:39:00.000Z,NQZ4
2024-10-01T13:55:00.000Z,low,19978.5,2024-10-01T14:04:00.000Z,NQZ4
2024-10-01T14:00:00.000Z,high,20078.25,2024-10-01T14:09:00.000Z,NQZ4
2024-10-01T14:18:00.000Z,low,19910.25,2024-10-01T14:27:00.000Z,NQZ4
2024-10-01T14:23:00.000Z,high,19985.5,2024-10-01T14:32:00.000Z,NQZ4
2024-10-01T14:32:00.000Z,low,19866.25,2024-10-01T14:41:00.000Z,NQZ4
2024-10-01T14:43:00.000Z,high,19965,2024-10-01T14:52:00.000Z,NQZ4
2024-10-01T15:17:00.000Z,low,19818,2024-10-01T15:26:00.000Z,NQZ4
2024-10-01T15:42:00.000Z,high,19976.5,2024-10-01T15:51:00.000Z,NQZ4
2024-10-01T16:00:00.000Z,low,19910.25,2024-10-01T16:09:00.000Z,NQZ4
2024-10-01T16:12:00.000Z,high,19996,2024-10-01T16:21:00.000Z,NQZ4
2024-10-01T16:14:00.000Z,low,19942,2024-10-01T16:23:00.000Z,NQZ4
2024-10-01T16:33:00.000Z,low,19888,2024-10-01T16:42:00.000Z,NQZ4
2024-10-01T16:47:00.000Z,low,19855,2024-10-01T16:56:00.000Z,NQZ4
2024-10-01T16:58:00.000Z,high,19956,2024-10-01T17:07:00.000Z,NQZ4
2024-10-01T17:19:00.000Z,low,19846.25,2024-10-01T17:28:00.000Z,NQZ4
2024-10-01T17:30:00.000Z,low,19844.5,2024-10-01T17:39:00.000Z,NQZ4
2024-10-01T18:24:00.000Z,low,20031,2024-10-01T18:33:00.000Z,NQZ4
2024-10-01T18:32:00.000Z,high,20081.25,2024-10-01T18:41:00.000Z,NQZ4
2024-10-01T18:38:00.000Z,low,20031.5,2024-10-01T18:47:00.000Z,NQZ4
2024-10-01T18:54:00.000Z,low,20026,2024-10-01T19:03:00.000Z,NQZ4
2024-10-01T18:57:00.000Z,high,20065.25,2024-10-01T19:06:00.000Z,NQZ4
2024-10-01T19:08:00.000Z,high,20064.25,2024-10-01T19:17:00.000Z,NQZ4
2024-10-01T19:16:00.000Z,low,20017.75,2024-10-01T19:25:00.000Z,NQZ4
2024-10-01T19:22:00.000Z,high,20054.25,2024-10-01T19:31:00.000Z,NQZ4
2024-10-01T19:38:00.000Z,low,19969.25,2024-10-01T19:47:00.000Z,NQZ4
2024-10-01T19:43:00.000Z,high,20008.75,2024-10-01T19:52:00.000Z,NQZ4
2024-10-01T19:54:00.000Z,low,19953.25,2024-10-01T20:03:00.000Z,NQZ4
2024-10-01T20:02:00.000Z,high,20016.75,2024-10-01T20:11:00.000Z,NQZ4
2024-10-01T20:25:00.000Z,low,19965.5,2024-10-01T20:34:00.000Z,NQZ4
2024-10-01T20:32:00.000Z,high,19975.5,2024-10-01T20:41:00.000Z,NQZ4
2024-10-01T20:51:00.000Z,low,19954,2024-10-01T22:00:00.000Z,NQZ4
2024-10-01T22:00:00.000Z,high,19986,2024-10-01T22:09:00.000Z,NQZ4
2024-10-01T22:12:00.000Z,low,19909.75,2024-10-01T22:21:00.000Z,NQZ4
2024-10-01T22:30:00.000Z,low,19916.25,2024-10-01T22:39:00.000Z,NQZ4
2024-10-01T22:39:00.000Z,high,19946,2024-10-01T22:48:00.000Z,NQZ4
2024-10-01T22:44:00.000Z,low,19905.75,2024-10-01T22:53:00.000Z,NQZ4
2024-10-01T22:58:00.000Z,high,19929,2024-10-01T23:07:00.000Z,NQZ4
2024-10-01T23:16:00.000Z,high,19940.25,2024-10-01T23:25:00.000Z,NQZ4
2024-10-01T23:27:00.000Z,low,19891.25,2024-10-01T23:36:00.000Z,NQZ4
2024-10-01T23:48:00.000Z,high,19948,2024-10-01T23:57:00.000Z,NQZ4
2024-10-02T00:14:00.000Z,high,19963,2024-10-02T00:23:00.000Z,NQZ4
2024-10-02T00:28:00.000Z,low,19924,2024-10-02T00:37:00.000Z,NQZ4
2024-10-02T00:42:00.000Z,high,19966.75,2024-10-02T00:51:00.000Z,NQZ4
2024-10-02T00:54:00.000Z,low,19935.75,2024-10-02T01:03:00.000Z,NQZ4
2024-10-02T01:05:00.000Z,high,19959,2024-10-02T01:14:00.000Z,NQZ4
2024-10-02T01:13:00.000Z,low,19945.5,2024-10-02T01:22:00.000Z,NQZ4
2024-10-02T01:34:00.000Z,high,19990.25,2024-10-02T01:43:00.000Z,NQZ4
2024-10-02T01:42:00.000Z,low,19969.5,2024-10-02T01:51:00.000Z,NQZ4
2024-10-02T02:09:00.000Z,high,19996,2024-10-02T02:18:00.000Z,NQZ4
2024-10-02T02:40:00.000Z,low,19956.5,2024-10-02T02:49:00.000Z,NQZ4
2024-10-02T02:50:00.000Z,high,19981.25,2024-10-02T02:59:00.000Z,NQZ4
2024-10-02T03:12:00.000Z,low,19942.25,2024-10-02T03:21:00.000Z,NQZ4
2024-10-02T03:25:00.000Z,low,19943.5,2024-10-02T03:34:00.000Z,NQZ4
2024-10-02T03:39:00.000Z,high,19989,2024-10-02T03:48:00.000Z,NQZ4
2024-10-02T03:50:00.000Z,low,19972.25,2024-10-02T03:59:00.000Z,NQZ4
2024-10-02T03:55:00.000Z,high,19990.75,2024-10-02T04:04:00.000Z,NQZ4
2024-10-02T04:21:00.000Z,high,19983.5,2024-10-02T04:30:00.000Z,NQZ4
2024-10-02T04:36:00.000Z,low,19924,2024-10-02T04:45:00.000Z,NQZ4
2024-10-02T04:51:00.000Z,high,19948,2024-10-02T05:00:00.000Z,NQZ4
2024-10-02T04:56:00.000Z,low,19910.25,2024-10-02T05:05:00.000Z,NQZ4
2024-10-02T05:08:00.000Z,high,19946.75,2024-10-02T05:17:00.000Z,NQZ4
2024-10-02T05:28:00.000Z,low,19892.75,2024-10-02T05:37:00.000Z,NQZ4
2024-10-02T05:38:00.000Z,low,19892,2024-10-02T05:47:00.000Z,NQZ4
2024-10-02T05:46:00.000Z,high,19919,2024-10-02T05:55:00.000Z,NQZ4
2024-10-02T05:54:00.000Z,low,19880.25,2024-10-02T06:03:00.000Z,NQZ4
2024-10-02T06:00:00.000Z,high,19927.5,2024-10-02T06:09:00.000Z,NQZ4
2024-10-02T06:10:00.000Z,low,19891,2024-10-02T06:19:00.000Z,NQZ4
2024-10-02T06:24:00.000Z,low,19896.25,2024-10-02T06:33:00.000Z,NQZ4
2024-10-02T06:39:00.000Z,high,19940,2024-10-02T06:48:00.000Z,NQZ4
2024-10-02T06:47:00.000Z,low,19894,2024-10-02T06:56:00.000Z,NQZ4
2024-10-02T07:01:00.000Z,high,19952.5,2024-10-02T07:10:00.000Z,NQZ4
2024-10-02T07:12:00.000Z,low,19899,2024-10-02T07:21:00.000Z,NQZ4
2024-10-02T07:24:00.000Z,low,19906.5,2024-10-02T07:33:00.000Z,NQZ4
2024-10-02T07:31:00.000Z,high,19959.5,2024-10-02T07:40:00.000Z,NQZ4
2024-10-02T07:46:00.000Z,high,19971.5,2024-10-02T07:55:00.000Z,NQZ4
2024-10-02T07:58:00.000Z,high,19966.5,2024-10-02T08:07:00.000Z,NQZ4
2024-10-02T08:02:00.000Z,low,19932.25,2024-10-02T08:11:00.000Z,NQZ4
2024-10-02T08:11:00.000Z,high,19965.75,2024-10-02T08:20:00.000Z,NQZ4
2024-10-02T08:19:00.000Z,low,19944,2024-10-02T08:28:00.000Z,NQZ4
2024-10-02T08:39:00.000Z,high,19971,2024-10-02T08:48:00.000Z,NQZ4
2024-10-02T08:50:00.000Z,low,19938.5,2024-10-02T08:59:00.000Z,NQZ4
2024-10-02T08:55:00.000Z,high,19961,2024-10-02T09:04:00.000Z,NQZ4
2024-10-02T09:10:00.000Z,low,19909.5,2024-10-02T09:19:00.000Z,NQZ4
2024-10-02T09:26:00.000Z,low,19906.5,2024-10-02T09:35:00.000Z,NQZ4
2024-10-02T09:51:00.000Z,low,19893,2024-10-02T10:00:00.000Z,NQZ4
2024-10-02T10:12:00.000Z,low,19878.75,2024-10-02T10:21:00.000Z,NQZ4
2024-10-02T10:35:00.000Z,high,19959.25,2024-10-02T10:44:00.000Z,NQZ4
2024-10-02T10:43:00.000Z,low,19939,2024-10-02T10:52:00.000Z,NQZ4
2024-10-02T10:53:00.000Z,high,19972,2024-10-02T11:02:00.000Z,NQZ4
2024-10-02T11:09:00.000Z,low,19924.25,2024-10-02T11:18:00.000Z,NQZ4
2024-10-02T11:21:00.000Z,low,19928.75,2024-10-02T11:30:00.000Z,NQZ4
2024-10-02T11:34:00.000Z,low,19947.75,2024-10-02T11:43:00.000Z,NQZ4
2024-10-02T11:39:00.000Z,high,19975.75,2024-10-02T11:48:00.000Z,NQZ4
2024-10-02T12:21:00.000Z,high,19974.75,2024-10-02T12:30:00.000Z,NQZ4
2024-10-02T12:29:00.000Z,low,19928.25,2024-10-02T12:38:00.000Z,NQZ4
2024-10-02T12:42:00.000Z,high,20010.75,2024-10-02T12:51:00.000Z,NQZ4
2024-10-02T13:32:00.000Z,high,19966.75,2024-10-02T13:41:00.000Z,NQZ4
2024-10-02T13:45:00.000Z,low,19833.5,2024-10-02T13:54:00.000Z,NQZ4
2024-10-02T14:03:00.000Z,high,19975.25,2024-10-02T14:12:00.000Z,NQZ4
2024-10-02T14:20:00.000Z,high,20014.75,2024-10-02T14:29:00.000Z,NQZ4
2024-10-02T14:50:00.000Z,high,20056.75,2024-10-02T14:59:00.000Z,NQZ4
2024-10-02T14:55:00.000Z,low,19979.75,2024-10-02T15:04:00.000Z,NQZ4
2024-10-02T15:19:00.000Z,high,20090.25,2024-10-02T15:28:00.000Z,NQZ4
2024-10-02T15:27:00.000Z,low,20036.75,2024-10-02T15:36:00.000Z,NQZ4
2024-10-02T15:35:00.000Z,high,20073,2024-10-02T15:44:00.000Z,NQZ4
2024-10-02T15:42:00.000Z,low,20047.75,2024-10-02T15:51:00.000Z,NQZ4
2024-10-02T15:50:00.000Z,high,20071.5,2024-10-02T15:59:00.000Z,NQZ4
2024-10-02T15:56:00.000Z,low,20031,2024-10-02T16:05:00.000Z,NQZ4
2024-10-02T16:13:00.000Z,high,20084.75,2024-10-02T16:22:00.000Z,NQZ4
2024-10-02T16:20:00.000Z,low,20035.5,2024-10-02T16:29:00.000Z,NQZ4
2024-10-02T16:25:00.000Z,high,20083.75,2024-10-02T16:34:00.000Z,NQZ4
2024-10-02T17:00:00.000Z,low,19974.75,2024-10-02T17:09:00.000Z,NQZ4
2024-10-02T17:11:00.000Z,low,19973,2024-10-02T17:20:00.000Z,NQZ4
2024-10-02T17:28:00.000Z,high,20021.75,2024-10-02T17:37:00.000Z,NQZ4
2024-10-02T17:35:00.000Z,low,19968.5,2024-10-02T17:44:00.000Z,NQZ4
2024-10-02T18:00:00.000Z,high,20058.25,2024-10-02T18:09:00.000Z,NQZ4
2024-10-02T18:28:00.000Z,low,19985.75,2024-10-02T18:37:00.000Z,NQZ4
2024-10-02T18:50:00.000Z,high,20035,2024-10-02T18:59:00.000Z,NQZ4
2024-10-02T18:53:00.000Z,low,20014.75,2024-10-02T19:02:00.000Z,NQZ4
2024-10-02T19:10:00.000Z,high,20040.5,2024-10-02T19:19:00.000Z,NQZ4
2024-10-02T19:40:00.000Z,low,20021.5,2024-10-02T19:49:00.000Z,NQZ4
2024-10-02T19:46:00.000Z,high,20058,2024-10-02T19:55:00.000Z,NQZ4
2024-10-02T20:00:00.000Z,low,20004,2024-10-02T20:09:00.000Z,NQZ4
2024-10-02T20:42:00.000Z,high,20072.5,2024-10-02T20:51:00.000Z,NQZ4
2024-10-02T22:02:00.000Z,low,20042.5,2024-10-02T22:11:00.000Z,NQZ4
2024-10-02T22:21:00.000Z,low,20048,2024-10-02T22:30:00.000Z,NQZ4
2024-10-02T22:28:00.000Z,high,20057.5,2024-10-02T22:37:00.000Z,NQZ4
2024-10-02T22:43:00.000Z,low,20044.25,2024-10-02T22:52:00.000Z,NQZ4
2024-10-02T22:50:00.000Z,high,20050,2024-10-02T22:59:00.000Z,NQZ4
2024-10-02T23:03:00.000Z,low,20032.5,2024-10-02T23:12:00.000Z,NQZ4
2024-10-02T23:12:00.000Z,high,20052.5,2024-10-02T23:21:00.000Z,NQZ4
2024-10-02T23:23:00.000Z,low,20029.75,2024-10-02T23:32:00.000Z,NQZ4
2024-10-02T23:46:00.000Z,high,20056.25,2024-10-02T23:55:00.000Z,NQZ4
2024-10-02T23:59:00.000Z,high,20056.75,2024-10-03T00:08:00.000Z,NQZ4
2024-10-03T00:05:00.000Z,low,20006.75,2024-10-03T00:14:00.000Z,NQZ4
2024-10-03T00:17:00.000Z,low,19983.5,2024-10-03T00:26:00.000Z,NQZ4
2024-10-03T00:30:00.000Z,low,19992,2024-10-03T00:39:00.000Z,NQZ4
2024-10-03T00:34:00.000Z,high,20013,2024-10-03T00:43:00.000Z,NQZ4
2024-10-03T00:45:00.000Z,low,19986.75,2024-10-03T00:54:00.000Z,NQZ4
2024-10-03T00:55:00.000Z,low,19986,2024-10-03T01:04:00.000Z,NQZ4
2024-10-03T01:05:00.000Z,high,20015,2024-10-03T01:14:00.000Z,NQZ4
2024-10-03T01:09:00.000Z,low,19972,2024-10-03T01:18:00.000Z,NQZ4
2024-10-03T01:45:00.000Z,low,19950,2024-10-03T01:54:00.000Z,NQZ4
2024-10-03T01:56:00.000Z,high,19978.75,2024-10-03T02:05:00.000Z,NQZ4
2024-10-03T02:30:00.000Z,high,19984.75,2024-10-03T02:39:00.000Z,NQZ4
2024-10-03T02:48:00.000Z,high,19987.75,2024-10-03T02:57:00.000Z,NQZ4
2024-10-03T03:05:00.000Z,low,19955.75,2024-10-03T03:14:00.000Z,NQZ4
2024-10-03T03:15:00.000Z,high,19981.25,2024-10-03T03:24:00.000Z,NQZ4
2024-10-03T03:36:00.000Z,low,19935,2024-10-03T03:45:00.000Z,NQZ4
2024-10-03T03:50:00.000Z,low,19936.25,2024-10-03T03:59:00.000Z,NQZ4
2024-10-03T04:11:00.000Z,high,19958,2024-10-03T04:20:00.000Z,NQZ4
2024-10-03T04:18:00.000Z,low,19947,2024-10-03T04:27:00.000Z,NQZ4
2024-10-03T04:30:00.000Z,high,19957.25,2024-10-03T04:39:00.000Z,NQZ4
2024-10-03T04:53:00.000Z,low,19939.25,2024-10-03T05:02:00.000Z,NQZ4
2024-10-03T05:16:00.000Z,high,19958.5,2024-10-03T05:25:00.000Z,NQZ4
2024-10-03T05:26:00.000Z,low,19947.25,2024-10-03T05:35:00.000Z,NQZ4
2024-10-03T05:41:00.000Z,high,19966.5,2024-10-03T05:50:00.000Z,NQZ4
2024-10-03T05:47:00.000Z,low,19930.75,2024-10-03T05:56:00.000Z,NQZ4
2024-10-03T06:00:00.000Z,low,19934.75,2024-10-03T06:09:00.000Z,NQZ4
2024-10-03T06:10:00.000Z,high,19961,2024-10-03T06:19:00.000Z,NQZ4
2024-10-03T06:38:00.000Z,low,19924.25,2024-10-03T06:47:00.000Z,NQZ4
2024-10-03T06:53:00.000Z,high,19972.5,2024-10-03T07:02:00.000Z,NQZ4
2024-10-03T07:30:00.000Z,low,19855,2024-10-03T07:39:00.000Z,NQZ4
2024-10-03T07:43:00.000Z,high,19886.25,2024-10-03T07:52:00.000Z,NQZ4
2024-10-03T07:45:00.000Z,low,19852,2024-10-03T07:54:00.000Z,NQZ4
2024-10-03T08:04:00.000Z,high,19916.25,2024-10-03T08:13:00.000Z,NQZ4
2024-10-03T08:12:00.000Z,low,19886.5,2024-10-03T08:21:00.000Z,NQZ4
2024-10-03T08:28:00.000Z,high,19919.25,2024-10-03T08:37:00.000Z,NQZ4
2024-10-03T08:37:00.000Z,low,19892.75,2024-10-03T08:46:00.000Z,NQZ4
2024-10-03T08:46:00.000Z,high,19929.5,2024-10-03T08:55:00.000Z,NQZ4
2024-10-03T09:04:00.000Z,low,19896.75,2024-10-03T09:13:00.000Z,NQZ4
2024-10-03T09:25:00.000Z,high,19924.25,2024-10-03T09:34:00.000Z,NQZ4
2024-10-03T09:36:00.000Z,high,19927,2024-10-03T09:45:00.000Z,NQZ4
2024-10-03T09:54:00.000Z,low,19902.5,2024-10-03T10:03:00.000Z,NQZ4
2024-10-03T10:17:00.000Z,low,19904,2024-10-03T10:26:00.000Z,NQZ4
2024-10-03T10:42:00.000Z,low,19915.5,2024-10-03T10:51:00.000Z,NQZ4
2024-10-03T11:21:00.000Z,low,19929.5,2024-10-03T11:30:00.000Z,NQZ4
2024-10-03T11:46:00.000Z,high,19971,2024-10-03T11:55:00.000Z,NQZ4
2024-10-03T12:01:00.000Z,high,19982.75,2024-10-03T12:10:00.000Z,NQZ4
2024-10-03T12:08:00.000Z,low,19957,2024-10-03T12:17:00.000Z,NQZ4
2024-10-03T12:20:00.000Z,high,19982.75,2024-10-03T12:29:00.000Z,NQZ4
2024-10-03T12:33:00.000Z,high,19995,2024-10-03T12:42:00.000Z,NQZ4
2024-10-03T12:40:00.000Z,low,19933.5,2024-10-03T12:49:00.000Z,NQZ4
2024-10-03T12:46:00.000Z,high,19966.5,2024-10-03T12:55:00.000Z,NQZ4
2024-10-03T13:00:00.000Z,low,19907.75,2024-10-03T13:09:00.000Z,NQZ4
2024-10-03T13:08:00.000Z,high,19935.25,2024-10-03T13:17:00.000Z,NQZ4
2024-10-03T13:31:00.000Z,low,19894.75,2024-10-03T13:40:00.000Z,NQZ4
2024-10-03T13:42:00.000Z,high,20006.5,2024-10-03T13:51:00.000Z,NQZ4
2024-10-03T14:07:00.000Z,high,20113.75,2024-10-03T14:16:00.000Z,NQZ4
2024-10-03T14:30:00.000Z,low,19932,2024-10-03T14:39:00.000Z,NQZ4
2024-10-03T14:33:00.000Z,high,20028.25,2024-10-03T14:42:00.000Z,NQZ4
2024-10-03T14:42:00.000Z,low,19912.5,2024-10-03T14:51:00.000Z,NQZ4
2024-10-03T14:53:00.000Z,high,20031.75,2024-10-03T15:02:00.000Z,NQZ4
2024-10-03T15:04:00.000Z,low,19926.5,2024-10-03T15:13:00.000Z,NQZ4
2024-10-03T15:41:00.000Z,high,20051.75,2024-10-03T15:50:00.000Z,NQZ4
2024-10-03T15:52:00.000Z,high,20059.5,2024-10-03T16:01:00.000Z,NQZ4
2024-10-03T16:07:00.000Z,low,20019,2024-10-03T16:16:00.000Z,NQZ4
2024-10-03T16:11:00.000Z,high,20046,2024-10-03T16:20:00.000Z,NQZ4
2024-10-03T16:18:00.000Z,low,20021.25,2024-10-03T16:27:00.000Z,NQZ4
2024-10-03T17:01:00.000Z,low,19879,2024-10-03T17:10:00.000Z,NQZ4
2024-10-03T17:26:00.000Z,high,19988.75,2024-10-03T17:35:00.000Z,NQZ4
2024-10-03T17:42:00.000Z,low,19919.25,2024-10-03T17:51:00.000Z,NQZ4
2024-10-03T18:03:00.000Z,low,19948,2024-10-03T18:12:00.000Z,NQZ4
2024-10-03T18:06:00.000Z,high,19975.75,2024-10-03T18:15:00.000Z,NQZ4
2024-10-03T18:20:00.000Z,high,19969,2024-10-03T18:29:00.000Z,NQZ4
2024-10-03T18:22:00.000Z,low,19924.75,2024-10-03T18:31:00.000Z,NQZ4
2024-10-03T18:51:00.000Z,high,19966.25,2024-10-03T19:00:00.000Z,NQZ4
2024-10-03T19:10:00.000Z,low,19913.75,2024-10-03T19:19:00.000Z,NQZ4
2024-10-03T19:23:00.000Z,high,19947,2024-10-03T19:32:00.000Z,NQZ4
2024-10-03T19:28:00.000Z,low,19916,2024-10-03T19:37:00.000Z,NQZ4
2024-10-03T19:45:00.000Z,low,19931.75,2024-10-03T19:54:00.000Z,NQZ4
2024-10-03T20:06:00.000Z,high,20017.5,2024-10-03T20:15:00.000Z,NQZ4
2024-10-03T20:09:00.000Z,low,19984,2024-10-03T20:18:00.000Z,NQZ4
2024-10-03T20:44:00.000Z,low,19964.5,2024-10-03T20:53:00.000Z,NQZ4
2024-10-03T22:06:00.000Z,low,19942.75,2024-10-03T22:15:00.000Z,NQZ4
2024-10-03T22:12:00.000Z,high,19956,2024-10-03T22:21:00.000Z,NQZ4
2024-10-03T22:55:00.000Z,high,19995.75,2024-10-03T23:04:00.000Z,NQZ4
2024-10-03T23:06:00.000Z,high,19990.75,2024-10-03T23:15:00.000Z,NQZ4
2024-10-03T23:10:00.000Z,low,19976,2024-10-03T23:19:00.000Z,NQZ4
2024-10-03T23:30:00.000Z,high,19987.75,2024-10-03T23:39:00.000Z,NQZ4
2024-10-03T23:48:00.000Z,high,19988.25,2024-10-03T23:57:00.000Z,NQZ4
2024-10-04T00:11:00.000Z,high,19982.75,2024-10-04T00:20:00.000Z,NQZ4
2024-10-04T00:17:00.000Z,low,19956,2024-10-04T00:26:00.000Z,NQZ4
2024-10-04T00:28:00.000Z,high,19973,2024-10-04T00:37:00.000Z,NQZ4
2024-10-04T00:37:00.000Z,low,19948.25,2024-10-04T00:46:00.000Z,NQZ4
2024-10-04T00:39:00.000Z,high,19969.5,2024-10-04T00:48:00.000Z,NQZ4
2024-10-04T01:00:00.000Z,high,19987.75,2024-10-04T01:09:00.000Z,NQZ4
2024-10-04T01:07:00.000Z,low,19971,2024-10-04T01:16:00.000Z,NQZ4
2024-10-04T01:25:00.000Z,high,20006.75,2024-10-04T01:34:00.000Z,NQZ4
2024-10-04T01:34:00.000Z,low,19988,2024-10-04T01:43:00.000Z,NQZ4
2024-10-04T01:50:00.000Z,high,20051.25,2024-10-04T01:59:00.000Z,NQZ4
2024-10-04T02:09:00.000Z,low,20035.5,2024-10-04T02:18:00.000Z,NQZ4
2024-10-04T02:38:00.000Z,high,20069.5,2024-10-04T02:47:00.000Z,NQZ4
2024-10-04T02:54:00.000Z,low,20029.75,2024-10-04T03:03:00.000Z,NQZ4
2024-10-04T03:08:00.000Z,low,20020.75,2024-10-04T03:17:00.000Z,NQZ4
2024-10-04T03:12:00.000Z,high,20044.25,2024-10-04T03:21:00.000Z,NQZ4
2024-10-04T03:19:00.000Z,low,20021.5,2024-10-04T03:28:00.000Z,NQZ4
2024-10-04T03:48:00.000Z,low,20004,2024-10-04T03:57:00.000Z,NQZ4
2024-10-04T03:51:00.000Z,high,20020.5,2024-10-04T04:00:00.000Z,NQZ4
2024-10-04T04:05:00.000Z,high,20022.75,2024-10-04T04:14:00.000Z,NQZ4
2024-10-04T04:22:00.000Z,low,20011.5,2024-10-04T04:31:00.000Z,NQZ4
2024-10-04T04:28:00.000Z,high,20035,2024-10-04T04:37:00.000Z,NQZ4
2024-10-04T04:49:00.000Z,low,19992.75,2024-10-04T04:58:00.000Z,NQZ4
2024-10-04T05:40:00.000Z,low,20008,2024-10-04T05:49:00.000Z,NQZ4
2024-10-04T05:44:00.000Z,high,20027,2024-10-04T05:53:00.000Z,NQZ4
2024-10-04T05:51:00.000Z,low,20005.75,2024-10-04T06:00:00.000Z,NQZ4
2024-10-04T06:13:00.000Z,low,20001.75,2024-10-04T06:22:00.000Z,NQZ4
2024-10-04T06:16:00.000Z,high,20018.5,2024-10-04T06:25:00.000Z,NQZ4
2024-10-04T06:27:00.000Z,high,20019.25,2024-10-04T06:36:00.000Z,NQZ4
2024-10-04T06:31:00.000Z,low,20002.75,2024-10-04T06:40:00.000Z,NQZ4
2024-10-04T07:01:00.000Z,low,19971.75,2024-10-04T07:10:00.000Z,NQZ4
2024-10-04T07:47:00.000Z,low,20008.25,2024-10-04T07:56:00.000Z,NQZ4
2024-10-04T08:00:00.000Z,high,20042.5,2024-10-04T08:09:00.000Z,NQZ4
2024-10-04T08:13:00.000Z,low,19999.25,2024-10-04T08:22:00.000Z,NQZ4
2024-10-04T08:23:00.000Z,high,20028.25,2024-10-04T08:32:00.000Z,NQZ4
2024-10-04T08:33:00.000Z,low,20010.5,2024-10-04T08:42:00.000Z,NQZ4
2024-10-04T08:44:00.000Z,high,20034.25,2024-10-04T08:53:00.000Z,NQZ4
