trade_date,rth_open,on_high,on_low,pd_high,pd_low,pd_close,roll,symbol
2023-02-24,11993.75,12214.5,11973.5,12259.75,12028.5,12206.25,0,NQH3
2023-02-27,12131.0,12153.0,11990.0,12043.0,11923.0,11998.0,0,NQH3
2023-02-28,12055.75,12146.25,12029.5,12189.5,12058.5,12084.0,0,NQH3
2023-03-01,12052.0,12141.75,11989.25,12172.75,12041.5,12064.5,0,NQH3
2023-03-02,11857.5,11991.75,11832.5,12079.5,11924.75,11965.25,0,NQH3
2023-03-03,12134.75,12154.75,12012.0,12096.25,11846.25,12065.75,0,NQH3
2023-03-06,12360.75,12382.25,12276.25,12321.25,12111.5,12312.5,0,NQH3
2023-03-07,12324.25,12381.25,12312.25,12486.25,12314.25,12323.75,0,NQH3
2023-03-08,12185.25,12217.25,12138.75,12362.75,12142.25,12169.0,0,NQH3
2023-03-09,12246.25,12276.25,12136.25,12254.5,12108.25,12231.25,0,NQH3
2023-03-10,12018.0,12109.0,11921.5,12353.5,11977.5,12006.25,0,NQH3
2023-03-13,11886.5,12095.75,11674.25,12079.5,11795.0,11841.25,1,NQH3
2023-03-14,12208.5,12218.0,11954.0,12213.5,11822.0,12054.25,1,NQH3
2023-03-15,12210.5,12374.25,12096.75,12356.5,12168.5,12328.5,0,NQM3
2023-03-16,12345.25,12462.5,12333.25,12407.5,12152.25,12392.0,0,NQM3
2023-03-17,12712.5,12767.75,12660.25,12735.75,12314.0,12716.5,0,NQM3
2023-03-20,12623.0,12750.0,12525.25,12811.25,12569.5,12647.5,0,NQM3
2023-03-21,12775.25,12792.0,12676.5,12708.0,12529.5,12693.0,0,NQM3
