week_monday,open,high,low,close,n_bars,symbol
2025-02-17,22235.75,22319.75,21652.75,21660.0,6660,NQH5
2025-02-24,21700.75,21813.0,20460.5,20909.0,6899,NQH5
2025-03-03,21005.25,21121.0,19765.5,20207.25,6900,NQH5
2025-03-10,20147.0,20156.5,19139.25,19667.5,6900,NQH5
2025-03-17,19668.25,19959.25,19547.25,19547.75,1559,NQH5
2025-03-24,20050.5,20536.75,19357.5,19361.0,6900,NQM5
2025-03-31,19319.75,20044.25,17387.5,17483.25,6897,NQM5
2025-04-07,17100.0,19386.75,16460.0,18820.5,6900,NQM5
2025-04-14,19225.0,19256.0,18116.25,18427.75,5520,NQM5
2025-04-21,18306.25,19589.0,17700.0,19554.75,6900,NQM5
2025-04-28,19524.5,20276.75,19103.75,20204.5,6900,NQM5
2025-05-05,20181.5,20337.25,19678.75,20146.5,6900,NQM5
2025-05-12,20398.5,21529.75,20376.75,21400.25,6900,NQM5
2025-05-19,21310.75,21562.25,20727.0,20953.25,6900,NQM5
2025-05-26,20978.0,21858.75,20954.25,21369.0,6660,NQM5
2025-06-02,21303.75,21935.0,21163.0,21809.5,6900,NQM5
2025-06-09,21799.25,22106.0,21471.0,21652.0,6900,NQM5
2025-06-16,21554.0,21787.0,21501.75,21782.25,180,NQM5
2025-06-23,21648.25,22825.5,21566.75,22740.25,6900,NQU5
2025-06-30,22751.5,23102.5,22582.0,22906.75,6434,NQU5
2025-07-07,22970.0,23112.0,22779.75,22938.0,6898,NQU5
2025-07-14,22860.75,23320.75,22803.0,23228.5,6900,NQU5
2025-07-21,23232.5,23476.0,23108.0,23447.75,6900,NQU5
2025-07-28,23520.0,23845.0,22775.0,22870.0,6899,NQU5
2025-08-04,22850.0,23767.75,22821.75,23765.5,6900,NQU5
2025-08-11,23764.0,24068.5,23587.5,23796.75,6899,NQU5
2025-08-18,23795.0,23881.75,23035.0,23582.75,6899,NQU5
2025-08-25,23602.0,23803.75,23371.5,23454.5,6900,NQU5
2025-09-01,23479.0,23902.0,23025.25,23673.25,6660,NQU5
2025-09-08,23673.5,24159.0,23650.25,24115.25,6899,NQU5
2025-09-15,24115.25,24295.0,24076.0,24266.0,958,NQU5
2025-09-22,24850.0,25027.25,24422.5,24726.5,6899,NQZ5
2025-09-29,24726.5,25196.5,24633.25,24982.0,6900,NQZ5
2025-10-06,25000.0,25394.0,24158.5,24188.0,6900,NQZ5
2025-10-13,24542.0,25179.5,24410.0,25033.5,6900,NQZ5
2025-10-20,25065.75,25570.75,24804.75,25510.25,6900,NQZ5
2025-10-27,25723.5,26399.0,25700.0,25983.0,6900,NQZ5
2025-11-03,26028.25,26266.0,24709.25,25226.75,6900,NQZ5
2025-11-10,25320.75,25830.0,24626.0,25147.5,6900,NQZ5
2025-11-17,25142.25,25361.25,23904.5,24349.0,6900,NQZ5
2025-11-24,24455.75,25499.75,24361.75,25484.5,5788,NQZ5
2025-12-01,25482.5,25868.0,25193.25,25735.0,6900,NQZ5
2025-12-08,25750.0,25870.75,25118.0,25202.5,6900,NQZ5
2025-12-15,25223.5,25383.5,25132.5,25380.75,540,NQZ5
2025-12-22,25635.25,25935.25,25608.25,25856.0,5289,NQH6
2025-12-29,25863.25,25893.75,25265.25,25394.5,5520,NQH6
2026-01-05,25431.75,25996.25,25406.5,25931.75,6899,NQH6
2026-01-12,25949.0,26045.5,25420.75,25681.25,6900,NQH6
2026-01-19,25471.0,25845.75,25025.0,25680.5,6660,NQH6
