window,pairs,spearman,skill_rho,adapt_skill_pp,skill_pick_ev,carry,adaptive,static,allmean,pairs_null,spearman_null,skill_rho_null,adapt_skill_pp_null,skill_pick_ev_null,carry_null,adaptive_null,static_null,allmean_null
5,229,0.07115626203684589,0.049684870688990974,0.6262337430481535,-2.0090957614353004,0.20907593134667374,-1.6598971830442641,2.713129980867965,-3.0,229.0,0.01150928063773156,0.030567885275220905,0.11381998071457883,-2.3235052527066324,0.11675171020149185,-2.7544363833233825,-3.071916005790809,-3.0
10,114,0.003338667753144668,0.025221718156925005,-0.05499367942640568,-3.628891683995737,0.2139687535926758,-5.126108280328134,2.0690196227516804,-3.0,114.0,-0.06686700292505178,-0.03191749228482788,-0.40138403759159513,-3.8260050567502772,0.1334769926522583,-4.112425678806556,-1.6157222319149185,-3.0
21,54,0.00855138155176326,0.010498699899491773,0.006315701699444535,-2.9504718530361895,0.1927253440476875,-4.156338673794543,-2.7032733124959525,-3.0,54.0,-0.06427044321442481,-0.025241706645093592,-0.2696466765391992,-3.4893423910959798,0.1405908853983648,-4.154465374031642,-2.180025100634766,-3.0
63,18,0.10140232611877968,0.10728308352618918,-0.3479658843644649,-3.9822128551581653,0.21272324956535482,-2.5551430964613724,7.231660653226982,-3.0,18.0,0.021355133222574263,0.04640055948341828,0.2351877866282066,-2.548422494235218,0.173617477126249,-2.972060434260957,-1.8030250536512902,-3.0
