window,pairs,spearman,skill_rho,adapt_skill_pp,skill_pick_ev,carry,adaptive,static,allmean,pairs_null,spearman_null,skill_rho_null,adapt_skill_pp_null,skill_pick_ev_null,carry_null,adaptive_null,static_null,allmean_null
5,229,0.017892479976990013,0.042492092513028795,0.15307339806978196,-2.853114360196965,0.1910991742261915,-3.1079077629968257,-1.9518760824409085,-3.0,229.0,0.017147132838141475,0.019909753010773235,-0.027172215680228456,-3.0406819995559746,0.1682896200059671,-3.125059172394694,-2.604331298446685,-3.0
10,114,0.03203125779353523,0.07342753499506166,0.08566156739585296,-2.951116976126402,0.2050782226220823,-3.072437965971391,-2.555690527662148,-3.0,114.0,0.03013599554380622,0.036598351341083336,0.4627370512359986,-2.705128202143487,0.17780026990553305,-2.748017288152332,-2.7407652440148436,-3.0
21,54,0.06324515729825028,0.11963972500872558,0.09701601937966718,-2.996397892953808,0.2089532552495515,-2.841340856845357,-2.6479328875576784,-3.0,54.0,0.01604209907275356,0.0451206184399436,0.11506271326828535,-2.8671715625775263,0.16933101192360447,-2.892670582387021,-2.4793398058065046,-3.0
63,18,0.15011076000147278,0.20044549514149548,-0.08657454527542688,-3.2522038378735965,0.2244381133270022,-2.5145707554215075,-3.175008676487211,-3.0,18.0,0.00851231973436076,0.0560583711738151,0.09612134685761811,-3.0143774632355846,0.17196897752453305,-2.9853897383912122,-2.107001177722102,-3.0
