window,pairs,spearman,skill_rho,adapt_skill_pp,skill_pick_ev,carry,adaptive,static,allmean,pairs_null,spearman_null,skill_rho_null,adapt_skill_pp_null,skill_pick_ev_null,carry_null,adaptive_null,static_null,allmean_null
5,229,0.0445317733528212,0.04411358197197919,0.17056007573251297,-2.7880060631436794,0.21842288288710343,-2.892214566654225,-1.2285897091551852,-3.0,229.0,0.012657338013195546,0.010674389563395158,4.938598986699757e-05,-3.0159531133719093,0.18674277796301805,-3.052160064861557,-2.977905385901844,-3.0
10,114,0.035000828388756115,0.03193644808161277,0.12848590254927222,-2.726701799868591,0.18622694556905084,-2.6668346311552,-2.0747210909508533,-3.0,114.0,0.017945439403648764,0.01385290789453134,0.115617286405368,-2.8255361810307367,0.17535050232418656,-2.7590704121000598,-3.34421226098005,-3.0
21,54,0.04902827333448863,0.06283555823392176,0.07282457715939734,-2.8391159410006566,0.2174475044845415,-2.5498856792091167,-2.601894872043524,-3.0,54.0,0.02176217457239911,0.0008724709668722352,-0.24810883364323466,-3.2618976509489195,0.16474095177798878,-3.080812028495915,-3.125593471523644,-3.0
63,18,0.10289844458113369,0.06397140039721788,0.3000648808310997,-2.45778965811685,0.2496043051598607,-1.9682062590248135,-2.536075998522224,-3.0,18.0,-0.03060245742231783,0.011690044840516662,-0.07333677998270115,-3.123230945381317,0.15342407935000527,-3.0298570937407807,-3.445353309445705,-3.0
