timestamp_iso,unix_ms,state,source_symbol
2025-01-01T23:00:00.000Z,1735772400000,0,NQ1!
2025-01-02T01:02:00.000Z,1735779720000,1,NQ1!
2025-01-02T01:33:00.000Z,1735781580000,0,NQ1!
2025-01-02T01:37:00.000Z,1735781820000,1,NQ1!
2025-01-02T01:40:00.000Z,1735782000000,0,NQ1!
2025-01-02T01:41:00.000Z,1735782060000,1,NQ1!
2025-01-02T01:42:00.000Z,1735782120000,0,NQ1!
2025-01-02T02:23:00.000Z,1735784580000,1,NQ1!
2025-01-02T02:24:00.000Z,1735784640000,0,NQ1!
2025-01-02T02:27:00.000Z,1735784820000,1,NQ1!
2025-01-02T02:53:00.000Z,1735786380000,0,NQ1!
2025-01-02T03:27:00.000Z,1735788420000,1,NQ1!
2025-01-02T03:29:00.000Z,1735788540000,0,NQ1!
2025-01-02T04:31:00.000Z,1735792260000,1,NQ1!
2025-01-02T06:01:00.000Z,1735797660000,0,NQ1!
2025-01-02T06:03:00.000Z,1735797780000,1,NQ1!
2025-01-02T06:04:00.000Z,1735797840000,0,NQ1!
2025-01-02T06:05:00.000Z,1735797900000,1,NQ1!
2025-01-02T06:07:00.000Z,1735798020000,0,NQ1!
2025-01-02T06:19:00.000Z,1735798740000,1,NQ1!
2025-01-02T06:23:00.000Z,1735798980000,0,NQ1!
2025-01-02T06:32:00.000Z,1735799520000,1,NQ1!
2025-01-02T07:04:00.000Z,1735801440000,0,NQ1!
2025-01-02T07:06:00.000Z,1735801560000,1,NQ1!
2025-01-02T07:07:00.000Z,1735801620000,0,NQ1!
2025-01-02T07:08:00.000Z,1735801680000,1,NQ1!
2025-01-02T07:09:00.000Z,1735801740000,0,NQ1!
2025-01-02T08:01:00.000Z,1735804860000,1,NQ1!
2025-01-02T08:23:00.000Z,1735806180000,0,NQ1!
2025-01-02T08:56:00.000Z,1735808160000,1,NQ1!
2025-01-02T08:57:00.000Z,1735808220000,0,NQ1!
2025-01-02T08:58:00.000Z,1735808280000,1,NQ1!
2025-01-02T08:59:00.000Z,1735808340000,0,NQ1!
2025-01-02T09:01:00.000Z,1735808460000,1,NQ1!
2025-01-02T09:02:00.000Z,1735808520000,0,NQ1!
2025-01-02T09:05:00.000Z,1735808700000,1,NQ1!
2025-01-02T09:54:00.000Z,1735811640000,0,NQ1!
2025-01-02T09:58:00.000Z,1735811880000,1,NQ1!
2025-01-02T10:05:00.000Z,1735812300000,0,NQ1!
2025-01-02T10:26:00.000Z,1735813560000,1,NQ1!
2025-01-02T10:27:00.000Z,1735813620000,0,NQ1!
2025-01-02T10:32:00.000Z,1735813920000,1,NQ1!
2025-01-02T10:51:00.000Z,1735815060000,0,NQ1!
2025-01-02T10:55:00.000Z,1735815300000,1,NQ1!
2025-01-02T11:01:00.000Z,1735815660000,0,NQ1!
2025-01-02T11:03:00.000Z,1735815780000,1,NQ1!
2025-01-02T11:07:00.000Z,1735816020000,0,NQ1!
2025-01-02T11:10:00.000Z,1735816200000,1,NQ1!
2025-01-02T11:25:00.000Z,1735817100000,0,NQ1!
2025-01-02T11:26:00.000Z,1735817160000,1,NQ1!
2025-01-02T11:30:00.000Z,1735817400000,0,NQ1!
2025-01-02T11:36:00.000Z,1735817760000,1,NQ1!
2025-01-02T12:26:00.000Z,1735820760000,0,NQ1!
2025-01-02T12:28:00.000Z,1735820880000,1,NQ1!
2025-01-02T12:31:00.000Z,1735821060000,0,NQ1!
2025-01-02T13:34:00.000Z,1735824840000,1,NQ1!
2025-01-02T13:36:00.000Z,1735824960000,0,NQ1!
2025-01-02T13:37:00.000Z,1735825020000,1,NQ1!
2025-01-02T13:50:00.000Z,1735825800000,0,NQ1!
