strategy,id,entryTime,exitTime,side,ruleId,netPnL,pointsPnL,mfePoints,maePoints,exitReason,ls_state_at_entry_1m,ls_state_at_exit_1m,ls_favorable_at_entry_1m,bars_since_last_flip_1m,flips_in_prev_60m_1m,flips_during_trade_1m,adverse_flips_during_1m,bars_to_first_adverse_1m,ls_state_at_entry_3m,ls_state_at_exit_3m,ls_favorable_at_entry_3m,bars_since_last_flip_3m,flips_in_prev_60m_3m,flips_during_trade_3m,adverse_flips_during_3m,bars_to_first_adverse_3m,ls_state_at_entry_15m,ls_state_at_exit_15m,ls_favorable_at_entry_15m,bars_since_last_flip_15m,flips_in_prev_60m_15m,flips_during_trade_15m,adverse_flips_during_15m,bars_to_first_adverse_15m
gex-lt-3m-crossover,T000134,1741894260000,1741895478000,long,L_S4,-1020,-50.75,40.25,47.75,stop_loss,0,0,true,27,5,0,0,,0,0,true,1,1,0,0,,0,0,true,361,0,0,0,
gex-lt-3m-crossover,T000135,1741959960000,1741960750000,long,L_S4,-1035,-51.5,30,49.4,stop_loss,1,0,false,13,1,1,0,,1,1,false,16,2,0,0,,1,1,false,946,0,0,0,
gex-lt-3m-crossover,T000136,1741963563000,1741966759000,long,L_S4,2397,120.1,119.25,17.15,take_profit,1,1,false,8.1,2,4,2,45,1,1,false,7,4,0,0,,1,1,false,16.1,2,0,0,
gex-lt-3m-crossover,T000137,1741968060000,1741968774000,long,L_S4,-1035,-51.5,11.75,48.75,stop_loss,0,0,true,16,5,0,0,,1,0,false,82,0,1,0,,1,1,false,91,0,0,0,
gex-lt-3m-crossover,T000138,1742314560000,1742316494000,long,L_S4,-1015,-50.5,29,47.95,stop_loss,1,0,false,18,15,1,0,,1,1,false,64,0,0,0,,0,0,true,886,0,0,0,
gex-lt-3m-crossover,T000139,1742324460000,1742327307000,long,L_S4,-1035,-51.5,26,49.85,stop_loss,0,0,true,1,8,4,2,2,1,0,false,40,2,3,1,29,0,0,true,1,2,0,0,
gex-lt-3m-crossover,T000140,1742412300000,1742412540000,short,S_R4,1605,80.5,77.35,7,take_profit,0,0,false,5,3,0,0,,1,0,true,55,2,1,1,2,1,1,true,55,1,0,0,
gex-lt-3m-crossover,T000141,1742488800000,1742491688000,short,S_R4,1595,80,78,27.65,take_profit,0,0,false,45,4,2,1,46,0,0,false,46,2,0,0,,0,0,false,55,1,0,0,
gex-lt-3m-crossover,T000142,1742565660000,1742566307000,long,L_S4,-1035,-51.5,22.5,48.5,stop_loss,1,0,false,33,3,3,1,9,0,0,true,106,0,0,0,,0,0,true,346,0,0,0,
gex-lt-3m-crossover,T000143,1742567460000,1742571743000,long,L_S4,-1025,-51,72.75,45.5,stop_loss,1,0,false,19,4,3,1,25,1,1,false,10,1,0,0,,0,0,true,376,0,0,0,
gex-lt-3m-crossover,T000144,1742572862000,1742573909000,long,L_S4,2400,120.25,119,32.25,take_profit,0,1,true,4,3,1,1,3,1,1,false,100,0,0,0,,1,1,false,1,1,0,0,
gex-lt-3m-crossover,T000145,1742827380000,1742832720000,short,S_CW,-720,-35.75,8.5,49.5,max_hold_time,1,1,true,0,9,7,4,44,1,1,true,31,3,2,1,53,0,1,false,388,0,1,0,
gex-lt-3m-crossover,T000146,1742834760000,1742840100000,short,S_CW,535,27,43.25,9,max_hold_time,1,0,true,1,11,7,4,10,0,0,false,22,2,0,0,,1,0,true,91,0,1,1,14
gex-lt-3m-crossover,T000147,1742928360000,1742931900000,short,S_R4,-810,-40.25,16.5,40.75,max_hold_time,0,1,false,5,2,9,4,3,0,1,false,22,2,1,0,,1,1,true,76,0,0,0,
gex-lt-3m-crossover,T000148,1742992448000,1742995980000,short,S_R4,865,43.5,49.25,22.25,max_hold_time,0,0,false,39.1,1,2,1,41.9,0,0,false,16.1,1,4,2,28.9,0,0,false,664.1,0,0,0,
gex-lt-3m-crossover,T000149,1742996761000,1742997188000,short,S_GF_SOLO,1195,60,59.75,0,take_profit,0,0,false,7,3,0,0,,0,0,false,7,5,0,0,,0,0,false,736,0,0,0,
gex-lt-3m-crossover,T000150,1742997660000,1743003000000,short,S_CW,940,47.25,107.75,21.5,max_hold_time,0,1,false,22,3,4,2,29,0,0,false,22,5,0,0,,0,0,false,751,0,0,0,
gex-lt-3m-crossover,T000151,1743003960000,1743008235000,short,S_CW,2395,120,119.5,11.25,take_profit,0,0,false,12,5,2,1,68,0,0,false,127,0,6,3,50,0,0,false,856,0,0,0,
gex-lt-3m-crossover,T000152,1743444960000,1743450089000,long,L_S4,2425,121.5,120.25,0,take_profit,1,1,false,16,6,6,3,34,1,1,false,16,4,0,0,,1,1,false,181,0,0,0,
gex-lt-3m-crossover,T000153,1743515162000,1743516121000,long,L_S4,-1035,-51.5,58.25,49.25,stop_loss,0,0,true,13,5,2,1,1,1,1,false,10,2,0,0,,0,0,true,226,0,0,0,
gex-lt-3m-crossover,T000154,1743517320000,1743518315000,long,L_S4,2400,120.25,118.25,0.5,take_profit,0,1,true,28,5,3,2,8,0,1,true,16,3,1,1,14,0,0,true,262,0,0,0,
gex-lt-3m-crossover,T000155,1743519660000,1743524436000,long,L_S4,2395,120,119,10.5,take_profit,1,1,false,27,3,4,2,76,1,1,false,25,2,0,0,,1,1,false,16,1,0,0,
gex-lt-3m-crossover,T000156,1743531180000,1743536520000,long,L_S4,2140,107.25,112.75,48.5,max_hold_time,0,1,true,15,4,5,3,18,0,1,true,79,0,1,1,59,0,1,true,28,1,1,1,77
gex-lt-3m-crossover,T000157,1743601563000,1743603066000,long,L_S4,-1035,-51.5,72,49.5,stop_loss,1,0,false,15.1,9,1,0,,1,1,false,13.1,5,0,0,,1,1,false,16.1,1,0,0,
gex-lt-3m-crossover,T000158,1743603360000,1743607260000,long,L_S4,2395,120,116.5,5.75,take_profit,0,1,true,7,4,5,3,48,1,1,false,43,1,0,0,,1,1,false,46,1,0,0,
gex-lt-3m-crossover,T000159,1743684360000,1743684991000,long,L_S4,-1015,-50.5,2.75,47.5,stop_loss,0,0,true,25,5,0,0,,0,0,true,19,2,0,0,,0,0,true,16,1,0,0,
gex-lt-3m-crossover,T000160,1743686160000,1743687073000,long,L_S4,2395,120,115.5,34,take_profit,0,1,true,0,5,1,1,1,0,1,true,49,1,1,1,8,0,0,true,46,1,0,0,
gex-lt-3m-crossover,T000161,1743766620000,1743767094000,long,L_S4,-990,-49.25,59.75,43.75,stop_loss,1,0,false,0,5,1,0,,0,0,true,226,0,0,0,,0,0,true,97,0,0,0,
gex-lt-3m-crossover,T000162,1743775260000,1743775292000,long,L_S4,-1025,-51,0,47.5,stop_loss,1,1,false,5,4,0,0,,1,1,false,124,0,0,0,,0,0,true,241,0,0,0,
gex-lt-3m-crossover,T000163,1743775800000,1743775932000,long,L_S4,-1035,-51.5,8.5,46.25,stop_loss,0,0,true,1,5,0,0,,0,0,true,1,1,0,0,,0,0,true,250,0,0,0,
gex-lt-3m-crossover,T000164,1743779760000,1743779818000,long,L_S4,-975,-48.5,17.5,43.75,stop_loss,1,1,false,20,11,0,0,,1,1,false,4,1,0,0,,0,0,true,316,0,0,0,
gex-lt-3m-crossover,T000165,1744029060000,1744029081000,long,L_S4,-1035,-51.5,1.25,47.75,stop_loss,1,1,false,7,3,0,0,,0,0,true,1,2,0,0,,1,1,false,646,0,0,0,
gex-lt-3m-crossover,T000167,1744034463000,1744034483000,long,L_S4,-1035,-51.5,3.5,49.5,stop_loss,1,1,false,14.1,2,0,0,,1,1,false,7,1,0,0,,1,1,false,736,0,0,0,
gex-lt-3m-crossover,T000168,1744036499000,1744036547000,long,L_S4,-1035,-51.5,63.5,43.25,stop_loss,1,0,false,48,1,1,0,,0,0,true,2,2,0,0,,1,1,false,770,0,0,0,
gex-lt-3m-crossover,T000169,1744036980000,1744037087000,long,L_S4,2450,122.75,112.5,38.25,take_profit,0,1,true,8,2,1,1,1,1,1,false,1,3,0,0,,1,1,false,778,0,0,0,
gex-lt-3m-crossover,T000170,1744038960000,1744038968000,long,L_S4,-915,-45.5,3.75,42.5,stop_loss,0,0,true,11,5,0,0,,0,0,true,4,3,0,0,,1,1,false,811,0,0,0,
gex-lt-3m-crossover,T000171,1744039680000,1744040130000,long,L_S4,2470,123.75,122.25,35.75,take_profit,0,0,true,23,5,0,0,,0,0,true,16,3,0,0,,1,1,false,823,0,0,0,
gex-lt-3m-crossover,T000172,1744040220000,1744040506000,long,L_S4,2440,122.25,118,47.25,take_profit,1,1,false,0,5,2,1,3,0,0,true,25,2,0,0,,1,1,false,832,0,0,0,
gex-lt-3m-crossover,T000173,1744042560000,1744042704000,long,L_S4,-1035,-51.5,30.5,49.75,stop_loss,0,0,true,2,8,0,0,,0,0,true,64,0,0,0,,1,1,false,871,0,0,0,
gex-lt-3m-crossover,T000174,1744043100000,1744043515000,long,L_S4,2395,120,119.3,2,take_profit,1,1,false,2,11,0,0,,0,0,true,73,0,0,0,,1,1,false,880,0,0,0,
gex-lt-3m-crossover,T000175,1744044360000,1744044996000,long,L_S4,-1035,-51.5,46,48.75,stop_loss,0,0,true,4,9,0,0,,0,0,true,94,0,0,0,,1,1,false,901,0,0,0,
gex-lt-3m-crossover,T000176,1744045080000,1744045208000,long,L_S4,2395,120,107.2,47.75,take_profit,0,1,true,16,9,1,1,2,0,0,true,106,0,0,0,,1,1,false,913,0,0,0,
gex-lt-3m-crossover,T000177,1744120863000,1744123685000,long,L_S4,-1035,-51.5,93.25,46,stop_loss,1,0,false,10.1,6,5,2,19.9,1,0,false,214.1,0,1,0,,1,1,false,46,1,0,0,
gex-lt-3m-crossover,T000178,1744124460000,1744125138000,short,S_R4,1620,81.25,81,45.5,take_profit,0,0,false,32,5,0,0,,0,0,false,19,1,0,0,,0,0,false,1,1,0,0,
gex-lt-3m-crossover,T000179,1744129861000,1744129888000,long,L_S4,-1035,-51.5,2.25,47.75,stop_loss,0,0,true,14,4,0,0,,0,0,true,109,0,0,0,,0,0,true,91,0,0,0,
gex-lt-3m-crossover,T000180,1744130040000,1744130161000,long,L_S4,-1005,-50,9.5,45.75,stop_loss,0,0,true,17,4,0,0,,0,0,true,112,0,0,0,,0,0,true,94,0,0,0,
gex-lt-3m-crossover,T000181,1744130400000,1744130572000,long,L_S4,-1035,-51.5,29.5,49.25,stop_loss,0,0,true,23,3,0,0,,0,0,true,118,0,0,0,,0,0,true,100,0,0,0,
gex-lt-3m-crossover,T000182,1744137240000,1744137363000,short,S_R4,1595,80,77.25,21,take_profit,0,0,false,2,7,0,0,,0,0,false,232,0,0,0,,0,0,false,214,0,0,0,
gex-lt-3m-crossover,T000184,1744138500000,1744138808000,long,L_S4,-1035,-51.5,8.5,48.3,stop_loss,0,0,true,23,7,0,0,,0,0,true,253,0,0,0,,0,0,true,235,0,0,0,
gex-lt-3m-crossover,T000185,1744139940000,1744140458000,long,L_S4,2410,120.75,119,46.75,take_profit,0,1,true,47,5,1,1,8,0,0,true,277,0,0,0,,0,0,true,259,0,0,0,
gex-lt-3m-crossover,T000186,1744140662000,1744140753000,long,L_S4,-1035,-51.5,10,48.75,stop_loss,0,0,true,0,3,0,0,,0,0,true,289,0,0,0,,0,0,true,271,0,0,0,
gex-lt-3m-crossover,T000187,1744199465000,1744200106000,long,L_S4,-1035,-51.5,44.5,43,stop_loss,1,0,false,2.1,4,3,1,3.9,0,0,true,171.1,0,0,0,,1,1,false,351.1,0,0,0,
gex-lt-3m-crossover,T000188,1744200806000,1744201363000,long,L_S4,-1010,-50.25,27.75,47.75,stop_loss,1,1,false,6.4,9,0,0,,0,0,true,193.4,0,0,0,,1,1,false,373.4,0,0,0,
gex-lt-3m-crossover,T000189,1744202760000,1744203297000,long,L_S4,2455,123,119.75,20,take_profit,1,1,false,6,13,0,0,,1,1,false,4,1,0,0,,1,1,false,406,0,0,0,
gex-lt-3m-crossover,T000190,1744203660000,1744203687000,long,L_S4,-985,-49,25,29.5,stop_loss,1,1,false,21,10,0,0,,1,1,false,19,1,0,0,,1,1,false,421,0,0,0,
gex-lt-3m-crossover,T000191,1744206360000,1744206696000,long,L_S4,2455,123,120.5,42.25,take_profit,0,1,true,1,3,3,2,3,1,1,false,64,0,0,0,,1,1,false,466,0,0,0,
gex-lt-3m-crossover,T000192,1744208160000,1744208614000,long,L_S4,2395,120,115.25,19.5,take_profit,0,1,true,11,9,1,1,7,1,1,false,94,0,0,0,,1,1,false,496,0,0,0,
gex-lt-3m-crossover,T000193,1744210860000,1744211201000,long,L_S4,2395,120,118.5,32.75,take_profit,0,1,true,14,7,1,1,4,0,0,true,13,1,0,0,,1,1,false,541,0,0,0,
gex-lt-3m-crossover,T000194,1744213560000,1744213741000,long,L_S4,2395,120,114.5,6.25,take_profit,0,1,true,13,4,1,1,1,0,0,true,58,1,0,0,,1,1,false,586,0,0,0,
gex-lt-3m-crossover,T000195,1744213922000,1744214121000,long,L_S4,-1035,-51.5,20.75,49.75,stop_loss,1,1,false,5,3,0,0,,0,0,true,64,0,0,0,,1,1,false,592,0,0,0,
gex-lt-3m-crossover,T000196,1744214820000,1744215193000,long,L_S4,2420,121.25,119.75,8,take_profit,1,1,false,2,8,0,0,,0,0,true,79,0,0,0,,1,1,false,607,0,0,0,
gex-lt-3m-crossover,T000197,1744221660000,1744221805000,long,L_S4,-1035,-51.5,54.75,41.75,stop_loss,1,1,false,42,4,0,0,,1,1,false,61,0,0,0,,1,1,false,721,0,0,0,
gex-lt-3m-crossover,T000198,1744287360000,1744288201000,short,S_CW,-1020,-50.75,40.25,36.25,stop_loss,0,1,false,13,4,3,1,3,1,1,true,1,2,2,1,2,0,0,false,571,0,0,0,
gex-lt-3m-crossover,T000199,1744288620000,1744292444000,short,S_CW,2440,122.25,121.75,47.5,take_profit,0,0,false,0,5,8,4,35,1,0,true,7,4,5,3,2,0,0,false,592,0,0,0,
gex-lt-3m-crossover,T000200,1744292580000,1744292718000,short,S_CW,-1035,-51.5,26.75,42.5,stop_loss,0,0,false,10,8,0,0,,0,0,false,16,4,0,0,,0,0,false,658,0,0,0,
gex-lt-3m-crossover,T000201,1744292940000,1744293021000,long,L_S4,-1005,-50,16.25,45.75,stop_loss,0,0,true,16,8,0,0,,1,1,false,1,5,0,0,,0,0,true,664,0,0,0,
gex-lt-3m-crossover,T000202,1744293120000,1744293290000,long,L_S4,-980,-48.75,38.75,47,stop_loss,0,0,true,19,8,0,0,,0,0,true,1,6,0,0,,0,0,true,667,0,0,0,
gex-lt-3m-crossover,T000203,1744293480000,1744293540000,long,L_S4,-1035,-51.5,4,48.25,stop_loss,0,0,true,25,8,0,0,,0,0,true,7,6,0,0,,0,0,true,673,0,0,0,
gex-lt-3m-crossover,T000204,1744294740000,1744295671000,long,L_S4,2410,120.75,108.25,46.75,take_profit,0,1,true,46,5,3,2,5,0,1,true,28,3,3,2,5,0,0,true,694,0,0,0,
gex-lt-3m-crossover,T000205,1744296360000,1744296520000,long,L_S4,-1035,-51.5,20.75,49.5,stop_loss,1,1,false,16,3,0,0,,1,1,false,16,5,0,0,,0,0,true,721,0,0,0,
gex-lt-3m-crossover,T000206,1744296720000,1744297094000,long,L_S4,-1010,-50.25,28.25,47.75,stop_loss,1,1,false,22,3,0,0,,1,0,false,22,3,1,0,,0,0,true,727,0,0,0,
gex-lt-3m-crossover,T000207,1744297620000,1744298051000,long,L_S4,-1035,-51.5,36.7,48,stop_loss,1,0,false,4,5,1,0,,1,0,false,4,5,1,0,,0,0,true,742,0,0,0,
gex-lt-3m-crossover,T000208,1744298341000,1744298584000,long,L_S4,-1035,-51.5,5.5,49.75,stop_loss,0,0,true,8,6,0,0,,0,0,true,7,6,0,0,,0,0,true,754,0,0,0,
gex-lt-3m-crossover,T000209,1744299060000,1744300218000,short,S_CW,2415,121,120,7.25,take_profit,0,0,false,20,3,0,0,,0,0,false,19,3,0,0,,0,0,false,766,0,0,0,
gex-lt-3m-crossover,T000210,1744300320000,1744300698000,long,L_S4,-1035,-51.5,76.25,49.25,stop_loss,0,0,true,41,3,0,0,,0,0,true,40,3,0,0,,0,0,true,787,0,0,0,
gex-lt-3m-crossover,T000211,1744300860000,1744301024000,short,S_R4,1595,80,79.25,11.75,take_profit,0,0,false,50,3,0,0,,0,0,false,49,2,0,0,,0,0,false,796,0,0,0,
gex-lt-3m-crossover,T000212,1744302660000,1744302736000,short,S_CW,-1000,-49.75,34.25,46,stop_loss,1,1,true,1,3,0,0,,0,0,false,79,0,0,0,,0,0,false,826,0,0,0,
gex-lt-3m-crossover,T000213,1744303560000,1744303776000,long,L_S4,2395,120,118.75,23.25,take_profit,1,1,false,16,3,0,0,,0,0,true,94,0,0,0,,0,0,true,841,0,0,0,
gex-lt-3m-crossover,T000214,1744308960000,1744309261000,long,L_S4,2395,120,118.25,34,take_profit,0,1,true,8,6,1,1,5,1,1,false,52,1,0,0,,1,1,false,1,1,0,0,
gex-lt-3m-crossover,T000215,1744310760000,1744310836000,long,L_S4,-1020,-50.75,13.25,44,stop_loss,1,1,false,25,4,0,0,,1,1,false,82,0,0,0,,1,1,false,31,1,0,0,
gex-lt-3m-crossover,T000216,1744314360000,1744314656000,long,L_S4,2420,121.25,117.8,45.75,take_profit,0,0,true,23,5,0,0,,0,0,true,7,1,0,0,,1,1,false,1,2,0,0,
gex-lt-3m-crossover,T000217,1744314720000,1744314900000,long,L_S4,220,11.25,84.75,14.25,market_close,1,1,false,0,5,0,0,,1,1,false,1,2,0,0,,1,1,false,7,2,0,0,
gex-lt-3m-crossover,T000218,1744379160000,1744380019000,long,L_S4,-1035,-51.5,87.5,48.5,stop_loss,1,1,false,8,3,0,0,,1,0,false,4,1,1,0,,1,0,false,16,1,1,0,
gex-lt-3m-crossover,T000219,1744381680000,1744381800000,long,L_S4,-1035,-51.5,3.75,48.5,stop_loss,0,0,true,11,6,0,0,,0,0,true,13,4,0,0,,0,0,true,28,2,0,0,
gex-lt-3m-crossover,T000220,1744382040000,1744383607000,long,L_S4,2410,120.75,115.75,34.25,take_profit,0,1,true,17,4,5,3,10,0,0,true,19,4,0,0,,0,0,true,34,1,0,0,
gex-lt-3m-crossover,T000221,1744385820000,1744387531000,long,L_S4,2410,120.75,117.75,5,take_profit,1,1,false,5,9,0,0,,1,1,false,10,1,0,0,,0,1,true,97,0,1,1,8
gex-lt-3m-crossover,T000222,1744387800000,1744387980000,short,S_R4,-995,-49.5,4.5,47.5,stop_loss,1,1,true,38,3,0,0,,1,1,true,43,1,0,0,,1,1,true,25,1,0,0,
gex-lt-3m-crossover,T000223,1744388522000,1744388770000,long,L_S4,-1035,-51.5,19.5,46.25,stop_loss,1,1,false,50,3,0,0,,1,1,false,55,1,0,0,,1,1,false,37,1,0,0,
gex-lt-3m-crossover,T000224,1744389060000,1744389440000,long,L_S4,2395,120,119.6,0.75,take_profit,1,1,false,59,2,0,0,,1,1,false,64,0,0,0,,1,1,false,46,1,0,0,
gex-lt-3m-crossover,T000225,1744636205000,1744637100000,short,S_CW,-1035,-51.5,11,47.75,stop_loss,0,1,false,0.1,2,1,0,,1,1,true,61.1,0,0,0,,0,0,false,310.1,0,0,0,
gex-lt-3m-crossover,T000226,1744637820000,1744638238000,short,S_CW,2410,120.75,120.5,26.5,take_profit,0,0,false,6,3,0,0,,0,0,false,4,1,0,0,,0,0,false,337,0,0,0,
gex-lt-3m-crossover,T000227,1744639260000,1744639536000,long,L_S4,2395,120,119.75,20,take_profit,0,1,true,30,3,1,1,2,0,0,true,28,1,0,0,,0,0,true,361,0,0,0,
gex-lt-3m-crossover,T000228,1744641780000,1744642627000,long,L_S4,-1035,-51.5,22.5,48.5,stop_loss,1,1,false,25,5,0,0,,0,0,true,1,2,2,1,5,0,0,true,403,0,0,0,
gex-lt-3m-crossover,T000229,1744655603000,1744660500000,long,L_S4,-690,-34.25,95.5,38.25,market_close,1,0,false,14.4,10,5,2,24.6,1,0,false,84.4,0,1,0,,0,0,true,633.4,0,2,1,26.6
gex-lt-3m-crossover,T000230,1744722060000,1744723878000,short,S_R4,-1030,-51.25,6.5,49.25,stop_loss,1,1,true,30,3,0,0,,1,1,true,19,1,0,0,,1,1,true,1,2,0,0,
gex-lt-3m-crossover,T000231,1744740960000,1744741519000,short,S_R4,-1030,-51.25,0,48.5,stop_loss,0,1,false,4,4,1,0,,1,1,true,19,1,2,1,2,0,0,false,31,2,0,0,
gex-lt-3m-crossover,T000232,1744810260000,1744810628000,short,S_CW,-1030,-51.25,26.75,47,stop_loss,1,1,true,1,7,0,0,,1,1,true,1,1,0,0,,0,0,false,46,1,0,0,
gex-lt-3m-crossover,T000233,1744810800000,1744811722000,short,S_CW,2395,120,118.25,24.25,take_profit,1,0,true,10,5,1,1,11,1,1,true,10,1,2,1,11,0,0,false,55,1,0,0,
gex-lt-3m-crossover,T000234,1744830060000,1744830455000,long,L_S4,-1020,-50.75,7.5,48.25,stop_loss,0,0,true,9,8,0,0,,0,0,true,184,0,0,0,,0,0,true,211,0,0,0,
gex-lt-3m-crossover,T000235,1744831860000,1744833000000,long,L_S4,2415,121,92.75,22.25,take_profit,0,1,true,0,5,1,1,1,0,1,true,214,0,1,1,8,0,0,true,241,0,0,0,
gex-lt-3m-crossover,T000236,1744889822000,1744891381000,short,S_R4,-1035,-51.5,13,48,stop_loss,1,1,true,12,1,0,0,,0,1,false,4,2,3,1,14,1,1,true,22,2,0,0,
gex-lt-3m-crossover,T000237,1745240470000,1745242622000,long,L_S4,-1035,-51.5,39.25,41.25,stop_loss,0,0,true,4.2,5,2,1,26.8,1,0,false,7.2,5,3,1,25.8,1,0,false,76.2,0,1,0,
gex-lt-3m-crossover,T000238,1745243160000,1745243860000,long,L_S4,-1020,-50.75,41,49,stop_loss,0,0,true,5,9,0,0,,0,0,true,4,8,0,0,,0,0,true,16,1,0,0,
gex-lt-3m-crossover,T000239,1745329560000,1745334264000,long,L_S4,2405,120.5,119.75,43.75,take_profit,1,1,false,5,4,12,6,43,1,1,false,67,0,0,0,,1,1,false,1096,0,0,0,
gex-lt-3m-crossover,T000240,1745336760000,1745337522000,short,S_R4,-1020,-50.75,13,44.75,stop_loss,0,0,false,27,8,0,0,,0,1,false,7,1,1,0,,1,1,true,1216,0,0,0,
gex-lt-3m-crossover,T000241,1745347380000,1745349686000,short,S_R4,1595,80,79.75,34.75,take_profit,1,0,true,41,1,3,2,15,0,0,false,94,0,2,1,23,0,0,false,88,0,0,0,
gex-lt-3m-crossover,T000242,1745350260000,1745351047000,short,S_R4,-1015,-50.5,41,48.75,stop_loss,0,1,false,30,3,1,0,,0,0,false,25,2,0,0,,0,0,false,136,0,0,0,
gex-lt-3m-crossover,T000243,1745424960000,1745426179000,short,S_R4,-1030,-51.25,73.75,47.25,stop_loss,0,1,false,1,6,1,0,,0,0,false,79,0,0,0,,0,0,false,31,1,0,0,
gex-lt-3m-crossover,T000244,1745508683000,1745509963000,short,S_CW,-1035,-51.5,14,49.5,stop_loss,0,1,false,15.4,5,3,1,18.6,0,1,false,4.4,1,3,1,10.6,1,1,true,226.4,0,0,0,
gex-lt-3m-crossover,T000245,1745591460000,1745591809000,short,S_R4,-1015,-50.5,30,48.75,stop_loss,0,0,false,11,9,0,0,,1,1,true,124,0,0,0,,0,0,false,766,0,0,0,
gex-lt-3m-crossover,T000246,1745593260000,1745593836000,short,S_R4,-1035,-51.5,0,49.25,stop_loss,0,1,false,7,9,3,1,7,1,1,true,154,0,0,0,,0,0,false,796,0,0,0,
gex-lt-3m-crossover,T000247,1745595961000,1745596693000,short,S_R4,-1035,-51.5,7.5,47.5,stop_loss,0,1,false,4,14,1,0,,0,1,false,4,3,1,0,,0,0,false,841,0,0,0,
gex-lt-3m-crossover,T000248,1745599380000,1745601027000,short,S_R4,-1030,-51.25,38,48.25,stop_loss,1,1,true,39,5,4,2,19,1,1,true,31,3,0,0,,1,1,true,28,1,0,0,
gex-lt-3m-crossover,T000249,1745854260000,1745856628000,long,L_S4,-1020,-50.75,52.75,47.75,stop_loss,0,0,true,27,8,6,3,9,0,0,true,97,0,0,0,,0,0,true,46,1,0,0,
gex-lt-3m-crossover,T000250,1745864160000,1745868130000,long,L_S4,2410,120.75,120.5,23.25,take_profit,1,1,false,33,9,8,4,19,1,1,false,61,0,0,0,,0,1,true,211,0,1,1,14
gex-lt-3m-crossover,T000251,1746022560000,1746025391000,long,L_S4,2400,120.25,119.5,25.25,take_profit,1,1,false,8,6,0,0,,0,1,true,178,0,1,1,2,0,0,true,256,0,0,0,
gex-lt-3m-crossover,T000252,1746036960000,1746037773000,long,L_S4,-1015,-50.5,6.75,45.75,stop_loss,1,0,false,9,3,3,1,10,1,0,false,10,3,1,0,,1,1,false,46,1,0,0,
gex-lt-3m-crossover,T000253,1746104460000,1746106810000,short,S_GF_SOLO,1220,61.25,59.5,30.5,take_profit,0,0,false,41,1,4,2,11,0,0,false,40,4,0,0,,0,0,false,316,0,0,0,
gex-lt-3m-crossover,T000254,1746110940000,1746112445000,short,S_CW,-1035,-51.5,13.25,49.25,stop_loss,1,1,true,35,4,0,0,,1,1,true,28,1,0,0,,0,0,false,424,0,0,0,
gex-lt-3m-crossover,T000255,1746112560000,1746114247000,short,S_GF_SOLO,1220,61.25,61,32.5,take_profit,1,0,true,62,0,1,1,6,1,1,true,55,1,0,0,,0,0,false,451,0,0,0,
gex-lt-3m-crossover,T000256,1746114360000,1746116217000,short,S_CW,2395,120,118.5,6.25,take_profit,0,0,false,24,1,0,0,,1,0,true,85,0,1,1,2,0,0,false,481,0,0,0,
gex-lt-3m-crossover,T000257,1746123900000,1746129115000,short,S_GF_SOLO,1210,60.75,59.75,44.25,take_profit,0,0,false,3,5,10,5,27,0,0,false,7,2,10,5,20,0,0,false,640,0,2,1,65
gex-lt-3m-crossover,T000258,1746183660000,1746189000000,long,L_S4,1980,99.25,99.5,25.5,max_hold_time,0,1,true,24,3,11,6,3,1,1,false,94,0,2,1,65,1,1,false,61,0,2,1,74
gex-lt-3m-crossover,T000259,1746189060000,1746194400000,long,L_S4,845,42.5,116.25,25.6,max_hold_time,1,0,false,30,5,1,0,,1,1,false,25,1,0,0,,1,1,false,16,1,0,0,
gex-lt-3m-crossover,T000260,1746195360000,1746200700000,short,S_GF_SOLO,-665,-33,40.25,42.25,max_hold_time,1,1,true,14,2,4,2,41,1,0,true,130,0,1,1,65,1,1,true,121,0,0,0,
gex-lt-3m-crossover,T000261,1746201660000,1746201672000,short,S_GF_SOLO,-1020,-50.75,2.75,47.25,stop_loss,1,1,true,6,6,0,0,,1,1,true,1,2,0,0,,1,1,true,226,0,0,0,
gex-lt-3m-crossover,T000262,1746204360000,1746206783000,short,S_GF_SOLO,1195,60,59.5,7.75,take_profit,1,0,true,0,10,1,1,1,0,0,false,25,2,0,0,,1,1,true,271,0,0,0,
gex-lt-3m-crossover,T000263,1746213360000,1746215349000,short,S_GF_SOLO,1195,60,57,24.85,take_profit,0,0,false,34,1,12,6,7,0,0,false,31,2,0,0,,1,1,true,421,0,0,0,
gex-lt-3m-crossover,T000264,1746454560000,1746457446000,short,S_CW,-1035,-51.5,58.75,47.5,stop_loss,1,1,true,1,9,8,4,6,1,1,true,130,0,0,0,,1,1,true,46,1,0,0,
gex-lt-3m-crossover,T000265,1746534660000,1746539460000,long,L_S4,-1035,-51.5,42,42.25,stop_loss,0,0,true,1,12,8,4,16,0,0,true,43,1,2,1,65,0,0,true,1006,0,0,0,
gex-lt-3m-crossover,T000266,1746541860000,1746547200000,long,L_S4,190,9.75,62.25,9,max_hold_time,1,0,false,23,5,7,3,25,1,0,false,31,3,1,0,,1,1,false,16,1,0,0,
gex-lt-3m-crossover,T000267,1746547260000,1746548062000,long,L_S4,2395,120,116.75,17.75,take_profit,0,1,true,20,3,5,3,3,0,1,true,10,1,1,1,8,1,1,false,106,0,0,0,
