id,entryTime,exitTime,side,levelType,levelPrice,entryPrice,barsHeld,exitReason,pnl_pts,mfe_pts,mae_pts,won,entry_gamma_flip,entry_gamma_flip_dist_raw,entry_total_gex,entry_gamma_imbalance,entry_regime,entry_in_dir_wall,entry_in_dir_wall_dist,entry_in_dir_wall_strength,entry_opp_wall,entry_opp_wall_dist,entry_opp_wall_strength,entry_iv,entry_skew,snapshots_during_trade,gamma_flip_drift_raw,gamma_flip_drift_signed_dir,in_dir_wall_strength_pct_change,opp_wall_strength_pct_change,in_dir_wall_move_raw,opp_wall_move_raw,total_gex_change_pct,gamma_imbalance_change,regime_changed,exit_regime,iv_change,skew_change
T000011,2025-01-16T16:47:00.000Z,2025-01-16T17:46:00.000Z,long,S1,21352.4300,21369.0000,60.0000,max_hold_time,21.5000,57.2500,19.5000,1.0000,19668.5200,1700.4800,3154823690.1211,0.3683,positive,21352.4300,16.5700,525625591.0091,21687.3800,318.3800,1954165485.4516,[object Object],-0.0123,4.0000,1741.0000,-1741.0000,0.0941,-0.2109,-232.7900,-236.4500,-0.1493,-0.1042,0.0000,positive,0.0025,0.0166
T000012,2025-01-16T18:09:00.000Z,2025-01-16T18:47:35.000Z,short,R2,21412.4400,21395.0000,38.0000,take_profit,119.7500,118.7500,18.2500,1.0000,21412.4400,-17.4400,2671257634.3687,0.2611,positive,21453.8500,58.8500,1529761723.2660,21122.5200,272.4800,576653732.5562,[object Object],0.0257,3.0000,,,-0.5887,0.6670,-128.5700,-4.2800,-1.4379,-0.4106,1.0000,negative,0.0199,0.0148
T000013,2025-01-16T19:42:00.000Z,2025-01-16T20:41:00.000Z,short,R4,21368.2100,21352.5000,60.0000,max_hold_time,20.2500,39.7500,43.2500,1.0000,21368.2100,-15.7100,1393909330.1097,-0.0018,positive,21451.0300,98.5300,603137202.3584,21119.7400,232.7600,729272996.7448,[object Object],0.0233,4.0000,81.7600,81.7600,-0.2365,0.0510,-1.0600,-1.0400,-0.5282,-0.0713,1.0000,neutral,0.0055,-0.0108
T000014,2025-01-17T15:01:00.000Z,2025-01-17T16:00:00.000Z,long,S2,21549.4000,21532.5000,60.0000,max_hold_time,54.7500,65.5000,51.2500,1.0000,21967.8300,-435.3300,1302814547.9567,0.3561,positive,21340.1800,192.3200,239484324.2635,22177.0500,644.5500,349915481.3048,[object Object],-0.0249,4.0000,-233.4100,233.4100,-0.0505,0.1763,-226.7400,-235.6400,0.2906,0.0796,0.0000,positive,-0.0180,0.0307
T000015,2025-01-21T15:14:00.000Z,2025-01-21T16:13:00.000Z,long,S3,21550.8700,21536.7500,60.0000,max_hold_time,114.2500,118.5000,11.0000,1.0000,,,-686237069.5391,-0.1301,neutral,21760.1000,-223.3500,620681622.6264,22178.5700,641.8200,263651813.7165,[object Object],-0.0379,4.0000,,,-0.6121,0.5567,-236.5700,-241.1200,2.6794,0.4697,1.0000,positive,-0.0337,0.0455
T000016,2025-01-21T16:47:00.000Z,2025-01-21T17:46:00.000Z,long,S3,21605.2200,21618.5000,60.0000,max_hold_time,101.7500,103.0000,0.2500,1.0000,19650.8100,1967.6900,1476347628.6083,0.4521,positive,21522.4400,96.0600,175922876.9138,21936.3300,317.8300,449128943.9748,[object Object],-0.0258,4.0000,1.7500,-1.7500,-0.2515,0.3053,-412.0200,1.9500,0.5231,0.1828,0.0000,positive,0.0126,0.0118
T000017,2025-01-21T18:02:00.000Z,2025-01-21T19:01:00.000Z,long,S3,21757.6900,21739.5000,60.0000,max_hold_time,15.5000,32.5000,19.7500,1.0000,19865.6000,1873.9000,2405678097.5681,0.6615,positive,21339.2700,400.2300,126319259.9131,22176.1000,436.6000,624802707.9037,[object Object],-0.0290,4.0000,-214.0600,214.0600,0.0262,-0.0409,-229.9500,-238.9600,-0.0412,-0.0152,0.0000,positive,-0.0159,-0.0268
T000018,2025-01-21T19:44:01.000Z,2025-01-21T20:43:00.000Z,short,R4,21731.5700,21714.7500,60.0000,max_hold_time,-4.2500,17.7500,40.7500,0.0000,19652.7900,2061.9600,1972364358.7858,0.5962,positive,21938.5300,223.7800,527246917.7929,21110.6600,604.0900,143246729.8379,[object Object],0.0181,4.0000,-2.4500,-2.4500,0.0261,-0.0222,-2.7300,-2.6300,0.0347,0.0208,0.0000,positive,0.0154,-0.0211
T000019,2025-01-22T15:44:00.000Z,2025-01-22T16:43:00.000Z,short,R5,22060.2700,22037.2500,60.0000,max_hold_time,-29.2500,47.7500,31.5000,0.0000,21811.9400,225.3100,3560905562.5828,0.7543,positive,22143.0500,105.8000,592676190.4683,21108.3300,928.9200,84989301.1391,[object Object],0.0213,4.0000,-1748.0300,-1748.0300,0.1631,0.0799,-0.6500,-0.6200,0.0114,-0.0078,0.0000,positive,0.0091,0.0268
T000020,2025-01-22T18:05:00.000Z,2025-01-22T19:04:00.000Z,short,R5,22058.6100,22051.5000,60.0000,max_hold_time,23.0000,41.0000,9.0000,1.0000,21810.2900,241.2100,3561195453.8073,0.7542,positive,22141.3800,89.8800,593955669.1618,21106.7300,944.7700,85131199.0011,[object Object],0.0147,4.0000,0.5500,0.5500,-0.0232,-0.0189,0.5500,0.5300,-0.0033,-0.0002,0.0000,positive,0.0016,-0.0197
T000021,2025-01-22T19:52:00.000Z,2025-01-22T20:51:00.000Z,short,R5,22058.8700,22034.2500,60.0000,max_hold_time,46.7500,50.5000,7.7500,1.0000,21810.5600,223.6900,3559889508.0991,0.7525,positive,22141.6500,107.4000,601735465.2414,21106.9900,927.2600,85961623.7863,[object Object],0.0150,4.0000,-1953.7700,-1953.7700,-0.1815,-0.1876,0.5400,207.4600,-0.0557,0.0278,0.0000,positive,-0.0076,-0.0129
T000022,2025-01-23T14:34:00.000Z,2025-01-23T15:33:00.000Z,long,S1,21888.2700,21894.7500,60.0000,max_hold_time,15.5000,23.2500,26.5000,1.0000,19860.8100,2033.9400,700815037.9413,0.3649,neutral,21888.2700,6.4800,255142239.9672,22136.5300,241.7800,353049519.0215,[object Object],-0.0127,4.0000,0.3500,-0.3500,-0.0889,0.0164,0.3900,0.3900,0.2649,0.0557,0.0000,neutral,-0.0035,-0.0028
T000023,2025-01-23T15:46:00.000Z,2025-01-23T16:45:00.000Z,long,S2,21929.8400,21926.2500,60.0000,max_hold_time,43.5000,45.2500,29.5000,1.0000,19860.9900,2065.2600,1150555296.0807,0.3830,positive,21888.4700,37.7800,203969397.6195,22136.7300,210.4800,365843898.8372,[object Object],-0.0259,4.0000,1.2300,-1.2300,-0.2657,0.0403,1.3500,1.3700,0.1942,0.1190,0.0000,positive,-0.0032,0.0018
T000024,2025-01-23T17:03:00.000Z,2025-01-23T18:02:00.000Z,long,S2,21930.2200,21931.5000,60.0000,max_hold_time,5.2500,15.0000,31.2500,1.0000,19861.3400,2070.1600,1250743774.7357,0.4337,positive,21888.8500,42.6500,180486509.7018,22137.1100,205.6100,371751198.2587,[object Object],-0.0145,4.0000,0.6200,-0.6200,-0.3057,0.0472,-371.7300,0.7000,0.2024,0.1311,0.0000,positive,-0.0069,-0.0093
T000025,2025-01-23T19:34:00.000Z,2025-01-23T20:33:00.000Z,long,S3,21929.9200,21954.5000,60.0000,max_hold_time,15.5000,24.2500,11.0000,1.0000,19861.0600,2093.4400,1529527679.6397,0.5763,positive,21516.1500,438.3500,125458617.7549,22136.8100,182.3100,390940724.4486,[object Object],-0.0185,4.0000,-0.0400,0.0400,0.0062,0.0209,-0.0400,-0.0400,0.0728,0.0557,0.0000,positive,0.0196,0.0019
T000026,2025-01-24T16:42:00.000Z,2025-01-24T17:41:00.000Z,short,R5,22045.7900,22022.0000,60.0000,max_hold_time,49.2500,53.5000,13.7500,1.0000,22004.4200,17.5800,2944214838.0439,0.5945,positive,22128.5100,106.5100,696972495.5459,21508.0800,513.9200,173330285.9081,[object Object],0.0356,4.0000,-2159.2000,-2159.2000,-0.1265,-0.0595,0.7800,0.7700,-0.2178,-0.0493,0.0000,positive,0.0022,0.0151
T000027,2025-01-24T18:50:00.000Z,2025-01-24T19:49:00.000Z,short,R3,21921.5200,21908.0000,60.0000,max_hold_time,27.7500,64.0000,1.0000,1.0000,19844.3500,2063.6500,742320074.0574,0.3085,neutral,22128.3300,220.3300,449903292.1908,21507.9100,400.0900,198421340.3318,[object Object],0.0278,4.0000,-0.1500,-0.1500,0.0010,-0.0015,-0.1700,-0.1600,0.0087,0.0021,0.0000,neutral,-0.0023,-0.0138
T000028,2025-01-27T15:25:00.000Z,2025-01-27T15:57:23.000Z,long,S4,21337.4400,21314.0000,32.0000,trailing_stop,4.7500,104.5000,16.7500,1.0000,,,-2543173100.9341,-0.7234,negative,21548.7000,-234.7000,480407486.7811,22393.7500,1079.7500,130948575.0724,[object Object],-0.0275,2.0000,,,0.1337,0.0082,-236.6100,-245.9000,-0.1279,-0.0200,0.0000,negative,0.0100,0.0492
T000029,2025-01-27T19:52:00.000Z,2025-01-27T20:44:24.000Z,long,S1,21090.8200,21109.5000,52.0000,take_profit,120.2500,119.7500,9.5000,1.0000,,,-3990211217.2510,-0.7680,negative,21090.8200,18.6800,766821708.1787,21917.9100,808.4100,96799018.2248,[object Object],-0.0142,3.0000,,,-0.1447,0.2410,1.1500,1.2000,0.1622,0.0434,0.0000,negative,-0.0001,0.0177
T000030,2025-01-28T14:51:06.000Z,2025-01-28T15:01:06.000Z,long,S5,21167.4500,21192.2500,10.0000,take_profit,119.7500,115.7500,0.0000,1.0000,,,-3212989996.6709,-0.5029,negative,21084.7600,107.4900,817014801.3005,21704.9000,512.6500,196437364.4606,[object Object],-0.0697,1.0000,,,-0.3011,0.0392,223.4400,230.0100,0.3156,0.0766,0.0000,negative,-0.0273,-0.0354
T000031,2025-01-28T15:25:01.000Z,2025-01-28T16:24:00.000Z,long,S5,21416.9700,21437.2500,60.0000,max_hold_time,-16.0000,44.5000,42.2500,0.0000,,,-932929924.3414,-0.1725,neutral,21086.2100,351.0400,419111750.5987,21706.3900,269.1400,277849096.8731,[object Object],-0.0161,4.0000,,,0.2374,-0.1888,226.0200,232.6700,-1.0363,-0.1941,1.0000,negative,0.0003,0.0380
T000032,2025-01-28T16:31:00.000Z,2025-01-28T17:09:25.000Z,long,S5,21418.2700,21405.7500,38.0000,take_profit,121.2500,121.2500,17.5000,1.0000,19350.8700,2054.8800,-1637148335.9566,-0.3298,negative,21087.4900,318.2600,488493725.6800,21707.7100,301.9600,243406344.8675,[object Object],-0.0480,2.0000,,,-0.2703,0.2858,0.0400,206.7800,0.8517,0.2602,1.0000,neutral,0.0217,-0.0325
T000033,2025-01-28T18:01:00.000Z,2025-01-28T19:00:00.000Z,long,S5,21542.1300,21545.2500,60.0000,max_hold_time,-3.0000,38.7500,23.7500,0.0000,22947.9500,-1402.7000,151755720.6602,0.0332,neutral,21087.3100,457.9400,334514800.5948,21914.2600,369.0100,358374892.9346,[object Object],-0.0191,4.0000,,,0.0810,-0.1586,225.9500,234.8200,-3.1785,-0.1291,0.0000,neutral,0.0042,0.0157
T000034,2025-01-28T19:03:00.000Z,2025-01-28T20:02:00.000Z,long,S2,21522.2200,21541.2500,60.0000,max_hold_time,57.0000,84.7500,27.7500,1.0000,,,-330601882.0873,-0.0960,neutral,21313.2600,227.9900,361622978.7594,22149.0800,607.8300,301537219.1171,[object Object],-0.0248,4.0000,,,-0.1401,0.3287,-225.6100,-234.4700,2.3336,0.2145,0.0000,neutral,0.0405,-0.0038
T000035,2025-01-29T15:31:00.000Z,2025-01-29T16:30:00.000Z,long,S2,21508.4800,21518.7500,60.0000,max_hold_time,-30.7500,11.2500,62.7500,0.0000,,,-794677897.9257,-0.1806,neutral,21299.6600,219.0900,438183762.0756,21926.1200,407.3700,362423224.5806,[object Object],-0.0131,4.0000,,,-0.0393,-0.0199,-215.2300,-221.5600,0.3332,0.0193,0.0000,neutral,-0.0183,-0.0408
T000036,2025-01-29T16:35:00.000Z,2025-01-29T17:34:00.000Z,long,S5,21497.8500,21500.5000,60.0000,max_hold_time,30.0000,47.7500,33.7500,1.0000,,,-529859473.8517,-0.1613,neutral,21084.4300,416.0700,420972173.0526,21704.5600,204.0600,355210818.9307,[object Object],-0.0203,4.0000,,,-0.0612,0.1922,-1.4300,-1.4700,0.5818,0.0821,0.0000,neutral,0.0185,-0.0336
T000037,2025-01-30T14:31:00.000Z,2025-01-30T14:48:38.000Z,short,R5,21660.8900,21636.0000,17.0000,stop_loss,-81.5000,39.2500,78.5000,0.0000,21908.9200,-272.9200,1044330941.4587,0.2700,positive,21702.2300,66.2300,601008880.4386,21082.1700,553.8300,309988644.0842,[object Object],0.0184,1.0000,220.0700,220.0700,0.1700,-0.0355,217.9900,211.7600,0.2387,-0.0012,0.0000,positive,-0.0098,0.0016
T000038,2025-01-30T15:31:01.000Z,2025-01-30T15:52:31.000Z,long,S3,21534.8900,21515.7500,21.0000,trailing_stop,4.7500,76.7500,13.7500,1.0000,,,-90262605.5607,-0.0087,neutral,21080.2200,435.5300,390598770.5240,21700.2200,184.4700,594639861.3594,[object Object],-0.0385,1.0000,,,0.2955,-0.4137,0.5100,0.5300,-20.8949,-0.2010,1.0000,negative,-0.0027,-0.0002
T000039,2025-01-30T16:21:00.000Z,2025-01-30T16:54:01.000Z,long,S2,21494.8600,21486.5000,33.0000,take_profit,119.7500,119.5000,3.0000,1.0000,,,-141078347.8022,-0.0224,neutral,21081.5000,405.0000,393671581.2599,21701.5400,215.0400,589948301.0449,[object Object],-0.0426,2.0000,,,-0.1397,-0.3092,229.4800,236.2300,4.1873,0.1447,0.0000,neutral,-0.0186,-0.0153
T000040,2025-01-30T17:28:00.000Z,2025-01-30T18:27:00.000Z,long,S1,21493.9700,21510.2500,60.0000,max_hold_time,49.5000,62.7500,7.0000,1.0000,,,-578157755.6996,-0.0826,neutral,21493.9700,16.2800,449614060.3234,21700.6400,190.3900,529179859.0937,[object Object],-0.0400,4.0000,,,-0.1261,0.1172,-412.5500,0.8200,0.7772,0.0637,0.0000,neutral,-0.0119,-0.0446
T000041,2025-01-30T18:28:00.000Z,2025-01-30T19:27:00.000Z,long,S3,21536.1200,21559.7500,60.0000,max_hold_time,49.7500,64.7500,22.7500,1.0000,,,-128794093.8272,-0.0189,neutral,21081.4200,478.3300,392898583.8213,21701.4600,141.7100,591183059.1499,[object Object],-0.0368,4.0000,,,-0.1418,-0.3028,1.5900,1.6400,4.6643,0.1475,0.0000,neutral,0.0233,0.0190
T000042,2025-01-30T20:17:02.000Z,2025-01-30T20:40:45.000Z,short,R1,21703.1500,21680.5000,23.0000,take_profit,120.0000,118.5000,19.5000,1.0000,21785.8300,-105.3300,1484372601.6385,0.3055,positive,21703.1500,22.6500,742955818.4061,21083.0600,597.4400,296380523.2380,[object Object],0.0139,1.0000,,,-0.2208,0.3524,238.2500,649.3700,-1.1474,-0.3559,1.0000,neutral,0.0124,-0.0022
T000043,2025-01-31T14:32:00.000Z,2025-01-31T14:47:43.000Z,short,R5,21819.9100,21834.0000,15.0000,trailing_stop,4.7500,68.7500,3.7500,1.0000,21902.5600,-68.5600,2376372836.8791,0.3837,positive,21902.5600,68.5600,670965097.9286,21076.0500,757.9500,328094053.9904,[object Object],0.0257,1.0000,-0.0100,-0.0100,0.2855,-0.0163,206.6200,-0.0100,0.1973,0.0427,0.0000,positive,0.0083,0.0244
T000044,2025-01-31T15:20:00.000Z,2025-01-31T16:19:00.000Z,short,R2,21901.9600,21897.5000,60.0000,max_hold_time,-48.5000,25.0000,68.5000,0.0000,21901.9600,-4.4600,3158939831.7823,0.4736,positive,22108.5800,211.0800,1031190402.6502,21075.4700,822.0300,324222206.6030,[object Object],0.0118,4.0000,243.2500,243.2500,0.1194,0.0004,245.5500,234.0700,0.0759,-0.0645,0.0000,positive,-0.0066,0.0050
T000045,2025-01-31T16:32:06.000Z,2025-01-31T17:24:56.000Z,short,R2,21902.9400,21927.5000,52.0000,trailing_stop,4.7500,62.5000,4.2500,1.0000,21902.9400,24.5600,3133187768.9094,0.4701,positive,22109.5700,182.0700,1015703331.6000,21076.4100,851.0900,324094739.8283,[object Object],0.0198,3.0000,-1.0000,-1.0000,0.2746,-0.0278,-1.0100,-0.9600,0.1710,-0.0210,0.0000,positive,-0.0009,-0.0021
T000046,2025-01-31T18:16:00.000Z,2025-01-31T18:30:38.000Z,short,R1,21901.3700,21910.0000,14.0000,take_profit,120.0000,115.2500,3.2500,1.0000,21901.3700,8.6300,2345383839.9869,0.3761,positive,21901.3700,-8.6300,664973401.6299,21074.9000,835.1000,328969358.4103,[object Object],0.0385,1.0000,-1.0700,-1.0700,-0.1266,0.0493,-1.0700,-1.0200,-0.1723,-0.0782,0.0000,positive,0.0067,-0.0096
T000047,2025-01-31T18:49:00.000Z,2025-01-31T19:39:53.000Z,short,R3,21774.8900,21779.5000,50.0000,take_profit,120.5000,116.5000,4.5000,1.0000,21898.8400,-119.3400,1772677823.4640,0.2580,positive,21898.8400,119.3400,541368968.7566,21072.4700,707.0300,354619556.6556,[object Object],0.0150,3.0000,646.4800,646.4800,-0.3936,-0.0326,238.0000,229.0100,-0.7553,-0.1646,1.0000,neutral,0.0172,-0.0175
T000048,2025-01-31T19:59:10.000Z,2025-01-31T20:16:35.000Z,short,R3,21690.3300,21676.2500,17.0000,take_profit,119.7500,119.7500,2.7500,1.0000,22103.4800,-427.2300,845903532.2722,0.1794,neutral,21896.9100,220.6600,377599320.8169,21070.6100,605.6400,342085596.6963,[object Object],0.0206,2.0000,,,-0.2944,0.1312,2.9700,2.8600,-1.3772,-0.3045,0.0000,neutral,0.0104,-0.0535
T000049,2025-02-03T14:49:00.000Z,2025-02-03T15:14:27.000Z,long,S4,21193.2800,21214.2500,25.0000,stop_loss,-81.5000,37.7500,79.7500,0.0000,,,-4236174242.9470,-0.6743,negative,21069.3400,144.9100,957017621.6660,21895.5900,681.3400,141671015.8532,[object Object],-0.0112,1.0000,,,0.3431,-0.1091,227.5300,27.6600,-0.2478,-0.0445,1.0000,strong_negative,-0.0099,-0.0306
T000050,2025-02-03T15:23:00.000Z,2025-02-03T15:25:08.000Z,long,S5,21193.6100,21215.5000,2.0000,take_profit,119.7500,114.2500,0.0000,1.0000,,,-2728011524.6229,-0.6171,negative,21069.6700,145.8300,709714800.8192,21895.9300,680.4300,179545121.6506,[object Object],-0.0146,0.0000,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,negative,-0.0031,0.0111
T000051,2025-02-03T15:55:00.000Z,2025-02-03T16:27:43.000Z,long,S5,21422.3300,21401.2500,32.0000,trailing_stop,4.7500,73.2500,60.5000,1.0000,,,-2102186797.1150,-0.5639,negative,21297.0500,104.2000,608099096.1416,22132.2300,730.9800,167474567.0410,[object Object],-0.0177,2.0000,,,0.0362,0.0534,-5.4600,-5.6800,-0.0632,-0.0133,0.0000,negative,0.0252,-0.0187
T000052,2025-02-03T16:47:00.000Z,2025-02-03T16:58:03.000Z,long,S5,21423.7300,21446.5000,11.0000,stop_loss,-81.5000,15.0000,75.0000,0.0000,,,-2452112090.0786,-0.5910,negative,21298.4500,148.0500,664192382.9980,22133.6800,687.1800,186398602.2041,[object Object],-0.0266,0.0000,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,negative,0.0143,0.0294
T000053,2025-02-03T17:23:00.000Z,2025-02-03T17:55:28.000Z,long,S5,21432.7900,21421.2500,32.0000,stop_loss,-81.5000,34.7500,74.2500,0.0000,,,-2342787786.0912,-0.5801,negative,21307.4500,113.8000,647921729.4833,22143.0400,721.7900,185030771.1702,[object Object],-0.0217,2.0000,,,-0.0228,-0.0383,-238.7500,-248.1200,0.0383,0.0015,0.0000,negative,0.0164,0.0055
T000054,2025-02-03T18:05:00.000Z,2025-02-03T19:04:00.000Z,long,S5,21425.9900,21405.2500,60.0000,max_hold_time,58.0000,76.2500,48.7500,1.0000,,,-2213587203.0300,-0.5756,negative,21300.6900,104.5600,626508077.7617,22136.0100,730.7600,174645504.6680,[object Object],-0.0109,4.0000,,,-0.1737,0.0807,0.8400,0.8700,0.4003,0.1514,0.0000,negative,-0.0210,-0.0297
T000055,2025-02-03T19:11:00.000Z,2025-02-03T20:10:00.000Z,long,S2,21510.3700,21488.2500,60.0000,max_hold_time,-8.2500,31.5000,18.0000,0.0000,,,-1327381925.5013,-0.4241,negative,21301.5300,186.7200,517704761.5893,22136.8800,648.6300,188740507.5887,[object Object],-0.0258,4.0000,,,0.0623,-0.1078,-3.2700,-3.3900,-0.2744,-0.0935,0.0000,negative,0.0111,0.0691
T000056,2025-02-04T14:31:00.000Z,2025-02-04T14:50:31.000Z,long,S4,21397.3600,21421.5000,19.0000,take_profit,120.0000,118.0000,9.2500,1.0000,,,-1222654113.0499,-0.3280,negative,21066.9000,354.6000,523539798.3034,21893.0500,471.5500,232713275.9968,[object Object],-0.0638,1.0000,,,-0.1545,0.0963,-1.5700,-1.6200,0.5424,0.1484,1.0000,neutral,0.0307,0.0363
T000057,2025-02-04T15:43:00.000Z,2025-02-04T16:42:00.000Z,short,R3,21688.5900,21673.2500,60.0000,max_hold_time,-4.5000,50.0000,20.7500,0.0000,22101.7100,-428.4600,595847040.6570,0.1257,neutral,21895.1500,221.9000,387804342.3451,21068.9200,604.3300,370080803.2155,[object Object],0.0262,4.0000,-0.6100,-0.6100,0.0315,0.0037,-0.6100,-0.5800,0.1461,0.0215,0.0000,neutral,-0.0247,-0.0073
T000058,2025-02-04T19:38:00.000Z,2025-02-04T20:37:00.000Z,short,R3,21690.0300,21670.2500,60.0000,max_hold_time,19.2500,60.7500,0.5000,1.0000,22103.1700,-432.9200,617543949.6324,0.1308,neutral,21896.6000,226.3500,390839063.6832,21070.3100,599.9400,370340736.0349,[object Object],0.0271,4.0000,38.4500,38.4500,-0.0222,-0.0015,-2.8300,-2.7200,-0.1063,-0.0156,0.0000,neutral,0.0075,0.0165
T000059,2025-02-05T15:08:00.000Z,2025-02-05T16:07:00.000Z,long,S4,21520.0100,21527.0000,60.0000,max_hold_time,75.5000,83.0000,20.2500,1.0000,19413.4400,2113.5600,-1561419383.2987,-0.2760,negative,21478.7000,48.3000,763161437.1652,22098.2800,571.2800,231799993.7497,[object Object],-0.0287,4.0000,407.7900,-407.7900,-0.2425,0.0951,230.3900,237.0300,0.5174,0.1072,1.0000,neutral,-0.0209,-0.0166
T000060,2025-02-05T16:19:00.000Z,2025-02-05T16:51:05.000Z,long,S4,21600.7600,21578.7500,32.0000,take_profit,119.7500,119.7500,16.0000,1.0000,19609.2000,1969.5500,-474760742.8262,-0.0981,neutral,21476.8600,101.8900,507115262.8145,22096.3800,517.6300,264891407.5130,[object Object],-0.0283,2.0000,1.0800,-1.0800,-0.5580,0.3119,1.1900,-205.2900,2.8859,0.3945,0.0000,neutral,-0.0054,-0.0019
T000061,2025-02-05T17:18:00.000Z,2025-02-05T18:17:00.000Z,long,S1,21720.9200,21714.0000,60.0000,max_hold_time,-17.0000,9.2500,29.7500,0.0000,19832.0400,1881.9600,827137409.7570,0.2745,neutral,21720.9200,-6.9200,236763956.5234,22138.6300,424.6300,338160818.5474,[object Object],-0.0156,4.0000,-221.1700,221.1700,0.1827,-0.0456,-242.2300,-40.3600,-0.2698,-0.0742,0.0000,neutral,0.0055,-0.0026
T000062,2025-02-05T19:19:00.000Z,2025-02-05T20:18:00.000Z,long,S2,21715.7900,21726.7500,60.0000,max_hold_time,1.0000,4.7500,23.7500,1.0000,19827.3500,1899.4000,964985430.3580,0.3187,neutral,21506.9800,219.7700,218404276.2270,22133.4000,406.6500,357452422.8150,[object Object],-0.0263,4.0000,-215.8400,215.8400,-0.0869,0.0713,-234.1200,-240.9500,0.3137,0.0778,1.0000,positive,0.0148,0.0153
T000063,2025-02-06T15:13:08.000Z,2025-02-06T15:47:12.000Z,long,S5,21851.9300,21834.2500,34.0000,stop_loss,-81.5000,14.5000,78.5000,0.0000,22358.1500,-523.9000,2215590345.6490,0.5559,positive,21514.4500,319.8000,171241985.0194,22358.1500,523.9000,589571042.7193,[object Object],-0.0273,3.0000,-429.0600,429.0600,-0.0125,-0.1797,-39.6300,-470.3500,-0.3296,-0.0552,0.0000,positive,0.0102,-0.0064
T000064,2025-02-07T15:04:00.000Z,2025-02-07T15:24:31.000Z,short,R5,21759.1400,21781.5000,20.0000,trailing_stop,4.7500,95.5000,14.0000,1.0000,19603.0400,2178.4600,1128322418.4703,0.1903,positive,21883.0000,101.5000,616669451.8294,21057.2300,724.2700,348220999.4533,[object Object],0.0216,1.0000,2517.2600,2517.2600,0.1692,-0.0610,237.3000,228.3500,0.4500,0.0942,0.0000,positive,-0.0039,0.0142
T000065,2025-02-07T16:03:00.000Z,2025-02-07T16:19:40.000Z,short,R4,21674.2600,21667.2500,16.0000,stop_loss,-81.0000,41.2500,74.0000,0.0000,22499.9400,-832.6900,293190419.9038,0.0654,neutral,21880.6800,213.4300,457393893.9057,21054.9900,612.2600,391386153.8588,[object Object],0.0113,1.0000,202.8700,202.8700,-0.0417,0.0171,-3.4300,-3.3000,-0.3536,-0.0299,0.0000,neutral,-0.0077,-0.0073
T000066,2025-02-07T16:33:00.000Z,2025-02-07T17:07:28.000Z,short,R4,21670.5000,21657.5000,34.0000,trailing_stop,4.7500,72.5000,28.7500,1.0000,22908.8100,-1251.3100,142942186.5746,0.0216,neutral,21876.8800,219.3800,430142929.0233,21051.3400,606.1600,401117712.1844,[object Object],0.0102,2.0000,-409.9400,-409.9400,0.1031,-0.0383,2.7600,2.6500,1.6804,0.0695,0.0000,neutral,-0.0010,-0.0217
T000067,2025-02-07T19:39:00.000Z,2025-02-07T20:38:00.000Z,long,S5,21619.0300,21600.5000,60.0000,max_hold_time,-22.5000,23.5000,47.7500,0.0000,,,-485845101.4540,-0.1773,neutral,21285.1500,315.3500,394533949.6854,22119.8600,519.3600,331458550.6642,[object Object],-0.0146,4.0000,,,-0.0126,-0.1035,-231.9500,-241.0500,-0.6223,-0.0990,0.0000,neutral,0.0063,-0.0113
T000068,2025-02-10T16:46:00.000Z,2025-02-10T17:45:00.000Z,short,R2,21878.5200,21854.2500,60.0000,max_hold_time,4.7500,37.0000,18.7500,1.0000,21878.5200,-24.2700,2410992769.5310,0.5409,positive,22084.9200,230.6700,626562525.0958,21465.7200,388.5300,180783842.8901,[object Object],0.0219,4.0000,-0.1400,-0.1400,-0.0199,-0.0175,-0.1400,-412.9400,-0.0250,-0.0014,0.0000,positive,0.0019,0.0197
T000069,2025-02-12T16:28:00.000Z,2025-02-12T16:58:36.000Z,long,S2,21662.6000,21653.2500,30.0000,take_profit,119.7500,119.7500,0.2500,1.0000,19558.2300,2095.0200,-1465479530.1674,-0.3156,negative,21456.2900,196.9600,577239897.3862,21868.9100,215.6600,325481801.3227,[object Object],-0.0170,2.0000,2725.6300,-2725.6300,-0.5260,0.3063,208.5800,2.2900,1.4361,0.5160,1.0000,neutral,-0.0081,-0.0037
T000070,2025-02-13T18:23:00.000Z,2025-02-13T19:22:00.000Z,long,S2,21911.0500,21931.0000,60.0000,max_hold_time,84.2500,102.5000,21.0000,1.0000,19806.6000,2124.4000,2258951111.2421,0.8008,positive,21250.8300,680.1700,65742911.1450,22076.1100,145.1100,419462524.4755,[object Object],-0.0480,4.0000,82.0500,-82.0500,0.3008,0.1584,-0.5100,205.7700,0.5373,0.0215,0.0000,positive,-0.0156,-0.0151
T000071,2025-02-18T14:38:00.000Z,2025-02-18T15:27:52.000Z,short,R1,22266.6100,22245.7500,49.0000,take_profit,120.0000,110.2500,11.5000,1.0000,22060.4400,185.3100,3628833191.0830,0.8579,positive,22266.6100,20.8600,792967486.8839,21441.9200,803.8300,43702905.4841,[object Object],0.0165,3.0000,-2069.4800,-2069.4800,-0.1487,5.0046,1.4600,661.2000,-0.3009,-0.1674,0.0000,positive,0.0087,0.0104
