trade_id,side,levelType,entryTime,exitTime,snap_ts,bars_elapsed,bars_remaining,frac_elapsed,won,pnl_pts,mfe_pts,mae_pts,exit_reason,regime,gamma_flip,gamma_flip_dist,total_gex,gamma_imbalance,in_dir_wall,in_dir_wall_dist,in_dir_wall_strength,opp_wall,opp_wall_dist,opp_wall_strength,regime_changed_since_entry,in_dir_wall_strength_pct_change,opp_wall_strength_pct_change,total_gex_change_pct,gamma_imbalance_change,gamma_flip_drift_signed_dir
T000381,short,R3,2025-06-30T17:38:00.000Z,2025-06-30T18:37:00.000Z,2025-06-30T18:30:00.000Z,52.0000,7.0000,0.8814,1.0000,20.7500,38.2500,23.7500,max_hold_time,positive,20538.6600,2285.8400,2818399416.2166,0.6687,23028.2000,203.7000,429261274.1161,21368.5100,1455.9900,143728116.7780,0.0000,-0.0764,0.0089,-0.0919,-0.0776,-1991.3800
T000382,short,R1,2025-07-01T13:42:00.000Z,2025-07-01T14:41:00.000Z,2025-07-01T13:45:00.000Z,3.0000,56.0000,0.0508,1.0000,91.2500,98.1000,42.7500,max_hold_time,positive,22818.7300,-13.2300,3384705584.8922,0.6386,22818.7300,13.2300,894764310.1086,21366.6300,1438.8700,167107884.9495,0.0000,0.0412,-0.0059,0.0810,0.0356,2.7500
T000382,short,R1,2025-07-01T13:42:00.000Z,2025-07-01T14:41:00.000Z,2025-07-01T14:00:00.000Z,18.0000,41.0000,0.3051,1.0000,91.2500,98.1000,42.7500,max_hold_time,positive,22815.4000,-9.9000,3704187094.9120,0.5763,23230.2200,424.7200,535683060.1201,21363.5100,1441.9900,166247346.9058,0.0000,-0.3766,-0.0110,0.1830,-0.0268,-0.5800
T000382,short,R1,2025-07-01T13:42:00.000Z,2025-07-01T14:41:00.000Z,2025-07-01T14:15:00.000Z,33.0000,26.0000,0.5593,1.0000,91.2500,98.1000,42.7500,max_hold_time,positive,20525.0800,2280.4200,2777602864.2496,0.5640,22815.7900,10.2900,765311866.6715,21363.8700,1441.6300,169359144.7074,0.0000,-0.1094,0.0075,-0.1129,-0.0391,-2290.9000
T000382,short,R1,2025-07-01T13:42:00.000Z,2025-07-01T14:41:00.000Z,2025-07-01T14:30:00.000Z,48.0000,11.0000,0.8136,1.0000,91.2500,98.1000,42.7500,max_hold_time,positive,23046.1700,-240.6700,2023225220.3828,0.4410,23046.1700,240.6700,488079071.0374,21579.5900,1225.9100,172030105.1439,0.0000,-0.4320,0.0234,-0.3539,-0.1621,230.1900
T000383,long,S2,2025-07-01T15:50:00.000Z,2025-07-01T16:49:00.000Z,2025-07-01T16:00:00.000Z,10.0000,49.0000,0.1695,1.0000,70.0000,85.0000,10.2500,max_hold_time,positive,22815.9200,-173.9200,1862072510.7778,0.4257,21364.0000,1278.0000,172558307.5394,22815.9200,173.9200,454361412.1986,0.0000,-0.0153,0.0091,0.3569,0.0556,-2364.4300
T000383,long,S2,2025-07-01T15:50:00.000Z,2025-07-01T16:49:00.000Z,2025-07-01T16:15:00.000Z,25.0000,34.0000,0.4237,1.0000,70.0000,85.0000,10.2500,max_hold_time,positive,22856.6200,-214.6200,1530372526.2214,0.3966,21363.2700,1278.7300,173961688.1387,22815.1400,173.1400,435883181.2492,0.0000,-0.0073,-0.0320,0.1152,0.0265,-2405.1300
T000383,long,S2,2025-07-01T15:50:00.000Z,2025-07-01T16:49:00.000Z,2025-07-01T16:30:00.000Z,40.0000,19.0000,0.6780,1.0000,70.0000,85.0000,10.2500,max_hold_time,positive,22815.6800,-173.6800,1902980445.8012,0.4307,21363.7700,1278.2300,172424106.2323,22815.6800,173.6800,461327965.9312,0.0000,-0.0161,0.0245,0.3867,0.0606,-2364.1900
T000383,long,S2,2025-07-01T15:50:00.000Z,2025-07-01T16:49:00.000Z,2025-07-01T16:45:00.000Z,55.0000,4.0000,0.9322,1.0000,70.0000,85.0000,10.2500,max_hold_time,positive,22815.6600,-173.6600,1828360374.2830,0.4242,21363.7500,1278.2500,172693905.6464,22815.6600,173.6600,449278504.8610,0.0000,-0.0145,-0.0022,0.3324,0.0541,-2364.1700
T000384,long,S2,2025-07-02T13:36:00.000Z,2025-07-02T14:30:31.000Z,2025-07-02T13:45:00.000Z,9.0000,45.0000,0.1651,1.0000,120.2500,119.7500,3.0000,take_profit,positive,20731.1200,1948.3800,1117921387.1672,0.3571,22648.3500,31.1500,346420647.0791,22814.2700,134.7700,412306806.1630,1.0000,-0.1611,-0.0299,0.2525,0.0586,-1.4200
T000384,long,S2,2025-07-02T13:36:00.000Z,2025-07-02T14:30:31.000Z,2025-07-02T14:00:00.000Z,24.0000,30.0000,0.4402,1.0000,120.2500,119.7500,3.0000,take_profit,positive,20729.8100,1949.6900,2037800349.7002,0.4859,21361.1000,1318.4000,158715254.8636,23227.6000,548.1000,429225495.2725,1.0000,-0.6157,0.0099,1.2832,0.1874,-0.1100
T000384,long,S2,2025-07-02T13:36:00.000Z,2025-07-02T14:30:31.000Z,2025-07-02T14:15:00.000Z,39.0000,15.0000,0.7154,1.0000,120.2500,119.7500,3.0000,take_profit,positive,20935.4400,1744.0600,2598691955.4275,0.6293,21572.9900,1106.5100,156137819.0062,23458.0100,778.5100,468896555.4791,1.0000,-0.6219,0.1033,1.9116,0.3308,-205.7400
T000384,long,S2,2025-07-02T13:36:00.000Z,2025-07-02T14:30:31.000Z,2025-07-02T14:30:00.000Z,54.0000,0.0000,0.9905,1.0000,120.2500,119.7500,3.0000,take_profit,positive,20729.9700,1949.5300,2323580686.0903,0.5528,21361.2600,1318.2400,157158882.8183,23227.7800,548.2800,451657366.3888,1.0000,-0.6194,0.0627,1.6034,0.2542,-0.2700
T000385,short,R2,2025-07-02T15:34:00.000Z,2025-07-02T16:33:00.000Z,2025-07-02T15:45:00.000Z,11.0000,48.0000,0.1864,0.0000,-14.7500,12.0000,28.5000,max_hold_time,positive,20616.0400,2198.7100,3009734858.1812,0.7083,23229.3400,414.5900,510222547.3463,21362.7000,1452.0500,154148532.0408,0.0000,0.0397,-0.0056,0.0570,0.0040,-115.9800
T000385,short,R2,2025-07-02T15:34:00.000Z,2025-07-02T16:33:00.000Z,2025-07-02T16:00:00.000Z,26.0000,33.0000,0.4407,0.0000,-14.7500,12.0000,28.5000,max_hold_time,positive,20615.8100,2198.9400,2996232531.4995,0.7047,23229.0800,414.3300,508245733.8347,21362.4600,1452.2900,154227281.4807,0.0000,0.0357,-0.0051,0.0522,0.0004,-116.2100
T000385,short,R2,2025-07-02T15:34:00.000Z,2025-07-02T16:33:00.000Z,2025-07-02T16:15:00.000Z,41.0000,18.0000,0.6949,0.0000,-14.7500,12.0000,28.5000,max_hold_time,positive,20615.6300,2199.1200,3120019648.6002,0.7142,23228.8800,414.1300,525557330.9246,21362.2700,1452.4800,153529158.0040,0.0000,0.0710,-0.0096,0.0957,0.0098,-116.3900
T000385,short,R2,2025-07-02T15:34:00.000Z,2025-07-02T16:33:00.000Z,2025-07-02T16:30:00.000Z,56.0000,3.0000,0.9492,0.0000,-14.7500,12.0000,28.5000,max_hold_time,positive,20615.3500,2199.4000,3180752617.1803,0.7139,23228.5600,413.8100,532839395.0972,21361.9800,1452.7700,153250995.7068,0.0000,0.0858,-0.0114,0.1170,0.0096,-116.6700
T000386,long,S2,2025-07-08T14:00:00.000Z,2025-07-08T14:45:31.000Z,2025-07-08T14:00:00.000Z,0.0000,45.0000,0.0000,1.0000,4.7500,61.2500,32.5000,trailing_stop,positive,20713.5800,2167.9200,2573854515.5091,0.6010,21344.3800,1537.1200,137013793.8783,23002.1900,120.6900,595653732.2744,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
T000386,long,S2,2025-07-08T14:00:00.000Z,2025-07-08T14:45:31.000Z,2025-07-08T14:15:00.000Z,15.0000,30.0000,0.3295,1.0000,4.7500,61.2500,32.5000,trailing_stop,positive,20714.7400,2166.7600,2443790882.2855,0.6301,21345.5800,1535.9200,137565613.7246,23003.4900,121.9900,581625732.1595,0.0000,0.0040,-0.0236,-0.0505,0.0291,-1.1600
T000386,long,S2,2025-07-08T14:00:00.000Z,2025-07-08T14:45:31.000Z,2025-07-08T14:30:00.000Z,30.0000,15.0000,0.6591,1.0000,4.7500,61.2500,32.5000,trailing_stop,positive,20714.9900,2166.5100,3251746836.7214,0.6983,21345.8400,1535.6600,134071379.9739,23003.7600,122.2600,695644957.4153,0.0000,-0.0215,0.1679,0.2634,0.0973,-1.4100
T000386,long,S2,2025-07-08T14:00:00.000Z,2025-07-08T14:45:31.000Z,2025-07-08T14:45:00.000Z,45.0000,0.0000,0.9886,1.0000,4.7500,61.2500,32.5000,trailing_stop,positive,20714.9100,2166.5900,2744443380.9339,0.6275,21345.7500,1535.7500,136296449.2568,23003.6700,122.1700,615737282.9385,0.0000,-0.0052,0.0337,0.0663,0.0265,-1.3300
T000387,long,S2,2025-07-08T15:36:00.000Z,2025-07-08T16:35:00.000Z,2025-07-08T15:45:00.000Z,9.0000,50.0000,0.1525,1.0000,15.2500,80.2500,4.7500,max_hold_time,positive,20713.9200,2168.5800,2955165962.9988,0.6593,21344.7300,1537.7700,135437381.5018,23002.5700,120.0700,641680131.6922,0.0000,-0.0121,0.0814,0.1570,0.0611,0.1000
T000387,long,S2,2025-07-08T15:36:00.000Z,2025-07-08T16:35:00.000Z,2025-07-08T16:00:00.000Z,24.0000,35.0000,0.4068,1.0000,15.2500,80.2500,4.7500,max_hold_time,positive,20714.4300,2168.0700,3145486343.1576,0.6890,21345.2500,1537.2500,134601503.6586,23003.1400,120.6400,673311216.6284,0.0000,-0.0182,0.1347,0.2315,0.0908,-0.4100
T000387,long,S2,2025-07-08T15:36:00.000Z,2025-07-08T16:35:00.000Z,2025-07-08T16:15:00.000Z,39.0000,20.0000,0.6610,1.0000,15.2500,80.2500,4.7500,max_hold_time,positive,20715.0900,2167.4100,3524702624.3236,0.7270,21345.9300,1536.5700,132743348.2480,23003.8700,121.3700,749769993.1574,0.0000,-0.0318,0.2635,0.3799,0.1288,-1.0700
T000387,long,S2,2025-07-08T15:36:00.000Z,2025-07-08T16:35:00.000Z,2025-07-08T16:30:00.000Z,54.0000,5.0000,0.9153,1.0000,15.2500,80.2500,4.7500,max_hold_time,positive,20714.7400,2167.7600,3183876520.2869,0.6893,21345.5800,1536.9200,134406149.9570,23003.4900,120.9900,681488069.2903,0.0000,-0.0196,0.1485,0.2465,0.0911,-0.7200
T000388,long,S4,2025-07-08T17:19:00.000Z,2025-07-08T18:18:00.000Z,2025-07-08T17:30:00.000Z,11.0000,48.0000,0.1864,1.0000,53.0000,61.5000,1.7500,max_hold_time,positive,20715.4700,2166.0300,2857155996.5749,0.6423,21346.3300,1535.1700,135853718.8343,23004.2900,122.7900,630381959.0143,0.0000,0.0064,-0.0413,-0.0666,-0.0345,-1.6700
T000388,long,S4,2025-07-08T17:19:00.000Z,2025-07-08T18:18:00.000Z,2025-07-08T17:45:00.000Z,26.0000,33.0000,0.4407,1.0000,53.0000,61.5000,1.7500,max_hold_time,positive,20714.1300,2167.3700,3355507734.2002,0.7125,21344.9400,1536.5600,133570450.2862,23002.8000,121.3000,716677215.3238,0.0000,-0.0105,0.0899,0.0962,0.0357,-0.3300
T000388,long,S4,2025-07-08T17:19:00.000Z,2025-07-08T18:18:00.000Z,2025-07-08T18:00:00.000Z,41.0000,18.0000,0.6949,1.0000,53.0000,61.5000,1.7500,max_hold_time,positive,20714.7900,2166.7100,3319100496.3851,0.7083,21345.6300,1535.8700,133737176.2434,23003.5400,122.0400,709728735.4966,0.0000,-0.0093,0.0794,0.0843,0.0314,-0.9900
T000388,long,S4,2025-07-08T17:19:00.000Z,2025-07-08T18:18:00.000Z,2025-07-08T18:15:00.000Z,56.0000,3.0000,0.9492,1.0000,53.0000,61.5000,1.7500,max_hold_time,positive,20715.0000,2166.5000,3047421376.2402,0.6748,21345.8400,1535.6600,135047726.4166,23003.7700,122.2700,655405557.1287,0.0000,0.0004,-0.0033,-0.0045,-0.0021,-1.2000
T000389,long,S3,2025-07-11T13:45:00.000Z,2025-07-11T14:24:05.000Z,2025-07-11T13:45:00.000Z,0.0000,39.0000,0.0000,1.0000,120.2500,120.2500,14.0000,take_profit,positive,23215.8400,-338.8400,2688277121.9202,0.6188,21542.6300,1334.3700,137655988.7483,23425.0000,548.0000,667034913.0410,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
T000389,long,S3,2025-07-11T13:45:00.000Z,2025-07-11T14:24:05.000Z,2025-07-11T14:00:00.000Z,15.0000,24.0000,0.3838,1.0000,120.2500,120.2500,14.0000,take_profit,positive,22986.9500,-109.9500,2928495648.7452,0.6381,21330.2300,1546.7700,135535991.0805,23194.0400,317.0400,717775056.2808,0.0000,-0.0154,0.0761,0.0894,0.0194,228.8900
T000389,long,S3,2025-07-11T13:45:00.000Z,2025-07-11T14:24:05.000Z,2025-07-11T14:15:00.000Z,30.0000,9.0000,0.7676,1.0000,120.2500,120.2500,14.0000,take_profit,positive,22987.2700,-110.2700,3094146332.1873,0.6080,21330.5300,1546.4700,133772522.2545,23194.3600,317.3600,764557092.0394,0.0000,-0.0282,0.1462,0.1510,-0.0107,228.5700
T000390,long,S3,2025-07-14T13:46:00.000Z,2025-07-14T14:21:03.000Z,2025-07-14T14:00:00.000Z,14.0000,21.0000,0.3994,1.0000,120.0000,111.0000,12.0000,take_profit,positive,20696.7600,2168.7400,1149187641.4018,0.2873,22900.6900,-35.1900,380197030.1372,23190.5700,325.0700,620038687.1919,1.0000,-0.0731,0.1169,1.4103,0.1217,423.1100
T000390,long,S3,2025-07-14T13:46:00.000Z,2025-07-14T14:21:03.000Z,2025-07-14T14:15:00.000Z,29.0000,6.0000,0.8274,1.0000,120.0000,111.0000,12.0000,take_profit,positive,20696.7300,2168.7700,1056985030.1704,0.3162,22900.6600,-35.1600,386128575.9689,23190.5400,325.0400,610136619.7745,1.0000,-0.0586,0.0991,1.2170,0.1507,423.1400
T000391,long,S3,2025-07-14T14:48:00.000Z,2025-07-14T15:47:00.000Z,2025-07-14T15:00:00.000Z,12.0000,47.0000,0.2034,1.0000,49.2500,66.0000,4.0000,max_hold_time,positive,23192.3000,-235.8000,2310201120.1142,0.5041,22902.3900,54.1100,277058081.0065,23192.3000,235.8000,746735297.1769,0.0000,-0.0979,0.0448,0.1460,0.0470,-0.7700
T000391,long,S3,2025-07-14T14:48:00.000Z,2025-07-14T15:47:00.000Z,2025-07-14T15:15:00.000Z,27.0000,32.0000,0.4576,1.0000,49.2500,66.0000,4.0000,max_hold_time,positive,20904.8300,2051.6700,2390861263.3762,0.5241,22901.8000,54.7000,268874318.7328,23191.6900,235.1900,755101707.4129,0.0000,-0.1245,0.0565,0.1861,0.0670,2286.7000
T000391,long,S3,2025-07-14T14:48:00.000Z,2025-07-14T15:47:00.000Z,2025-07-14T15:30:00.000Z,42.0000,17.0000,0.7119,1.0000,49.2500,66.0000,4.0000,max_hold_time,positive,23192.0300,-235.5300,2263896898.4597,0.4964,22902.1300,54.3700,281801523.8955,23192.0300,235.5300,742663412.7181,0.0000,-0.0824,0.0391,0.1231,0.0393,-0.5000
T000391,long,S3,2025-07-14T14:48:00.000Z,2025-07-14T15:47:00.000Z,2025-07-14T15:45:00.000Z,57.0000,2.0000,0.9661,1.0000,49.2500,66.0000,4.0000,max_hold_time,positive,20905.1500,2051.3500,2333176741.7635,0.5146,22902.1500,54.3500,274701012.5294,23192.0500,235.5500,748773188.2035,0.0000,-0.1055,0.0476,0.1574,0.0575,2286.3800
T000392,long,S1,2025-07-15T15:19:00.000Z,2025-07-15T16:18:00.000Z,2025-07-15T15:30:00.000Z,11.0000,48.0000,0.1864,1.0000,15.5000,46.2500,4.7500,max_hold_time,positive,20902.6300,2232.1200,4791405174.6856,0.6892,22899.3900,235.3600,158197312.4650,23189.2600,54.5100,1601527611.9196,0.0000,0.0285,-0.0085,-0.0136,-0.0083,209.1900
T000392,long,S1,2025-07-15T15:19:00.000Z,2025-07-15T16:18:00.000Z,2025-07-15T15:45:00.000Z,26.0000,33.0000,0.4407,1.0000,15.5000,46.2500,4.7500,max_hold_time,positive,21112.6100,2022.1400,4710531702.8040,0.6784,23129.4300,5.3200,163526168.7840,23422.2100,287.4600,1580159458.9062,0.0000,0.0631,-0.0217,-0.0303,-0.0190,-0.7900
T000392,long,S1,2025-07-15T15:19:00.000Z,2025-07-15T16:18:00.000Z,2025-07-15T16:00:00.000Z,41.0000,18.0000,0.6949,1.0000,15.5000,46.2500,4.7500,max_hold_time,positive,20902.1500,2232.6000,4564473391.1606,0.6687,22898.8700,235.8800,173097805.2471,23188.7300,53.9800,1532492726.5827,0.0000,0.1253,-0.0513,-0.0603,-0.0288,209.6700
T000392,long,S1,2025-07-15T15:19:00.000Z,2025-07-15T16:18:00.000Z,2025-07-15T16:15:00.000Z,56.0000,3.0000,0.9492,1.0000,15.5000,46.2500,4.7500,max_hold_time,positive,20902.4600,2232.2900,4569498126.3537,0.6695,22899.2000,235.5500,172740730.9770,23189.0700,54.3200,1534392078.3683,0.0000,0.1230,-0.0501,-0.0593,-0.0279,209.3600
T000393,short,R1,2025-07-15T18:07:00.000Z,2025-07-15T19:06:00.000Z,2025-07-15T18:15:00.000Z,8.0000,51.0000,0.1356,1.0000,70.7500,90.7500,5.2500,max_hold_time,positive,20903.6300,2271.1200,4827174201.7626,0.6937,23190.3600,15.6100,1609354650.4804,22900.4800,274.2700,155829652.9577,0.0000,-0.0083,0.0331,-0.0144,-0.0092,0.6500
T000393,short,R1,2025-07-15T18:07:00.000Z,2025-07-15T19:06:00.000Z,2025-07-15T18:30:00.000Z,23.0000,36.0000,0.3898,1.0000,70.7500,90.7500,5.2500,max_hold_time,positive,20901.5100,2273.2400,4646748370.6333,0.6692,23188.0200,13.2700,1559523820.9102,22898.1700,276.5800,167860109.8408,0.0000,-0.0390,0.1128,-0.0512,-0.0337,-1.4700
T000393,short,R1,2025-07-15T18:07:00.000Z,2025-07-15T19:06:00.000Z,2025-07-15T18:45:00.000Z,38.0000,21.0000,0.6441,1.0000,70.7500,90.7500,5.2500,max_hold_time,positive,20828.6100,2346.1400,3875493329.7157,0.5811,23188.9100,14.1600,1246554106.0873,22899.0500,275.7000,225540990.8145,0.0000,-0.2318,0.4952,-0.2087,-0.1218,-74.3700
