t_et,spot,up,dn,d_up_pct,d_dn_pct,p_up_fair,up_rank,dn_rank,sentiment,hour_et,winner,bars_to_touch,censor,symbol,p_adj,regime,flip_dist_pct,gamma_imb,total_gex,up_conf_res,dn_conf_sup,up_is_wall,dn_is_wall,gex_res_between,gex_sup_between,snap_age_min
2023-11-09 04:30:00,15377.0,15429.13,15360.26,0.339,0.109,0.2431,4,3,BEARISH,04,up,329,,NQZ3,0.2546,positive,9.646,0,2853046512.409359,0.06516225531637262,0.6897314170514371,False,False,True,False,0
2023-11-09 05:30:00,15383.0,15423.12,15360.84,0.261,0.144,0.3558,4,2,BULLISH,05,up,269,,NQZ3,0.3682,positive,9.678,0,2969713584.7313833,0.02171227978937883,0.6889423389455864,False,False,False,False,0
2023-11-09 08:30:00,15389.25,15426.01,15380.89,0.239,0.054,0.1853,4,1,BULLISH,08,down,1,,NQZ3,0.1903,positive,-0.179,0,3154339530.7379675,0.05978199067531379,0.8380525366733229,False,False,False,False,0
2023-11-09 09:30:00,15402.75,15430.05,15382.9,0.177,0.129,0.421,4,3,BULLISH,09,down,2,,NQZ3,0.4317,positive,-0.118,0,3316917210.7535453,0.058820665140961785,0.8234893119735122,False,False,False,False,0
2023-11-09 11:30:00,15406.0,15417.06,15393.2,0.072,0.083,0.5365,4,2,BULLISH,11,up,14,,NQZ3,0.5407,positive,-1.335,0,3410841470.996971,1.263338958847209,0.20751655199273766,False,False,False,False,0
2023-11-10 04:30:00,15213.0,15258.44,15184.07,0.299,0.19,0.389,1,2,BEARISH,04,up,180,,NQZ3,0.4044,negative,9.504,0,-3450594163.600773,2.1189771905606962,0.10162361138499393,False,False,False,True,0
2023-11-10 07:30:00,15256.0,15360.76,15247.99,0.687,0.053,0.071,4,3,BULLISH,07,up,130,,NQZ3,0.0785,negative,5.433,0,-3025716375.6975803,1.4455296276874716,0.02320398531725795,False,True,False,False,0
2023-11-10 08:30:00,15278.75,15359.01,15255.24,0.525,0.154,0.2266,4,1,BULLISH,08,up,70,,NQZ3,0.2433,negative,5.594,0,-2654530151.304295,1.4327088276200581,0.045946167062098905,False,True,False,False,0
2023-11-10 09:30:00,15310.5,15358.7,15278.71,0.315,0.208,0.3974,4,1,BULLISH,09,up,10,,NQZ3,0.4148,negative,5.76,0,-1952831504.781474,1.4645504718983675,0.10221743248098661,False,False,False,False,0
2023-11-10 10:30:00,15337.0,15433.14,15253.55,0.627,0.544,0.4647,5,2,BULLISH,10,up,38,,NQZ3,0.5042,negative,5.926,0,-1756702626.5019188,0.973267262176439,0.005998565560409942,False,True,False,True,0
2023-11-10 11:30:00,15433.75,15458.54,15361.17,0.161,0.47,0.7454,5,4,BULLISH,11,up,30,,NQZ3,0.7609,neutral,9.453,0,745067659.3598064,0.8037579978942206,0.09919818579411674,False,True,False,True,0
2023-11-13 04:30:00,15544.0,15577.94,15519.03,0.218,0.161,0.4239,3,1,BEARISH,04,down,300,,NQZ3,0.4374,positive,-0.507,0,2602320227.247081,0.55352547606793,0.6586464230571347,False,False,False,False,0
2023-11-13 05:30:00,15551.25,15597.89,15536.92,0.3,0.092,0.235,3,1,BEARISH,05,down,191,,NQZ3,0.2444,positive,-0.447,0,2711184927.6063104,0.41199260509605146,0.7861747447954358,False,False,False,False,0
2023-11-13 06:30:00,15553.5,15578.75,15545.26,0.162,0.053,0.246,1,2,BEARISH,06,down,125,,NQZ3,0.252,positive,-0.165,0,2822027499.80563,0.5322917671263759,0.8423184492236488,False,False,False,False,0
2023-11-13 07:30:00,15554.75,15581.42,15516.26,0.171,0.247,0.5907,1,5,BEARISH,07,down,123,,NQZ3,0.6046,positive,-0.144,0,2773204103.892432,0.5024188752631809,0.6682846075957551,False,False,False,False,0
2023-11-13 08:30:00,15573.25,15599.77,15526.06,0.17,0.303,0.6402,1,5,BEARISH,08,down,59,,NQZ3,0.6553,positive,-0.039,0,2958451625.1948276,0.39837541938901033,0.7162281476249277,False,False,False,False,0
2023-11-13 09:30:00,15529.75,15587.87,15485.74,0.374,0.283,0.4309,2,4,BEARISH,09,down,13,,NQZ3,0.4527,positive,-0.849,0,2367524585.3029013,0.47502374474797476,0.0710893607430955,False,False,False,False,0
2023-11-13 10:30:00,15517.5,15564.56,15475.59,0.303,0.27,0.4711,1,4,BEARISH,10,up,53,,NQZ3,0.4906,positive,9.691,0,2225844066.0654035,0.6298695021749624,0.12482680844208668,False,False,False,False,0
2023-11-13 11:30:00,15557.75,15565.82,15527.44,0.052,0.195,0.7897,2,5,BEARISH,11,up,2,,NQZ3,0.795,positive,-0.135,0,2969937368.197096,0.6132634860439322,0.7294756632546466,False,False,False,False,0
2023-11-13 12:30:00,15550.25,15575.21,15529.48,0.161,0.134,0.4542,2,5,BULLISH,12,up,74,,NQZ3,0.4642,positive,-0.178,0,2779338609.8094435,0.5479011591453561,0.748155174354111,False,False,False,False,0
2023-11-13 13:30:00,15538.0,15548.39,15487.27,0.067,0.326,0.83,1,4,BULLISH,13,up,2,,NQZ3,0.837,positive,-0.528,0,2602320227.247081,0.7260908739863542,0.4720041189342267,False,False,False,False,0
2023-11-13 14:30:00,15582.5,15646.35,15571.25,0.41,0.072,0.1498,3,2,BULLISH,14,down,3,,NQZ3,0.1578,positive,0.025,0,3196231044.5218077,0.09452911920423271,1.0104283651532213,True,False,False,False,0
2023-11-13 15:30:00,15571.0,15647.14,15539.37,0.489,0.203,0.2935,3,5,BULLISH,15,up,959,,NQZ3,0.3131,positive,-0.047,0,3031909858.4150763,0.08702074369020033,0.8088754736368938,True,False,False,False,0
2023-11-13 16:30:00,15552.75,15562.58,15537.99,0.063,0.095,0.6002,2,5,BULLISH,16,up,38,,NQZ3,0.6064,positive,-0.429,0,2748546984.4893537,0.6310781051582494,0.8007587082670206,False,False,False,False,0
2023-11-13 18:30:00,15555.5,15636.56,15539.64,0.521,0.102,0.1636,3,5,BULLISH,18,up,839,,NQZ3,0.1755,positive,-0.427,0,2736145785.0044456,0.1704220372215629,0.7963742727652547,False,False,False,False,0
2023-11-13 19:30:00,15557.5,15629.48,15541.11,0.463,0.105,0.1855,3,5,BULLISH,19,up,779,,NQZ3,0.1967,positive,-0.166,0,2754729331.022264,0.2337779206170709,0.7881729069580641,False,False,False,False,45
2023-11-14 06:30:00,15573.25,15584.1,15561.28,0.07,0.077,0.5245,1,5,BULLISH,06,up,25,,NQZ3,0.5288,neutral,,0,82156212.99569955,1.5202992310532497,0.18506092177292172,False,False,False,False,0
2023-11-14 07:30:00,15573.25,15582.21,15565.01,0.058,0.053,0.4791,4,5,BEARISH,07,up,28,,NQZ3,0.4812,neutral,,0,145544077.73877147,1.5473327661214016,0.07018445090138725,False,True,False,False,0
2023-11-14 12:30:00,15844.25,15890.7,15817.6,0.293,0.168,0.3646,1,2,BULLISH,12,up,144,,NQZ3,0.379,positive,8.44,0,4533451552.361159,0.1494548495511008,5.410543257017531,True,False,False,False,0
2023-11-14 13:30:00,15881.0,15930.86,15863.02,0.314,0.113,0.265,1,2,BULLISH,13,down,13,,NQZ3,0.276,positive,5.279,0,4496109377.144313,0.1167432781310941,2.57024116869215,False,False,False,False,0
2023-11-14 14:30:00,15860.5,15883.06,15735.96,0.142,0.785,0.8466,2,3,BULLISH,14,up,19,,NQZ3,0.8627,positive,5.42,0,4555826377.013117,0.1051669241196702,3.594968632766927,True,False,False,False,0
2023-11-14 15:30:00,15910.25,15922.77,15762.69,0.079,0.927,0.9218,1,3,BULLISH,15,up,314,,NQZ3,0.931,positive,4.157,0,4365711893.868669,0.1683820178815484,1.9339105293757202,False,False,False,False,0
2023-11-14 16:30:00,15902.25,15932.89,15784.15,0.193,0.743,0.794,2,3,BULLISH,16,up,286,,NQZ3,0.8141,positive,4.113,0,4412649641.916235,0.10011161942492461,2.0744234306466014,False,False,False,False,0
2023-11-14 18:30:00,15910.5,15953.55,15886.51,0.271,0.151,0.3578,2,1,BULLISH,18,up,554,,NQZ3,0.3711,positive,4.155,0,4362290274.42513,0.02237516105716031,2.709468589924893,False,False,False,False,0
2023-11-14 19:30:00,15902.5,15966.96,15892.62,0.405,0.062,0.1329,2,1,BEARISH,19,up,617,,NQZ3,0.1402,positive,4.124,0,4381269017.945337,0.12432007545982465,2.7662946077660853,False,False,False,False,30
2023-11-15 04:30:00,15938.75,15950.47,15865.56,0.074,0.459,0.862,1,4,BEARISH,04,up,59,,NQZ3,0.8697,positive,2.65,0,4167458776.5150495,1.2017253548741331,0.68763234256137,False,False,False,False,0
2023-11-15 05:30:00,15953.25,16009.63,15937.28,0.353,0.1,0.2207,3,1,BEARISH,05,up,179,,NQZ3,0.2315,positive,3.655,0,4194052120.5879927,0.12417532477709124,0.9720903264225154,False,False,False,False,0
2023-11-15 06:30:00,15963.75,16021.31,15953.84,0.361,0.062,0.1469,3,2,BEARISH,06,up,119,,NQZ3,0.1539,positive,1.923,0,4362596481.280581,0.038837992326368975,1.0870879335995671,False,False,True,False,0
2023-11-15 07:30:00,15977.25,16031.64,15959.24,0.34,0.113,0.2488,3,2,BULLISH,07,up,59,,NQZ3,0.2611,positive,0.767,0,4575049434.828319,0.981896133564919,0.12930886103678577,False,False,False,False,0
2023-11-15 08:30:00,16010.5,16052.86,15982.23,0.265,0.177,0.4003,3,2,BEARISH,08,down,0,,NQZ3,0.4149,positive,1.184,0,4747172627.272139,0.09581212329408917,1.2643577652165785,True,False,True,False,0
2023-11-15 09:30:00,15951.25,16011.74,15830.07,0.379,0.76,0.667,2,5,BEARISH,09,down,629,,NQZ3,0.701,positive,3.64,0,4278701542.618595,0.11466186035577695,0.29646579421674824,False,False,False,False,0
2023-11-15 10:30:00,15939.25,15981.16,15819.63,0.263,0.75,0.7405,2,5,BULLISH,10,down,1391,,NQZ3,0.7662,positive,2.577,0,4188417269.3071465,1.088131499286356,0.5173392725504595,False,False,False,False,0
2023-11-15 11:30:00,15954.75,15978.75,15830.13,0.15,0.781,0.8385,2,5,BEARISH,11,down,509,,NQZ3,0.8555,positive,2.466,0,4288679790.4010653,1.3060060483555105,0.6388066249862898,False,False,False,False,0
2023-11-15 12:30:00,15905.25,15959.92,15834.1,0.344,0.447,0.5655,2,5,BEARISH,12,down,44,,NQZ3,0.5914,positive,5.44,0,3899915022.7534204,0.08456327313308956,0.32976532905802003,False,False,False,False,0
2023-11-15 13:30:00,15882.0,15920.7,15838.29,0.244,0.275,0.5304,1,5,BEARISH,13,up,59,,NQZ3,0.5474,positive,5.56,0,3917728821.542528,0.09614658103513686,0.35562271754188,False,False,False,False,0
2023-11-15 14:30:00,15917.5,15938.36,15901.95,0.131,0.098,0.4271,2,1,BEARISH,14,down,18,,NQZ3,0.4356,positive,4.221,0,4040403300.297517,0.048123134914401476,0.7585990262289932,False,False,False,False,0
2023-11-15 15:30:00,15897.0,15922.65,15876.93,0.161,0.126,0.439,2,1,BEARISH,15,down,23,,NQZ3,0.4487,positive,5.391,0,3867264908.086345,0.10901427942379019,0.5990438447505791,False,False,False,False,0
2023-11-15 18:30:00,15858.75,15872.74,15834.92,0.088,0.15,0.6301,2,1,BEARISH,18,up,37,,NQZ3,0.6378,positive,7.766,0,3857779701.435476,0.06021912193583525,0.3413257665326662,False,False,False,False,0
2023-11-15 19:30:00,15873.5,15979.54,15865.32,0.668,0.052,0.0716,3,5,BEARISH,19,down,34,,NQZ3,0.079,positive,7.064,0,3880493612.170415,0.20398777837276602,0.5227580558792929,False,False,True,False,30
2023-11-16 04:30:00,15861.25,15904.49,15844.42,0.273,0.106,0.2802,5,2,BULLISH,04,down,156,,NQZ3,0.2901,positive,3.94,0,2538561587.2562523,0.2011190795176902,0.19903853731578347,False,False,False,False,0
2023-11-16 05:30:00,15868.5,15910.11,15857.35,0.262,0.07,0.2113,5,3,BULLISH,05,down,65,,NQZ3,0.2184,positive,3.968,0,2552608114.0237455,0.1820587957273808,0.26410813876547784,False,False,False,False,0
2023-11-16 06:30:00,15866.25,15915.91,15852.03,0.313,0.09,0.2226,5,3,BULLISH,06,down,13,,NQZ3,0.2329,positive,3.945,0,2541993719.2029037,0.1549200346647754,0.22128732372174004,False,False,False,False,0
2023-11-16 08:30:00,15852.0,15914.56,15838.6,0.395,0.085,0.1764,5,2,BULLISH,08,down,59,,NQZ3,0.1867,positive,5.176,0,1991496597.2088158,0.14477668433005758,0.1553747161241548,False,False,False,False,0
2023-11-16 09:30:00,15849.5,15926.41,15837.07,0.485,0.078,0.1391,5,1,BULLISH,09,down,1,,NQZ3,0.1478,positive,2.929,0,2370456551.0662565,1.3206725764219673,0.8320767216631504,False,False,False,False,0
2023-11-16 10:30:00,15884.0,15899.32,15845.47,0.096,0.243,0.7155,1,3,BULLISH,10,down,4,,NQZ3,0.7261,positive,4.059,0,2614018893.233195,0.2529589524049376,0.18591035003776651,False,False,False,False,0
2023-11-16 12:30:00,15876.0,15943.81,15856.47,0.427,0.123,0.2236,5,2,BULLISH,12,down,41,,NQZ3,0.2368,positive,4.014,0,2618906321.231114,0.03130511463844385,0.2594482237339298,False,False,False,False,0
2023-11-16 13:30:00,15870.0,15948.84,15859.43,0.497,0.067,0.1182,5,2,BULLISH,13,down,1,,NQZ3,0.127,positive,3.974,0,2545481257.327879,0.05834908632640339,0.2735349716446116,False,False,False,False,0
2023-11-16 14:30:00,15859.25,15951.07,15849.65,0.579,0.061,0.0947,5,1,BULLISH,14,down,1085,,NQZ3,0.103,positive,3.909,0,2446567128.403338,0.07339565237952247,0.21299872314263812,False,False,False,False,0
2023-11-16 15:30:00,15876.0,15951.07,15855.58,0.473,0.129,0.2138,5,1,BULLISH,15,down,1019,,NQZ3,0.2283,positive,4.01,0,2618906321.231114,0.07231040564373623,0.24911816578482787,False,False,False,False,0
2023-11-16 16:30:00,15898.5,15962.9,15878.72,0.405,0.124,0.235,5,1,BULLISH,16,down,421,,NQZ3,0.2475,positive,9.845,0,3078820214.4619656,0.11252633896280302,0.6533320753530143,False,False,False,False,0
2023-11-16 18:30:00,15884.75,15966.17,15876.3,0.513,0.053,0.094,5,2,BULLISH,18,down,458,,NQZ3,0.1003,positive,9.765,0,2784453811.5842123,0.0943042855568993,0.37715418876595386,False,False,True,False,0
2023-11-16 19:30:00,15887.75,15898.59,15879.65,0.068,0.051,0.4277,1,2,BULLISH,19,up,194,,NQZ3,0.4325,positive,9.788,0,2800605978.7929745,0.25359160359395794,0.4049031486522631,False,False,False,False,30
2023-11-17 04:30:00,15898.25,15975.8,15863.34,0.488,0.22,0.3104,4,3,BEARISH,04,down,298,,NQZ3,0.3316,positive,9.862,0,2467200155.201337,0.011070400830281435,0.5766043432453262,False,False,False,False,0
2023-11-17 05:30:00,15910.0,15975.87,15869.53,0.414,0.254,0.3806,4,3,BEARISH,05,down,236,,NQZ3,0.4018,positive,3.715,0,2721310797.4854703,0.01257071024512885,0.6131992457573936,False,False,False,False,0
2023-11-17 06:30:00,15897.5,15975.54,15875.58,0.491,0.138,0.2193,4,3,BEARISH,06,down,174,,NQZ3,0.2343,positive,9.846,0,2440656907.1502438,0.025286994810496097,0.6412328982544457,False,False,False,False,0
2023-11-17 07:30:00,15906.0,15974.04,15876.16,0.428,0.188,0.3049,4,3,BULLISH,07,down,114,,NQZ3,0.3231,positive,4.208,0,2580978284.211867,0.024644788130254332,0.6544700113164866,False,False,False,False,0
2023-11-17 08:30:00,15915.0,15980.81,15892.8,0.414,0.139,0.2522,4,1,BULLISH,08,down,9,,NQZ3,0.2657,positive,3.472,0,2821864530.1182585,0.0038956958843793994,0.7448319195727242,False,False,False,False,0
2023-11-17 13:30:00,15913.5,15966.4,15892.95,0.332,0.129,0.2798,4,2,BULLISH,13,down,22,,NQZ3,0.2926,positive,4.257,0,2615446516.6510057,0.06855814245766083,0.7636912055801719,False,False,False,False,0
2023-11-17 14:30:00,15914.0,15963.76,15893.28,0.313,0.13,0.294,4,2,BULLISH,14,down,61,,NQZ3,0.306,positive,3.481,0,2846790999.2842493,0.08759582757320918,0.7633530224959243,False,False,False,False,0
2023-11-20 04:30:00,15912.5,16035.91,15869.91,0.776,0.268,0.2566,5,3,BULLISH,04,up,512,,NQZ3,0.2844,positive,9.689,0,1043017534.6641897,0.14466614296936645,0.10601728201099124,False,False,False,True,0
2023-11-20 05:30:00,15919.5,16040.75,15903.68,0.762,0.099,0.1154,5,4,BULLISH,05,down,126,,NQZ3,0.1273,positive,9.737,0,1152723814.1226676,0.10571940073494723,0.06784132667483961,False,True,False,False,0
2023-11-20 06:30:00,15913.75,16041.86,15899.89,0.805,0.087,0.0976,5,4,BULLISH,06,down,67,,NQZ3,0.1086,positive,9.703,0,1104625412.8439732,0.09959940303196006,0.043170214437194133,False,True,False,False,0
2023-11-20 07:30:00,15911.75,16041.71,15896.34,0.817,0.097,0.106,5,4,BULLISH,07,down,13,,NQZ3,0.1183,positive,9.694,0,1097753580.953815,0.0984178358760141,0.023001869687494174,False,True,False,False,0
2023-11-20 09:30:00,15922.75,16019.74,15870.71,0.609,0.327,0.3492,5,1,BULLISH,09,up,128,,NQZ3,0.3786,neutral,9.753,0,776049430.7756786,0.2395942911871356,0.11737922155405751,False,True,False,False,0
2023-11-20 10:30:00,15959.75,16038.07,15906.73,0.491,0.332,0.4037,5,1,BULLISH,10,up,152,,NQZ3,0.4305,positive,7.124,0,1987897539.0833676,0.12537790378922112,0.08358526919281409,False,False,False,True,0
2023-11-20 11:30:00,16008.75,16038.75,15929.75,0.187,0.493,0.7248,5,1,BULLISH,11,up,92,,NQZ3,0.7432,positive,5.735,0,2974933088.2823677,1.3691887249160646,1.268868587491211,False,False,False,False,0
2023-11-20 12:30:00,16013.0,16043.82,15986.48,0.192,0.166,0.4625,5,1,BULLISH,12,up,32,,NQZ3,0.4758,positive,8.974,0,3106182855.522917,0.09055142696559046,0.06563417223506038,False,True,False,False,0
2023-11-20 16:30:00,16083.5,16097.64,16060.93,0.088,0.14,0.6148,1,2,BULLISH,16,up,35,,NQZ3,0.6214,positive,7.327,0,3730265732.514099,0.26480554605651846,3.85898591724438,False,False,False,False,0
2023-11-20 18:30:00,16095.5,16119.06,16083.05,0.146,0.077,0.3457,1,2,BULLISH,18,up,224,,NQZ3,0.3522,positive,7.395,0,3780260558.59222,0.13289428722314459,3.992171725016306,False,False,False,False,0
2023-11-21 04:30:00,16085.0,16094.53,16065.72,0.059,0.12,0.6692,1,5,BEARISH,04,down,130,,NQZ3,0.6758,positive,9.67,0,4063622088.4814706,0.005408765930996583,0.8498601181224675,False,False,False,False,0
2023-11-21 05:30:00,16087.75,16134.28,16068.33,0.289,0.121,0.2945,3,5,BEARISH,05,down,67,,NQZ3,0.3068,positive,9.672,0,3998766473.7988157,0.01821261518856566,0.8512688225513246,False,False,True,False,0
2023-11-21 06:30:00,16079.5,16098.15,16012.73,0.116,0.415,0.7817,2,4,BEARISH,06,down,130,,NQZ3,0.7937,positive,9.634,0,3890054872.2188396,0.022264373892222564,0.515003575981837,False,False,False,False,0
2023-11-21 07:30:00,16066.75,16075.28,16017.48,0.053,0.307,0.8524,5,4,BEARISH,07,down,68,,NQZ3,0.8589,positive,9.569,0,3632580314.677922,0.11240605598518362,0.5525697480822123,False,False,False,False,0
2023-11-21 14:30:00,15970.0,16038.35,15958.89,0.428,0.07,0.1398,4,2,BEARISH,14,down,109,,NQZ3,0.1489,positive,3.868,0,2326956721.402739,0.08515967438948255,0.06725109580463233,True,False,False,False,0
2023-11-21 15:30:00,15987.0,16041.05,15951.18,0.338,0.224,0.3986,4,2,BULLISH,15,down,49,,NQZ3,0.417,positive,2.162,0,2581026815.0308323,0.07468568211672302,0.12191155313692238,True,True,False,False,0
2023-11-21 16:30:00,15987.0,16040.48,15935.34,0.335,0.323,0.4913,4,2,BULLISH,16,up,778,,NQZ3,0.5132,positive,2.185,0,2564070564.54529,0.05460686808031253,0.059923687996496694,True,True,False,True,0
2023-11-21 18:30:00,15949.75,16039.45,15931.72,0.562,0.113,0.1674,4,2,BULLISH,18,up,718,,NQZ3,0.1805,positive,4.51,0,1909968760.25482,0.08909230552202466,0.009718020658626451,True,True,False,False,0
2023-11-21 19:30:00,15958.5,16034.91,15925.41,0.479,0.207,0.3022,3,2,BULLISH,19,up,655,,NQZ3,0.3216,positive,4.571,0,1989398395.788795,0.10897014130400362,0.021367923050411096,True,True,False,False,30
2023-11-22 04:30:00,15977.0,16035.18,15963.5,0.364,0.084,0.1883,4,1,BULLISH,04,up,115,,NQZ3,0.1969,positive,7.294,0,2383048405.9244266,0.06703386117543424,0.0006258997308653928,True,True,False,False,0
2023-11-22 05:30:00,16003.5,16029.01,15923.43,0.159,0.5,0.7584,4,2,BULLISH,05,up,51,,NQZ3,0.7749,positive,6.916,0,2883053733.622862,0.12484768956790429,0.013122129534166676,True,False,False,True,0
2023-11-22 06:30:00,16040.5,16048.92,15938.84,0.052,0.634,0.9235,5,2,BULLISH,06,up,49,,NQZ3,0.9306,positive,9.457,0,3842581346.4856334,0.01926373866151395,0.10249057074281044,True,True,False,False,0
2023-11-22 14:30:00,16075.5,16108.09,16062.39,0.203,0.082,0.2869,2,4,BEARISH,14,down,2,,NQZ3,0.2957,positive,9.662,0,4534556473.9245405,0.11638829274361064,0.8789151192808873,False,False,False,False,0
2023-11-22 15:30:00,16055.25,16101.33,16045.56,0.287,0.06,0.1737,1,5,BULLISH,15,down,20,,NQZ3,0.1797,positive,9.545,0,4242807269.195558,0.09473536693604352,0.772333037479952,False,False,False,False,0
2023-11-22 16:30:00,16044.75,16056.17,16008.85,0.071,0.224,0.7587,4,3,BEARISH,16,up,181,,NQZ3,0.7666,positive,9.478,0,3936720022.0068765,0.1951417130213901,0.5356269184624286,False,False,False,False,0
2023-11-22 18:30:00,16041.25,16055.61,16015.07,0.09,0.163,0.6458,4,3,BEARISH,18,up,121,,NQZ3,0.6521,positive,9.464,0,3878149374.1155133,0.06389776357827476,0.5805657289799685,True,False,False,False,0
2023-11-22 19:30:00,16040.75,16057.62,16024.33,0.105,0.102,0.4932,4,3,BEARISH,19,up,62,,NQZ3,0.4998,positive,9.456,0,3918324399.7600603,0.07044558390350258,0.632389383289438,True,False,False,False,30
2023-11-24 04:30:00,16066.0,16075.66,16056.43,0.06,0.06,0.4977,4,3,BULLISH,04,down,27,,NQZ3,0.5041,positive,1.421,0,3374856893.4578576,0.054711813768211576,0.8497448026889111,False,False,False,False,0
2023-11-24 10:30:00,15997.5,16022.04,15983.34,0.153,0.089,0.3659,3,1,BEARISH,10,down,21,,NQZ3,0.3754,positive,2.8,0,1882035405.733854,0.132395686826057,0.13995936865134814,False,True,False,False,0
2023-11-24 11:30:00,16007.75,16035.5,15999.28,0.173,0.053,0.2338,3,2,BEARISH,11,down,104,,NQZ3,0.2401,positive,2.35,0,2169883718.1310806,0.046165138760909046,0.015492495822333328,False,False,False,False,0
2023-11-24 12:30:00,16015.75,16040.06,15993.14,0.152,0.141,0.4819,3,1,BEARISH,12,down,45,,NQZ3,0.4912,positive,2.397,0,2297660703.373897,0.020230086009083444,0.05631956043270178,False,False,False,False,0
2023-11-27 04:15:00,15998.75,16011.28,15964.19,0.078,0.216,0.7339,4,1,BULLISH,04,up,103,,NQZ3,0.7424,positive,8.728,0,2280049847.4305716,0.19207750605515783,0.027752168138138977,False,False,False,False,0
2023-11-27 05:15:00,15995.75,16009.15,15972.32,0.084,0.146,0.6362,4,1,BULLISH,05,up,41,,NQZ3,0.642,positive,6.135,0,2232823078.1252484,0.20993076285888393,0.07414469468452922,False,False,False,False,0
2023-11-27 06:15:00,16008.0,16067.58,15983.61,0.372,0.152,0.2905,5,1,BULLISH,06,down,172,,NQZ3,0.3049,positive,8.793,0,2542473493.894524,0.08420789605197128,0.09495252373812411,False,False,True,False,0
2023-11-27 07:15:00,16011.25,16066.25,15979.99,0.344,0.195,0.3624,5,1,BULLISH,07,down,113,,NQZ3,0.3788,positive,8.818,0,2634251315.2426734,0.0850651885393133,0.11011007885081438,False,False,True,False,0
2023-11-27 08:15:00,16014.5,16063.44,15974.32,0.306,0.251,0.4509,5,1,BULLISH,08,down,80,,NQZ3,0.4694,positive,8.825,0,2663781292.1129365,0.11583252677260779,0.09822348496674616,False,False,False,False,0
2023-11-27 09:15:00,15983.25,16007.11,15974.54,0.149,0.054,0.2674,4,2,BULLISH,09,up,14,,NQZ3,0.2714,positive,6.076,0,1957605777.2789557,0.20765488871161175,0.10323307212237812,False,False,False,False,0
2023-11-27 10:15:00,16026.0,16070.86,16003.5,0.28,0.14,0.334,5,2,BULLISH,10,down,8,,NQZ3,0.3461,positive,8.887,0,2892967658.719425,0.07275677024834554,0.2769249968800649,False,False,True,False,0
2023-11-27 11:15:00,16011.5,16060.01,15956.29,0.303,0.345,0.5323,5,3,BULLISH,11,up,40,,NQZ3,0.5543,positive,8.811,0,2634251315.2426734,0.12341129812947081,0.010617368766192478,False,False,False,True,0
2023-11-27 13:15:00,16085.5,16104.31,16073.09,0.117,0.077,0.3975,1,2,BULLISH,13,down,4,,NQZ3,0.4032,positive,8.34,0,3909472002.709242,1.3822386621491414,0.7539709676416689,False,False,False,False,0
2023-11-27 14:15:00,16043.75,16064.92,16025.04,0.132,0.117,0.4692,5,4,BULLISH,14,down,24,,NQZ3,0.4783,positive,8.993,0,3309648377.450774,0.10427736657576665,0.6725360342812713,False,False,False,False,0
2023-11-27 15:15:00,16021.5,16062.31,15988.84,0.255,0.204,0.4445,5,3,BULLISH,15,down,186,,NQZ3,0.4599,positive,8.856,0,2708912886.1369715,0.12433292762849966,0.17925912055674778,False,False,False,False,0
2023-11-27 16:15:00,16006.0,16028.11,15996.96,0.138,0.056,0.2902,4,3,BEARISH,16,down,121,,NQZ3,0.2941,positive,8.769,0,2467937720.611085,0.08709234037235218,0.024740722229169974,False,False,False,False,0
2023-11-27 18:15:00,16009.5,16028.35,15999.32,0.118,0.064,0.3507,4,3,BEARISH,18,down,61,,NQZ3,0.3573,positive,8.791,0,2520063577.8451877,0.08320059964395958,0.0076204753427725055,False,False,False,False,0
2023-11-28 05:15:00,15989.75,16010.57,15972.73,0.13,0.106,0.4498,3,2,BEARISH,05,up,49,,NQZ3,0.4571,positive,6.14,0,1551673015.2985146,0.4160790506418215,0.11876358292030695,False,False,False,False,0
2023-11-28 06:15:00,16000.0,16009.82,15971.11,0.061,0.181,0.7463,4,1,BULLISH,06,down,98,,NQZ3,0.7541,positive,4.928,0,1847400810.3911846,0.40693750000000367,0.12200000000000273,False,False,False,False,0
2023-11-28 07:15:00,15992.75,16007.93,15979.88,0.095,0.08,0.4588,4,1,BULLISH,07,down,25,,NQZ3,0.4631,positive,6.153,0,1621078832.293557,0.43738569039095154,0.15857185287082437,False,False,False,False,0
2023-11-28 13:15:00,15973.0,15984.54,15956.7,0.072,0.102,0.5855,3,2,BEARISH,13,up,2,,NQZ3,0.5919,positive,3.577,0,1303665808.7300549,1.8230138358479853,0.08746008890002607,False,False,False,False,0
2023-11-28 14:15:00,15995.25,16025.78,15985.04,0.191,0.064,0.2506,5,4,BEARISH,14,up,38,,NQZ3,0.2575,positive,4.866,0,1503008062.9271464,0.34216407996123577,0.17448930151139663,False,False,False,False,0
2023-11-28 15:15:00,16009.0,16025.48,15979.0,0.103,0.187,0.6454,5,4,BEARISH,15,up,30,,NQZ3,0.6538,positive,4.946,0,1864035351.3421526,0.3460553438690714,0.12261852707851334,False,False,False,False,0
2023-11-28 19:15:00,16051.5,16072.41,16023.31,0.13,0.176,0.5741,1,5,BULLISH,19,up,45,,NQZ3,0.5853,positive,9.04,0,2765025528.3615127,0.0533283493754446,0.6656698750895578,False,False,False,False,15
2023-11-29 09:15:00,16146.75,16188.25,16107.13,0.257,0.245,0.4884,1,3,BULLISH,09,up,18,,NQZ3,0.5051,positive,1.951,0,4357323447.336203,0.08360815644015049,1.1967114125133513,False,False,True,False,0
