t_et,spot,up,dn,d_up_pct,d_dn_pct,p_up_fair,up_rank,dn_rank,sentiment,hour_et,winner,bars_to_touch,censor,symbol,p_adj,regime,flip_dist_pct,gamma_imb,total_gex,up_conf_res,dn_conf_sup,up_is_wall,dn_is_wall,gex_res_between,gex_sup_between,snap_age_min
2024-10-14 19:00:00,20625.75,20650.04,20597.65,0.118,0.136,0.5364,2,3,BEARISH,19,down,105,,NQZ4,0.5387,positive,9.598,0,3901746579.502019,0.024096093475394417,2.3829921336193935,False,False,False,False,0
2024-10-14 20:00:00,20633.0,20654.79,20610.4,0.106,0.11,0.5091,2,3,BEARISH,20,down,45,,NQZ4,0.512,positive,9.634,0,3950502103.953603,0.05219793534629204,2.448892550768199,False,False,False,False,0
2024-10-15 07:00:00,20616.25,20678.81,20595.15,0.303,0.102,0.2522,3,1,BEARISH,07,down,37,,NQZ4,0.2558,positive,0.302,0,4621920275.583436,0.002570787606875517,1.4057842721154414,False,False,True,False,0
2024-10-15 08:00:00,20611.25,20676.79,20599.18,0.318,0.059,0.1555,3,2,BEARISH,08,down,131,,NQZ4,0.159,positive,0.273,0,4656095400.555191,0.01222633270665504,1.4208260052155912,False,False,True,False,0
2024-10-15 09:00:00,20632.5,20665.03,20607.55,0.158,0.121,0.4341,3,5,BULLISH,09,down,29,,NQZ4,0.4372,positive,0.387,0,4772895104.319559,0.057385193263056564,1.4715133890706438,False,False,False,False,0
2024-10-15 10:00:00,20628.25,20680.4,20598.55,0.253,0.144,0.3629,3,4,BEARISH,10,down,11,,NQZ4,0.3674,positive,0.342,0,4772895104.319559,0.008435034479405489,1.403124356162053,False,False,True,False,0
2024-10-15 19:00:00,20358.5,20473.84,20322.09,0.567,0.179,0.2399,3,2,BEARISH,19,down,870,,NQZ4,0.2469,neutral,8.442,0,845900793.6001703,1.329371024387845,0.016258565218465554,False,True,False,False,0
2024-10-15 20:00:00,20347.25,20449.22,20302.16,0.501,0.222,0.3066,3,2,BULLISH,20,down,811,,NQZ4,0.3149,neutral,9.39,0,857645326.6250702,0.33989851208394184,0.15962845101917736,False,False,False,False,0
2024-10-16 05:00:00,20364.0,20375.21,20315.25,0.055,0.239,0.813,1,3,BULLISH,05,up,8,,NQZ4,0.8152,positive,9.461,0,1075321545.3321733,0.5034374386171697,1.0341779611078301,False,False,False,False,0
2024-10-16 06:00:00,20365.0,20390.97,20318.61,0.128,0.228,0.6411,1,3,BULLISH,06,down,210,,NQZ4,0.6446,positive,9.478,0,1192879048.8109577,0.4113920942793952,1.064964399705382,False,False,False,False,0
2024-10-16 07:00:00,20364.0,20384.85,20303.8,0.102,0.296,0.7428,2,3,BULLISH,07,up,32,,NQZ4,0.7476,positive,9.489,0,1208331291.848838,0.4250147318798021,1.0084462777450431,False,False,False,False,0
2024-10-16 08:00:00,20369.75,20485.65,20344.32,0.569,0.125,0.1799,4,1,BULLISH,08,down,43,,NQZ4,0.1854,positive,9.515,0,1535073599.853053,0.07079124682434439,1.2079186047938697,True,False,False,False,0
2024-10-16 09:00:00,20355.5,20478.94,20339.78,0.606,0.077,0.113,4,1,BULLISH,09,down,30,,NQZ4,0.1163,positive,9.459,0,1058895765.5322523,0.04554051730490745,1.1939770577976332,False,False,False,False,0
2024-10-16 12:00:00,20274.5,20298.17,20263.78,0.117,0.053,0.3117,1,3,BEARISH,12,up,9,,NQZ4,0.3136,neutral,,0,-242330645.67799205,1.9572862462699534,0.2672322375397681,False,False,False,False,0
2024-10-16 13:00:00,20327.0,20437.37,20295.47,0.543,0.155,0.2222,4,2,BEARISH,13,down,369,,NQZ4,0.2283,neutral,8.331,0,861305605.9841323,1.2701333202144944,0.7316377232252547,False,False,False,False,0
2024-10-16 14:00:00,20331.75,20428.74,20293.91,0.477,0.186,0.2806,4,2,BEARISH,14,down,311,,NQZ4,0.2874,neutral,9.33,0,874497469.9039365,0.2267881515363751,0.3331734848205472,False,False,False,False,0
2024-10-16 15:00:00,20359.25,20426.35,20319.9,0.33,0.193,0.3697,4,1,BULLISH,15,down,80,,NQZ4,0.3752,positive,9.449,0,1136160885.182272,0.2417574321254524,1.067671942728748,False,False,False,False,0
2024-10-16 16:00:00,20341.25,20421.14,20324.95,0.393,0.08,0.1695,4,1,BULLISH,16,down,15,,NQZ4,0.1725,neutral,9.376,0,962048073.611583,0.25937442389234705,0.4902353591839301,False,False,False,False,0
2024-10-16 19:00:00,20329.0,20348.82,20277.21,0.097,0.255,0.7232,1,3,BULLISH,19,down,76,,NQZ4,0.728,neutral,9.325,0,808724147.8401552,0.6119828815977169,0.2589404299276866,False,False,False,False,0
2024-10-17 08:00:00,20519.5,20537.38,20460.66,0.087,0.287,0.7669,1,5,BULLISH,08,up,15,,NQZ4,0.7708,strong_positive,9.162,0,5341782931.809712,0.08528472916006725,1.7623723774945834,True,False,False,False,0
2024-10-17 12:00:00,20509.0,20625.02,20482.4,0.566,0.13,0.1865,1,3,BULLISH,12,down,25,,NQZ4,0.1922,positive,8.126,0,4922912811.697987,0.5453215661416946,0.8019406114388861,False,False,False,False,0
2024-10-17 13:00:00,20470.0,20488.46,20405.56,0.09,0.315,0.7773,3,4,BEARISH,13,up,2,,NQZ4,0.7813,positive,6.918,0,3395810556.938964,0.08011724474840165,0.4849535906204222,True,False,False,False,0
2024-10-17 14:00:00,20477.75,20499.93,20435.0,0.108,0.209,0.6584,5,4,BEARISH,14,down,4,,NQZ4,0.6629,positive,6.953,0,3772975978.3571763,0.06651121339013798,0.6282428489458142,True,False,False,False,0
2024-10-17 15:00:00,20426.5,20472.61,20410.23,0.226,0.08,0.2608,5,4,BEARISH,15,down,2,,NQZ4,0.2645,positive,-0.425,0,2183348669.006932,0.003231096859471052,0.5093873154970224,False,False,False,False,0
2024-10-18 05:00:00,20451.0,20469.15,20436.65,0.089,0.07,0.4415,3,5,BULLISH,05,down,32,,NQZ4,0.4423,positive,-1.275,0,1229131786.680978,0.17368343846265122,0.4775805584079111,False,False,False,False,0
2024-10-18 06:00:00,20430.25,20458.12,20376.34,0.136,0.264,0.6592,2,4,BULLISH,06,up,74,,NQZ4,0.6646,neutral,9.822,0,939760778.9354246,0.22363896672826974,0.18707553749954683,False,False,False,False,0
2024-10-18 07:00:00,20447.5,20471.89,20435.91,0.119,0.057,0.3221,3,5,BULLISH,07,up,24,,NQZ4,0.3258,positive,-1.286,0,1244732073.398307,0.15380853405062098,0.4804988384888128,False,False,False,False,0
2024-10-18 15:00:00,20488.25,20500.84,20443.24,0.061,0.22,0.7814,1,5,BEARISH,15,up,65,,NQZ4,0.7853,positive,9.024,0,1911419413.9245465,0.012641392017376522,1.727917220846097,False,False,False,False,0
2024-10-18 16:00:00,20483.75,20497.45,20442.95,0.067,0.199,0.7486,1,5,BEARISH,16,up,4,,NQZ4,0.7507,positive,9.005,0,1790258971.671988,0.027338744126434587,1.728736193323979,False,False,False,False,0
2024-10-21 09:00:00,20400.75,20423.65,20384.22,0.112,0.081,0.4192,5,2,BEARISH,09,up,24,,NQZ4,0.4221,neutral,9.703,0,-100883013.41728017,0.7867357817727288,0.035096748894035044,False,False,False,False,0
2024-10-21 11:00:00,20428.5,20459.97,20400.1,0.154,0.139,0.4744,5,2,BEARISH,11,down,1,,NQZ4,0.4781,neutral,9.835,0,322617701.57385767,0.1909587096458301,0.1241402941968179,False,False,False,False,0
2024-10-21 12:00:00,20459.75,20484.58,20445.03,0.121,0.072,0.3722,4,5,BULLISH,12,down,6,,NQZ4,0.3754,neutral,-3.238,0,780859792.3349211,0.0801573821771909,0.13137990444652248,False,False,False,False,0
2024-10-21 15:00:00,20456.0,20478.28,20434.41,0.109,0.106,0.4921,4,5,BULLISH,15,up,11,,NQZ4,0.4958,neutral,8.89,0,801959766.1987133,0.11224090731327123,0.07826554556119672,False,False,False,False,0
2024-10-21 20:00:00,20507.75,20541.08,20496.64,0.163,0.054,0.25,1,4,BULLISH,20,down,6,,NQZ4,0.2509,positive,7.153,0,1566184515.9672832,0.2008021357779213,0.7941388011849208,False,False,False,False,0
2024-10-22 10:00:00,20458.0,20489.11,20439.28,0.152,0.092,0.3757,4,3,BULLISH,10,up,5,,NQZ4,0.38,neutral,-4.188,0,432628281.6720822,0.4377749535633868,0.1282139016521633,False,False,False,False,0
2024-10-22 12:00:00,20468.0,20497.55,20455.0,0.144,0.064,0.3055,4,2,BULLISH,12,down,7,,NQZ4,0.31,neutral,-3.184,0,598958622.7554631,0.40932186828220873,0.192055892124298,False,False,False,False,0
2024-10-22 20:00:00,20531.25,20546.54,20509.05,0.074,0.108,0.5922,1,3,BULLISH,20,down,16,,NQZ4,0.5956,positive,9.275,0,1496303299.8235247,0.17519634703195142,0.4490228310502219,False,False,False,False,0
2024-10-23 06:00:00,20481.75,20499.51,20463.5,0.087,0.089,0.5068,1,5,BEARISH,06,down,28,,NQZ4,0.5079,positive,-0.262,0,2931920259.696748,0.026804350214205144,1.872398598752548,True,False,False,False,0
2024-10-23 16:00:00,20209.25,20348.25,20175.29,0.688,0.168,0.1963,3,2,BULLISH,16,up,606,,NQZ4,0.2032,negative,,0,-1655166198.3950028,1.7392035825179044,0.477801006964639,False,False,False,False,0
2024-10-23 19:00:00,20282.5,20334.09,20202.75,0.254,0.393,0.6072,3,1,BULLISH,19,up,101,,NQZ4,0.6153,neutral,,0,-709669122.3851544,1.80244052754837,0.6117096018735348,False,False,False,False,0
2024-10-23 20:00:00,20289.25,20315.59,20217.07,0.13,0.356,0.7326,3,1,BULLISH,20,up,35,,NQZ4,0.7373,neutral,,0,-657062319.0432489,1.8876991510282537,0.6872604950897578,False,False,False,False,0
2024-10-24 05:00:00,20372.75,20431.96,20321.59,0.291,0.251,0.4635,5,1,BULLISH,05,down,270,,NQZ4,0.47,neutral,9.77,0,584861979.3935473,0.3039844890846856,0.03288706728350727,False,False,False,False,0
2024-10-24 06:00:00,20371.0,20431.45,20356.4,0.297,0.072,0.1945,5,1,BULLISH,06,down,209,,NQZ4,0.1981,neutral,9.77,0,670288425.668788,0.29767807176868794,0.14682637082126482,False,False,False,False,0
2024-10-24 07:00:00,20379.5,20429.15,20365.86,0.244,0.067,0.2155,5,1,BULLISH,07,down,147,,NQZ4,0.2181,neutral,-2.569,0,750871166.7200757,0.2945607105179167,0.20731617556858606,False,False,False,False,0
2024-10-24 08:00:00,20414.25,20432.5,20391.68,0.089,0.111,0.5529,5,1,BULLISH,08,down,29,,NQZ4,0.5575,positive,-1.384,0,1602625616.8725467,0.28049034375496723,1.547252531932354,False,False,False,False,0
2024-10-24 09:00:00,20385.75,20401.92,20361.96,0.079,0.117,0.5953,1,4,BULLISH,09,up,12,,NQZ4,0.5993,neutral,-2.558,0,759594857.1429603,0.4482052414063874,0.1681076241982779,False,False,False,False,0
2024-10-24 10:00:00,20335.75,20358.95,20287.38,0.114,0.238,0.6758,4,3,BEARISH,10,up,1,,NQZ4,0.6801,neutral,9.615,0,-59785431.13899732,0.6534305348954478,0.012490318773592678,False,False,False,True,0
2024-10-24 11:00:00,20316.25,20354.03,20289.34,0.186,0.132,0.416,4,3,BEARISH,11,up,13,,NQZ4,0.419,neutral,,0,-330620930.8476609,0.6813265243339783,0.019147234356731276,False,False,False,False,0
2024-10-24 12:00:00,20329.75,20362.55,20313.5,0.161,0.08,0.3313,4,3,BEARISH,12,down,2,,NQZ4,0.3347,neutral,6.376,0,-170304426.65171057,0.6339477858803036,0.060699221584132344,False,False,False,False,0
2024-10-24 13:00:00,20354.25,20390.53,20312.23,0.178,0.206,0.5367,1,3,BEARISH,13,up,132,,NQZ4,0.5413,neutral,9.693,0,354885660.6618961,0.5016151418008631,0.07271208715624145,False,False,False,False,0
2024-10-24 14:00:00,20336.0,20351.79,20319.59,0.078,0.081,0.5096,4,3,BEARISH,14,up,3,,NQZ4,0.5115,neutral,9.608,0,68022501.7914722,0.6970397324940991,0.041060188827687576,False,False,False,False,0
2024-10-24 15:00:00,20360.25,20397.52,20349.8,0.183,0.051,0.219,2,4,BULLISH,15,down,0,,NQZ4,0.22,neutral,9.725,0,557070907.296794,0.46134011124617963,0.11758205326554778,False,False,False,False,0
2024-10-24 16:00:00,20391.25,20404.54,20377.43,0.065,0.068,0.5098,2,1,BULLISH,16,up,7,,NQZ4,0.513,neutral,-2.515,0,768436177.119338,0.41964077729418114,0.25942499846748707,False,False,False,False,0
2024-10-24 19:00:00,20379.5,20396.85,20355.05,0.085,0.12,0.5849,1,4,BEARISH,19,up,104,,NQZ4,0.5879,neutral,9.796,0,670288425.668788,0.47964866655217253,0.12787359846903834,False,False,False,False,0
2024-10-24 20:00:00,20387.25,20412.42,20351.96,0.123,0.173,0.5837,5,4,BULLISH,20,up,78,,NQZ4,0.5881,neutral,-2.752,0,725373771.2172313,0.3949527278078232,0.1207617506039264,False,False,False,False,0
2024-10-25 14:00:00,20519.0,20529.36,20428.5,0.05,0.441,0.8973,3,5,BEARISH,14,up,27,,NQZ4,0.9004,positive,9.285,0,1558457991.7053306,0.3901262244748734,0.7318582776938363,False,False,False,False,0
2024-10-25 15:00:00,20529.0,20629.11,20517.57,0.488,0.056,0.1025,2,3,BEARISH,15,down,12,,NQZ4,0.1055,positive,9.291,0,1993787267.6915936,0.10297627746114968,1.1722441424326633,False,False,False,False,0
2024-10-25 16:00:00,20497.25,20576.64,20449.0,0.387,0.235,0.378,3,5,BEARISH,16,up,62,,NQZ4,0.3853,positive,8.139,0,1332076735.3501325,1.3220310041590924,0.31087097049604784,False,False,False,False,0
2024-10-28 06:00:00,20671.25,20685.83,20648.8,0.071,0.109,0.6063,3,1,BEARISH,06,down,38,,NQZ4,0.6077,positive,-0.094,0,2797993826.381915,0.023510914918047743,1.7992138840176488,True,False,False,False,0
2024-10-28 07:00:00,20623.75,20675.44,20528.89,0.251,0.46,0.6473,2,4,BEARISH,07,down,173,,NQZ4,0.6552,positive,-0.308,0,2480804100.4286833,0.057021637675020484,1.2385235468816307,True,False,False,False,0
2024-10-28 08:00:00,20620.25,20661.49,20537.53,0.2,0.401,0.6673,2,4,BEARISH,08,up,59,,NQZ4,0.674,positive,-0.315,0,2381994709.474763,0.11493556091704557,1.29018804330693,True,False,False,False,0
2024-10-28 09:00:00,20663.5,20697.87,20645.14,0.166,0.089,0.3482,3,2,BEARISH,09,down,6,,NQZ4,0.352,positive,-0.123,0,2722292669.1184325,0.04350666634402672,1.7907905243545426,True,False,False,False,0
2024-10-28 10:00:00,20569.25,20678.9,20549.37,0.533,0.097,0.1535,2,4,BEARISH,10,down,59,,NQZ4,0.1582,positive,8.509,0,1669004750.5900211,0.055519768586595304,1.3264946461343927,True,False,False,False,0
2024-10-28 11:00:00,20552.5,20679.51,20502.12,0.618,0.245,0.284,2,5,BEARISH,11,down,292,,NQZ4,0.2929,positive,-0.674,0,1869726259.473207,0.05571098406520242,1.0946600170295564,True,False,False,False,0
2024-10-28 12:00:00,20529.0,20562.04,20503.91,0.161,0.122,0.4316,4,5,BEARISH,12,up,20,,NQZ4,0.4346,positive,9.299,0,1413791414.221328,0.6175653952944558,1.1148619026742606,False,False,False,False,0
2024-10-28 13:00:00,20534.5,20582.98,20518.92,0.236,0.076,0.2432,4,5,BEARISH,13,down,11,,NQZ4,0.2465,positive,8.278,0,1403551127.951466,1.6776157198860533,0.04869853173926806,False,True,False,False,0
2024-10-28 14:00:00,20547.25,20576.2,20509.39,0.141,0.184,0.5667,4,5,BEARISH,14,down,45,,NQZ4,0.5702,positive,8.412,0,1665292224.9113955,0.5537480684763111,1.134945065641391,False,False,False,False,0
2024-10-28 15:00:00,20535.5,20558.03,20508.46,0.11,0.132,0.5455,1,5,BEARISH,15,down,18,,NQZ4,0.5485,positive,9.321,0,1286735016.0904114,0.644737162474746,1.1289717805751025,False,False,False,False,0
2024-10-28 19:00:00,20501.0,20578.08,20487.6,0.376,0.065,0.1481,4,1,BEARISH,19,down,67,,NQZ4,0.1502,neutral,9.16,0,974702227.2952296,0.557338666406509,1.01995024632944,False,False,False,False,0
2024-10-28 20:00:00,20509.25,20583.15,20487.37,0.36,0.107,0.2284,4,2,BEARISH,20,down,7,,NQZ4,0.2333,positive,9.207,0,1100662925.8331003,0.520496848982776,1.0301205553591695,False,False,False,False,0
2024-10-29 05:00:00,20524.5,20611.48,20512.33,0.424,0.059,0.1227,4,2,BULLISH,05,down,0,,NQZ4,0.1248,neutral,9.35,0,406366392.31291735,0.3473897049867196,0.024263684864428186,False,False,False,False,0
2024-10-29 10:00:00,20508.0,20525.36,20478.36,0.085,0.145,0.6306,5,3,BULLISH,10,up,1,,NQZ4,0.6332,neutral,9.262,0,172065734.1336969,0.7850594889799103,0.0055588063194822405,False,False,False,False,0
2024-10-29 11:00:00,20590.75,20621.78,20528.98,0.151,0.3,0.6656,4,5,BULLISH,11,up,50,,NQZ4,0.6703,positive,8.591,0,1269513233.660087,1.4647839442468127,0.11684858492284793,False,False,False,False,0
2024-10-29 19:00:00,20751.25,20829.85,20664.58,0.379,0.418,0.5244,1,4,BULLISH,19,down,842,,NQZ4,0.5346,positive,9.329,0,2989417530.375584,0.10495753267876622,1.8898138666345572,False,False,False,False,0
2024-10-29 20:00:00,20747.5,20808.66,20657.05,0.295,0.436,0.5966,1,4,BULLISH,20,down,783,,NQZ4,0.6054,positive,9.308,0,2946545739.0883346,0.2129895168092478,1.8481744788528776,False,False,False,False,0
2024-10-30 05:00:00,20718.75,20754.43,20705.6,0.172,0.063,0.2693,2,1,BEARISH,05,up,142,,NQZ4,0.2704,positive,9.184,0,3482550649.8472323,0.1261659125188509,1.0886274509803886,True,False,False,False,0
2024-10-30 06:00:00,20732.0,20784.85,20714.49,0.255,0.084,0.2489,3,4,BEARISH,06,down,109,,NQZ4,0.251,positive,9.253,0,3601184685.367148,0.11417132934594777,1.1427744549488803,False,False,False,False,0
2024-10-30 07:00:00,20735.25,20790.11,20717.02,0.265,0.088,0.2494,3,4,BEARISH,07,down,49,,NQZ4,0.2527,positive,9.264,0,3612829691.30367,0.09211367116383234,1.1515173436539248,False,False,False,False,0
2024-10-30 08:00:00,20717.75,20733.58,20643.35,0.076,0.359,0.8246,1,5,BEARISH,08,up,14,,NQZ4,0.8285,positive,9.179,0,3453159058.1544223,0.025002715063171872,0.787682060069258,True,False,False,False,0
2024-10-30 09:00:00,20670.0,20723.8,20649.51,0.26,0.099,0.2758,4,5,BEARISH,09,down,6,,NQZ4,0.2794,positive,8.969,0,2790627922.0769124,0.022157716497347588,0.8194000967585824,False,False,False,False,0
2024-10-31 06:00:00,20323.5,20368.95,20305.73,0.224,0.087,0.2811,3,1,BEARISH,06,down,6,,NQZ4,0.2829,neutral,,0,-170536553.7520203,0.08655005289443327,1.2001869756685526,False,False,False,False,0
2024-10-31 07:00:00,20347.25,20560.04,20309.85,1.046,0.184,0.1495,4,2,BULLISH,07,down,150,,NQZ4,0.1577,neutral,,0,-30233384.12619543,0.5993930383712743,1.2203614739092392,False,False,True,False,0
2024-10-31 08:00:00,20381.75,20553.35,20330.0,0.842,0.254,0.2317,4,3,BULLISH,08,down,89,,NQZ4,0.2418,neutral,-4.907,0,463247090.524948,0.5747789076011699,0.1770701730714985,False,False,False,False,0
2024-10-31 09:00:00,20374.25,20534.99,20296.95,0.789,0.379,0.3247,4,3,BULLISH,09,down,31,,NQZ4,0.3376,neutral,-4.548,0,365249815.6321395,0.30062456286734485,1.1623495343386858,False,False,True,False,0
2024-10-31 15:00:00,20056.75,20080.87,20027.69,0.12,0.145,0.5464,2,1,BEARISH,15,up,9,,NQZ4,0.5505,negative,,0,-3009933668.797481,2.9785483690029615,0.8802522841437386,False,False,False,False,0
2024-10-31 19:00:00,20092.0,20363.17,20053.89,1.35,0.19,0.1232,4,3,BULLISH,19,down,59,,NQZ4,0.132,negative,,0,-2818683647.063129,1.6182560222974471,0.06858451124825223,False,True,False,False,0
2024-10-31 20:00:00,20055.0,20078.2,20041.2,0.116,0.069,0.373,1,3,BULLISH,20,up,26,,NQZ4,0.3752,negative,,0,-2886335504.478708,3.003340812764895,0.09424083769632419,False,True,False,False,0
2024-11-01 05:00:00,20100.25,20195.11,20043.96,0.472,0.28,0.3724,4,1,BULLISH,05,up,310,,NQZ4,0.3813,negative,,0,-1532187546.5855799,2.3637019440056743,0.030596634370226517,False,False,False,False,0
2024-11-01 06:00:00,20093.0,20183.14,20059.15,0.449,0.168,0.273,4,2,BULLISH,06,down,209,,NQZ4,0.2785,negative,,0,-1546152192.8329542,2.4261683173244495,0.04300004976859133,False,False,False,False,0
2024-11-01 07:00:00,20110.0,20171.89,20077.95,0.308,0.159,0.3412,4,2,BULLISH,07,down,89,,NQZ4,0.3458,negative,,0,-1371542617.298627,2.4646941819990125,0.1513177523620104,False,False,False,False,0
2024-11-01 08:00:00,20115.75,20158.08,20077.94,0.21,0.188,0.4718,4,2,BULLISH,08,down,29,,NQZ4,0.4774,negative,,0,-1406327985.1334019,2.532045785019184,0.15182133402929165,False,False,False,False,0
2024-11-01 09:00:00,20107.25,20149.29,20089.66,0.209,0.087,0.295,4,2,BULLISH,09,down,4,,NQZ4,0.2971,negative,,0,-1364392615.1018057,2.5809098708177434,0.20624401646172982,False,False,False,False,0
2024-11-01 10:00:00,20163.25,20344.51,20136.37,0.899,0.133,0.1291,5,4,BULLISH,10,down,3,,NQZ4,0.1349,neutral,,0,-804417893.4934735,2.7907207419438866,0.32460044883637673,False,False,False,False,0
2024-11-01 11:00:00,20236.5,20335.37,20127.93,0.489,0.537,0.5234,5,4,BULLISH,11,down,199,,NQZ4,0.5364,neutral,8.121,0,34157641.657064945,1.1446149284708373,0.3091443678501782,False,False,False,False,0
2024-11-01 12:00:00,20226.25,20330.08,20157.49,0.513,0.34,0.3984,5,1,BULLISH,12,down,118,,NQZ4,0.4091,neutral,9.104,0,-107675103.94083887,0.03253198195413439,0.5446882145726563,False,False,False,False,0
2024-11-01 13:00:00,20216.0,20323.14,20181.58,0.53,0.17,0.2431,5,1,BULLISH,13,down,7,,NQZ4,0.2495,neutral,9.057,0,-245030219.3257392,1.7034032449544945,0.6633359715077275,False,False,False,False,0
2024-11-01 14:00:00,20159.5,20178.9,20116.05,0.096,0.216,0.6913,2,4,BULLISH,14,up,0,,NQZ4,0.6957,neutral,,0,-896293845.2817348,2.4227783427168244,0.3410302834891738,False,False,False,False,0
2024-11-01 15:00:00,20158.0,20184.11,20106.68,0.13,0.255,0.6628,2,4,BULLISH,15,up,5,,NQZ4,0.6667,neutral,,0,-804417893.4934735,2.4050501041769903,0.2868836194066958,False,False,False,False,0
2024-11-01 16:00:00,20164.5,20202.71,20099.66,0.189,0.322,0.6292,2,4,BULLISH,16,down,59,,NQZ4,0.6362,negative,,0,-1023238431.6382885,3.5174192268590865,0.1198145255275353,False,False,False,False,0
2024-11-04 05:00:00,20166.5,20187.39,20023.46,0.104,0.709,0.8726,2,4,BEARISH,05,up,3,,NQZ4,0.8767,neutral,,0,-990928592.7839577,1.3532839114372839,0.11652988867676592,False,False,False,False,0
2024-11-04 06:00:00,20200.5,20220.58,20186.74,0.099,0.068,0.4066,3,1,BEARISH,06,down,5,,NQZ4,0.4092,neutral,,0,-594365253.5144386,1.1871983366748333,0.6915175366946479,False,False,False,False,0
2024-11-04 07:00:00,20185.5,20196.39,20016.23,0.054,0.839,0.9396,5,4,BEARISH,07,down,155,,NQZ4,0.9421,neutral,,0,-784780322.7786275,1.2997448663644724,0.14475737534369307,False,False,False,False,0
2024-11-04 08:00:00,20167.0,20193.39,20015.33,0.131,0.752,0.8518,5,4,BEARISH,08,down,96,,NQZ4,0.8573,neutral,,0,-987020015.0559912,1.3226558238706878,0.15604700748746728,False,False,False,True,0
2024-11-04 09:00:00,20137.25,20191.91,20016.06,0.271,0.602,0.6892,5,4,BEARISH,09,down,35,,NQZ4,0.6991,negative,9.749,0,-1144346667.9934993,1.3119964245366211,0.1330866925722195,False,False,False,False,0
2024-11-04 10:00:00,20127.25,20152.19,20000.51,0.124,0.63,0.8356,1,4,BEARISH,10,up,6,,NQZ4,0.8408,negative,8.694,0,-1298841748.750431,2.6469587251114883,0.2863282365946715,False,False,False,True,0
2024-11-04 11:00:00,20187.5,20216.05,20159.88,0.141,0.137,0.4917,3,5,BEARISH,11,up,10,,NQZ4,0.4963,neutral,,0,-742087213.9712485,1.2034179566563583,0.5656965944272482,False,False,False,False,0
2024-11-04 12:00:00,20083.0,20163.83,19995.04,0.402,0.438,0.5211,5,4,BEARISH,12,up,83,,NQZ4,0.5321,negative,9.506,0,-1785619573.2230694,1.454563561220928,0.23731514216003513,False,False,False,True,0
2024-11-04 13:00:00,20141.75,20153.72,19979.8,0.059,0.804,0.9312,1,4,BEARISH,13,up,22,,NQZ4,0.9344,negative,9.762,0,-1347431430.223709,1.5089056313378841,0.3204786078667408,False,False,False,True,0
2024-11-04 14:00:00,20152.5,20200.91,20140.19,0.24,0.061,0.2027,3,5,BEARISH,14,down,27,,NQZ4,0.2051,negative,8.77,0,-1151760373.6840866,2.4445106066244935,0.36586031509738026,False,False,False,False,0
2024-11-04 15:00:00,20138.25,20200.13,19973.24,0.307,0.819,0.7273,3,4,BEARISH,15,up,1050,,NQZ4,0.7386,negative,9.746,0,-1268357920.0268428,1.2790088513152817,0.35340707360370566,False,False,False,True,0
2024-11-04 16:00:00,20087.5,20108.01,19958.69,0.102,0.641,0.8626,1,4,BEARISH,16,up,6,,NQZ4,0.8672,negative,9.513,0,-1745121057.774477,1.7467081518357317,0.4325077784692023,False,False,False,True,0
2024-11-04 19:00:00,20084.5,20112.34,19967.13,0.139,0.584,0.8083,5,4,BEARISH,19,up,151,,NQZ4,0.8134,negative,9.485,0,-1748165224.6562085,1.741492195474124,0.4062834524135455,False,False,False,True,0
2024-11-05 09:00:00,20115.0,20155.22,20033.62,0.2,0.405,0.6692,1,5,BULLISH,09,up,29,,NQZ4,0.6762,negative,7.665,0,-1995259036.2212992,4.7786726323639055,0.13427790206314708,False,False,False,False,0
2024-11-05 14:00:00,20311.0,20334.2,20273.14,0.114,0.186,0.62,1,2,BULLISH,14,up,26,,NQZ4,0.6236,neutral,9.497,0,-236812103.9731811,0.6072079168923151,0.1095465511299296,False,False,False,False,0
2024-11-05 15:00:00,20294.0,20359.23,20181.73,0.321,0.553,0.6325,1,3,BULLISH,15,up,64,,NQZ4,0.643,neutral,8.348,0,-364627342.4923497,1.678821326500447,0.49285503104366035,False,False,False,True,0
2024-11-06 05:00:00,20722.0,20871.2,20681.73,0.72,0.194,0.2125,1,2,BEARISH,05,down,53,,NQZ4,0.2201,positive,9.309,0,2869636434.8761816,0.014236077598690897,2.091159154521755,False,False,False,False,0
2024-11-06 06:00:00,20682.0,20730.11,20550.21,0.233,0.637,0.7326,1,3,BEARISH,06,up,212,,NQZ4,0.7408,positive,8.054,0,2447187155.2591496,1.8662121651677843,0.2965864036360127,False,False,False,False,0
2024-11-06 07:00:00,20607.0,20738.34,20583.12,0.637,0.116,0.1538,1,3,BEARISH,07,up,152,,NQZ4,0.1591,positive,4.752,0,1667221096.6127365,0.6258552918911106,0.024554762944619165,False,False,False,False,0
2024-11-06 08:00:00,20683.0,20740.6,20621.35,0.278,0.298,0.517,1,3,BEARISH,08,up,92,,NQZ4,0.5247,positive,9.148,0,2507535097.1051273,0.6058115360441083,0.2160228206739849,False,False,False,False,0
2024-11-06 09:00:00,20681.75,20739.72,20651.26,0.28,0.147,0.3447,1,3,BEARISH,09,up,32,,NQZ4,0.3492,positive,9.135,0,2503554004.658928,0.6182262139325762,0.3526780857519247,False,False,False,False,0
2024-11-06 10:00:00,20700.75,20835.17,20663.25,0.649,0.181,0.2181,2,3,BEARISH,10,up,181,,NQZ4,0.2253,positive,9.213,0,2381724943.6817575,0.16294095624556212,0.4039467169063874,False,False,False,False,0
