date,label,move,rel_bucket,cx_bid_behind,cx_ask_behind,cx_at_bbo,add_sz
2026-01-14,ev0,-46.75,-6,1652,1967,11689,0
2026-01-14,ev0,-46.75,-5,1102,1030,9227,0
2026-01-14,ev0,-46.75,-4,1036,1128,8035,0
2026-01-14,ev0,-46.75,-3,918,825,6316,0
2026-01-14,ev0,-46.75,-2,458,486,4095,0
2026-01-14,ev0,-46.75,-1,441,535,4626,0
2026-01-14,ev0,-46.75,0,870,1125,8606,0
2026-01-14,ev0,-46.75,1,661,759,7138,0
2026-01-14,ev0,-46.75,2,1097,1549,8858,0
2026-01-14,ev0,-46.75,3,667,614,7711,0
2026-01-14,ev0,-46.75,4,485,527,6363,0
2026-01-14,ev0,-46.75,5,560,552,5914,0
2026-01-14,ev0,-46.75,6,675,747,7968,0
2026-01-14,ev0,-46.75,7,454,407,6288,0
2026-01-14,ev0,-46.75,8,968,1022,7261,0
2026-01-14,ev0,-46.75,9,758,619,6787,0
2026-01-14,ev0,-46.75,10,863,583,5989,0
2026-01-14,ev0,-46.75,11,664,589,5367,0
2026-01-14,ev0,-46.75,12,833,866,8248,0
2026-01-14,ev0,-46.75,13,1100,828,7114,0
2026-01-14,ev0,-46.75,14,1511,889,8793,0
2026-01-14,ev0,-46.75,15,547,675,6953,0
2026-01-14,ev0,-46.75,16,674,856,7096,0
2026-01-14,ev0,-46.75,17,686,504,4668,0
2026-01-14,ev1,55.5,-36,53,78,442,0
2026-01-14,ev1,55.5,-35,52,132,551,0
2026-01-14,ev1,55.5,-34,25,44,358,0
2026-01-14,ev1,55.5,-33,82,67,464,0
2026-01-14,ev1,55.5,-32,146,234,793,0
2026-01-14,ev1,55.5,-31,100,110,693,0
2026-01-14,ev1,55.5,-30,390,555,2058,0
2026-01-14,ev1,55.5,-29,165,90,981,0
2026-01-14,ev1,55.5,-28,114,65,781,0
2026-01-14,ev1,55.5,-27,90,80,825,0
2026-01-14,ev1,55.5,-26,100,71,663,0
2026-01-14,ev1,55.5,-25,73,71,536,0
2026-01-14,ev1,55.5,-24,133,136,811,0
2026-01-14,ev1,55.5,-23,114,105,777,0
2026-01-14,ev1,55.5,-22,202,153,793,0
2026-01-14,ev1,55.5,-21,71,66,537,0
2026-01-14,ev1,55.5,-20,152,143,632,0
2026-01-14,ev1,55.5,-19,233,225,1326,0
2026-01-14,ev1,55.5,-18,1652,1967,11689,0
2026-01-14,ev1,55.5,-17,1102,1030,9227,0
2026-01-14,ev1,55.5,-16,1036,1128,8035,0
2026-01-14,ev1,55.5,-15,918,825,6316,0
2026-01-14,ev1,55.5,-14,458,486,4095,0
2026-01-14,ev1,55.5,-13,441,535,4626,0
2026-01-14,ev1,55.5,-12,870,1125,8606,0
2026-01-14,ev1,55.5,-11,661,759,7138,0
2026-01-14,ev1,55.5,-10,1097,1549,8858,0
2026-01-14,ev1,55.5,-9,667,614,7711,0
2026-01-14,ev1,55.5,-8,485,527,6363,0
2026-01-14,ev1,55.5,-7,560,552,5914,0
2026-01-14,ev1,55.5,-6,675,747,7968,0
2026-01-14,ev1,55.5,-5,454,407,6288,0
2026-01-14,ev1,55.5,-4,968,1022,7261,0
2026-01-14,ev1,55.5,-3,758,619,6787,0
2026-01-14,ev1,55.5,-2,863,583,5989,0
2026-01-14,ev1,55.5,-1,664,589,5367,0
2026-01-14,ev1,55.5,0,833,866,8248,0
2026-01-14,ev1,55.5,1,1100,828,7114,0
2026-01-14,ev1,55.5,2,1511,889,8793,0
2026-01-14,ev1,55.5,3,547,675,6953,0
2026-01-14,ev1,55.5,4,674,856,7096,0
2026-01-14,ev1,55.5,5,686,504,4668,0
2026-01-14,ev1,55.5,6,1310,883,8137,0
2026-01-14,ev1,55.5,7,728,716,6723,0
2026-01-14,ev1,55.5,8,752,805,6112,0
2026-01-14,ev1,55.5,9,852,634,5588,0
2026-01-14,ev1,55.5,10,475,466,3954,0
2026-01-14,ev1,55.5,11,434,514,4173,0
2026-01-14,ev1,55.5,12,904,777,8122,0
2026-01-14,ev1,55.5,13,657,691,6403,0
2026-01-14,ev1,55.5,14,677,858,6661,0
2026-01-14,ev1,55.5,15,633,745,6753,0
2026-01-14,ev1,55.5,16,781,740,6940,0
2026-01-14,ev1,55.5,17,559,818,5966,0
2026-01-14,ev2,-47.0,-36,1652,1967,11689,0
2026-01-14,ev2,-47.0,-35,1102,1030,9227,0
2026-01-14,ev2,-47.0,-34,1036,1128,8035,0
2026-01-14,ev2,-47.0,-33,918,825,6316,0
2026-01-14,ev2,-47.0,-32,458,486,4095,0
2026-01-14,ev2,-47.0,-31,441,535,4626,0
2026-01-14,ev2,-47.0,-30,870,1125,8606,0
2026-01-14,ev2,-47.0,-29,661,759,7138,0
2026-01-14,ev2,-47.0,-28,1097,1549,8858,0
2026-01-14,ev2,-47.0,-27,667,614,7711,0
2026-01-14,ev2,-47.0,-26,485,527,6363,0
2026-01-14,ev2,-47.0,-25,560,552,5914,0
2026-01-14,ev2,-47.0,-24,675,747,7968,0
2026-01-14,ev2,-47.0,-23,454,407,6288,0
2026-01-14,ev2,-47.0,-22,968,1022,7261,0
2026-01-14,ev2,-47.0,-21,758,619,6787,0
2026-01-14,ev2,-47.0,-20,863,583,5989,0
2026-01-14,ev2,-47.0,-19,664,589,5367,0
2026-01-14,ev2,-47.0,-18,833,866,8248,0
2026-01-14,ev2,-47.0,-17,1100,828,7114,0
2026-01-14,ev2,-47.0,-16,1511,889,8793,0
2026-01-14,ev2,-47.0,-15,547,675,6953,0
2026-01-14,ev2,-47.0,-14,674,856,7096,0
2026-01-14,ev2,-47.0,-13,686,504,4668,0
2026-01-14,ev2,-47.0,-12,1310,883,8137,0
2026-01-14,ev2,-47.0,-11,728,716,6723,0
2026-01-14,ev2,-47.0,-10,752,805,6112,0
2026-01-14,ev2,-47.0,-9,852,634,5588,0
2026-01-14,ev2,-47.0,-8,475,466,3954,0
2026-01-14,ev2,-47.0,-7,434,514,4173,0
2026-01-14,ev2,-47.0,-6,904,777,8122,0
2026-01-14,ev2,-47.0,-5,657,691,6403,0
2026-01-14,ev2,-47.0,-4,677,858,6661,0
2026-01-14,ev2,-47.0,-3,633,745,6753,0
2026-01-14,ev2,-47.0,-2,781,740,6940,0
2026-01-14,ev2,-47.0,-1,559,818,5966,0
2026-01-14,ev2,-47.0,0,891,931,8573,0
2026-01-14,ev2,-47.0,1,820,1143,8482,0
2026-01-14,ev2,-47.0,2,882,953,7351,0
2026-01-14,ev2,-47.0,3,772,805,6318,0
2026-01-14,ev2,-47.0,4,497,442,4914,0
2026-01-14,ev2,-47.0,5,588,757,5335,0
2026-01-14,ev2,-47.0,6,786,787,7749,0
2026-01-14,ev2,-47.0,7,486,535,6114,0
2026-01-14,ev2,-47.0,8,583,677,6047,0
2026-01-14,ev2,-47.0,9,580,556,5578,0
2026-01-14,ev2,-47.0,10,571,575,4583,0
2026-01-14,ev2,-47.0,11,520,544,4057,0
2026-01-14,ev2,-47.0,12,749,858,7426,0
2026-01-14,ev2,-47.0,13,682,558,5883,0
2026-01-14,ev2,-47.0,14,613,760,5518,0
2026-01-14,ev2,-47.0,15,531,511,4955,0
2026-01-14,ev2,-47.0,16,647,610,4273,0
2026-01-14,ev2,-47.0,17,405,425,3896,0
2026-01-14,ev3,-45.75,-36,1262,1182,5668,0
2026-01-14,ev3,-45.75,-35,757,725,4583,0
2026-01-14,ev3,-45.75,-34,576,640,3886,0
2026-01-14,ev3,-45.75,-33,650,735,4099,0
2026-01-14,ev3,-45.75,-32,460,561,3172,0
2026-01-14,ev3,-45.75,-31,419,409,2959,0
2026-01-14,ev3,-45.75,-30,719,768,5349,0
2026-01-14,ev3,-45.75,-29,515,471,3530,0
2026-01-14,ev3,-45.75,-28,477,522,3349,0
2026-01-14,ev3,-45.75,-27,466,496,3450,0
2026-01-14,ev3,-45.75,-26,409,496,3123,0
2026-01-14,ev3,-45.75,-25,465,530,3764,0
2026-01-14,ev3,-45.75,-24,468,575,4739,0
2026-01-14,ev3,-45.75,-23,467,542,4185,0
2026-01-14,ev3,-45.75,-22,352,396,3465,0
2026-01-14,ev3,-45.75,-21,354,411,3300,0
2026-01-14,ev3,-45.75,-20,422,485,3387,0
2026-01-14,ev3,-45.75,-19,456,387,3415,0
2026-01-14,ev3,-45.75,-18,547,515,4349,0
2026-01-14,ev3,-45.75,-17,340,381,3110,0
2026-01-14,ev3,-45.75,-16,343,410,2804,0
2026-01-14,ev3,-45.75,-15,338,333,3046,0
2026-01-14,ev3,-45.75,-14,371,364,3119,0
2026-01-14,ev3,-45.75,-13,487,492,2989,0
2026-01-14,ev3,-45.75,-12,406,361,2553,0
2026-01-14,ev3,-45.75,-11,324,329,2211,0
2026-01-14,ev3,-45.75,-10,526,536,3028,0
2026-01-14,ev3,-45.75,-9,386,445,2209,0
2026-01-14,ev3,-45.75,-8,220,281,1652,0
2026-01-14,ev3,-45.75,-7,233,209,1713,0
2026-01-14,ev3,-45.75,-6,326,352,2144,0
2026-01-14,ev3,-45.75,-5,273,270,1915,0
2026-01-14,ev3,-45.75,-4,223,170,1440,0
2026-01-14,ev3,-45.75,-3,192,159,1222,0
2026-01-14,ev3,-45.75,-2,361,331,1712,0
2026-01-14,ev3,-45.75,-1,350,668,1406,0
2026-01-14,ev3,-45.75,0,1365,2017,4425,0
2026-01-14,ev3,-45.75,1,1885,1660,6039,0
2026-01-14,ev3,-45.75,2,1052,965,5449,0
2026-01-14,ev3,-45.75,3,772,847,5845,0
2026-01-14,ev3,-45.75,4,780,690,5229,0
2026-01-14,ev3,-45.75,5,588,674,4259,0
2026-01-14,ev3,-45.75,6,715,727,4959,0
2026-01-14,ev3,-45.75,7,881,800,5455,0
2026-01-14,ev3,-45.75,8,774,750,5440,0
2026-01-14,ev3,-45.75,9,947,840,6206,0
2026-01-14,ev3,-45.75,10,612,678,5079,0
2026-01-14,ev3,-45.75,11,612,564,3565,0
2026-01-14,ev3,-45.75,12,820,732,4308,0
2026-01-14,ev3,-45.75,13,580,630,4711,0
2026-01-14,ev3,-45.75,14,447,492,4801,0
2026-01-14,ev3,-45.75,15,659,571,5059,0
2026-01-14,ev3,-45.75,16,502,471,4650,0
2026-01-14,ev3,-45.75,17,428,378,3658,0
2026-01-14,ev4,45.0,-36,453,549,5027,0
2026-01-14,ev4,45.0,-35,441,438,4588,0
2026-01-14,ev4,45.0,-34,471,358,4663,0
2026-01-14,ev4,45.0,-33,389,440,4586,0
2026-01-14,ev4,45.0,-32,422,409,4210,0
2026-01-14,ev4,45.0,-31,335,315,3355,0
2026-01-14,ev4,45.0,-30,361,354,3738,0
2026-01-14,ev4,45.0,-29,422,483,4346,0
2026-01-14,ev4,45.0,-28,277,354,3888,0
2026-01-14,ev4,45.0,-27,265,291,3643,0
2026-01-14,ev4,45.0,-26,500,458,3803,0
2026-01-14,ev4,45.0,-25,249,328,3262,0
2026-01-14,ev4,45.0,-24,258,337,3887,0
2026-01-14,ev4,45.0,-23,561,524,4671,0
2026-01-14,ev4,45.0,-22,434,400,4274,0
2026-01-14,ev4,45.0,-21,354,369,3710,0
2026-01-14,ev4,45.0,-20,337,352,3582,0
2026-01-14,ev4,45.0,-19,301,298,3067,0
2026-01-14,ev4,45.0,-18,471,389,4607,0
2026-01-14,ev4,45.0,-17,440,364,3788,0
2026-01-14,ev4,45.0,-16,602,488,4941,0
2026-01-14,ev4,45.0,-15,388,437,3986,0
2026-01-14,ev4,45.0,-14,434,455,3914,0
2026-01-14,ev4,45.0,-13,321,280,3430,0
2026-01-14,ev4,45.0,-12,474,537,4274,0
2026-01-14,ev4,45.0,-11,403,389,4317,0
2026-01-14,ev4,45.0,-10,403,446,4447,0
2026-01-14,ev4,45.0,-9,403,388,4215,0
2026-01-14,ev4,45.0,-8,548,467,3928,0
2026-01-14,ev4,45.0,-7,234,357,3531,0
2026-01-14,ev4,45.0,-6,723,777,5988,0
2026-01-14,ev4,45.0,-5,490,466,3779,0
2026-01-14,ev4,45.0,-4,332,441,3751,0
2026-01-14,ev4,45.0,-3,431,492,4308,0
2026-01-14,ev4,45.0,-2,339,357,2961,0
2026-01-14,ev4,45.0,-1,451,380,3583,0
2026-01-14,ev4,45.0,0,359,332,4557,0
2026-01-14,ev4,45.0,1,472,401,4158,0
2026-01-14,ev4,45.0,2,332,417,4264,0
2026-01-14,ev4,45.0,3,286,269,3017,0
2026-01-14,ev4,45.0,4,1577,1150,3092,0
2026-01-14,ev4,45.0,5,1004,958,3834,0
2026-01-14,ev4,45.0,6,702,626,4154,0
2026-01-14,ev4,45.0,7,952,667,5764,0
2026-01-14,ev4,45.0,8,841,721,5171,0
2026-01-14,ev4,45.0,9,948,641,5093,0
2026-01-14,ev4,45.0,10,628,643,4523,0
2026-01-14,ev4,45.0,11,411,396,3551,0
2026-01-14,ev4,45.0,12,642,723,5345,0
2026-01-14,ev4,45.0,13,367,398,4162,0
2026-01-14,ev4,45.0,14,618,402,3764,0
2026-01-14,ev4,45.0,15,638,568,3674,0
2026-01-14,ev4,45.0,16,508,513,3372,0
2026-01-14,ev4,45.0,17,529,487,3305,0
2026-01-14,ev5,-42.25,-36,419,463,3689,0
2026-01-14,ev5,-42.25,-35,499,510,4740,0
2026-01-14,ev5,-42.25,-34,485,436,4017,0
2026-01-14,ev5,-42.25,-33,447,389,3351,0
2026-01-14,ev5,-42.25,-32,351,335,2709,0
2026-01-14,ev5,-42.25,-31,429,382,2733,0
2026-01-14,ev5,-42.25,-30,509,641,3164,0
2026-01-14,ev5,-42.25,-29,377,396,2796,0
2026-01-14,ev5,-42.25,-28,355,375,2467,0
2026-01-14,ev5,-42.25,-27,407,527,3270,0
2026-01-14,ev5,-42.25,-26,372,395,3094,0
2026-01-14,ev5,-42.25,-25,412,397,2847,0
2026-01-14,ev5,-42.25,-24,720,634,4182,0
2026-01-14,ev5,-42.25,-23,255,274,2604,0
2026-01-14,ev5,-42.25,-22,324,255,2818,0
2026-01-14,ev5,-42.25,-21,423,384,3111,0
2026-01-14,ev5,-42.25,-20,450,390,3070,0
2026-01-14,ev5,-42.25,-19,333,253,2633,0
2026-01-14,ev5,-42.25,-18,539,554,4697,0
2026-01-14,ev5,-42.25,-17,534,518,3930,0
2026-01-14,ev5,-42.25,-16,428,393,3662,0
2026-01-14,ev5,-42.25,-15,564,498,3897,0
2026-01-14,ev5,-42.25,-14,465,378,2942,0
2026-01-14,ev5,-42.25,-13,387,376,2953,0
2026-01-14,ev5,-42.25,-12,382,373,2730,0
2026-01-14,ev5,-42.25,-11,391,332,2840,0
2026-01-14,ev5,-42.25,-10,587,622,4202,0
2026-01-14,ev5,-42.25,-9,341,348,2835,0
2026-01-14,ev5,-42.25,-8,355,332,2746,0
2026-01-14,ev5,-42.25,-7,207,204,2288,0
2026-01-14,ev5,-42.25,-6,269,225,2585,0
2026-01-14,ev5,-42.25,-5,336,381,3265,0
2026-01-14,ev5,-42.25,-4,360,223,2480,0
2026-01-14,ev5,-42.25,-3,224,302,2681,0
2026-01-14,ev5,-42.25,-2,387,488,3073,0
2026-01-14,ev5,-42.25,-1,219,189,2121,0
2026-01-14,ev5,-42.25,0,365,406,3420,0
2026-01-14,ev5,-42.25,1,288,316,2662,0
2026-01-14,ev5,-42.25,2,331,204,2538,0
2026-01-14,ev5,-42.25,3,384,470,3185,0
2026-01-14,ev5,-42.25,4,455,608,3389,0
2026-01-14,ev5,-42.25,5,449,694,3834,0
2026-01-14,ev5,-42.25,6,353,268,3333,0
2026-01-14,ev5,-42.25,7,393,406,3100,0
2026-01-14,ev5,-42.25,8,338,248,2584,0
2026-01-14,ev5,-42.25,9,284,199,2202,0
2026-01-14,ev5,-42.25,10,233,196,1925,0
2026-01-14,ev5,-42.25,11,251,281,2202,0
2026-01-14,ev5,-42.25,12,588,563,4915,0
2026-01-14,ev5,-42.25,13,589,430,4385,0
2026-01-14,ev5,-42.25,14,296,278,2756,0
2026-01-14,ev5,-42.25,15,224,225,2602,0
2026-01-14,ev5,-42.25,16,282,335,2619,0
2026-01-14,ev5,-42.25,17,417,484,3198,0
2026-01-14,ev6,-46.5,-36,401,259,2489,0
2026-01-14,ev6,-46.5,-35,114,165,1626,0
2026-01-14,ev6,-46.5,-34,98,130,1514,0
2026-01-14,ev6,-46.5,-33,211,137,1713,0
2026-01-14,ev6,-46.5,-32,130,125,1727,0
2026-01-14,ev6,-46.5,-31,152,119,1414,0
2026-01-14,ev6,-46.5,-30,185,163,2532,0
2026-01-14,ev6,-46.5,-29,272,202,2364,0
2026-01-14,ev6,-46.5,-28,269,175,2552,0
2026-01-14,ev6,-46.5,-27,163,190,2119,0
2026-01-14,ev6,-46.5,-26,290,167,2073,0
2026-01-14,ev6,-46.5,-25,296,201,1970,0
2026-01-14,ev6,-46.5,-24,178,190,2033,0
2026-01-14,ev6,-46.5,-23,203,125,1431,0
2026-01-14,ev6,-46.5,-22,274,168,1868,0
2026-01-14,ev6,-46.5,-21,189,166,1640,0
2026-01-14,ev6,-46.5,-20,355,226,2188,0
2026-01-14,ev6,-46.5,-19,207,223,1753,0
2026-01-14,ev6,-46.5,-18,337,359,2369,0
2026-01-14,ev6,-46.5,-17,150,189,1550,0
2026-01-14,ev6,-46.5,-16,273,270,2315,0
2026-01-14,ev6,-46.5,-15,252,293,2568,0
2026-01-14,ev6,-46.5,-14,171,203,1857,0
2026-01-14,ev6,-46.5,-13,119,183,1851,0
2026-01-14,ev6,-46.5,-12,303,226,2868,0
2026-01-14,ev6,-46.5,-11,174,130,1638,0
2026-01-14,ev6,-46.5,-10,241,196,1596,0
2026-01-14,ev6,-46.5,-9,162,108,1743,0
2026-01-14,ev6,-46.5,-8,174,145,1609,0
2026-01-14,ev6,-46.5,-7,195,147,1830,0
2026-01-14,ev6,-46.5,-6,158,130,1738,0
2026-01-14,ev6,-46.5,-5,192,320,2210,0
2026-01-14,ev6,-46.5,-4,122,124,1227,0
2026-01-14,ev6,-46.5,-3,169,168,1445,0
2026-01-14,ev6,-46.5,-2,177,216,2189,0
2026-01-14,ev6,-46.5,-1,160,117,1350,0
2026-01-14,ev6,-46.5,0,457,789,4428,0
2026-01-14,ev6,-46.5,1,361,454,3606,0
2026-01-14,ev6,-46.5,2,445,502,2594,0
2026-01-14,ev6,-46.5,3,185,192,2114,0
2026-01-14,ev6,-46.5,4,336,263,2169,0
2026-01-14,ev6,-46.5,5,231,193,1841,0
2026-01-14,ev6,-46.5,6,250,270,2920,0
2026-01-14,ev6,-46.5,7,186,188,2081,0
2026-01-14,ev6,-46.5,8,246,252,2270,0
2026-01-14,ev6,-46.5,9,202,178,2419,0
2026-01-14,ev6,-46.5,10,393,241,2504,0
2026-01-14,ev6,-46.5,11,148,163,1599,0
2026-01-14,ev6,-46.5,12,177,158,2113,0
2026-01-14,ev6,-46.5,13,287,258,2493,0
2026-01-14,ev6,-46.5,14,136,181,1548,0
2026-01-14,ev6,-46.5,15,177,153,1833,0
2026-01-14,ev6,-46.5,16,180,120,1554,0
2026-01-14,ev6,-46.5,17,212,182,2024,0
2026-01-14,ev7,44.0,-36,137,159,1585,0
2026-01-14,ev7,44.0,-35,166,178,1325,0
2026-01-14,ev7,44.0,-34,162,120,1228,0
2026-01-14,ev7,44.0,-33,183,182,1417,0
2026-01-14,ev7,44.0,-32,157,146,1054,0
2026-01-14,ev7,44.0,-31,163,119,989,0
2026-01-14,ev7,44.0,-30,167,143,1085,0
2026-01-14,ev7,44.0,-29,166,109,1234,0
2026-01-14,ev7,44.0,-28,207,144,1184,0
2026-01-14,ev7,44.0,-27,96,91,768,0
2026-01-14,ev7,44.0,-26,132,140,1072,0
2026-01-14,ev7,44.0,-25,85,131,923,0
2026-01-14,ev7,44.0,-24,97,116,899,0
2026-01-14,ev7,44.0,-23,236,219,1580,0
2026-01-14,ev7,44.0,-22,161,166,1264,0
2026-01-14,ev7,44.0,-21,81,102,782,0
2026-01-14,ev7,44.0,-20,82,96,735,0
2026-01-14,ev7,44.0,-19,106,120,1109,0
2026-01-14,ev7,44.0,-18,293,413,3263,0
2026-01-14,ev7,44.0,-17,495,558,5266,0
2026-01-14,ev7,44.0,-16,196,165,2484,0
2026-01-14,ev7,44.0,-15,170,200,2024,0
2026-01-14,ev7,44.0,-14,151,190,1781,0
2026-01-14,ev7,44.0,-13,145,155,2115,0
2026-01-14,ev7,44.0,-12,301,236,3220,0
2026-01-14,ev7,44.0,-11,277,287,2496,0
2026-01-14,ev7,44.0,-10,233,225,1971,0
2026-01-14,ev7,44.0,-9,206,329,2404,0
2026-01-14,ev7,44.0,-8,231,269,2487,0
2026-01-14,ev7,44.0,-7,336,597,2970,0
2026-01-14,ev7,44.0,-6,420,393,3989,0
2026-01-14,ev7,44.0,-5,250,236,2610,0
2026-01-14,ev7,44.0,-4,305,382,3908,0
2026-01-14,ev7,44.0,-3,271,353,2338,0
2026-01-14,ev7,44.0,-2,182,138,2087,0
2026-01-14,ev7,44.0,-1,545,380,3301,0
2026-01-14,ev7,44.0,0,744,583,4134,0
2026-01-14,ev7,44.0,1,2970,1844,13211,0
2026-01-14,ev7,44.0,2,832,857,5894,0
2026-01-14,ev7,44.0,3,545,545,4001,0
2026-01-14,ev7,44.0,4,460,339,4346,0
2026-01-14,ev7,44.0,5,440,336,4469,0
2026-01-14,ev7,44.0,6,446,368,5073,0
2026-01-14,ev7,44.0,7,510,433,5064,0
2026-01-14,ev7,44.0,8,407,255,3272,0
2026-01-14,ev7,44.0,9,581,444,3315,0
2026-01-14,ev7,44.0,10,831,551,3156,0
2026-01-14,ev7,44.0,11,413,342,2288,0
2026-01-14,ev7,44.0,12,502,416,2803,0
2026-01-14,ev7,44.0,13,455,360,2815,0
2026-01-14,ev7,44.0,14,387,347,2645,0
2026-01-14,ev7,44.0,15,333,279,2436,0
2026-01-14,ev7,44.0,16,409,374,2474,0
2026-01-14,ev7,44.0,17,249,211,1741,0
2026-01-16,ct1,5.5,-36,168,169,1139,0
2026-01-16,ct1,5.5,-35,228,179,1312,0
2026-01-16,ct1,5.5,-34,248,204,1493,0
2026-01-16,ct1,5.5,-33,191,143,1200,0
2026-01-16,ct1,5.5,-32,168,117,1048,0
2026-01-16,ct1,5.5,-31,219,150,1098,0
2026-01-16,ct1,5.5,-30,224,245,1320,0
2026-01-16,ct1,5.5,-29,246,191,1300,0
2026-01-16,ct1,5.5,-28,283,316,1877,0
2026-01-16,ct1,5.5,-27,191,178,1619,0
2026-01-16,ct1,5.5,-26,179,145,1128,0
2026-01-16,ct1,5.5,-25,194,177,1080,0
2026-01-16,ct1,5.5,-24,238,223,1602,0
2026-01-16,ct1,5.5,-23,236,209,1436,0
2026-01-16,ct1,5.5,-22,159,137,950,0
2026-01-16,ct1,5.5,-21,138,103,954,0
2026-01-16,ct1,5.5,-20,199,214,1429,0
2026-01-16,ct1,5.5,-19,307,189,1769,0
2026-01-16,ct1,5.5,-18,348,276,1716,0
2026-01-16,ct1,5.5,-17,262,312,1644,0
2026-01-16,ct1,5.5,-16,344,284,1968,0
2026-01-16,ct1,5.5,-15,183,162,1094,0
2026-01-16,ct1,5.5,-14,187,155,950,0
2026-01-16,ct1,5.5,-13,306,322,1522,0
2026-01-16,ct1,5.5,-12,461,517,2740,0
2026-01-16,ct1,5.5,-11,307,322,1691,0
2026-01-16,ct1,5.5,-10,367,320,2108,0
2026-01-16,ct1,5.5,-9,186,190,1632,0
2026-01-16,ct1,5.5,-8,339,359,1941,0
2026-01-16,ct1,5.5,-7,459,446,2224,0
2026-01-16,ct1,5.5,-6,303,316,2103,0
2026-01-16,ct1,5.5,-5,329,355,2135,0
2026-01-16,ct1,5.5,-4,371,203,1476,0
2026-01-16,ct1,5.5,-3,368,343,2111,0
2026-01-16,ct1,5.5,-2,246,185,1721,0
2026-01-16,ct1,5.5,-1,173,144,1392,0
2026-01-16,ct1,5.5,0,180,162,1388,0
2026-01-16,ct1,5.5,1,429,367,1917,0
2026-01-16,ct1,5.5,2,177,188,1383,0
2026-01-16,ct1,5.5,3,162,179,1424,0
2026-01-16,ct1,5.5,4,278,170,1486,0
2026-01-16,ct1,5.5,5,196,181,1646,0
2026-01-16,ct1,5.5,6,332,288,1978,0
2026-01-16,ct1,5.5,7,247,184,1676,0
2026-01-16,ct1,5.5,8,197,183,1623,0
2026-01-16,ct1,5.5,9,168,125,1118,0
2026-01-16,ct1,5.5,10,186,137,1404,0
2026-01-16,ct1,5.5,11,197,134,1442,0
2026-01-16,ct1,5.5,12,497,543,3650,0
2026-01-16,ct1,5.5,13,178,143,1718,0
2026-01-16,ct1,5.5,14,239,161,1789,0
2026-01-16,ct1,5.5,15,331,277,2133,0
2026-01-16,ct1,5.5,16,217,218,1675,0
2026-01-16,ct1,5.5,17,221,213,1728,0
2026-01-16,ct2,-1.25,-36,329,331,2537,0
2026-01-16,ct2,-1.25,-35,196,210,1746,0
2026-01-16,ct2,-1.25,-34,212,221,1891,0
2026-01-16,ct2,-1.25,-33,210,239,1926,0
2026-01-16,ct2,-1.25,-32,198,195,1697,0
2026-01-16,ct2,-1.25,-31,287,213,1674,0
2026-01-16,ct2,-1.25,-30,499,436,2423,0
2026-01-16,ct2,-1.25,-29,408,382,1891,0
2026-01-16,ct2,-1.25,-28,243,199,1610,0
2026-01-16,ct2,-1.25,-27,259,215,1690,0
2026-01-16,ct2,-1.25,-26,218,167,1810,0
2026-01-16,ct2,-1.25,-25,261,161,1524,0
2026-01-16,ct2,-1.25,-24,701,564,3762,0
2026-01-16,ct2,-1.25,-23,376,481,2806,0
2026-01-16,ct2,-1.25,-22,484,474,2924,0
2026-01-16,ct2,-1.25,-21,501,528,3281,0
2026-01-16,ct2,-1.25,-20,279,245,2275,0
2026-01-16,ct2,-1.25,-19,281,267,1899,0
2026-01-16,ct2,-1.25,-18,421,349,2391,0
2026-01-16,ct2,-1.25,-17,198,239,1659,0
2026-01-16,ct2,-1.25,-16,249,222,2064,0
2026-01-16,ct2,-1.25,-15,383,447,3006,0
2026-01-16,ct2,-1.25,-14,205,166,1554,0
2026-01-16,ct2,-1.25,-13,231,211,1525,0
2026-01-16,ct2,-1.25,-12,304,210,2126,0
2026-01-16,ct2,-1.25,-11,389,418,2843,0
2026-01-16,ct2,-1.25,-10,348,368,2221,0
2026-01-16,ct2,-1.25,-9,303,345,2198,0
2026-01-16,ct2,-1.25,-8,291,237,1916,0
2026-01-16,ct2,-1.25,-7,403,335,2105,0
2026-01-16,ct2,-1.25,-6,314,259,2450,0
2026-01-16,ct2,-1.25,-5,283,344,2443,0
2026-01-16,ct2,-1.25,-4,411,420,2757,0
2026-01-16,ct2,-1.25,-3,312,327,2459,0
2026-01-16,ct2,-1.25,-2,314,251,2149,0
2026-01-16,ct2,-1.25,-1,246,235,1820,0
2026-01-16,ct2,-1.25,0,396,388,2442,0
2026-01-16,ct2,-1.25,1,322,282,2327,0
2026-01-16,ct2,-1.25,2,386,390,2019,0
2026-01-16,ct2,-1.25,3,187,141,1692,0
2026-01-16,ct2,-1.25,4,289,334,2123,0
2026-01-16,ct2,-1.25,5,241,192,1871,0
2026-01-16,ct2,-1.25,6,433,447,3183,0
2026-01-16,ct2,-1.25,7,299,304,2681,0
2026-01-16,ct2,-1.25,8,298,360,2198,0
2026-01-16,ct2,-1.25,9,318,257,2719,0
2026-01-16,ct2,-1.25,10,229,191,1704,0
2026-01-16,ct2,-1.25,11,220,278,1817,0
2026-01-16,ct2,-1.25,12,277,351,2630,0
2026-01-16,ct2,-1.25,13,163,188,1802,0
2026-01-16,ct2,-1.25,14,231,247,2160,0
2026-01-16,ct2,-1.25,15,306,230,2046,0
2026-01-16,ct2,-1.25,16,432,394,2963,0
2026-01-16,ct2,-1.25,17,286,285,2160,0
2026-01-16,ev0,-44.75,-36,513,477,3854,0
