date,label,move,rel_bucket,cx_bid_behind,cx_ask_behind,cx_at_bbo,add_sz
2026-01-09,ct6,-4.5,-30,345,404,3414,0
2026-01-09,ct6,-4.5,-29,126,155,1837,0
2026-01-09,ct6,-4.5,-28,124,149,1409,0
2026-01-09,ct6,-4.5,-27,223,187,1502,0
2026-01-09,ct6,-4.5,-26,130,87,906,0
2026-01-09,ct6,-4.5,-25,125,118,1097,0
2026-01-09,ct6,-4.5,-24,156,219,1634,0
2026-01-09,ct6,-4.5,-23,201,278,1464,0
2026-01-09,ct6,-4.5,-22,156,238,1350,0
2026-01-09,ct6,-4.5,-21,176,140,1459,0
2026-01-09,ct6,-4.5,-20,163,176,1413,0
2026-01-09,ct6,-4.5,-19,133,128,1345,0
2026-01-09,ct6,-4.5,-18,184,177,1518,0
2026-01-09,ct6,-4.5,-17,139,158,1102,0
2026-01-09,ct6,-4.5,-16,200,210,1431,0
2026-01-09,ct6,-4.5,-15,127,150,1061,0
2026-01-09,ct6,-4.5,-14,160,170,822,0
2026-01-09,ct6,-4.5,-13,114,112,808,0
2026-01-09,ct6,-4.5,-12,121,123,1021,0
2026-01-09,ct6,-4.5,-11,274,241,1274,0
2026-01-09,ct6,-4.5,-10,104,142,1005,0
2026-01-09,ct6,-4.5,-9,141,196,966,0
2026-01-09,ct6,-4.5,-8,163,224,1358,0
2026-01-09,ct6,-4.5,-7,122,121,1189,0
2026-01-09,ct6,-4.5,-6,253,273,1868,0
2026-01-09,ct6,-4.5,-5,288,294,2057,0
2026-01-09,ct6,-4.5,-4,156,221,1284,0
2026-01-09,ct6,-4.5,-3,405,362,1601,0
2026-01-09,ct6,-4.5,-2,412,263,2297,0
2026-01-09,ct6,-4.5,-1,207,220,2021,0
2026-01-09,ct6,-4.5,0,310,375,3656,0
2026-01-09,ct6,-4.5,1,122,191,1447,0
2026-01-09,ct6,-4.5,2,148,137,1779,0
2026-01-09,ct6,-4.5,3,119,94,911,0
2026-01-09,ct6,-4.5,4,154,109,1371,0
2026-01-09,ct6,-4.5,5,135,120,1021,0
2026-01-09,ct6,-4.5,6,210,187,1642,0
2026-01-09,ct6,-4.5,7,141,193,1210,0
2026-01-09,ct6,-4.5,8,120,124,1104,0
2026-01-09,ct6,-4.5,9,118,183,1393,0
2026-01-09,ct6,-4.5,10,113,146,1194,0
2026-01-09,ct6,-4.5,11,100,128,1037,0
2026-01-09,ct6,-4.5,12,280,349,2412,0
2026-01-09,ct6,-4.5,13,195,173,1708,0
2026-01-09,ct6,-4.5,14,212,194,1423,0
2026-01-09,ct6,-4.5,15,150,175,1637,0
2026-01-09,ct6,-4.5,16,162,177,1397,0
2026-01-09,ct6,-4.5,17,113,149,1364,0
2026-01-09,ct7,3.0,-36,153,206,1635,0
2026-01-09,ct7,3.0,-35,106,109,944,0
2026-01-09,ct7,3.0,-34,97,129,911,0
2026-01-09,ct7,3.0,-33,130,125,1032,0
2026-01-09,ct7,3.0,-32,75,94,538,0
2026-01-09,ct7,3.0,-31,113,105,959,0
2026-01-09,ct7,3.0,-30,214,208,1428,0
2026-01-09,ct7,3.0,-29,117,139,1056,0
2026-01-09,ct7,3.0,-28,138,136,995,0
2026-01-09,ct7,3.0,-27,123,124,639,0
2026-01-09,ct7,3.0,-26,374,264,1460,0
2026-01-09,ct7,3.0,-25,126,134,834,0
2026-01-09,ct7,3.0,-24,95,85,725,0
2026-01-09,ct7,3.0,-23,100,102,740,0
2026-01-09,ct7,3.0,-22,89,93,537,0
2026-01-09,ct7,3.0,-21,77,102,620,0
2026-01-09,ct7,3.0,-20,84,91,520,0
2026-01-09,ct7,3.0,-19,113,130,665,0
2026-01-09,ct7,3.0,-18,89,99,677,0
2026-01-09,ct7,3.0,-17,106,92,727,0
2026-01-09,ct7,3.0,-16,90,77,611,0
2026-01-09,ct7,3.0,-15,106,159,850,0
2026-01-09,ct7,3.0,-14,96,93,703,0
2026-01-09,ct7,3.0,-13,95,121,840,0
2026-01-09,ct7,3.0,-12,75,106,581,0
2026-01-09,ct7,3.0,-11,109,93,702,0
2026-01-09,ct7,3.0,-10,109,85,593,0
2026-01-09,ct7,3.0,-9,71,68,463,0
2026-01-09,ct7,3.0,-8,112,103,702,0
2026-01-09,ct7,3.0,-7,81,73,548,0
2026-01-09,ct7,3.0,-6,110,122,852,0
2026-01-09,ct7,3.0,-5,83,94,595,0
2026-01-09,ct7,3.0,-4,114,103,562,0
2026-01-09,ct7,3.0,-3,109,91,769,0
2026-01-09,ct7,3.0,-2,105,97,561,0
2026-01-09,ct7,3.0,-1,126,69,494,0
2026-01-09,ct7,3.0,0,97,99,722,0
2026-01-09,ct7,3.0,1,58,69,458,0
2026-01-09,ct7,3.0,2,97,113,665,0
2026-01-09,ct7,3.0,3,104,116,657,0
2026-01-09,ct7,3.0,4,137,108,637,0
2026-01-09,ct7,3.0,5,91,59,351,0
2026-01-09,ct7,3.0,6,71,74,582,0
2026-01-09,ct7,3.0,7,123,90,551,0
2026-01-09,ct7,3.0,8,85,85,386,0
2026-01-09,ct7,3.0,9,68,80,311,0
2026-01-09,ct7,3.0,10,48,54,222,0
2026-01-09,ct7,3.0,11,183,124,611,0
2026-01-09,ct7,3.0,12,117,108,749,0
2026-01-09,ct7,3.0,13,147,106,595,0
2026-01-09,ct7,3.0,14,77,68,550,0
2026-01-09,ct7,3.0,15,75,46,362,0
2026-01-09,ct7,3.0,16,84,106,423,0
2026-01-09,ct7,3.0,17,76,49,346,0
2026-01-09,ct8,-4.0,-36,116,104,633,0
2026-01-09,ct8,-4.0,-35,79,77,518,0
2026-01-09,ct8,-4.0,-34,116,96,485,0
2026-01-09,ct8,-4.0,-33,83,75,680,0
2026-01-09,ct8,-4.0,-32,70,104,563,0
2026-01-09,ct8,-4.0,-31,66,55,463,0
2026-01-09,ct8,-4.0,-30,102,105,635,0
2026-01-09,ct8,-4.0,-29,48,50,328,0
2026-01-09,ct8,-4.0,-28,46,52,410,0
2026-01-09,ct8,-4.0,-27,106,119,607,0
2026-01-09,ct8,-4.0,-26,53,68,356,0
2026-01-09,ct8,-4.0,-25,63,72,395,0
2026-01-09,ct8,-4.0,-24,72,85,638,0
2026-01-09,ct8,-4.0,-23,98,80,528,0
2026-01-09,ct8,-4.0,-22,100,85,700,0
2026-01-09,ct8,-4.0,-21,91,115,719,0
2026-01-09,ct8,-4.0,-20,65,66,526,0
2026-01-09,ct8,-4.0,-19,54,61,383,0
2026-01-09,ct8,-4.0,-18,165,158,1152,0
2026-01-09,ct8,-4.0,-17,109,73,853,0
2026-01-09,ct8,-4.0,-16,102,106,666,0
2026-01-09,ct8,-4.0,-15,96,99,745,0
2026-01-09,ct8,-4.0,-14,100,116,931,0
2026-01-09,ct8,-4.0,-13,99,82,725,0
2026-01-09,ct8,-4.0,-12,67,72,687,0
2026-01-09,ct8,-4.0,-11,94,60,525,0
2026-01-09,ct8,-4.0,-10,162,185,826,0
2026-01-09,ct8,-4.0,-9,144,103,700,0
2026-01-09,ct8,-4.0,-8,124,140,647,0
2026-01-09,ct8,-4.0,-7,151,139,860,0
2026-01-09,ct8,-4.0,-6,117,95,559,0
2026-01-09,ct8,-4.0,-5,157,123,804,0
2026-01-09,ct8,-4.0,-4,151,148,876,0
2026-01-09,ct8,-4.0,-3,162,158,900,0
2026-01-09,ct8,-4.0,-2,89,90,828,0
2026-01-09,ct8,-4.0,-1,92,85,650,0
2026-01-09,ct8,-4.0,0,149,100,988,0
2026-01-09,ct8,-4.0,1,56,85,577,0
2026-01-09,ct8,-4.0,2,78,84,602,0
2026-01-09,ct8,-4.0,3,119,98,649,0
2026-01-09,ct8,-4.0,4,71,64,376,0
2026-01-09,ct8,-4.0,5,167,190,1022,0
2026-01-09,ct8,-4.0,6,81,121,736,0
2026-01-09,ct8,-4.0,7,94,88,744,0
2026-01-09,ct8,-4.0,8,91,81,801,0
2026-01-09,ct8,-4.0,9,77,72,414,0
2026-01-09,ct8,-4.0,10,113,127,803,0
2026-01-09,ct8,-4.0,11,118,76,677,0
2026-01-09,ct8,-4.0,12,91,90,672,0
2026-01-09,ct8,-4.0,13,74,66,581,0
2026-01-09,ct8,-4.0,14,99,107,941,0
2026-01-09,ct8,-4.0,15,74,117,631,0
2026-01-09,ct8,-4.0,16,200,152,841,0
2026-01-09,ct8,-4.0,17,111,93,622,0
2026-01-09,ev0,-74.5,-36,692,534,7011,0
2026-01-09,ev0,-74.5,-35,446,565,5703,0
2026-01-09,ev0,-74.5,-34,483,309,4598,0
2026-01-09,ev0,-74.5,-33,411,446,4800,0
2026-01-09,ev0,-74.5,-32,367,386,4040,0
2026-01-09,ev0,-74.5,-31,470,340,4514,0
2026-01-09,ev0,-74.5,-30,668,631,7016,0
2026-01-09,ev0,-74.5,-29,382,421,5421,0
2026-01-09,ev0,-74.5,-28,305,375,4002,0
2026-01-09,ev0,-74.5,-27,424,276,4881,0
2026-01-09,ev0,-74.5,-26,295,509,4326,0
2026-01-09,ev0,-74.5,-25,461,576,5350,0
2026-01-09,ev0,-74.5,-24,555,566,6531,0
2026-01-09,ev0,-74.5,-23,480,490,5649,0
2026-01-09,ev0,-74.5,-22,477,610,5493,0
2026-01-09,ev0,-74.5,-21,584,646,6004,0
2026-01-09,ev0,-74.5,-20,778,595,5453,0
2026-01-09,ev0,-74.5,-19,328,420,4595,0
2026-01-09,ev0,-74.5,-18,989,932,8530,0
2026-01-09,ev0,-74.5,-17,711,718,6655,0
2026-01-09,ev0,-74.5,-16,553,508,5759,0
2026-01-09,ev0,-74.5,-15,590,548,5669,0
2026-01-09,ev0,-74.5,-14,412,396,2565,0
2026-01-09,ev0,-74.5,-13,327,418,4804,0
2026-01-09,ev0,-74.5,-12,709,741,7461,0
2026-01-09,ev0,-74.5,-11,423,443,5874,0
2026-01-09,ev0,-74.5,-10,434,399,5403,0
2026-01-09,ev0,-74.5,-9,422,535,4817,0
2026-01-09,ev0,-74.5,-8,417,459,5231,0
2026-01-09,ev0,-74.5,-7,425,460,5369,0
2026-01-09,ev0,-74.5,-6,720,769,7364,0
2026-01-09,ev0,-74.5,-5,362,496,4915,0
2026-01-09,ev0,-74.5,-4,501,569,5053,0
2026-01-09,ev0,-74.5,-3,455,422,4694,0
2026-01-09,ev0,-74.5,-2,613,483,5559,0
2026-01-09,ev0,-74.5,-1,361,322,4134,0
2026-01-09,ev0,-74.5,0,500,491,6081,0
2026-01-09,ev0,-74.5,1,520,647,5396,0
2026-01-09,ev0,-74.5,2,1035,1506,8098,0
2026-01-09,ev0,-74.5,3,747,1167,6763,0
2026-01-09,ev0,-74.5,4,473,614,6596,0
2026-01-09,ev0,-74.5,5,443,657,4920,0
2026-01-09,ev0,-74.5,6,842,945,8027,0
2026-01-09,ev0,-74.5,7,496,452,4726,0
2026-01-09,ev0,-74.5,8,569,408,5251,0
2026-01-09,ev0,-74.5,9,409,473,4941,0
2026-01-09,ev0,-74.5,10,339,381,4403,0
2026-01-09,ev0,-74.5,11,268,333,3395,0
2026-01-09,ev0,-74.5,12,1300,1104,8106,0
2026-01-09,ev0,-74.5,13,655,624,4458,0
2026-01-09,ev0,-74.5,14,431,283,3609,0
2026-01-09,ev0,-74.5,15,503,408,3924,0
2026-01-09,ev0,-74.5,16,487,378,4491,0
2026-01-09,ev0,-74.5,17,330,350,3422,0
2026-01-09,ev1,45.5,-36,720,769,7364,0
2026-01-09,ev1,45.5,-35,362,496,4915,0
2026-01-09,ev1,45.5,-34,501,569,5053,0
2026-01-09,ev1,45.5,-33,455,422,4694,0
2026-01-09,ev1,45.5,-32,613,483,5559,0
2026-01-09,ev1,45.5,-31,361,322,4134,0
2026-01-09,ev1,45.5,-30,500,491,6081,0
2026-01-09,ev1,45.5,-29,520,647,5396,0
2026-01-09,ev1,45.5,-28,1035,1506,8098,0
2026-01-09,ev1,45.5,-27,747,1167,6763,0
2026-01-09,ev1,45.5,-26,473,614,6596,0
2026-01-09,ev1,45.5,-25,443,657,4920,0
2026-01-09,ev1,45.5,-24,842,945,8027,0
2026-01-09,ev1,45.5,-23,496,452,4726,0
2026-01-09,ev1,45.5,-22,569,408,5251,0
2026-01-09,ev1,45.5,-21,409,473,4941,0
2026-01-09,ev1,45.5,-20,339,381,4403,0
2026-01-09,ev1,45.5,-19,268,333,3395,0
2026-01-09,ev1,45.5,-18,1300,1104,8106,0
2026-01-09,ev1,45.5,-17,655,624,4458,0
2026-01-09,ev1,45.5,-16,431,283,3609,0
2026-01-09,ev1,45.5,-15,503,408,3924,0
2026-01-09,ev1,45.5,-14,487,378,4491,0
2026-01-09,ev1,45.5,-13,330,350,3422,0
2026-01-09,ev1,45.5,-12,600,561,5157,0
2026-01-09,ev1,45.5,-11,450,472,3894,0
2026-01-09,ev1,45.5,-10,527,438,3842,0
2026-01-09,ev1,45.5,-9,391,368,3443,0
2026-01-09,ev1,45.5,-8,408,352,3813,0
2026-01-09,ev1,45.5,-7,375,380,3781,0
2026-01-09,ev1,45.5,-6,450,394,4688,0
2026-01-09,ev1,45.5,-5,327,319,4146,0
2026-01-09,ev1,45.5,-4,347,458,4146,0
2026-01-09,ev1,45.5,-3,384,353,3793,0
2026-01-09,ev1,45.5,-2,421,512,3801,0
2026-01-09,ev1,45.5,-1,458,349,3999,0
2026-01-09,ev1,45.5,0,395,273,4322,0
2026-01-09,ev1,45.5,1,452,396,4451,0
2026-01-09,ev1,45.5,2,496,575,4386,0
2026-01-09,ev1,45.5,3,341,403,3951,0
2026-01-09,ev1,45.5,4,327,441,3773,0
2026-01-09,ev1,45.5,5,483,389,3374,0
2026-01-09,ev1,45.5,6,508,397,4166,0
2026-01-09,ev1,45.5,7,341,353,3822,0
2026-01-09,ev1,45.5,8,329,205,3348,0
2026-01-09,ev1,45.5,9,247,209,3391,0
2026-01-09,ev1,45.5,10,333,297,3331,0
2026-01-09,ev1,45.5,11,207,178,2915,0
2026-01-09,ev1,45.5,12,459,452,4777,0
2026-01-09,ev1,45.5,13,443,548,4130,0
2026-01-09,ev1,45.5,14,264,270,3033,0
2026-01-09,ev1,45.5,15,239,266,3147,0
2026-01-09,ev1,45.5,16,327,304,2952,0
2026-01-09,ev1,45.5,17,396,408,3057,0
2026-01-09,ev2,48.75,-36,787,826,6684,0
2026-01-09,ev2,48.75,-35,622,555,4853,0
2026-01-09,ev2,48.75,-34,502,526,4461,0
2026-01-09,ev2,48.75,-33,593,970,4600,0
2026-01-09,ev2,48.75,-32,581,815,4599,0
2026-01-09,ev2,48.75,-31,564,528,3991,0
2026-01-09,ev2,48.75,-30,783,740,5568,0
2026-01-09,ev2,48.75,-29,497,650,4596,0
2026-01-09,ev2,48.75,-28,651,652,4230,0
2026-01-09,ev2,48.75,-27,623,536,4415,0
2026-01-09,ev2,48.75,-26,445,462,3744,0
2026-01-09,ev2,48.75,-25,419,348,3524,0
2026-01-09,ev2,48.75,-24,831,882,6575,0
2026-01-09,ev2,48.75,-23,542,570,4664,0
2026-01-09,ev2,48.75,-22,682,963,4956,0
2026-01-09,ev2,48.75,-21,637,739,5039,0
2026-01-09,ev2,48.75,-20,881,929,5386,0
2026-01-09,ev2,48.75,-19,726,529,4544,0
2026-01-09,ev2,48.75,-18,947,729,6307,0
2026-01-09,ev2,48.75,-17,773,650,4995,0
2026-01-09,ev2,48.75,-16,522,462,4096,0
2026-01-09,ev2,48.75,-15,441,486,4000,0
2026-01-09,ev2,48.75,-14,532,548,4170,0
2026-01-09,ev2,48.75,-13,593,434,4442,0
2026-01-09,ev2,48.75,-12,1238,928,6452,0
2026-01-09,ev2,48.75,-11,556,590,4519,0
2026-01-09,ev2,48.75,-10,690,458,4345,0
2026-01-09,ev2,48.75,-9,671,639,4930,0
2026-01-09,ev2,48.75,-8,588,517,4591,0
2026-01-09,ev2,48.75,-7,642,418,4426,0
2026-01-09,ev2,48.75,-6,936,821,6767,0
2026-01-09,ev2,48.75,-5,545,629,5183,0
2026-01-09,ev2,48.75,-4,806,596,5691,0
2026-01-09,ev2,48.75,-3,600,580,5424,0
2026-01-09,ev2,48.75,-2,584,422,4834,0
2026-01-09,ev2,48.75,-1,498,435,4246,0
2026-01-09,ev2,48.75,0,758,649,5333,0
2026-01-09,ev2,48.75,1,753,581,4910,0
2026-01-09,ev2,48.75,2,1005,543,4388,0
2026-01-09,ev2,48.75,3,491,392,4346,0
2026-01-09,ev2,48.75,4,459,488,4166,0
2026-01-09,ev2,48.75,5,1121,600,3949,0
2026-01-09,ev2,48.75,6,669,588,4969,0
2026-01-09,ev2,48.75,7,465,432,3956,0
2026-01-09,ev2,48.75,8,388,379,3613,0
2026-01-09,ev2,48.75,9,642,451,4307,0
2026-01-09,ev2,48.75,10,417,551,3586,0
2026-01-09,ev2,48.75,11,402,510,3777,0
2026-01-09,ev2,48.75,12,551,568,4533,0
2026-01-09,ev2,48.75,13,313,300,3026,0
2026-01-09,ev2,48.75,14,410,450,3539,0
2026-01-09,ev2,48.75,15,641,553,4228,0
2026-01-09,ev2,48.75,16,344,366,3268,0
2026-01-09,ev2,48.75,17,465,355,3039,0
2026-01-12,ct1,-6.5,-36,544,408,4789,0
2026-01-12,ct1,-6.5,-35,408,418,4822,0
2026-01-12,ct1,-6.5,-34,350,417,4272,0
2026-01-12,ct1,-6.5,-33,336,266,3845,0
2026-01-12,ct1,-6.5,-32,294,230,2715,0
2026-01-12,ct1,-6.5,-31,320,239,3083,0
2026-01-12,ct1,-6.5,-30,543,661,6440,0
2026-01-12,ct1,-6.5,-29,497,493,5528,0
2026-01-12,ct1,-6.5,-28,502,513,4970,0
2026-01-12,ct1,-6.5,-27,523,518,4466,0
2026-01-12,ct1,-6.5,-26,385,305,3983,0
2026-01-12,ct1,-6.5,-25,276,264,3465,0
2026-01-12,ct1,-6.5,-24,648,799,6451,0
2026-01-12,ct1,-6.5,-23,478,406,4071,0
2026-01-12,ct1,-6.5,-22,421,353,4267,0
2026-01-12,ct1,-6.5,-21,471,428,4060,0
2026-01-12,ct1,-6.5,-20,292,310,3430,0
2026-01-12,ct1,-6.5,-19,327,272,3030,0
2026-01-12,ct1,-6.5,-18,374,326,3735,0
2026-01-12,ct1,-6.5,-17,294,335,3566,0
2026-01-12,ct1,-6.5,-16,344,289,3330,0
2026-01-12,ct1,-6.5,-15,322,441,3788,0
2026-01-12,ct1,-6.5,-14,401,400,3869,0
2026-01-12,ct1,-6.5,-13,444,413,3421,0
2026-01-12,ct1,-6.5,-12,320,278,3526,0
2026-01-12,ct1,-6.5,-11,239,248,3073,0
2026-01-12,ct1,-6.5,-10,371,355,3166,0
2026-01-12,ct1,-6.5,-9,280,236,3337,0
2026-01-12,ct1,-6.5,-8,471,293,3643,0
2026-01-12,ct1,-6.5,-7,365,432,3424,0
2026-01-12,ct1,-6.5,-6,477,872,4468,0
2026-01-12,ct1,-6.5,-5,400,538,4388,0
2026-01-12,ct1,-6.5,-4,453,416,4102,0
2026-01-12,ct1,-6.5,-3,378,263,3456,0
2026-01-12,ct1,-6.5,-2,365,338,3759,0
2026-01-12,ct1,-6.5,-1,334,296,3465,0
2026-01-12,ct1,-6.5,0,614,707,6449,0
2026-01-12,ct1,-6.5,1,552,617,5238,0
2026-01-12,ct1,-6.5,2,421,359,4427,0
2026-01-12,ct1,-6.5,3,627,844,5340,0
2026-01-12,ct1,-6.5,4,499,433,4614,0
2026-01-12,ct1,-6.5,5,343,307,3846,0
2026-01-12,ct1,-6.5,6,421,467,5022,0
2026-01-12,ct1,-6.5,7,393,391,4431,0
2026-01-12,ct1,-6.5,8,309,254,3902,0
2026-01-12,ct1,-6.5,9,334,376,3590,0
2026-01-12,ct1,-6.5,10,421,320,4013,0
2026-01-12,ct1,-6.5,11,363,325,3752,0
2026-01-12,ct1,-6.5,12,475,1274,5383,0
2026-01-12,ct1,-6.5,13,387,307,3895,0
2026-01-12,ct1,-6.5,14,369,443,4052,0
2026-01-12,ct1,-6.5,15,323,340,3678,0
2026-01-12,ct1,-6.5,16,295,355,3465,0
2026-01-12,ct1,-6.5,17,281,266,3230,0
2026-01-12,ct2,0.5,-36,103,93,917,0
2026-01-12,ct2,0.5,-35,112,59,604,0
2026-01-12,ct2,0.5,-34,122,80,852,0
2026-01-12,ct2,0.5,-33,87,52,565,0
2026-01-12,ct2,0.5,-32,125,83,876,0
2026-01-12,ct2,0.5,-31,97,109,729,0
2026-01-12,ct2,0.5,-30,120,88,613,0
2026-01-12,ct2,0.5,-29,237,158,920,0
2026-01-12,ct2,0.5,-28,97,98,708,0
2026-01-12,ct2,0.5,-27,102,92,622,0
2026-01-12,ct2,0.5,-26,134,105,812,0
2026-01-12,ct2,0.5,-25,49,82,390,0
2026-01-12,ct2,0.5,-24,164,148,1195,0
2026-01-12,ct2,0.5,-23,137,135,967,0
2026-01-12,ct2,0.5,-22,91,90,573,0
2026-01-12,ct2,0.5,-21,132,110,810,0
2026-01-12,ct2,0.5,-20,99,98,628,0
2026-01-12,ct2,0.5,-19,169,124,802,0
2026-01-12,ct2,0.5,-18,115,99,636,0
2026-01-12,ct2,0.5,-17,99,103,531,0
2026-01-12,ct2,0.5,-16,93,124,531,0
2026-01-12,ct2,0.5,-15,114,132,714,0
2026-01-12,ct2,0.5,-14,123,114,738,0
2026-01-12,ct2,0.5,-13,183,163,883,0
2026-01-12,ct2,0.5,-12,145,101,609,0
2026-01-12,ct2,0.5,-11,130,102,713,0
2026-01-12,ct2,0.5,-10,189,146,964,0
2026-01-12,ct2,0.5,-9,102,132,678,0
2026-01-12,ct2,0.5,-8,94,76,609,0
2026-01-12,ct2,0.5,-7,126,96,671,0
2026-01-12,ct2,0.5,-6,128,164,830,0
2026-01-12,ct2,0.5,-5,165,131,780,0
2026-01-12,ct2,0.5,-4,113,90,569,0
2026-01-12,ct2,0.5,-3,113,79,598,0
2026-01-12,ct2,0.5,-2,102,60,504,0
2026-01-12,ct2,0.5,-1,118,118,789,0
2026-01-12,ct2,0.5,0,138,174,854,0
2026-01-12,ct2,0.5,1,127,152,663,0
2026-01-12,ct2,0.5,2,134,159,828,0
2026-01-12,ct2,0.5,3,245,151,891,0
2026-01-12,ct2,0.5,4,157,118,684,0
2026-01-12,ct2,0.5,5,84,77,507,0
2026-01-12,ct2,0.5,6,94,93,668,0
2026-01-12,ct2,0.5,7,94,74,648,0
2026-01-12,ct2,0.5,8,59,67,693,0
2026-01-12,ct2,0.5,9,82,94,677,0
2026-01-12,ct2,0.5,10,97,85,555,0
2026-01-12,ct2,0.5,11,78,84,493,0
2026-01-12,ct2,0.5,12,367,161,1220,0
2026-01-12,ct2,0.5,13,128,75,631,0
2026-01-12,ct2,0.5,14,383,148,1250,0
2026-01-12,ct2,0.5,15,138,106,890,0
2026-01-12,ct2,0.5,16,97,72,582,0
2026-01-12,ct2,0.5,17,113,85,452,0
2026-01-12,ev0,46.25,-36,84,24,251,0
2026-01-12,ev0,46.25,-35,29,19,249,0
2026-01-12,ev0,46.25,-34,28,74,234,0
2026-01-12,ev0,46.25,-33,23,25,100,0
2026-01-12,ev0,46.25,-32,59,93,311,0
2026-01-12,ev0,46.25,-31,64,80,395,0
2026-01-12,ev0,46.25,-30,203,178,1048,0
2026-01-12,ev0,46.25,-29,64,54,473,0
2026-01-12,ev0,46.25,-28,42,53,393,0
2026-01-12,ev0,46.25,-27,73,65,431,0
2026-01-12,ev0,46.25,-26,88,56,321,0
2026-01-12,ev0,46.25,-25,86,58,505,0
2026-01-12,ev0,46.25,-24,111,61,455,0
2026-01-12,ev0,46.25,-23,93,39,454,0
2026-01-12,ev0,46.25,-22,73,54,453,0
2026-01-12,ev0,46.25,-21,72,111,489,0
2026-01-12,ev0,46.25,-20,75,61,363,0
2026-01-12,ev0,46.25,-19,96,47,437,0
2026-01-12,ev0,46.25,-18,127,61,989,0
2026-01-12,ev0,46.25,-17,134,91,1047,0
2026-01-12,ev0,46.25,-16,177,140,1048,0
2026-01-12,ev0,46.25,-15,103,98,692,0
2026-01-12,ev0,46.25,-14,191,128,1156,0
2026-01-12,ev0,46.25,-13,75,161,738,0
2026-01-12,ev0,46.25,-12,498,444,2303,0
2026-01-12,ev0,46.25,-11,64,84,881,0
2026-01-12,ev0,46.25,-10,83,88,781,0
2026-01-12,ev0,46.25,-9,56,66,588,0
2026-01-12,ev0,46.25,-8,100,67,703,0
2026-01-12,ev0,46.25,-7,93,9,543,0
2026-01-12,ev0,46.25,-6,144,89,1053,0
2026-01-12,ev0,46.25,-5,150,112,785,0
2026-01-12,ev0,46.25,-4,105,98,727,0
2026-01-12,ev0,46.25,-3,178,46,727,0
2026-01-12,ev0,46.25,-2,206,111,832,0
2026-01-12,ev0,46.25,-1,203,166,1323,0
2026-01-12,ev0,46.25,0,1759,1412,9599,0
2026-01-12,ev0,46.25,1,1213,1352,8980,0
2026-01-12,ev0,46.25,2,845,951,7161,0
2026-01-12,ev0,46.25,3,735,886,5349,0
2026-01-12,ev0,46.25,4,733,596,4286,0
2026-01-12,ev0,46.25,5,752,638,5514,0
2026-01-12,ev0,46.25,6,1171,1066,6792,0
2026-01-12,ev0,46.25,7,1183,1038,6608,0
2026-01-12,ev0,46.25,8,679,758,5726,0
2026-01-12,ev0,46.25,9,725,820,5156,0
2026-01-12,ev0,46.25,10,876,748,5737,0
2026-01-12,ev0,46.25,11,619,538,4720,0
2026-01-12,ev0,46.25,12,807,886,7752,0
2026-01-12,ev0,46.25,13,937,784,6669,0
2026-01-12,ev0,46.25,14,759,641,5741,0
2026-01-12,ev0,46.25,15,475,459,4085,0
2026-01-12,ev0,46.25,16,563,473,4036,0
2026-01-12,ev0,46.25,17,492,704,4474,0
2026-01-13,ct1,5.5,-36,370,230,1650,0
2026-01-13,ct1,5.5,-35,294,187,1534,0
2026-01-13,ct1,5.5,-34,195,137,1456,0
2026-01-13,ct1,5.5,-33,162,161,1279,0
2026-01-13,ct1,5.5,-32,138,117,1237,0
2026-01-13,ct1,5.5,-31,213,169,1609,0
2026-01-13,ct1,5.5,-30,337,363,2384,0
2026-01-13,ct1,5.5,-29,302,317,1485,0
2026-01-13,ct1,5.5,-28,491,457,3035,0
2026-01-13,ct1,5.5,-27,274,401,2170,0
2026-01-13,ct1,5.5,-26,235,224,1600,0
2026-01-13,ct1,5.5,-25,238,170,1332,0
2026-01-13,ct1,5.5,-24,190,264,1823,0
2026-01-13,ct1,5.5,-23,204,183,1498,0
2026-01-13,ct1,5.5,-22,197,189,1352,0
2026-01-13,ct1,5.5,-21,345,285,1704,0
2026-01-13,ct1,5.5,-20,263,196,1759,0
2026-01-13,ct1,5.5,-19,233,157,1656,0
2026-01-13,ct1,5.5,-18,273,209,1918,0
2026-01-13,ct1,5.5,-17,160,197,1443,0
2026-01-13,ct1,5.5,-16,169,129,1316,0
2026-01-13,ct1,5.5,-15,205,236,1792,0
2026-01-13,ct1,5.5,-14,169,146,1217,0
2026-01-13,ct1,5.5,-13,171,168,1155,0
2026-01-13,ct1,5.5,-12,254,174,1377,0
2026-01-13,ct1,5.5,-11,229,248,1491,0
2026-01-13,ct1,5.5,-10,164,140,978,0
2026-01-13,ct1,5.5,-9,238,164,1424,0
2026-01-13,ct1,5.5,-8,160,137,1216,0
2026-01-13,ct1,5.5,-7,116,99,980,0
2026-01-13,ct1,5.5,-6,233,285,1877,0
2026-01-13,ct1,5.5,-5,258,233,1964,0
2026-01-13,ct1,5.5,-4,230,207,1401,0
2026-01-13,ct1,5.5,-3,178,227,1451,0
2026-01-13,ct1,5.5,-2,137,167,1197,0
2026-01-13,ct1,5.5,-1,207,196,1763,0
2026-01-13,ct1,5.5,0,276,218,2277,0
2026-01-13,ct1,5.5,1,167,193,1351,0
2026-01-13,ct1,5.5,2,158,156,1194,0
2026-01-13,ct1,5.5,3,251,168,1461,0
2026-01-13,ct1,5.5,4,168,153,1262,0
