date,label,move,rel_s,mid,bid10,ask10,bid25,ask25,n_ord,spread
2026-01-02,ct14,-0.25,85,25306.62,38,37,123,110,3561,0.75
2026-01-02,ct14,-0.25,90,25306.0,48,42,136,111,3564,0.5
2026-01-02,ct14,-0.25,95,25303.75,46,39,131,104,3549,0.5
2026-01-02,ct14,-0.25,100,25304.75,40,34,119,107,3550,0.5
2026-01-02,ct14,-0.25,105,25306.62,37,40,113,111,3565,0.75
2026-01-02,ct14,-0.25,110,25305.12,37,35,116,114,3563,0.75
2026-01-02,ct14,-0.25,115,25304.38,35,38,114,118,3563,0.75
2026-01-02,ct14,-0.25,120,25304.38,38,38,120,116,3563,0.75
2026-01-02,ct14,-0.25,125,25307.5,44,47,116,120,3575,0.5
2026-01-02,ct14,-0.25,130,25314.5,43,38,111,120,3550,0.5
2026-01-02,ct14,-0.25,135,25312.75,42,43,108,139,3559,0.5
2026-01-02,ct14,-0.25,140,25314.88,40,33,111,117,3545,0.75
2026-01-02,ct14,-0.25,145,25314.75,45,45,117,119,3559,0.5
2026-01-02,ct14,-0.25,150,25315.38,47,41,120,111,3558,0.75
2026-01-02,ct14,-0.25,155,25317.0,40,47,115,110,3542,0.5
2026-01-02,ct14,-0.25,160,25318.12,40,41,116,100,3555,0.75
2026-01-02,ct14,-0.25,165,25318.12,46,41,127,100,3573,0.75
2026-01-02,ct14,-0.25,170,25318.25,49,43,134,110,3579,0.5
2026-01-02,ct14,-0.25,175,25320.5,47,43,131,114,3585,0.5
2026-01-02,ct14,-0.25,180,25320.0,50,41,138,113,3572,0.5
2026-01-02,ct15,0.5,-360,25418.38,36,51,113,148,3441,0.75
2026-01-02,ct15,0.5,-355,25416.38,36,47,105,145,3446,0.75
2026-01-02,ct15,0.5,-350,25412.88,38,47,104,136,3473,0.75
2026-01-02,ct15,0.5,-345,25413.62,42,52,118,136,3474,0.75
2026-01-02,ct15,0.5,-340,25415.25,38,47,126,136,3465,0.5
2026-01-02,ct15,0.5,-335,25418.88,91,56,173,145,3463,0.75
2026-01-02,ct15,0.5,-330,25417.88,88,52,169,144,3459,0.25
2026-01-02,ct15,0.5,-325,25418.38,91,48,174,145,3464,0.75
2026-01-02,ct15,0.5,-320,25412.75,44,48,111,135,3474,0.5
2026-01-02,ct15,0.5,-315,25415.12,43,44,138,130,3483,0.75
2026-01-02,ct15,0.5,-310,25410.75,49,50,113,130,3480,0.5
2026-01-02,ct15,0.5,-305,25411.5,47,49,122,135,3485,0.5
2026-01-02,ct15,0.5,-300,25412.62,48,51,127,131,3487,0.75
2026-01-02,ct17,-6.5,-360,25412.62,48,51,127,131,3487,0.75
2026-01-02,ct15,0.5,-295,25417.38,41,45,137,151,3484,0.75
2026-01-02,ct17,-6.5,-355,25417.38,41,45,137,151,3484,0.75
2026-01-02,ct15,0.5,-290,25415.62,38,44,144,143,3486,0.75
2026-01-02,ct17,-6.5,-350,25415.62,38,44,144,143,3486,0.75
2026-01-02,ct15,0.5,-285,25412.62,51,40,127,123,3485,0.75
2026-01-02,ct17,-6.5,-345,25412.62,51,40,127,123,3485,0.75
2026-01-02,ct15,0.5,-280,25411.25,41,52,111,137,3486,0.5
2026-01-02,ct17,-6.5,-340,25411.25,41,52,111,137,3486,0.5
2026-01-02,ct15,0.5,-275,25409.5,41,47,114,132,3498,0.5
2026-01-02,ct17,-6.5,-335,25409.5,41,47,114,132,3498,0.5
2026-01-02,ct15,0.5,-270,25410.5,48,53,116,145,3506,0.5
2026-01-02,ct17,-6.5,-330,25410.5,48,53,116,145,3506,0.5
2026-01-02,ct15,0.5,-265,25411.75,47,44,134,139,3494,0.5
2026-01-02,ct17,-6.5,-325,25411.75,47,44,134,139,3494,0.5
2026-01-02,ct15,0.5,-260,25411.88,44,50,132,141,3496,0.25
2026-01-02,ct17,-6.5,-320,25411.88,44,50,132,141,3496,0.25
2026-01-02,ct15,0.5,-255,25414.0,44,59,144,154,3499,0.5
2026-01-02,ct17,-6.5,-315,25414.0,44,59,144,154,3499,0.5
2026-01-02,ct15,0.5,-250,25413.5,47,54,145,143,3505,0.5
2026-01-02,ct17,-6.5,-310,25413.5,47,54,145,143,3505,0.5
2026-01-02,ct15,0.5,-245,25415.88,41,49,148,142,3496,0.75
2026-01-02,ct17,-6.5,-305,25415.88,41,49,148,142,3496,0.75
2026-01-02,ct15,0.5,-240,25414.62,44,63,139,169,3513,0.75
2026-01-02,ct17,-6.5,-300,25414.62,44,63,139,169,3513,0.75
2026-01-02,ct15,0.5,-235,25412.75,58,51,133,150,3513,0.5
2026-01-02,ct17,-6.5,-295,25412.75,58,51,133,150,3513,0.5
2026-01-02,ct15,0.5,-230,25409.38,45,46,119,132,3513,0.75
2026-01-02,ct17,-6.5,-290,25409.38,45,46,119,132,3513,0.75
2026-01-02,ct15,0.5,-225,25409.0,39,46,121,134,3503,0.5
2026-01-02,ct17,-6.5,-285,25409.0,39,46,121,134,3503,0.5
2026-01-02,ct15,0.5,-220,25406.38,42,43,123,120,3493,0.75
2026-01-02,ct17,-6.5,-280,25406.38,42,43,123,120,3493,0.75
2026-01-02,ct15,0.5,-215,25406.25,47,57,147,132,3490,0.5
2026-01-02,ct17,-6.5,-275,25406.25,47,57,147,132,3490,0.5
2026-01-02,ct15,0.5,-210,25405.75,52,50,143,126,3481,0.5
2026-01-02,ct17,-6.5,-270,25405.75,52,50,143,126,3481,0.5
2026-01-02,ct15,0.5,-205,25407.0,45,51,144,133,3492,0.5
2026-01-02,ct17,-6.5,-265,25407.0,45,51,144,133,3492,0.5
2026-01-02,ct15,0.5,-200,25405.25,62,53,163,136,3491,0.5
2026-01-02,ct17,-6.5,-260,25405.25,62,53,163,136,3491,0.5
2026-01-02,ct15,0.5,-195,25404.38,47,67,134,151,3489,0.25
2026-01-02,ct17,-6.5,-255,25404.38,47,67,134,151,3489,0.25
2026-01-02,ct15,0.5,-190,25403.12,54,53,137,144,3500,0.25
2026-01-02,ct17,-6.5,-250,25403.12,54,53,137,144,3500,0.25
2026-01-02,ct15,0.5,-185,25405.12,47,47,144,133,3486,0.75
2026-01-02,ct17,-6.5,-245,25405.12,47,47,144,133,3486,0.75
2026-01-02,ct15,0.5,-180,25402.75,52,49,135,134,3495,0.5
2026-01-02,ct17,-6.5,-240,25402.75,52,49,135,134,3495,0.5
2026-01-02,ct15,0.5,-175,25402.75,48,54,132,146,3496,0.5
2026-01-02,ct17,-6.5,-235,25402.75,48,54,132,146,3496,0.5
2026-01-02,ct15,0.5,-170,25399.0,51,42,170,126,3460,0.5
2026-01-02,ct17,-6.5,-230,25399.0,51,42,170,126,3460,0.5
2026-01-02,ct15,0.5,-165,25396.75,71,59,152,143,3471,0.5
2026-01-02,ct17,-6.5,-225,25396.75,71,59,152,143,3471,0.5
2026-01-02,ct15,0.5,-160,25395.62,55,49,144,132,3461,0.75
2026-01-02,ct17,-6.5,-220,25395.62,55,49,144,132,3461,0.75
2026-01-02,ct15,0.5,-155,25393.88,48,63,124,157,3475,0.25
2026-01-02,ct17,-6.5,-215,25393.88,48,63,124,157,3475,0.25
2026-01-02,ct15,0.5,-150,25391.38,52,41,137,150,3458,0.75
2026-01-02,ct17,-6.5,-210,25391.38,52,41,137,150,3458,0.75
2026-01-02,ct15,0.5,-145,25391.62,51,43,144,150,3465,0.75
2026-01-02,ct17,-6.5,-205,25391.62,51,43,144,150,3465,0.75
2026-01-02,ct15,0.5,-140,25390.25,57,66,145,176,3467,0.5
2026-01-02,ct17,-6.5,-200,25390.25,57,66,145,176,3467,0.5
2026-01-02,ct15,0.5,-135,25391.0,64,49,173,154,3461,0.5
2026-01-02,ct17,-6.5,-195,25391.0,64,49,173,154,3461,0.5
2026-01-02,ct15,0.5,-130,25398.0,43,39,160,97,3446,0.5
2026-01-02,ct17,-6.5,-190,25398.0,43,39,160,97,3446,0.5
2026-01-02,ct15,0.5,-125,25393.62,55,56,155,135,3468,0.75
2026-01-02,ct17,-6.5,-185,25393.62,55,56,155,135,3468,0.75
2026-01-02,ct15,0.5,-120,25391.38,43,51,134,148,3459,0.75
2026-01-02,ct17,-6.5,-180,25391.38,43,51,134,148,3459,0.75
2026-01-02,ct15,0.5,-115,25387.75,53,59,131,158,3495,0.5
2026-01-02,ct17,-6.5,-175,25387.75,53,59,131,158,3495,0.5
2026-01-02,ct15,0.5,-110,25389.25,47,55,143,158,3484,0.5
2026-01-02,ct17,-6.5,-170,25389.25,47,55,143,158,3484,0.5
2026-01-02,ct15,0.5,-105,25390.62,41,52,142,155,3480,0.75
2026-01-02,ct17,-6.5,-165,25390.62,41,52,142,155,3480,0.75
2026-01-02,ct15,0.5,-100,25390.75,50,60,154,164,3496,0.5
2026-01-02,ct17,-6.5,-160,25390.75,50,60,154,164,3496,0.5
2026-01-02,ct15,0.5,-95,25392.25,51,55,160,144,3482,0.5
2026-01-02,ct17,-6.5,-155,25392.25,51,55,160,144,3482,0.5
2026-01-02,ct15,0.5,-90,25397.12,45,42,138,124,3465,0.75
2026-01-02,ct17,-6.5,-150,25397.12,45,42,138,124,3465,0.75
2026-01-02,ct15,0.5,-85,25397.12,45,42,144,122,3469,0.75
2026-01-02,ct17,-6.5,-145,25397.12,45,42,144,122,3469,0.75
2026-01-02,ct15,0.5,-80,25398.62,45,52,145,121,3480,0.75
2026-01-02,ct17,-6.5,-140,25398.62,45,52,145,121,3480,0.75
2026-01-02,ct15,0.5,-75,25399.0,50,50,150,119,3474,0.5
2026-01-02,ct17,-6.5,-135,25399.0,50,50,150,119,3474,0.5
2026-01-02,ct15,0.5,-70,25399.12,42,45,159,115,3478,0.75
2026-01-02,ct17,-6.5,-130,25399.12,42,45,159,115,3478,0.75
2026-01-02,ct15,0.5,-65,25400.25,49,58,151,120,3488,0.5
2026-01-02,ct17,-6.5,-125,25400.25,49,58,151,120,3488,0.5
2026-01-02,ct15,0.5,-60,25399.62,48,66,164,138,3494,0.75
2026-01-02,ct17,-6.5,-120,25399.62,48,66,164,138,3494,0.75
2026-01-02,ct15,0.5,-55,25400.0,52,37,167,98,3472,0.5
2026-01-02,ct17,-6.5,-115,25400.0,52,37,167,98,3472,0.5
2026-01-02,ct15,0.5,-50,25394.5,48,43,132,126,3482,0.5
2026-01-02,ct17,-6.5,-110,25394.5,48,43,132,126,3482,0.5
2026-01-02,ct15,0.5,-45,25389.38,41,45,126,137,3478,0.75
2026-01-02,ct17,-6.5,-105,25389.38,41,45,126,137,3478,0.75
2026-01-02,ct15,0.5,-40,25390.62,35,34,130,125,3495,0.75
2026-01-02,ct17,-6.5,-100,25390.62,35,34,130,125,3495,0.75
2026-01-02,ct15,0.5,-35,25390.88,36,38,125,126,3498,0.75
2026-01-02,ct17,-6.5,-95,25390.88,36,38,125,126,3498,0.75
2026-01-02,ct15,0.5,-30,25396.75,42,42,115,121,3495,0.5
2026-01-02,ct17,-6.5,-90,25396.75,42,42,115,121,3495,0.5
2026-01-02,ct15,0.5,-25,25400.5,42,54,106,122,3483,0.5
2026-01-02,ct17,-6.5,-85,25400.5,42,54,106,122,3483,0.5
2026-01-02,ct15,0.5,-20,25401.25,36,51,96,120,3459,0.5
2026-01-02,ct17,-6.5,-80,25401.25,36,51,96,120,3459,0.5
2026-01-02,ct15,0.5,-15,25400.75,33,51,99,123,3475,0.5
2026-01-02,ct17,-6.5,-75,25400.75,33,51,99,123,3475,0.5
2026-01-02,ct15,0.5,-10,25404.25,51,52,117,127,3470,0.5
2026-01-02,ct17,-6.5,-70,25404.25,51,52,117,127,3470,0.5
2026-01-02,ct15,0.5,-5,25406.0,37,58,112,133,3468,0.5
2026-01-02,ct17,-6.5,-65,25406.0,37,58,112,133,3468,0.5
2026-01-02,ct15,0.5,0,25406.0,42,48,119,122,3467,0.5
2026-01-02,ct17,-6.5,-60,25406.0,42,48,119,122,3467,0.5
2026-01-02,ct15,0.5,5,25404.12,38,42,113,120,3471,0.75
2026-01-02,ct17,-6.5,-55,25404.12,38,42,113,120,3471,0.75
2026-01-02,ct15,0.5,10,25405.62,42,46,130,121,3487,0.75
2026-01-02,ct17,-6.5,-50,25405.62,42,46,130,121,3487,0.75
2026-01-02,ct15,0.5,15,25408.62,43,48,141,113,3501,0.75
2026-01-02,ct17,-6.5,-45,25408.62,43,48,141,113,3501,0.75
2026-01-02,ct15,0.5,20,25406.75,60,41,149,124,3496,0.5
2026-01-02,ct17,-6.5,-40,25406.75,60,41,149,124,3496,0.5
2026-01-02,ct15,0.5,25,25407.5,42,50,133,124,3492,0.5
2026-01-02,ct17,-6.5,-35,25407.5,42,50,133,124,3492,0.5
2026-01-02,ct15,0.5,30,25408.5,46,56,146,121,3509,0.5
2026-01-02,ct17,-6.5,-30,25408.5,46,56,146,121,3509,0.5
2026-01-02,ct15,0.5,35,25410.38,45,45,165,121,3527,0.75
2026-01-02,ct17,-6.5,-25,25410.38,45,45,165,121,3527,0.75
2026-01-02,ct15,0.5,40,25410.62,50,48,170,124,3532,0.75
2026-01-02,ct17,-6.5,-20,25410.62,50,48,170,124,3532,0.75
2026-01-02,ct15,0.5,45,25407.12,54,47,130,145,3527,0.75
2026-01-02,ct17,-6.5,-15,25407.12,54,47,130,145,3527,0.75
2026-01-02,ct15,0.5,50,25408.62,42,53,152,149,3530,0.75
2026-01-02,ct17,-6.5,-10,25408.62,42,53,152,149,3530,0.75
2026-01-02,ct15,0.5,55,25404.62,37,45,112,136,3530,0.75
2026-01-02,ct17,-6.5,-5,25404.62,37,45,112,136,3530,0.75
2026-01-02,ct15,0.5,60,25406.88,44,48,125,138,3538,0.75
2026-01-02,ct17,-6.5,0,25406.88,44,48,125,138,3538,0.75
2026-01-02,ct15,0.5,65,25406.38,36,44,114,138,3535,0.75
2026-01-02,ct17,-6.5,5,25406.38,36,44,114,138,3535,0.75
2026-01-02,ct15,0.5,70,25406.25,38,47,125,135,3530,0.5
2026-01-02,ct17,-6.5,10,25406.25,38,47,125,135,3530,0.5
2026-01-02,ct15,0.5,75,25407.25,42,45,131,151,3537,0.5
2026-01-02,ct17,-6.5,15,25407.25,42,45,131,151,3537,0.5
2026-01-02,ct15,0.5,80,25404.25,52,38,127,118,3519,0.5
2026-01-02,ct17,-6.5,20,25404.25,52,38,127,118,3519,0.5
2026-01-02,ct15,0.5,85,25402.25,44,49,112,125,3532,0.5
2026-01-02,ct17,-6.5,25,25402.25,44,49,112,125,3532,0.5
2026-01-02,ct15,0.5,90,25400.62,45,52,119,126,3543,0.75
2026-01-02,ct17,-6.5,30,25400.62,45,52,119,126,3543,0.75
2026-01-02,ct15,0.5,95,25399.5,47,44,118,126,3533,0.5
2026-01-02,ct17,-6.5,35,25399.5,47,44,118,126,3533,0.5
2026-01-02,ct15,0.5,100,25398.25,41,52,107,131,3528,0.5
2026-01-02,ct17,-6.5,40,25398.25,41,52,107,131,3528,0.5
2026-01-02,ct15,0.5,105,25399.62,40,42,116,121,3516,0.75
2026-01-02,ct17,-6.5,45,25399.62,40,42,116,121,3516,0.75
2026-01-02,ct15,0.5,110,25397.38,43,44,115,130,3531,0.75
2026-01-02,ct17,-6.5,50,25397.38,43,44,115,130,3531,0.75
2026-01-02,ct15,0.5,115,25400.12,43,51,127,131,3534,0.75
2026-01-02,ct17,-6.5,55,25400.12,43,51,127,131,3534,0.75
2026-01-02,ct15,0.5,120,25400.88,43,48,134,122,3540,0.75
2026-01-02,ct17,-6.5,60,25400.88,43,48,134,122,3540,0.75
2026-01-02,ct15,0.5,125,25402.62,39,44,148,113,3546,0.75
2026-01-02,ct17,-6.5,65,25402.62,39,44,148,113,3546,0.75
2026-01-02,ct15,0.5,130,25401.38,39,43,136,136,3530,0.75
2026-01-02,ct17,-6.5,70,25401.38,39,43,136,136,3530,0.75
2026-01-02,ct15,0.5,135,25401.5,41,52,139,146,3541,0.5
2026-01-02,ct17,-6.5,75,25401.5,41,52,139,146,3541,0.5
2026-01-02,ct15,0.5,140,25409.88,46,42,130,136,3498,0.25
2026-01-02,ct17,-6.5,80,25409.88,46,42,130,136,3498,0.25
2026-01-02,ct15,0.5,145,25414.5,50,82,134,161,3482,0.5
2026-01-02,ct17,-6.5,85,25414.5,50,82,134,161,3482,0.5
2026-01-02,ct15,0.5,150,25416.88,46,45,138,120,3476,0.75
2026-01-02,ct17,-6.5,90,25416.88,46,45,138,120,3476,0.75
2026-01-02,ct15,0.5,155,25413.0,48,51,116,151,3482,0.5
2026-01-02,ct17,-6.5,95,25413.0,48,51,116,151,3482,0.5
2026-01-02,ct15,0.5,160,25413.5,52,48,131,145,3491,0.5
2026-01-02,ct17,-6.5,100,25413.5,52,48,131,145,3491,0.5
2026-01-02,ct15,0.5,165,25413.25,49,50,124,145,3481,0.5
2026-01-02,ct17,-6.5,105,25413.25,49,50,124,145,3481,0.5
2026-01-02,ct15,0.5,170,25416.25,43,46,124,127,3474,0.5
2026-01-02,ct17,-6.5,110,25416.25,43,46,124,127,3474,0.5
2026-01-02,ct15,0.5,175,25416.5,48,46,137,121,3484,0.5
2026-01-02,ct17,-6.5,115,25416.5,48,46,137,121,3484,0.5
2026-01-02,ct15,0.5,180,25416.75,48,51,140,126,3478,0.5
2026-01-02,ct17,-6.5,120,25416.75,48,51,140,126,3478,0.5
2026-01-02,ct17,-6.5,125,25417.75,44,58,130,126,3481,0.5
2026-01-02,ct17,-6.5,130,25417.75,50,58,140,128,3497,0.5
2026-01-02,ct17,-6.5,135,25418.75,46,46,148,119,3492,0.5
2026-01-02,ct17,-6.5,140,25416.5,63,55,152,145,3503,0.5
2026-01-02,ct17,-6.5,145,25413.38,45,47,119,147,3501,0.75
2026-01-02,ct17,-6.5,150,25413.0,40,46,110,148,3490,0.5
2026-01-02,ct17,-6.5,155,25411.5,40,50,104,142,3492,0.5
2026-01-02,ct17,-6.5,160,25410.88,38,49,103,142,3489,0.75
2026-01-02,ct17,-6.5,165,25408.75,39,54,106,142,3500,0.5
2026-01-02,ct17,-6.5,170,25409.38,42,50,108,132,3493,0.75
2026-01-02,ct17,-6.5,175,25409.75,41,64,112,151,3503,0.5
2026-01-02,ct17,-6.5,180,25410.0,43,65,115,154,3505,0.5
2026-01-02,ct8,-8.5,-360,25374.5,66,61,142,177,3423,0.5
2026-01-02,ct8,-8.5,-355,25375.75,64,57,164,175,3432,0.5
2026-01-02,ct8,-8.5,-350,25377.12,45,53,150,171,3418,0.75
2026-01-02,ct8,-8.5,-345,25380.25,57,61,169,159,3437,0.5
2026-01-02,ct8,-8.5,-340,25375.75,60,63,154,173,3447,0.5
2026-01-02,ct8,-8.5,-335,25376.0,58,53,157,176,3445,0.5
2026-01-02,ct8,-8.5,-330,25377.5,59,59,179,174,3458,0.5
2026-01-02,ct8,-8.5,-325,25377.62,49,57,164,170,3448,0.75
2026-01-02,ct8,-8.5,-320,25376.25,54,56,158,181,3455,0.5
2026-01-02,ct8,-8.5,-315,25374.0,63,56,132,173,3451,0.5
2026-01-02,ct8,-8.5,-310,25374.5,62,55,141,188,3460,0.5
2026-01-02,ct8,-8.5,-305,25372.75,55,59,126,179,3475,0.5
2026-01-02,ct8,-8.5,-300,25371.62,53,54,120,174,3466,0.75
2026-01-02,ct8,-8.5,-295,25371.5,59,58,135,175,3449,0.5
2026-01-02,ct8,-8.5,-290,25371.25,56,56,129,175,3458,0.5
2026-01-02,ct8,-8.5,-285,25374.0,49,62,142,171,3436,0.5
2026-01-02,ct8,-8.5,-280,25376.12,50,48,141,157,3392,0.75
2026-01-02,ct8,-8.5,-275,25376.5,49,55,145,160,3393,0.5
2026-01-02,ct8,-8.5,-270,25376.5,52,59,148,162,3398,0.5
2026-01-02,ct8,-8.5,-265,25372.62,45,51,123,160,3418,0.75
2026-01-02,ct8,-8.5,-260,25375.38,42,48,140,168,3414,0.75
2026-01-02,ct8,-8.5,-255,25376.5,46,59,145,169,3423,1.0
2026-01-02,ct8,-8.5,-250,25377.12,47,47,147,147,3408,0.75
2026-01-02,ct8,-8.5,-245,25378.38,46,72,138,168,3405,0.75
2026-01-02,ct8,-8.5,-240,25379.62,30,28,88,79,3070,0.75
2026-01-02,ct8,-8.5,-235,25389.62,32,31,103,82,3095,0.75
2026-01-02,ct8,-8.5,-230,25391.62,39,30,130,99,3172,0.75
2026-01-02,ct8,-8.5,-225,25387.25,56,40,152,108,3230,0.5
2026-01-02,ct8,-8.5,-220,25391.5,60,50,177,131,3337,0.5
2026-01-02,ct8,-8.5,-215,25389.25,59,54,179,156,3352,0.5
2026-01-02,ct8,-8.5,-210,25389.0,51,49,169,154,3338,0.5
2026-01-02,ct8,-8.5,-205,25393.12,54,39,169,114,3345,0.75
2026-01-02,ct8,-8.5,-200,25395.25,59,38,170,103,3335,0.5
2026-01-02,ct8,-8.5,-195,25396.5,67,50,183,116,3344,0.5
2026-01-02,ct8,-8.5,-190,25403.62,60,42,188,102,3349,0.75
2026-01-02,ct8,-8.5,-185,25400.75,62,59,186,147,3345,0.5
2026-01-02,ct8,-8.5,-180,25402.75,57,52,180,119,3328,0.5
2026-01-02,ct8,-8.5,-175,25394.75,49,54,143,155,3318,0.5
2026-01-02,ct8,-8.5,-170,25395.25,55,57,164,166,3346,0.5
2026-01-02,ct8,-8.5,-165,25396.5,59,71,156,180,3348,0.5
2026-01-02,ct8,-8.5,-160,25392.75,54,58,147,172,3345,0.5
2026-01-02,ct8,-8.5,-155,25393.12,44,57,146,174,3340,0.75
2026-01-02,ct8,-8.5,-150,25393.38,41,58,132,168,3323,0.75
2026-01-02,ct8,-8.5,-145,25391.25,56,63,156,175,3345,0.5
2026-01-02,ct8,-8.5,-140,25388.75,57,64,125,178,3342,0.5
2026-01-02,ct8,-8.5,-135,25384.0,50,56,121,159,3327,0.5
2026-01-02,ct8,-8.5,-130,25378.5,40,58,113,170,3327,0.5
2026-01-02,ct8,-8.5,-125,25377.5,46,60,114,166,3313,0.5
2026-01-02,ct8,-8.5,-120,25381.25,57,58,156,155,3329,0.5
2026-01-02,ct8,-8.5,-115,25386.5,52,54,158,122,3313,0.5
2026-01-02,ct8,-8.5,-110,25389.5,55,40,161,107,3330,0.5
2026-01-02,ct8,-8.5,-105,25387.88,47,55,155,132,3338,0.75
2026-01-02,ct8,-8.5,-100,25389.5,48,48,152,119,3306,0.5
2026-01-02,ct8,-8.5,-95,25392.75,49,49,145,111,3306,0.5
2026-01-02,ct8,-8.5,-90,25391.88,51,47,158,105,3313,0.75
2026-01-02,ct8,-8.5,-85,25387.38,68,48,151,130,3292,0.75
2026-01-02,ct8,-8.5,-80,25388.62,47,51,147,146,3310,0.75
2026-01-02,ct8,-8.5,-75,25387.0,66,39,146,138,3307,0.5
2026-01-02,ct8,-8.5,-70,25388.12,47,49,150,142,3322,0.75
2026-01-02,ct8,-8.5,-65,25384.62,48,41,137,141,3331,0.75
2026-01-02,ct8,-8.5,-60,25387.0,48,48,150,143,3345,0.5
2026-01-02,ct8,-8.5,-55,25390.0,54,47,161,121,3329,0.5
2026-01-02,ct8,-8.5,-50,25389.5,55,49,157,136,3347,0.5
2026-01-02,ct8,-8.5,-45,25397.12,52,47,153,124,3294,0.75
2026-01-02,ct8,-8.5,-40,25397.12,51,43,141,137,3288,0.75
2026-01-02,ct8,-8.5,-35,25396.88,48,51,138,152,3306,0.75
2026-01-02,ct8,-8.5,-30,25397.25,58,57,154,149,3318,0.5
2026-01-02,ct8,-8.5,-25,25395.62,49,45,136,140,3314,0.75
2026-01-02,ct8,-8.5,-20,25388.25,49,59,140,152,3347,0.5
2026-01-02,ct8,-8.5,-15,25388.75,56,51,151,148,3345,0.5
2026-01-02,ct8,-8.5,-10,25386.5,70,49,176,173,3335,0.5
2026-01-02,ct8,-8.5,-5,25387.62,55,78,175,179,3354,0.75
2026-01-02,ct8,-8.5,0,25387.0,69,48,183,176,3345,0.5
2026-01-02,ct8,-8.5,5,25386.12,71,49,177,148,3357,0.75
2026-01-02,ct8,-8.5,10,25389.5,50,52,189,141,3356,0.5
2026-01-02,ct8,-8.5,15,25382.0,49,51,146,144,3347,0.5
2026-01-02,ct8,-8.5,20,25379.88,38,38,127,142,3334,0.75
2026-01-02,ct8,-8.5,25,25380.25,43,46,147,143,3350,0.5
2026-01-02,ct8,-8.5,30,25380.75,51,45,162,140,3347,0.5
2026-01-02,ct8,-8.5,35,25379.5,56,43,152,122,3161,0.5
2026-01-02,ct8,-8.5,40,25378.25,59,46,169,124,3145,0.5
2026-01-02,ct8,-8.5,45,25387.62,40,38,122,107,3096,0.75
2026-01-02,ct8,-8.5,50,25387.12,43,54,121,130,3112,0.75
2026-01-02,ct8,-8.5,55,25378.12,54,47,161,118,3103,0.75
2026-01-02,ct8,-8.5,60,25378.38,44,43,144,106,3045,0.75
2026-01-02,ct8,-8.5,65,25379.75,50,38,122,112,3083,0.5
2026-01-02,ct8,-8.5,70,25379.25,43,49,143,132,3097,0.5
2026-01-02,ct8,-8.5,75,25374.38,50,45,147,140,3085,0.75
2026-01-02,ct8,-8.5,80,25376.75,49,46,166,132,3079,0.5
2026-01-02,ct8,-8.5,85,25379.25,66,54,165,286,3076,0.5
2026-01-02,ct8,-8.5,90,25381.88,60,45,179,405,3067,0.75
2026-01-02,ct8,-8.5,95,25381.75,64,53,184,414,3077,0.5
2026-01-02,ct8,-8.5,100,25379.62,49,49,150,286,3081,0.75
2026-01-02,ct8,-8.5,105,25380.25,58,48,161,282,3086,0.5
2026-01-02,ct8,-8.5,110,25375.75,36,58,132,158,3083,0.5
2026-01-02,ct8,-8.5,115,25374.0,46,53,152,154,3089,0.5
2026-01-02,ct8,-8.5,120,25370.12,37,44,87,153,3045,0.75
2026-01-02,ct8,-8.5,125,25369.88,35,41,95,150,3042,0.75
2026-01-02,ct8,-8.5,130,25370.75,49,51,114,161,3069,0.5
2026-01-02,ct8,-8.5,135,25368.38,34,56,94,193,3080,0.75
2026-01-02,ct8,-8.5,140,25369.25,50,60,118,176,3076,0.5
2026-01-02,ct8,-8.5,145,25371.75,43,63,138,171,3074,0.5
2026-01-02,ct8,-8.5,150,25369.75,57,53,132,171,3086,0.5
2026-01-02,ct8,-8.5,155,25373.0,55,55,163,158,3086,0.5
2026-01-02,ct8,-8.5,160,25371.5,58,53,158,164,3090,0.5
2026-01-02,ct8,-8.5,165,25372.25,63,58,169,171,3096,0.5
2026-01-02,ct8,-8.5,170,25371.25,63,50,167,171,3101,0.5
2026-01-02,ct8,-8.5,175,25373.5,61,70,188,156,3112,0.5
2026-01-02,ct8,-8.5,180,25372.5,66,71,177,173,3123,0.5
2026-01-07,ct2,-2.5,-360,25809.5,52,49,155,109,3427,0.5
2026-01-07,ct2,-2.5,-355,25811.12,46,45,151,108,3434,0.75
2026-01-07,ct2,-2.5,-350,25808.62,50,49,142,139,3440,0.75
2026-01-07,ct2,-2.5,-345,25813.5,53,55,136,117,3438,0.5
2026-01-07,ct2,-2.5,-340,25811.0,54,53,155,134,3451,0.5
2026-01-07,ct2,-2.5,-335,25809.5,54,50,152,149,3460,0.5
2026-01-07,ct2,-2.5,-330,25805.5,48,60,133,143,3453,0.5
2026-01-07,ct2,-2.5,-325,25809.75,51,46,143,109,3440,0.5
2026-01-07,ct2,-2.5,-320,25812.25,55,52,139,142,3450,0.5
2026-01-07,ct2,-2.5,-315,25814.25,47,56,134,127,3465,0.5
2026-01-07,ct2,-2.5,-310,25806.75,55,60,130,140,3475,0.5
2026-01-07,ct2,-2.5,-305,25808.75,51,48,156,125,3476,0.5
2026-01-07,ct2,-2.5,-300,25807.25,50,48,149,118,3470,0.5
2026-01-07,ct2,-2.5,-295,25810.38,48,44,136,121,3474,0.75
2026-01-07,ct2,-2.5,-290,25810.5,49,48,137,130,3481,0.5
2026-01-07,ct2,-2.5,-285,25817.0,57,60,138,128,3460,0.5
2026-01-07,ct2,-2.5,-280,25815.62,51,53,134,148,3494,0.75
