date,label,move,rel_s,mid,bid10,ask10,bid25,ask25,n_ord,spread
2025-12-29,ct3,-3.25,-360,25679.62,40,39,148,126,3049,0.75
2025-12-29,ct3,-3.25,-355,25686.88,35,33,126,89,3001,0.75
2025-12-29,ct3,-3.25,-350,25688.62,38,27,117,91,3000,0.75
2025-12-29,ct3,-3.25,-345,25688.12,28,33,113,99,3002,0.75
2025-12-29,ct3,-3.25,-340,25687.38,39,32,128,95,3010,0.75
2025-12-29,ct3,-3.25,-335,25689.12,25,34,108,102,3004,0.75
2025-12-29,ct3,-3.25,-330,25688.88,33,36,114,105,3018,0.75
2025-12-29,ct3,-3.25,-325,25687.0,39,39,131,112,3004,1.0
2025-12-29,ct3,-3.25,-320,25686.38,40,36,129,117,3009,0.75
2025-12-29,ct3,-3.25,-315,25686.5,35,40,126,118,3009,1.0
2025-12-29,ct3,-3.25,-310,25687.12,33,36,126,110,3012,1.25
2025-12-29,ct3,-3.25,-305,25685.38,40,34,133,118,3017,0.75
2025-12-29,ct3,-3.25,-300,25685.62,40,34,137,115,3018,0.75
2025-12-29,ct3,-3.25,-295,25687.38,30,37,123,104,3007,0.75
2025-12-29,ct3,-3.25,-290,25689.25,33,36,104,100,2992,1.0
2025-12-29,ct3,-3.25,-285,25691.88,40,40,102,117,3012,0.75
2025-12-29,ct3,-3.25,-280,25690.38,39,37,100,117,3019,0.75
2025-12-29,ct3,-3.25,-275,25692.12,41,45,107,119,3007,0.75
2025-12-29,ct3,-3.25,-270,25692.88,43,41,121,119,3011,0.75
2025-12-29,ct3,-3.25,-265,25691.62,37,36,105,128,3013,0.75
2025-12-29,ct3,-3.25,-260,25690.75,40,45,109,140,3018,1.0
2025-12-29,ct3,-3.25,-255,25690.38,39,41,106,137,3030,0.75
2025-12-29,ct3,-3.25,-250,25688.88,39,44,115,141,3043,0.25
2025-12-29,ct3,-3.25,-245,25688.88,35,35,112,132,3028,0.75
2025-12-29,ct3,-3.25,-240,25690.88,38,38,112,138,3025,0.75
2025-12-29,ct3,-3.25,-235,25691.25,36,36,110,135,3017,1.0
2025-12-29,ct3,-3.25,-230,25690.62,35,37,110,131,3025,0.75
2025-12-29,ct3,-3.25,-225,25690.0,37,40,112,141,3024,1.0
2025-12-29,ct3,-3.25,-220,25690.12,39,32,112,131,3021,0.75
2025-12-29,ct3,-3.25,-215,25689.0,37,37,112,135,3036,1.0
2025-12-29,ct3,-3.25,-210,25689.25,38,33,111,128,3027,1.0
2025-12-29,ct3,-3.25,-205,25689.12,37,30,112,128,3017,0.75
2025-12-29,ct3,-3.25,-200,25691.5,39,41,109,141,3025,1.0
2025-12-29,ct3,-3.25,-195,25691.5,39,43,116,143,3034,0.5
2025-12-29,ct3,-3.25,-190,25693.25,40,46,115,132,3010,0.5
2025-12-29,ct3,-3.25,-185,25692.25,33,47,109,140,3012,1.0
2025-12-29,ct3,-3.25,-180,25692.12,30,35,102,119,2981,0.75
2025-12-29,ct3,-3.25,-175,25700.0,35,48,111,122,2992,0.5
2025-12-29,ct3,-3.25,-170,25698.12,36,36,116,120,3000,0.75
2025-12-29,ct3,-3.25,-165,25697.25,40,38,122,126,2995,1.0
2025-12-29,ct3,-3.25,-160,25697.0,37,40,118,131,3000,1.0
2025-12-29,ct3,-3.25,-155,25697.88,38,37,127,122,3004,0.75
2025-12-29,ct3,-3.25,-150,25698.88,42,34,127,121,3008,0.75
2025-12-29,ct3,-3.25,-145,25698.62,32,40,122,126,3006,0.75
2025-12-29,ct3,-3.25,-140,25696.62,44,34,124,130,2997,0.75
2025-12-29,ct3,-3.25,-135,25697.75,50,43,139,132,3012,0.5
2025-12-29,ct3,-3.25,-130,25696.88,42,37,124,131,3010,0.75
2025-12-29,ct3,-3.25,-125,25698.12,40,34,126,119,3000,0.75
2025-12-29,ct3,-3.25,-120,25698.25,47,42,133,122,3014,0.5
2025-12-29,ct3,-3.25,-115,25703.5,47,46,142,118,3021,0.5
2025-12-29,ct3,-3.25,-110,25702.62,37,43,132,136,3033,0.75
2025-12-29,ct3,-3.25,-105,25705.12,43,58,131,133,3040,0.75
2025-12-29,ct3,-3.25,-100,25705.12,37,56,142,130,3038,0.75
2025-12-29,ct3,-3.25,-95,25705.38,39,58,144,128,3040,0.75
2025-12-29,ct3,-3.25,-90,25706.62,36,51,123,115,3029,0.75
2025-12-29,ct3,-3.25,-85,25706.25,48,46,150,120,3035,1.0
2025-12-29,ct3,-3.25,-80,25706.75,46,47,146,117,3040,1.0
2025-12-29,ct3,-3.25,-75,25708.88,97,39,199,111,3030,0.75
2025-12-29,ct3,-3.25,-70,25709.5,54,36,154,126,3042,1.0
2025-12-29,ct3,-3.25,-65,25710.38,47,43,138,127,3038,0.75
2025-12-29,ct3,-3.25,-60,25707.12,51,28,155,110,3025,0.75
2025-12-29,ev0,63.0,-360,25707.12,51,28,155,110,3025,0.75
2025-12-29,ct3,-3.25,-55,25681.12,43,22,106,85,3000,0.75
2025-12-29,ev0,63.0,-355,25681.12,43,22,106,85,3000,0.75
2025-12-29,ct3,-3.25,-50,25678.12,41,17,95,81,3128,0.75
2025-12-29,ev0,63.0,-350,25678.12,41,17,95,81,3128,0.75
2025-12-29,ct3,-3.25,-45,25671.12,37,39,100,102,3144,0.75
2025-12-29,ev0,63.0,-345,25671.12,37,39,100,102,3144,0.75
2025-12-29,ct3,-3.25,-40,25672.12,28,36,103,109,3199,0.75
2025-12-29,ev0,63.0,-340,25672.12,28,36,103,109,3199,0.75
2025-12-29,ct3,-3.25,-35,25682.12,30,42,112,100,3192,0.75
2025-12-29,ev0,63.0,-335,25682.12,30,42,112,100,3192,0.75
2025-12-29,ct3,-3.25,-30,25674.5,38,32,107,112,3220,0.5
2025-12-29,ev0,63.0,-330,25674.5,38,32,107,112,3220,0.5
2025-12-29,ct3,-3.25,-25,25687.75,38,26,111,74,3285,0.5
2025-12-29,ev0,63.0,-325,25687.75,38,26,111,74,3285,0.5
2025-12-29,ct3,-3.25,-20,25693.88,32,43,114,118,3357,0.75
2025-12-29,ev0,63.0,-320,25693.88,32,43,114,118,3357,0.75
2025-12-29,ct3,-3.25,-15,25683.0,31,28,88,99,3270,0.5
2025-12-29,ev0,63.0,-315,25683.0,31,28,88,99,3270,0.5
2025-12-29,ct3,-3.25,-10,25687.12,34,29,109,97,3345,0.75
2025-12-29,ev0,63.0,-310,25687.12,34,29,109,97,3345,0.75
2025-12-29,ct3,-3.25,-5,25689.62,30,32,105,98,3376,0.75
2025-12-29,ev0,63.0,-305,25689.62,30,32,105,98,3376,0.75
2025-12-29,ct3,-3.25,0,25691.38,37,33,120,131,3398,0.75
2025-12-29,ev0,63.0,-300,25691.38,37,33,120,131,3398,0.75
2025-12-29,ct3,-3.25,5,25681.62,30,45,77,117,3294,0.75
2025-12-29,ev0,63.0,-295,25681.62,30,45,77,117,3294,0.75
2025-12-29,ct3,-3.25,10,25674.88,44,30,123,88,3302,0.75
2025-12-29,ev0,63.0,-290,25674.88,44,30,123,88,3302,0.75
2025-12-29,ct3,-3.25,15,25668.12,44,38,114,104,3307,0.75
2025-12-29,ev0,63.0,-285,25668.12,44,38,114,104,3307,0.75
2025-12-29,ct3,-3.25,20,25673.38,33,36,133,96,3306,0.75
2025-12-29,ev0,63.0,-280,25673.38,33,36,133,96,3306,0.75
2025-12-29,ct3,-3.25,25,25676.12,41,29,103,96,3304,0.75
2025-12-29,ev0,63.0,-275,25676.12,41,29,103,96,3304,0.75
2025-12-29,ct3,-3.25,30,25679.5,39,37,98,89,3296,0.5
2025-12-29,ev0,63.0,-270,25679.5,39,37,98,89,3296,0.5
2025-12-29,ct3,-3.25,35,25683.88,29,34,96,99,3328,0.75
2025-12-29,ev0,63.0,-265,25683.88,29,34,96,99,3328,0.75
2025-12-29,ct3,-3.25,40,25690.12,28,38,87,105,3327,0.75
2025-12-29,ev0,63.0,-260,25690.12,28,38,87,105,3327,0.75
2025-12-29,ct3,-3.25,45,25696.12,38,37,105,106,3323,0.75
2025-12-29,ev0,63.0,-255,25696.12,38,37,105,106,3323,0.75
2025-12-29,ct3,-3.25,50,25693.62,36,25,94,80,3310,0.75
2025-12-29,ev0,63.0,-250,25693.62,36,25,94,80,3310,0.75
2025-12-29,ct3,-3.25,55,25686.62,38,34,102,98,3333,0.75
2025-12-29,ev0,63.0,-245,25686.62,38,34,102,98,3333,0.75
2025-12-29,ct3,-3.25,60,25687.38,38,32,107,93,3357,0.75
2025-12-29,ev0,63.0,-240,25687.38,38,32,107,93,3357,0.75
2025-12-29,ct3,-3.25,65,25705.88,40,39,106,96,3280,0.75
2025-12-29,ev0,63.0,-235,25705.88,40,39,106,96,3280,0.75
2025-12-29,ct3,-3.25,70,25711.62,40,35,127,111,3327,0.75
2025-12-29,ev0,63.0,-230,25711.62,40,35,127,111,3327,0.75
2025-12-29,ct3,-3.25,75,25713.0,40,32,111,106,3304,0.5
2025-12-29,ev0,63.0,-225,25713.0,40,32,111,106,3304,0.5
2025-12-29,ct3,-3.25,80,25709.62,35,38,99,94,3318,0.75
2025-12-29,ev0,63.0,-220,25709.62,35,38,99,94,3318,0.75
2025-12-29,ct3,-3.25,85,25710.12,37,35,106,112,3368,0.75
2025-12-29,ev0,63.0,-215,25710.12,37,35,106,112,3368,0.75
2025-12-29,ct3,-3.25,90,25713.25,39,35,94,131,3341,0.5
2025-12-29,ev0,63.0,-210,25713.25,39,35,94,131,3341,0.5
2025-12-29,ct3,-3.25,95,25715.38,43,42,105,159,3368,0.75
2025-12-29,ev0,63.0,-205,25715.38,43,42,105,159,3368,0.75
2025-12-29,ct3,-3.25,100,25717.0,37,73,101,155,3361,0.5
2025-12-29,ev0,63.0,-200,25717.0,37,73,101,155,3361,0.5
2025-12-29,ct3,-3.25,105,25711.12,38,37,119,109,3392,0.75
2025-12-29,ev0,63.0,-195,25711.12,38,37,119,109,3392,0.75
2025-12-29,ct3,-3.25,110,25716.38,38,33,96,126,3353,0.75
2025-12-29,ev0,63.0,-190,25716.38,38,33,96,126,3353,0.75
2025-12-29,ct3,-3.25,115,25707.5,40,43,96,116,3358,0.5
2025-12-29,ev0,63.0,-185,25707.5,40,43,96,116,3358,0.5
2025-12-29,ct3,-3.25,120,25709.38,39,39,124,116,3387,0.75
2025-12-29,ev0,63.0,-180,25709.38,39,39,124,116,3387,0.75
2025-12-29,ct3,-3.25,125,25715.62,44,38,112,144,3389,0.75
2025-12-29,ev0,63.0,-175,25715.62,44,38,112,144,3389,0.75
2025-12-29,ct3,-3.25,130,25714.0,43,45,124,122,3388,0.5
2025-12-29,ev0,63.0,-170,25714.0,43,45,124,122,3388,0.5
2025-12-29,ct3,-3.25,135,25717.5,31,44,104,142,3379,1.0
2025-12-29,ev0,63.0,-165,25717.5,31,44,104,142,3379,1.0
2025-12-29,ct3,-3.25,140,25717.5,43,42,115,141,3397,1.0
2025-12-29,ev0,63.0,-160,25717.5,43,42,115,141,3397,1.0
2025-12-29,ct3,-3.25,145,25714.88,34,25,112,104,3362,0.75
2025-12-29,ev0,63.0,-155,25714.88,34,25,112,104,3362,0.75
2025-12-29,ct3,-3.25,150,25718.12,40,54,105,144,3383,0.75
2025-12-29,ev0,63.0,-150,25718.12,40,54,105,144,3383,0.75
2025-12-29,ct3,-3.25,155,25714.62,34,31,109,92,3362,0.75
2025-12-29,ev0,63.0,-145,25714.62,34,31,109,92,3362,0.75
2025-12-29,ct3,-3.25,160,25713.12,42,28,136,75,3354,0.75
2025-12-29,ev0,63.0,-140,25713.12,42,28,136,75,3354,0.75
2025-12-29,ct3,-3.25,165,25711.88,36,40,131,96,3376,0.75
2025-12-29,ev0,63.0,-135,25711.88,36,40,131,96,3376,0.75
2025-12-29,ct3,-3.25,170,25710.75,48,41,144,114,3394,0.5
2025-12-29,ev0,63.0,-130,25710.75,48,41,144,114,3394,0.5
2025-12-29,ct3,-3.25,175,25707.62,39,40,125,102,3396,0.75
2025-12-29,ev0,63.0,-125,25707.62,39,40,125,102,3396,0.75
2025-12-29,ct3,-3.25,180,25707.38,46,37,123,110,3398,0.75
2025-12-29,ev0,63.0,-120,25707.38,46,37,123,110,3398,0.75
2025-12-29,ev0,63.0,-115,25715.75,41,43,120,119,3392,0.5
2025-12-29,ev0,63.0,-110,25716.12,40,40,117,134,3412,0.75
2025-12-29,ev0,63.0,-105,25716.38,37,48,111,141,3410,0.75
2025-12-29,ev0,63.0,-100,25717.88,36,39,109,132,3401,0.75
2025-12-29,ev0,63.0,-95,25721.62,37,60,111,130,3416,0.75
2025-12-29,ev0,63.0,-90,25720.88,36,52,116,134,3423,0.75
2025-12-29,ev0,63.0,-85,25720.12,45,45,123,141,3435,0.75
2025-12-29,ev0,63.0,-80,25719.38,35,39,129,133,3432,0.75
2025-12-29,ev0,63.0,-75,25719.88,41,38,147,132,3452,0.75
2025-12-29,ev0,63.0,-70,25716.88,60,41,123,112,3435,0.75
2025-12-29,ev0,63.0,-65,25720.5,40,43,137,137,3446,0.5
2025-12-29,ev0,63.0,-60,25720.88,59,49,152,164,3475,0.75
2025-12-29,ev0,63.0,-55,25724.25,43,56,138,149,3445,0.5
2025-12-29,ev0,63.0,-50,25724.12,42,31,130,134,3436,0.75
2025-12-29,ev0,63.0,-45,25722.5,40,33,124,120,3420,0.5
2025-12-29,ev0,63.0,-40,25721.25,39,32,139,111,3411,1.0
2025-12-29,ev0,63.0,-35,25719.38,45,40,128,103,3418,0.75
2025-12-29,ev0,63.0,-30,25725.12,34,57,108,148,3428,0.75
2025-12-29,ev0,63.0,-25,25726.62,43,43,109,157,3446,0.75
2025-12-29,ev0,63.0,-20,25729.0,35,73,111,158,3434,0.5
2025-12-29,ev0,63.0,-15,25729.0,37,37,118,141,3421,0.5
2025-12-29,ev0,63.0,-10,25728.25,50,51,129,135,3436,0.5
2025-12-29,ev0,63.0,-5,25729.5,45,50,134,145,3444,0.5
2025-12-29,ev0,63.0,0,25734.38,44,67,115,161,3447,0.75
2025-12-29,ev0,63.0,5,25750.25,47,42,128,107,3354,0.5
2025-12-29,ev0,63.0,10,25758.62,37,48,124,105,3328,0.75
2025-12-29,ev0,63.0,15,25757.88,43,45,110,117,3322,0.75
2025-12-29,ev0,63.0,20,25764.12,47,47,134,141,3324,0.75
2025-12-29,ev0,63.0,25,25766.62,48,47,128,119,3336,0.75
2025-12-29,ev0,63.0,30,25767.25,49,50,129,123,3321,0.5
2025-12-29,ev0,63.0,35,25775.62,44,42,124,110,3276,0.75
2025-12-29,ev0,63.0,40,25776.75,49,42,136,130,3309,0.5
2025-12-29,ev0,63.0,45,25783.5,55,51,144,114,3313,0.5
2025-12-29,ev0,63.0,50,25787.0,59,48,137,122,3283,0.5
2025-12-29,ev0,63.0,55,25789.5,49,55,123,125,3278,0.5
2025-12-29,ev0,63.0,60,25797.38,46,103,106,190,3263,0.75
2025-12-29,ev0,63.0,65,25809.5,38,31,94,82,3170,0.5
2025-12-29,ev0,63.0,70,25807.62,44,37,97,93,3216,0.75
2025-12-29,ev0,63.0,75,25803.5,42,42,110,123,3225,0.5
2025-12-29,ev0,63.0,80,25802.62,40,46,127,141,3228,0.75
2025-12-29,ev0,63.0,85,25809.25,42,51,110,116,3215,0.5
2025-12-29,ev0,63.0,90,25809.88,38,41,90,121,3210,0.75
2025-12-29,ev0,63.0,95,25809.62,37,34,99,108,3235,0.75
2025-12-29,ev0,63.0,100,25816.38,40,35,107,98,3226,0.75
2025-12-29,ev0,63.0,105,25814.75,52,48,122,170,3272,0.5
2025-12-29,ev0,63.0,110,25816.25,45,62,128,153,3268,0.5
2025-12-29,ev0,63.0,115,25808.0,43,49,92,109,3254,0.5
2025-12-29,ev0,63.0,120,25802.75,48,53,170,142,3297,0.5
2025-12-29,ev0,63.0,125,25808.38,35,51,91,123,3274,0.75
2025-12-29,ev0,63.0,130,25808.62,35,49,84,135,3289,0.75
2025-12-29,ev0,63.0,135,25809.38,38,37,97,121,3310,0.25
2025-12-29,ev0,63.0,140,25806.12,43,43,152,121,3342,0.75
2025-12-29,ev0,63.0,145,25799.0,94,50,154,133,3341,0.5
2025-12-29,ev0,63.0,150,25801.62,31,39,109,114,3324,0.75
2025-12-29,ev0,63.0,155,25799.88,41,43,111,162,3348,0.75
2025-12-29,ev0,63.0,160,25797.25,45,39,122,134,3323,0.5
2025-12-29,ev0,63.0,165,25800.88,33,60,84,164,3310,0.75
2025-12-29,ev0,63.0,170,25802.0,42,69,92,146,3312,0.5
2025-12-29,ev0,63.0,175,25798.62,31,43,95,134,3320,0.75
2025-12-29,ev0,63.0,180,25799.12,32,37,94,142,3327,0.75
2025-12-29,ev1,-44.75,-360,25799.12,32,37,94,142,3327,0.75
2025-12-29,ev1,-44.75,-355,25805.38,28,44,79,118,3312,0.75
2025-12-29,ev1,-44.75,-350,25798.62,52,33,116,108,3345,0.75
2025-12-29,ev1,-44.75,-345,25794.88,35,36,123,115,3345,0.75
2025-12-29,ev1,-44.75,-340,25794.62,29,34,123,119,3350,0.75
2025-12-29,ev1,-44.75,-335,25790.88,57,43,118,116,3357,0.75
2025-12-29,ev1,-44.75,-330,25794.88,41,38,115,114,3330,0.75
2025-12-29,ev1,-44.75,-325,25799.5,40,47,102,121,3331,0.5
2025-12-29,ev1,-44.75,-320,25797.38,41,33,108,121,3355,0.75
2025-12-29,ev1,-44.75,-315,25791.5,56,33,141,103,3355,0.5
2025-12-29,ev1,-44.75,-310,25794.88,37,42,120,123,3373,0.75
2025-12-29,ev1,-44.75,-305,25793.75,38,49,148,136,3401,0.5
2025-12-29,ev1,-44.75,-300,25797.12,38,44,109,137,3396,0.75
2025-12-29,ev1,-44.75,-295,25787.25,58,42,126,110,3360,0.5
2025-12-29,ev1,-44.75,-290,25790.38,40,46,123,119,3368,0.75
2025-12-29,ev1,-44.75,-285,25796.12,48,37,118,125,3362,0.75
2025-12-29,ev1,-44.75,-280,25793.38,42,35,118,116,3381,0.75
2025-12-29,ev1,-44.75,-275,25791.88,45,35,123,104,3382,0.75
2025-12-29,ev1,-44.75,-270,25792.88,36,35,107,120,3386,0.75
2025-12-29,ev1,-44.75,-265,25793.88,40,42,100,148,3384,0.75
2025-12-29,ev1,-44.75,-260,25792.12,39,42,108,100,3361,0.75
2025-12-29,ev1,-44.75,-255,25796.88,36,35,105,158,3384,0.75
2025-12-29,ev1,-44.75,-250,25796.88,33,39,99,161,3388,0.75
2025-12-29,ev1,-44.75,-245,25804.12,37,47,90,115,3332,0.75
2025-12-29,ev1,-44.75,-240,25802.88,45,51,109,122,3360,0.75
2025-12-29,ev1,-44.75,-235,25803.25,45,44,110,122,3356,0.5
2025-12-29,ev1,-44.75,-230,25800.88,34,43,110,125,3370,0.75
2025-12-29,ev1,-44.75,-225,25802.38,32,41,108,124,3376,0.75
2025-12-29,ev1,-44.75,-220,25799.62,36,37,116,115,3387,0.75
2025-12-29,ev1,-44.75,-215,25797.38,47,41,115,110,3396,0.75
2025-12-29,ev1,-44.75,-210,25803.38,42,46,104,126,3390,0.75
2025-12-29,ev1,-44.75,-205,25790.62,31,26,82,83,3217,0.75
2025-12-29,ev1,-44.75,-200,25789.62,31,53,96,114,3266,0.75
2025-12-29,ev1,-44.75,-195,25792.25,33,47,85,114,3275,0.5
2025-12-29,ev1,-44.75,-190,25793.5,42,49,94,108,3296,0.5
2025-12-29,ev1,-44.75,-185,25797.12,25,44,89,103,3294,0.75
2025-12-29,ev1,-44.75,-180,25794.12,37,30,106,108,3329,0.75
2025-12-29,ev1,-44.75,-175,25797.88,34,48,96,115,3320,0.75
2025-12-29,ev1,-44.75,-170,25797.12,38,39,124,121,3352,0.75
2025-12-29,ev1,-44.75,-165,25793.88,42,40,126,124,3356,0.75
2025-12-29,ev1,-44.75,-160,25797.38,31,41,89,125,3342,0.75
2025-12-29,ev1,-44.75,-155,25800.25,34,43,78,144,3348,0.5
2025-12-29,ev1,-44.75,-150,25801.88,35,55,96,138,3366,0.75
2025-12-29,ev1,-44.75,-145,25802.62,36,40,97,109,3346,0.75
2025-12-29,ev1,-44.75,-140,25799.75,36,39,92,110,3347,0.5
2025-12-29,ev1,-44.75,-135,25801.12,33,42,100,112,3360,0.75
2025-12-29,ev1,-44.75,-130,25799.62,44,35,118,101,3376,0.75
2025-12-29,ev1,-44.75,-125,25802.88,38,38,109,116,3376,0.75
2025-12-29,ev1,-44.75,-120,25803.38,38,44,107,115,3388,0.75
2025-12-29,ev1,-44.75,-115,25798.5,38,42,117,108,3370,0.5
2025-12-29,ev1,-44.75,-110,25798.25,38,41,116,116,3373,0.5
2025-12-29,ev1,-44.75,-105,25799.0,36,47,116,122,3378,0.5
2025-12-29,ev1,-44.75,-100,25797.12,39,37,119,113,3377,0.75
2025-12-29,ev1,-44.75,-95,25795.38,40,43,112,118,3375,0.75
2025-12-29,ev1,-44.75,-90,25792.12,30,53,170,115,3361,0.75
2025-12-29,ev1,-44.75,-85,25791.88,30,38,147,116,3357,0.75
2025-12-29,ev1,-44.75,-80,25788.75,102,37,172,108,3380,0.5
2025-12-29,ev1,-44.75,-75,25795.12,29,42,77,111,3349,0.75
2025-12-29,ev1,-44.75,-70,25793.12,33,43,85,128,3376,0.75
2025-12-29,ev1,-44.75,-65,25791.62,39,45,161,126,3395,0.75
2025-12-29,ev1,-44.75,-60,25787.0,45,46,139,120,3389,0.5
2025-12-29,ev1,-44.75,-55,25783.5,58,43,124,122,3404,0.5
2025-12-29,ev1,-44.75,-50,25780.62,44,43,134,117,3400,0.75
2025-12-29,ev1,-44.75,-45,25782.88,42,44,122,116,3402,0.75
2025-12-29,ev1,-44.75,-40,25782.88,33,41,110,114,3390,0.75
2025-12-29,ev1,-44.75,-35,25787.88,39,43,91,116,3389,0.75
2025-12-29,ev1,-44.75,-30,25791.75,45,47,118,130,3405,0.5
2025-12-29,ev1,-44.75,-25,25790.12,46,48,114,139,3421,0.75
2025-12-29,ev1,-44.75,-20,25793.12,38,48,119,120,3416,0.75
2025-12-29,ev1,-44.75,-15,25791.88,41,46,120,133,3422,0.25
2025-12-29,ev1,-44.75,-10,25790.75,46,55,124,142,3435,0.5
2025-12-29,ev1,-44.75,-5,25791.5,52,51,138,132,3441,0.5
2025-12-29,ev1,-44.75,0,25793.25,47,50,129,135,3438,0.5
2025-12-29,ev1,-44.75,5,25784.38,42,52,122,157,3465,0.75
2025-12-29,ev1,-44.75,10,25774.0,52,54,147,138,3416,0.5
2025-12-29,ev1,-44.75,15,25769.62,34,46,101,117,3342,0.25
2025-12-29,ev1,-44.75,20,25766.12,43,40,117,107,3344,0.75
2025-12-29,ev1,-44.75,25,25764.0,31,47,115,115,3340,0.5
2025-12-29,ev1,-44.75,30,25760.75,43,42,110,118,3349,0.5
2025-12-29,ev1,-44.75,35,25758.12,33,42,100,109,3345,0.75
2025-12-29,ev1,-44.75,40,25757.38,44,39,102,103,3335,0.75
2025-12-29,ev1,-44.75,45,25752.5,48,56,95,125,3312,0.5
2025-12-29,ev1,-44.75,50,25748.62,44,63,108,133,3323,0.75
2025-12-29,ev1,-44.75,55,25749.12,37,49,108,124,3323,0.75
2025-12-29,ev1,-44.75,60,25748.5,50,57,135,130,3337,0.5
2025-12-29,ev1,-44.75,65,25756.12,43,41,121,89,3289,0.75
2025-12-29,ev1,-44.75,70,25754.62,44,41,132,111,3333,0.75
2025-12-29,ev1,-44.75,75,25753.38,53,44,136,129,3346,0.75
2025-12-29,ev1,-44.75,80,25753.0,46,48,121,135,3336,0.5
2025-12-29,ev1,-44.75,85,25761.75,39,42,117,98,3293,0.5
2025-12-29,ev1,-44.75,90,25754.88,50,56,113,139,3344,0.75
2025-12-29,ev1,-44.75,95,25756.38,48,59,110,139,3371,0.75
2025-12-29,ev1,-44.75,100,25759.12,39,48,111,120,3355,0.75
2025-12-29,ev1,-44.75,105,25764.38,40,45,103,99,3354,0.75
2025-12-29,ev1,-44.75,110,25766.12,48,42,125,109,3357,0.75
2025-12-29,ev1,-44.75,115,25764.12,50,42,116,121,3370,0.75
2025-12-29,ev1,-44.75,120,25771.5,52,40,115,112,3341,0.5
2025-12-29,ev1,-44.75,125,25771.0,45,44,139,128,3362,0.5
2025-12-29,ev1,-44.75,130,25766.75,51,47,110,123,3368,0.5
2025-12-29,ev1,-44.75,135,25769.62,46,53,121,136,3376,0.75
2025-12-29,ev1,-44.75,140,25763.62,40,51,95,119,3373,0.75
2025-12-29,ev1,-44.75,145,25764.75,41,54,106,123,3393,0.5
2025-12-29,ev1,-44.75,150,25760.38,54,48,106,123,3389,0.75
2025-12-29,ev1,-44.75,155,25756.5,52,49,108,131,3402,0.5
2025-12-29,ev1,-44.75,160,25764.75,52,42,114,117,3379,0.5
2025-12-29,ev1,-44.75,165,25770.5,46,54,114,153,3400,0.5
2025-12-29,ev1,-44.75,170,25765.88,45,48,98,129,3424,0.75
2025-12-29,ev1,-44.75,175,25757.5,53,55,127,137,3428,0.5
2025-12-29,ev1,-44.75,180,25753.75,45,52,108,130,3406,0.5
2025-12-29,ct2,-1.0,-360,25697.88,70,56,187,199,3555,0.75
2025-12-29,ct2,-1.0,-355,25700.75,70,135,195,210,3563,0.5
2025-12-29,ct2,-1.0,-350,25699.75,68,54,175,203,3540,0.5
2025-12-29,ct2,-1.0,-345,25702.0,68,113,183,191,3526,0.5
2025-12-29,ct2,-1.0,-340,25701.25,71,137,181,221,3538,0.5
2025-12-29,ct2,-1.0,-335,25701.38,62,121,175,201,3532,0.25
2025-12-29,ct2,-1.0,-330,25700.38,62,64,168,234,3541,0.75
2025-12-29,ct2,-1.0,-325,25702.25,73,127,190,212,3553,0.5
2025-12-29,ct2,-1.0,-320,25701.25,74,139,183,229,3555,0.5
2025-12-29,ct2,-1.0,-315,25700.75,66,148,177,247,3555,0.5
2025-12-29,ct2,-1.0,-310,25697.5,66,65,154,263,3547,0.5
2025-12-29,ct2,-1.0,-305,25700.75,67,134,163,229,3540,0.5
2025-12-29,ct2,-1.0,-300,25701.0,62,146,165,239,3547,0.5
2025-12-29,ct2,-1.0,-295,25701.0,65,142,166,228,3546,0.5
2025-12-29,ct2,-1.0,-290,25700.75,69,143,169,235,3546,0.5
2025-12-29,ct2,-1.0,-285,25697.5,57,66,140,253,3540,0.5
2025-12-29,ct2,-1.0,-280,25691.25,53,66,126,174,3529,0.5
2025-12-29,ct2,-1.0,-275,25692.0,61,60,134,169,3539,0.5
2025-12-29,ct2,-1.0,-270,25695.0,70,64,164,155,3539,0.5
2025-12-29,ct2,-1.0,-265,25693.5,67,66,141,181,3542,0.5
2025-12-29,ct2,-1.0,-260,25693.25,60,68,129,179,3533,0.5
2025-12-29,ct2,-1.0,-255,25693.25,66,70,146,179,3553,0.5
2025-12-29,ct2,-1.0,-250,25693.62,68,64,145,172,3553,0.75
2025-12-29,ct2,-1.0,-245,25695.75,69,69,273,163,3567,0.5
2025-12-29,ct2,-1.0,-240,25696.75,71,57,280,227,3565,0.5
2025-12-29,ct2,-1.0,-235,25697.62,59,60,183,217,3563,0.75
2025-12-29,ct2,-1.0,-230,25696.0,65,65,269,172,3560,0.5
2025-12-29,ct2,-1.0,-225,25697.0,66,62,278,236,3558,0.5
2025-12-29,ct2,-1.0,-220,25700.12,66,114,184,200,3562,0.75
2025-12-29,ct2,-1.0,-215,25700.5,71,141,185,214,3578,0.5
2025-12-29,ct2,-1.0,-210,25700.5,73,140,191,213,3578,0.5
2025-12-29,ct2,-1.0,-205,25700.5,74,140,290,214,3580,0.5
2025-12-29,ct2,-1.0,-200,25700.5,78,139,293,213,3590,0.5
2025-12-29,ct2,-1.0,-195,25701.5,71,133,300,205,3597,0.5
2025-12-29,ct2,-1.0,-190,25698.75,66,79,263,262,3607,0.5
2025-12-29,ct2,-1.0,-185,25699.25,67,80,272,254,3607,0.5
