date,tod,session,sym,move,dir,tier,ev_vol,ev_path,ev_range,ev_net,impact,pre_vol,pre_path,pre_net,impact_pre,fwd60,fwd300,fwd900
2025-08-05,583,rth,NQU5,-2.25,0,0,1237.0,55.5,11.25,-2.25,44.867,2990.0,129.5,1.5,43.311,5.5,40.5,20.0
2025-09-11,583,rth,NQU5,7.0,0,0,2243.0,78.5,20.25,7.0,34.998,4602.0,161.25,-28.0,35.039,3.25,41.25,48.75
2025-03-24,583,rth,NQM5,9.25,0,0,1437.0,68.25,18.75,9.25,47.495,4139.0,154.5,-25.5,37.328,4.25,37.0,59.25
2026-01-19,583,rth,NQH6,-3.25,0,0,467.0,43.5,9.25,-3.25,93.148,777.0,94.75,-9.5,121.943,2.25,12.75,70.75
2025-03-05,583,rth,NQH5,5.0,0,0,1766.0,117.5,24.25,5.0,66.535,5461.0,300.0,15.5,54.935,-14.75,-66.5,-118.75
2025-09-02,510,premarket,NQU5,-4.25,0,0,475.0,40.75,13.75,-4.25,85.789,566.0,52.25,-5.0,92.314,-5.75,8.25,-25.75
2025-02-19,510,premarket,NQH5,1.0,0,0,305.0,40.0,7.75,1.0,131.148,1983.0,105.75,-5.5,53.328,-3.25,-2.5,2.0
2025-04-16,510,premarket,NQM5,-4.5,0,0,434.0,136.5,21.5,-4.5,314.516,444.0,100.75,-4.75,226.914,8.5,6.0,-45.5
2025-08-06,510,premarket,NQU5,1.5,0,0,145.0,18.0,5.0,1.5,124.138,392.0,48.5,-2.5,123.724,-2.5,20.75,19.0
2025-12-02,510,premarket,NQZ5,-3.25,0,0,128.0,23.25,5.25,-3.25,181.641,147.0,20.75,-2.0,141.156,-8.0,-4.0,6.75
2025-10-08,510,premarket,NQZ5,-4.75,0,0,131.0,19.75,7.0,-4.75,150.763,260.0,36.0,-1.0,138.462,-5.25,-10.75,3.25
2025-01-22,510,premarket,NQH5,-6.25,0,0,189.0,21.0,8.5,-6.25,111.111,206.0,25.25,-1.75,122.573,4.25,12.0,15.0
2025-02-04,510,premarket,NQH5,-7.75,0,0,210.0,28.75,11.5,-7.75,136.905,290.0,68.25,-5.0,235.345,-0.25,8.5,-5.75
2025-09-02,510,premarket,NQU5,-4.25,0,0,475.0,40.75,13.75,-4.25,85.789,566.0,52.25,-5.0,92.314,-5.75,8.25,-25.75
2026-01-19,510,premarket,NQH6,-1.75,0,0,231.0,41.75,10.75,-1.75,180.736,266.0,43.25,-11.0,162.594,-2.5,15.25,25.25
2025-07-01,602,rth,NQU5,-7.0,0,0,855.0,59.75,14.0,-7.0,69.883,3043.0,190.75,2.25,62.685,-8.25,-0.25,34.5
2025-09-19,602,rth,NQZ5,-6.75,0,0,1207.0,50.25,13.25,-6.75,41.632,3620.0,133.0,2.25,36.74,8.25,17.25,-18.0
2026-01-21,602,rth,NQH6,-3.0,0,0,1492.0,83.75,17.25,-3.0,56.133,3692.0,185.0,12.75,50.108,2.5,-12.0,18.5
2025-12-18,602,rth,NQH6,3.75,0,0,1365.0,81.75,18.0,3.75,59.89,4964.0,170.0,4.25,34.247,2.25,-8.5,-98.75
2025-08-07,602,rth,NQU5,5.75,0,0,1690.0,70.25,19.25,5.75,41.568,5620.0,133.5,-21.0,23.754,7.5,-13.5,-19.0
2025-07-14,570,rth,NQU5,7.75,0,0,6606.0,114.5,25.75,7.75,17.333,1631.0,60.0,11.5,36.787,-5.75,-11.25,-84.75
2025-04-14,570,rth,NQM5,6.0,0,0,3902.0,161.75,34.75,6.0,41.453,2093.0,108.75,-20.5,51.959,-40.5,-85.0,-174.25
2025-05-23,570,rth,NQM5,-0.75,0,0,6381.0,198.5,53.5,-0.75,31.108,1733.0,102.75,15.25,59.29,-9.5,87.0,27.25
2025-06-26,570,rth,NQU5,4.0,0,0,3096.0,90.75,24.25,4.0,29.312,1938.0,70.5,0.25,36.378,1.0,-17.75,-52.5
2025-05-22,570,rth,NQM5,8.25,0,0,3020.0,115.25,20.75,8.25,38.162,1692.0,77.5,-7.25,45.804,24.25,-4.5,-2.25
2025-09-24,511,premarket,NQZ5,-2.25,0,0,197.0,14.0,6.25,-2.25,71.066,204.0,22.75,1.5,111.52,-2.0,0.75,-3.75
2025-10-13,511,premarket,NQZ5,4.0,0,0,275.0,26.25,6.0,4.0,95.455,452.0,60.5,11.0,133.85,-1.75,2.5,-5.0
2025-03-27,511,premarket,NQM5,9.0,0,0,872.0,59.5,17.5,9.0,68.234,1257.0,110.5,28.5,87.908,3.75,8.25,-16.25
2026-01-07,511,premarket,NQH6,2.75,0,0,218.0,21.75,7.25,2.75,99.771,394.0,49.0,11.0,124.365,-2.75,-17.75,-1.75
2025-09-25,511,premarket,NQZ5,1.5,0,0,586.0,67.75,14.5,1.5,115.614,1121.0,135.5,-9.0,120.874,-10.75,-20.5,-33.5
2025-03-10,1190,overnight,NQH5,-2.25,0,0,196.0,49.5,8.5,-2.25,252.551,522.0,100.0,13.25,191.571,-4.25,-3.0,-3.0
2025-05-29,1190,overnight,NQM5,-4.5,0,0,145.0,19.0,6.25,-4.5,131.034,222.0,34.75,-0.25,156.532,3.5,4.25,16.75
2025-08-24,1192,overnight,NQU5,3.25,0,0,95.0,13.75,8.0,3.25,144.737,254.0,31.25,-2.75,123.031,1.0,0.5,24.25
2025-10-01,1192,overnight,NQZ5,-2.0,0,0,85.0,15.0,8.25,-2.0,176.471,51.0,17.25,3.75,338.235,3.25,8.25,12.0
2025-05-01,1192,overnight,NQM5,3.5,0,0,109.0,24.0,7.25,3.5,220.183,182.0,35.0,4.5,192.308,4.25,5.5,-16.25
2025-08-04,1192,overnight,NQU5,-3.75,0,0,106.0,16.25,5.5,-3.75,153.302,200.0,28.75,3.0,143.75,0.0,3.0,3.0
2025-06-16,1198,overnight,NQU5,-0.75,0,0,175.0,39.0,8.25,-0.75,222.857,398.0,74.0,-4.5,185.93,-4.25,-3.25,24.75
2025-07-22,1198,overnight,NQU5,-1.25,0,0,122.0,17.5,3.5,-1.25,143.443,348.0,36.75,3.75,105.603,-1.5,-19.25,-29.0
2025-05-19,1198,overnight,NQM5,-1.0,0,0,32.0,8.75,2.25,-1.0,273.438,196.0,30.0,7.0,153.061,2.75,11.75,8.5
2025-12-28,1198,overnight,NQH6,5.25,0,0,133.0,15.25,6.5,5.25,114.662,81.0,30.0,2.5,370.37,0.25,-8.0,-13.5
2026-01-13,1202,overnight,NQH6,-0.75,0,0,55.0,20.0,5.0,-0.75,363.636,144.0,36.25,9.25,251.736,-4.0,-7.25,-6.5
2025-05-08,1202,overnight,NQM5,-2.0,0,0,94.0,21.75,6.25,-2.0,231.383,415.0,78.25,-16.0,188.554,17.5,13.75,-2.75
2025-08-06,1202,overnight,NQU5,2.5,0,0,125.0,19.5,4.0,2.5,156.0,373.0,45.5,2.0,121.984,0.5,5.0,11.75
2025-07-14,1202,overnight,NQU5,5.5,0,0,184.0,25.75,10.25,5.5,139.946,362.0,52.5,-3.25,145.028,4.75,-1.5,-0.25
2025-02-06,1202,overnight,NQH5,-4.25,0,0,52.0,7.5,4.5,-4.25,144.231,184.0,29.0,2.75,157.609,3.25,10.5,1.25
2025-10-16,1227,overnight,NQZ5,3.75,0,0,65.0,28.75,6.25,3.75,442.308,280.0,69.5,0.0,248.214,-2.5,0.25,7.0
2025-02-10,1227,overnight,NQH5,-2.25,0,0,79.0,16.75,4.5,-2.25,212.025,209.0,25.25,-3.75,120.813,3.25,9.0,15.0
2025-07-20,1227,overnight,NQU5,-0.5,0,0,49.0,5.75,1.25,-0.5,117.347,122.0,10.75,-2.75,88.115,3.25,-1.0,-3.0
2025-07-22,1227,overnight,NQU5,1.0,0,0,135.0,14.0,5.0,1.0,103.704,566.0,59.5,-12.75,105.124,-1.75,4.5,-3.0
2025-09-03,1227,overnight,NQU5,-0.5,0,0,165.0,22.75,6.5,-0.5,137.879,410.0,64.75,7.25,157.927,-6.5,-6.25,1.5
2025-07-28,593,rth,NQU5,3.0,0,0,1099.0,39.75,7.75,3.0,36.169,2732.0,102.25,16.5,37.427,-11.75,-4.0,6.5
2025-02-12,593,rth,NQH5,-4.75,0,0,1581.0,61.25,17.25,-4.75,38.741,5723.0,133.5,30.0,23.327,3.75,-9.75,-71.0
2025-09-25,593,rth,NQZ5,-0.5,0,0,3834.0,80.25,13.75,-0.5,20.931,8978.0,188.75,-51.5,21.024,4.25,-14.5,97.0
2025-09-15,593,rth,NQZ5,2.75,0,0,419.0,38.5,8.5,2.75,91.885,1636.0,67.0,-0.25,40.954,5.25,13.75,17.25
2025-07-01,593,rth,NQU5,3.75,0,0,945.0,45.5,14.5,3.75,48.148,2955.0,91.5,-1.75,30.964,-7.25,-23.25,-22.5
2025-04-04,611,rth,NQM5,-7.75,0,0,1830.0,118.75,20.25,-7.75,64.891,3878.0,274.75,-45.25,70.848,-37.75,-40.5,-47.5
2025-02-19,611,rth,NQH5,-1.0,0,0,1251.0,44.75,10.0,-1.0,35.771,4009.0,113.0,3.75,28.187,8.0,25.5,18.5
2025-02-26,611,rth,NQH5,-2.75,0,0,957.0,79.0,18.0,-2.75,82.55,2614.0,147.25,15.75,56.331,27.0,37.75,32.5
2025-07-16,611,rth,NQU5,-6.25,0,0,957.0,50.25,13.5,-6.25,52.508,3621.0,112.0,27.75,30.931,10.0,-26.0,-2.25
2025-04-09,611,rth,NQM5,-8.75,0,0,1765.0,257.25,52.0,-8.75,145.751,3195.0,419.0,34.5,131.142,-30.5,-47.0,-21.0
2025-09-29,1080,overnight,NQZ5,3.25,0,0,255.0,71.75,11.0,3.25,281.373,0,0,0,,-3.75,2.25,-9.0
2025-10-02,1080,overnight,NQZ5,-5.5,0,0,236.0,35.5,7.0,-5.5,150.424,0,0,0,,4.5,9.25,7.5
2025-10-26,1080,overnight,NQZ5,0.5,0,0,2120.0,201.75,59.0,0.5,95.165,0,0,0,,-9.0,2.0,-10.0
2025-11-20,1080,overnight,NQZ5,0.0,0,0,975.0,147.0,58.75,0.0,150.769,0,0,0,,-1.0,-31.75,-30.75
2025-11-12,1080,overnight,NQZ5,-4.0,0,0,287.0,60.25,20.0,-4.0,209.93,0,0,0,,-13.75,-82.0,-59.0
2025-05-08,351,premarket,NQM5,-4.25,0,0,134.0,12.25,5.25,-4.25,91.418,269.0,37.0,8.0,137.546,-0.75,-11.0,-9.5
2025-05-06,351,premarket,NQM5,4.0,0,0,133.0,22.5,7.75,4.0,169.173,135.0,23.75,-6.75,175.926,12.25,32.0,35.25
2025-04-01,351,premarket,NQM5,-9.5,0,0,369.0,51.5,14.0,-9.5,139.566,361.0,41.5,2.75,114.958,-3.75,-8.75,-35.5
2026-01-23,351,premarket,NQH6,3.0,0,0,91.0,20.75,9.75,3.0,228.022,137.0,35.5,-3.25,259.124,-0.25,1.0,67.75
2025-03-17,352,premarket,NQH5,-7.25,0,0,101.0,21.75,9.0,-7.25,215.347,106.0,24.25,-1.75,228.774,0.0,2.5,4.75
2025-04-14,353,premarket,NQM5,-0.75,0,0,106.0,22.0,4.75,-0.75,207.547,329.0,61.5,15.25,186.93,-3.5,1.5,-2.25
2025-10-06,353,premarket,NQZ5,0.75,0,0,52.0,6.75,2.25,0.75,129.808,99.0,17.5,5.25,176.768,-2.0,0.0,6.75
2025-05-23,353,premarket,NQM5,6.0,0,0,197.0,20.75,8.5,6.0,105.33,244.0,35.5,9.0,145.492,1.75,8.0,-0.75
2025-08-29,385,premarket,NQU5,2.25,0,0,113.0,12.0,4.5,2.25,106.195,79.0,11.0,1.5,139.241,0.0,-8.5,-12.75
2025-05-29,385,premarket,NQM5,4.75,0,0,135.0,16.0,5.25,4.75,118.519,347.0,55.25,-10.75,159.222,-0.5,6.5,2.25
2025-03-04,385,premarket,NQH5,7.25,0,0,161.0,34.5,10.5,7.25,214.286,199.0,47.0,0.0,236.181,2.0,10.0,-16.75
2025-06-09,385,premarket,NQM5,-2.75,0,0,78.0,12.5,4.5,-2.75,160.256,184.0,27.0,-2.5,146.739,1.25,1.0,4.75
2025-08-12,420,premarket,NQU5,-7.0,0,0,102.0,14.0,8.0,-7.0,137.255,75.0,21.0,0.5,280.0,1.5,1.0,-14.0
2025-03-19,420,premarket,NQM5,4.0,0,0,101.0,18.75,7.75,4.0,185.644,298.0,44.25,6.25,148.49,-5.75,-1.5,9.0
2025-03-18,420,premarket,NQM5,-5.25,0,0,135.0,25.75,10.0,-5.25,190.741,213.0,39.25,-0.25,184.272,-2.5,-4.25,2.0
2025-10-21,420,premarket,NQZ5,1.75,0,0,84.0,12.0,3.75,1.75,142.857,116.0,20.25,-2.25,174.569,-2.25,0.75,17.75
2025-02-06,420,premarket,NQH5,-9.5,0,0,427.0,47.5,19.5,-9.5,111.241,216.0,36.0,2.25,166.667,-1.5,1.25,1.25
2025-10-03,570,rth,NQZ5,-5.75,0,0,3751.0,91.0,25.25,-5.75,24.26,921.0,46.0,-1.5,49.946,31.0,9.5,10.25
2025-01-24,570,rth,NQH5,-6.75,0,0,3754.0,87.0,16.0,-6.75,23.175,1582.0,66.0,5.5,41.719,-10.25,-21.25,11.25
2025-11-28,570,rth,NQZ5,9.75,0,0,1018.0,109.75,18.0,9.75,107.809,524.0,90.0,-11.0,171.756,-2.5,21.5,-16.75
2025-12-17,570,rth,NQH6,-2.25,0,0,5237.0,161.75,37.5,-2.25,30.886,1865.0,104.25,-23.5,55.898,-3.75,-41.0,-119.75
2025-07-14,570,rth,NQU5,7.75,0,0,6606.0,114.5,25.75,7.75,17.333,1631.0,60.0,11.5,36.787,-5.75,-11.25,-84.75
2025-08-21,571,rth,NQU5,9.75,0,0,4320.0,151.0,44.5,9.75,34.954,6285.0,165.75,-56.5,26.372,29.25,50.25,-29.5
2025-10-20,571,rth,NQZ5,2.5,0,0,3249.0,89.25,20.25,2.5,27.47,6445.0,161.0,49.75,24.981,10.5,43.5,32.75
2025-10-30,571,rth,NQZ5,5.5,0,0,3403.0,129.75,27.5,5.5,38.128,7242.0,209.5,-14.25,28.928,-24.25,-110.75,-61.75
2025-12-30,571,rth,NQH6,-7.25,0,0,2131.0,96.25,20.75,-7.25,45.167,4794.0,176.5,21.5,36.817,13.5,-19.25,-9.0
2026-01-02,571,rth,NQH6,-9.25,0,0,3722.0,121.0,28.5,-9.25,32.509,6676.0,178.25,36.5,26.7,-41.25,-14.25,-11.5
2025-02-14,607,rth,NQH5,7.0,0,0,1873.0,45.25,13.25,7.0,24.159,2587.0,86.0,5.5,33.243,0.25,8.5,-1.5
2025-07-15,607,rth,NQU5,-3.5,0,0,1377.0,54.25,12.25,-3.5,39.397,4041.0,134.0,26.25,33.16,3.25,26.75,29.0
2025-09-12,607,rth,NQU5,2.75,0,0,976.0,38.25,8.5,2.75,39.191,1594.0,79.0,-0.25,49.561,1.0,-11.25,16.75
2025-09-19,607,rth,NQZ5,-0.25,0,0,1027.0,45.0,9.75,-0.25,43.817,2375.0,111.25,4.75,46.842,-6.0,-9.0,-27.0
2025-02-11,607,rth,NQH5,-7.0,0,0,424.0,54.0,7.75,-7.0,127.358,2440.0,148.0,7.5,60.656,-3.5,16.5,22.0
2025-02-27,608,rth,NQH5,-8.75,0,0,3085.0,144.0,46.25,-8.75,46.677,6700.0,312.5,-14.75,46.642,12.25,92.75,187.5
2025-06-12,608,rth,NQM5,4.25,0,0,1724.0,57.75,15.0,4.25,33.498,3804.0,142.75,41.75,37.526,-7.75,7.75,26.25
2025-08-27,608,rth,NQU5,4.5,0,0,1286.0,48.5,10.25,4.5,37.714,2260.0,92.5,1.75,40.929,6.5,10.75,41.0
2025-05-12,608,rth,NQM5,-1.5,0,0,952.0,72.75,13.0,-1.5,76.418,2374.0,173.75,6.0,73.189,-19.75,21.5,11.5
2025-03-10,608,rth,NQH5,-8.25,0,0,1188.0,121.25,23.75,-8.25,102.062,3632.0,253.25,7.5,69.727,-11.0,4.75,3.25
2025-03-25,571,rth,NQM5,1.75,0,0,2975.0,87.75,19.0,1.75,29.496,4226.0,125.5,4.25,29.697,4.0,-18.5,-1.0
2025-12-17,571,rth,NQH6,-3.0,0,0,3606.0,153.75,45.75,-3.0,42.637,6450.0,221.75,-10.75,34.38,-4.5,-69.5,-159.0
2025-03-10,571,rth,NQH5,7.5,0,0,3590.0,153.25,49.25,7.5,42.688,5211.0,183.5,0.0,35.214,-58.5,-63.25,-25.0
2025-10-02,571,rth,NQZ5,2.5,0,0,3016.0,96.5,14.75,2.5,31.996,6629.0,123.5,-25.5,18.63,-6.5,-30.5,-75.5
2025-07-01,571,rth,NQU5,-3.25,0,0,2498.0,88.5,21.75,-3.25,35.428,4792.0,138.5,7.75,28.902,13.0,9.5,4.75
2025-01-22,591,rth,NQH5,9.0,0,0,1870.0,52.5,17.75,9.0,28.075,4776.0,129.75,14.25,27.167,2.25,27.25,21.25
2025-06-23,591,rth,NQU5,2.0,0,0,986.0,59.0,14.5,2.0,59.838,2531.0,144.25,-11.0,56.993,10.0,17.75,87.75
2025-12-16,591,rth,NQH6,-6.75,0,0,3666.0,148.25,28.0,-6.75,40.439,4258.0,297.25,45.25,69.81,-9.75,-5.75,2.0
2025-11-12,591,rth,NQZ5,-5.5,0,0,1876.0,94.25,18.0,-5.5,50.24,5601.0,181.0,15.25,32.316,2.25,-14.25,41.75
2025-08-08,591,rth,NQU5,-9.5,0,0,1498.0,50.75,16.75,-9.5,33.879,3932.0,102.5,-9.75,26.068,3.75,19.0,44.25
2025-02-13,60,overnight,NQH5,-0.75,0,0,150.0,20.5,5.25,-0.75,136.667,123.0,20.5,0.0,166.667,-1.0,-0.25,15.25
2026-01-22,60,overnight,NQH6,8.25,0,0,167.0,26.5,10.25,8.25,158.683,153.0,20.5,4.5,133.987,-1.0,-6.5,-44.25
2025-01-22,60,overnight,NQH5,-1.0,0,0,79.0,7.25,4.25,-1.0,91.772,20.0,5.5,-1.0,275.0,1.75,2.0,4.75
2025-02-24,781,rth,NQH5,4.75,0,0,587.0,36.0,10.75,4.75,61.329,2219.0,99.0,-5.0,44.615,4.25,-2.0,33.5
2025-09-11,781,rth,NQU5,-1.75,0,0,681.0,38.5,10.75,-1.75,56.535,1222.0,61.25,-8.25,50.123,-2.75,-2.25,22.25
2025-09-15,781,rth,NQZ5,6.75,0,0,350.0,26.25,8.5,6.75,75.0,741.0,46.75,-5.0,63.09,-1.0,6.25,-9.0
2025-05-21,781,rth,NQM5,-8.5,0,0,518.0,53.25,12.0,-8.5,102.799,2019.0,111.0,2.25,54.978,-21.75,-4.5,-94.0
2025-06-03,781,rth,NQM5,5.0,0,0,524.0,32.25,7.25,5.0,61.546,1018.0,51.75,-8.0,50.835,-4.75,-1.5,6.0
2025-08-26,840,rth,NQU5,3.75,0,0,748.0,27.0,8.5,3.75,36.096,1214.0,49.75,2.25,40.98,1.0,3.0,20.0
2025-10-20,840,rth,NQZ5,2.25,0,0,636.0,26.0,7.25,2.25,40.881,853.0,46.5,-0.75,54.513,2.25,5.5,12.0
2025-04-07,840,rth,NQM5,-7.75,0,0,2605.0,220.0,42.0,-7.75,84.453,1522.0,357.75,39.25,235.053,-58.5,-78.0,-64.5
2025-04-24,840,rth,NQM5,4.25,0,0,1141.0,53.75,11.25,4.25,47.108,1221.0,99.5,4.0,81.491,9.0,4.5,15.5
2025-08-04,840,rth,NQU5,5.5,0,0,920.0,26.75,9.75,5.5,29.076,677.0,42.25,1.75,62.408,-1.5,8.5,-7.25
2025-05-22,841,rth,NQM5,3.75,0,0,608.0,48.0,10.25,3.75,78.947,957.0,115.5,-2.0,120.69,-2.25,-11.75,4.5
2025-09-18,841,rth,NQZ5,-2.0,0,0,859.0,36.5,9.0,-2.0,42.491,1493.0,59.5,5.75,39.853,4.25,23.25,15.5
2025-05-27,841,rth,NQM5,0.5,0,0,1208.0,37.25,7.75,0.5,30.836,1725.0,60.25,4.5,34.928,-7.5,-4.25,-14.5
2025-04-09,841,rth,NQM5,6.75,0,0,2416.0,301.5,55.0,6.75,124.793,5032.0,723.75,59.5,143.829,18.25,-69.0,-45.5
2025-07-29,841,rth,NQU5,4.25,0,0,890.0,26.75,7.5,4.25,30.056,1381.0,50.75,-1.5,36.749,-2.5,-0.75,-4.5
2025-03-24,871,rth,NQM5,-8.75,0,0,708.0,31.0,10.5,-8.75,43.785,1375.0,73.75,-2.75,53.636,-5.5,0.5,28.5
2025-02-03,871,rth,NQH5,7.0,0,0,732.0,41.5,11.75,7.0,56.694,1648.0,91.5,-7.0,55.522,2.75,-7.5,7.5
2025-08-20,871,rth,NQU5,4.0,0,0,487.0,46.25,10.25,4.0,94.969,1590.0,105.75,-1.0,66.509,1.0,32.75,47.25
2025-08-14,871,rth,NQU5,0.25,0,0,458.0,31.75,4.75,0.25,69.323,1196.0,63.25,-3.75,52.885,1.0,8.0,18.5
2025-08-22,871,rth,NQU5,0.0,0,0,522.0,22.0,4.75,0.0,42.146,991.0,45.75,3.75,46.165,0.0,11.25,1.5
2025-06-06,875,rth,NQM5,3.0,0,0,971.0,36.0,9.25,3.0,37.075,2724.0,87.0,4.75,31.938,-6.75,-13.25,-30.5
2025-12-02,875,rth,NQZ5,0.5,0,0,635.0,42.25,8.25,0.5,66.535,721.0,59.0,5.5,81.831,-0.75,-1.5,8.75
2025-09-04,875,rth,NQU5,-0.25,0,0,687.0,18.25,3.75,-0.25,26.565,1340.0,38.75,4.5,28.918,-0.25,1.25,8.25
2025-09-26,875,rth,NQZ5,5.75,0,0,457.0,26.5,9.25,5.75,57.987,953.0,58.25,3.5,61.123,1.25,4.0,-4.75
2025-10-01,875,rth,NQZ5,-1.25,0,0,471.0,19.75,4.0,-1.25,41.932,863.0,35.5,7.75,41.136,-0.5,4.25,8.0
2025-11-24,877,rth,NQZ5,8.25,0,0,741.0,47.75,13.5,8.25,64.44,2017.0,99.0,-2.25,49.083,10.0,3.25,-17.25
2025-11-25,877,rth,NQZ5,-6.0,0,0,621.0,34.75,12.0,-6.0,55.958,1143.0,100.25,-10.75,87.708,6.0,-10.5,32.5
2026-01-05,877,rth,NQH6,-1.0,0,0,445.0,21.75,4.25,-1.0,48.876,1145.0,53.25,-9.25,46.507,-0.75,-18.25,-7.0
2025-08-19,877,rth,NQU5,1.5,0,0,547.0,27.5,6.0,1.5,50.274,1405.0,67.5,-6.25,48.043,-2.25,1.5,-5.75
2025-12-31,877,rth,NQH6,8.0,0,0,1225.0,42.75,13.5,8.0,34.898,2142.0,104.75,16.25,48.903,-21.25,-10.0,-17.0
2025-05-06,880,rth,NQM5,8.0,0,0,666.0,47.75,11.5,8.0,71.697,895.0,85.0,3.0,94.972,6.5,-10.75,6.75
2025-10-01,880,rth,NQZ5,-0.5,0,0,565.0,21.0,5.0,-0.5,37.168,1462.0,35.5,2.75,24.282,1.0,1.0,-4.0
2025-06-03,880,rth,NQM5,-4.25,0,0,364.0,25.0,9.0,-4.25,68.681,755.0,60.25,-2.25,79.801,3.5,12.25,4.25
2025-07-24,880,rth,NQU5,-0.75,0,0,393.0,20.0,3.25,-0.75,50.891,742.0,34.25,-3.75,46.159,-2.25,-22.75,-9.5
2025-02-19,880,rth,NQH5,7.25,0,0,1224.0,24.0,8.75,7.25,19.608,1131.0,46.25,-0.5,40.893,-4.75,-12.0,1.25
2025-10-24,960,afterhours,NQZ5,-1.0,0,0,3467.0,69.5,23.0,-1.0,20.046,11266.0,112.25,-9.75,9.964,5.0,7.25,0.25
2025-01-13,960,afterhours,NQH5,8.5,0,0,3217.0,56.0,21.75,8.5,17.408,6764.0,129.5,-6.5,19.145,11.0,5.0,13.5
2025-10-09,960,afterhours,NQZ5,-5.25,0,0,3184.0,47.5,10.5,-5.25,14.918,9349.0,82.25,21.0,8.798,3.75,2.75,-8.25
2025-12-29,960,afterhours,NQH6,2.0,0,0,2415.0,47.0,17.0,2.0,19.462,6823.0,96.0,6.0,14.07,-8.25,-2.5,-4.0
2026-01-20,960,afterhours,NQH6,7.25,0,0,3215.0,85.75,26.0,7.25,26.672,13633.0,155.0,9.75,11.369,-14.25,-3.5,12.0
2026-01-05,965,afterhours,NQH6,-4.25,0,0,315.0,24.75,6.0,-4.25,78.571,705.0,38.75,4.25,54.965,-1.25,-5.75,-4.25
2025-11-21,965,afterhours,NQZ5,-4.25,0,0,621.0,52.5,17.5,-4.25,84.541,1671.0,112.5,12.5,67.325,-13.75,-26.25,-18.5
2025-03-26,965,afterhours,NQM5,-1.5,0,0,487.0,26.5,6.25,-1.5,54.415,1152.0,68.5,-10.75,59.462,2.75,5.25,2.5
2025-10-08,965,afterhours,NQZ5,0.5,0,0,364.0,13.5,4.25,0.5,37.088,917.0,35.5,4.5,38.713,2.0,-0.5,9.25
2025-11-10,965,afterhours,NQZ5,2.75,0,0,726.0,24.25,6.25,2.75,33.402,1522.0,70.5,3.0,46.321,5.5,-0.5,1.5
2025-04-23,966,afterhours,NQM5,-3.5,0,0,567.0,38.25,14.25,-3.5,67.46,1821.0,119.5,5.75,65.623,1.5,37.0,95.5
2025-08-26,966,afterhours,NQU5,9.25,0,0,454.0,24.75,9.25,9.25,54.515,1019.0,39.75,3.25,39.009,1.5,7.5,6.25
2025-06-24,966,afterhours,NQU5,-2.25,0,0,266.0,14.25,3.25,-2.25,53.571,987.0,35.75,-3.0,36.221,5.0,1.5,7.75
2025-12-23,966,afterhours,NQH6,0.0,0,0,170.0,13.75,3.0,0.0,80.882,536.0,35.25,-3.25,65.765,-3.25,-3.25,4.0
2025-05-21,966,afterhours,NQM5,1.0,0,0,426.0,30.25,9.25,1.0,71.009,1190.0,85.75,4.25,72.059,-1.75,-13.0,-1.25
2026-01-20,1000,afterhours,NQH6,-6.25,0,0,149.0,15.0,6.75,-6.25,100.671,383.0,33.75,3.0,88.12,5.25,11.0,14.75
2025-10-21,1000,afterhours,NQZ5,-1.25,0,0,255.0,18.25,7.0,-1.25,71.569,282.0,23.0,2.0,81.56,-0.25,1.75,1.0
2025-03-17,602,rth,NQH5,-5.25,0,0,1444.0,117.0,19.0,-5.25,81.025,3155.0,223.75,-39.25,70.919,-16.25,20.75,38.25
2025-06-23,602,rth,NQU5,8.0,0,0,2572.0,80.0,17.75,8.0,31.104,5295.0,190.25,22.0,35.93,-7.25,25.25,25.25
2026-01-05,602,rth,NQH6,-0.5,0,0,1991.0,113.75,25.5,-0.5,57.132,4318.0,266.75,20.25,61.776,6.5,14.0,40.5
2025-07-24,602,rth,NQU5,-1.5,0,0,1850.0,57.25,16.25,-1.5,30.946,3076.0,104.5,-12.5,33.973,-7.5,8.5,-46.5
2025-07-11,602,rth,NQU5,-6.5,0,0,1358.0,40.75,15.5,-6.5,30.007,2719.0,115.25,-1.0,42.387,-0.25,14.0,20.75
2025-05-23,571,rth,NQM5,-9.25,0,0,3590.0,167.5,39.25,-9.25,46.657,7392.0,262.0,2.75,35.444,36.25,102.5,25.5
2025-06-26,571,rth,NQU5,1.25,0,0,3387.0,87.25,24.25,1.25,25.76,3690.0,122.25,0.5,33.13,-18.75,-39.25,-46.25
2025-07-04,571,rth,NQU5,-4.5,0,0,370.0,41.75,14.0,-4.5,112.838,346.0,59.75,4.25,172.688,2.75,-20.25,11.25
2025-09-08,571,rth,NQU5,8.25,0,0,3217.0,95.75,16.0,8.25,29.764,6709.0,186.0,1.5,27.724,-5.0,38.25,37.25
2025-07-14,571,rth,NQU5,-6.0,0,0,5609.0,112.5,43.0,-6.0,20.057,7659.0,152.0,16.5,19.846,3.25,11.0,-83.0
2025-07-10,799,rth,NQU5,5.5,0,0,303.0,18.5,6.0,5.5,61.056,817.0,40.25,9.0,49.266,-2.0,4.25,21.25
2026-01-07,799,rth,NQH6,0.5,0,0,1040.0,37.0,9.25,0.5,35.577,1147.0,65.25,-3.0,56.888,-3.75,-8.0,4.5
