universe,signal_ts,trading_day,side,limit_price,filled,cancel_reason,fill_ts,target_level,tp_tag,stop45,rr45,rr40,rr50,sb40_r,sb40_p,sb40_x,sb45_r,sb45_p,sb45_x,sb50_r,sb50_p,sb50_x,g20_50_20_r,g20_50_20_p,g20_50_20_x,g20_50_25_r,g20_50_25_p,g20_50_25_x,g20_50_30_r,g20_50_30_p,g20_50_30_x,g20_100_20_r,g20_100_20_p,g20_100_20_x,g20_100_25_r,g20_100_25_p,g20_100_25_x,g20_100_30_r,g20_100_30_p,g20_100_30_x,g20_150_20_r,g20_150_20_p,g20_150_20_x,g20_150_25_r,g20_150_25_p,g20_150_25_x,g20_150_30_r,g20_150_30_p,g20_150_30_x,g20_200_20_r,g20_200_20_p,g20_200_20_x,g20_200_25_r,g20_200_25_p,g20_200_25_x,g20_200_30_r,g20_200_30_p,g20_200_30_x,g25_50_20_r,g25_50_20_p,g25_50_20_x,g25_50_25_r,g25_50_25_p,g25_50_25_x,g25_50_30_r,g25_50_30_p,g25_50_30_x,g25_100_20_r,g25_100_20_p,g25_100_20_x,g25_100_25_r,g25_100_25_p,g25_100_25_x,g25_100_30_r,g25_100_30_p,g25_100_30_x,g25_150_20_r,g25_150_20_p,g25_150_20_x,g25_150_25_r,g25_150_25_p,g25_150_25_x,g25_150_30_r,g25_150_30_p,g25_150_30_x,g25_200_20_r,g25_200_20_p,g25_200_20_x,g25_200_25_r,g25_200_25_p,g25_200_25_x,g25_200_30_r,g25_200_30_p,g25_200_30_x,g30_50_20_r,g30_50_20_p,g30_50_20_x,g30_50_25_r,g30_50_25_p,g30_50_25_x,g30_50_30_r,g30_50_30_p,g30_50_30_x,g30_100_20_r,g30_100_20_p,g30_100_20_x,g30_100_25_r,g30_100_25_p,g30_100_25_x,g30_100_30_r,g30_100_30_p,g30_100_30_x,g30_150_20_r,g30_150_20_p,g30_150_20_x,g30_150_25_r,g30_150_25_p,g30_150_25_x,g30_150_30_r,g30_150_30_p,g30_150_30_x,g30_200_20_r,g30_200_20_p,g30_200_20_x,g30_200_25_r,g30_200_25_p,g30_200_25_x,g30_200_30_r,g30_200_30_p,g30_200_30_x,z25_50_25_r,z25_50_25_p,z25_50_25_x,z25_100_25_r,z25_100_25_p,z25_100_25_x,z25_150_25_r,z25_150_25_p,z25_150_25_x,z25_200_25_r,z25_200_25_p,z25_200_25_x,ms_r,ms_p,ms_x
p3,2021-01-18T08:30:00.000Z,2021-01-18,buy,15739,false,close_beyond_leg_terminus,,15768.25,external,15715,1.2188,1.2447,1.1939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p1,2021-01-18T09:30:00.000Z,2021-01-18,sell,15767.25,false,close_beyond_leg_terminus,,15751.25,external,15782.5,1.0492,1.0847,1.0159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p1,2021-01-18T11:15:00.000Z,2021-01-18,buy,15757,true,,2021-01-18T14:32:43.000Z,15787.75,external,15733,1.2813,1.3085,1.2551,F,23.25,1610992800000,F,23.25,1610992800000,F,23.25,1610992800000,F,23.25,1610992800000,F,23.25,1610992800000,F,23.25,1610992800000,F,23.25,1610992800000,F,23.25,1610992800000,F,23.25,1610992800000,F,23.25,1610992800000,F,23.25,1610992800000,F,23.25,1610992800000,F,23.25,1610992800000,F,23.25,1610992800000,F,23.25,1610992800000,F,23.25,1610992800000,F,23.25,1610992800000,F,23.25,1610992800000,F,23.25,1610992800000,F,23.25,1610992800000,F,23.25,1610992800000,F,23.25,1610992800000,F,23.25,1610992800000,F,23.25,1610992800000,F,23.25,1610992800000,F,23.25,1610992800000,F,23.25,1610992800000,F,23.25,1610992800000,F,23.25,1610992800000,F,23.25,1610992800000,F,23.25,1610992800000,F,23.25,1610992800000,F,23.25,1610992800000,F,23.25,1610992800000,F,23.25,1610992800000,F,23.25,1610992800000,F,23.25,1610992800000,F,23.25,1610992800000,F,23.25,1610992800000,F,23.25,1610992800000,F,23.25,1610992800000,F,23.25,1610992800000,F,23.25,1610992800000,F,23.25,1610992800000
p3,2021-01-18T11:45:00.000Z,2021-01-18,sell,15790.5,false,order_ttl_expired,,15756.25,external,15813.75,1.4731,1.5055,1.4421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p2,2021-01-18T12:30:00.000Z,2021-01-18,sell,15792.25,false,close_beyond_leg_terminus,,15731.5,external,15807.25,4.0500,4.1897,3.9194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p5,2021-01-18T13:45:00.000Z,2021-01-18,buy,15708.25,false,cutoff_1600_unfilled,,15789.25,external,15673.25,2.3143,2.3478,2.2817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p5,2021-01-18T14:00:00.000Z,2021-01-18,buy,15720.5,false,cutoff_1600_unfilled,,15797.75,external,15684,2.1164,2.1458,2.0878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p4,2021-01-18T14:45:00.000Z,2021-01-18,buy,15694.5,false,cutoff_1600_unfilled,,15782.75,legLow,15644.25,1.7562,1.7739,1.7389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
real,2021-01-18T15:00:00.000Z,2021-01-18,buy,15765.25,true,,2021-01-18T15:28:43.000Z,15783.5,external,15746.5,0.9733,1.0000,0.9481,F,15.00,1610992800000,F,15.00,1610992800000,F,15.00,1610992800000,F,15.00,1610992800000,F,15.00,1610992800000,F,15.00,1610992800000,F,15.00,1610992800000,F,15.00,1610992800000,F,15.00,1610992800000,F,15.00,1610992800000,F,15.00,1610992800000,F,15.00,1610992800000,F,15.00,1610992800000,F,15.00,1610992800000,F,15.00,1610992800000,F,15.00,1610992800000,F,15.00,1610992800000,F,15.00,1610992800000,F,15.00,1610992800000,F,15.00,1610992800000,F,15.00,1610992800000,F,15.00,1610992800000,F,15.00,1610992800000,F,15.00,1610992800000,F,15.00,1610992800000,F,15.00,1610992800000,F,15.00,1610992800000,F,15.00,1610992800000,F,15.00,1610992800000,F,15.00,1610992800000,F,15.00,1610992800000,F,15.00,1610992800000,F,15.00,1610992800000,F,15.00,1610992800000,F,15.00,1610992800000,F,15.00,1610992800000,F,15.00,1610992800000,F,15.00,1610992800000,F,15.00,1610992800000,F,15.00,1610992800000,F,15.00,1610992800000,F,15.00,1610992800000,F,15.00,1610992800000,F,15.00,1610992800000
p1,2021-01-18T15:00:00.000Z,2021-01-18,buy,15718,false,cutoff_1600_unfilled,,15806.25,external,15678.5,2.2342,2.2628,2.2062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p2,2021-01-18T15:30:00.000Z,2021-01-18,sell,15802.5,false,cutoff_1600_unfilled,,15663,external,15833.75,4.4640,4.5366,4.3937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p1,2021-01-18T23:15:00.000Z,2021-01-19,buy,15745.5,false,close_beyond_leg_terminus,,15769.75,external,15714.75,0.7886,0.8017,0.7760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p3,2021-01-18T23:15:00.000Z,2021-01-19,sell,15848.75,true,,2021-01-19T01:36:19.000Z,15776.75,external,15888,1.8344,1.8581,1.8113,S,-39.25,1611026793000,S,-39.75,1611026793000,S,-40.25,1611026793000,S,-20.50,1611026407000,S,-20.50,1611026407000,S,-20.50,1611026407000,S,-20.50,1611026407000,S,-20.50,1611026407000,S,-20.50,1611026407000,S,-20.50,1611026407000,S,-20.50,1611026407000,S,-20.50,1611026407000,S,-20.50,1611026407000,S,-20.50,1611026407000,S,-20.50,1611026407000,S,-25.50,1611026407000,S,-25.50,1611026407000,S,-25.50,1611026407000,S,-25.50,1611026407000,S,-25.50,1611026407000,S,-25.50,1611026407000,S,-25.50,1611026407000,S,-25.50,1611026407000,S,-25.50,1611026407000,S,-25.50,1611026407000,S,-25.50,1611026407000,S,-25.50,1611026407000,S,-30.50,1611026412000,S,-30.50,1611026412000,S,-30.50,1611026412000,S,-30.50,1611026412000,S,-30.50,1611026412000,S,-30.50,1611026412000,S,-30.50,1611026412000,S,-30.50,1611026412000,S,-30.50,1611026412000,S,-30.50,1611026412000,S,-30.50,1611026412000,S,-30.50,1611026412000,S,-25.50,1611026407000,S,-25.50,1611026407000,S,-25.50,1611026407000,S,-25.50,1611026407000,S,-30.50,1611026412000
p4,2021-01-18T23:15:00.000Z,2021-01-19,sell,15852.5,true,,2021-01-19T01:38:37.000Z,15773.5,external,15902,1.5960,1.6122,1.5800,S,-49.50,1611026806000,S,-50.00,1611026806000,S,-50.50,1611026806000,S,-20.50,1611026407000,S,-20.50,1611026407000,S,-20.50,1611026407000,S,-20.50,1611026407000,S,-20.50,1611026407000,S,-20.50,1611026407000,S,-20.50,1611026407000,S,-20.50,1611026407000,S,-20.50,1611026407000,S,-20.50,1611026407000,S,-20.50,1611026407000,S,-20.50,1611026407000,S,-25.50,1611026412000,S,-25.50,1611026412000,S,-25.50,1611026412000,S,-25.50,1611026412000,S,-25.50,1611026412000,S,-25.50,1611026412000,S,-25.50,1611026412000,S,-25.50,1611026412000,S,-25.50,1611026412000,S,-25.50,1611026412000,S,-25.50,1611026412000,S,-25.50,1611026412000,S,-30.50,1611026793000,S,-30.50,1611026793000,S,-30.50,1611026793000,S,-30.50,1611026793000,S,-30.50,1611026793000,S,-30.50,1611026793000,S,-30.50,1611026793000,S,-30.50,1611026793000,S,-30.50,1611026793000,S,-30.50,1611026793000,S,-30.50,1611026793000,S,-30.50,1611026793000,S,-25.50,1611026412000,S,-25.50,1611026412000,S,-25.50,1611026412000,S,-25.50,1611026412000,S,-30.50,1611026793000
p5,2021-01-18T23:15:00.000Z,2021-01-19,buy,15753.5,false,close_beyond_leg_terminus,,15788,external,15722.5,1.1129,1.1311,1.0952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p2,2021-01-19T03:30:00.000Z,2021-01-19,sell,15932.75,false,close_beyond_leg_terminus,,15889,external,15949.75,2.5735,2.6515,2.5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p2,2021-01-19T05:45:00.000Z,2021-01-19,buy,15879.5,true,,2021-01-19T05:48:59.000Z,15893,external,15869,1.2857,1.3500,1.2273,T,13.50,1611038056000,T,13.50,1611038056000,T,13.50,1611038056000,L,1.50,1611044972000,L,1.50,1611044972000,S,-20.50,1611064748000,L,1.50,1611044972000,L,1.50,1611044972000,S,-20.50,1611064748000,L,1.50,1611044972000,L,1.50,1611044972000,S,-20.50,1611064748000,L,1.50,1611044972000,L,1.50,1611044972000,S,-20.50,1611064748000,L,1.50,1611044972000,L,1.50,1611044972000,S,-25.50,1611067663000,L,1.50,1611044972000,L,1.50,1611044972000,S,-25.50,1611067663000,L,1.50,1611044972000,L,1.50,1611044972000,S,-25.50,1611067663000,L,1.50,1611044972000,L,1.50,1611044972000,S,-25.50,1611067663000,L,1.50,1611044972000,L,1.50,1611044972000,S,-30.50,1611067675000,L,1.50,1611044972000,L,1.50,1611044972000,S,-30.50,1611067675000,L,1.50,1611044972000,L,1.50,1611044972000,S,-30.50,1611067675000,L,1.50,1611044972000,L,1.50,1611044972000,S,-30.50,1611067675000,L,-0.50,1611045117000,L,-0.50,1611045117000,L,-0.50,1611045117000,L,-0.50,1611045117000,T,13.50,1611038056000
p1,2021-01-19T06:15:00.000Z,2021-01-19,sell,15886,true,,2021-01-19T06:24:42.000Z,15876.5,external,15897.5,0.8261,0.8636,0.7917,S,-11.50,1611041626000,S,-12.00,1611041626000,S,-12.50,1611041626000,S,-20.50,1611041688000,S,-20.50,1611041688000,S,-20.50,1611041688000,S,-20.50,1611041688000,S,-20.50,1611041688000,S,-20.50,1611041688000,S,-20.50,1611041688000,S,-20.50,1611041688000,S,-20.50,1611041688000,S,-20.50,1611041688000,S,-20.50,1611041688000,S,-20.50,1611041688000,L,1.50,1611066755000,L,1.50,1611066755000,L,1.50,1611066755000,L,1.50,1611066755000,L,1.50,1611066755000,L,1.50,1611066755000,L,1.50,1611066755000,L,1.50,1611066755000,L,1.50,1611066755000,L,1.50,1611066755000,L,1.50,1611066755000,L,1.50,1611066755000,L,1.50,1611066755000,L,1.50,1611066755000,L,1.50,1611066755000,L,1.50,1611066755000,L,1.50,1611066755000,L,1.50,1611066755000,L,1.50,1611066755000,L,1.50,1611066755000,L,1.50,1611066755000,L,1.50,1611066755000,L,1.50,1611066755000,L,1.50,1611066755000,L,-0.50,1611066758000,L,-0.50,1611066758000,L,-0.50,1611066758000,L,-0.50,1611066758000,S,-12.00,1611041626000
p3,2021-01-19T06:45:00.000Z,2021-01-19,sell,15901.5,false,close_beyond_leg_terminus,,15874.5,external,15922.25,1.3012,1.3333,1.2706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p5,2021-01-19T06:45:00.000Z,2021-01-19,buy,15866.25,false,close_beyond_leg_terminus,,15887,external,15848.75,1.1857,1.2206,1.1528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p3,2021-01-19T07:00:00.000Z,2021-01-19,sell,15920,false,close_beyond_leg_terminus,,15874.75,external,15945,1.8100,1.8469,1.7745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p3,2021-01-19T07:45:00.000Z,2021-01-19,buy,15865.25,true,,2021-01-19T12:46:01.000Z,15910.75,external,15832.25,1.3788,1.4000,1.3582,S,-33.00,1611068099000,S,-33.50,1611068099000,S,-34.00,1611068099000,L,1.50,1611067186000,L,1.50,1611067186000,L,1.50,1611067186000,L,1.50,1611067186000,L,1.50,1611067186000,L,1.50,1611067186000,L,1.50,1611067186000,L,1.50,1611067186000,L,1.50,1611067186000,L,1.50,1611067186000,L,1.50,1611067186000,L,1.50,1611067186000,L,1.50,1611067186000,L,1.50,1611067186000,L,1.50,1611067186000,L,1.50,1611067186000,L,1.50,1611067186000,L,1.50,1611067186000,L,1.50,1611067186000,L,1.50,1611067186000,L,1.50,1611067186000,L,1.50,1611067186000,L,1.50,1611067186000,L,1.50,1611067186000,L,1.50,1611067186000,L,1.50,1611067186000,L,1.50,1611067186000,L,1.50,1611067186000,L,1.50,1611067186000,L,1.50,1611067186000,L,1.50,1611067186000,L,1.50,1611067186000,L,1.50,1611067186000,L,1.50,1611067186000,L,1.50,1611067186000,L,1.50,1611067186000,L,-0.50,1611067190000,L,-0.50,1611067190000,L,-0.50,1611067190000,L,-0.50,1611067190000,L,1.50,1611067186000
p4,2021-01-19T09:00:00.000Z,2021-01-19,buy,15853,false,close_beyond_leg_terminus,,15890.5,external,15823.25,1.2605,1.2821,1.2397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p5,2021-01-19T09:00:00.000Z,2021-01-19,buy,15846.5,false,close_beyond_leg_terminus,,15882.75,external,15824,1.6111,1.6477,1.5761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p3,2021-01-19T09:30:00.000Z,2021-01-19,sell,15900.75,true,,2021-01-19T11:13:42.000Z,15859.25,external,15916.25,2.6774,2.7667,2.5938,T,41.50,1611064748000,T,41.50,1611064748000,T,41.50,1611064748000,T,50.00,1611067665000,T,50.00,1611067665000,T,50.00,1611067665000,L,1.50,1611077774000,L,1.50,1611077774000,L,1.50,1611077774000,L,1.50,1611077774000,L,1.50,1611077774000,L,1.50,1611077774000,L,1.50,1611077774000,L,1.50,1611077774000,L,1.50,1611077774000,T,50.00,1611067665000,T,50.00,1611067665000,T,50.00,1611067665000,L,1.50,1611077774000,L,1.50,1611077774000,L,1.50,1611077774000,L,1.50,1611077774000,L,1.50,1611077774000,L,1.50,1611077774000,L,1.50,1611077774000,L,1.50,1611077774000,L,1.50,1611077774000,T,50.00,1611067665000,T,50.00,1611067665000,T,50.00,1611067665000,L,1.50,1611077774000,L,1.50,1611077774000,L,1.50,1611077774000,L,1.50,1611077774000,L,1.50,1611077774000,L,1.50,1611077774000,L,1.50,1611077774000,L,1.50,1611077774000,L,1.50,1611077774000,T,50.00,1611067665000,L,-0.50,1611077866000,L,-0.50,1611077866000,L,-0.50,1611077866000,T,41.50,1611064748000
p4,2021-01-19T11:00:00.000Z,2021-01-19,buy,15828.25,true,,2021-01-19T14:55:50.000Z,15958.75,external,15778.25,2.6100,2.6364,2.5842,T,130.50,1611082818000,T,130.50,1611082818000,T,130.50,1611082818000,L,1.50,1611068535000,L,1.50,1611068535000,T,50.00,1611069298000,L,1.50,1611068535000,L,1.50,1611068535000,L,1.50,1611072849000,L,1.50,1611068535000,L,1.50,1611068535000,L,1.50,1611072849000,L,1.50,1611068535000,L,1.50,1611068535000,L,1.50,1611072849000,L,1.50,1611068535000,L,1.50,1611068535000,T,50.00,1611069298000,L,1.50,1611068535000,L,1.50,1611068535000,L,1.50,1611072849000,L,1.50,1611068535000,L,1.50,1611068535000,L,1.50,1611072849000,L,1.50,1611068535000,L,1.50,1611068535000,L,1.50,1611072849000,L,1.50,1611068535000,L,1.50,1611068535000,T,50.00,1611069298000,L,1.50,1611068535000,L,1.50,1611068535000,L,1.50,1611072849000,L,1.50,1611068535000,L,1.50,1611068535000,L,1.50,1611072849000,L,1.50,1611068535000,L,1.50,1611068535000,L,1.50,1611072849000,L,-0.50,1611068557000,L,-0.50,1611068557000,L,-0.50,1611068557000,L,-0.50,1611068557000,L,1.50,1611068535000
real,2021-01-19T12:45:00.000Z,2021-01-19,sell,15886,false,close_beyond_leg_terminus,,15846.5,external,15911.25,1.5644,1.5960,1.5340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p1,2021-01-19T14:45:00.000Z,2021-01-19,buy,15779.75,false,close_beyond_leg_terminus,,15879,external,15733,2.1230,2.1459,2.1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p4,2021-01-19T14:45:00.000Z,2021-01-19,sell,15917.5,true,,2021-01-19T17:57:42.000Z,15818,external,15954.75,2.6711,2.7075,2.6358,S,-37.25,1611082274000,S,-37.75,1611082279000,S,-38.25,1611082299000,S,-20.50,1611079816000,S,-20.50,1611079816000,S,-20.50,1611079816000,S,-20.50,1611079816000,S,-20.50,1611079816000,S,-20.50,1611079816000,S,-20.50,1611079816000,S,-20.50,1611079816000,S,-20.50,1611079816000,S,-20.50,1611079816000,S,-20.50,1611079816000,S,-20.50,1611079816000,S,-25.50,1611081503000,S,-25.50,1611081503000,S,-25.50,1611081503000,S,-25.50,1611081503000,S,-25.50,1611081503000,S,-25.50,1611081503000,S,-25.50,1611081503000,S,-25.50,1611081503000,S,-25.50,1611081503000,S,-25.50,1611081503000,S,-25.50,1611081503000,S,-25.50,1611081503000,S,-30.50,1611081915000,S,-30.50,1611081915000,S,-30.50,1611081915000,S,-30.50,1611081915000,S,-30.50,1611081915000,S,-30.50,1611081915000,S,-30.50,1611081915000,S,-30.50,1611081915000,S,-30.50,1611081915000,S,-30.50,1611081915000,S,-30.50,1611081915000,S,-30.50,1611081915000,S,-25.50,1611081503000,S,-25.50,1611081503000,S,-25.50,1611081503000,S,-25.50,1611081503000,S,-30.50,1611081915000
p1,2021-01-19T15:00:00.000Z,2021-01-19,sell,15935.5,false,close_beyond_leg_terminus,,15848,legLow,15984,1.8041,1.8229,1.7857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p4,2021-01-19T15:45:00.000Z,2021-01-19,buy,15780.75,false,close_beyond_leg_terminus,,15878.5,external,15736.5,2.2090,2.2343,2.1844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p3,2021-01-19T16:30:00.000Z,2021-01-19,sell,15874,true,,2021-01-19T16:53:03.000Z,15824.5,external,15904,1.6500,1.6780,1.6230,S,-30.00,1611078251000,S,-30.50,1611078278000,S,-31.00,1611078278000,S,-20.50,1611077468000,S,-20.50,1611077468000,S,-20.50,1611077468000,S,-20.50,1611077468000,S,-20.50,1611077468000,S,-20.50,1611077468000,S,-20.50,1611077468000,S,-20.50,1611077468000,S,-20.50,1611077468000,S,-20.50,1611077468000,S,-20.50,1611077468000,S,-20.50,1611077468000,S,-25.50,1611077775000,S,-25.50,1611077775000,S,-25.50,1611077775000,S,-25.50,1611077775000,S,-25.50,1611077775000,S,-25.50,1611077775000,S,-25.50,1611077775000,S,-25.50,1611077775000,S,-25.50,1611077775000,S,-25.50,1611077775000,S,-25.50,1611077775000,S,-25.50,1611077775000,S,-30.50,1611078278000,S,-30.50,1611078278000,S,-30.50,1611078278000,S,-30.50,1611078278000,S,-30.50,1611078278000,S,-30.50,1611078278000,S,-30.50,1611078278000,S,-30.50,1611078278000,S,-30.50,1611078278000,S,-30.50,1611078278000,S,-30.50,1611078278000,S,-30.50,1611078278000,S,-25.50,1611077775000,S,-25.50,1611077775000,S,-25.50,1611077775000,S,-25.50,1611077775000,S,-30.50,1611078278000
real,2021-01-19T17:15:00.000Z,2021-01-19,buy,15844.75,false,close_beyond_leg_terminus,,15893.25,external,15811.5,1.4586,1.4809,1.4370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p3,2021-01-19T21:00:00.000Z,2021-01-19,buy,15894.75,false,post_cutoff_emission,,15965.5,external,15851.25,1.6264,1.6453,1.6080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
real,2021-01-19T21:45:00.000Z,2021-01-19,buy,15961.75,false,post_cutoff_emission,,15987.25,legLow,15927.25,0.7391,0.7500,0.7286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p5,2021-01-20T01:45:00.000Z,2021-01-20,buy,15962.5,false,close_beyond_leg_terminus,,16003.75,external,15939,1.7553,1.7935,1.7188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p4,2021-01-20T08:30:00.000Z,2021-01-20,buy,15959.75,false,close_beyond_leg_terminus,,15998,external,15908.75,0.7500,0.7574,0.7427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
