date,quarter,kind,dir,entry,dist_lvl,level,stop,target,outcome,pnl,R,risk,mfe,mae
2025-11-06,2025Q4,put_wall,1,25343.75,-156.8,25186.93,25315.75,25385.75,stop,-29.5,-1.054,28.0,7.25,28.0
2025-11-07,2025Q4,put_wall,1,24721.0,43.6,24764.6,24716.0,24728.5,target,7.5,1.5,5.0,8.5,2.25
2025-11-20,2025Q4,put_wall,1,24273.75,41.6,24315.35,24256.25,24300.0,target,26.25,1.5,17.5,28.75,10.25
2025-12-02,2025Q4,gamma_flip,-1,25577.5,2326.2,23251.3,25614.25,25522.38,stop,-38.25,-1.041,36.75,14.25,38.5
2025-12-02,2025Q4,gamma_flip,1,25604.75,115.5,25720.23,25576.75,25646.75,target,42.0,1.5,28.0,42.0,26.25
2025-12-02,2025Q4,gamma_flip,-1,25627.75,-94.8,25722.57,25658.75,25581.25,target,46.5,1.5,31.0,49.25,19.5
2025-12-05,2025Q4,gamma_flip,-1,25707.5,2264.3,23443.2,25743.0,25654.25,stop,-37.0,-1.042,35.5,7.5,36.0
2025-12-05,2025Q4,gamma_flip,-1,25835.25,-76.5,25911.72,25872.0,25780.12,target,55.12,1.5,36.75,55.25,26.0
2025-12-09,2025Q4,gamma_flip,1,25615.0,495.6,26110.61,25592.0,25649.5,target,34.5,1.5,23.0,35.75,9.5
2025-12-09,2025Q4,gamma_flip,-1,25635.0,2198.8,23436.2,25652.5,25608.75,stop,-19.0,-1.086,17.5,7.0,17.75
2025-12-09,2025Q4,gamma_flip,1,25662.5,447.8,26110.29,25633.25,25706.38,target,43.88,1.5,29.25,45.0,27.0
2025-12-09,2025Q4,gamma_flip,1,25693.5,251.4,25944.94,25685.75,25705.12,stop,-9.25,-1.194,7.75,5.0,8.75
2025-12-09,2025Q4,gamma_flip,-1,25713.75,2276.8,23436.96,25720.0,25704.38,target,9.38,1.5,6.25,9.5,1.25
2025-12-09,2025Q4,gamma_flip,1,25727.0,178.1,25905.14,25696.75,25772.38,stop,-31.75,-1.05,30.25,6.0,30.25
2026-01-06,2026Q1,gamma_flip,-1,25772.25,2419.4,23352.88,25783.0,25756.12,target,16.12,1.5,10.75,17.25,0.75
2026-01-07,2026Q1,gamma_flip,1,25951.75,5.0,25956.74,25922.0,25996.38,stop,-31.25,-1.05,29.75,27.25,34.0
2026-01-07,2026Q1,gamma_flip,-1,25953.25,-2.2,25955.5,25983.0,25908.62,target,44.62,1.5,29.75,45.0,2.25
2026-01-07,2026Q1,gamma_flip,-1,25984.5,27.8,25956.75,25993.0,25971.75,stop,-10.0,-1.176,8.5,9.5,9.0
2026-01-12,2026Q1,call_wall,-1,25961.25,18.0,25943.26,25967.5,25951.88,stop,-7.75,-1.24,6.25,1.75,7.25
2026-01-12,2026Q1,call_wall,1,25969.5,99.4,26068.9,25934.25,26022.38,timeout,16.5,0.468,35.25,28.0,10.5
