date,quarter,kind,dir,entry,dist_lvl,level,stop,target,outcome,pnl,R,risk,mfe,mae
2025-04-16,2025Q2,R1,1,18273.25,26.8,18300.0,18268.5,18280.38,target,7.12,1.5,4.75,7.25,0.75
2025-04-16,2025Q2,R4,1,18541.75,58.2,18600.0,18523.0,18569.88,target,28.12,1.5,18.75,28.25,1.5
2025-04-17,2025Q2,R1,1,18380.75,19.2,18400.0,18374.5,18390.12,stop,-7.75,-1.24,6.25,4.5,10.75
2025-04-17,2025Q2,R1,-1,18447.0,47.0,18400.0,18479.5,18398.25,target,48.75,1.5,32.5,54.0,17.0
2025-04-17,2025Q2,R2,-1,18491.25,-8.8,18500.0,18530.0,18433.12,target,58.12,1.5,38.75,60.25,27.75
2025-04-21,2025Q2,R0,1,17748.75,51.2,17800.0,17727.75,17780.25,stop,-22.5,-1.071,21.0,13.0,21.25
2025-04-21,2025Q2,R1,1,17883.0,17.0,17900.0,17869.25,17903.62,stop,-15.25,-1.109,13.75,5.0,14.5
2025-04-22,2025Q2,R0,-1,18279.75,79.8,18200.0,18310.0,18234.38,stop,-31.75,-1.05,30.25,35.75,32.0
2025-04-22,2025Q2,R1,-1,18331.25,31.2,18300.0,18338.5,18320.38,target,10.88,1.5,7.25,11.25,6.0
2025-04-22,2025Q2,R1,-1,18382.75,82.8,18300.0,18403.75,18351.25,target,31.5,1.5,21.0,33.5,13.25
2025-04-22,2025Q2,R2,-1,18419.5,19.5,18400.0,18453.75,18368.12,stop,-35.75,-1.044,34.25,15.5,34.5
2025-04-23,2025Q2,R2,-1,19081.75,81.8,19000.0,19088.0,19072.38,stop,-7.75,-1.24,6.25,2.0,6.25
2025-04-23,2025Q2,R3,-1,19127.0,27.0,19100.0,19132.5,19118.75,target,8.25,1.5,5.5,9.75,0.0
2025-04-24,2025Q2,R0,-1,19153.5,253.5,18900.0,19184.0,19107.75,target,45.75,1.5,30.5,48.0,7.5
2025-04-24,2025Q2,R1,-1,19153.5,153.5,19000.0,19184.0,19107.75,target,45.75,1.5,30.5,48.0,7.5
2025-04-24,2025Q2,R2,-1,19153.5,53.5,19100.0,19184.0,19107.75,target,45.75,1.5,30.5,48.0,7.5
2025-04-24,2025Q2,R3,-1,19237.5,37.5,19200.0,19270.0,19188.75,stop,-34.0,-1.046,32.5,5.0,34.25
2025-04-25,2025Q2,R0,1,19275.5,24.5,19300.0,19261.5,19296.5,target,21.0,1.5,14.0,23.5,11.25
2025-04-25,2025Q2,R1,-1,19469.5,69.5,19400.0,19479.5,19454.5,stop,-11.5,-1.15,10.0,0.75,10.5
2025-04-25,2025Q2,R2,-1,19512.75,12.8,19500.0,19532.5,19483.12,target,29.62,1.5,19.75,30.0,5.5
2025-04-28,2025Q2,R0,1,19271.5,28.5,19300.0,19266.5,19279.0,target,7.5,1.5,5.0,7.5,4.0
2025-04-28,2025Q2,R0,-1,19315.5,15.5,19300.0,19324.75,19301.62,target,13.88,1.5,9.25,16.5,4.0
2025-04-28,2025Q2,R1,-1,19427.0,27.0,19400.0,19435.0,19415.0,target,12.0,1.5,8.0,13.5,2.0
2025-04-28,2025Q2,R2,1,19468.25,31.8,19500.0,19461.0,19479.12,stop,-8.75,-1.207,7.25,0.25,7.5
2025-04-28,2025Q2,R2,1,19488.5,11.5,19500.0,19470.25,19515.88,stop,-19.75,-1.082,18.25,1.75,20.25
2025-04-28,2025Q2,R2,-1,19508.25,8.2,19500.0,19528.0,19478.62,eod,-10.25,-0.519,19.75,7.75,15.5
2025-04-28,2025Q2,R2,-1,19517.0,17.0,19500.0,19543.25,19477.62,target,39.38,1.5,26.25,40.25,22.25
2025-04-29,2025Q2,R1,-1,19651.75,51.8,19600.0,19688.25,19597.0,stop,-38.0,-1.041,36.5,13.0,36.75
2025-04-30,2025Q2,R2,-1,19405.25,5.2,19400.0,19443.0,19348.62,stop,-39.25,-1.04,37.75,7.75,43.5
2025-04-30,2025Q2,R3,1,19481.75,18.2,19500.0,19473.75,19493.75,stop,-9.5,-1.188,8.0,6.0,9.0
2025-04-30,2025Q2,R3,-1,19511.0,11.0,19500.0,19526.5,19487.75,target,23.25,1.5,15.5,25.25,12.5
2025-05-01,2025Q2,R1,1,19981.0,19.0,20000.0,19966.0,20003.5,target,22.5,1.5,15.0,22.5,6.5
2025-05-01,2025Q2,R1,-1,19993.5,-6.5,20000.0,20033.0,19934.25,stop,-41.0,-1.038,39.5,51.75,39.5
2025-05-01,2025Q2,R1,-1,20018.0,18.0,20000.0,20026.0,20006.0,target,12.0,1.5,8.0,13.5,4.5
2025-05-01,2025Q2,R1,-1,20024.25,24.2,20000.0,20029.75,20016.0,stop,-7.0,-1.273,5.5,2.75,8.0
2025-05-01,2025Q2,R1,-1,20091.5,91.5,20000.0,20129.75,20034.12,target,57.38,1.5,38.25,58.25,1.0
2025-05-01,2025Q2,R2,-1,20091.5,-8.5,20100.0,20129.75,20034.12,target,57.38,1.5,38.25,58.25,1.0
2025-05-02,2025Q2,R1,-1,20245.75,45.8,20200.0,20263.0,20219.88,target,25.88,1.5,17.25,26.25,2.5
2025-05-05,2025Q2,R1,1,20087.75,12.2,20100.0,20071.75,20111.75,stop,-17.5,-1.094,16.0,1.25,16.0
2025-05-05,2025Q2,R1,-1,20123.0,23.0,20100.0,20135.0,20105.0,target,18.0,1.5,12.0,18.0,1.0
2025-05-06,2025Q2,R0,-1,19820.5,20.5,19800.0,19830.25,19805.88,stop,-11.25,-1.154,9.75,7.5,10.5
2025-05-06,2025Q2,R1,1,19876.75,23.2,19900.0,19871.0,19885.38,stop,-7.25,-1.261,5.75,3.75,6.75
2025-05-06,2025Q2,R1,-1,19928.5,28.5,19900.0,19936.0,19917.25,target,11.25,1.5,7.5,13.5,3.5
2025-05-06,2025Q2,R1,-1,19928.75,28.8,19900.0,19945.25,19904.0,stop,-18.0,-1.091,16.5,0.0,17.5
