date,quarter,kind,tf,arm,approach,level,entry,pen,dir,mfe,mae,realized,exit,n_bars,hit20_s8,hit20_s10,hit20_s12,hit20_s15
2025-01-13,2025Q1,L3,3m,fade,above,20747.43,20745.0,2.43,1,96.5,43.0,-11.5,trail_stop,1800,0,0,0,0
2025-01-13,2025Q1,L3,3m,breakout,above,20747.43,20745.0,2.43,-1,43.0,96.5,-11.5,trail_stop,1800,0,0,1,1
2025-01-13,2025Q1,L3,5m,fade,above,20747.43,20763.5,-16.07,1,78.0,61.5,-11.5,trail_stop,1800,0,0,0,0
2025-01-13,2025Q1,L3,5m,breakout,above,20747.43,20763.5,-16.07,-1,61.5,78.0,7.75,trail_stop,1800,0,1,1,1
2025-01-13,2025Q1,L2,3m,fade,above,20726.31,20718.5,7.81,1,137.0,16.5,10.0,trail_stop,1800,1,1,1,1
2025-01-13,2025Q1,L2,3m,breakout,above,20726.31,20718.5,7.81,-1,16.5,137.0,-11.5,trail_stop,1800,0,0,0,0
2025-01-13,2025Q1,L2,5m,fade,above,20726.31,20725.75,0.56,1,129.75,23.75,-11.5,trail_stop,1800,0,0,0,0
2025-01-13,2025Q1,L2,5m,breakout,above,20726.31,20725.75,0.56,-1,23.75,129.75,5.0,trail_stop,1800,1,1,1,1
2025-01-13,2025Q1,L1,3m,fade,above,20703.26,20718.5,-15.24,1,137.0,16.5,10.0,trail_stop,1800,1,1,1,1
2025-01-13,2025Q1,L1,3m,breakout,above,20703.26,20718.5,-15.24,-1,16.5,137.0,-11.5,trail_stop,1800,0,0,0,0
2025-01-13,2025Q1,L1,5m,fade,above,20703.26,20725.75,-22.49,1,129.75,23.75,-11.5,trail_stop,1800,0,0,0,0
2025-01-13,2025Q1,L1,5m,breakout,above,20703.26,20725.75,-22.49,-1,23.75,129.75,5.0,trail_stop,1800,1,1,1,1
2025-01-13,2025Q1,L1,3m,fade,above,20703.26,20781.5,-78.24,1,74.0,45.5,-11.5,trail_stop,1798,0,0,0,0
2025-01-13,2025Q1,L1,3m,breakout,above,20703.26,20781.5,-78.24,-1,45.5,74.0,7.0,trail_stop,1798,1,1,1,1
2025-01-13,2025Q1,L1,5m,fade,above,20703.26,20781.5,-78.24,1,74.0,45.5,-11.5,trail_stop,1798,0,0,0,0
2025-01-13,2025Q1,L1,5m,breakout,above,20703.26,20781.5,-78.24,-1,45.5,74.0,7.0,trail_stop,1798,1,1,1,1
2025-01-13,2025Q1,L2,3m,fade,below,20726.31,20781.5,55.19,-1,45.5,74.0,7.0,trail_stop,1798,1,1,1,1
2025-01-13,2025Q1,L2,3m,breakout,below,20726.31,20781.5,55.19,1,74.0,45.5,-11.5,trail_stop,1798,0,0,0,0
2025-01-13,2025Q1,L2,5m,fade,below,20726.31,20781.5,55.19,-1,45.5,74.0,7.0,trail_stop,1798,1,1,1,1
2025-01-13,2025Q1,L2,5m,breakout,below,20726.31,20781.5,55.19,1,74.0,45.5,-11.5,trail_stop,1798,0,0,0,0
2025-01-13,2025Q1,L3,3m,fade,below,20747.43,20781.5,34.07,-1,45.5,74.0,7.0,trail_stop,1798,1,1,1,1
2025-01-13,2025Q1,L3,3m,breakout,below,20747.43,20781.5,34.07,1,74.0,45.5,-11.5,trail_stop,1798,0,0,0,0
2025-01-13,2025Q1,L3,5m,fade,below,20747.43,20781.5,34.07,-1,45.5,74.0,7.0,trail_stop,1798,1,1,1,1
2025-01-13,2025Q1,L3,5m,breakout,below,20747.43,20781.5,34.07,1,74.0,45.5,-11.5,trail_stop,1798,0,0,0,0
2025-01-13,2025Q1,L3,3m,fade,above,20743.88,20746.0,-2.12,1,109.5,2.25,14.5,trail_stop,1798,1,1,1,1
2025-01-13,2025Q1,L3,3m,breakout,above,20743.88,20746.0,-2.12,-1,2.25,109.5,-11.5,trail_stop,1798,0,0,0,0
2025-01-13,2025Q1,L3,5m,fade,above,20743.88,20752.5,-8.62,1,103.0,6.75,8.25,trail_stop,1797,1,1,1,1
2025-01-13,2025Q1,L3,5m,breakout,above,20743.88,20752.5,-8.62,-1,6.75,103.0,-11.5,trail_stop,1797,0,0,0,0
2025-01-13,2025Q1,L3,3m,fade,above,20743.88,20792.0,-48.12,1,63.5,37.0,22.75,trail_stop,1797,1,1,1,1
2025-01-13,2025Q1,L3,3m,breakout,above,20743.88,20792.0,-48.12,-1,37.0,63.5,-11.5,trail_stop,1797,0,0,0,0
2025-01-13,2025Q1,L3,5m,fade,above,20743.88,20808.75,-64.87,1,46.75,64.5,21.25,trail_stop,1797,1,1,1,1
2025-01-13,2025Q1,L3,5m,breakout,above,20743.88,20808.75,-64.87,-1,64.5,46.75,-11.5,trail_stop,1797,0,0,0,0
2025-01-13,2025Q1,L2,3m,fade,above,20743.1,20723.0,20.1,1,157.25,8.75,42.0,trail_stop,1799,0,1,1,1
2025-01-13,2025Q1,L2,3m,breakout,above,20743.1,20723.0,20.1,-1,8.75,157.25,-11.5,trail_stop,1799,0,0,0,0
2025-01-13,2025Q1,L2,5m,fade,above,20743.1,20750.75,-7.65,1,129.5,36.5,-11.5,trail_stop,1799,0,0,0,0
2025-01-13,2025Q1,L2,5m,breakout,above,20743.1,20750.75,-7.65,-1,36.5,129.5,7.0,trail_stop,1799,1,1,1,1
2025-01-13,2025Q1,L3,3m,fade,above,20735.19,20723.0,12.19,1,157.25,8.75,42.0,trail_stop,1799,0,1,1,1
2025-01-13,2025Q1,L3,3m,breakout,above,20735.19,20723.0,12.19,-1,8.75,157.25,-11.5,trail_stop,1799,0,0,0,0
2025-01-13,2025Q1,L3,5m,fade,above,20735.19,20717.25,17.94,1,163.0,0.25,47.75,trail_stop,1799,1,1,1,1
2025-01-13,2025Q1,L3,5m,breakout,above,20735.19,20717.25,17.94,-1,0.25,163.0,-11.5,trail_stop,1799,0,0,0,0
2025-01-13,2025Q1,L2,3m,fade,below,20743.1,20723.0,-20.1,-1,8.75,157.25,-11.5,trail_stop,1799,0,0,0,0
2025-01-13,2025Q1,L2,3m,breakout,below,20743.1,20723.0,-20.1,1,157.25,8.75,42.0,trail_stop,1799,0,1,1,1
2025-01-13,2025Q1,L2,5m,fade,below,20743.1,20717.25,-25.85,-1,0.25,163.0,-11.5,trail_stop,1799,0,0,0,0
2025-01-13,2025Q1,L2,5m,breakout,below,20743.1,20717.25,-25.85,1,163.0,0.25,47.75,trail_stop,1799,1,1,1,1
2025-01-13,2025Q1,L1,3m,fade,above,20715.59,20717.25,-1.66,1,163.0,0.25,47.75,trail_stop,1799,1,1,1,1
2025-01-13,2025Q1,L1,3m,breakout,above,20715.59,20717.25,-1.66,-1,0.25,163.0,-11.5,trail_stop,1799,0,0,0,0
2025-01-13,2025Q1,L1,5m,fade,above,20715.59,20717.25,-1.66,1,163.0,0.25,47.75,trail_stop,1799,1,1,1,1
2025-01-13,2025Q1,L1,5m,breakout,above,20715.59,20717.25,-1.66,-1,0.25,163.0,-11.5,trail_stop,1799,0,0,0,0
2025-01-13,2025Q1,L2,3m,fade,below,20723.68,20757.25,33.57,-1,6.0,123.0,-11.5,trail_stop,1798,0,0,0,0
2025-01-13,2025Q1,L2,3m,breakout,below,20723.68,20757.25,33.57,1,123.0,6.0,29.75,trail_stop,1798,1,1,1,1
2025-01-13,2025Q1,L2,5m,fade,below,20723.68,20759.75,36.07,-1,4.0,120.5,-11.5,trail_stop,1797,0,0,0,0
2025-01-13,2025Q1,L2,5m,breakout,below,20723.68,20759.75,36.07,1,120.5,4.0,27.25,trail_stop,1797,1,1,1,1
2025-01-13,2025Q1,L4,3m,fade,below,20819.82,20817.0,-2.82,-1,98.75,2.0,4.0,trail_stop,1783,1,1,1,1
2025-01-13,2025Q1,L4,3m,breakout,below,20819.82,20817.0,-2.82,1,2.0,98.75,-11.5,trail_stop,1783,0,0,0,0
2025-01-13,2025Q1,L4,5m,fade,below,20819.82,20817.0,-2.82,-1,98.75,2.0,4.0,trail_stop,1783,1,1,1,1
2025-01-13,2025Q1,L4,5m,breakout,below,20819.82,20817.0,-2.82,1,2.0,98.75,-11.5,trail_stop,1783,0,0,0,0
2025-01-13,2025Q1,L4,3m,fade,below,20851.34,20843.25,-8.09,-1,8.25,56.75,-11.5,trail_stop,1743,0,0,0,0
2025-01-13,2025Q1,L4,3m,breakout,below,20851.34,20843.25,-8.09,1,56.75,8.25,13.25,trail_stop,1743,1,1,1,1
2025-01-13,2025Q1,L4,5m,fade,below,20851.34,20840.75,-10.59,-1,5.75,59.25,-11.5,trail_stop,1744,0,0,0,0
2025-01-13,2025Q1,L4,5m,breakout,below,20851.34,20840.75,-10.59,1,59.25,5.75,15.75,trail_stop,1744,1,1,1,1
2025-01-13,2025Q1,L4,3m,fade,above,20865.99,20871.25,-5.26,1,37.25,15.0,13.5,trail_stop,1728,1,1,1,1
2025-01-13,2025Q1,L4,3m,breakout,above,20865.99,20871.25,-5.26,-1,15.0,37.25,-11.5,trail_stop,1728,0,0,0,0
2025-01-13,2025Q1,L4,5m,fade,above,20865.99,20879.25,-13.26,1,29.25,23.0,8.5,trail_stop,1728,1,1,1,1
2025-01-13,2025Q1,L4,5m,breakout,above,20865.99,20879.25,-13.26,-1,23.0,29.25,-11.5,trail_stop,1728,0,0,0,0
2025-01-13,2025Q1,L4,3m,fade,above,20864.72,20866.0,-1.28,1,47.75,9.75,31.0,trail_stop,1719,0,1,1,1
2025-01-13,2025Q1,L4,3m,breakout,above,20864.72,20866.0,-1.28,-1,9.75,47.75,-11.5,trail_stop,1719,0,0,0,0
2025-01-13,2025Q1,L4,5m,fade,above,20864.72,20864.0,0.72,1,49.75,7.75,3.75,trail_stop,1720,1,1,1,1
2025-01-13,2025Q1,L4,5m,breakout,above,20864.72,20864.0,0.72,-1,7.75,49.75,-11.5,trail_stop,1720,0,0,0,0
2025-01-13,2025Q1,L4,3m,fade,above,20864.05,20869.75,-5.7,1,44.0,21.25,32.5,trail_stop,1709,1,1,1,1
2025-01-13,2025Q1,L4,3m,breakout,above,20864.05,20869.75,-5.7,-1,21.25,44.0,-11.5,trail_stop,1709,0,0,0,0
2025-01-13,2025Q1,L4,5m,fade,above,20864.05,20869.75,-5.7,1,44.0,21.25,32.5,trail_stop,1709,1,1,1,1
2025-01-13,2025Q1,L4,5m,breakout,above,20864.05,20869.75,-5.7,-1,21.25,44.0,-11.5,trail_stop,1709,0,0,0,0
2025-01-13,2025Q1,L4,3m,fade,above,20860.64,20851.0,9.64,1,75.5,15.75,-11.5,trail_stop,1734,0,0,0,0
2025-01-13,2025Q1,L4,3m,breakout,above,20860.64,20851.0,9.64,-1,15.75,75.5,4.25,trail_stop,1734,0,0,0,0
2025-01-13,2025Q1,L4,5m,fade,above,20860.64,20851.0,9.64,1,75.5,15.75,-11.5,trail_stop,1734,0,0,0,0
2025-01-13,2025Q1,L4,5m,breakout,above,20860.64,20851.0,9.64,-1,15.75,75.5,4.25,trail_stop,1734,0,0,0,0
2025-01-14,2025Q1,L2,3m,fade,above,21034.88,21028.25,6.63,1,101.5,62.0,32.25,trail_stop,1801,1,1,1,1
2025-01-14,2025Q1,L2,3m,breakout,above,21034.88,21028.25,6.63,-1,62.0,101.5,-11.5,trail_stop,1801,0,0,0,0
2025-01-14,2025Q1,L2,5m,fade,above,21034.88,21072.0,-37.12,1,57.75,105.75,5.25,trail_stop,1801,1,1,1,1
2025-01-14,2025Q1,L2,5m,breakout,above,21034.88,21072.0,-37.12,-1,105.75,57.75,-11.5,trail_stop,1801,0,0,0,0
2025-01-14,2025Q1,L3,3m,fade,above,21036.95,21028.25,8.7,1,101.5,62.0,32.25,trail_stop,1801,1,1,1,1
2025-01-14,2025Q1,L3,3m,breakout,above,21036.95,21028.25,8.7,-1,62.0,101.5,-11.5,trail_stop,1801,0,0,0,0
2025-01-14,2025Q1,L3,5m,fade,above,21036.95,21072.0,-35.05,1,57.75,105.75,5.25,trail_stop,1801,1,1,1,1
2025-01-14,2025Q1,L3,5m,breakout,above,21036.95,21072.0,-35.05,-1,105.75,57.75,-11.5,trail_stop,1801,0,0,0,0
2025-01-14,2025Q1,L1,3m,fade,above,21019.68,21028.25,-8.57,1,101.5,62.0,32.25,trail_stop,1801,1,1,1,1
2025-01-14,2025Q1,L1,3m,breakout,above,21019.68,21028.25,-8.57,-1,62.0,101.5,-11.5,trail_stop,1801,0,0,0,0
2025-01-14,2025Q1,L1,5m,fade,above,21019.68,21072.0,-52.32,1,57.75,105.75,5.25,trail_stop,1801,1,1,1,1
2025-01-14,2025Q1,L1,5m,breakout,above,21019.68,21072.0,-52.32,-1,105.75,57.75,-11.5,trail_stop,1801,0,0,0,0
2025-01-14,2025Q1,L2,3m,fade,below,21034.88,21087.0,52.12,-1,120.75,42.75,-11.5,trail_stop,1801,0,0,0,0
2025-01-14,2025Q1,L2,3m,breakout,below,21034.88,21087.0,52.12,1,42.75,120.75,-11.5,trail_stop,1801,0,0,0,1
2025-01-14,2025Q1,L2,5m,fade,below,21034.88,21072.0,37.12,-1,105.75,57.75,-11.5,trail_stop,1801,0,0,0,0
2025-01-14,2025Q1,L2,5m,breakout,below,21034.88,21072.0,37.12,1,57.75,105.75,5.25,trail_stop,1801,1,1,1,1
2025-01-14,2025Q1,L1,3m,fade,above,21050.1,21056.5,-6.4,1,54.5,90.25,-11.5,trail_stop,1801,0,0,0,0
2025-01-14,2025Q1,L1,3m,breakout,above,21050.1,21056.5,-6.4,-1,90.25,54.5,6.75,trail_stop,1801,0,0,0,0
2025-01-14,2025Q1,L1,5m,fade,above,21050.1,21075.0,-24.9,1,36.0,108.75,-11.5,trail_stop,1800,0,0,0,0
2025-01-14,2025Q1,L1,5m,breakout,above,21050.1,21075.0,-24.9,-1,108.75,36.0,15.75,trail_stop,1800,1,1,1,1
2025-01-14,2025Q1,L2,3m,fade,above,21059.24,21056.5,2.74,1,54.5,90.25,-11.5,trail_stop,1801,0,0,0,0
2025-01-14,2025Q1,L2,3m,breakout,above,21059.24,21056.5,2.74,-1,90.25,54.5,6.75,trail_stop,1801,0,0,0,0
2025-01-14,2025Q1,L2,5m,fade,above,21059.24,21075.0,-15.76,1,36.0,108.75,-11.5,trail_stop,1800,0,0,0,0
2025-01-14,2025Q1,L2,5m,breakout,above,21059.24,21075.0,-15.76,-1,108.75,36.0,15.75,trail_stop,1800,1,1,1,1
2025-01-14,2025Q1,L3,3m,fade,above,21058.07,21056.5,1.57,1,54.5,90.25,-11.5,trail_stop,1801,0,0,0,0
2025-01-14,2025Q1,L3,3m,breakout,above,21058.07,21056.5,1.57,-1,90.25,54.5,6.75,trail_stop,1801,0,0,0,0
2025-01-14,2025Q1,L3,5m,fade,above,21058.07,21075.0,-16.93,1,36.0,108.75,-11.5,trail_stop,1800,0,0,0,0
2025-01-14,2025Q1,L3,5m,breakout,above,21058.07,21075.0,-16.93,-1,108.75,36.0,15.75,trail_stop,1800,1,1,1,1
2025-01-14,2025Q1,L1,3m,fade,above,21050.1,21058.25,-8.15,1,52.75,92.0,-11.5,trail_stop,1800,0,0,0,0
2025-01-14,2025Q1,L1,3m,breakout,above,21050.1,21058.25,-8.15,-1,92.0,52.75,-11.5,trail_stop,1800,0,0,0,1
2025-01-14,2025Q1,L1,5m,fade,above,21050.1,21075.0,-24.9,1,36.0,108.75,-11.5,trail_stop,1800,0,0,0,0
2025-01-14,2025Q1,L1,5m,breakout,above,21050.1,21075.0,-24.9,-1,108.75,36.0,15.75,trail_stop,1800,1,1,1,1
2025-01-14,2025Q1,L1,3m,fade,above,21050.1,21058.25,-8.15,1,52.75,92.0,-11.5,trail_stop,1800,0,0,0,0
2025-01-14,2025Q1,L1,3m,breakout,above,21050.1,21058.25,-8.15,-1,92.0,52.75,-11.5,trail_stop,1800,0,0,0,1
2025-01-14,2025Q1,L1,5m,fade,above,21050.1,21006.75,43.35,1,104.25,40.5,9.5,trail_stop,1800,1,1,1,1
2025-01-14,2025Q1,L1,5m,breakout,above,21050.1,21006.75,43.35,-1,40.5,104.25,-11.5,trail_stop,1800,0,0,0,0
2025-01-14,2025Q1,L1,3m,fade,below,21050.1,21009.0,-41.1,-1,42.75,102.0,7.0,trail_stop,1800,0,0,0,0
2025-01-14,2025Q1,L1,3m,breakout,below,21050.1,21009.0,-41.1,1,102.0,42.75,-11.5,trail_stop,1800,0,0,0,0
2025-01-14,2025Q1,L1,5m,fade,below,21050.1,21006.75,-43.35,-1,40.5,104.25,-11.5,trail_stop,1800,0,0,0,0
2025-01-14,2025Q1,L1,5m,breakout,below,21050.1,21006.75,-43.35,1,104.25,40.5,9.5,trail_stop,1800,1,1,1,1
2025-01-14,2025Q1,L1,3m,fade,below,21024.86,21025.5,0.64,-1,37.5,85.5,-11.5,trail_stop,1798,0,0,0,0
2025-01-14,2025Q1,L1,3m,breakout,below,21024.86,21025.5,0.64,1,85.5,37.5,3.75,trail_stop,1798,1,1,1,1
2025-01-14,2025Q1,L1,5m,fade,below,21024.86,21015.25,-9.61,-1,27.25,95.75,-11.5,trail_stop,1799,0,0,0,0
2025-01-14,2025Q1,L1,5m,breakout,below,21024.86,21015.25,-9.61,1,95.75,27.25,14.0,trail_stop,1799,1,1,1,1
2025-01-14,2025Q1,L2,3m,fade,below,21038.6,21061.5,22.9,-1,102.5,49.5,-11.5,trail_stop,1797,0,0,0,0
2025-01-14,2025Q1,L2,3m,breakout,below,21038.6,21061.5,22.9,1,49.5,102.5,24.25,trail_stop,1797,1,1,1,1
2025-01-14,2025Q1,L2,5m,fade,below,21038.6,21065.75,27.15,-1,113.25,45.25,-11.5,trail_stop,1797,0,0,0,0
2025-01-14,2025Q1,L2,5m,breakout,below,21038.6,21065.75,27.15,1,45.25,113.25,-11.5,trail_stop,1797,0,0,1,1
2025-01-14,2025Q1,L3,3m,fade,below,21047.5,21061.5,14.0,-1,102.5,49.5,-11.5,trail_stop,1797,0,0,0,0
2025-01-14,2025Q1,L3,3m,breakout,below,21047.5,21061.5,14.0,1,49.5,102.5,24.25,trail_stop,1797,1,1,1,1
2025-01-14,2025Q1,L3,5m,fade,below,21047.5,21065.75,18.25,-1,113.25,45.25,-11.5,trail_stop,1797,0,0,0,0
2025-01-14,2025Q1,L3,5m,breakout,below,21047.5,21065.75,18.25,1,45.25,113.25,-11.5,trail_stop,1797,0,0,1,1
2025-01-14,2025Q1,L3,3m,fade,above,21061.93,21077.25,-15.32,1,5.0,129.0,-11.5,trail_stop,1796,0,0,0,0
2025-01-14,2025Q1,L3,3m,breakout,above,21061.93,21077.25,-15.32,-1,129.0,5.0,7.25,trail_stop,1796,1,1,1,1
2025-01-14,2025Q1,L3,5m,fade,above,21061.93,21040.75,21.18,1,25.5,103.5,11.75,trail_stop,1795,1,1,1,1
2025-01-14,2025Q1,L3,5m,breakout,above,21061.93,21040.75,21.18,-1,103.5,25.5,-11.5,trail_stop,1795,0,0,0,0
2025-01-14,2025Q1,L1,3m,fade,above,21041.61,21053.5,-11.89,1,12.75,116.25,-11.5,trail_stop,1796,0,0,0,0
2025-01-14,2025Q1,L1,3m,breakout,above,21041.61,21053.5,-11.89,-1,116.25,12.75,-11.5,trail_stop,1796,0,0,0,1
2025-01-14,2025Q1,L1,5m,fade,above,21041.61,21040.75,0.86,1,25.5,103.5,11.75,trail_stop,1795,1,1,1,1
2025-01-14,2025Q1,L1,5m,breakout,above,21041.61,21040.75,0.86,-1,103.5,25.5,-11.5,trail_stop,1795,0,0,0,0
2025-01-14,2025Q1,L2,3m,fade,above,21052.18,21053.5,-1.32,1,12.75,116.25,-11.5,trail_stop,1796,0,0,0,0
2025-01-14,2025Q1,L2,3m,breakout,above,21052.18,21053.5,-1.32,-1,116.25,12.75,-11.5,trail_stop,1796,0,0,0,1
2025-01-14,2025Q1,L2,5m,fade,above,21052.18,21040.75,11.43,1,25.5,103.5,11.75,trail_stop,1795,1,1,1,1
2025-01-14,2025Q1,L2,5m,breakout,above,21052.18,21040.75,11.43,-1,103.5,25.5,-11.5,trail_stop,1795,0,0,0,0
2025-01-14,2025Q1,L3,3m,fade,above,21061.93,21053.5,8.43,1,12.75,116.25,-11.5,trail_stop,1796,0,0,0,0
2025-01-14,2025Q1,L3,3m,breakout,above,21061.93,21053.5,8.43,-1,116.25,12.75,-11.5,trail_stop,1796,0,0,0,1
2025-01-14,2025Q1,L3,5m,fade,above,21061.93,21040.75,21.18,1,25.5,103.5,11.75,trail_stop,1795,1,1,1,1
2025-01-14,2025Q1,L3,5m,breakout,above,21061.93,21040.75,21.18,-1,103.5,25.5,-11.5,trail_stop,1795,0,0,0,0
2025-01-14,2025Q1,L3,3m,fade,below,21061.93,21047.5,-14.43,-1,110.25,0.75,9.75,trail_stop,1795,1,1,1,1
2025-01-14,2025Q1,L3,3m,breakout,below,21061.93,21047.5,-14.43,1,0.75,110.25,-11.5,trail_stop,1795,0,0,0,0
2025-01-14,2025Q1,L3,5m,fade,below,21061.93,21040.75,-21.18,-1,103.5,25.5,-11.5,trail_stop,1795,0,0,0,0
2025-01-14,2025Q1,L3,5m,breakout,below,21061.93,21040.75,-21.18,1,25.5,103.5,11.75,trail_stop,1795,1,1,1,1
2025-01-14,2025Q1,L5,3m,fade,above,20873.87,20894.0,-20.13,1,62.25,4.75,10.25,trail_stop,1790,1,1,1,1
2025-01-14,2025Q1,L5,3m,breakout,above,20873.87,20894.0,-20.13,-1,4.75,62.25,-11.5,trail_stop,1790,0,0,0,0
2025-01-14,2025Q1,L5,5m,fade,above,20873.87,20886.75,-12.88,1,69.5,3.75,17.5,trail_stop,1791,1,1,1,1
2025-01-14,2025Q1,L5,5m,breakout,above,20873.87,20886.75,-12.88,-1,3.75,69.5,-11.5,trail_stop,1791,0,0,0,0
2025-01-14,2025Q1,L5,3m,fade,above,20885.36,20880.5,4.86,1,21.5,72.25,10.0,trail_stop,1786,1,1,1,1
2025-01-14,2025Q1,L5,3m,breakout,above,20885.36,20880.5,4.86,-1,72.25,21.5,-11.5,trail_stop,1786,0,0,0,0
2025-01-14,2025Q1,L5,5m,fade,above,20885.36,20890.25,-4.89,1,11.75,82.0,-11.5,trail_stop,1786,0,0,0,0
2025-01-14,2025Q1,L5,5m,breakout,above,20885.36,20890.25,-4.89,-1,82.0,11.75,-11.5,trail_stop,1786,0,0,1,1
2025-01-14,2025Q1,L4,3m,fade,above,20866.39,20861.0,5.39,1,11.25,52.75,-11.5,trail_stop,1784,0,0,0,0
2025-01-14,2025Q1,L4,3m,breakout,above,20866.39,20861.0,5.39,-1,52.75,11.25,4.25,trail_stop,1784,1,1,1,1
2025-01-14,2025Q1,L4,5m,fade,above,20866.39,20848.5,17.89,1,23.75,40.25,4.5,trail_stop,1784,0,0,0,0
2025-01-14,2025Q1,L4,5m,breakout,above,20866.39,20848.5,17.89,-1,40.25,23.75,-11.5,trail_stop,1784,0,0,0,0
2025-01-14,2025Q1,L4,3m,fade,below,20842.68,20852.0,9.32,-1,60.25,25.5,-11.5,trail_stop,1766,0,0,0,0
2025-01-14,2025Q1,L4,3m,breakout,below,20842.68,20852.0,9.32,1,25.5,60.25,8.75,trail_stop,1766,1,1,1,1
2025-01-14,2025Q1,L4,5m,fade,below,20842.68,20850.5,7.82,-1,58.75,27.0,-11.5,trail_stop,1763,0,0,0,0
2025-01-14,2025Q1,L4,5m,breakout,below,20842.68,20850.5,7.82,1,27.0,58.75,10.25,trail_stop,1763,1,1,1,1
2025-01-14,2025Q1,L5,3m,fade,below,20858.94,20852.0,-6.94,-1,60.25,25.5,-11.5,trail_stop,1766,0,0,0,0
2025-01-14,2025Q1,L5,3m,breakout,below,20858.94,20852.0,-6.94,1,25.5,60.25,8.75,trail_stop,1766,1,1,1,1
2025-01-14,2025Q1,L5,5m,fade,below,20858.94,20850.5,-8.44,-1,58.75,27.0,-11.5,trail_stop,1763,0,0,0,0
2025-01-14,2025Q1,L5,5m,breakout,below,20858.94,20850.5,-8.44,1,27.0,58.75,10.25,trail_stop,1763,1,1,1,1
2025-01-14,2025Q1,L4,3m,fade,above,20845.16,20848.0,-2.84,1,27.75,56.25,-11.5,trail_stop,1759,0,0,0,0
2025-01-14,2025Q1,L4,3m,breakout,above,20845.16,20848.0,-2.84,-1,56.25,27.75,9.5,trail_stop,1759,1,1,1,1
2025-01-14,2025Q1,L4,5m,fade,above,20845.16,20842.5,2.66,1,41.75,50.75,11.5,trail_stop,1753,1,1,1,1
2025-01-14,2025Q1,L4,5m,breakout,above,20845.16,20842.5,2.66,-1,50.75,41.75,-11.5,trail_stop,1753,0,0,0,0
2025-01-14,2025Q1,L5,3m,fade,below,20860.94,20854.0,-6.94,-1,62.25,30.25,50.75,trail_stop,1760,1,1,1,1
2025-01-14,2025Q1,L5,3m,breakout,below,20860.94,20854.0,-6.94,1,30.25,62.25,-11.5,trail_stop,1760,0,0,0,0
2025-01-14,2025Q1,L5,5m,fade,below,20860.94,20854.0,-6.94,-1,62.25,30.25,50.75,trail_stop,1760,1,1,1,1
2025-01-14,2025Q1,L5,5m,breakout,below,20860.94,20854.0,-6.94,1,30.25,62.25,-11.5,trail_stop,1760,0,0,0,0
2025-01-14,2025Q1,L4,3m,fade,below,20839.74,20836.75,-2.99,-1,0.0,58.0,-11.5,trail_stop,1746,0,0,0,0
2025-01-14,2025Q1,L4,3m,breakout,below,20839.74,20836.75,-2.99,1,58.0,0.0,27.5,trail_stop,1746,1,1,1,1
2025-01-14,2025Q1,L4,5m,fade,below,20839.74,20869.25,29.51,-1,25.25,25.5,10.0,trail_stop,1731,1,1,1,1
2025-01-14,2025Q1,L4,5m,breakout,below,20839.74,20869.25,29.51,1,25.5,25.25,-11.5,trail_stop,1731,0,0,0,0
2025-01-14,2025Q1,L5,3m,fade,below,20855.07,20869.25,14.18,-1,25.25,25.5,10.0,trail_stop,1731,1,1,1,1
2025-01-14,2025Q1,L5,3m,breakout,below,20855.07,20869.25,14.18,1,25.5,25.25,-11.5,trail_stop,1731,0,0,0,0
2025-01-14,2025Q1,L5,5m,fade,below,20855.07,20869.25,14.18,-1,25.25,25.5,10.0,trail_stop,1731,1,1,1,1
2025-01-14,2025Q1,L5,5m,breakout,below,20855.07,20869.25,14.18,1,25.5,25.25,-11.5,trail_stop,1731,0,0,0,0
2025-01-14,2025Q1,L4,3m,fade,above,20856.97,20850.5,6.47,1,55.75,6.5,3.75,trail_stop,1727,1,1,1,1
2025-01-14,2025Q1,L4,3m,breakout,above,20856.97,20850.5,6.47,-1,6.5,55.75,-11.5,trail_stop,1727,0,0,0,0
2025-01-14,2025Q1,L4,5m,fade,above,20856.97,20860.25,-3.28,1,50.75,16.25,3.75,trail_stop,1725,1,1,1,1
2025-01-14,2025Q1,L4,5m,breakout,above,20856.97,20860.25,-3.28,-1,16.25,50.75,-11.5,trail_stop,1725,0,0,0,0
2025-01-14,2025Q1,L5,3m,fade,below,20870.64,20850.5,-20.14,-1,6.5,55.75,-11.5,trail_stop,1727,0,0,0,0
2025-01-14,2025Q1,L5,3m,breakout,below,20870.64,20850.5,-20.14,1,55.75,6.5,3.75,trail_stop,1727,1,1,1,1
2025-01-14,2025Q1,L5,5m,fade,below,20870.64,20860.25,-10.39,-1,16.25,50.75,-11.5,trail_stop,1725,0,0,0,0
2025-01-14,2025Q1,L5,5m,breakout,below,20870.64,20860.25,-10.39,1,50.75,16.25,3.75,trail_stop,1725,1,1,1,1
2025-01-14,2025Q1,L4,3m,fade,above,20856.97,20847.75,9.22,1,77.75,1.5,6.75,trail_stop,1720,1,1,1,1
2025-01-14,2025Q1,L4,3m,breakout,above,20856.97,20847.75,9.22,-1,1.5,77.75,-11.5,trail_stop,1720,0,0,0,0
2025-01-14,2025Q1,L4,5m,fade,above,20856.97,20863.75,-6.78,1,82.25,8.5,14.25,trail_stop,1722,0,1,1,1
