date,quarter,tod,dir,exc,entry,stop,target,outcome,pnl,R,risk,mfe,mae
2025-05-20,2025Q2,747,1,43.0,21434.25,21398.75,21487.5,timeout,26.0,0.732,35.5,40.0,5.75
2025-05-20,2025Q2,792,-1,69.0,21465.5,21478.25,21446.38,target,19.12,1.5,12.75,19.25,5.25
2025-05-20,2025Q2,846,1,66.2,21438.25,21404.0,21489.62,stop,-35.75,-1.044,34.25,3.25,36.25
2025-05-20,2025Q2,857,-1,33.5,21416.5,21445.5,21373.0,target,43.5,1.5,29.0,45.25,9.25
2025-05-20,2025Q2,896,1,100.8,21356.5,21336.75,21386.12,stop,-21.25,-1.076,19.75,4.75,22.5
2025-05-20,2025Q2,911,-1,45.5,21339.0,21347.5,21326.25,stop,-10.0,-1.176,8.5,3.0,8.75
2025-05-21,2025Q2,627,1,78.8,21395.75,21358.5,21451.62,target,55.88,1.5,37.25,56.5,23.75
2025-05-21,2025Q2,655,-1,78.8,21421.25,21445.25,21385.25,stop,-25.5,-1.062,24.0,0.5,26.25
2025-05-21,2025Q2,692,-1,163.0,21515.0,21539.0,21479.0,stop,-25.5,-1.062,24.0,22.0,24.75
2025-05-21,2025Q2,694,-1,163.0,21513.75,21539.0,21475.88,stop,-26.75,-1.059,25.25,20.75,26.0
2025-05-21,2025Q2,751,1,41.5,21535.25,21504.5,21581.38,stop,-32.25,-1.049,30.75,23.25,33.25
2025-05-21,2025Q2,752,-1,57.0,21534.75,21554.0,21505.88,stop,-20.75,-1.078,19.25,6.5,19.5
2025-05-21,2025Q2,755,1,41.5,21539.75,21504.5,21592.62,stop,-36.75,-1.043,35.25,18.75,37.75
2025-05-21,2025Q2,761,-1,48.0,21531.5,21554.0,21497.75,stop,-24.0,-1.067,22.5,0.0,22.75
2025-05-21,2025Q2,762,1,41.5,21540.75,21504.5,21595.12,stop,-37.75,-1.041,36.25,17.75,38.75
2025-05-21,2025Q2,766,-1,45.0,21539.0,21554.0,21516.5,stop,-16.5,-1.1,15.0,2.0,15.25
2025-05-21,2025Q2,776,-1,50.0,21523.0,21562.5,21463.75,target,59.25,1.5,39.5,59.25,8.0
2025-05-22,2025Q2,572,1,64.5,21183.0,21158.25,21220.12,stop,-26.25,-1.061,24.75,6.0,24.75
2025-05-22,2025Q2,697,-1,101.5,21241.25,21272.0,21195.12,stop,-32.25,-1.049,30.75,15.75,30.75
2025-05-22,2025Q2,710,-1,114.8,21252.5,21285.25,21203.38,stop,-34.25,-1.046,32.75,9.75,34.0
2025-05-22,2025Q2,721,-1,82.5,21268.0,21285.25,21242.12,stop,-18.75,-1.087,17.25,20.0,18.5
2025-05-22,2025Q2,725,-1,83.8,21256.5,21286.5,21211.5,stop,-31.5,-1.05,30.0,8.5,30.0
2025-05-22,2025Q2,730,-1,88.2,21280.75,21291.0,21265.38,stop,-11.75,-1.146,10.25,1.25,11.0
2025-05-22,2025Q2,775,1,102.0,21234.0,21218.5,21257.25,stop,-17.0,-1.097,15.5,0.75,16.0
2025-05-22,2025Q2,846,-1,114.0,21285.75,21314.25,21243.0,stop,-30.0,-1.053,28.5,9.75,28.5
2025-05-22,2025Q2,848,1,30.0,21300.0,21276.25,21335.62,stop,-25.25,-1.063,23.75,2.75,24.0
2025-05-22,2025Q2,850,-1,114.0,21282.25,21314.25,21234.25,stop,-33.5,-1.047,32.0,1.75,32.0
2025-05-22,2025Q2,924,-1,69.2,21305.25,21341.5,21250.88,eod,48.25,1.331,36.25,49.25,25.25
2025-05-23,2025Q2,715,1,69.0,20945.5,20935.75,20960.12,stop,-11.25,-1.154,9.75,12.75,10.5
2025-05-23,2025Q2,751,-1,68.0,20952.25,20989.75,20896.0,stop,-39.0,-1.04,37.5,16.25,38.75
2025-05-23,2025Q2,834,-1,102.5,21064.0,21078.25,21042.62,target,21.38,1.5,14.25,22.5,3.25
2025-05-23,2025Q2,837,-1,102.5,21047.5,21078.25,21001.38,stop,-32.25,-1.049,30.75,1.5,33.5
2025-05-23,2025Q2,843,-1,96.0,21058.5,21085.0,21018.75,target,39.75,1.5,26.5,42.0,24.5
2025-05-23,2025Q2,847,-1,75.2,21069.0,21085.75,21043.88,target,25.12,1.5,16.75,25.5,14.0
2025-05-23,2025Q2,850,-1,73.5,21069.0,21085.75,21043.88,target,25.12,1.5,16.75,25.5,14.0
2025-05-23,2025Q2,857,1,55.5,21054.0,21014.0,21114.0,stop,-41.5,-1.038,40.0,7.5,41.0
2025-05-23,2025Q2,858,-1,65.0,21060.25,21087.0,21020.12,target,40.12,1.5,26.75,43.75,1.25
2025-05-23,2025Q2,909,-1,61.2,21048.0,21071.5,21012.75,target,35.25,1.5,23.5,35.25,21.75
2025-05-23,2025Q2,931,1,82.8,21019.0,20983.0,21073.0,eod,21.0,0.583,36.0,34.5,9.25
2025-05-26,2025Q2,597,-1,59.2,21280.75,21311.75,21234.25,target,46.5,1.5,31.0,47.0,2.75
2025-05-26,2025Q2,598,1,38.0,21278.0,21265.75,21296.38,stop,-13.75,-1.122,12.25,5.5,14.5
2025-05-26,2025Q2,599,-1,59.2,21279.25,21311.75,21230.5,target,48.75,1.5,32.5,54.0,3.25
2025-05-26,2025Q2,600,1,38.0,21275.25,21265.75,21289.5,stop,-11.0,-1.158,9.5,5.25,11.75
2025-05-26,2025Q2,601,-1,59.2,21277.5,21311.75,21226.12,target,51.38,1.5,34.25,52.25,3.0
2025-05-26,2025Q2,674,1,61.2,21227.5,21211.5,21251.5,target,24.0,1.5,16.0,24.0,1.75
2025-05-26,2025Q2,740,-1,52.2,21281.25,21291.25,21266.25,stop,-11.5,-1.15,10.0,13.0,12.25
2025-05-26,2025Q2,741,1,12.8,21275.5,21270.5,21283.0,stop,-6.5,-1.3,5.0,2.25,5.0
2025-05-26,2025Q2,742,-1,52.2,21274.0,21291.25,21248.12,stop,-18.75,-1.087,17.25,5.75,19.5
2025-05-26,2025Q2,766,1,19.0,21284.75,21264.25,21315.5,timeout,-1.25,-0.061,20.5,9.25,9.25
2025-05-26,2025Q2,767,-1,27.2,21281.5,21297.5,21257.5,timeout,-2.0,-0.125,16.0,6.0,12.5
2025-05-26,2025Q2,777,1,19.0,21286.5,21264.25,21319.88,timeout,-3.0,-0.135,22.25,4.0,10.25
2025-05-26,2025Q2,778,-1,26.0,21279.25,21298.0,21251.12,timeout,-4.25,-0.227,18.75,3.0,11.25
2025-05-27,2025Q2,652,-1,131.5,21382.0,21393.5,21364.75,target,17.25,1.5,11.5,18.25,3.0
2025-05-27,2025Q2,655,-1,116.8,21370.25,21393.5,21335.38,stop,-24.75,-1.065,23.25,21.25,24.75
2025-05-27,2025Q2,691,-1,51.2,21389.75,21404.25,21368.0,stop,-16.0,-1.103,14.5,21.0,16.75
2025-05-27,2025Q2,701,-1,51.2,21375.75,21404.25,21333.0,stop,-30.0,-1.053,28.5,0.5,30.75
2025-05-27,2025Q2,749,-1,55.8,21411.75,21428.5,21386.62,stop,-18.25,-1.09,16.75,1.5,17.0
2025-05-27,2025Q2,755,-1,55.8,21419.5,21428.5,21406.0,stop,-10.5,-1.167,9.0,0.75,9.25
2025-05-27,2025Q2,776,-1,69.0,21433.75,21463.25,21389.5,stop,-31.0,-1.051,29.5,3.75,30.75
2025-05-27,2025Q2,779,1,29.2,21430.25,21426.0,21436.62,target,6.38,1.5,4.25,8.25,0.25
2025-05-27,2025Q2,780,-1,63.8,21435.5,21463.25,21393.88,stop,-29.25,-1.054,27.75,1.25,29.0
2025-05-27,2025Q2,782,1,29.2,21445.5,21426.0,21474.75,target,29.25,1.5,19.5,29.25,7.75
2025-05-27,2025Q2,790,-1,52.8,21441.25,21463.25,21408.25,stop,-23.5,-1.068,22.0,3.5,23.25
2025-05-27,2025Q2,794,1,29.2,21447.5,21426.0,21479.75,target,32.25,1.5,21.5,32.75,3.25
2025-05-27,2025Q2,807,-1,57.2,21450.25,21471.25,21418.75,stop,-22.5,-1.071,21.0,5.25,21.25
2025-05-27,2025Q2,809,1,29.2,21455.0,21426.0,21498.5,timeout,6.75,0.233,29.0,33.5,10.0
2025-05-27,2025Q2,810,-1,57.0,21450.75,21471.25,21420.0,stop,-22.0,-1.073,20.5,5.75,20.75
2025-05-27,2025Q2,826,1,22.2,21460.25,21441.0,21489.12,timeout,-2.25,-0.117,19.25,28.25,16.5
2025-05-27,2025Q2,827,-1,37.2,21462.5,21471.25,21449.38,stop,-10.25,-1.171,8.75,1.5,9.0
2025-05-27,2025Q2,829,1,22.2,21469.5,21441.0,21512.25,timeout,-14.5,-0.509,28.5,19.0,25.75
2025-05-27,2025Q2,832,-1,43.2,21468.0,21477.25,21454.12,stop,-10.75,-1.162,9.25,5.5,9.5
2025-05-27,2025Q2,838,1,22.2,21476.5,21441.0,21529.75,timeout,-31.0,-0.873,35.5,12.0,34.0
2025-05-27,2025Q2,844,-1,50.8,21472.75,21492.5,21443.12,target,29.62,1.5,19.75,29.75,8.75
2025-05-27,2025Q2,847,1,22.2,21478.5,21441.0,21534.75,stop,-39.0,-1.04,37.5,3.0,37.75
2025-05-27,2025Q2,852,-1,50.5,21471.5,21492.5,21440.0,target,31.5,1.5,21.0,31.5,10.0
2025-05-27,2025Q2,854,1,22.2,21478.5,21441.0,21534.75,stop,-39.0,-1.04,37.5,3.0,37.75
2025-05-27,2025Q2,856,-1,43.5,21467.0,21492.5,21428.75,timeout,35.75,1.402,25.5,37.75,5.25
2025-05-27,2025Q2,908,1,50.2,21445.0,21427.25,21471.62,stop,-19.25,-1.085,17.75,4.0,19.0
2025-05-27,2025Q2,920,1,42.0,21431.75,21424.75,21442.25,target,10.5,1.5,7.0,10.5,1.0
2025-05-27,2025Q2,921,-1,19.5,21437.0,21474.75,21380.38,eod,-0.5,-0.013,37.75,22.75,12.0
2025-05-27,2025Q2,922,1,42.0,21443.0,21424.75,21470.38,stop,-19.75,-1.082,18.25,6.0,18.25
2025-05-27,2025Q2,932,-1,20.2,21419.5,21453.0,21369.25,eod,-18.0,-0.537,33.5,3.5,26.25
2025-05-27,2025Q2,935,1,50.8,21424.75,21410.25,21446.5,eod,12.75,0.879,14.5,21.0,6.25
2025-05-27,2025Q2,936,-1,20.2,21424.5,21453.0,21381.75,eod,-13.0,-0.456,28.5,5.75,21.25
2025-05-27,2025Q2,940,1,45.8,21427.75,21410.25,21454.0,eod,9.75,0.557,17.5,18.0,0.0
2025-05-28,2025Q2,573,1,49.5,21512.0,21484.0,21554.0,target,42.0,1.5,28.0,43.25,1.25
2025-05-28,2025Q2,587,1,66.2,21505.0,21497.25,21516.62,stop,-9.25,-1.194,7.75,1.0,8.0
2025-05-28,2025Q2,654,1,60.2,21439.0,21429.0,21454.0,stop,-11.5,-1.15,10.0,8.25,13.0
2025-05-28,2025Q2,661,1,60.8,21450.25,21422.0,21492.62,timeout,0.5,0.018,28.25,27.25,16.5
2025-05-28,2025Q2,707,-1,51.5,21451.5,21481.5,21406.5,timeout,-21.5,-0.717,30.0,17.75,29.5
2025-05-28,2025Q2,708,1,36.8,21449.0,21436.75,21467.38,stop,-13.75,-1.122,12.25,15.0,12.75
2025-05-28,2025Q2,709,-1,51.5,21449.25,21481.5,21400.88,timeout,-22.0,-0.682,32.25,15.5,31.75
2025-05-28,2025Q2,711,1,36.8,21456.0,21436.75,21484.88,stop,-20.75,-1.078,19.25,8.0,19.75
2025-05-28,2025Q2,723,1,43.8,21461.75,21429.75,21509.75,timeout,14.25,0.445,32.0,19.25,8.75
2025-05-28,2025Q2,742,-1,43.0,21461.0,21480.75,21431.38,stop,-21.25,-1.076,19.75,2.25,20.0
2025-05-28,2025Q2,746,1,34.8,21469.5,21429.75,21529.12,timeout,-1.25,-0.031,39.75,21.0,16.5
2025-05-28,2025Q2,752,-1,43.0,21468.75,21480.75,21450.75,stop,-13.5,-1.125,12.0,5.25,12.25
2025-05-28,2025Q2,753,1,30.2,21465.5,21429.75,21519.12,timeout,3.25,0.091,35.75,25.0,12.5
2025-05-28,2025Q2,763,-1,47.2,21469.75,21485.0,21446.88,stop,-16.75,-1.098,15.25,16.75,15.25
2025-05-28,2025Q2,770,-1,47.2,21472.25,21485.0,21453.12,target,19.12,1.5,12.75,19.25,1.5
2025-05-28,2025Q2,783,1,28.0,21476.0,21449.0,21516.5,timeout,11.0,0.407,27.0,14.5,19.75
2025-05-28,2025Q2,806,-1,37.5,21469.5,21494.5,21432.0,stop,-26.5,-1.06,25.0,13.25,27.75
2025-05-28,2025Q2,836,1,34.2,21473.5,21452.25,21505.38,stop,-22.75,-1.071,21.25,28.75,24.5
2025-05-28,2025Q2,837,-1,31.8,21471.75,21494.5,21437.62,stop,-24.25,-1.066,22.75,5.5,25.5
2025-05-28,2025Q2,841,1,34.2,21477.5,21452.25,21515.38,stop,-26.75,-1.059,25.25,24.75,28.5
2025-05-28,2025Q2,860,-1,46.0,21473.25,21506.25,21423.75,target,49.5,1.5,33.0,51.0,20.75
2025-05-28,2025Q2,862,1,33.0,21479.0,21452.25,21519.12,stop,-28.25,-1.056,26.75,15.0,30.0
2025-05-28,2025Q2,869,-1,46.0,21481.25,21506.25,21443.75,target,37.5,1.5,25.0,41.25,12.75
2025-05-28,2025Q2,870,1,32.2,21485.75,21466.0,21515.38,stop,-21.25,-1.076,19.75,8.25,20.25
2025-05-28,2025Q2,890,-1,38.2,21476.75,21506.25,21432.5,target,44.25,1.5,29.5,47.25,0.5
2025-05-28,2025Q2,914,-1,113.0,21485.25,21518.25,21435.75,target,49.5,1.5,33.0,49.75,7.0
2025-05-29,2025Q2,681,1,65.0,21485.0,21453.25,21532.62,stop,-33.25,-1.047,31.75,25.25,31.75
2025-05-29,2025Q2,738,-1,128.5,21416.0,21433.5,21389.75,stop,-19.0,-1.086,17.5,9.5,17.5
2025-05-29,2025Q2,854,1,89.2,21394.5,21364.0,21440.25,stop,-32.0,-1.049,30.5,6.25,31.0
2025-05-29,2025Q2,855,-1,37.0,21390.25,21409.0,21362.12,target,28.12,1.5,18.75,29.25,6.0
2025-05-29,2025Q2,899,-1,81.5,21362.75,21402.75,21302.75,stop,-41.5,-1.038,40.0,24.5,40.5
2025-05-29,2025Q2,928,-1,90.8,21374.25,21412.25,21317.25,eod,-10.5,-0.276,38.0,8.5,23.5
2025-05-29,2025Q2,934,-1,70.0,21382.0,21412.25,21336.62,eod,-2.75,-0.091,30.25,10.25,15.75
2025-05-29,2025Q2,936,-1,70.0,21382.25,21412.25,21337.25,eod,-2.5,-0.083,30.0,9.75,15.5
2025-05-29,2025Q2,938,-1,70.0,21378.75,21412.25,21328.5,eod,-6.0,-0.179,33.5,4.75,19.0
2025-05-30,2025Q2,571,-1,76.5,21366.75,21394.5,21325.12,target,41.62,1.5,27.75,43.75,11.5
2025-05-30,2025Q2,604,-1,90.5,21323.25,21329.25,21314.25,stop,-7.5,-1.25,6.0,1.25,6.5
2025-05-30,2025Q2,646,-1,164.8,21374.75,21403.5,21331.62,target,43.12,1.5,28.75,43.5,13.5
2025-05-30,2025Q2,656,1,51.8,21381.75,21343.75,21438.75,stop,-39.5,-1.039,38.0,1.0,38.25
2025-05-30,2025Q2,713,1,100.0,21317.25,21284.25,21366.75,stop,-34.5,-1.045,33.0,30.75,33.75
2025-05-30,2025Q2,727,1,90.5,21322.25,21284.25,21379.25,stop,-39.5,-1.039,38.0,14.75,38.75
2025-05-30,2025Q2,875,-1,136.8,21275.5,21302.25,21235.38,stop,-28.25,-1.056,26.75,12.75,26.75
2025-05-30,2025Q2,910,-1,130.0,21338.0,21361.25,21303.12,stop,-24.75,-1.065,23.25,14.5,24.0
2025-05-30,2025Q2,912,-1,130.0,21337.5,21361.25,21301.88,stop,-25.25,-1.063,23.75,5.5,24.5
2025-05-30,2025Q2,915,-1,130.0,21343.75,21361.25,21317.5,stop,-19.0,-1.086,17.5,0.25,18.25
2025-05-30,2025Q2,939,-1,144.8,21378.0,21411.5,21327.75,eod,11.75,0.351,33.5,29.5,7.0
2025-06-02,2025Q2,738,-1,88.8,21435.0,21448.75,21414.38,target,20.62,1.5,13.75,21.0,6.5
2025-06-02,2025Q2,746,-1,88.8,21412.0,21448.75,21356.88,stop,-38.25,-1.041,36.75,10.75,37.25
2025-06-02,2025Q2,755,1,36.2,21434.0,21404.5,21478.25,stop,-31.0,-1.051,29.5,2.25,32.75
2025-06-02,2025Q2,757,-1,78.5,21425.25,21448.75,21390.0,stop,-25.0,-1.064,23.5,24.0,24.0
2025-06-02,2025Q2,759,1,36.2,21432.25,21404.5,21473.88,stop,-29.25,-1.054,27.75,3.75,31.0
2025-06-02,2025Q2,761,-1,65.5,21424.5,21448.75,21388.12,stop,-25.75,-1.062,24.25,23.25,24.75
2025-06-02,2025Q2,777,-1,53.2,21445.75,21458.5,21426.62,stop,-14.25,-1.118,12.75,3.25,17.25
2025-06-02,2025Q2,795,-1,73.0,21462.75,21478.25,21439.5,target,23.25,1.5,15.5,24.0,0.0
2025-06-02,2025Q2,797,-1,73.0,21453.0,21478.25,21415.12,stop,-26.75,-1.059,25.25,27.75,25.5
2025-06-02,2025Q2,801,-1,73.0,21453.25,21478.25,21415.75,stop,-26.5,-1.06,25.0,28.0,25.25
2025-06-02,2025Q2,908,-1,103.2,21514.25,21534.0,21484.62,stop,-21.25,-1.076,19.75,8.25,20.75
2025-06-02,2025Q2,926,-1,53.8,21534.75,21547.75,21515.25,target,19.5,1.5,13.0,19.75,3.25
2025-06-03,2025Q2,571,1,49.5,21564.0,21541.75,21597.38,stop,-23.75,-1.067,22.25,0.0,22.25
2025-06-03,2025Q2,574,1,76.8,21532.25,21515.0,21558.12,stop,-18.75,-1.087,17.25,9.5,22.5
2025-06-03,2025Q2,584,-1,92.8,21563.75,21599.75,21509.75,stop,-37.5,-1.042,36.0,6.25,37.25
2025-06-03,2025Q2,614,-1,128.8,21606.0,21642.5,21551.25,stop,-38.0,-1.041,36.5,22.0,38.0
2025-06-03,2025Q2,618,-1,128.8,21615.75,21642.5,21575.62,stop,-28.25,-1.056,26.75,31.75,28.25
2025-06-03,2025Q2,621,-1,128.8,21616.5,21642.5,21577.5,stop,-27.5,-1.058,26.0,32.5,27.5
2025-06-03,2025Q2,623,-1,128.8,21605.75,21642.5,21550.62,stop,-38.25,-1.041,36.75,21.75,38.25
2025-06-03,2025Q2,628,-1,128.8,21618.75,21642.5,21583.12,stop,-25.25,-1.063,23.75,34.75,25.25
2025-06-03,2025Q2,631,-1,128.8,21604.25,21642.5,21546.88,stop,-39.75,-1.039,38.25,20.25,39.75
2025-06-03,2025Q2,692,-1,102.8,21667.75,21690.75,21633.25,stop,-24.5,-1.065,23.0,12.5,23.25
2025-06-03,2025Q2,695,1,24.8,21666.0,21648.5,21692.25,target,26.25,1.5,17.5,27.5,10.75
2025-06-03,2025Q2,696,-1,98.8,21673.0,21690.75,21646.38,stop,-19.25,-1.085,17.75,17.75,18.0
2025-06-03,2025Q2,697,1,24.8,21665.5,21648.5,21691.0,target,25.5,1.5,17.0,25.5,10.25
2025-06-03,2025Q2,698,-1,85.0,21664.25,21690.75,21624.5,stop,-28.0,-1.057,26.5,9.0,26.75
2025-06-03,2025Q2,703,1,25.2,21679.25,21657.5,21711.88,stop,-23.25,-1.069,21.75,5.75,22.75
2025-06-03,2025Q2,704,-1,81.5,21679.0,21690.75,21661.38,target,17.62,1.5,11.75,19.0,6.0
2025-06-03,2025Q2,793,-1,63.8,21741.0,21751.75,21724.88,stop,-12.25,-1.14,10.75,3.0,11.25
2025-06-03,2025Q2,797,-1,57.0,21749.0,21754.0,21741.5,stop,-6.5,-1.3,5.0,5.5,10.25
2025-06-03,2025Q2,800,-1,60.5,21746.0,21757.5,21728.75,stop,-13.0,-1.13,11.5,1.25,13.25
2025-06-03,2025Q2,802,1,19.0,21755.5,21723.75,21803.12,stop,-33.25,-1.047,31.75,4.25,34.25
2025-06-03,2025Q2,806,-1,59.8,21749.75,21763.75,21728.75,target,21.0,1.5,14.0,24.25,0.75
2025-06-03,2025Q2,911,-1,81.2,21696.5,21722.5,21657.5,eod,9.75,0.375,26.0,14.0,19.25
2025-06-03,2025Q2,913,1,27.8,21697.75,21686.75,21714.25,target,16.5,1.5,11.0,17.75,4.0
2025-06-03,2025Q2,914,-1,78.0,21699.5,21722.5,21665.0,eod,12.75,0.554,23.0,17.0,16.25
2025-06-03,2025Q2,915,1,27.8,21703.75,21686.75,21729.25,stop,-18.5,-1.088,17.0,12.0,19.5
2025-06-03,2025Q2,917,-1,78.0,21703.0,21722.5,21673.75,eod,16.25,0.833,19.5,20.5,12.75
2025-06-03,2025Q2,919,1,27.8,21707.0,21686.75,21737.38,stop,-21.75,-1.074,20.25,8.75,22.75
2025-06-03,2025Q2,920,-1,54.2,21703.5,21722.5,21675.0,eod,16.75,0.882,19.0,21.0,12.25
2025-06-04,2025Q2,639,-1,117.5,21731.25,21762.5,21684.38,stop,-32.75,-1.048,31.25,25.75,33.0
2025-06-04,2025Q2,684,-1,82.0,21770.5,21788.5,21743.5,target,27.0,1.5,18.0,31.5,4.5
2025-06-04,2025Q2,687,-1,79.0,21770.75,21788.5,21744.12,target,26.62,1.5,17.75,26.75,1.25
2025-06-04,2025Q2,689,-1,79.0,21754.75,21788.5,21704.12,timeout,35.25,1.044,33.75,48.75,20.25
2025-06-04,2025Q2,706,1,53.0,21754.5,21727.5,21795.0,stop,-28.5,-1.056,27.0,12.0,27.25
2025-06-04,2025Q2,711,1,53.0,21758.25,21727.5,21804.38,stop,-32.25,-1.049,30.75,8.25,31.0
2025-06-04,2025Q2,719,-1,42.0,21754.25,21777.5,21719.38,target,34.88,1.5,23.25,37.0,2.75
2025-06-04,2025Q2,747,1,69.0,21734.75,21702.0,21783.88,timeout,45.25,1.382,32.75,47.0,22.0
2025-06-04,2025Q2,751,1,69.0,21728.5,21702.0,21768.25,target,39.75,1.5,26.5,39.75,15.75
2025-06-04,2025Q2,756,1,69.0,21719.0,21702.0,21744.5,target,25.5,1.5,17.0,25.5,3.25
2025-06-04,2025Q2,758,1,69.0,21720.5,21702.0,21748.25,target,27.75,1.5,18.5,28.0,0.75
2025-06-04,2025Q2,812,-1,69.0,21772.5,21785.75,21752.62,stop,-14.75,-1.113,13.25,18.0,14.25
2025-06-04,2025Q2,816,1,17.5,21775.5,21760.25,21798.38,stop,-16.75,-1.098,15.25,0.25,17.25
2025-06-04,2025Q2,817,-1,67.5,21769.25,21787.25,21742.25,stop,-19.5,-1.083,18.0,14.75,18.25
2025-06-04,2025Q2,889,-1,28.5,21786.25,21807.0,21755.12,eod,4.25,0.205,20.75,22.75,12.0
2025-06-04,2025Q2,902,1,31.2,21785.5,21767.75,21812.12,stop,-19.25,-1.085,17.75,10.0,18.0
2025-06-04,2025Q2,903,-1,26.5,21791.75,21802.25,21776.0,target,15.75,1.5,10.5,16.25,3.75
2025-06-04,2025Q2,904,1,31.2,21792.25,21767.75,21829.0,stop,-26.0,-1.061,24.5,3.0,24.75
2025-06-04,2025Q2,910,-1,26.5,21783.75,21802.25,21756.0,eod,1.75,0.095,18.5,20.25,11.5
2025-06-04,2025Q2,912,1,31.2,21786.25,21767.75,21814.0,stop,-20.0,-1.081,18.5,9.0,18.75
2025-06-04,2025Q2,934,-1,26.5,21778.5,21802.25,21742.88,eod,-3.5,-0.147,23.75,15.0,7.0
2025-06-05,2025Q2,693,-1,223.2,21912.5,21931.25,21884.38,stop,-20.25,-1.08,18.75,15.5,22.5
2025-06-05,2025Q2,878,-1,133.5,21713.0,21743.75,21666.88,target,46.12,1.5,30.75,46.75,15.75
2025-06-05,2025Q2,885,-1,133.5,21712.5,21743.75,21665.62,target,46.88,1.5,31.25,50.5,8.5
2025-06-06,2025Q2,600,1,61.0,21835.25,21799.25,21889.25,stop,-37.5,-1.042,36.0,9.75,40.0
2025-06-06,2025Q2,610,1,61.0,21827.5,21799.25,21869.88,stop,-29.75,-1.053,28.25,16.5,32.25
2025-06-06,2025Q2,649,-1,74.0,21835.0,21840.75,21826.38,stop,-7.25,-1.261,5.75,1.25,5.75
2025-06-06,2025Q2,653,-1,78.5,21829.75,21845.25,21806.5,stop,-17.0,-1.097,15.5,17.5,20.0
2025-06-06,2025Q2,672,-1,107.2,21834.5,21874.0,21775.25,target,59.25,1.5,39.5,59.75,11.25
2025-06-06,2025Q2,718,-1,91.8,21805.75,21832.25,21766.0,stop,-28.0,-1.057,26.5,4.25,28.75
2025-06-06,2025Q2,859,-1,86.2,21860.0,21866.5,21850.25,target,9.75,1.5,6.5,10.5,4.75
2025-06-06,2025Q2,862,-1,81.2,21858.0,21868.75,21841.88,target,16.12,1.5,10.75,16.5,3.25
2025-06-09,2025Q2,571,1,36.0,21786.75,21775.75,21803.25,stop,-12.5,-1.136,11.0,11.75,12.5
2025-06-09,2025Q2,572,-1,35.2,21781.0,21819.0,21724.0,stop,-39.5,-1.039,38.0,30.25,38.75
2025-06-09,2025Q2,585,1,65.0,21785.75,21746.75,21844.25,target,58.5,1.5,39.0,58.75,9.25
2025-06-09,2025Q2,586,-1,52.5,21785.5,21807.25,21752.88,stop,-23.25,-1.069,21.75,9.0,21.75
2025-06-09,2025Q2,711,1,56.5,21839.25,21809.0,21884.62,timeout,42.25,1.397,30.25,42.25,23.75
2025-06-09,2025Q2,728,-1,36.5,21822.25,21853.5,21775.38,stop,-32.75,-1.048,31.25,6.75,31.5
2025-06-09,2025Q2,743,1,34.0,21835.5,21811.5,21871.5,target,36.0,1.5,24.0,39.5,7.25
2025-06-09,2025Q2,747,-1,36.5,21831.25,21853.5,21797.88,stop,-23.75,-1.067,22.25,3.0,22.5
2025-06-09,2025Q2,748,1,34.0,21832.5,21811.5,21864.0,target,31.5,1.5,21.0,31.5,4.25
2025-06-09,2025Q2,750,-1,30.2,21832.75,21853.5,21801.62,stop,-22.25,-1.072,20.75,0.75,21.0
2025-06-09,2025Q2,751,1,34.0,21835.5,21811.5,21871.5,target,36.0,1.5,24.0,39.5,3.5
2025-06-09,2025Q2,796,-1,66.5,21852.5,21889.0,21797.75,timeout,-7.25,-0.199,36.5,18.25,26.0
2025-06-09,2025Q2,828,-1,42.5,21872.75,21880.75,21860.75,target,12.0,1.5,8.0,13.5,5.75
2025-06-09,2025Q2,832,-1,42.5,21876.75,21880.75,21870.75,target,6.0,1.5,4.0,6.0,1.75
2025-06-09,2025Q2,834,-1,44.2,21871.0,21882.5,21853.75,target,17.25,1.5,11.5,17.75,4.0
2025-06-09,2025Q2,858,1,32.2,21864.0,21840.5,21899.25,timeout,-7.0,-0.298,23.5,15.25,22.5
2025-06-09,2025Q2,869,-1,34.0,21865.25,21882.5,21839.38,timeout,9.75,0.565,17.25,23.75,14.0
2025-06-09,2025Q2,871,1,21.8,21862.5,21852.75,21877.12,stop,-11.25,-1.154,9.75,5.5,9.75
2025-06-09,2025Q2,872,-1,29.2,21864.5,21882.5,21837.5,timeout,11.25,0.625,18.0,23.0,14.75
2025-06-09,2025Q2,877,1,21.8,21859.5,21852.75,21869.62,stop,-8.25,-1.222,6.75,2.25,6.75
2025-06-09,2025Q2,878,-1,17.8,21854.5,21878.5,21818.5,stop,-25.5,-1.062,24.0,13.0,24.75
2025-06-09,2025Q2,895,1,33.5,21867.5,21837.5,21912.5,stop,-31.5,-1.05,30.0,11.75,30.25
2025-06-09,2025Q2,908,-1,37.8,21866.0,21883.25,21840.12,target,25.88,1.5,17.25,26.0,7.0
2025-06-09,2025Q2,909,1,33.0,21865.5,21837.5,21907.5,stop,-29.5,-1.054,28.0,7.5,28.25
2025-06-09,2025Q2,915,-1,37.8,21857.25,21883.25,21818.25,eod,21.25,0.817,26.0,22.0,6.5
2025-06-09,2025Q2,937,1,33.5,21859.5,21841.75,21886.12,stop,-19.25,-1.085,17.75,1.0,18.75
