date,quarter,kind,dir,entry,dist_lvl,level,stop,target,outcome,pnl,R,risk,mfe,mae
2025-01-21,2025Q1,gamma_flip,1,21716.5,14.6,21731.07,21705.0,21733.75,stop,-13.0,-1.13,11.5,12.75,11.5
2025-01-21,2025Q1,gamma_flip,-1,21733.25,5.2,21728.01,21759.5,21693.88,eod,13.5,0.514,26.25,17.25,6.25
2025-01-21,2025Q1,gamma_flip,-1,21754.5,23.2,21731.32,21760.25,21745.88,target,8.62,1.5,5.75,11.0,0.0
2025-01-22,2025Q1,call_wall,-1,22011.75,-129.7,22141.48,22041.0,21967.88,stop,-30.75,-1.051,29.25,13.25,30.0
2025-01-23,2025Q1,gamma_flip,1,21896.5,157.4,22053.9,21875.25,21928.38,stop,-22.75,-1.071,21.25,8.0,21.75
2025-01-23,2025Q1,gamma_flip,1,21926.0,87.1,22013.14,21916.25,21940.62,stop,-11.25,-1.154,9.75,2.25,12.75
2025-01-23,2025Q1,gamma_flip,1,21945.25,67.2,22012.5,21919.75,21983.5,timeout,21.75,0.853,25.5,33.5,1.75
2025-01-23,2025Q1,gamma_flip,-1,21948.75,20.5,21928.24,21954.0,21940.88,target,7.88,1.5,5.25,8.5,0.0
2025-01-23,2025Q1,gamma_flip,-1,21957.75,27.4,21930.31,21989.0,21910.88,timeout,6.0,0.192,31.25,34.0,8.0
2025-01-24,2025Q1,gamma_flip,1,22001.25,43.6,22044.87,21985.0,22025.62,stop,-17.75,-1.092,16.25,17.25,18.75
2025-01-24,2025Q1,gamma_flip,1,22006.75,79.1,22085.87,21968.0,22064.88,stop,-40.25,-1.039,38.75,1.0,40.25
2025-01-31,2025Q1,gamma_flip,1,21886.0,14.9,21900.93,21870.0,21910.0,stop,-17.5,-1.094,16.0,10.0,20.5
2025-01-31,2025Q1,gamma_flip,-1,21891.0,-11.5,21902.55,21927.5,21836.25,stop,-38.0,-1.041,36.5,6.25,36.5
2025-01-31,2025Q1,gamma_flip,-1,21909.25,7.3,21901.96,21944.0,21857.12,stop,-36.25,-1.043,34.75,16.0,39.75
2025-01-31,2025Q1,gamma_flip,-1,21922.75,20.3,21902.41,21928.0,21914.88,stop,-6.75,-1.286,5.25,6.75,5.25
2025-02-13,2025Q1,gamma_flip,-1,22041.25,171.8,21869.4,22061.75,22010.5,target,30.75,1.5,20.5,31.0,5.25
2025-02-19,2025Q1,gamma_flip,1,22145.75,78.1,22223.81,22124.0,22178.38,target,32.62,1.5,21.75,42.75,7.75
2025-02-19,2025Q1,gamma_flip,-1,22214.5,154.8,22059.67,22228.25,22193.88,stop,-15.25,-1.109,13.75,4.5,14.0
2025-02-20,2025Q1,put_wall,1,22060.75,33.6,22094.36,22036.0,22097.88,stop,-26.25,-1.061,24.75,33.75,30.75
2025-02-27,2025Q1,put_wall,1,20819.0,-226.8,20592.25,20791.75,20859.88,stop,-28.75,-1.055,27.25,21.5,28.0
2025-02-28,2025Q1,put_wall,1,20563.0,-388.4,20174.58,20533.75,20606.88,target,43.88,1.5,29.25,47.5,13.0
2025-02-28,2025Q1,put_wall,1,20565.0,21.7,20586.68,20537.75,20605.88,target,40.88,1.5,27.25,41.75,23.5
2025-03-11,2025Q1,put_wall,1,19306.75,-393.0,18913.79,19268.0,19364.88,stop,-40.25,-1.039,38.75,12.0,48.25
2025-03-13,2025Q1,put_wall,1,19307.5,7.5,19315.05,19281.0,19347.25,target,39.75,1.5,26.5,49.5,21.75
2025-03-13,2025Q1,put_wall,1,19311.0,6.1,19317.06,19288.25,19345.12,stop,-24.25,-1.066,22.75,23.0,24.25
2025-03-13,2025Q1,put_wall,-1,19312.5,407.4,18905.09,19322.0,19298.25,target,14.25,1.5,9.5,15.25,0.0
2025-03-20,2025Q1,put_wall,1,19859.5,-154.6,19704.89,19822.0,19915.75,stop,-39.0,-1.04,37.5,44.25,39.0
2025-03-20,2025Q1,put_wall,1,19876.75,-171.4,19705.33,19855.25,19909.0,target,32.25,1.5,21.5,32.5,12.25
2025-03-24,2025Q1,call_wall,-1,20375.5,-140.4,20515.91,20395.5,20345.5,eod,3.5,0.175,20.0,14.75,8.5
2025-04-01,2025Q2,call_wall,-1,19432.5,22.7,19409.79,19437.25,19425.38,target,7.12,1.5,4.75,15.5,0.0
2025-05-05,2025Q2,gamma_flip,1,20033.75,610.8,20644.51,20004.25,20078.0,target,44.25,1.5,29.5,62.0,21.0
2025-05-05,2025Q2,gamma_flip,-1,20161.75,1591.4,18570.37,20194.75,20112.25,target,49.5,1.5,33.0,49.5,8.25
2025-05-08,2025Q2,gamma_flip,-1,20305.0,78.6,20226.36,20320.5,20281.75,stop,-17.0,-1.097,15.5,14.0,18.5
2025-05-16,2025Q2,gamma_flip,1,21386.75,53.3,21440.03,21371.5,21409.62,target,22.88,1.5,15.25,25.25,3.75
2025-05-16,2025Q2,gamma_flip,-1,21420.25,803.5,20616.7,21447.25,21379.75,stop,-28.5,-1.056,27.0,14.75,27.25
2025-05-19,2025Q2,gamma_flip,-1,21534.0,1950.3,19583.74,21548.5,21512.25,target,21.75,1.5,14.5,22.5,9.75
2025-05-20,2025Q2,gamma_flip,1,21440.75,201.4,21642.15,21404.0,21495.88,stop,-38.25,-1.041,36.75,0.75,38.75
2025-05-20,2025Q2,gamma_flip,-1,21462.25,480.0,20982.22,21478.25,21438.25,target,24.0,1.5,16.0,24.25,8.5
