Trade number,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net PnL USD,Return %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative PnL USD,Cumulative PnL %,Duration (bars)
1990,Exit short,2022-05-02 06:00,1=16515.81|2=16338.62|3=16522.6|4=17239.47|5=16798.75|S=0|T=20220502T1000,16338.25,1,326375,-390,-0.12,3315,1.02,-1295,-0.40,-69255,-0.01,1
1990,Entry short,2022-05-02 02:00,1=16522.1|2=16371.84|3=16553.31|4=17251.4|5=16810.08|S=0|T=20220502T0600,16318.75,1,326375,-390,-0.12,3315,1.02,-1295,-0.40,-69255,-0.01,1
1991,Exit long,2022-05-02 10:00,1=16746.37|2=16488.39|3=16622.43|4=17323.6|5=16873.99|S=0|T=20220502T1400,16194.25,1,326765,-2880,-0.88,2370,0.73,-3785,-1.16,-72135,-0.01,1
1991,Entry long,2022-05-02 06:00,1=16515.81|2=16338.62|3=16522.6|4=17239.47|5=16798.75|S=0|T=20220502T1000,16338.25,1,326765,-2880,-0.88,2370,0.73,-3785,-1.16,-72135,-0.01,1
1992,Exit short,2022-05-02 14:00,1=16574.8|2=16341.94|3=16492.96|4=17213.58|5=16772.8|S=0|T=20220502T1800,16461.5,1,323885,-5345,-1.65,1485,0.46,-6010,-1.86,-77480,-0.01,1
1992,Entry short,2022-05-02 10:00,1=16746.37|2=16488.39|3=16622.43|4=17323.6|5=16873.99|S=0|T=20220502T1400,16194.25,1,323885,-5345,-1.65,1485,0.46,-6010,-1.86,-77480,-0.01,1
1993,Exit long,2022-05-02 18:00,1=16453.29|2=16278.55|3=16437.56|4=17182.49|5=16745.86|S=1|T=20220502T2200,16526.5,1,329230,1300,0.39,1385,0.42,-455,-0.14,-76180,-0.01,1
1993,Entry long,2022-05-02 14:00,1=16574.8|2=16341.94|3=16492.96|4=17213.58|5=16772.8|S=0|T=20220502T1800,16461.5,1,329230,1300,0.39,1385,0.42,-455,-0.14,-76180,-0.01,1
1994,Exit short,2022-05-02 22:00,1=16474.53|2=16317.85|3=16461.04|4=17215|5=16784.12|S=1|T=20220503T0200,16534.25,1,330530,-155,-0.05,80,0.02,-1105,-0.33,-76335,-0.01,1
1994,Entry short,2022-05-02 18:00,1=16453.29|2=16278.55|3=16437.56|4=17182.49|5=16745.86|S=1|T=20220502T2200,16526.5,1,330530,-155,-0.05,80,0.02,-1105,-0.33,-76335,-0.01,1
1995,Exit long,2022-05-03 02:00,1=16466.46|2=16313.03|3=16447.68|4=17211.78|5=16782.69|S=1|T=20220503T0600,16491.5,1,330685,-855,-0.26,125,0.04,-1585,-0.48,-77190,-0.01,1
1995,Entry long,2022-05-02 22:00,1=16474.53|2=16317.85|3=16461.04|4=17215|5=16784.12|S=1|T=20220503T0200,16534.25,1,330685,-855,-0.26,125,0.04,-1585,-0.48,-77190,-0.01,1
1996,Exit short,2022-05-03 06:00,1=16447.66|2=16298.31|3=16401.51|4=17202.18|5=16773.58|S=1|T=20220503T1000,16520.5,1,329830,-580,-0.18,2255,0.68,-805,-0.24,-77770,-0.01,1
1996,Entry short,2022-05-03 02:00,1=16466.46|2=16313.03|3=16447.68|4=17211.78|5=16782.69|S=1|T=20220503T0600,16491.5,1,329830,-580,-0.18,2255,0.68,-805,-0.24,-77770,-0.01,1
1997,Exit long,2022-05-03 10:00,1=16452.97|2=16305.01|3=16390.83|4=17197.73|5=16769.39|S=1|T=20220503T1400,16547,1,330410,530,0.16,1470,0.44,-2675,-0.81,-77240,-0.01,1
1997,Entry long,2022-05-03 06:00,1=16447.66|2=16298.31|3=16401.51|4=17202.18|5=16773.58|S=1|T=20220503T1000,16520.5,1,330410,530,0.16,1470,0.44,-2675,-0.81,-77240,-0.01,1
1998,Exit short,2022-05-03 14:00,1=16466.92|2=16318.6|3=16380.09|4=17195.36|5=16767.12|S=1|T=20220503T1800,16531.25,1,330940,315,0.10,2825,0.85,-200,-0.06,-76925,-0.01,1
1998,Entry short,2022-05-03 10:00,1=16452.97|2=16305.01|3=16390.83|4=17197.73|5=16769.39|S=1|T=20220503T1400,16547,1,330940,315,0.10,2825,0.85,-200,-0.06,-76925,-0.01,1
1999,Exit long,2022-05-03 18:00,1=16476.57|2=16321.23|3=16365.57|4=17186.07|5=16758.89|S=1|T=20220503T2200,16547.25,1,330625,320,0.10,470,0.14,-320,-0.10,-76605,-0.01,1
1999,Entry long,2022-05-03 14:00,1=16466.92|2=16318.6|3=16380.09|4=17195.36|5=16767.12|S=1|T=20220503T1800,16531.25,1,330625,320,0.10,470,0.14,-320,-0.10,-76605,-0.01,1
2000,Exit short,2022-05-03 22:00,1=16498.11|2=16328.58|3=16355.96|4=17180.79|5=16755.83|S=1|T=20220504T0200,16532.5,1,330945,295,0.09,980,0.30,-170,-0.05,-76310,-0.01,1
2000,Entry short,2022-05-03 18:00,1=16476.57|2=16321.23|3=16365.57|4=17186.07|5=16758.89|S=1|T=20220503T2200,16547.25,1,330945,295,0.09,980,0.30,-170,-0.05,-76310,-0.01,1
2001,Exit long,2022-05-04 02:00,1=16526|2=16334.46|3=16358.2|4=17171.28|5=16748.75|S=1|T=20220504T0600,16535.25,1,330650,55,0.02,285,0.09,-840,-0.25,-76255,-0.01,1
2001,Entry long,2022-05-03 22:00,1=16498.11|2=16328.58|3=16355.96|4=17180.79|5=16755.83|S=1|T=20220504T0200,16532.5,1,330650,55,0.02,285,0.09,-840,-0.25,-76255,-0.01,1
2002,Exit short,2022-05-04 06:00,1=16658.74|2=16350.65|3=16352.6|4=17168.14|5=16747.11|S=1|T=20220504T1000,16428.5,1,330705,2135,0.65,2165,0.65,-610,-0.18,-74120,-0.01,1
2002,Entry short,2022-05-04 02:00,1=16526|2=16334.46|3=16358.2|4=17171.28|5=16748.75|S=1|T=20220504T0600,16535.25,1,330705,2135,0.65,2165,0.65,-610,-0.18,-74120,-0.01,1
2003,Exit long,2022-05-04 10:00,1=16601.09|2=16339.05|3=16331.39|4=17150.04|5=16730.4|S=1|T=20220504T1400,16553.5,1,328570,2500,0.76,3070,0.93,-2705,-0.82,-71620,-0.01,1
2003,Entry long,2022-05-04 06:00,1=16658.74|2=16350.65|3=16352.6|4=17168.14|5=16747.11|S=1|T=20220504T1000,16428.5,1,328570,2500,0.76,3070,0.93,-2705,-0.82,-71620,-0.01,1
2004,Exit short,2022-05-04 14:00,1=13139.55|2=13826.33|3=14698.92|4=15874.29|5=15542.73|S=1|T=20220504T1800,16906,1,331070,-7050,-2.13,4090,1.24,-8240,-2.49,-78670,-0.01,1
2004,Entry short,2022-05-04 10:00,1=16601.09|2=16339.05|3=16331.39|4=17150.04|5=16730.4|S=1|T=20220504T1400,16553.5,1,331070,-7050,-2.13,4090,1.24,-8240,-2.49,-78670,-0.01,1
2005,Exit long,2022-05-04 18:00,1=14483.35|2=15069.86|3=15838.95|4=16991.8|5=16655.85|S=1|T=20220504T2200,16930.25,1,338120,485,0.14,925,0.27,0,0.00,-78185,-0.01,1
2005,Entry long,2022-05-04 14:00,1=13139.55|2=13826.33|3=14698.92|4=15874.29|5=15542.73|S=1|T=20220504T1800,16906,1,338120,485,0.14,925,0.27,0,0.00,-78185,-0.01,1
2006,Exit short,2022-05-04 22:00,1=14553.33|2=15123.63|3=15805.16|4=16947.46|5=16614.21|S=1|T=20220505T0200,16952,1,338605,-435,-0.13,265,0.08,-560,-0.17,-78620,-0.01,1
2006,Entry short,2022-05-04 18:00,1=14483.35|2=15069.86|3=15838.95|4=16991.8|5=16655.85|S=1|T=20220504T2200,16930.25,1,338605,-435,-0.13,265,0.08,-560,-0.17,-78620,-0.01,1
2007,Exit long,2022-05-05 02:00,1=14744.94|2=15201.28|3=15826.72|4=16956.08|5=16620.87|S=1|T=20220505T0600,16831,1,339040,-2420,-0.71,45,0.01,-3275,-0.97,-81040,-0.01,1
2007,Entry long,2022-05-04 22:00,1=14553.33|2=15123.63|3=15805.16|4=16947.46|5=16614.21|S=1|T=20220505T0200,16952,1,339040,-2420,-0.71,45,0.01,-3275,-0.97,-81040,-0.01,1
2008,Exit short,2022-05-05 06:00,1=14879.51|2=15267.6|3=15831|4=16948.1|5=16612.28|S=1|T=20220505T1000,16584,1,336620,4940,1.47,5320,1.58,-650,-0.19,-76100,-0.01,1
2008,Entry short,2022-05-05 02:00,1=14744.94|2=15201.28|3=15826.72|4=16956.08|5=16620.87|S=1|T=20220505T0600,16831,1,336620,4940,1.47,5320,1.58,-650,-0.19,-76100,-0.01,1
2009,Exit long,2022-05-05 10:00,1=15304.3|2=15546.7|3=15973.81|4=17049.51|5=16707.62|S=1|T=20220505T1400,16245.5,1,331680,-6770,-2.04,50,0.02,-7545,-2.27,-82870,-0.01,1
2009,Entry long,2022-05-05 06:00,1=14879.51|2=15267.6|3=15831|4=16948.1|5=16612.28|S=1|T=20220505T1000,16584,1,331680,-6770,-2.04,50,0.02,-7545,-2.27,-82870,-0.01,1
2010,Exit short,2022-05-05 14:00,1=15214.9|2=15437.17|3=15833.82|4=16913.54|5=16573.35|S=1|T=20220505T1800,16307.25,1,324910,-1235,-0.38,2600,0.80,-1740,-0.54,-84105,-0.01,1
2010,Entry short,2022-05-05 10:00,1=15304.3|2=15546.7|3=15973.81|4=17049.51|5=16707.62|S=1|T=20220505T1400,16245.5,1,324910,-1235,-0.38,2600,0.80,-1740,-0.54,-84105,-0.01,1
2011,Exit long,2022-05-05 18:00,1=15289.63|2=15552.53|3=15878.79|4=16952.43|5=16608.08|S=1|T=20220505T2200,16216.75,1,326145,-1810,-0.55,0,0.00,-2305,-0.71,-85915,-0.01,1
2011,Entry long,2022-05-05 14:00,1=15214.9|2=15437.17|3=15833.82|4=16913.54|5=16573.35|S=1|T=20220505T1800,16307.25,1,326145,-1810,-0.55,0,0.00,-2305,-0.71,-85915,-0.01,1
2012,Exit short,2022-05-05 22:00,1=15311.06|2=15533.86|3=15832.47|4=16907.46|5=16567.52|S=1|T=20220506T0200,16255.75,1,324335,-780,-0.24,210,0.06,-1430,-0.44,-86695,-0.01,1
2012,Entry short,2022-05-05 18:00,1=15289.63|2=15552.53|3=15878.79|4=16952.43|5=16608.08|S=1|T=20220505T2200,16216.75,1,324335,-780,-0.24,210,0.06,-1430,-0.44,-86695,-0.01,1
2013,Exit long,2022-05-06 02:00,1=15311.28|2=15577.44|3=15845.62|4=16917.3|5=16578.82|S=1|T=20220506T0600,16226.75,1,325115,-580,-0.18,780,0.24,-1950,-0.60,-87275,-0.01,1
2013,Entry long,2022-05-05 22:00,1=15311.06|2=15533.86|3=15832.47|4=16907.46|5=16567.52|S=1|T=20220506T0200,16255.75,1,325115,-580,-0.18,780,0.24,-1950,-0.60,-87275,-0.01,1
2014,Exit short,2022-05-06 06:00,1=15382.52|2=15590.07|3=15835.11|4=16900.89|5=16565.81|S=1|T=20220506T1000,15960.5,1,324535,5325,1.64,5950,1.83,-1565,-0.48,-81950,-0.01,1
2014,Entry short,2022-05-06 02:00,1=15311.28|2=15577.44|3=15845.62|4=16917.3|5=16578.82|S=1|T=20220506T0600,16226.75,1,324535,5325,1.64,5950,1.83,-1565,-0.48,-81950,-0.01,1
2015,Exit long,2022-05-06 10:00,1=15372.68|2=15551.61|3=15797.11|4=16867.11|5=16548.8|S=1|T=20220506T1400,16097.75,1,319210,2745,0.86,7570,2.37,-155,-0.05,-79205,-0.01,1
2015,Entry long,2022-05-06 06:00,1=15382.52|2=15590.07|3=15835.11|4=16900.89|5=16565.81|S=1|T=20220506T1000,15960.5,1,319210,2745,0.86,7570,2.37,-155,-0.05,-79205,-0.01,1
2016,Exit short,2022-05-06 14:00,1=15433.61|2=15576.86|3=15793.7|4=16873.91|5=16561.19|S=1|T=20220506T1800,16073.75,1,321955,480,0.15,2425,0.75,-1335,-0.41,-78725,-0.01,1
2016,Entry short,2022-05-06 10:00,1=15372.68|2=15551.61|3=15797.11|4=16867.11|5=16548.8|S=1|T=20220506T1400,16097.75,1,321955,480,0.15,2425,0.75,-1335,-0.41,-78725,-0.01,1
2017,Exit long,2022-05-08 18:00,1=15483.32|2=15578.62|3=15779.64|4=16859.29|5=16549.11|S=1|T=20220508T2200,15968.5,1,321475,-2105,-0.65,0,0.00,-3090,-0.96,-80830,-0.01,1
2017,Entry long,2022-05-06 14:00,1=15433.61|2=15576.86|3=15793.7|4=16873.91|5=16561.19|S=1|T=20220506T1800,16073.75,1,321475,-2105,-0.65,0,0.00,-3090,-0.96,-80830,-0.01,1
2018,Exit short,2022-05-08 22:00,1=15507.89|2=15577.22|3=15757.11|4=16842.42|5=16533.69|S=1|T=20220509T0200,15964.75,1,319370,75,0.02,410,0.13,-920,-0.29,-80755,-0.01,1
2018,Entry short,2022-05-08 18:00,1=15483.32|2=15578.62|3=15779.64|4=16859.29|5=16549.11|S=1|T=20220508T2200,15968.5,1,319370,75,0.02,410,0.13,-920,-0.29,-80755,-0.01,1
2019,Exit long,2022-05-09 02:00,1=16164.48|2=15924.85|3=15962.11|4=17000.98|5=16685.09|S=0|T=20220509T0600,15866,1,319295,-1975,-0.62,1390,0.44,-2460,-0.77,-82730,-0.01,1
2019,Entry long,2022-05-08 22:00,1=15507.89|2=15577.22|3=15757.11|4=16842.42|5=16533.69|S=1|T=20220509T0200,15964.75,1,319295,-1975,-0.62,1390,0.44,-2460,-0.77,-82730,-0.01,1
2020,Exit short,2022-05-09 06:00,1=16006.62|2=15760.63|3=15787.37|4=16833.79|5=16528.21|S=1|T=20220509T1000,15862.25,1,317320,75,0.02,2240,0.71,-2000,-0.63,-82655,-0.01,1
2020,Entry short,2022-05-09 02:00,1=16164.48|2=15924.85|3=15962.11|4=17000.98|5=16685.09|S=0|T=20220509T0600,15866,1,317320,75,0.02,2240,0.71,-2000,-0.63,-82655,-0.01,1
2021,Exit long,2022-05-09 10:00,1=16368.46|2=16020.54|3=15941.37|4=16952.88|5=16646.35|S=0|T=20220509T1400,15666.75,1,317245,-3910,-1.23,260,0.08,-4535,-1.43,-86565,-0.01,1
2021,Entry long,2022-05-09 06:00,1=16006.62|2=15760.63|3=15787.37|4=16833.79|5=16528.21|S=1|T=20220509T1000,15862.25,1,317245,-3910,-1.23,260,0.08,-4535,-1.43,-86565,-0.01,1
2022,Exit short,2022-05-09 14:00,1=16327.41|2=15977.92|3=15858.95|4=16862.7|5=16557.21|S=0|T=20220509T1800,15615.75,1,313335,1020,0.33,2425,0.77,-1650,-0.53,-85545,-0.01,1
2022,Entry short,2022-05-09 10:00,1=16368.46|2=16020.54|3=15941.37|4=16952.88|5=16646.35|S=0|T=20220509T1400,15666.75,1,313335,1020,0.33,2425,0.77,-1650,-0.53,-85545,-0.01,1
2023,Exit long,2022-05-09 18:00,1=16243.72|2=15973|3=15797.27|4=16804.61|5=16503.83|S=0|T=20220509T2200,15643,1,312315,545,0.17,940,0.30,-2065,-0.66,-85000,-0.01,1
2023,Entry long,2022-05-09 14:00,1=16327.41|2=15977.92|3=15858.95|4=16862.7|5=16557.21|S=0|T=20220509T1800,15615.75,1,312315,545,0.17,940,0.30,-2065,-0.66,-85000,-0.01,1
2024,Exit short,2022-05-09 22:00,1=16220.71|2=15927.85|3=15778.86|4=16794.81|5=16498.09|S=0|T=20220510T0200,15745.5,1,312860,-2050,-0.66,120,0.04,-2665,-0.85,-87050,-0.01,1
2024,Entry short,2022-05-09 18:00,1=16243.72|2=15973|3=15797.27|4=16804.61|5=16503.83|S=0|T=20220509T2200,15643,1,312860,-2050,-0.66,120,0.04,-2665,-0.85,-87050,-0.01,1
2025,Exit long,2022-05-10 02:00,1=16310.65|2=15886.68|3=15773.97|4=16787.58|5=16495.41|S=0|T=20220510T0600,15763.25,1,314910,355,0.11,1670,0.53,-160,-0.05,-86695,-0.01,1
2025,Entry long,2022-05-09 22:00,1=16220.71|2=15927.85|3=15778.86|4=16794.81|5=16498.09|S=0|T=20220510T0200,15745.5,1,314910,355,0.11,1670,0.53,-160,-0.05,-86695,-0.01,1
2026,Exit short,2022-05-10 06:00,1=16296.13|2=15866.56|3=15761.27|4=16775.2|5=16486.68|S=1|T=20220510T1000,15873.75,1,315265,-2210,-0.70,1185,0.38,-3880,-1.23,-88905,-0.01,1
2026,Entry short,2022-05-10 02:00,1=16310.65|2=15886.68|3=15773.97|4=16787.58|5=16495.41|S=0|T=20220510T0600,15763.25,1,315265,-2210,-0.70,1185,0.38,-3880,-1.23,-88905,-0.01,1
2027,Exit long,2022-05-10 10:00,1=16286.45|2=15850.61|3=15764.04|4=16770.8|5=16484.13|S=1|T=20220510T1400,15924,1,317475,1005,0.32,1465,0.46,-5870,-1.85,-87900,-0.01,1
2027,Entry long,2022-05-10 06:00,1=16296.13|2=15866.56|3=15761.27|4=16775.2|5=16486.68|S=1|T=20220510T1000,15873.75,1,317475,1005,0.32,1465,0.46,-5870,-1.85,-87900,-0.01,1
2028,Exit short,2022-05-10 14:00,1=16348.83|2=15886.39|3=15768.48|4=16771.1|5=16485.33|S=0|T=20220510T1800,15744.5,1,318480,3590,1.13,3975,1.25,-115,-0.04,-84310,-0.01,1
2028,Entry short,2022-05-10 10:00,1=16286.45|2=15850.61|3=15764.04|4=16770.8|5=16484.13|S=1|T=20220510T1400,15924,1,318480,3590,1.13,3975,1.25,-115,-0.04,-84310,-0.01,1
2029,Exit long,2022-05-10 18:00,1=15901|2=15521.24|3=15526.08|4=16579.25|5=16302.84|S=1|T=20220510T2200,15824,1,314890,1590,0.50,1720,0.55,-275,-0.09,-82720,-0.01,1
2029,Entry long,2022-05-10 14:00,1=16348.83|2=15886.39|3=15768.48|4=16771.1|5=16485.33|S=0|T=20220510T1800,15744.5,1,314890,1590,0.50,1720,0.55,-275,-0.09,-82720,-0.01,1
2030,Exit short,2022-05-10 22:00,1=16111.55|2=15684.9|3=15664.13|4=16720.21|5=16446.25|S=1|T=20220511T0200,15849.5,1,316480,-510,-0.16,130,0.04,-1005,-0.32,-83230,-0.01,1
2030,Entry short,2022-05-10 18:00,1=15901|2=15521.24|3=15526.08|4=16579.25|5=16302.84|S=1|T=20220510T2200,15824,1,316480,-510,-0.16,130,0.04,-1005,-0.32,-83230,-0.01,1
2031,Exit long,2022-05-11 02:00,1=16152.35|2=15678.27|3=15649.76|4=16703.13|5=16430.96|S=1|T=20220511T0600,15921,1,316990,1430,0.45,1765,0.56,-1075,-0.34,-81800,-0.01,1
2031,Entry long,2022-05-10 22:00,1=16111.55|2=15684.9|3=15664.13|4=16720.21|5=16446.25|S=1|T=20220511T0200,15849.5,1,316990,1430,0.45,1765,0.56,-1075,-0.34,-81800,-0.01,1
2032,Exit short,2022-05-11 06:00,1=16234.15|2=15646.36|3=15652.36|4=16720.14|5=16433.2|S=1|T=20220511T1000,15797,1,318420,2480,0.78,8190,2.57,-850,-0.27,-79320,-0.01,1
2032,Entry short,2022-05-11 02:00,1=16152.35|2=15678.27|3=15649.76|4=16703.13|5=16430.96|S=1|T=20220511T0600,15921,1,318420,2480,0.78,8190,2.57,-850,-0.27,-79320,-0.01,1
2033,Exit long,2022-05-11 10:00,1=16321.2|2=15678.98|3=15648.57|4=16715.77|5=16431.05|S=0|T=20220511T1400,15418,1,315940,-7580,-2.40,845,0.27,-7695,-2.44,-86900,-0.01,1
2033,Entry long,2022-05-11 06:00,1=16234.15|2=15646.36|3=15652.36|4=16720.14|5=16433.2|S=1|T=20220511T1000,15797,1,315940,-7580,-2.40,845,0.27,-7695,-2.44,-86900,-0.01,1
2034,Exit short,2022-05-11 14:00,1=16292.9|2=15554.62|3=15589.16|4=16666.02|5=16384.66|S=0|T=20220511T1800,15421.75,1,308360,-75,-0.02,1385,0.45,-3195,-1.04,-86975,-0.01,1
2034,Entry short,2022-05-11 10:00,1=16321.2|2=15678.98|3=15648.57|4=16715.77|5=16431.05|S=0|T=20220511T1400,15418,1,308360,-75,-0.02,1385,0.45,-3195,-1.04,-86975,-0.01,1
2035,Exit long,2022-05-11 18:00,1=16290.78|2=15529.75|3=15558.48|4=16645.51|5=16369.25|S=0|T=20220511T2200,15466,1,308435,885,0.29,1215,0.39,-1800,-0.58,-86090,-0.01,1
2035,Entry long,2022-05-11 14:00,1=16292.9|2=15554.62|3=15589.16|4=16666.02|5=16384.66|S=0|T=20220511T1800,15421.75,1,308435,885,0.29,1215,0.39,-1800,-0.58,-86090,-0.01,1
2036,Exit short,2022-05-11 22:00,1=16349.43|2=15533.98|3=15555.42|4=16649.03|5=16374.04|S=0|T=20220512T0200,15321,1,309320,2900,0.94,3075,0.99,-220,-0.07,-83190,-0.01,1
2036,Entry short,2022-05-11 18:00,1=16290.78|2=15529.75|3=15558.48|4=16645.51|5=16369.25|S=0|T=20220511T2200,15466,1,309320,2900,0.94,3075,0.99,-220,-0.07,-83190,-0.01,1
2037,Exit long,2022-05-12 02:00,1=16355.27|2=15499.01|3=15515.91|4=16619.23|5=16352.66|S=0|T=20220512T0600,15244.25,1,306420,-1535,-0.50,1225,0.40,-2345,-0.77,-84725,-0.01,1
2037,Entry long,2022-05-11 22:00,1=16349.43|2=15533.98|3=15555.42|4=16649.03|5=16374.04|S=0|T=20220512T0200,15321,1,306420,-1535,-0.50,1225,0.40,-2345,-0.77,-84725,-0.01,1
2038,Exit short,2022-05-12 06:00,1=15132.28|2=15476.39|3=15488.54|4=16598.13|5=16325.44|S=0|T=20220512T1000,15206,1,304885,765,0.25,2815,0.92,-1690,-0.55,-83960,-0.01,1
2038,Entry short,2022-05-12 02:00,1=16355.27|2=15499.01|3=15515.91|4=16619.23|5=16352.66|S=0|T=20220512T0600,15244.25,1,304885,765,0.25,2815,0.92,-1690,-0.55,-83960,-0.01,1
2039,Exit long,2022-05-12 10:00,1=15159.72|2=15483.86|3=15484.35|4=16604.94|5=16326.85|S=0|T=20220512T1400,15151.5,1,304120,-1090,-0.36,6740,2.22,-1550,-0.51,-85050,-0.01,1
2039,Entry long,2022-05-12 06:00,1=15132.28|2=15476.39|3=15488.54|4=16598.13|5=16325.44|S=0|T=20220512T1000,15206,1,304120,-1090,-0.36,6740,2.22,-1550,-0.51,-85050,-0.01,1
2040,Exit short,2022-05-12 14:00,1=15042.61|2=15511.82|3=15419.51|4=16553.71|5=16284.18|S=0|T=20220512T1800,15283.5,1,303030,-2640,-0.87,1045,0.34,-4305,-1.42,-87690,-0.01,1
2040,Entry short,2022-05-12 10:00,1=15159.72|2=15483.86|3=15484.35|4=16604.94|5=16326.85|S=0|T=20220512T1400,15151.5,1,303030,-2640,-0.87,1045,0.34,-4305,-1.42,-87690,-0.01,1
2041,Exit long,2022-05-12 18:00,1=15022.63|2=15502.95|3=15411.95|4=16550.38|5=16293.94|S=1|T=20220512T2200,15479.25,1,305670,3915,1.28,4355,1.42,0,0.00,-83775,-0.01,1
2041,Entry long,2022-05-12 14:00,1=15042.61|2=15511.82|3=15419.51|4=16553.71|5=16284.18|S=0|T=20220512T1800,15283.5,1,305670,3915,1.28,4355,1.42,0,0.00,-83775,-0.01,1
2042,Exit short,2022-05-12 22:00,1=15029.59|2=15513|3=15407.97|4=16545.78|5=16294.32|S=1|T=20220513T0200,15528.75,1,309585,-990,-0.32,200,0.06,-1575,-0.51,-84765,-0.01,1
2042,Entry short,2022-05-12 18:00,1=15022.63|2=15502.95|3=15411.95|4=16550.38|5=16293.94|S=1|T=20220512T2200,15479.25,1,309585,-990,-0.32,200,0.06,-1575,-0.51,-84765,-0.01,1
2043,Exit long,2022-05-13 02:00,1=15119.88|2=15491.34|3=15386.72|4=16525.28|5=16278.3|S=1|T=20220513T0600,15548.5,1,310575,395,0.13,1235,0.40,-1000,-0.32,-84370,-0.01,1
2043,Entry long,2022-05-12 22:00,1=15029.59|2=15513|3=15407.97|4=16545.78|5=16294.32|S=1|T=20220513T0200,15528.75,1,310575,395,0.13,1235,0.40,-1000,-0.32,-84370,-0.01,1
2044,Exit short,2022-05-13 06:00,1=15016.66|2=15434.42|3=15343.29|4=16481.08|5=16241.31|S=1|T=20220513T1000,15653.5,1,310970,-2100,-0.68,1470,0.47,-2810,-0.90,-86470,-0.01,1
2044,Entry short,2022-05-13 02:00,1=15119.88|2=15491.34|3=15386.72|4=16525.28|5=16278.3|S=1|T=20220513T0600,15548.5,1,310970,-2100,-0.68,1470,0.47,-2810,-0.90,-86470,-0.01,1
2045,Exit long,2022-05-13 10:00,1=15042.36|2=15442.56|3=15332.39|4=16484.52|5=16249.89|S=1|T=20220513T1400,15713.5,1,313070,1200,0.38,3745,1.20,-130,-0.04,-85270,-0.01,1
2045,Entry long,2022-05-13 06:00,1=15016.66|2=15434.42|3=15343.29|4=16481.08|5=16241.31|S=1|T=20220513T1000,15653.5,1,313070,1200,0.38,3745,1.20,-130,-0.04,-85270,-0.01,1
2046,Exit short,2022-05-13 14:00,1=14968.02|2=15454.5|3=15294.47|4=16448.25|5=16220.38|S=1|T=20220513T1800,15774.25,1,314270,-1215,-0.39,1695,0.54,-2575,-0.82,-86485,-0.01,1
2046,Entry short,2022-05-13 10:00,1=15042.36|2=15442.56|3=15332.39|4=16484.52|5=16249.89|S=1|T=20220513T1400,15713.5,1,314270,-1215,-0.39,1695,0.54,-2575,-0.82,-86485,-0.01,1
2047,Exit long,2022-05-15 18:00,1=15037.18|2=15497.11|3=15319.21|4=16466.9|5=16242.79|S=1|T=20220515T2200,15793,1,315485,375,0.12,2695,0.85,0,0.00,-86110,-0.01,1
2047,Entry long,2022-05-13 14:00,1=14968.02|2=15454.5|3=15294.47|4=16448.25|5=16220.38|S=1|T=20220513T1800,15774.25,1,315485,375,0.12,2695,0.85,0,0.00,-86110,-0.01,1
2048,Exit short,2022-05-15 22:00,1=15099.33|2=15519.3|3=15324.25|4=16465.44|5=16243.86|S=1|T=20220516T0200,15731,1,315860,1240,0.39,2930,0.93,0,0.00,-84870,-0.01,1
2048,Entry short,2022-05-15 18:00,1=15037.18|2=15497.11|3=15319.21|4=16466.9|5=16242.79|S=1|T=20220515T2200,15793,1,315860,1240,0.39,2930,0.93,0,0.00,-84870,-0.01,1
2049,Exit long,2022-05-16 02:00,1=15133.15|2=15564.82|3=15325.24|4=16455.44|5=16237.82|S=1|T=20220516T0600,15702.75,1,314620,-565,-0.18,690,0.22,-1810,-0.58,-85435,-0.01,1
2049,Entry long,2022-05-15 22:00,1=15099.33|2=15519.3|3=15324.25|4=16465.44|5=16243.86|S=1|T=20220516T0200,15731,1,314620,-565,-0.18,690,0.22,-1810,-0.58,-85435,-0.01,1
2050,Exit short,2022-05-16 06:00,1=15149.39|2=15586.02|3=15306.4|4=16434.55|5=16218.17|S=1|T=20220516T1000,15663.25,1,314055,790,0.25,1510,0.48,-2425,-0.77,-84645,-0.01,1
2050,Entry short,2022-05-16 02:00,1=15133.15|2=15564.82|3=15325.24|4=16455.44|5=16237.82|S=1|T=20220516T0600,15702.75,1,314055,790,0.25,1510,0.48,-2425,-0.77,-84645,-0.01,1
2051,Exit long,2022-05-16 10:00,1=15140.19|2=15591.94|3=15285.44|4=16409.36|5=16196.86|S=1|T=20220516T1400,15733.25,1,313265,1400,0.45,2445,0.78,-1255,-0.40,-83245,-0.01,1
2051,Entry long,2022-05-16 06:00,1=15149.39|2=15586.02|3=15306.4|4=16434.55|5=16218.17|S=1|T=20220516T1000,15663.25,1,313265,1400,0.45,2445,0.78,-1255,-0.40,-83245,-0.01,1
2052,Exit short,2022-05-16 14:00,1=15180.76|2=15644.49|3=15292.56|4=16411.52|5=16202.14|S=1|T=20220516T1800,15647,1,314665,1725,0.55,2215,0.70,-1600,-0.51,-81520,-0.01,1
2052,Entry short,2022-05-16 10:00,1=15140.19|2=15591.94|3=15285.44|4=16409.36|5=16196.86|S=1|T=20220516T1400,15733.25,1,314665,1725,0.55,2215,0.70,-1600,-0.51,-81520,-0.01,1
