Trade number,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net PnL USD,Return %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative PnL USD,Cumulative PnL %,Duration (bars)
1,Exit long,2021-01-17 22:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210118T0300,16158,1,323030,130,0.04,500,0.15,-305,-0.09,130,0.00,1
1,Entry long,2021-01-17 18:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210117T2300,16151.5,1,323030,130,0.04,500,0.15,-305,-0.09,130,0.00,1
2,Exit short,2021-01-18 02:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210118T0700,16171.25,1,323160,-265,-0.08,210,0.06,-375,-0.12,-135,0.00,1
2,Entry short,2021-01-17 22:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210118T0300,16158,1,323160,-265,-0.08,210,0.06,-375,-0.12,-135,0.00,1
3,Exit long,2021-01-18 06:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210118T1100,16195.5,1,323425,485,0.15,605,0.19,-115,-0.04,350,0.00,1
3,Entry long,2021-01-18 02:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210118T0700,16171.25,1,323425,485,0.15,605,0.19,-115,-0.04,350,0.00,1
4,Exit short,2021-01-18 10:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210118T1500,16198.75,1,323910,-65,-0.02,345,0.11,-90,-0.03,285,0.00,1
4,Entry short,2021-01-18 06:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210118T1100,16195.5,1,323910,-65,-0.02,345,0.11,-90,-0.03,285,0.00,1
5,Exit long,2021-01-18 18:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210118T2300,16275.5,1,323975,1535,0.47,1610,0.50,-65,-0.02,1820,0.00,1
5,Entry long,2021-01-18 10:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210118T1500,16198.75,1,323975,1535,0.47,1610,0.50,-65,-0.02,1820,0.00,1
6,Exit short,2021-01-18 22:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210119T0300,16299.75,1,325510,-485,-0.15,30,0.01,-1165,-0.36,1335,0.00,1
6,Entry short,2021-01-18 18:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210118T2300,16275.5,1,325510,-485,-0.15,30,0.01,-1165,-0.36,1335,0.00,1
7,Exit long,2021-01-19 02:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210119T0700,16311,1,325995,225,0.07,500,0.15,-150,-0.05,1560,0.00,1
7,Entry long,2021-01-18 22:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210119T0300,16299.75,1,325995,225,0.07,500,0.15,-150,-0.05,1560,0.00,1
8,Exit short,2021-01-19 06:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210119T1100,16269,1,326220,840,0.26,1315,0.40,-175,-0.05,2400,0.00,1
8,Entry short,2021-01-19 02:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210119T0700,16311,1,326220,840,0.26,1315,0.40,-175,-0.05,2400,0.00,1
9,Exit long,2021-01-19 10:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210119T1500,16373.5,1,325380,2090,0.64,2145,0.66,-700,-0.22,4490,0.00,1
9,Entry long,2021-01-19 06:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210119T1100,16269,1,325380,2090,0.64,2145,0.66,-700,-0.22,4490,0.00,1
10,Exit short,2021-01-19 14:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210119T1900,16417.5,1,327470,-880,-0.27,475,0.15,-880,-0.27,3610,0.00,1
10,Entry short,2021-01-19 10:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210119T1500,16373.5,1,327470,-880,-0.27,475,0.15,-880,-0.27,3610,0.00,1
11,Exit long,2021-01-19 18:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210119T2300,16431.25,1,328350,275,0.08,435,0.13,-315,-0.10,3885,0.00,1
11,Entry long,2021-01-19 14:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210119T1900,16417.5,1,328350,275,0.08,435,0.13,-315,-0.10,3885,0.00,1
12,Exit short,2021-01-19 22:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210120T0300,16448.25,1,328625,-340,-0.10,500,0.15,-540,-0.16,3545,0.00,1
12,Entry short,2021-01-19 18:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210119T2300,16431.25,1,328625,-340,-0.10,500,0.15,-540,-0.16,3545,0.00,1
13,Exit long,2021-01-20 02:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210120T0700,16480,1,328965,635,0.19,720,0.22,-350,-0.11,4180,0.00,1
13,Entry long,2021-01-19 22:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210120T0300,16448.25,1,328965,635,0.19,720,0.22,-350,-0.11,4180,0.00,1
14,Exit short,2021-01-20 06:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210120T1100,16549,1,329600,-1380,-0.42,300,0.09,-1995,-0.61,2800,0.00,1
14,Entry short,2021-01-20 02:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210120T0700,16480,1,329600,-1380,-0.42,300,0.09,-1995,-0.61,2800,0.00,1
15,Exit long,2021-01-20 10:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210120T1500,16665.25,1,330980,2325,0.70,2605,0.79,-15,0.00,5125,0.00,1
15,Entry long,2021-01-20 06:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210120T1100,16549,1,330980,2325,0.70,2605,0.79,-15,0.00,5125,0.00,1
16,Exit short,2021-01-20 14:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210120T1900,16675.25,1,333305,-200,-0.06,280,0.08,-930,-0.28,4925,0.00,1
16,Entry short,2021-01-20 10:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210120T1500,16665.25,1,333305,-200,-0.06,280,0.08,-930,-0.28,4925,0.00,1
17,Exit long,2021-01-20 18:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210120T2300,16749.75,1,333505,1490,0.45,1850,0.55,-50,-0.01,6415,0.00,1
17,Entry long,2021-01-20 14:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210120T1900,16675.25,1,333505,1490,0.45,1850,0.55,-50,-0.01,6415,0.00,1
18,Exit short,2021-01-20 22:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210121T0300,16743,1,334995,135,0.04,400,0.12,-540,-0.16,6550,0.00,1
18,Entry short,2021-01-20 18:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210120T2300,16749.75,1,334995,135,0.04,400,0.12,-540,-0.16,6550,0.00,1
19,Exit long,2021-01-21 02:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210121T0700,16736.75,1,334860,-125,-0.04,300,0.09,-465,-0.14,6425,0.00,1
19,Entry long,2021-01-20 22:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210121T0300,16743,1,334860,-125,-0.04,300,0.09,-465,-0.14,6425,0.00,1
20,Exit short,2021-01-21 06:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210121T1100,16702,1,334735,695,0.21,1375,0.41,-310,-0.09,7120,0.00,1
20,Entry short,2021-01-21 02:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210121T0700,16736.75,1,334735,695,0.21,1375,0.41,-310,-0.09,7120,0.00,1
21,Exit long,2021-01-21 10:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210121T1500,16749.75,1,334040,955,0.29,1510,0.45,-175,-0.05,8075,0.00,1
21,Entry long,2021-01-21 06:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210121T1100,16702,1,334040,955,0.29,1510,0.45,-175,-0.05,8075,0.00,1
22,Exit short,2021-01-21 14:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210121T1900,16781.75,1,334995,-640,-0.19,40,0.01,-1170,-0.35,7435,0.00,1
22,Entry short,2021-01-21 10:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210121T1500,16749.75,1,334995,-640,-0.19,40,0.01,-1170,-0.35,7435,0.00,1
23,Exit long,2021-01-21 18:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210121T2300,16737,1,335635,-895,-0.27,105,0.03,-1285,-0.38,6540,0.00,1
23,Entry long,2021-01-21 14:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210121T1900,16781.75,1,335635,-895,-0.27,105,0.03,-1285,-0.38,6540,0.00,1
24,Exit short,2021-01-21 22:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210122T0300,16735.75,1,334740,25,0.01,335,0.10,-230,-0.07,6565,0.00,1
24,Entry short,2021-01-21 18:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210121T2300,16737,1,334740,25,0.01,335,0.10,-230,-0.07,6565,0.00,1
25,Exit long,2021-01-22 02:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210122T0700,16704,1,334715,-635,-0.19,105,0.03,-795,-0.24,5930,0.00,1
25,Entry long,2021-01-21 22:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210122T0300,16735.75,1,334715,-635,-0.19,105,0.03,-795,-0.24,5930,0.00,1
26,Exit short,2021-01-22 06:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210122T1100,16768,1,334080,-1280,-0.38,380,0.11,-1415,-0.42,4650,0.00,1
26,Entry short,2021-01-22 02:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210122T0700,16704,1,334080,-1280,-0.38,380,0.11,-1415,-0.42,4650,0.00,1
27,Exit long,2021-01-22 10:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210122T1500,16742.25,1,335360,-515,-0.15,170,0.05,-1205,-0.36,4135,0.00,1
27,Entry long,2021-01-22 06:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210122T1100,16768,1,335360,-515,-0.15,170,0.05,-1205,-0.36,4135,0.00,1
28,Exit short,2021-01-22 14:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210122T1900,16740,1,334845,45,0.01,280,0.08,-790,-0.24,4180,0.00,1
28,Entry short,2021-01-22 10:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210122T1500,16742.25,1,334845,45,0.01,280,0.08,-790,-0.24,4180,0.00,1
29,Exit long,2021-01-24 18:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210124T2300,16844.25,1,334800,2085,0.62,2125,0.63,0,0.00,6265,0.00,1
29,Entry long,2021-01-22 14:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210122T1900,16740,1,334800,2085,0.62,2125,0.63,0,0.00,6265,0.00,1
30,Exit short,2021-01-24 22:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210125T0300,16844,1,336885,5,0.00,150,0.04,-190,-0.06,6270,0.00,1
30,Entry short,2021-01-24 18:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210124T2300,16844.25,1,336885,5,0.00,150,0.04,-190,-0.06,6270,0.00,1
31,Exit long,2021-01-25 02:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210125T0700,16875.25,1,336880,625,0.19,765,0.23,-135,-0.04,6895,0.00,1
31,Entry long,2021-01-24 22:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210125T0300,16844,1,336880,625,0.19,765,0.23,-135,-0.04,6895,0.00,1
32,Exit short,2021-01-25 06:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210125T1100,16924.25,1,337505,-980,-0.29,400,0.12,-1280,-0.38,5915,0.00,1
32,Entry short,2021-01-25 02:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210125T0700,16875.25,1,337505,-980,-0.29,400,0.12,-1280,-0.38,5915,0.00,1
33,Exit long,2021-01-25 10:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210125T1500,16819.25,1,338485,-2100,-0.62,225,0.07,-7010,-2.07,3815,0.00,1
33,Entry long,2021-01-25 06:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210125T1100,16924.25,1,338485,-2100,-0.62,225,0.07,-7010,-2.07,3815,0.00,1
34,Exit short,2021-01-25 14:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210125T1900,16849,1,336385,-595,-0.18,1180,0.35,-985,-0.29,3220,0.00,1
34,Entry short,2021-01-25 10:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210125T1500,16819.25,1,336385,-595,-0.18,1180,0.35,-985,-0.29,3220,0.00,1
35,Exit long,2021-01-25 18:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210125T2300,16817,1,336980,-640,-0.19,240,0.07,-750,-0.22,2580,0.00,1
35,Entry long,2021-01-25 14:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210125T1900,16849,1,336980,-640,-0.19,240,0.07,-750,-0.22,2580,0.00,1
36,Exit short,2021-01-25 22:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210126T0300,16773.75,1,336340,865,0.26,1040,0.31,-70,-0.02,3445,0.00,1
36,Entry short,2021-01-25 18:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210125T2300,16817,1,336340,865,0.26,1040,0.31,-70,-0.02,3445,0.00,1
37,Exit long,2021-01-26 02:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210126T0700,16820.75,1,335475,940,0.28,1355,0.40,-35,-0.01,4385,0.00,1
37,Entry long,2021-01-25 22:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210126T0300,16773.75,1,335475,940,0.28,1355,0.40,-35,-0.01,4385,0.00,1
38,Exit short,2021-01-26 06:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210126T1100,16862.75,1,336415,-840,-0.25,185,0.05,-1465,-0.44,3545,0.00,1
38,Entry short,2021-01-26 02:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210126T0700,16820.75,1,336415,-840,-0.25,185,0.05,-1465,-0.44,3545,0.00,1
39,Exit long,2021-01-26 10:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210126T1500,16885,1,337255,445,0.13,1100,0.33,-755,-0.22,3990,0.00,1
39,Entry long,2021-01-26 06:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210126T1100,16862.75,1,337255,445,0.13,1100,0.33,-755,-0.22,3990,0.00,1
40,Exit short,2021-01-26 14:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210126T1900,16937,1,337700,-1040,-0.31,625,0.19,-1990,-0.59,2950,0.00,1
40,Entry short,2021-01-26 10:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210126T1500,16885,1,337700,-1040,-0.31,625,0.19,-1990,-0.59,2950,0.00,1
41,Exit long,2021-01-26 18:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210126T2300,16931.25,1,338740,-115,-0.03,685,0.20,-310,-0.09,2835,0.00,1
41,Entry long,2021-01-26 14:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210126T1900,16937,1,338740,-115,-0.03,685,0.20,-310,-0.09,2835,0.00,1
42,Exit short,2021-01-26 22:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210127T0300,16939.75,1,338625,-170,-0.05,225,0.07,-530,-0.16,2665,0.00,1
42,Entry short,2021-01-26 18:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210126T2300,16931.25,1,338625,-170,-0.05,225,0.07,-530,-0.16,2665,0.00,1
43,Exit long,2021-01-27 02:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210127T0700,16910,1,338795,-595,-0.18,230,0.07,-640,-0.19,2070,0.00,1
43,Entry long,2021-01-26 22:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210127T0300,16939.75,1,338795,-595,-0.18,230,0.07,-640,-0.19,2070,0.00,1
44,Exit short,2021-01-27 06:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210127T1100,16665.25,1,338200,4895,1.45,7080,2.09,0,0.00,6965,0.00,1
44,Entry short,2021-01-27 02:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210127T0700,16910,1,338200,4895,1.45,7080,2.09,0,0.00,6965,0.00,1
45,Exit long,2021-01-27 10:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210127T1500,16653,1,333305,-245,-0.07,2055,0.62,-1540,-0.46,6720,0.00,1
45,Entry long,2021-01-27 06:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210127T1100,16665.25,1,333305,-245,-0.07,2055,0.62,-1540,-0.46,6720,0.00,1
46,Exit short,2021-01-27 14:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210127T1900,16446.5,1,333060,4130,1.24,7670,2.30,-705,-0.21,10850,0.00,1
46,Entry short,2021-01-27 10:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210127T1500,16653,1,333060,4130,1.24,7670,2.30,-705,-0.21,10850,0.00,1
47,Exit long,2021-01-27 18:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210127T2300,16445.25,1,328930,-25,-0.01,1360,0.41,-2135,-0.65,10825,0.00,1
47,Entry long,2021-01-27 14:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210127T1900,16446.5,1,328930,-25,-0.01,1360,0.41,-2135,-0.65,10825,0.00,1
48,Exit short,2021-01-27 22:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210128T0300,16406,1,328905,785,0.24,1180,0.36,-530,-0.16,11610,0.00,1
48,Entry short,2021-01-27 18:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210127T2300,16445.25,1,328905,785,0.24,1180,0.36,-530,-0.16,11610,0.00,1
49,Exit long,2021-01-28 02:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210128T0700,16345.5,1,328120,-1210,-0.37,365,0.11,-2300,-0.70,10400,0.00,1
49,Entry long,2021-01-27 22:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210128T0300,16406,1,328120,-1210,-0.37,365,0.11,-2300,-0.70,10400,0.00,1
50,Exit short,2021-01-28 06:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210128T1100,16573.5,1,326910,-4560,-1.39,380,0.12,-5760,-1.76,5840,0.00,1
50,Entry short,2021-01-28 02:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210128T0700,16345.5,1,326910,-4560,-1.39,380,0.12,-5760,-1.76,5840,0.00,1
51,Exit long,2021-01-28 10:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210128T1500,16761.25,1,331470,3755,1.13,4105,1.24,-155,-0.05,9595,0.00,1
51,Entry long,2021-01-28 06:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210128T1100,16573.5,1,331470,3755,1.13,4105,1.24,-155,-0.05,9595,0.00,1
52,Exit short,2021-01-28 14:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210128T1900,16536.5,1,335225,4495,1.34,5070,1.51,-175,-0.05,14090,0.00,1
52,Entry short,2021-01-28 10:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210128T1500,16761.25,1,335225,4495,1.34,5070,1.51,-175,-0.05,14090,0.00,1
53,Exit long,2021-01-28 18:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210128T2300,16455.25,1,330730,-1625,-0.49,725,0.22,-1915,-0.58,12465,0.00,1
53,Entry long,2021-01-28 14:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210128T1900,16536.5,1,330730,-1625,-0.49,725,0.22,-1915,-0.58,12465,0.00,1
54,Exit short,2021-01-28 22:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210129T0300,16445.25,1,329105,200,0.06,2145,0.65,-115,-0.03,12665,0.00,1
54,Entry short,2021-01-28 18:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210128T2300,16455.25,1,329105,200,0.06,2145,0.65,-115,-0.03,12665,0.00,1
55,Exit long,2021-01-29 02:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210129T0700,16423.25,1,328905,-440,-0.13,285,0.09,-2540,-0.77,12225,0.00,1
55,Entry long,2021-01-28 22:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210129T0300,16445.25,1,328905,-440,-0.13,285,0.09,-2540,-0.77,12225,0.00,1
56,Exit short,2021-01-29 06:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210129T1100,16467.5,1,328465,-885,-0.27,855,0.26,-2570,-0.78,11340,0.00,1
56,Entry short,2021-01-29 02:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210129T0700,16423.25,1,328465,-885,-0.27,855,0.26,-2570,-0.78,11340,0.00,1
57,Exit long,2021-01-29 10:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210129T1500,16272.75,1,329350,-3895,-1.18,1490,0.45,-5075,-1.54,7445,0.00,1
57,Entry long,2021-01-29 06:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210129T1100,16467.5,1,329350,-3895,-1.18,1490,0.45,-5075,-1.54,7445,0.00,1
58,Exit short,2021-01-29 14:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210129T1900,16255.25,1,325455,350,0.11,490,0.15,-2660,-0.82,7795,0.00,1
58,Entry short,2021-01-29 10:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210129T1500,16272.75,1,325455,350,0.11,490,0.15,-2660,-0.82,7795,0.00,1
59,Exit long,2021-01-31 18:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210131T2300,16265.25,1,325105,200,0.06,510,0.16,-2865,-0.88,7995,0.00,1
59,Entry long,2021-01-29 14:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210129T1900,16255.25,1,325105,200,0.06,510,0.16,-2865,-0.88,7995,0.00,1
60,Exit short,2021-01-31 22:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210201T0300,16350,1,325305,-1695,-0.52,160,0.05,-2045,-0.63,6300,0.00,1
60,Entry short,2021-01-31 18:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210131T2300,16265.25,1,325305,-1695,-0.52,160,0.05,-2045,-0.63,6300,0.00,1
61,Exit long,2021-02-01 02:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210201T0700,16421.25,1,327000,1425,0.44,1935,0.59,-680,-0.21,7725,0.00,1
61,Entry long,2021-01-31 22:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210201T0300,16350,1,327000,1425,0.44,1935,0.59,-680,-0.21,7725,0.00,1
62,Exit short,2021-02-01 06:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210201T1100,16404,1,328425,345,0.11,1325,0.40,-1350,-0.41,8070,0.00,1
62,Entry short,2021-02-01 02:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210201T0700,16421.25,1,328425,345,0.11,1325,0.40,-1350,-0.41,8070,0.00,1
63,Exit long,2021-02-01 10:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210201T1500,16646,1,328080,4840,1.48,5045,1.54,-640,-0.20,12910,0.00,1
63,Entry long,2021-02-01 06:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210201T1100,16404,1,328080,4840,1.48,5045,1.54,-640,-0.20,12910,0.00,1
64,Exit short,2021-02-01 14:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210201T1900,16620,1,332920,520,0.16,1100,0.33,-160,-0.05,13430,0.00,1
64,Entry short,2021-02-01 10:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210201T1500,16646,1,332920,520,0.16,1100,0.33,-160,-0.05,13430,0.00,1
65,Exit long,2021-02-01 18:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210201T2300,16734,1,332400,2280,0.69,2720,0.82,-95,-0.03,15710,0.00,1
65,Entry long,2021-02-01 14:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210201T1900,16620,1,332400,2280,0.69,2720,0.82,-95,-0.03,15710,0.00,1
66,Exit short,2021-02-01 22:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210202T0300,16708.75,1,334680,505,0.15,915,0.27,-75,-0.02,16215,0.00,1
66,Entry short,2021-02-01 18:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210201T2300,16734,1,334680,505,0.15,915,0.27,-75,-0.02,16215,0.00,1
67,Exit long,2021-02-02 02:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210202T0700,16747.75,1,334175,780,0.23,1090,0.33,-455,-0.14,16995,0.00,1
67,Entry long,2021-02-01 22:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210202T0300,16708.75,1,334175,780,0.23,1090,0.33,-455,-0.14,16995,0.00,1
68,Exit short,2021-02-02 06:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210202T1100,16766.25,1,334955,-370,-0.11,740,0.22,-1205,-0.36,16625,0.00,1
68,Entry short,2021-02-02 02:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210202T0700,16747.75,1,334955,-370,-0.11,740,0.22,-1205,-0.36,16625,0.00,1
69,Exit long,2021-02-02 10:00,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=0|T=20210202T1500,16856.25,1,335325,1800,0.54,2070,0.62,-260,-0.08,18425,0.00,1
