Date and time,Type,Signal
2026-04-30 20:15:00,Exit long,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=27922.5|T=20260501T0015
2026-04-30 20:00:00,Entry long,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=27892.75|T=20260501T0000
2026-04-30 20:30:00,Exit short,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=27924|T=20260501T0030
2026-04-30 20:15:00,Entry short,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=27922.5|T=20260501T0015
2026-04-30 20:45:00,Exit long,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=27918.25|T=20260501T0045
2026-04-30 20:30:00,Entry long,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=27924|T=20260501T0030
2026-04-30 21:00:00,Exit short,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=27931|T=20260501T0100
2026-04-30 20:45:00,Entry short,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=27918.25|T=20260501T0045
2026-04-30 21:15:00,Exit long,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=27939.25|T=20260501T0115
2026-04-30 21:00:00,Entry long,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=27931|T=20260501T0100
2026-04-30 21:30:00,Exit short,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=27938.75|T=20260501T0130
2026-04-30 21:15:00,Entry short,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=27939.25|T=20260501T0115
2026-04-30 21:45:00,Exit long,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=27943|T=20260501T0145
2026-04-30 21:30:00,Entry long,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=27938.75|T=20260501T0130
2026-04-30 22:00:00,Exit short,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=27937.25|T=20260501T0200
2026-04-30 21:45:00,Entry short,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=27943|T=20260501T0145
2026-04-30 22:15:00,Exit long,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=27930.75|T=20260501T0215
2026-04-30 22:00:00,Entry long,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=27937.25|T=20260501T0200
2026-04-30 22:30:00,Exit short,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=27921.25|T=20260501T0230
2026-04-30 22:15:00,Entry short,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=27930.75|T=20260501T0215
2026-04-30 22:45:00,Exit long,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=27934.75|T=20260501T0245
2026-04-30 22:30:00,Entry long,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=27921.25|T=20260501T0230
2026-04-30 23:00:00,Exit short,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=27942.75|T=20260501T0300
2026-04-30 22:45:00,Entry short,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=27934.75|T=20260501T0245
2026-04-30 23:15:00,Exit long,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=27949.5|T=20260501T0315
2026-04-30 23:00:00,Entry long,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=27942.75|T=20260501T0300
2026-04-30 23:30:00,Exit short,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=27932.75|T=20260501T0330
2026-04-30 23:15:00,Entry short,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=27949.5|T=20260501T0315
2026-04-30 23:45:00,Exit long,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=27935.75|T=20260501T0345
2026-04-30 23:30:00,Entry long,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=27932.75|T=20260501T0330
2026-05-01 00:00:00,Exit short,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=27923.5|T=20260501T0400
2026-04-30 23:45:00,Entry short,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=27935.75|T=20260501T0345
2026-05-01 00:15:00,Exit long,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=27922.5|T=20260501T0415
2026-05-01 00:00:00,Entry long,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=27923.5|T=20260501T0400
2026-05-01 00:30:00,Exit short,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=27919.25|T=20260501T0430
2026-05-01 00:15:00,Entry short,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=27922.5|T=20260501T0415
2026-05-01 00:45:00,Exit long,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=27921.25|T=20260501T0445
2026-05-01 00:30:00,Entry long,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=27919.25|T=20260501T0430
2026-05-01 01:00:00,Exit short,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=27930.5|T=20260501T0500
2026-05-01 00:45:00,Entry short,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=27921.25|T=20260501T0445
2026-05-01 01:15:00,Exit long,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=27929.5|T=20260501T0515
2026-05-01 01:00:00,Entry long,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=27930.5|T=20260501T0500
2026-05-01 01:30:00,Exit short,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=27919.75|T=20260501T0530
2026-05-01 01:15:00,Entry short,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=27929.5|T=20260501T0515
2026-05-01 01:45:00,Exit long,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=27909.5|T=20260501T0545
2026-05-01 01:30:00,Entry long,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=27919.75|T=20260501T0530
2026-05-01 02:00:00,Exit short,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=27915.5|T=20260501T0600
2026-05-01 01:45:00,Entry short,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=27909.5|T=20260501T0545
2026-05-01 02:15:00,Exit long,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=27902.5|T=20260501T0615
2026-05-01 02:00:00,Entry long,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=27915.5|T=20260501T0600
2026-05-01 02:30:00,Exit short,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=27896.5|T=20260501T0630
2026-05-01 02:15:00,Entry short,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=27902.5|T=20260501T0615
2026-05-01 02:45:00,Exit long,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=27889.25|T=20260501T0645
2026-05-01 02:30:00,Entry long,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=27896.5|T=20260501T0630
2026-05-01 03:00:00,Exit short,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=27910.75|T=20260501T0700
2026-05-01 02:45:00,Entry short,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=27889.25|T=20260501T0645
2026-05-01 03:15:00,Exit long,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=27897.75|T=20260501T0715
2026-05-01 03:00:00,Entry long,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=27910.75|T=20260501T0700
2026-05-01 03:30:00,Exit short,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=27876.75|T=20260501T0730
2026-05-01 03:15:00,Entry short,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=27897.75|T=20260501T0715
2026-05-01 03:45:00,Exit long,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=27872.25|T=20260501T0745
2026-05-01 03:30:00,Entry long,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=27876.75|T=20260501T0730
2026-05-01 04:00:00,Exit short,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=27881.5|T=20260501T0800
2026-05-01 03:45:00,Entry short,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=27872.25|T=20260501T0745
2026-05-01 04:15:00,Exit long,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=27875.75|T=20260501T0815
2026-05-01 04:00:00,Entry long,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=27881.5|T=20260501T0800
2026-05-01 04:30:00,Exit short,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=27858|T=20260501T0830
2026-05-01 04:15:00,Entry short,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=27875.75|T=20260501T0815
2026-05-01 04:45:00,Exit long,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=27859.5|T=20260501T0845
2026-05-01 04:30:00,Entry long,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=27858|T=20260501T0830
2026-05-01 05:00:00,Exit short,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=27848|T=20260501T0900
2026-05-01 04:45:00,Entry short,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=27859.5|T=20260501T0845
2026-05-01 05:15:00,Exit long,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=27856.25|T=20260501T0915
2026-05-01 05:00:00,Entry long,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=27848|T=20260501T0900
2026-05-01 05:30:00,Exit short,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=27856.5|T=20260501T0930
2026-05-01 05:15:00,Entry short,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=27856.25|T=20260501T0915
2026-05-01 05:45:00,Exit long,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=27862.5|T=20260501T0945
2026-05-01 05:30:00,Entry long,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=27856.5|T=20260501T0930
2026-05-01 06:00:00,Exit short,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=27862.25|T=20260501T1000
2026-05-01 05:45:00,Entry short,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=27862.5|T=20260501T0945
2026-05-01 06:15:00,Exit long,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=27857.25|T=20260501T1015
2026-05-01 06:00:00,Entry long,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=27862.25|T=20260501T1000
2026-05-01 06:30:00,Exit short,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=27843.25|T=20260501T1030
2026-05-01 06:15:00,Entry short,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=27857.25|T=20260501T1015
2026-05-01 06:45:00,Exit long,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=27862.5|T=20260501T1045
2026-05-01 06:30:00,Entry long,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=27843.25|T=20260501T1030
2026-05-01 07:00:00,Exit short,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=27841.25|T=20260501T1100
2026-05-01 06:45:00,Entry short,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=27862.5|T=20260501T1045
2026-05-01 07:15:00,Exit long,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=27840.25|T=20260501T1115
2026-05-01 07:00:00,Entry long,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=27841.25|T=20260501T1100
2026-05-01 07:30:00,Exit short,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=27841.25|T=20260501T1130
2026-05-01 07:15:00,Entry short,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=27840.25|T=20260501T1115
2026-05-01 07:45:00,Exit long,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=27857|T=20260501T1145
2026-05-01 07:30:00,Entry long,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=27841.25|T=20260501T1130
2026-05-01 08:00:00,Exit short,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=27893.75|T=20260501T1200
2026-05-01 07:45:00,Entry short,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=27857|T=20260501T1145
2026-05-01 08:15:00,Exit long,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=27907|T=20260501T1215
2026-05-01 08:00:00,Entry long,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=27893.75|T=20260501T1200
2026-05-01 08:30:00,Exit short,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=27864.25|T=20260501T1230
2026-05-01 08:15:00,Entry short,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=27907|T=20260501T1215
2026-05-01 08:45:00,Exit long,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=27869.75|T=20260501T1245
2026-05-01 08:30:00,Entry long,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=27864.25|T=20260501T1230
2026-05-01 09:00:00,Exit short,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=27897.5|T=20260501T1300
2026-05-01 08:45:00,Entry short,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=27869.75|T=20260501T1245
2026-05-01 09:15:00,Exit long,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=27925.25|T=20260501T1315
2026-05-01 09:00:00,Entry long,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=27897.5|T=20260501T1300
2026-05-01 09:30:00,Exit short,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=28081|T=20260501T1330
2026-05-01 09:15:00,Entry short,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=27925.25|T=20260501T1315
2026-05-01 09:45:00,Exit long,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=28166.25|T=20260501T1345
2026-05-01 09:30:00,Entry long,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=28081|T=20260501T1330
2026-05-01 10:00:00,Exit short,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=28182.25|T=20260501T1400
2026-05-01 09:45:00,Entry short,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=28166.25|T=20260501T1345
2026-05-01 10:15:00,Exit long,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=28164.25|T=20260501T1415
2026-05-01 10:00:00,Entry long,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=28182.25|T=20260501T1400
2026-05-01 10:30:00,Exit short,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=28109.5|T=20260501T1430
2026-05-01 10:15:00,Entry short,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=28164.25|T=20260501T1415
2026-05-01 10:45:00,Exit long,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=28107.5|T=20260501T1445
2026-05-01 10:30:00,Entry long,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=28109.5|T=20260501T1430
2026-05-01 11:00:00,Exit short,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=28129.75|T=20260501T1500
2026-05-01 10:45:00,Entry short,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=28107.5|T=20260501T1445
2026-05-01 11:15:00,Exit long,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=28155.75|T=20260501T1515
2026-05-01 11:00:00,Entry long,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=28129.75|T=20260501T1500
2026-05-01 11:30:00,Exit short,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=28187.75|T=20260501T1530
2026-05-01 11:15:00,Entry short,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=28155.75|T=20260501T1515
2026-05-01 11:45:00,Exit long,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=28183.5|T=20260501T1545
2026-05-01 11:30:00,Entry long,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=28187.75|T=20260501T1530
2026-05-01 12:00:00,Exit short,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=28136.75|T=20260501T1600
2026-05-01 11:45:00,Entry short,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=28183.5|T=20260501T1545
2026-05-01 12:15:00,Exit long,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=28125.5|T=20260501T1615
2026-05-01 12:00:00,Entry long,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=28136.75|T=20260501T1600
2026-05-01 12:30:00,Exit short,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=28112.25|T=20260501T1630
2026-05-01 12:15:00,Entry short,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=28125.5|T=20260501T1615
2026-05-01 12:45:00,Exit long,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=28124.25|T=20260501T1645
2026-05-01 12:30:00,Entry long,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=28112.25|T=20260501T1630
2026-05-01 13:00:00,Exit short,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=28149.5|T=20260501T1700
2026-05-01 12:45:00,Entry short,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=28124.25|T=20260501T1645
2026-05-01 13:15:00,Exit long,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=28178.25|T=20260501T1715
2026-05-01 13:00:00,Entry long,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=28149.5|T=20260501T1700
2026-05-01 13:30:00,Exit short,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=28178|T=20260501T1730
2026-05-01 13:15:00,Entry short,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=28178.25|T=20260501T1715
2026-05-01 13:45:00,Exit long,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=28176.5|T=20260501T1745
2026-05-01 13:30:00,Entry long,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=28178|T=20260501T1730
2026-05-01 14:00:00,Exit short,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=28139.5|T=20260501T1800
2026-05-01 13:45:00,Entry short,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=28176.5|T=20260501T1745
2026-05-01 14:15:00,Exit long,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=28160.25|T=20260501T1815
2026-05-01 14:00:00,Entry long,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=28139.5|T=20260501T1800
2026-05-01 14:30:00,Exit short,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=28115.25|T=20260501T1830
2026-05-01 14:15:00,Entry short,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=28160.25|T=20260501T1815
2026-05-01 14:45:00,Exit long,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=28114.5|T=20260501T1845
2026-05-01 14:30:00,Entry long,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=28115.25|T=20260501T1830
2026-05-01 15:00:00,Exit short,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=28161|T=20260501T1900
2026-05-01 14:45:00,Entry short,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=28114.5|T=20260501T1845
2026-05-01 15:15:00,Exit long,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=28189|T=20260501T1915
2026-05-01 15:00:00,Entry long,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=28161|T=20260501T1900
2026-05-01 15:30:00,Exit short,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=28167|T=20260501T1930
2026-05-01 15:15:00,Entry short,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=28189|T=20260501T1915
2026-05-01 15:45:00,Exit long,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=28130|T=20260501T1945
2026-05-01 15:30:00,Entry long,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=28167|T=20260501T1930
2026-05-01 16:00:00,Exit short,1=29606.65|2=NaN|3=NaN|4=NaN|5=NaN|S=28112.5|T=20260501T2000
2026-05-01 15:45:00,Entry short,1=NaN|2=NaN|3=NaN|4=NaN|5=NaN|S=28130|T=20260501T1945
2026-05-01 16:15:00,Exit long,1=28131.05|2=NaN|3=NaN|4=NaN|5=NaN|S=28091.5|T=20260501T2015
2026-05-01 16:00:00,Entry long,1=29606.65|2=NaN|3=NaN|4=NaN|5=NaN|S=28112.5|T=20260501T2000
2026-05-01 16:30:00,Exit short,1=28205.29|2=NaN|3=NaN|4=NaN|5=NaN|S=28081|T=20260501T2030
2026-05-01 16:15:00,Entry short,1=28131.05|2=NaN|3=NaN|4=NaN|5=NaN|S=28091.5|T=20260501T2015
2026-05-01 16:45:00,Exit long,1=28203.37|2=NaN|3=NaN|4=NaN|5=NaN|S=28076|T=20260501T2045
2026-05-01 16:30:00,Entry long,1=28205.29|2=NaN|3=NaN|4=NaN|5=NaN|S=28081|T=20260501T2030
2026-05-03 18:00:00,Exit short,1=28200.57|2=NaN|3=NaN|4=NaN|5=NaN|S=28158.75|T=20260503T2200
2026-05-01 16:45:00,Entry short,1=28203.37|2=NaN|3=NaN|4=NaN|5=NaN|S=28076|T=20260501T2045
2026-05-03 18:15:00,Exit long,1=28217.8|2=NaN|3=NaN|4=NaN|5=NaN|S=28138.25|T=20260503T2215
2026-05-03 18:00:00,Entry long,1=28200.57|2=NaN|3=NaN|4=NaN|5=NaN|S=28158.75|T=20260503T2200
2026-05-03 18:30:00,Exit short,1=28176.47|2=NaN|3=NaN|4=NaN|5=NaN|S=28147.25|T=20260503T2230
2026-05-03 18:15:00,Entry short,1=28217.8|2=NaN|3=NaN|4=NaN|5=NaN|S=28138.25|T=20260503T2215
2026-05-03 18:45:00,Exit long,1=28192.89|2=NaN|3=NaN|4=NaN|5=NaN|S=28142.5|T=20260503T2245
2026-05-03 18:30:00,Entry long,1=28176.47|2=NaN|3=NaN|4=NaN|5=NaN|S=28147.25|T=20260503T2230
2026-05-03 19:00:00,Exit short,1=28155.96|2=NaN|3=NaN|4=NaN|5=NaN|S=28121|T=20260503T2300
2026-05-03 18:45:00,Entry short,1=28192.89|2=NaN|3=NaN|4=NaN|5=NaN|S=28142.5|T=20260503T2245
2026-05-03 19:15:00,Exit long,1=28118.12|2=NaN|3=NaN|4=NaN|5=NaN|S=28114.5|T=20260503T2315
2026-05-03 19:00:00,Entry long,1=28155.96|2=NaN|3=NaN|4=NaN|5=NaN|S=28121|T=20260503T2300
2026-05-03 19:30:00,Exit short,1=28095.16|2=NaN|3=NaN|4=NaN|5=NaN|S=28119.25|T=20260503T2330
2026-05-03 19:15:00,Entry short,1=28118.12|2=NaN|3=NaN|4=NaN|5=NaN|S=28114.5|T=20260503T2315
2026-05-03 19:45:00,Exit long,1=28111.7|2=NaN|3=NaN|4=NaN|5=NaN|S=28117.75|T=20260503T2345
2026-05-03 19:30:00,Entry long,1=28095.16|2=NaN|3=NaN|4=NaN|5=NaN|S=28119.25|T=20260503T2330
2026-05-03 20:00:00,Exit short,1=28147.85|2=NaN|3=NaN|4=NaN|5=NaN|S=28148.5|T=20260504T0000
2026-05-03 19:45:00,Entry short,1=28111.7|2=NaN|3=NaN|4=NaN|5=NaN|S=28117.75|T=20260503T2345
2026-05-03 20:15:00,Exit long,1=28160.46|2=NaN|3=NaN|4=NaN|5=NaN|S=28128.25|T=20260504T0015
2026-05-03 20:00:00,Entry long,1=28147.85|2=NaN|3=NaN|4=NaN|5=NaN|S=28148.5|T=20260504T0000
2026-05-03 20:30:00,Exit short,1=28156.67|2=NaN|3=NaN|4=NaN|5=NaN|S=28156.5|T=20260504T0030
2026-05-03 20:15:00,Entry short,1=28160.46|2=NaN|3=NaN|4=NaN|5=NaN|S=28128.25|T=20260504T0015
2026-05-03 20:45:00,Exit long,1=28159.77|2=NaN|3=NaN|4=NaN|5=NaN|S=28185.5|T=20260504T0045
2026-05-03 20:30:00,Entry long,1=28156.67|2=NaN|3=NaN|4=NaN|5=NaN|S=28156.5|T=20260504T0030
2026-05-03 21:00:00,Exit short,1=28176.78|2=NaN|3=NaN|4=NaN|5=NaN|S=28177.25|T=20260504T0100
2026-05-03 20:45:00,Entry short,1=28159.77|2=NaN|3=NaN|4=NaN|5=NaN|S=28185.5|T=20260504T0045
2026-05-03 21:15:00,Exit long,1=28194.39|2=NaN|3=NaN|4=NaN|5=NaN|S=28168.75|T=20260504T0115
2026-05-03 21:00:00,Entry long,1=28176.78|2=NaN|3=NaN|4=NaN|5=NaN|S=28177.25|T=20260504T0100
2026-05-03 21:30:00,Exit short,1=28206.43|2=NaN|3=NaN|4=NaN|5=NaN|S=28198|T=20260504T0130
2026-05-03 21:15:00,Entry short,1=28194.39|2=NaN|3=NaN|4=NaN|5=NaN|S=28168.75|T=20260504T0115
2026-05-03 21:45:00,Exit long,1=28087.28|2=NaN|3=NaN|4=NaN|5=NaN|S=28212.25|T=20260504T0145
2026-05-03 21:30:00,Entry long,1=28206.43|2=NaN|3=NaN|4=NaN|5=NaN|S=28198|T=20260504T0130
2026-05-03 22:00:00,Exit short,1=28157.47|2=NaN|3=NaN|4=NaN|5=NaN|S=28205.75|T=20260504T0200
2026-05-03 21:45:00,Entry short,1=28087.28|2=NaN|3=NaN|4=NaN|5=NaN|S=28212.25|T=20260504T0145
2026-05-03 22:15:00,Exit long,1=28166.6|2=29606.28|3=NaN|4=NaN|5=NaN|S=28179|T=20260504T0215
2026-05-03 22:00:00,Entry long,1=28157.47|2=NaN|3=NaN|4=NaN|5=NaN|S=28205.75|T=20260504T0200
2026-05-03 22:30:00,Exit short,1=28109.9|2=28084.34|3=NaN|4=NaN|5=NaN|S=28206.5|T=20260504T0230
2026-05-03 22:15:00,Entry short,1=28166.6|2=29606.28|3=NaN|4=NaN|5=NaN|S=28179|T=20260504T0215
2026-05-03 22:45:00,Exit long,1=28042.47|2=28171|3=NaN|4=NaN|5=NaN|S=28221.5|T=20260504T0245
2026-05-03 22:30:00,Entry long,1=28109.9|2=28084.34|3=NaN|4=NaN|5=NaN|S=28206.5|T=20260504T0230
2026-05-03 23:00:00,Exit short,1=28046.84|2=28163.54|3=NaN|4=NaN|5=NaN|S=28233.5|T=20260504T0300
2026-05-03 22:45:00,Entry short,1=28042.47|2=28171|3=NaN|4=NaN|5=NaN|S=28221.5|T=20260504T0245
2026-05-03 23:15:00,Exit long,1=28070.82|2=28181.4|3=NaN|4=NaN|5=NaN|S=28221.75|T=20260504T0315
2026-05-03 23:00:00,Entry long,1=28046.84|2=28163.54|3=NaN|4=NaN|5=NaN|S=28233.5|T=20260504T0300
2026-05-03 23:30:00,Exit short,1=28085.01|2=28186.31|3=NaN|4=NaN|5=NaN|S=28223|T=20260504T0330
2026-05-03 23:15:00,Entry short,1=28070.82|2=28181.4|3=NaN|4=NaN|5=NaN|S=28221.75|T=20260504T0315
2026-05-03 23:45:00,Exit long,1=28096.91|2=28188.78|3=NaN|4=NaN|5=NaN|S=28224.5|T=20260504T0345
2026-05-03 23:30:00,Entry long,1=28085.01|2=28186.31|3=NaN|4=NaN|5=NaN|S=28223|T=20260504T0330
2026-05-04 00:00:00,Exit short,1=28111.22|2=28187|3=NaN|4=NaN|5=NaN|S=28231.25|T=20260504T0400
2026-05-03 23:45:00,Entry short,1=28096.91|2=28188.78|3=NaN|4=NaN|5=NaN|S=28224.5|T=20260504T0345
2026-05-04 00:15:00,Exit long,1=28122.44|2=28160.78|3=NaN|4=NaN|5=NaN|S=28241.75|T=20260504T0415
2026-05-04 00:00:00,Entry long,1=28111.22|2=28187|3=NaN|4=NaN|5=NaN|S=28231.25|T=20260504T0400
