Date and time,Type,Signal
2026-05-13 20:00:00,Exit short,1=29791.74|2=29749.68|3=29752.51|4=29731.89|5=29889.15|S=29923.75|T=20260514T0000
2026-05-13 19:45:00,Entry short,1=29775.35|2=29732.91|3=29741.65|4=29728.34|5=29886.34|S=29924|T=20260513T2345
2026-05-13 20:15:00,Exit long,1=29803.45|2=29761.89|3=29761.6|4=29734.3|5=29889.98|S=29941.5|T=20260514T0015
2026-05-13 20:00:00,Entry long,1=29791.74|2=29749.68|3=29752.51|4=29731.89|5=29889.15|S=29923.75|T=20260514T0000
2026-05-13 20:30:00,Exit short,1=29819.29|2=29777.09|3=29771.95|4=29736.31|5=29892|S=29971.75|T=20260514T0030
2026-05-13 20:15:00,Entry short,1=29803.45|2=29761.89|3=29761.6|4=29734.3|5=29889.98|S=29941.5|T=20260514T0015
2026-05-13 20:45:00,Exit long,1=29859.55|2=29798.27|3=29784.15|4=29740.61|5=29895.72|S=29973.75|T=20260514T0045
2026-05-13 20:30:00,Entry long,1=29819.29|2=29777.09|3=29771.95|4=29736.31|5=29892|S=29971.75|T=20260514T0030
2026-05-13 21:00:00,Exit short,1=29912.89|2=29843.35|3=29815.93|4=29756.56|5=29910.17|S=29963.25|T=20260514T0100
2026-05-13 20:45:00,Entry short,1=29859.55|2=29798.27|3=29784.15|4=29740.61|5=29895.72|S=29973.75|T=20260514T0045
2026-05-13 21:15:00,Exit long,1=29919.23|2=29844.53|3=29811.72|4=29745.39|5=29898.99|S=29972.25|T=20260514T0115
2026-05-13 21:00:00,Entry long,1=29912.89|2=29843.35|3=29815.93|4=29756.56|5=29910.17|S=29963.25|T=20260514T0100
2026-05-13 21:30:00,Exit short,1=29935.74|2=29863.76|3=29823.68|4=29749.47|5=29902.84|S=29934.25|T=20260514T0130
2026-05-13 21:15:00,Entry short,1=29919.23|2=29844.53|3=29811.72|4=29745.39|5=29898.99|S=29972.25|T=20260514T0115
2026-05-13 21:45:00,Exit long,1=29941.69|2=29876.52|3=29830.72|4=29748.93|5=29902.04|S=29900.5|T=20260514T0145
