Trade number,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net PnL USD,Return %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative PnL USD,Cumulative PnL %,Duration (bars)
1098,Exit long,2021-10-15 11:30,X,18481.5,1,370375,-745,-0.20,210,0.06,-775,-0.21,46070,0.05,3
1098,Entry long,2021-10-15 10:45,B=1|T=20211015T1445,18518.75,1,370375,-745,-0.20,210,0.06,-775,-0.21,46070,0.05,3
1099,Exit long,2021-10-15 12:00,X,18495.25,1,369630,275,0.07,290,0.08,-295,-0.08,46345,0.05,2
1099,Entry long,2021-10-15 11:30,B=0|T=20211015T1530,18481.5,1,369630,275,0.07,290,0.08,-295,-0.08,46345,0.05,2
1100,Exit long,2021-10-15 12:15,X,18495,1,369905,-5,0.00,90,0.02,-290,-0.08,46340,0.05,1
1100,Entry long,2021-10-15 12:00,B=1|T=20211015T1600,18495.25,1,369905,-5,0.00,90,0.02,-290,-0.08,46340,0.05,1
1101,Exit long,2021-10-15 12:30,X,18505.5,1,369900,210,0.06,225,0.06,-160,-0.04,46550,0.05,1
1101,Entry long,2021-10-15 12:15,B=0|T=20211015T1615,18495,1,369900,210,0.06,225,0.06,-160,-0.04,46550,0.05,1
1102,Exit long,2021-10-18 00:00,X,18494,1,370110,-230,-0.06,1325,0.36,-415,-0.11,46320,0.05,42
1102,Entry long,2021-10-15 12:30,B=1|T=20211015T1630,18505.5,1,370110,-230,-0.06,1325,0.36,-415,-0.11,46320,0.05,42
1103,Exit long,2021-10-18 00:30,X,18498.75,1,369880,95,0.03,175,0.05,-40,-0.01,46415,0.05,2
1103,Entry long,2021-10-18 00:00,B=0|T=20211018T0400,18494,1,369880,95,0.03,175,0.05,-40,-0.01,46415,0.05,2
1104,Exit long,2021-10-18 00:45,X,18496.5,1,369975,-45,-0.01,105,0.03,-85,-0.02,46370,0.05,1
1104,Entry long,2021-10-18 00:30,B=1|T=20211018T0430,18498.75,1,369975,-45,-0.01,105,0.03,-85,-0.02,46370,0.05,1
1105,Exit long,2021-10-18 01:00,X,18499.25,1,369930,55,0.01,125,0.03,-15,0.00,46425,0.05,1
1105,Entry long,2021-10-18 00:45,B=0|T=20211018T0445,18496.5,1,369930,55,0.01,125,0.03,-15,0.00,46425,0.05,1
1106,Exit long,2021-10-18 01:45,X,18496.25,1,369985,-60,-0.02,65,0.02,-125,-0.03,46365,0.05,3
1106,Entry long,2021-10-18 01:00,B=1|T=20211018T0500,18499.25,1,369985,-60,-0.02,65,0.02,-125,-0.03,46365,0.05,3
1107,Exit long,2021-10-18 07:15,X,18526.75,1,369925,610,0.16,635,0.17,-985,-0.27,46975,0.05,22
1107,Entry long,2021-10-18 01:45,B=0|T=20211018T0545,18496.25,1,369925,610,0.16,635,0.17,-985,-0.27,46975,0.05,22
1108,Exit long,2021-10-18 08:15,X,18498.75,1,370535,-560,-0.15,70,0.02,-795,-0.21,46415,0.05,4
1108,Entry long,2021-10-18 07:15,B=1|T=20211018T1115,18526.75,1,370535,-560,-0.15,70,0.02,-795,-0.21,46415,0.05,4
1109,Exit long,2021-10-18 09:30,X,18519.5,1,369975,415,0.11,545,0.15,-830,-0.22,46830,0.05,5
1109,Entry long,2021-10-18 08:15,B=0|T=20211018T1215,18498.75,1,369975,415,0.11,545,0.15,-830,-0.22,46830,0.05,5
1110,Exit long,2021-10-18 22:30,X,18692.25,1,370390,3455,0.93,4105,1.11,-120,-0.03,50285,0.05,48
1110,Entry long,2021-10-18 09:30,B=1|T=20211018T1330,18519.5,1,370390,3455,0.93,4105,1.11,-120,-0.03,50285,0.05,48
1111,Exit long,2021-10-19 04:00,X,18732.25,1,373845,800,0.21,1090,0.29,-65,-0.02,51085,0.05,22
1111,Entry long,2021-10-18 22:30,B=0|T=20211019T0230,18692.25,1,373845,800,0.21,1090,0.29,-65,-0.02,51085,0.05,22
1112,Exit long,2021-10-19 04:45,X,18734.25,1,374645,40,0.01,320,0.09,-75,-0.02,51125,0.05,3
1112,Entry long,2021-10-19 04:00,B=1|T=20211019T0800,18732.25,1,374645,40,0.01,320,0.09,-75,-0.02,51125,0.05,3
1113,Exit long,2021-10-19 05:30,X,18743.25,1,374685,180,0.05,180,0.05,-165,-0.04,51305,0.05,3
1113,Entry long,2021-10-19 04:45,B=0|T=20211019T0845,18734.25,1,374685,180,0.05,180,0.05,-165,-0.04,51305,0.05,3
1114,Exit long,2021-10-19 06:00,X,18739.75,1,374865,-70,-0.02,90,0.02,-175,-0.05,51235,0.05,2
1114,Entry long,2021-10-19 05:30,B=1|T=20211019T0930,18743.25,1,374865,-70,-0.02,90,0.02,-175,-0.05,51235,0.05,2
1115,Exit long,2021-10-19 06:15,X,18753.25,1,374795,270,0.07,285,0.08,-85,-0.02,51505,0.05,1
1115,Entry long,2021-10-19 06:00,B=0|T=20211019T1000,18739.75,1,374795,270,0.07,285,0.08,-85,-0.02,51505,0.05,1
1116,Exit long,2021-10-19 08:15,X,18747.25,1,375065,-120,-0.03,455,0.12,-120,-0.03,51385,0.05,8
1116,Entry long,2021-10-19 06:15,B=1|T=20211019T1015,18753.25,1,375065,-120,-0.03,455,0.12,-120,-0.03,51385,0.05,8
1117,Exit long,2021-10-19 10:00,X,18760.75,1,374945,270,0.07,375,0.10,-740,-0.20,51655,0.05,7
1117,Entry long,2021-10-19 08:15,B=0|T=20211019T1215,18747.25,1,374945,270,0.07,375,0.10,-740,-0.20,51655,0.05,7
1118,Exit long,2021-10-19 10:30,X,18745.25,1,375215,-310,-0.08,185,0.05,-500,-0.13,51345,0.05,2
1118,Entry long,2021-10-19 10:00,B=1|T=20211019T1400,18760.75,1,375215,-310,-0.08,185,0.05,-500,-0.13,51345,0.05,2
1119,Exit long,2021-10-19 10:45,X,18784,1,374905,775,0.21,790,0.21,-50,-0.01,52120,0.05,1
1119,Entry long,2021-10-19 10:30,B=0|T=20211019T1430,18745.25,1,374905,775,0.21,790,0.21,-50,-0.01,52120,0.05,1
1120,Exit long,2021-10-19 20:00,X,18810,1,375680,520,0.14,1050,0.28,-320,-0.09,52640,0.05,33
1120,Entry long,2021-10-19 10:45,B=1|T=20211019T1445,18784,1,375680,520,0.14,1050,0.28,-320,-0.09,52640,0.05,33
1121,Exit long,2021-10-20 08:15,X,18824,1,376200,280,0.07,320,0.09,-710,-0.19,52920,0.05,49
1121,Entry long,2021-10-19 20:00,B=0|T=20211020T0000,18810,1,376200,280,0.07,320,0.09,-710,-0.19,52920,0.05,49
1122,Exit long,2021-10-20 08:30,X,18818.5,1,376480,-110,-0.03,110,0.03,-140,-0.04,52810,0.05,1
1122,Entry long,2021-10-20 08:15,B=1|T=20211020T1215,18824,1,376480,-110,-0.03,110,0.03,-140,-0.04,52810,0.05,1
1123,Exit long,2021-10-20 08:45,X,18821,1,376370,50,0.01,150,0.04,-30,-0.01,52860,0.05,1
1123,Entry long,2021-10-20 08:30,B=0|T=20211020T1230,18818.5,1,376370,50,0.01,150,0.04,-30,-0.01,52860,0.05,1
1124,Exit long,2021-10-20 09:45,X,18814.5,1,376420,-130,-0.03,525,0.14,-310,-0.08,52730,0.05,4
1124,Entry long,2021-10-20 08:45,B=1|T=20211020T1245,18821,1,376420,-130,-0.03,525,0.14,-310,-0.08,52730,0.05,4
1125,Exit long,2021-10-20 10:00,X,18821.75,1,376290,145,0.04,210,0.06,-525,-0.14,52875,0.05,1
1125,Entry long,2021-10-20 09:45,B=0|T=20211020T1345,18814.5,1,376290,145,0.04,210,0.06,-525,-0.14,52875,0.05,1
1126,Exit long,2021-10-20 12:30,X,18793,1,376435,-575,-0.15,660,0.18,-690,-0.18,52300,0.05,10
1126,Entry long,2021-10-20 10:00,B=1|T=20211020T1400,18821.75,1,376435,-575,-0.15,660,0.18,-690,-0.18,52300,0.05,10
1127,Exit long,2021-10-20 12:45,X,18800.25,1,375860,145,0.04,215,0.06,-65,-0.02,52445,0.05,1
1127,Entry long,2021-10-20 12:30,B=0|T=20211020T1630,18793,1,375860,145,0.04,215,0.06,-65,-0.02,52445,0.05,1
1128,Exit long,2021-10-20 13:00,X,18766,1,376005,-685,-0.18,80,0.02,-700,-0.19,51760,0.05,1
1128,Entry long,2021-10-20 12:45,B=1|T=20211020T1645,18800.25,1,376005,-685,-0.18,80,0.02,-700,-0.19,51760,0.05,1
1129,Exit long,2021-10-20 15:00,X,18787.5,1,375320,430,0.11,565,0.15,-775,-0.21,52190,0.05,8
1129,Entry long,2021-10-20 13:00,B=0|T=20211020T1700,18766,1,375320,430,0.11,565,0.15,-775,-0.21,52190,0.05,8
1130,Exit long,2021-10-20 15:15,X,18776.25,1,375750,-225,-0.06,15,0.00,-240,-0.06,51965,0.05,1
1130,Entry long,2021-10-20 15:00,B=1|T=20211020T1900,18787.5,1,375750,-225,-0.06,15,0.00,-240,-0.06,51965,0.05,1
1131,Exit long,2021-10-20 15:45,X,18791.25,1,375525,300,0.08,315,0.08,-240,-0.06,52265,0.05,2
1131,Entry long,2021-10-20 15:15,B=0|T=20211020T1915,18776.25,1,375525,300,0.08,315,0.08,-240,-0.06,52265,0.05,2
1132,Exit long,2021-10-20 16:00,X,18766.75,1,375825,-490,-0.13,110,0.03,-610,-0.16,51775,0.05,1
1132,Entry long,2021-10-20 15:45,B=1|T=20211020T1945,18791.25,1,375825,-490,-0.13,110,0.03,-610,-0.16,51775,0.05,1
1133,Exit long,2021-10-20 21:45,X,18766.25,1,375335,-10,0.00,110,0.03,-645,-0.17,51765,0.05,19
1133,Entry long,2021-10-20 16:00,B=0|T=20211020T2000,18766.75,1,375335,-10,0.00,110,0.03,-645,-0.17,51765,0.05,19
1134,Exit long,2021-10-20 23:15,X,18752.5,1,375325,-275,-0.07,180,0.05,-385,-0.10,51490,0.05,6
1134,Entry long,2021-10-20 21:45,B=1|T=20211021T0145,18766.25,1,375325,-275,-0.07,180,0.05,-385,-0.10,51490,0.05,6
1135,Exit long,2021-10-21 02:15,X,18739.75,1,375050,-255,-0.07,20,0.01,-715,-0.19,51235,0.05,12
1135,Entry long,2021-10-20 23:15,B=0|T=20211021T0315,18752.5,1,375050,-255,-0.07,20,0.01,-715,-0.19,51235,0.05,12
1136,Exit long,2021-10-21 02:30,X,18737,1,374795,-55,-0.01,85,0.02,-145,-0.04,51180,0.05,1
1136,Entry long,2021-10-21 02:15,B=1|T=20211021T0615,18739.75,1,374795,-55,-0.01,85,0.02,-145,-0.04,51180,0.05,1
1137,Exit long,2021-10-21 03:00,X,18740.25,1,374740,65,0.02,240,0.06,-555,-0.15,51245,0.05,2
1137,Entry long,2021-10-21 02:30,B=0|T=20211021T0630,18737,1,374740,65,0.02,240,0.06,-555,-0.15,51245,0.05,2
1138,Exit long,2021-10-21 07:30,X,18737.75,1,374805,-50,-0.01,595,0.16,-75,-0.02,51195,0.05,18
1138,Entry long,2021-10-21 03:00,B=1|T=20211021T0700,18740.25,1,374805,-50,-0.01,595,0.16,-75,-0.02,51195,0.05,18
1139,Exit long,2021-10-21 08:30,X,18761.25,1,374755,470,0.13,480,0.13,-320,-0.09,51665,0.05,4
1139,Entry long,2021-10-21 07:30,B=0|T=20211021T1130,18737.75,1,374755,470,0.13,480,0.13,-320,-0.09,51665,0.05,4
1140,Exit long,2021-10-21 16:15,X,18798,1,375225,735,0.20,2615,0.70,-380,-0.10,52400,0.05,31
1140,Entry long,2021-10-21 08:30,B=1|T=20211021T1230,18761.25,1,375225,735,0.20,2615,0.70,-380,-0.10,52400,0.05,31
1141,Exit long,2021-10-22 03:15,X,18832,1,375960,680,0.18,845,0.22,-430,-0.11,53080,0.05,40
1141,Entry long,2021-10-21 16:15,B=0|T=20211021T2015,18798,1,375960,680,0.18,845,0.22,-430,-0.11,53080,0.05,40
1142,Exit long,2021-10-22 03:30,X,18826,1,376640,-120,-0.03,180,0.05,-275,-0.07,52960,0.05,1
1142,Entry long,2021-10-22 03:15,B=1|T=20211022T0715,18832,1,376640,-120,-0.03,180,0.05,-275,-0.07,52960,0.05,1
1143,Exit long,2021-10-22 04:15,X,18832.75,1,376520,135,0.04,175,0.05,-275,-0.07,53095,0.05,3
1143,Entry long,2021-10-22 03:30,B=0|T=20211022T0730,18826,1,376520,135,0.04,175,0.05,-275,-0.07,53095,0.05,3
1144,Exit long,2021-10-22 09:00,X,18834,1,376655,25,0.01,695,0.18,-145,-0.04,53120,0.05,19
1144,Entry long,2021-10-22 04:15,B=1|T=20211022T0815,18832.75,1,376655,25,0.01,695,0.18,-145,-0.04,53120,0.05,19
1145,Exit long,2021-10-22 09:30,X,18855.5,1,376680,430,0.11,650,0.17,-425,-0.11,53550,0.05,2
1145,Entry long,2021-10-22 09:00,B=0|T=20211022T1300,18834,1,376680,430,0.11,650,0.17,-425,-0.11,53550,0.05,2
1146,Exit long,2021-10-22 09:45,X,18832.75,1,377110,-455,-0.12,35,0.01,-1235,-0.33,53095,0.05,1
1146,Entry long,2021-10-22 09:30,B=1|T=20211022T1330,18855.5,1,377110,-455,-0.12,35,0.01,-1235,-0.33,53095,0.05,1
1147,Exit long,2021-10-22 10:15,X,18870.75,1,376655,760,0.20,775,0.21,-390,-0.10,53855,0.05,2
1147,Entry long,2021-10-22 09:45,B=0|T=20211022T1345,18832.75,1,376655,760,0.20,775,0.21,-390,-0.10,53855,0.05,2
1148,Exit long,2021-10-22 10:30,X,18823.75,1,377415,-940,-0.25,20,0.01,-1050,-0.28,52915,0.05,1
1148,Entry long,2021-10-22 10:15,B=1|T=20211022T1415,18870.75,1,377415,-940,-0.25,20,0.01,-1050,-0.28,52915,0.05,1
1149,Exit long,2021-10-24 23:00,X,18755.25,1,376475,-1370,-0.36,260,0.07,-2835,-0.75,51545,0.05,46
1149,Entry long,2021-10-22 10:30,B=0|T=20211022T1430,18823.75,1,376475,-1370,-0.36,260,0.07,-2835,-0.75,51545,0.05,46
1150,Exit long,2021-10-25 23:30,X,18974,1,375105,4375,1.17,4730,1.26,-495,-0.13,55920,0.06,94
1150,Entry long,2021-10-24 23:00,B=1|T=20211025T0300,18755.25,1,375105,4375,1.17,4730,1.26,-495,-0.13,55920,0.06,94
1151,Exit long,2021-10-26 03:45,X,19010.25,1,379480,725,0.19,780,0.21,-60,-0.02,56645,0.06,17
1151,Entry long,2021-10-25 23:30,B=0|T=20211026T0330,18974,1,379480,725,0.19,780,0.21,-60,-0.02,56645,0.06,17
1152,Exit long,2021-10-26 04:15,X,19001.5,1,380205,-175,-0.05,205,0.05,-205,-0.05,56470,0.06,2
1152,Entry long,2021-10-26 03:45,B=1|T=20211026T0745,19010.25,1,380205,-175,-0.05,205,0.05,-205,-0.05,56470,0.06,2
1153,Exit long,2021-10-26 09:30,X,19054.25,1,380030,1055,0.28,1305,0.34,-360,-0.09,57525,0.06,21
1153,Entry long,2021-10-26 04:15,B=0|T=20211026T0815,19001.5,1,380030,1055,0.28,1305,0.34,-360,-0.09,57525,0.06,21
1154,Exit long,2021-10-26 11:45,X,18998.5,1,381085,-1115,-0.29,1100,0.29,-1250,-0.33,56410,0.06,9
1154,Entry long,2021-10-26 09:30,B=1|T=20211026T1330,19054.25,1,381085,-1115,-0.29,1100,0.29,-1250,-0.33,56410,0.06,9
1155,Exit long,2021-10-27 01:00,X,18961.5,1,379970,-740,-0.19,230,0.06,-1745,-0.46,55670,0.06,49
1155,Entry long,2021-10-26 11:45,B=0|T=20211026T1545,18998.5,1,379970,-740,-0.19,230,0.06,-1745,-0.46,55670,0.06,49
1156,Exit long,2021-10-27 04:45,X,18961.75,1,379230,5,0.00,790,0.21,-85,-0.02,55675,0.06,15
1156,Entry long,2021-10-27 01:00,B=1|T=20211027T0500,18961.5,1,379230,5,0.00,790,0.21,-85,-0.02,55675,0.06,15
1157,Exit long,2021-10-27 08:15,X,18959.25,1,379235,-50,-0.01,10,0.00,-925,-0.24,55625,0.06,14
1157,Entry long,2021-10-27 04:45,B=0|T=20211027T0845,18961.75,1,379235,-50,-0.01,10,0.00,-925,-0.24,55625,0.06,14
1158,Exit long,2021-10-27 15:45,X,18993.25,1,379185,680,0.18,3330,0.88,-45,-0.01,56305,0.06,30
1158,Entry long,2021-10-27 08:15,B=1|T=20211027T1215,18959.25,1,379185,680,0.18,3330,0.88,-45,-0.01,56305,0.06,30
1159,Exit long,2021-10-28 04:30,X,19062.75,1,379865,1390,0.37,1430,0.38,-70,-0.02,57695,0.06,47
1159,Entry long,2021-10-27 15:45,B=0|T=20211027T1945,18993.25,1,379865,1390,0.37,1430,0.38,-70,-0.02,57695,0.06,47
1160,Exit long,2021-10-28 06:00,X,19053.5,1,381255,-185,-0.05,190,0.05,-340,-0.09,57510,0.06,6
1160,Entry long,2021-10-28 04:30,B=1|T=20211028T0830,19062.75,1,381255,-185,-0.05,190,0.05,-340,-0.09,57510,0.06,6
1161,Exit long,2021-10-28 06:15,X,19060.5,1,381070,140,0.04,185,0.05,-20,-0.01,57650,0.06,1
1161,Entry long,2021-10-28 06:00,B=0|T=20211028T1000,19053.5,1,381070,140,0.04,185,0.05,-20,-0.01,57650,0.06,1
1162,Exit long,2021-10-28 15:30,X,19128.25,1,381210,1355,0.36,2135,0.56,-335,-0.09,59005,0.06,37
1162,Entry long,2021-10-28 06:15,B=1|T=20211028T1015,19060.5,1,381210,1355,0.36,2135,0.56,-335,-0.09,59005,0.06,37
1163,Exit long,2021-10-28 15:45,X,19169.75,1,382565,830,0.22,1040,0.27,-85,-0.02,59835,0.06,1
1163,Entry long,2021-10-28 15:30,B=0|T=20211028T1930,19128.25,1,382565,830,0.22,1040,0.27,-85,-0.02,59835,0.06,1
1164,Exit long,2021-10-28 16:00,X,19125.25,1,383395,-890,-0.23,310,0.08,-1195,-0.31,58945,0.06,1
1164,Entry long,2021-10-28 15:45,B=1|T=20211028T1945,19169.75,1,383395,-890,-0.23,310,0.08,-1195,-0.31,58945,0.06,1
1165,Exit long,2021-10-29 07:30,X,19048.25,1,382505,-1540,-0.40,90,0.02,-2430,-0.64,57405,0.06,58
1165,Entry long,2021-10-28 16:00,B=0|T=20211028T2000,19125.25,1,382505,-1540,-0.40,90,0.02,-2430,-0.64,57405,0.06,58
1166,Exit long,2021-10-31 23:15,X,19283.25,1,380965,4700,1.23,5380,1.41,-625,-0.16,62105,0.06,59
1166,Entry long,2021-10-29 07:30,B=1|T=20211029T1130,19048.25,1,380965,4700,1.23,5380,1.41,-625,-0.16,62105,0.06,59
1167,Exit long,2021-11-01 15:30,X,19268.25,1,385665,-300,-0.08,795,0.21,-2130,-0.55,61805,0.06,65
1167,Entry long,2021-10-31 23:15,B=0|T=20211101T0315,19283.25,1,385665,-300,-0.08,795,0.21,-2130,-0.55,61805,0.06,65
1168,Exit long,2021-11-01 22:30,X,19267.5,1,385365,-15,0.00,780,0.20,-95,-0.02,61790,0.06,24
1168,Entry long,2021-11-01 15:30,B=1|T=20211101T1930,19268.25,1,385365,-15,0.00,780,0.20,-95,-0.02,61790,0.06,24
1169,Exit long,2021-11-02 00:15,X,19278.75,1,385350,225,0.06,235,0.06,-195,-0.05,62015,0.06,7
1169,Entry long,2021-11-01 22:30,B=0|T=20211102T0230,19267.5,1,385350,225,0.06,235,0.06,-195,-0.05,62015,0.06,7
1170,Exit long,2021-11-02 00:30,X,19277.75,1,385575,-20,-0.01,75,0.02,-35,-0.01,61995,0.06,1
1170,Entry long,2021-11-02 00:15,B=1|T=20211102T0415,19278.75,1,385575,-20,-0.01,75,0.02,-35,-0.01,61995,0.06,1
1171,Exit long,2021-11-02 01:15,X,19281,1,385555,65,0.02,85,0.02,-135,-0.04,62060,0.06,3
1171,Entry long,2021-11-02 00:30,B=0|T=20211102T0430,19277.75,1,385555,65,0.02,85,0.02,-135,-0.04,62060,0.06,3
1172,Exit long,2021-11-02 04:45,X,19271.5,1,385620,-190,-0.05,485,0.13,-235,-0.06,61870,0.06,14
1172,Entry long,2021-11-02 01:15,B=1|T=20211102T0515,19281,1,385620,-190,-0.05,485,0.13,-235,-0.06,61870,0.06,14
1173,Exit long,2021-11-02 09:30,X,19356.25,1,385430,1695,0.44,1715,0.44,-230,-0.06,63565,0.06,19
1173,Entry long,2021-11-02 04:45,B=0|T=20211102T0845,19271.5,1,385430,1695,0.44,1715,0.44,-230,-0.06,63565,0.06,19
1174,Exit long,2021-11-02 23:45,X,19367,1,387125,215,0.06,645,0.17,-1070,-0.28,63780,0.06,53
1174,Entry long,2021-11-02 09:30,B=1|T=20211102T1330,19356.25,1,387125,215,0.06,645,0.17,-1070,-0.28,63780,0.06,53
1175,Exit long,2021-11-03 11:45,X,19390.5,1,387340,470,0.12,770,0.20,-470,-0.12,64250,0.06,48
1175,Entry long,2021-11-02 23:45,B=0|T=20211103T0345,19367,1,387340,470,0.12,770,0.20,-470,-0.12,64250,0.06,48
1176,Exit long,2021-11-03 12:00,X,19383.75,1,387810,-135,-0.03,25,0.01,-205,-0.05,64115,0.06,1
1176,Entry long,2021-11-03 11:45,B=1|T=20211103T1545,19390.5,1,387810,-135,-0.03,25,0.01,-205,-0.05,64115,0.06,1
1177,Exit long,2021-11-03 12:30,X,19388.5,1,387675,95,0.02,215,0.06,-160,-0.04,64210,0.06,2
1177,Entry long,2021-11-03 12:00,B=0|T=20211103T1600,19383.75,1,387675,95,0.02,215,0.06,-160,-0.04,64210,0.06,2
1178,Exit long,2021-11-03 12:45,X,19384.5,1,387770,-80,-0.02,20,0.01,-175,-0.05,64130,0.06,1
1178,Entry long,2021-11-03 12:30,B=1|T=20211103T1630,19388.5,1,387770,-80,-0.02,20,0.01,-175,-0.05,64130,0.06,1
1179,Exit long,2021-11-03 13:30,X,19392.75,1,387690,165,0.04,260,0.07,-235,-0.06,64295,0.06,3
1179,Entry long,2021-11-03 12:45,B=0|T=20211103T1645,19384.5,1,387690,165,0.04,260,0.07,-235,-0.06,64295,0.06,3
1180,Exit long,2021-11-03 13:45,X,19376.75,1,387855,-320,-0.08,10,0.00,-390,-0.10,63975,0.06,1
1180,Entry long,2021-11-03 13:30,B=1|T=20211103T1730,19392.75,1,387855,-320,-0.08,10,0.00,-390,-0.10,63975,0.06,1
1181,Exit long,2021-11-03 14:00,X,19390.75,1,387535,280,0.07,1690,0.44,-260,-0.07,64255,0.06,1
1181,Entry long,2021-11-03 13:45,B=0|T=20211103T1745,19376.75,1,387535,280,0.07,1690,0.44,-260,-0.07,64255,0.06,1
1182,Exit long,2021-11-04 01:00,X,19567.25,1,387815,3530,0.91,4090,1.05,-220,-0.06,67785,0.07,40
1182,Entry long,2021-11-03 14:00,B=1|T=20211103T1800,19390.75,1,387815,3530,0.91,4090,1.05,-220,-0.06,67785,0.07,40
1183,Exit long,2021-11-04 01:30,X,19576.5,1,391345,185,0.05,235,0.06,-15,0.00,67970,0.07,2
1183,Entry long,2021-11-04 01:00,B=0|T=20211104T0500,19567.25,1,391345,185,0.05,235,0.06,-15,0.00,67970,0.07,2
1184,Exit long,2021-11-04 01:45,X,19570,1,391530,-130,-0.03,105,0.03,-135,-0.03,67840,0.07,1
1184,Entry long,2021-11-04 01:30,B=1|T=20211104T0530,19576.5,1,391530,-130,-0.03,105,0.03,-135,-0.03,67840,0.07,1
1185,Exit long,2021-11-04 04:00,X,19611.25,1,391400,825,0.21,835,0.21,-85,-0.02,68665,0.07,9
1185,Entry long,2021-11-04 01:45,B=0|T=20211104T0545,19570,1,391400,825,0.21,835,0.21,-85,-0.02,68665,0.07,9
1186,Exit long,2021-11-04 04:30,X,19607,1,392225,-85,-0.02,260,0.07,-105,-0.03,68580,0.07,2
1186,Entry long,2021-11-04 04:00,B=1|T=20211104T0800,19611.25,1,392225,-85,-0.02,260,0.07,-105,-0.03,68580,0.07,2
1187,Exit long,2021-11-04 09:45,X,19654.25,1,392140,945,0.24,1065,0.27,-835,-0.21,69525,0.07,21
1187,Entry long,2021-11-04 04:30,B=0|T=20211104T0830,19607,1,392140,945,0.24,1065,0.27,-835,-0.21,69525,0.07,21
1188,Exit long,2021-11-04 11:15,X,19658,1,393085,75,0.02,1710,0.44,-195,-0.05,69600,0.07,6
1188,Entry long,2021-11-04 09:45,B=1|T=20211104T1345,19654.25,1,393085,75,0.02,1710,0.44,-195,-0.05,69600,0.07,6
1189,Exit long,2021-11-04 11:30,X,19674.25,1,393160,325,0.08,345,0.09,-130,-0.03,69925,0.07,1
1189,Entry long,2021-11-04 11:15,B=0|T=20211104T1515,19658,1,393160,325,0.08,345,0.09,-130,-0.03,69925,0.07,1
1190,Exit long,2021-11-04 20:15,X,19729.75,1,393485,1110,0.28,2200,0.56,-415,-0.11,71035,0.07,31
1190,Entry long,2021-11-04 11:30,B=1|T=20211104T1530,19674.25,1,393485,1110,0.28,2200,0.56,-415,-0.11,71035,0.07,31
1191,Exit long,2021-11-05 05:30,X,19792.25,1,394595,1250,0.32,1265,0.32,-390,-0.10,72285,0.07,37
1191,Entry long,2021-11-04 20:15,B=0|T=20211105T0015,19729.75,1,394595,1250,0.32,1265,0.32,-390,-0.10,72285,0.07,37
1192,Exit long,2021-11-05 07:15,X,19758.25,1,395845,-680,-0.17,795,0.20,-740,-0.19,71605,0.07,7
1192,Entry long,2021-11-05 05:30,B=1|T=20211105T0930,19792.25,1,395845,-680,-0.17,795,0.20,-740,-0.19,71605,0.07,7
1193,Exit long,2021-11-05 08:30,X,19781,1,395165,455,0.12,955,0.24,-400,-0.10,72060,0.07,5
1193,Entry long,2021-11-05 07:15,B=0|T=20211105T1115,19758.25,1,395165,455,0.12,955,0.24,-400,-0.10,72060,0.07,5
1194,Exit long,2021-11-05 13:00,X,19757,1,395620,-480,-0.12,1515,0.38,-640,-0.16,71580,0.07,18
1194,Entry long,2021-11-05 08:30,B=1|T=20211105T1230,19781,1,395620,-480,-0.12,1515,0.38,-640,-0.16,71580,0.07,18
1195,Exit long,2021-11-08 03:00,X,19729.5,1,395140,-550,-0.14,590,0.15,-1855,-0.47,71030,0.07,52
1195,Entry long,2021-11-05 13:00,B=0|T=20211105T1700,19757,1,395140,-550,-0.14,590,0.15,-1855,-0.47,71030,0.07,52
1196,Exit long,2021-11-08 14:15,X,19749.25,1,394590,395,0.10,1455,0.37,-375,-0.10,71425,0.07,45
1196,Entry long,2021-11-08 03:00,B=1|T=20211108T0800,19729.5,1,394590,395,0.10,1455,0.37,-375,-0.10,71425,0.07,45
1197,Exit long,2021-11-08 14:30,X,19769,1,394985,395,0.10,445,0.11,0,0.00,71820,0.07,1
1197,Entry long,2021-11-08 14:15,B=0|T=20211108T1915,19749.25,1,394985,395,0.10,445,0.11,0,0.00,71820,0.07,1
1198,Exit long,2021-11-08 15:30,X,19732.75,1,395380,-725,-0.18,215,0.05,-775,-0.20,71095,0.07,4
1198,Entry long,2021-11-08 14:30,B=1|T=20211108T1930,19769,1,395380,-725,-0.18,215,0.05,-775,-0.20,71095,0.07,4
1199,Exit long,2021-11-09 03:00,X,19738,1,394655,105,0.03,285,0.07,-840,-0.21,71200,0.07,42
1199,Entry long,2021-11-08 15:30,B=0|T=20211108T2030,19732.75,1,394655,105,0.03,285,0.07,-840,-0.21,71200,0.07,42
1200,Exit long,2021-11-09 09:45,X,19634.25,1,394760,-2075,-0.53,1240,0.31,-2640,-0.67,69125,0.07,27
1200,Entry long,2021-11-09 03:00,B=1|T=20211109T0800,19738,1,394760,-2075,-0.53,1240,0.31,-2640,-0.67,69125,0.07,27
1201,Exit long,2021-11-09 10:30,X,19691,1,392685,1135,0.29,1210,0.31,-730,-0.19,70260,0.07,3
1201,Entry long,2021-11-09 09:45,B=0|T=20211109T1445,19634.25,1,392685,1135,0.29,1210,0.31,-730,-0.19,70260,0.07,3
1202,Exit long,2021-11-09 10:45,X,19659.25,1,393820,-635,-0.16,65,0.02,-830,-0.21,69625,0.07,1
