Trade number,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net PnL USD,Return %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative PnL USD,Cumulative PnL %,Duration (bars)
1825,Entry long,2022-03-22 18:00,P1=NaN|P5=NaN|PH=17851.65|PD=17496.22|PW=NaN|PM=NaN|T=20220322T1800,18064.25,1,361285,-105,-0.03,460,0.13,-475,-0.13,-42540,-0.04,1
1826,Exit short,2022-03-23 02:00,P1=NaN|P5=NaN|PH=17938.39|PD=17522.01|PW=NaN|PM=NaN|T=20220323T0200,18076.25,1,361180,-345,-0.10,470,0.13,-505,-0.14,-42885,-0.04,1
1826,Entry short,2022-03-22 22:00,P1=NaN|P5=NaN|PH=17894.87|PD=17522.01|PW=NaN|PM=NaN|T=20220322T2200,18059,1,361180,-345,-0.10,470,0.13,-505,-0.14,-42885,-0.04,1
1827,Exit long,2022-03-23 06:00,P1=NaN|P5=NaN|PH=17972.32|PD=17522.01|PW=NaN|PM=NaN|T=20220323T0600,18002.5,1,361525,-1475,-0.41,200,0.06,-1665,-0.46,-44360,-0.04,1
1827,Entry long,2022-03-23 02:00,P1=NaN|P5=NaN|PH=17938.39|PD=17522.01|PW=NaN|PM=NaN|T=20220323T0200,18076.25,1,361525,-1475,-0.41,200,0.06,-1665,-0.46,-44360,-0.04,1
1828,Exit short,2022-03-23 10:00,P1=NaN|P5=NaN|PH=17984.65|PD=17522.01|PW=NaN|PM=NaN|T=20220323T1000,17902.5,1,360050,2000,0.56,2630,0.73,-185,-0.05,-42360,-0.04,1
1828,Entry short,2022-03-23 06:00,P1=NaN|P5=NaN|PH=17972.32|PD=17522.01|PW=NaN|PM=NaN|T=20220323T0600,18002.5,1,360050,2000,0.56,2630,0.73,-185,-0.05,-42360,-0.04,1
1829,Exit long,2022-03-23 14:00,P1=NaN|P5=NaN|PH=17975.67|PD=17522.01|PW=NaN|PM=NaN|T=20220323T1400,17942.25,1,358050,795,0.22,3800,1.06,-590,-0.16,-41565,-0.04,1
1829,Entry long,2022-03-23 10:00,P1=NaN|P5=NaN|PH=17984.65|PD=17522.01|PW=NaN|PM=NaN|T=20220323T1000,17902.5,1,358050,795,0.22,3800,1.06,-590,-0.16,-41565,-0.04,1
1830,Exit short,2022-03-23 18:00,P1=NaN|P5=NaN|PH=17975.9|PD=17522.01|PW=NaN|PM=NaN|T=20220323T1800,17873,1,358845,1385,0.39,1820,0.51,-445,-0.12,-40180,-0.04,1
1830,Entry short,2022-03-23 14:00,P1=NaN|P5=NaN|PH=17975.67|PD=17522.01|PW=NaN|PM=NaN|T=20220323T1400,17942.25,1,358845,1385,0.39,1820,0.51,-445,-0.12,-40180,-0.04,1
1831,Exit long,2022-03-23 22:00,P1=NaN|P5=NaN|PH=17954.58|PD=17568.58|PW=NaN|PM=NaN|T=20220323T2200,17890.5,1,357460,350,0.10,760,0.21,-290,-0.08,-39830,-0.04,1
1831,Entry long,2022-03-23 18:00,P1=NaN|P5=NaN|PH=17975.9|PD=17522.01|PW=NaN|PM=NaN|T=20220323T1800,17873,1,357460,350,0.10,760,0.21,-290,-0.08,-39830,-0.04,1
1832,Exit short,2022-03-24 02:00,P1=NaN|P5=NaN|PH=17938.02|PD=17568.58|PW=NaN|PM=NaN|T=20220324T0200,17948,1,357810,-1150,-0.32,155,0.04,-1290,-0.36,-40980,-0.04,1
1832,Entry short,2022-03-23 22:00,P1=NaN|P5=NaN|PH=17954.58|PD=17568.58|PW=NaN|PM=NaN|T=20220323T2200,17890.5,1,357810,-1150,-0.32,155,0.04,-1290,-0.36,-40980,-0.04,1
1833,Exit long,2022-03-24 06:00,P1=NaN|P5=NaN|PH=17936.23|PD=17568.58|PW=NaN|PM=NaN|T=20220324T0600,17951.75,1,358960,75,0.02,650,0.18,-700,-0.20,-40905,-0.04,1
1833,Entry long,2022-03-24 02:00,P1=NaN|P5=NaN|PH=17938.02|PD=17568.58|PW=NaN|PM=NaN|T=20220324T0200,17948,1,358960,75,0.02,650,0.18,-700,-0.20,-40905,-0.04,1
1834,Exit short,2022-03-24 10:00,P1=NaN|P5=NaN|PH=17937.29|PD=17568.58|PW=NaN|PM=NaN|T=20220324T1000,17891.25,1,359035,1210,0.34,1460,0.41,-595,-0.17,-39695,-0.04,1
1834,Entry short,2022-03-24 06:00,P1=NaN|P5=NaN|PH=17936.23|PD=17568.58|PW=NaN|PM=NaN|T=20220324T0600,17951.75,1,359035,1210,0.34,1460,0.41,-595,-0.17,-39695,-0.04,1
1835,Exit long,2022-03-24 14:00,P1=NaN|P5=NaN|PH=17934.18|PD=17568.58|PW=NaN|PM=NaN|T=20220324T1400,18065.75,1,357825,3490,0.98,3725,1.04,-950,-0.27,-36205,-0.04,1
1835,Entry long,2022-03-24 10:00,P1=NaN|P5=NaN|PH=17937.29|PD=17568.58|PW=NaN|PM=NaN|T=20220324T1000,17891.25,1,357825,3490,0.98,3725,1.04,-950,-0.27,-36205,-0.04,1
1836,Exit short,2022-03-24 18:00,P1=NaN|P5=NaN|PH=17966.28|PD=17568.58|PW=NaN|PM=NaN|T=20220324T1800,18175.25,1,361315,-2190,-0.61,485,0.13,-2285,-0.63,-38395,-0.04,1
1836,Entry short,2022-03-24 14:00,P1=NaN|P5=NaN|PH=17934.18|PD=17568.58|PW=NaN|PM=NaN|T=20220324T1400,18065.75,1,361315,-2190,-0.61,485,0.13,-2285,-0.63,-38395,-0.04,1
1837,Exit long,2022-03-24 22:00,P1=NaN|P5=NaN|PH=18006.49|PD=17611.26|PW=NaN|PM=NaN|T=20220324T2200,18182.25,1,363505,140,0.04,470,0.13,-915,-0.25,-38255,-0.04,1
1837,Entry long,2022-03-24 18:00,P1=NaN|P5=NaN|PH=17966.28|PD=17568.58|PW=NaN|PM=NaN|T=20220324T1800,18175.25,1,363505,140,0.04,470,0.13,-915,-0.25,-38255,-0.04,1
1838,Exit short,2022-03-25 02:00,P1=NaN|P5=NaN|PH=18047.29|PD=17611.26|PW=NaN|PM=NaN|T=20220325T0200,18188.75,1,363645,-130,-0.04,570,0.16,-840,-0.23,-38385,-0.04,1
1838,Entry short,2022-03-24 22:00,P1=NaN|P5=NaN|PH=18006.49|PD=17611.26|PW=NaN|PM=NaN|T=20220324T2200,18182.25,1,363645,-130,-0.04,570,0.16,-840,-0.23,-38385,-0.04,1
1839,Exit long,2022-03-25 06:00,P1=NaN|P5=NaN|PH=18084.62|PD=17611.26|PW=NaN|PM=NaN|T=20220325T0600,18172,1,363775,-335,-0.09,320,0.09,-1705,-0.47,-38720,-0.04,1
1839,Entry long,2022-03-25 02:00,P1=NaN|P5=NaN|PH=18047.29|PD=17611.26|PW=NaN|PM=NaN|T=20220325T0200,18188.75,1,363775,-335,-0.09,320,0.09,-1705,-0.47,-38720,-0.04,1
1840,Exit short,2022-03-25 10:00,P1=NaN|P5=NaN|PH=18108.84|PD=17611.26|PW=NaN|PM=NaN|T=20220325T1000,18131.25,1,363440,815,0.22,1070,0.29,-1575,-0.43,-37905,-0.04,1
1840,Entry short,2022-03-25 06:00,P1=NaN|P5=NaN|PH=18084.62|PD=17611.26|PW=NaN|PM=NaN|T=20220325T0600,18172,1,363440,815,0.22,1070,0.29,-1575,-0.43,-37905,-0.04,1
1841,Exit long,2022-03-25 14:00,P1=NaN|P5=NaN|PH=18128.17|PD=17611.26|PW=NaN|PM=NaN|T=20220325T1400,18126.5,1,362625,-95,-0.03,1740,0.48,-2970,-0.82,-38000,-0.04,1
1841,Entry long,2022-03-25 10:00,P1=NaN|P5=NaN|PH=18108.84|PD=17611.26|PW=NaN|PM=NaN|T=20220325T1000,18131.25,1,362625,-95,-0.03,1740,0.48,-2970,-0.82,-38000,-0.04,1
1842,Exit short,2022-03-27 18:00,P1=NaN|P5=NaN|PH=18118.47|PD=17611.26|PW=NaN|PM=NaN|T=20220325T1800,18166.25,1,362530,-795,-0.22,1785,0.49,-860,-0.24,-38795,-0.04,1
1842,Entry short,2022-03-25 14:00,P1=NaN|P5=NaN|PH=18128.17|PD=17611.26|PW=NaN|PM=NaN|T=20220325T1400,18126.5,1,362530,-795,-0.22,1785,0.49,-860,-0.24,-38795,-0.04,1
1843,Exit long,2022-03-27 22:00,P1=NaN|P5=NaN|PH=18126.11|PD=17667.27|PW=NaN|PM=NaN|T=20220327T2200,18098.25,1,363325,-1360,-0.37,470,0.13,-1490,-0.41,-40155,-0.04,1
1843,Entry long,2022-03-27 18:00,P1=NaN|P5=NaN|PH=18118.47|PD=17611.26|PW=NaN|PM=NaN|T=20220325T1800,18166.25,1,363325,-1360,-0.37,470,0.13,-1490,-0.41,-40155,-0.04,1
1844,Exit short,2022-03-28 02:00,P1=NaN|P5=NaN|PH=18123.73|PD=17667.27|PW=NaN|PM=NaN|T=20220328T0200,18083.75,1,361965,290,0.08,470,0.13,-620,-0.17,-39865,-0.04,1
1844,Entry short,2022-03-27 22:00,P1=NaN|P5=NaN|PH=18126.11|PD=17667.27|PW=NaN|PM=NaN|T=20220327T2200,18098.25,1,361965,290,0.08,470,0.13,-620,-0.17,-39865,-0.04,1
1845,Exit long,2022-03-28 06:00,P1=NaN|P5=NaN|PH=18116.59|PD=17667.27|PW=NaN|PM=NaN|T=20220328T0600,18122.5,1,361675,775,0.21,1300,0.36,-295,-0.08,-39090,-0.04,1
1845,Entry long,2022-03-28 02:00,P1=NaN|P5=NaN|PH=18123.73|PD=17667.27|PW=NaN|PM=NaN|T=20220328T0200,18083.75,1,361675,775,0.21,1300,0.36,-295,-0.08,-39090,-0.04,1
1846,Exit short,2022-03-28 10:00,P1=NaN|P5=NaN|PH=18121.35|PD=17667.27|PW=NaN|PM=NaN|T=20220328T1000,18297.25,1,362450,-3495,-0.96,190,0.05,-4000,-1.10,-42585,-0.04,1
1846,Entry short,2022-03-28 06:00,P1=NaN|P5=NaN|PH=18116.59|PD=17667.27|PW=NaN|PM=NaN|T=20220328T0600,18122.5,1,362450,-3495,-0.96,190,0.05,-4000,-1.10,-42585,-0.04,1
1847,Exit long,2022-03-28 14:00,P1=NaN|P5=NaN|PH=18153.03|PD=17667.27|PW=NaN|PM=NaN|T=20220328T1400,18255,1,365945,-845,-0.23,75,0.02,-3720,-1.02,-43430,-0.04,1
1847,Entry long,2022-03-28 10:00,P1=NaN|P5=NaN|PH=18121.35|PD=17667.27|PW=NaN|PM=NaN|T=20220328T1000,18297.25,1,365945,-845,-0.23,75,0.02,-3720,-1.02,-43430,-0.04,1
1848,Exit short,2022-03-28 18:00,P1=NaN|P5=NaN|PH=18175.88|PD=17667.27|PW=NaN|PM=NaN|T=20220328T1800,18391.25,1,365100,-2725,-0.75,295,0.08,-3045,-0.83,-46155,-0.05,1
1848,Entry short,2022-03-28 14:00,P1=NaN|P5=NaN|PH=18153.03|PD=17667.27|PW=NaN|PM=NaN|T=20220328T1400,18255,1,365100,-2725,-0.75,295,0.08,-3045,-0.83,-46155,-0.05,1
1849,Exit long,2022-03-28 22:00,P1=NaN|P5=NaN|PH=18218.68|PD=17737.32|PW=NaN|PM=NaN|T=20220328T2200,18396,1,367825,95,0.03,215,0.06,-490,-0.13,-46060,-0.05,1
1849,Entry long,2022-03-28 18:00,P1=NaN|P5=NaN|PH=18175.88|PD=17667.27|PW=NaN|PM=NaN|T=20220328T1800,18391.25,1,367825,95,0.03,215,0.06,-490,-0.13,-46060,-0.05,1
1850,Exit short,2022-03-29 02:00,P1=NaN|P5=NaN|PH=18260.6|PD=17737.32|PW=NaN|PM=NaN|T=20220329T0200,18436.5,1,367920,-810,-0.22,460,0.13,-830,-0.23,-46870,-0.05,1
1850,Entry short,2022-03-28 22:00,P1=NaN|P5=NaN|PH=18218.68|PD=17737.32|PW=NaN|PM=NaN|T=20220328T2200,18396,1,367920,-810,-0.22,460,0.13,-830,-0.23,-46870,-0.05,1
1851,Exit long,2022-03-29 06:00,P1=NaN|P5=NaN|PH=18299.44|PD=17737.32|PW=NaN|PM=NaN|T=20220329T0600,18464,1,368730,550,0.15,1140,0.31,-755,-0.20,-46320,-0.05,1
1851,Entry long,2022-03-29 02:00,P1=NaN|P5=NaN|PH=18260.6|PD=17737.32|PW=NaN|PM=NaN|T=20220329T0200,18436.5,1,368730,550,0.15,1140,0.31,-755,-0.20,-46320,-0.05,1
1852,Exit short,2022-03-29 10:00,P1=NaN|P5=NaN|PH=18335.16|PD=17737.32|PW=NaN|PM=NaN|T=20220329T1000,18562.5,1,369280,-1970,-0.53,815,0.22,-3315,-0.90,-48290,-0.05,1
1852,Entry short,2022-03-29 06:00,P1=NaN|P5=NaN|PH=18299.44|PD=17737.32|PW=NaN|PM=NaN|T=20220329T0600,18464,1,369280,-1970,-0.53,815,0.22,-3315,-0.90,-48290,-0.05,1
1853,Exit long,2022-03-29 14:00,P1=NaN|P5=NaN|PH=18388.68|PD=17737.32|PW=NaN|PM=NaN|T=20220329T1400,18596.75,1,371250,685,0.18,760,0.20,-2395,-0.65,-47605,-0.05,1
1853,Entry long,2022-03-29 10:00,P1=NaN|P5=NaN|PH=18335.16|PD=17737.32|PW=NaN|PM=NaN|T=20220329T1000,18562.5,1,371250,685,0.18,760,0.20,-2395,-0.65,-47605,-0.05,1
1854,Exit short,2022-03-29 18:00,P1=NaN|P5=NaN|PH=18438.55|PD=17737.32|PW=NaN|PM=NaN|T=20220329T1800,18632.25,1,371935,-710,-0.19,580,0.16,-1645,-0.44,-48315,-0.05,1
1854,Entry short,2022-03-29 14:00,P1=NaN|P5=NaN|PH=18388.68|PD=17737.32|PW=NaN|PM=NaN|T=20220329T1400,18596.75,1,371935,-710,-0.19,580,0.16,-1645,-0.44,-48315,-0.05,1
1855,Exit long,2022-03-29 22:00,P1=NaN|P5=NaN|PH=18477.66|PD=17790.5|PW=NaN|PM=NaN|T=20220329T2200,18641.25,1,372645,180,0.05,805,0.22,-400,-0.11,-48135,-0.05,1
1855,Entry long,2022-03-29 18:00,P1=NaN|P5=NaN|PH=18438.55|PD=17737.32|PW=NaN|PM=NaN|T=20220329T1800,18632.25,1,372645,180,0.05,805,0.22,-400,-0.11,-48135,-0.05,1
1856,Exit short,2022-03-30 02:00,P1=NaN|P5=NaN|PH=18517.31|PD=17790.5|PW=NaN|PM=NaN|T=20220330T0200,18654.25,1,372825,-260,-0.07,540,0.14,-280,-0.08,-48395,-0.05,1
1856,Entry short,2022-03-29 22:00,P1=NaN|P5=NaN|PH=18477.66|PD=17790.5|PW=NaN|PM=NaN|T=20220329T2200,18641.25,1,372825,-260,-0.07,540,0.14,-280,-0.08,-48395,-0.05,1
1857,Exit long,2022-03-30 06:00,P1=NaN|P5=NaN|PH=18547.4|PD=17790.5|PW=NaN|PM=NaN|T=20220330T0600,18591.5,1,373085,-1255,-0.34,60,0.02,-1940,-0.52,-49650,-0.05,1
1857,Entry long,2022-03-30 02:00,P1=NaN|P5=NaN|PH=18517.31|PD=17790.5|PW=NaN|PM=NaN|T=20220330T0200,18654.25,1,373085,-1255,-0.34,60,0.02,-1940,-0.52,-49650,-0.05,1
1858,Exit short,2022-03-30 10:00,P1=NaN|P5=NaN|PH=18556.86|PD=17790.5|PW=NaN|PM=NaN|T=20220330T1000,18598.5,1,371830,-140,-0.04,1085,0.29,-555,-0.15,-49790,-0.05,1
1858,Entry short,2022-03-30 06:00,P1=NaN|P5=NaN|PH=18547.4|PD=17790.5|PW=NaN|PM=NaN|T=20220330T0600,18591.5,1,371830,-140,-0.04,1085,0.29,-555,-0.15,-49790,-0.05,1
1859,Exit long,2022-03-30 14:00,P1=NaN|P5=NaN|PH=18563.34|PD=17790.5|PW=NaN|PM=NaN|T=20220330T1400,18537.5,1,371970,-1220,-0.33,930,0.25,-1840,-0.49,-51010,-0.05,1
1859,Entry long,2022-03-30 10:00,P1=NaN|P5=NaN|PH=18556.86|PD=17790.5|PW=NaN|PM=NaN|T=20220330T1000,18598.5,1,371970,-1220,-0.33,930,0.25,-1840,-0.49,-51010,-0.05,1
1860,Exit short,2022-03-30 18:00,P1=NaN|P5=NaN|PH=18559.04|PD=17790.5|PW=NaN|PM=NaN|T=20220330T1800,18510.75,1,370750,535,0.14,2300,0.62,-560,-0.15,-50475,-0.05,1
1860,Entry short,2022-03-30 14:00,P1=NaN|P5=NaN|PH=18563.34|PD=17790.5|PW=NaN|PM=NaN|T=20220330T1400,18537.5,1,370750,535,0.14,2300,0.62,-560,-0.15,-50475,-0.05,1
1861,Exit long,2022-03-30 22:00,P1=NaN|P5=NaN|PH=18549.03|PD=17825.39|PW=NaN|PM=NaN|T=20220330T2200,18554.25,1,370215,870,0.23,1335,0.36,-70,-0.02,-49605,-0.05,1
1861,Entry long,2022-03-30 18:00,P1=NaN|P5=NaN|PH=18559.04|PD=17790.5|PW=NaN|PM=NaN|T=20220330T1800,18510.75,1,370215,870,0.23,1335,0.36,-70,-0.02,-49605,-0.05,1
1862,Exit short,2022-03-31 02:00,P1=NaN|P5=NaN|PH=18550.03|PD=17825.39|PW=NaN|PM=NaN|T=20220331T0200,18545.75,1,371085,170,0.05,415,0.11,-420,-0.11,-49435,-0.05,1
1862,Entry short,2022-03-30 22:00,P1=NaN|P5=NaN|PH=18549.03|PD=17825.39|PW=NaN|PM=NaN|T=20220330T2200,18554.25,1,371085,170,0.05,415,0.11,-420,-0.11,-49435,-0.05,1
1863,Exit long,2022-03-31 06:00,P1=NaN|P5=NaN|PH=18550.19|PD=17825.39|PW=NaN|PM=NaN|T=20220331T0600,18546,1,370915,5,0.00,905,0.24,-330,-0.09,-49430,-0.05,1
1863,Entry long,2022-03-31 02:00,P1=NaN|P5=NaN|PH=18550.03|PD=17825.39|PW=NaN|PM=NaN|T=20220331T0200,18545.75,1,370915,5,0.00,905,0.24,-330,-0.09,-49430,-0.05,1
1864,Exit short,2022-03-31 10:00,P1=NaN|P5=NaN|PH=18549.06|PD=17825.39|PW=NaN|PM=NaN|T=20220331T1000,18436.5,1,370920,2190,0.59,3110,0.84,-130,-0.04,-47240,-0.05,1
1864,Entry short,2022-03-31 06:00,P1=NaN|P5=NaN|PH=18550.19|PD=17825.39|PW=NaN|PM=NaN|T=20220331T0600,18546,1,370920,2190,0.59,3110,0.84,-130,-0.04,-47240,-0.05,1
1865,Exit long,2022-03-31 14:00,P1=NaN|P5=NaN|PH=18533.83|PD=17825.39|PW=NaN|PM=NaN|T=20220331T1400,18411.75,1,368730,-495,-0.13,1380,0.37,-1205,-0.33,-47735,-0.05,1
1865,Entry long,2022-03-31 10:00,P1=NaN|P5=NaN|PH=18549.06|PD=17825.39|PW=NaN|PM=NaN|T=20220331T1000,18436.5,1,368730,-495,-0.13,1380,0.37,-1205,-0.33,-47735,-0.05,1
1866,Exit short,2022-03-31 18:00,P1=NaN|P5=NaN|PH=18505.59|PD=17825.39|PW=NaN|PM=NaN|T=20220331T1800,18329,1,368235,1655,0.45,2920,0.79,-1265,-0.34,-46080,-0.05,1
1866,Entry short,2022-03-31 14:00,P1=NaN|P5=NaN|PH=18533.83|PD=17825.39|PW=NaN|PM=NaN|T=20220331T1400,18411.75,1,368235,1655,0.45,2920,0.79,-1265,-0.34,-46080,-0.05,1
1867,Exit long,2022-03-31 22:00,P1=NaN|P5=NaN|PH=18466.95|PD=17857.43|PW=NaN|PM=NaN|T=20220331T2200,18316.5,1,366580,-250,-0.07,110,0.03,-865,-0.24,-46330,-0.05,1
1867,Entry long,2022-03-31 18:00,P1=NaN|P5=NaN|PH=18505.59|PD=17825.39|PW=NaN|PM=NaN|T=20220331T1800,18329,1,366580,-250,-0.07,110,0.03,-865,-0.24,-46330,-0.05,1
1868,Exit short,2022-04-01 02:00,P1=NaN|P5=NaN|PH=18429.29|PD=17857.43|PW=NaN|PM=NaN|T=20220401T0200,18317,1,366330,-10,0.00,95,0.03,-650,-0.18,-46340,-0.05,1
1868,Entry short,2022-03-31 22:00,P1=NaN|P5=NaN|PH=18466.95|PD=17857.43|PW=NaN|PM=NaN|T=20220331T2200,18316.5,1,366330,-10,0.00,95,0.03,-650,-0.18,-46340,-0.05,1
1869,Exit long,2022-04-01 06:00,P1=NaN|P5=NaN|PH=18404.31|PD=17857.43|PW=NaN|PM=NaN|T=20220401T0600,18354.5,1,366340,750,0.20,920,0.25,-105,-0.03,-45590,-0.05,1
1869,Entry long,2022-04-01 02:00,P1=NaN|P5=NaN|PH=18429.29|PD=17857.43|PW=NaN|PM=NaN|T=20220401T0200,18317,1,366340,750,0.20,920,0.25,-105,-0.03,-45590,-0.05,1
1870,Exit short,2022-04-01 10:00,P1=NaN|P5=NaN|PH=18390|PD=17857.43|PW=NaN|PM=NaN|T=20220401T1000,18249,1,367090,2110,0.57,2720,0.74,-315,-0.09,-43480,-0.04,1
1870,Entry short,2022-04-01 06:00,P1=NaN|P5=NaN|PH=18404.31|PD=17857.43|PW=NaN|PM=NaN|T=20220401T0600,18354.5,1,367090,2110,0.57,2720,0.74,-315,-0.09,-43480,-0.04,1
1871,Exit long,2022-04-01 14:00,P1=NaN|P5=NaN|PH=18367.44|PD=17857.43|PW=NaN|PM=NaN|T=20220401T1400,18175.5,1,364980,-1470,-0.40,1205,0.33,-2275,-0.62,-44950,-0.04,1
1871,Entry long,2022-04-01 10:00,P1=NaN|P5=NaN|PH=18390|PD=17857.43|PW=NaN|PM=NaN|T=20220401T1000,18249,1,364980,-1470,-0.40,1205,0.33,-2275,-0.62,-44950,-0.04,1
1872,Exit short,2022-04-03 18:00,P1=NaN|P5=NaN|PH=18320.47|PD=17857.43|PW=NaN|PM=NaN|T=20220401T1800,18256.25,1,363510,-1615,-0.44,350,0.10,-2135,-0.59,-46565,-0.05,1
1872,Entry short,2022-04-01 14:00,P1=NaN|P5=NaN|PH=18367.44|PD=17857.43|PW=NaN|PM=NaN|T=20220401T1400,18175.5,1,363510,-1615,-0.44,350,0.10,-2135,-0.59,-46565,-0.05,1
1873,Exit long,2022-04-03 22:00,P1=NaN|P5=NaN|PH=18307.95|PD=17908.65|PW=NaN|PM=NaN|T=20220403T2200,18238,1,365125,-365,-0.10,300,0.08,-900,-0.25,-46930,-0.05,1
1873,Entry long,2022-04-03 18:00,P1=NaN|P5=NaN|PH=18320.47|PD=17857.43|PW=NaN|PM=NaN|T=20220401T1800,18256.25,1,365125,-365,-0.10,300,0.08,-900,-0.25,-46930,-0.05,1
1874,Exit short,2022-04-04 02:00,P1=NaN|P5=NaN|PH=18288.7|PD=17908.65|PW=NaN|PM=NaN|T=20220404T0200,18298.25,1,364760,-1205,-0.33,185,0.05,-1265,-0.35,-48135,-0.05,1
1874,Entry short,2022-04-03 22:00,P1=NaN|P5=NaN|PH=18307.95|PD=17908.65|PW=NaN|PM=NaN|T=20220403T2200,18238,1,364760,-1205,-0.33,185,0.05,-1265,-0.35,-48135,-0.05,1
1875,Exit long,2022-04-04 06:00,P1=NaN|P5=NaN|PH=18287|PD=17908.65|PW=NaN|PM=NaN|T=20220404T0600,18327.5,1,365965,585,0.16,735,0.20,-1260,-0.34,-47550,-0.05,1
1875,Entry long,2022-04-04 02:00,P1=NaN|P5=NaN|PH=18288.7|PD=17908.65|PW=NaN|PM=NaN|T=20220404T0200,18298.25,1,365965,585,0.16,735,0.20,-1260,-0.34,-47550,-0.05,1
1876,Exit short,2022-04-04 10:00,P1=NaN|P5=NaN|PH=18290.96|PD=17908.65|PW=NaN|PM=NaN|T=20220404T1000,18457.75,1,366550,-2605,-0.71,790,0.22,-2690,-0.73,-50155,-0.05,1
1876,Entry short,2022-04-04 06:00,P1=NaN|P5=NaN|PH=18287|PD=17908.65|PW=NaN|PM=NaN|T=20220404T0600,18327.5,1,366550,-2605,-0.71,790,0.22,-2690,-0.73,-50155,-0.05,1
1877,Exit long,2022-04-04 14:00,P1=NaN|P5=NaN|PH=18317.72|PD=17908.65|PW=NaN|PM=NaN|T=20220404T1400,18529.75,1,369155,1440,0.39,1665,0.45,-800,-0.22,-48715,-0.05,1
1877,Entry long,2022-04-04 10:00,P1=NaN|P5=NaN|PH=18290.96|PD=17908.65|PW=NaN|PM=NaN|T=20220404T1000,18457.75,1,369155,1440,0.39,1665,0.45,-800,-0.22,-48715,-0.05,1
1878,Exit short,2022-04-04 18:00,P1=NaN|P5=NaN|PH=18370.87|PD=17908.65|PW=NaN|PM=NaN|T=20220404T1800,18565.75,1,370595,-720,-0.19,1045,0.28,-1100,-0.30,-49435,-0.05,1
1878,Entry short,2022-04-04 14:00,P1=NaN|P5=NaN|PH=18317.72|PD=17908.65|PW=NaN|PM=NaN|T=20220404T1400,18529.75,1,370595,-720,-0.19,1045,0.28,-1100,-0.30,-49435,-0.05,1
1879,Exit long,2022-04-04 22:00,P1=NaN|P5=NaN|PH=18410.75|PD=17932.2|PW=NaN|PM=NaN|T=20220404T2200,18565.5,1,371315,-5,0.00,145,0.04,-220,-0.06,-49440,-0.05,1
1879,Entry long,2022-04-04 18:00,P1=NaN|P5=NaN|PH=18370.87|PD=17908.65|PW=NaN|PM=NaN|T=20220404T1800,18565.75,1,371315,-5,0.00,145,0.04,-220,-0.06,-49440,-0.05,1
1880,Exit short,2022-04-05 02:00,P1=NaN|P5=NaN|PH=18450.12|PD=17932.2|PW=NaN|PM=NaN|T=20220405T0200,18571.75,1,371310,-125,-0.03,160,0.04,-190,-0.05,-49565,-0.05,1
1880,Entry short,2022-04-04 22:00,P1=NaN|P5=NaN|PH=18410.75|PD=17932.2|PW=NaN|PM=NaN|T=20220404T2200,18565.5,1,371310,-125,-0.03,160,0.04,-190,-0.05,-49565,-0.05,1
1881,Exit long,2022-04-05 06:00,P1=NaN|P5=NaN|PH=18479.18|PD=17932.2|PW=NaN|PM=NaN|T=20220405T0600,18548.25,1,371435,-470,-0.13,730,0.20,-655,-0.18,-50035,-0.05,1
1881,Entry long,2022-04-05 02:00,P1=NaN|P5=NaN|PH=18450.12|PD=17932.2|PW=NaN|PM=NaN|T=20220405T0200,18571.75,1,371435,-470,-0.13,730,0.20,-655,-0.18,-50035,-0.05,1
1882,Exit short,2022-04-05 10:00,P1=NaN|P5=NaN|PH=18500.88|PD=17932.2|PW=NaN|PM=NaN|T=20220405T1000,18480.5,1,370965,1355,0.37,1715,0.46,-205,-0.06,-48680,-0.05,1
1882,Entry short,2022-04-05 06:00,P1=NaN|P5=NaN|PH=18479.18|PD=17932.2|PW=NaN|PM=NaN|T=20220405T0600,18548.25,1,370965,1355,0.37,1715,0.46,-205,-0.06,-48680,-0.05,1
1883,Exit long,2022-04-05 14:00,P1=NaN|P5=NaN|PH=18494.23|PD=17932.2|PW=NaN|PM=NaN|T=20220405T1400,18282.75,1,369610,-3955,-1.07,610,0.17,-4460,-1.21,-52635,-0.05,1
1883,Entry long,2022-04-05 10:00,P1=NaN|P5=NaN|PH=18500.88|PD=17932.2|PW=NaN|PM=NaN|T=20220405T1000,18480.5,1,369610,-3955,-1.07,610,0.17,-4460,-1.21,-52635,-0.05,1
1884,Exit short,2022-04-05 18:00,P1=NaN|P5=NaN|PH=18442.15|PD=17932.2|PW=NaN|PM=NaN|T=20220405T1800,18271.25,1,365655,230,0.06,1845,0.50,-730,-0.20,-52405,-0.05,1
1884,Entry short,2022-04-05 14:00,P1=NaN|P5=NaN|PH=18494.23|PD=17932.2|PW=NaN|PM=NaN|T=20220405T1400,18282.75,1,365655,230,0.06,1845,0.50,-730,-0.20,-52405,-0.05,1
1885,Exit long,2022-04-05 22:00,P1=NaN|P5=NaN|PH=18405.08|PD=17931|PW=NaN|PM=NaN|T=20220405T2200,18197.25,1,365425,-1480,-0.41,5,0.00,-1750,-0.48,-53885,-0.05,1
