date,cls,direction,price,first_touch_utc,K,spread_put,spread_call,rspread_put,rspread_call,imb_put,imb_call,depth_put,depth_call,depth_ratio,intens,intens_ratio,dspread_otm,iv_put,iv_call,iv_gap,iv_kink
2025-08-01,broken,lower,22824.84,2025-08-01T17:56,553,0.02,0.01,0.0154,0.0097,0.7,0.9394,80,33,0.151,62,1.0,-0.01,0.3424,0.3439,-0.0015,-0.0022
2025-08-01,broken,lower,22850.0,2025-08-01T17:18,553,0.01,0.02,0.0083,0.0131,0.0256,-0.2088,39,91,0.459,62,1.0,0.0,0.3508,0.3521,-0.0013,0.0006
2025-08-01,broken,lower,22861.75,2025-08-01T17:02,553,0.01,0.02,0.0088,0.01,-0.5636,0.2917,55,48,0.312,62,1.0,0.0,0.3737,0.38,-0.0063,-0.001
2025-08-01,broken,lower,22876.17,2025-08-01T13:48,554,0.03,0.01,0.0124,0.0039,0.9783,0.0,554,2,5.947,36,1.0,,0.4241,0.4275,-0.0034,-0.0014
2025-08-01,broken,lower,22886.8,2025-08-01T16:57,554,0.01,0.01,0.0072,0.0063,0.9355,-0.9333,31,30,0.21,62,1.0,0.0,0.3596,0.3596,0.0,-0.0018
2025-08-01,broken,lower,22893.5,2025-08-01T13:45,554,0.06,0.28,0.0276,0.0921,0.6,-0.1111,5,45,0.437,30,1.0,,0.4294,0.4464,-0.017,0.0036
2025-08-01,broken,lower,22908.5,2025-08-01T16:55,555,0.02,0.01,0.0139,0.0075,0.1765,0.4583,102,48,0.57,62,1.0,-0.02,0.3321,0.3357,-0.0036,-0.0008
2025-08-01,broken,lower,22916.9,2025-08-01T13:44,555,0.02,0.02,0.0086,0.0076,-0.1837,0.0976,49,82,0.739,28,1.0,,0.4182,0.4182,0.0,0.0003
2025-08-01,broken,lower,22925.85,2025-08-01T13:43,555,0.02,0.02,0.0085,0.0075,-0.9412,0.4146,34,41,0.37,26,1.0,,0.4241,0.4191,0.005,0.0002
2025-08-01,broken,lower,22937.6,2025-08-01T13:42,555,0.02,0.02,0.0097,0.007,0.2727,0.9592,55,49,0.768,24,1.0,,0.4105,0.4122,-0.0017,-0.0014
2025-08-01,broken,lower,22958.72,2025-08-01T13:40,556,0.02,0.02,0.0092,0.0074,-0.0417,0.2889,48,45,0.522,20,1.0,,0.4082,0.4099,-0.0017,-0.0001
2025-08-01,broken,lower,22983.5,2025-08-01T16:38,556,0.01,0.02,0.01,0.0122,-0.3143,-0.3243,105,74,0.353,62,1.0,0.0,0.2988,0.2976,0.0012,0.0007
2025-08-01,broken,lower,22997.0,2025-08-01T13:34,557,0.03,0.03,0.0138,0.0113,-0.3617,0.96,47,50,0.538,8,1.0,,0.3996,0.3996,0.0,0.0
2025-08-01,broken,lower,23010.8,2025-08-01T13:33,557,0.03,0.04,0.0143,0.015,-0.7778,0.3953,45,43,0.625,6,1.0,,0.3921,0.3962,-0.0041,-0.0003
2025-08-01,broken,lower,23023.5,2025-08-01T13:32,557,0.02,0.06,0.0129,0.0184,-0.6078,-0.0244,51,41,0.318,4,1.0,,0.3825,0.379,0.0035,-0.0007
2025-08-01,rejected,lower,22775.0,2025-08-01T18:09,551,0.01,0.03,0.0198,0.0143,0.9565,-0.3548,138,62,0.231,62,1.0,-0.01,0.3499,0.3571,-0.0072,-0.0035
