date,cls,direction,price,first_touch_utc,K,tvol_put,tvol_call,tvol_dir,tvol_ratio_nb,tprem_put,tprem_call
2025-03-12,rejected,upper,19638.0,2025-03-12T15:59,478,118164,135895,135895,0.787,347532.0,285388.5
2025-03-12,rejected,upper,19685.0,2025-03-12T16:11,479,90602,239485,239485,1.343,296260.7,424745.2
2025-03-12,rejected,upper,19691.8,2025-03-12T16:14,479,93340,244291,244291,1.353,301930.0,433139.3
2025-03-12,rejected,upper,19703.24,2025-03-12T16:22,479,100696,254982,254982,1.386,317256.8,453672.6
2025-03-12,rejected,upper,19719.5,2025-03-12T17:31,480,92253,337238,337238,1.196,292137.2,527182.3
2025-03-12,rejected,upper,19727.53,2025-03-12T16:36,480,68659,261476,261476,1.187,234263.3,427705.2
2025-03-12,rejected,upper,19775.5,2025-03-12T13:34,481,2935,17546,17546,1.947,10076.4,49483.8
2025-03-12,placebo,lower,19475.02,2025-03-12T15:08,474,133642,45393,133642,1.196,252031.2,149084.3
2025-03-12,placebo,lower,19341.21,2025-03-12T15:08,470,90448,7404,90448,1.086,75818.4,60282.1
2025-03-12,placebo,lower,19566.5,2025-03-12T14:41,476,125656,41116,125656,1.378,282099.5,151245.8
2025-03-12,placebo,lower,19401.95,2025-03-12T14:41,472,68952,7875,68952,0.749,71416.5,62205.2
2025-03-12,placebo,lower,19426.91,2025-03-12T14:34,473,66672,4738,66672,0.659,80258.2,30991.4
2025-03-12,placebo,lower,19638.62,2025-03-12T14:34,478,97293,62479,97293,0.984,275055.1,183823.7
2025-03-12,placebo,lower,19527.42,2025-03-12T14:03,475,51914,11831,51914,0.924,92814.1,62115.4
2025-03-12,placebo,lower,19530.8,2025-03-12T14:03,475,51914,11831,51914,0.924,92814.1,62115.4
2025-03-12,placebo,lower,19641.31,2025-03-12T13:56,478,49680,19743,49680,0.867,133493.5,71685.8
2025-03-12,placebo,lower,19508.91,2025-03-12T13:56,475,39290,9210,39290,0.936,65494.5,51351.9
2025-03-12,placebo,lower,19652.34,2025-03-12T17:05,478,192886,203248,192886,0.932,486562.6,429777.7
2025-03-12,placebo,lower,19485.41,2025-03-12T17:05,474,241900,111543,241900,1.233,387812.9,340421.4
2025-03-12,placebo,lower,19719.18,2025-03-12T16:42,480,73730,271344,73730,1.18,247358.5,441446.3
2025-03-12,placebo,lower,19520.84,2025-03-12T16:42,475,227800,136659,227800,1.223,423060.8,376752.8
2025-03-12,placebo,lower,19740.26,2025-03-12T13:48,480,26188,41880,26188,1.809,81827.5,122847.0
2025-03-12,placebo,lower,19729.74,2025-03-12T13:48,480,26188,41880,26188,1.809,81827.5,122847.0
2025-03-12,placebo,upper,19636.72,2025-03-12T15:27,478,106916,105172,105172,0.796,317615.7,234191.8
2025-03-12,placebo,upper,19655.95,2025-03-12T15:27,478,106916,105172,105172,0.796,317615.7,234191.8
2025-03-12,placebo,upper,19638.52,2025-03-12T15:32,478,107150,109425,109425,0.784,318528.8,239703.0
2025-03-12,placebo,upper,19650.83,2025-03-12T15:32,478,107150,109425,109425,0.784,318528.8,239703.0
2025-03-12,placebo,upper,19534.94,2025-03-12T15:51,475,174936,121896,121896,1.318,367125.5,323152.3
2025-03-12,placebo,upper,19575.35,2025-03-12T15:51,476,172108,134000,134000,1.378,406143.0,336618.2
2025-03-12,placebo,upper,19712.95,2025-03-12T15:59,480,54454,213590,213590,1.17,198589.6,354380.4
2025-03-12,placebo,upper,19726.12,2025-03-12T15:59,480,54454,213590,213590,1.17,198589.6,354380.4
2025-03-12,placebo,upper,19599.67,2025-03-12T16:11,477,149911,151397,151397,0.872,390814.5,344043.2
2025-03-12,placebo,upper,19568.63,2025-03-12T16:11,476,196891,150672,150672,1.414,446281.6,381691.8
2025-03-12,placebo,upper,19765.04,2025-03-12T16:14,481,34726,255797,255797,1.396,140522.7,360237.2
2025-03-12,placebo,upper,19777.02,2025-03-12T16:14,481,34726,255797,255797,1.396,140522.7,360237.2
2025-03-12,placebo,upper,19750.21,2025-03-12T16:22,480,60985,243153,243153,1.172,216693.3,396264.5
2025-03-12,placebo,upper,19643.41,2025-03-12T16:22,478,137418,160779,160779,0.834,385237.0,339175.7
2025-03-12,placebo,upper,19829.5,2025-03-12T17:31,482,18391,223625,223625,0.622,82363.1,225150.5
2025-03-12,placebo,upper,19601.73,2025-03-12T17:31,477,235548,199726,199726,0.911,522580.3,467294.0
2025-03-12,placebo,upper,19660.68,2025-03-12T16:36,478,153723,172023,172023,0.866,413004.2,367499.2
2025-03-12,placebo,upper,19788.98,2025-03-12T16:36,481,38981,280543,280543,1.331,152512.7,393652.2
2025-03-12,placebo,upper,19820.82,2025-03-12T13:34,482,1488,11833,11833,0.619,5723.3,26673.2
2025-03-12,placebo,upper,19727.64,2025-03-12T13:34,480,4533,15202,15202,1.774,13871.0,46529.3
2025-03-13,broken,lower,19202.2,2025-03-13T17:17,467,184143,20797,184143,0.692,166732.3,70047.1
2025-03-13,broken,lower,19210.5,2025-03-13T17:16,467,182903,20176,182903,0.69,164575.6,68870.4
2025-03-13,broken,lower,19224.38,2025-03-13T17:11,468,207605,38658,207605,0.731,235418.9,114035.2
2025-03-13,broken,lower,19280.2,2025-03-13T16:46,469,239210,69649,239210,1.101,332574.2,198338.1
2025-03-13,broken,lower,19297.2,2025-03-13T15:36,470,205389,41219,205389,1.169,305455.1,144188.7
2025-03-13,broken,lower,19330.0,2025-03-13T15:35,470,201274,39640,201274,1.161,296586.2,141082.4
2025-03-13,broken,lower,19352.5,2025-03-13T15:26,471,211121,61101,211121,1.338,358949.0,198158.5
2025-03-13,broken,lower,19361.0,2025-03-13T13:56,471,53515,8437,53515,1.149,89116.2,36301.0
2025-03-13,broken,lower,19377.0,2025-03-13T15:09,471,188759,46329,188759,1.267,315278.5,163621.3
2025-03-13,broken,lower,19390.0,2025-03-13T13:54,472,39611,7980,39611,0.667,80589.2,32292.5
2025-03-13,broken,lower,19426.2,2025-03-13T13:53,473,46496,10331,46496,0.84,111593.8,34600.7
2025-03-13,broken,lower,19436.8,2025-03-13T13:52,473,44332,9624,44332,0.834,105406.8,32650.7
2025-03-13,broken,lower,19446.2,2025-03-13T13:51,473,41526,8752,41526,0.823,97521.8,30299.0
2025-03-13,broken,lower,19453.0,2025-03-13T13:50,473,38212,7963,38212,0.795,88557.8,27941.6
2025-03-13,broken,lower,19484.8,2025-03-13T13:43,474,30268,8096,30268,1.245,78343.4,27187.4
2025-03-13,rejected,lower,19170.0,2025-03-13T17:46,466,210921,30151,210921,1.102,162858.5,85738.0
2025-03-13,rejected,lower,19177.1,2025-03-13T17:19,467,188506,24532,188506,0.708,174931.5,76645.9
2025-03-13,rejected,lower,19183.8,2025-03-13T17:18,467,186941,22008,186941,0.7,172017.9,72167.5
2025-03-13,rejected,lower,19241.65,2025-03-13T16:47,468,183141,23064,183141,0.676,193703.8,79144.7
2025-03-13,rejected,lower,19280.22,2025-03-13T15:38,469,175069,21687,175069,0.973,226411.8,81510.7
2025-03-13,rejected,lower,19324.5,2025-03-13T14:00,470,58541,11898,58541,1.304,93145.1,47228.1
2025-03-13,rejected,lower,19341.0,2025-03-13T13:57,471,56948,11314,56948,1.194,98591.4,44881.8
2025-03-13,rejected,lower,19362.93,2025-03-13T15:12,471,193775,48777,193775,1.279,324997.4,169612.7
2025-03-13,rejected,lower,19401.5,2025-03-13T14:48,472,137661,61303,137661,0.97,277702.2,185813.3
2025-03-13,rejected,lower,19458.5,2025-03-13T13:45,473,29767,5147,29767,0.714,67569.5,19012.8
2025-03-13,rejected,lower,19490.8,2025-03-13T13:36,474,17811,3284,17811,1.337,46961.2,11615.1
2025-03-13,rejected,lower,19512.2,2025-03-13T13:33,475,7770,3036,7770,1.675,21545.3,9681.7
2025-03-13,rejected,lower,19528.8,2025-03-13T13:30,475,2011,574,2011,1.41,5595.3,1760.7
2025-03-13,broken,upper,19238.0,2025-03-13T18:01,468,239081,104586,104586,0.84,298615.1,211907.6
2025-03-13,broken,upper,19260.2,2025-03-13T18:02,469,284892,173400,173400,1.193,436148.4,333308.2
2025-03-13,broken,upper,19280.63,2025-03-13T18:07,469,287517,183853,183853,1.212,440408.1,347537.0
2025-03-13,broken,upper,19286.8,2025-03-13T18:11,469,290740,193192,193192,1.233,445350.6,361578.8
2025-03-13,broken,upper,19292.0,2025-03-13T18:12,469,291790,194770,194770,1.237,446746.0,364064.3
2025-03-13,broken,upper,19327.85,2025-03-13T18:25,470,314040,257104,257104,1.34,533405.8,460167.9
2025-03-13,broken,upper,19338.2,2025-03-13T18:32,471,299838,306842,306842,1.394,572544.4,519649.6
2025-03-13,broken,upper,19345.4,2025-03-13T18:33,471,300341,308967,308967,1.395,573395.5,522259.0
2025-03-13,broken,upper,19360.0,2025-03-13T16:34,471,265391,143321,143321,1.468,485869.6,349342.0
2025-03-13,broken,upper,19367.2,2025-03-13T16:36,471,266980,145026,145026,1.471,488878.2,352811.3
2025-03-13,broken,upper,19532.0,2025-03-13T14:19,475,59825,89528,89528,1.305,190051.5,187111.0
2025-03-13,broken,upper,19548.0,2025-03-13T14:24,476,54714,98827,98827,1.39,206010.0,185613.9
2025-03-13,rejected,upper,19226.85,2025-03-13T17:52,468,233967,88446,88446,0.806,290181.5,187853.4
2025-03-13,rejected,upper,19318.0,2025-03-13T18:13,470,302586,238343,238343,1.312,516466.2,434797.8
2025-03-13,rejected,upper,19325.0,2025-03-13T18:14,470,303821,241819,241819,1.315,518124.7,439914.6
2025-03-13,rejected,upper,19376.5,2025-03-13T18:44,471,310152,326448,326448,1.41,585113.2,546479.5
2025-03-13,rejected,upper,19388.75,2025-03-13T16:37,472,209533,169414,169414,1.003,446766.4,373632.7
2025-03-13,rejected,upper,19536.0,2025-03-13T14:20,475,61015,91502,91502,1.308,193047.9,192167.9
2025-03-13,rejected,upper,19570.0,2025-03-13T14:25,476,55729,102057,102057,1.384,208495.0,193333.8
2025-03-13,placebo,lower,19214.28,2025-03-13T17:46,467,207820,52240,207820,0.772,208405.6,126013.4
2025-03-13,placebo,lower,19221.32,2025-03-13T17:46,468,231706,78762,231706,0.797,285674.0,174439.8
2025-03-13,placebo,lower,19135.4,2025-03-13T17:19,466,183838,11578,183838,1.049,128076.4,45930.5
2025-03-13,placebo,lower,19081.55,2025-03-13T17:19,464,123215,2567,123215,1.105,54066.9,16301.3
2025-03-13,placebo,lower,19079.79,2025-03-13T17:18,464,121752,2476,121752,1.116,52666.0,16008.8
2025-03-13,placebo,lower,19075.66,2025-03-13T17:18,464,121752,2476,121752,1.116,52666.0,16008.8
2025-03-13,placebo,lower,19158.34,2025-03-13T16:47,466,154939,5455,154939,1.095,95288.9,29303.1
2025-03-13,placebo,lower,19124.88,2025-03-13T16:47,465,126781,3063,126781,1.121,61692.6,18635.2
2025-03-13,placebo,lower,19209.92,2025-03-13T15:38,467,108423,3180,108423,0.687,80483.0,17416.2
2025-03-13,placebo,lower,19324.47,2025-03-13T15:38,470,209995,43804,209995,1.183,315929.1,148993.8
2025-03-13,placebo,lower,19209.83,2025-03-13T14:00,467,30221,492,30221,0.607,25869.8,2679.0
2025-03-13,placebo,lower,19380.89,2025-03-13T14:00,472,50393,19761,50393,0.743,114106.5,60102.3
2025-03-13,placebo,lower,19385.86,2025-03-13T13:57,472,46807,12922,46807,0.712,102379.9,44663.6
2025-03-13,placebo,lower,19279.38,2025-03-13T13:57,469,49116,4295,49116,1.346,62538.5,18323.9
2025-03-13,placebo,lower,19315.01,2025-03-13T15:12,470,170933,28088,170933,1.118,242630.6,111013.7
2025-03-13,placebo,lower,19439.97,2025-03-13T15:12,473,159591,105815,159591,1.071,382207.2,270102.7
2025-03-13,placebo,lower,19340.38,2025-03-13T14:48,471,161221,39604,161221,1.309,272491.8,142018.7
2025-03-13,placebo,lower,19485.29,2025-03-13T14:48,474,119998,119799,119998,1.35,331892.8,274182.6
2025-03-13,placebo,lower,19375.08,2025-03-13T13:45,471,30722,3179,30722,1.175,43384.9,17161.9
2025-03-13,placebo,lower,19411.97,2025-03-13T13:45,472,22806,3902,22806,0.583,41407.4,19120.2
2025-03-13,placebo,lower,19386.81,2025-03-13T13:36,472,8637,2133,8637,0.573,15007.0,11966.1
2025-03-13,placebo,lower,19421.64,2025-03-13T13:36,473,11928,1278,11928,0.619,25332.9,5259.2
2025-03-13,placebo,lower,19605.58,2025-03-13T13:33,477,3780,4469,3780,0.946,13443.6,10574.0
2025-03-13,placebo,lower,19590.59,2025-03-13T13:33,477,3780,4469,3780,0.946,13443.6,10574.0
2025-03-13,placebo,lower,19619.71,2025-03-13T13:30,477,1431,691,1431,1.105,5269.4,1578.3
2025-03-13,placebo,lower,19423.32,2025-03-13T13:30,473,1678,40,1678,0.539,3354.1,161.9
2025-03-13,placebo,upper,19154.99,2025-03-13T17:52,466,217185,35445,35445,1.118,170115.2,95715.0
2025-03-13,placebo,upper,19320.3,2025-03-13T17:52,470,297306,201407,201407,1.323,505339.2,395526.3
2025-03-13,placebo,upper,19424.81,2025-03-13T18:13,473,189279,264089,264089,0.89,490803.6,418948.9
2025-03-13,placebo,upper,19395.07,2025-03-13T18:13,472,220506,263456,263456,0.938,485380.6,447736.7
2025-03-13,placebo,upper,19260.13,2025-03-13T18:14,469,294339,200893,200893,1.247,449923.2,374801.3
2025-03-13,placebo,upper,19392.05,2025-03-13T18:14,472,220637,266912,266912,0.939,485710.7,450455.1
2025-03-13,placebo,upper,19450.99,2025-03-13T18:44,473,191224,295849,295849,0.876,496518.9,436076.0
2025-03-13,placebo,upper,19440.8,2025-03-13T18:44,473,191224,295849,295849,0.876,496518.9,436076.0
2025-03-13,placebo,upper,19434.77,2025-03-13T16:37,473,181891,188721,188721,0.957,455758.4,375153.5
2025-03-13,placebo,upper,19309.58,2025-03-13T16:37,470,259906,103589,103589,1.329,415968.2,276870.4
2025-03-13,placebo,upper,19576.96,2025-03-13T14:20,476,51667,92750,92750,1.388,197402.0,172611.7
2025-03-13,placebo,upper,19655.15,2025-03-13T14:20,478,22777,59626,59626,0.731,104395.0,70870.7
2025-03-13,placebo,upper,19651.88,2025-03-13T14:25,478,23357,65875,65875,0.715,106643.4,79407.3
2025-03-13,placebo,upper,19480.23,2025-03-13T14:25,474,87510,90405,90405,1.312,249379.2,212431.9
2025-03-14,broken,lower,19626.85,2025-03-14T16:12,478,137865,227250,137865,1.007,260066.6,358753.9
2025-03-14,broken,lower,19640.93,2025-03-14T16:09,478,132711,225385,132711,1.002,252375.3,355995.7
2025-03-14,broken,lower,19652.8,2025-03-14T17:26,478,222809,283922,222809,1.108,364278.4,450399.4
2025-03-14,rejected,lower,19436.8,2025-03-14T14:00,473,44233,13383,44233,0.559,79945.9,58722.3
2025-03-14,rejected,lower,19450.8,2025-03-14T13:30,473,1403,1515,1403,0.769,3297.4,5439.9
2025-03-14,rejected,lower,19608.9,2025-03-14T16:17,477,198269,230149,198269,1.119,360554.2,439881.8
2025-03-14,rejected,lower,19620.38,2025-03-14T16:16,477,195773,227924,195773,1.112,356975.4,435623.2
2025-03-14,broken,upper,19513.35,2025-03-14T13:31,475,4450,5236,5236,1.926,12917.9,13061.3
2025-03-14,broken,upper,19547.8,2025-03-14T13:33,476,5802,14311,14311,1.946,17489.7,31002.0
2025-03-14,broken,upper,19569.25,2025-03-14T13:35,476,10034,20280,20280,2.016,28703.4,46462.1
2025-03-14,broken,upper,19577.5,2025-03-14T13:36,476,11743,24322,24322,2.152,32910.8,58028.4
2025-03-14,broken,upper,19590.5,2025-03-14T14:58,477,68990,160359,160359,0.966,194434.8,286945.8
2025-03-14,broken,upper,19611.2,2025-03-14T14:59,477,70263,163098,163098,0.97,196661.4,291775.7
2025-03-14,broken,upper,19646.1,2025-03-14T15:18,478,55337,175343,175343,0.835,143271.4,260290.7
2025-03-14,broken,upper,19657.0,2025-03-14T15:20,478,57893,179391,179391,0.845,147578.4,268639.8
2025-03-14,broken,upper,19677.09,2025-03-14T15:33,479,36820,209846,209846,1.102,96851.9,232849.9
2025-03-14,rejected,upper,19561.5,2025-03-14T14:40,476,118255,141114,141114,1.821,312615.8,306166.0
2025-03-14,rejected,upper,19580.67,2025-03-14T14:47,477,62142,147930,147930,0.959,180186.6,267507.4
2025-03-14,rejected,upper,19598.85,2025-03-14T13:37,477,3732,20729,20729,0.656,11377.5,41798.6
2025-03-14,rejected,upper,19619.0,2025-03-14T13:50,477,22837,46572,46572,1.018,64315.6,106445.7
2025-03-14,rejected,upper,19641.8,2025-03-14T15:00,478,30978,148167,148167,0.72,96624.1,212941.3
2025-03-14,rejected,upper,19666.35,2025-03-14T15:23,479,27134,197021,197021,1.059,77103.1,214556.0
2025-03-14,rejected,upper,19673.0,2025-03-14T18:06,479,187831,401068,401068,1.513,328049.6,453245.6
2025-03-14,rejected,upper,19701.68,2025-03-14T15:41,480,22138,183092,183092,0.958,63148.8,158030.8
2025-03-14,placebo,lower,19489.76,2025-03-14T14:00,474,64602,24287,64602,1.112,138757.8,80349.9
2025-03-14,placebo,lower,19330.33,2025-03-14T14:00,470,51274,8287,51274,1.325,49813.7,52388.8
2025-03-14,placebo,lower,19396.42,2025-03-14T13:30,472,1349,1462,1349,0.709,2760.6,5915.9
2025-03-14,placebo,lower,19558.31,2025-03-14T13:30,476,107,3697,107,2.112,379.7,7073.4
2025-03-14,placebo,lower,19531.91,2025-03-14T16:17,475,276580,148892,276580,1.401,487780.4,392795.2
2025-03-14,placebo,lower,19503.57,2025-03-14T16:17,475,276580,148892,276580,1.401,487780.4,392795.2
2025-03-14,placebo,lower,19735.62,2025-03-14T16:16,480,44100,231051,44100,1.016,107089.7,208803.4
2025-03-14,placebo,lower,19729.92,2025-03-14T16:16,480,44100,231051,44100,1.016,107089.7,208803.4
2025-03-14,placebo,upper,19681.5,2025-03-14T14:40,479,7288,122880,122880,0.911,30995.9,131668.3
2025-03-14,placebo,upper,19464.4,2025-03-14T14:40,474,153085,73223,73223,1.442,332797.6,202903.9
2025-03-14,placebo,upper,19676.04,2025-03-14T14:47,479,7956,131733,131733,0.9,33583.9,138704.8
2025-03-14,placebo,upper,19495.13,2025-03-14T14:47,474,165668,78637,78637,1.423,351167.5,217938.6
2025-03-14,placebo,upper,19686.05,2025-03-14T13:37,479,806,24366,24366,1.112,3910.3,25095.0
2025-03-14,placebo,upper,19485.33,2025-03-14T13:37,474,20687,14969,14969,1.654,49455.6,45659.4
2025-03-14,placebo,upper,19555.5,2025-03-14T13:50,476,40419,46718,46718,2.185,104731.9,123213.4
2025-03-14,placebo,upper,19578.2,2025-03-14T13:50,476,40419,46718,46718,2.185,104731.9,123213.4
2025-03-14,placebo,upper,19581.32,2025-03-14T15:00,477,73295,167401,167401,0.98,201004.7,301872.0
2025-03-14,placebo,upper,19559.36,2025-03-14T15:00,476,149957,169911,169911,1.869,366995.1,366989.5
2025-03-14,placebo,upper,19565.02,2025-03-14T15:23,476,183901,188238,188238,1.726,409640.9,417279.6
2025-03-14,placebo,upper,19624.8,2025-03-14T15:23,478,62728,183675,183675,0.858,155184.5,276702.9
2025-03-14,placebo,upper,19740.46,2025-03-14T18:06,480,94152,350048,350048,1.114,197561.6,302451.2
2025-03-14,placebo,upper,19621.54,2025-03-14T18:06,478,271583,319747,319747,1.178,418758.1,490942.1
2025-03-14,placebo,upper,19773.28,2025-03-14T15:41,481,9815,158068,158068,1.019,35474.7,110781.9
2025-03-14,placebo,upper,19601.86,2025-03-14T15:41,477,133202,213505,213505,1.081,286226.6,401770.7
2025-03-14,round,,19500.0,2025-03-14T13:31,475,4450,5236,,1.926,12917.9,13061.3
