date,cls,direction,price,first_touch_utc,K,tvol_put,tvol_call,tvol_dir,tvol_ratio_nb,tprem_put,tprem_call
2025-03-07,placebo,upper,20116.82,2025-03-07T17:45,489,86508,256015,256015,1.379,295680.1,451572.9
2025-03-07,placebo,upper,19961.95,2025-03-07T17:45,485,170529,137440,137440,1.053,428605.1,317169.4
2025-03-07,placebo,upper,20131.18,2025-03-07T17:55,489,88008,280625,280625,1.366,300536.4,488102.5
2025-03-07,placebo,upper,20133.57,2025-03-07T17:55,490,58751,251188,251188,1.127,219528.4,404202.0
2025-03-07,placebo,upper,20235.72,2025-03-07T18:05,492,18262,191080,191080,0.741,84563.3,236499.4
2025-03-07,placebo,upper,20168.8,2025-03-07T18:05,490,60083,273681,273681,1.113,224590.9,430886.1
2025-03-07,placebo,upper,20019.04,2025-03-07T14:35,487,8084,5168,5168,1.381,25764.1,20356.9
2025-03-07,placebo,upper,20174.36,2025-03-07T14:35,491,1704,8948,8948,1.06,8335.6,21978.8
2025-03-07,placebo,upper,20109.25,2025-03-07T14:40,489,9676,19872,19872,1.607,35708.7,63421.9
2025-03-07,placebo,upper,20211.35,2025-03-07T14:40,491,3051,17429,17429,1.029,14228.8,43186.7
2025-03-07,placebo,upper,20241.11,2025-03-07T18:53,492,20464,226803,226803,0.723,92472.1,271317.8
2025-03-07,placebo,upper,20237.84,2025-03-07T18:53,492,20464,226803,226803,0.723,92472.1,271317.8
2025-03-07,placebo,upper,20075.5,2025-03-07T14:44,488,18225,16827,16827,1.24,57746.5,64054.1
2025-03-07,placebo,upper,20134.32,2025-03-07T14:44,490,6505,25212,25212,1.05,25783.6,75706.4
2025-03-07,placebo,upper,20152.16,2025-03-07T14:48,490,9791,30935,30935,1.134,35763.3,95425.5
2025-03-07,placebo,upper,20091.7,2025-03-07T14:48,488,21045,18953,18953,1.124,64185.7,73885.7
2025-03-07,placebo,upper,20327.47,2025-03-07T14:49,494,1270,30465,30465,1.31,7891.3,43518.7
2025-03-07,placebo,upper,20258.07,2025-03-07T14:49,493,1542,24106,24106,0.62,7637.2,47371.8
2025-03-07,placebo,upper,20295.36,2025-03-07T14:53,493,3128,28552,28552,0.658,13254.3,58904.7
2025-03-07,placebo,upper,20192.55,2025-03-07T14:53,491,11836,41753,41753,1.493,42508.9,120775.6
2025-03-07,placebo,upper,20188.51,2025-03-07T14:55,491,13051,43935,43935,1.495,45887.0,128400.6
2025-03-07,placebo,upper,20341.99,2025-03-07T14:55,495,1274,33773,33773,1.207,8407.7,44439.6
2025-03-07,placebo,upper,20213.64,2025-03-07T19:23,491,70375,394735,394735,1.382,229460.8,575180.1
2025-03-07,placebo,upper,20216.59,2025-03-07T19:23,492,29864,272305,272305,0.778,109990.1,331041.4
2025-03-07,round,,19800.0,2025-03-07T16:41,481,127454,8660,,1.262,145709.2,41275.8
2025-03-07,round,,20100.0,2025-03-07T14:34,489,4117,7369,,1.66,15951.3,23380.9
2025-03-10,broken,lower,19344.0,2025-03-10T18:56,470,219591,14886,219591,1.042,115027.9,53584.7
2025-03-10,broken,lower,19353.5,2025-03-10T18:55,471,291962,35100,291962,1.393,198332.3,91933.2
2025-03-10,broken,lower,19375.2,2025-03-10T18:54,471,288607,33148,288607,1.379,194321.3,89704.0
2025-03-10,broken,lower,19383.0,2025-03-10T18:53,471,286776,32003,286776,1.376,192496.1,88411.1
2025-03-10,broken,lower,19408.8,2025-03-10T18:40,472,253743,52415,253743,0.867,240148.3,116803.8
2025-03-10,broken,lower,19482.35,2025-03-10T17:07,474,195379,53195,195379,0.94,254748.4,165729.4
2025-03-10,broken,lower,19552.0,2025-03-10T14:54,475,84703,10612,84703,0.764,107961.0,43261.6
2025-03-10,broken,lower,19562.0,2025-03-10T14:53,476,85886,21119,85886,0.822,134019.6,73130.7
2025-03-10,broken,lower,19568.0,2025-03-10T14:52,476,84331,19912,84331,0.808,129808.0,70164.3
2025-03-10,broken,lower,19585.2,2025-03-10T14:51,476,82672,18736,82672,0.797,125385.5,67228.6
2025-03-10,broken,lower,19617.8,2025-03-10T14:43,477,83005,20287,83005,0.765,153873.7,76340.5
2025-03-10,broken,lower,19710.2,2025-03-10T14:02,479,61022,9317,61022,1.086,126415.4,40997.8
2025-03-10,broken,lower,19776.65,2025-03-10T13:52,481,43968,12976,43968,1.107,111189.2,49665.2
2025-03-10,broken,lower,19815.8,2025-03-10T13:32,482,5900,1693,5900,0.951,17913.0,5916.9
2025-03-10,rejected,lower,19330.0,2025-03-10T18:59,470,224958,17977,224958,1.058,120236.5,57671.1
2025-03-10,rejected,lower,19391.2,2025-03-10T18:41,472,254612,53161,254612,0.866,241515.7,117741.0
2025-03-10,rejected,lower,19396.8,2025-03-10T18:06,472,222433,28325,222433,0.834,197999.8,75818.7
2025-03-10,rejected,lower,19424.83,2025-03-10T17:47,472,197433,18002,197433,0.791,163640.5,57060.8
2025-03-10,rejected,lower,19438.0,2025-03-10T17:37,473,208338,34471,208338,0.797,213515.7,102144.9
2025-03-10,rejected,lower,19455.0,2025-03-10T17:11,473,180522,20461,180522,0.763,173783.6,72244.8
2025-03-10,rejected,lower,19484.5,2025-03-10T17:02,474,188905,47139,188905,0.919,242649.6,154220.5
2025-03-10,rejected,lower,19523.0,2025-03-10T14:56,475,88285,13510,88285,0.787,117078.1,50962.6
2025-03-10,rejected,lower,19558.0,2025-03-10T16:08,476,148547,93627,148547,1.116,266657.0,271391.0
2025-03-10,rejected,lower,19564.5,2025-03-10T16:05,476,146841,92219,146841,1.114,262761.8,268315.5
2025-03-10,rejected,lower,19575.2,2025-03-10T15:57,476,139943,85661,139943,1.09,248309.2,252104.4
2025-03-10,rejected,lower,19581.8,2025-03-10T15:56,476,138736,84842,138736,1.089,245655.2,249955.0
2025-03-10,rejected,lower,19590.25,2025-03-10T14:46,476,76562,11377,76562,0.729,111270.7,46701.9
2025-03-10,rejected,lower,19622.0,2025-03-10T14:34,477,74656,13436,74656,0.724,133040.2,56105.1
2025-03-10,rejected,lower,19643.5,2025-03-10T14:30,478,80844,20620,80844,0.898,169811.2,74176.9
2025-03-10,rejected,lower,19654.2,2025-03-10T14:21,478,71652,15122,71652,0.854,146221.5,57598.2
2025-03-10,rejected,lower,19672.0,2025-03-10T14:19,478,66768,12791,66768,0.821,132469.7,50622.2
2025-03-10,rejected,lower,19682.8,2025-03-10T14:10,479,76075,18000,76075,1.25,170265.8,66319.5
2025-03-10,rejected,lower,19691.0,2025-03-10T14:04,479,65968,11668,65968,1.145,140878.2,47767.9
2025-03-10,rejected,lower,19731.5,2025-03-10T14:00,480,57537,12844,57537,0.991,134315.2,49612.4
2025-03-10,rejected,lower,19744.2,2025-03-10T13:54,480,45773,7476,45773,0.931,102201.2,31468.8
2025-03-10,rejected,lower,19787.5,2025-03-10T13:33,481,10095,1530,10095,1.242,25695.0,6058.9
2025-03-10,broken,upper,19620.8,2025-03-10T15:23,477,112233,81954,81954,0.994,239392.8,220262.5
2025-03-10,broken,upper,19635.65,2025-03-10T15:24,478,114267,92986,92986,1.014,272791.0,232683.8
2025-03-10,broken,upper,19649.0,2025-03-10T15:30,478,116788,99921,99921,1.03,279714.3,248474.9
2025-03-10,broken,upper,19661.8,2025-03-10T15:31,478,117346,101775,101775,1.032,280907.3,253232.2
2025-03-10,broken,upper,19678.63,2025-03-10T15:32,479,129020,134912,134912,1.356,338807.8,301817.0
2025-03-10,rejected,upper,19500.0,2025-03-10T18:11,474,243815,147562,147562,1.134,351997.3,300260.7
2025-03-10,rejected,upper,19639.2,2025-03-10T16:34,478,146823,180826,180826,1.076,360062.0,404371.8
2025-03-10,rejected,upper,19703.0,2025-03-10T15:37,479,131137,145805,145805,1.353,344217.2,326449.0
2025-03-10,placebo,lower,19423.91,2025-03-10T18:59,472,266764,76122,266764,0.891,259563.7,140680.8
2025-03-10,placebo,lower,19282.98,2025-03-10T18:59,469,182350,9660,182350,1.085,78435.7,39662.8
2025-03-10,placebo,lower,19508.7,2025-03-10T18:41,474,260517,193814,260517,1.225,383565.3,350876.5
2025-03-10,placebo,lower,19476.29,2025-03-10T18:41,474,260517,193814,260517,1.225,383565.3,350876.5
2025-03-10,placebo,lower,19326.09,2025-03-10T18:06,470,166282,6935,166282,1.02,79191.8,35821.8
2025-03-10,placebo,lower,19308.32,2025-03-10T18:06,470,166282,6935,166282,1.02,79191.8,35821.8
2025-03-10,placebo,lower,19310.54,2025-03-10T17:47,470,149957,5468,149957,1.06,66364.8,31373.1
2025-03-10,placebo,lower,19523.7,2025-03-10T17:47,475,224370,162488,224370,1.096,379776.6,375082.2
2025-03-10,placebo,lower,19515.74,2025-03-10T17:37,475,220645,148223,220645,1.09,370015.5,359545.1
2025-03-10,placebo,lower,19531.86,2025-03-10T17:37,475,220645,148223,220645,1.09,370015.5,359545.1
2025-03-10,placebo,lower,19408.04,2025-03-10T17:11,472,163262,7318,163262,0.804,122198.2,32378.5
2025-03-10,placebo,lower,19556.95,2025-03-10T17:11,476,197502,179409,197502,1.334,374958.7,432999.1
2025-03-10,placebo,lower,19377.14,2025-03-10T17:02,471,160262,4051,160262,1.479,84191.3,26291.4
2025-03-10,placebo,lower,19570.65,2025-03-10T17:02,476,192899,164184,192899,1.358,361569.4,412182.1
2025-03-10,placebo,lower,19442.26,2025-03-10T14:56,473,90156,2430,90156,0.943,72375.7,13146.8
2025-03-10,placebo,lower,19566.29,2025-03-10T14:56,476,89879,28203,89879,0.877,145131.7,89318.1
2025-03-10,placebo,lower,19448.74,2025-03-10T16:08,473,140208,9234,140208,0.851,123244.1,42385.8
2025-03-10,placebo,lower,19645.7,2025-03-10T16:08,478,140805,144596,140805,1.091,339838.8,346413.0
2025-03-10,placebo,lower,19636.17,2025-03-10T16:05,478,140303,141832,140303,1.089,338170.7,341949.5
2025-03-10,placebo,lower,19669.06,2025-03-10T16:05,478,140303,141832,140303,1.089,338170.7,341949.5
2025-03-10,placebo,lower,19521.31,2025-03-10T15:57,475,137021,48223,137021,0.857,201894.8,165095.7
2025-03-10,placebo,lower,19670.75,2025-03-10T15:57,478,137232,134413,137232,1.091,328994.5,328729.5
2025-03-10,placebo,lower,19475.76,2025-03-10T15:56,474,137629,22787,137629,0.906,162950.3,89585.5
2025-03-10,placebo,lower,19492.93,2025-03-10T15:56,474,137629,22787,137629,0.906,162950.3,89585.5
2025-03-10,placebo,lower,19515.06,2025-03-10T14:46,475,75480,6246,75480,0.756,88967.3,30293.2
2025-03-10,placebo,lower,19537.43,2025-03-10T14:46,475,75480,6246,75480,0.756,88967.3,30293.2
2025-03-10,placebo,lower,19677.51,2025-03-10T14:34,479,108097,48281,108097,1.494,262467.0,147756.5
2025-03-10,placebo,lower,19707.23,2025-03-10T14:34,479,108097,48281,108097,1.494,262467.0,147756.5
2025-03-10,placebo,lower,19545.84,2025-03-10T14:30,475,62289,4408,62289,0.866,67039.7,23387.5
2025-03-10,placebo,lower,19566.9,2025-03-10T14:30,476,61801,5884,61801,0.74,82004.3,28832.0
2025-03-10,placebo,lower,19744.39,2025-03-10T14:21,480,88734,42349,88734,1.217,233147.7,128608.6
2025-03-10,placebo,lower,19712.29,2025-03-10T14:21,479,93593,32480,93593,1.383,220637.0,108072.0
2025-03-10,placebo,lower,19724.29,2025-03-10T14:19,480,85491,38967,85491,1.203,222267.8,120541.2
2025-03-10,placebo,lower,19763.51,2025-03-10T14:19,481,81551,55822,81551,1.294,234617.4,160966.9
2025-03-10,placebo,lower,19599.9,2025-03-10T14:10,477,46925,5122,46925,0.686,71891.1,26407.4
2025-03-10,placebo,lower,19577.89,2025-03-10T14:10,476,42967,2122,42967,0.754,50485.6,12305.7
2025-03-10,placebo,lower,19731.73,2025-03-10T14:04,480,67647,17578,67647,1.05,166236.3,62756.7
2025-03-10,placebo,lower,19599.02,2025-03-10T14:04,477,40927,3703,40927,0.702,59414.8,20749.1
2025-03-10,placebo,lower,19614.65,2025-03-10T14:00,477,33271,2808,33271,0.694,43253.8,16803.9
2025-03-10,placebo,lower,19842.1,2025-03-10T14:00,483,38829,52626,38829,1.207,129237.8,145786.5
2025-03-10,placebo,lower,19796.6,2025-03-10T13:54,481,50524,15034,50524,1.185,131664.1,55531.9
2025-03-10,placebo,lower,19823.06,2025-03-10T13:54,482,42327,28982,42327,1.219,129197.7,92690.6
2025-03-10,placebo,lower,19745.41,2025-03-10T13:33,480,9446,920,9446,1.103,20667.9,4018.9
2025-03-10,placebo,lower,19685.74,2025-03-10T13:33,479,9464,838,9464,1.701,18874.3,4429.1
2025-03-10,placebo,upper,19569.16,2025-03-10T18:11,476,213818,268780,268780,1.34,425105.0,526780.7
2025-03-10,placebo,upper,19545.41,2025-03-10T18:11,475,231493,199185,199185,1.1,400480.0,407810.6
2025-03-10,placebo,upper,19531.38,2025-03-10T16:34,475,170831,70950,70950,0.925,264062.0,222949.9
2025-03-10,placebo,upper,19745.19,2025-03-10T16:34,480,113282,195644,195644,0.948,330683.4,357579.9
2025-03-10,placebo,upper,19796.27,2025-03-10T15:37,481,93783,162243,162243,1.119,289951.3,313965.1
2025-03-10,placebo,upper,19786.32,2025-03-10T15:37,481,93783,162243,162243,1.119,289951.3,313965.1
2025-03-10,round,,19800.0,2025-03-10T13:33,482,8329,3076,,1.045,26292.8,10215.1
2025-03-10,round,,19900.0,2025-03-10T13:44,484,13544,27998,,1.51,50774.5,74884.2
2025-03-11,broken,lower,19235.0,2025-03-11T17:22,468,173810,28243,173810,0.7,271886.7,100332.2
2025-03-11,broken,lower,19249.0,2025-03-11T17:21,468,170945,27102,170945,0.694,265994.1,98149.8
2025-03-11,broken,lower,19289.73,2025-03-11T14:37,469,91200,11611,91200,1.23,181463.3,53969.4
2025-03-11,broken,lower,19344.2,2025-03-11T14:26,470,71549,9720,71549,1.01,149420.4,48827.7
2025-03-11,broken,lower,19351.2,2025-03-11T14:25,471,78174,18882,78174,1.16,184030.1,85232.4
2025-03-11,broken,lower,19412.8,2025-03-11T15:59,472,128231,113137,128231,0.844,348287.2,340899.4
2025-03-11,rejected,lower,19201.0,2025-03-11T17:30,467,158905,21207,158905,0.62,215722.9,78087.9
2025-03-11,rejected,lower,19207.0,2025-03-11T17:27,467,155083,16439,155083,0.605,208229.3,68396.9
2025-03-11,rejected30only,lower,19219.8,2025-03-11T17:23,467,148614,13286,148614,0.59,195894.9,61302.6
2025-03-11,rejected,lower,19273.53,2025-03-11T14:38,469,94175,13124,94175,1.246,190179.8,57960.5
2025-03-11,rejected,lower,19296.0,2025-03-11T16:57,469,217887,52130,217887,1.244,409691.3,191222.6
2025-03-11,rejected,lower,19313.03,2025-03-11T14:28,470,77167,11193,77167,1.043,166674.7,53206.5
2025-03-11,rejected,lower,19333.2,2025-03-11T16:14,470,184468,63458,184468,1.135,399889.9,219941.9
2025-03-11,rejected,lower,19340.2,2025-03-11T16:10,470,180724,61510,180724,1.137,391872.0,214789.6
2025-03-11,rejected,lower,19353.2,2025-03-11T14:04,471,48339,10661,48339,1.157,110746.0,53134.2
2025-03-11,rejected,lower,19359.5,2025-03-11T16:07,471,185924,98569,185924,1.338,444209.3,322355.4
2025-03-11,rejected,lower,19389.03,2025-03-11T13:33,472,6218,3400,6218,1.524,21997.7,11555.9
2025-03-11,rejected,lower,19411.8,2025-03-11T13:30,472,833,519,833,0.824,2754.7,1936.1
2025-03-11,broken,upper,19339.5,2025-03-11T17:46,470,256151,134328,134328,1.249,563068.3,353357.2
2025-03-11,broken,upper,19416.4,2025-03-11T18:01,472,178454,212231,212231,0.831,488800.5,485900.5
2025-03-11,broken,upper,19442.8,2025-03-11T18:07,473,154460,251618,251618,0.878,465292.1,541652.2
2025-03-11,broken,upper,19483.16,2025-03-11T13:36,474,4138,10792,10792,1.324,16561.5,30100.4
2025-03-11,broken,upper,19504.2,2025-03-11T18:20,474,122811,361680,361680,1.402,415984.5,663302.2
2025-03-11,broken,upper,19519.5,2025-03-11T18:21,475,85411,350463,350463,1.272,316752.4,594223.9
2025-03-11,broken,upper,19559.0,2025-03-11T18:41,476,54904,378203,378203,1.334,214334.3,553104.1
2025-03-11,broken,upper,19574.2,2025-03-11T18:42,476,55442,381627,381627,1.338,215298.5,558489.5
2025-03-11,broken,upper,19601.5,2025-03-11T18:43,477,22346,253725,253725,0.584,100160.9,304753.8
2025-03-11,broken,upper,19609.5,2025-03-11T18:44,477,23085,255640,255640,0.585,101452.4,307775.0
2025-03-11,broken,upper,19639.5,2025-03-11T18:50,478,14565,244907,244907,0.573,66042.4,238404.4
2025-03-11,broken,upper,19648.5,2025-03-11T18:51,478,15029,247429,247429,0.576,66814.3,242479.1
2025-03-11,broken,upper,19663.8,2025-03-11T18:52,478,16028,249865,249865,0.581,68211.9,246552.2
2025-03-11,rejected,upper,19366.78,2025-03-11T17:47,471,254250,185487,185487,1.383,616128.7,467744.5
2025-03-11,rejected,upper,19418.0,2025-03-11T14:54,472,83567,62394,62394,0.784,249135.4,189503.8
2025-03-11,rejected,upper,19432.9,2025-03-11T16:35,473,136907,173639,173639,0.942,400257.5,457480.3
2025-03-11,rejected,upper,19442.8,2025-03-11T18:03,473,152663,244898,244898,0.87,461403.4,530282.3
2025-03-11,rejected,upper,19452.5,2025-03-11T15:07,473,79113,92062,92062,0.792,256181.4,253786.9
2025-03-11,rejected,upper,19462.5,2025-03-11T18:08,473,155214,254533,254533,0.88,466658.8,547476.5
2025-03-11,rejected,upper,19477.5,2025-03-11T15:09,474,65068,145378,145378,1.318,228717.0,344875.0
2025-03-11,rejected,upper,19488.5,2025-03-11T18:14,474,120443,352751,352751,1.393,411376.7,649148.4
2025-03-11,rejected,upper,19508.5,2025-03-11T15:12,475,47740,163992,163992,1.32,177872.4,358967.2
2025-03-11,rejected,upper,19544.67,2025-03-11T13:37,475,1768,13920,13920,1.11,7464.2,35941.2
2025-03-11,rejected,upper,19593.2,2025-03-11T13:49,477,3061,26707,26707,0.587,13409.3,62584.2
2025-03-11,rejected,upper,19599.0,2025-03-11T13:50,477,3603,28756,28756,0.602,15269.9,68950.5
2025-03-11,rejected,upper,19614.0,2025-03-11T14:01,477,7916,44194,44194,0.648,31291.4,108943.8
2025-03-11,rejected,upper,19626.2,2025-03-11T18:46,477,24336,260025,260025,0.588,103510.5,315253.9
2025-03-11,rejected,upper,19686.8,2025-03-11T18:54,479,13189,331091,331091,1.377,75572.8,233316.6
2025-03-11,placebo,lower,19299.18,2025-03-11T17:30,469,257824,88993,257824,1.396,501996.4,259811.4
2025-03-11,placebo,lower,19265.56,2025-03-11T17:30,469,257824,88993,257824,1.396,501996.4,259811.4
2025-03-11,placebo,lower,19281.64,2025-03-11T17:27,469,255211,81044,255211,1.376,494741.1,248238.4
2025-03-11,placebo,lower,19257.95,2025-03-11T17:27,468,182346,33430,182346,0.724,290557.0,110701.5
2025-03-11,placebo,lower,19375.26,2025-03-11T14:38,471,101748,34013,101748,1.333,258890.5,125852.1
2025-03-11,placebo,lower,19224.21,2025-03-11T14:38,468,65159,4195,65159,0.666,106024.5,22731.5
2025-03-11,placebo,lower,19199.17,2025-03-11T16:57,467,129386,9623,129386,0.598,168099.8,51027.5
2025-03-11,placebo,lower,19213.11,2025-03-11T16:57,467,129386,9623,129386,0.598,168099.8,51027.5
2025-03-11,placebo,lower,19356.53,2025-03-11T14:28,471,85638,21742,85638,1.207,208406.3,92944.6
2025-03-11,placebo,lower,19225.69,2025-03-11T14:28,468,53404,2613,53404,0.701,80409.3,16471.4
2025-03-11,placebo,lower,19220.31,2025-03-11T16:14,467,115484,8033,115484,0.615,154560.5,44106.1
2025-03-11,placebo,lower,19239.94,2025-03-11T16:14,468,131991,12590,131991,0.655,207175.0,56831.0
2025-03-11,placebo,lower,19281.74,2025-03-11T16:10,469,183517,39972,183517,1.232,353194.1,154147.1
2025-03-11,placebo,lower,19274.1,2025-03-11T16:10,469,183517,39972,183517,1.232,353194.1,154147.1
2025-03-11,placebo,lower,19234.44,2025-03-11T14:04,468,28217,1402,28217,0.708,39600.9,10117.0
2025-03-11,placebo,lower,19249.83,2025-03-11T14:04,468,28217,1402,28217,0.708,39600.9,10117.0
2025-03-11,placebo,lower,19446.54,2025-03-11T16:07,473,127755,151844,127755,0.949,371222.8,419379.0
2025-03-11,placebo,lower,19258.52,2025-03-11T16:07,468,125777,12210,125777,0.657,198631.2,55362.8
2025-03-11,placebo,lower,19464.05,2025-03-11T13:33,473,4554,4335,4554,1.271,17183.0,13885.5
2025-03-11,placebo,lower,19433.94,2025-03-11T13:33,473,4554,4335,4554,1.271,17183.0,13885.5
2025-03-11,placebo,lower,19467.34,2025-03-11T13:30,473,594,864,594,0.995,2114.0,2835.5
2025-03-11,placebo,lower,19298.66,2025-03-11T13:30,469,1280,44,1280,1.638,3016.3,226.5
2025-03-11,placebo,upper,19310.37,2025-03-11T17:47,470,257243,138059,138059,1.258,564878.3,361389.6
2025-03-11,placebo,upper,19272.03,2025-03-11T17:47,469,271051,111409,111409,1.424,530016.4,300057.2
2025-03-11,placebo,upper,19492.79,2025-03-11T14:54,474,62888,120055,120055,1.331,220001.3,302741.6
2025-03-11,placebo,upper,19486.68,2025-03-11T14:54,474,62888,120055,120055,1.331,220001.3,302741.6
2025-03-11,placebo,upper,19535.25,2025-03-11T16:35,475,71121,253176,253176,1.298,253017.3,516633.0
2025-03-11,placebo,upper,19349.21,2025-03-11T16:35,471,208569,117154,117154,1.392,494478.9,367861.0
2025-03-11,placebo,upper,19482.86,2025-03-11T18:03,474,115483,332068,332068,1.375,399041.5,618526.0
2025-03-11,placebo,upper,19504.9,2025-03-11T18:03,474,115483,332068,332068,1.375,399041.5,618526.0
2025-03-11,placebo,upper,19394.02,2025-03-11T15:07,472,90397,79130,79130,0.808,271235.4,228145.3
2025-03-11,placebo,upper,19497.72,2025-03-11T15:07,474,64448,140003,140003,1.309,226783.4,332301.2
2025-03-11,placebo,upper,19350.76,2025-03-11T18:08,471,271937,217098,217098,1.405,647718.8,531002.0
2025-03-11,placebo,upper,19571.24,2025-03-11T18:08,476,47541,323521,323521,1.342,195723.8,488293.4
2025-03-11,placebo,upper,19577.86,2025-03-11T15:09,476,28290,162932,162932,1.458,113614.9,315288.2
2025-03-11,placebo,upper,19383.04,2025-03-11T15:09,471,134532,76931,76931,1.453,354757.9,241303.0
2025-03-11,placebo,upper,19571.18,2025-03-11T18:14,476,48088,331243,331243,1.317,197424.8,496548.4
2025-03-11,placebo,upper,19392.1,2025-03-11T18:14,472,189053,231780,231780,0.85,504882.5,527259.2
2025-03-11,placebo,upper,19414.05,2025-03-11T15:12,472,96188,89575,89575,0.84,283617.1,262729.4
2025-03-11,placebo,upper,19620.1,2025-03-11T15:12,477,11872,122734,122734,0.669,53510.0,198475.2
2025-03-11,placebo,upper,19479.53,2025-03-11T13:37,474,4861,14113,14113,1.416,18804.9,41797.3
2025-03-11,placebo,upper,19442.76,2025-03-11T13:37,473,8190,9288,9288,1.049,29170.7,32590.9
2025-03-11,placebo,upper,19493.3,2025-03-11T13:49,474,14162,32387,32387,1.478,47066.9,111079.1
2025-03-11,placebo,upper,19517.6,2025-03-11T13:49,475,9865,35480,35480,1.407,34429.5,109684.0
2025-03-11,placebo,upper,19547.7,2025-03-11T13:50,475,10674,38108,38108,1.44,36591.6,119959.8
2025-03-11,placebo,upper,19670.39,2025-03-11T13:50,478,2247,24205,24205,0.452,11190.6,48618.7
2025-03-11,placebo,upper,19550.45,2025-03-11T14:01,476,17518,59112,59112,1.605,60932.6,173375.0
2025-03-11,placebo,upper,19713.76,2025-03-11T14:01,479,2296,60031,60031,1.152,12430.6,87217.2
2025-03-11,placebo,upper,19687.54,2025-03-11T18:46,479,9916,312960,312960,1.379,68609.6,213405.2
2025-03-11,placebo,upper,19546.9,2025-03-11T18:46,475,101980,397857,397857,1.319,343255.5,682155.7
2025-03-11,placebo,upper,19752.31,2025-03-11T18:54,480,8330,319260,319260,1.583,54310.6,188292.9
2025-03-11,placebo,upper,19615.34,2025-03-11T18:54,477,30429,275980,275980,0.605,112100.5,346078.7
2025-03-11,round,,19400.0,2025-03-11T13:32,472,4261,2703,,1.518,15022.8,9221.2
2025-03-12,broken,lower,19419.0,2025-03-12T15:06,472,93505,12865,93505,0.708,113778.6,78157.9
2025-03-12,broken,lower,19428.5,2025-03-12T15:03,473,98639,14541,98639,0.681,143070.8,59802.0
2025-03-12,broken,lower,19437.5,2025-03-12T15:02,473,97220,13561,97220,0.676,139655.6,57470.8
2025-03-12,broken,lower,19462.2,2025-03-12T15:01,473,94082,11259,94082,0.658,131571.5,52162.8
2025-03-12,broken,lower,19469.5,2025-03-12T14:59,474,121798,31466,121798,1.135,217243.3,122537.1
2025-03-12,broken,lower,19490.5,2025-03-12T14:57,474,116305,29306,116305,1.105,203511.3,117756.1
2025-03-12,broken,lower,19530.0,2025-03-12T14:37,475,99989,23453,99989,0.983,189262.5,102630.9
2025-03-12,broken,lower,19546.0,2025-03-12T14:32,475,90371,18301,90371,0.916,165732.7,87890.5
2025-03-12,broken,lower,19575.8,2025-03-12T14:31,476,104585,28775,104585,1.235,223467.6,120795.1
2025-03-12,broken,lower,19581.5,2025-03-12T17:55,476,296952,186043,296952,1.273,557949.4,492337.2
2025-03-12,broken,lower,19592.0,2025-03-12T17:54,477,254828,207315,254828,0.91,546785.6,483637.0
2025-03-12,broken,lower,19616.25,2025-03-12T13:55,477,42689,13519,42689,0.748,100161.4,57507.7
2025-03-12,broken,lower,19626.0,2025-03-12T17:50,477,249198,204949,249198,0.905,538202.8,479609.9
2025-03-12,broken,lower,19640.2,2025-03-12T17:49,478,229014,233276,229014,0.978,542591.6,490884.9
2025-03-12,rejected,lower,19395.2,2025-03-12T15:08,472,96866,14547,96866,0.719,121635.8,82448.0
2025-03-12,rejected,lower,19501.0,2025-03-12T14:41,474,97681,18318,97681,1.006,161638.2,86830.7
2025-03-12,rejected,lower,19535.3,2025-03-12T14:34,475,95362,20128,95362,0.948,177770.3,92972.8
2025-03-12,rejected,lower,19580.0,2025-03-12T14:03,476,63076,17460,63076,1.194,134073.2,80644.5
2025-03-12,rejected,lower,19590.4,2025-03-12T13:56,477,45735,14590,45735,0.774,109449.9,60796.3
2025-03-12,rejected,lower,19601.8,2025-03-12T17:05,477,217729,185513,217729,0.916,496982.7,432512.2
2025-03-12,rejected,lower,19610.75,2025-03-12T16:42,477,190728,167817,190728,0.894,451467.1,390710.2
2025-03-12,rejected,lower,19636.2,2025-03-12T13:48,478,30432,11861,30432,0.757,76090.1,47423.9
2025-03-12,broken,upper,19567.65,2025-03-12T15:36,476,155678,116298,116298,1.35,373654.4,293238.2
2025-03-12,broken,upper,19588.0,2025-03-12T15:38,476,157631,120072,120072,1.36,377807.4,302393.6
2025-03-12,broken,upper,19606.0,2025-03-12T15:46,477,125550,123101,123101,0.804,342037.1,280260.5
2025-03-12,broken,upper,19640.35,2025-03-12T18:28,478,254632,274305,274305,0.967,595259.9,535638.4
2025-03-12,broken,upper,19652.05,2025-03-12T18:30,478,255216,276121,276121,0.968,596093.6,538249.9
2025-03-12,broken,upper,19666.5,2025-03-12T18:41,478,261990,285867,285867,0.98,604699.2,551868.4
2025-03-12,broken,upper,19675.43,2025-03-12T18:42,479,186992,442306,442306,1.487,498010.0,690341.1
2025-03-12,broken,upper,19692.2,2025-03-12T16:20,479,98903,251628,251628,1.375,313854.8,447119.9
2025-03-12,broken,upper,19737.3,2025-03-12T13:31,480,991,7565,7565,2.281,3203.9,21952.7
2025-03-12,rejected,upper,19543.5,2025-03-12T15:27,475,146102,95485,95485,1.238,315295.3,252562.0
2025-03-12,rejected,upper,19561.2,2025-03-12T15:32,476,153658,111760,111760,1.349,368800.8,283104.6
2025-03-12,rejected,upper,19629.2,2025-03-12T15:51,477,129948,129555,129555,0.823,351870.9,294339.5
