date,year,dow,atr14_prior,on_compressed
2023-07-10,2023,0,233.70833333333331,False
2023-07-11,2023,1,230.97916666666663,True
2023-07-12,2023,2,222.5,False
2023-07-13,2023,3,222.4375,False
2023-07-14,2023,4,225.27083333333331,True
2023-07-17,2023,0,216.54166666666663,True
2023-07-18,2023,1,211.89583333333331,True
2023-07-19,2023,2,220.14583333333331,True
2023-07-20,2023,3,218.25,False
2023-07-21,2023,4,226.66666666666663,False
2023-07-24,2023,0,224.3846153846154,True
2023-07-25,2023,1,218.0,True
2023-07-26,2023,2,218.7321428571429,False
2023-07-27,2023,3,216.57142857142856,False
2023-07-28,2023,4,231.2321428571429,False
2023-07-31,2023,0,245.39285714285717,False
2023-08-01,2023,1,242.28571428571428,False
2023-08-02,2023,2,235.69642857142856,False
2023-08-03,2023,3,242.19642857142856,False
2023-08-04,2023,4,241.4642857142857,False
2023-08-07,2023,0,245.2142857142857,True
2023-08-08,2023,1,235.2321428571429,False
2023-08-09,2023,2,244.39285714285717,True
2023-08-10,2023,3,237.76785714285717,False
2023-08-11,2023,4,245.57142857142856,False
2023-08-14,2023,0,252.32142857142856,False
2023-08-15,2023,1,257.0178571428572,False
2023-08-16,2023,2,259.5892857142857,True
2023-08-17,2023,3,247.80357142857144,False
2023-08-18,2023,4,241.66071428571428,False
2023-08-21,2023,0,246.5,False
2023-08-22,2023,1,255.94642857142856,False
2023-08-23,2023,2,242.41071428571428,False
2023-08-24,2023,3,249.64285714285717,False
2023-08-25,2023,4,270.32142857142856,False
2023-08-28,2023,0,280.32142857142856,False
2023-08-29,2023,1,271.2678571428572,True
2023-08-30,2023,2,278.0357142857143,True
2023-08-31,2023,3,267.67857142857144,True
2023-09-01,2023,4,261.7678571428572,False
2023-09-04,2023,0,258.5178571428572,True
2023-09-05,2023,1,258.38461538461536,False
2023-09-06,2023,2,253.82692307692307,True
2023-09-07,2023,3,250.65384615384616,False
2023-09-08,2023,4,254.09615384615384,False
2023-09-11,2023,0,244.44230769230768,False
2023-09-12,2023,1,260.6730769230769,True
2023-09-13,2023,2,253.82692307692307,False
2023-09-14,2023,3,226.94230769230768,True
2023-09-15,2023,4,218.21153846153845,False
2023-09-18,2023,0,234.3653846153846,True
2023-09-19,2023,1,215.1153846153846,True
2023-09-20,2023,2,217.6153846153846,True
2023-09-21,2023,3,228.53846153846155,False
2023-09-22,2023,4,234.8846153846154,False
2023-09-25,2023,0,231.76785714285717,False
2023-09-26,2023,1,231.42857142857144,False
2023-09-27,2023,2,235.7321428571429,True
2023-09-28,2023,3,235.53571428571428,False
2023-09-29,2023,4,244.2321428571429,False
2023-10-02,2023,0,233.69642857142856,False
2023-10-03,2023,1,235.39285714285717,False
2023-10-04,2023,2,247.2321428571429,False
2023-10-05,2023,3,260.3392857142857,False
2023-10-06,2023,4,251.7321428571429,False
2023-10-09,2023,0,278.1428571428572,True
2023-10-10,2023,1,283.10714285714283,True
2023-10-11,2023,2,277.60714285714283,True
2023-10-12,2023,3,266.5,True
2023-10-13,2023,4,270.875,False
2023-10-16,2023,0,280.92857142857144,False
2023-10-17,2023,1,278.85714285714283,False
2023-10-18,2023,2,280.5357142857143,False
2023-10-19,2023,3,278.35714285714283,False
2023-10-20,2023,4,280.94642857142856,True
2023-10-23,2023,0,282.07142857142856,False
2023-10-24,2023,1,279.2142857142857,False
2023-10-25,2023,2,265.2857142857143,False
2023-10-26,2023,3,276.80357142857144,False
2023-10-27,2023,4,263.8392857142857,True
2023-10-30,2023,0,259.17857142857144,True
2023-10-31,2023,1,256.44642857142856,False
2023-11-01,2023,2,260.60714285714283,False
2023-11-02,2023,3,267.6607142857143,False
2023-11-03,2023,4,263.6607142857143,False
2023-11-06,2023,0,267.17857142857144,True
2023-11-07,2023,1,257.2142857142857,False
2023-11-08,2023,2,255.5892857142857,True
2023-11-09,2023,3,244.5,True
2023-11-10,2023,4,243.16071428571428,False
2023-11-13,2023,0,247.28571428571428,True
2023-11-14,2023,1,244.7142857142857,False
2023-11-15,2023,2,242.07142857142856,False
2023-11-16,2023,3,234.80357142857144,True
2023-11-17,2023,4,228.51785714285717,True
2023-11-20,2023,0,224.3392857142857,True
2023-11-21,2023,1,230.55357142857144,False
2023-11-22,2023,2,220.16071428571428,False
2023-11-23,2023,3,218.89285714285717,True
2023-11-24,2023,4,212.42307692307693,True
2023-11-27,2023,0,220.16666666666663,True
2023-11-28,2023,1,213.02083333333331,True
2023-11-29,2023,2,212.64583333333331,False
2023-11-30,2023,3,210.8125,True
2023-12-01,2023,4,197.91666666666663,True
2023-12-04,2023,0,202.08333333333331,False
2023-12-05,2023,1,196.91666666666663,False
2023-12-06,2023,2,195.47916666666663,False
2023-12-07,2023,3,205.95833333333331,False
2023-12-08,2023,4,219.29166666666663,False
2023-12-11,2023,0,215.20833333333331,False
2023-12-12,2023,1,231.41666666666663,False
2023-12-13,2023,2,227.45833333333331,True
2023-12-14,2023,3,227.69230769230768,False
2023-12-15,2023,4,229.78571428571428,True
2023-12-18,2023,0,230.1071428571429,True
2023-12-19,2023,1,233.3571428571429,True
2023-12-20,2023,2,227.76785714285717,True
2023-12-21,2023,3,232.82142857142856,False
2023-12-22,2023,4,232.39285714285717,False
2023-12-26,2023,1,221.3392857142857,True
2023-12-27,2023,2,217.55357142857144,True
2023-12-28,2023,3,205.875,True
2023-12-29,2023,4,192.4821428571429,True
2024-01-02,2024,1,189.78571428571428,False
2024-01-03,2024,2,190.91071428571428,False
2024-01-04,2024,3,193.19642857142856,False
2024-01-05,2024,4,187.53571428571428,False
2024-01-08,2024,0,186.53571428571428,False
2024-01-09,2024,1,206.39285714285717,False
2024-01-10,2024,2,209.17857142857144,False
2024-01-11,2024,3,213.80357142857144,False
2024-01-12,2024,4,213.14285714285717,False
2024-01-15,2024,0,212.8571428571429,True
2024-01-16,2024,1,217.69230769230768,False
2024-01-17,2024,2,223.48076923076923,False
2024-01-18,2024,3,240.44230769230768,False
2024-01-19,2024,4,256.13461538461536,False
2024-01-22,2024,0,267.5192307692308,False
2024-01-23,2024,1,247.1346153846154,False
2024-01-24,2024,2,240.53846153846155,False
2024-01-25,2024,3,247.46153846153845,False
2024-01-26,2024,4,244.92307692307693,False
2024-01-29,2024,0,224.3846153846154,False
2024-01-30,2024,1,228.07692307692307,True
2024-01-31,2024,2,228.53846153846155,False
2024-02-01,2024,3,224.65384615384616,False
2024-02-02,2024,4,225.7692307692308,False
2024-02-05,2024,0,231.78571428571428,True
2024-02-06,2024,1,229.5892857142857,False
2024-02-07,2024,2,223.55357142857144,False
2024-02-08,2024,3,220.28571428571428,True
2024-02-09,2024,4,203.39285714285717,False
2024-02-12,2024,0,208.2321428571429,True
2024-02-13,2024,1,212.2142857142857,False
2024-02-14,2024,2,225.07142857142856,False
2024-02-15,2024,3,225.625,True
2024-02-16,2024,4,224.69642857142856,False
2024-02-19,2024,0,228.28571428571428,True
2024-02-20,2024,1,231.42307692307693,False
2024-02-21,2024,2,238.1153846153846,False
2024-02-22,2024,3,240.17307692307693,False
2024-02-23,2024,4,247.94230769230768,False
2024-02-26,2024,0,248.5192307692308,False
2024-02-27,2024,1,243.07692307692307,False
2024-02-28,2024,2,234.28846153846155,False
2024-02-29,2024,3,237.32692307692307,False
2024-03-01,2024,4,242.30769230769232,False
2024-03-04,2024,0,254.46153846153845,True
2024-03-05,2024,1,231.71153846153845,False
2024-03-06,2024,2,247.23076923076923,False
2024-03-07,2024,3,253.28846153846155,False
2024-03-08,2024,4,263.6923076923077,False
2024-03-11,2024,0,275.1428571428572,False
2024-03-12,2024,1,274.4107142857143,False
2024-03-13,2024,2,281.5357142857143,False
2024-03-14,2024,3,268.25,True
2024-03-15,2024,4,273.125,False
2024-03-18,2024,0,285.9107142857143,False
2024-03-19,2024,1,299.2857142857143,False
2024-03-20,2024,2,305.875,False
2024-03-21,2024,3,304.92857142857144,False
2024-03-22,2024,4,293.42857142857144,False
2024-03-25,2024,0,294.0357142857143,False
2024-03-26,2024,1,277.3928571428572,False
2024-03-27,2024,2,273.67857142857144,False
2024-03-28,2024,3,255.75,True
2024-04-01,2024,0,231.89285714285717,False
2024-04-02,2024,1,222.41071428571428,False
2024-04-03,2024,2,221.875,False
2024-04-04,2024,3,221.4642857142857,False
2024-04-05,2024,4,238.01785714285717,False
2024-04-08,2024,0,240.89285714285717,False
2024-04-09,2024,1,228.01785714285717,False
2024-04-10,2024,2,228.6071428571429,False
2024-04-11,2024,3,239.3571428571429,False
2024-04-12,2024,4,257.10714285714283,False
2024-04-15,2024,0,275.2142857142857,False
2024-04-16,2024,1,298.2678571428572,False
2024-04-17,2024,2,299.42857142857144,False
2024-04-18,2024,3,310.85714285714283,False
2024-04-19,2024,4,322.23214285714283,False
2024-04-22,2024,0,339.55357142857144,False
2024-04-23,2024,1,338.8392857142857,False
2024-04-24,2024,2,349.67857142857144,True
2024-04-25,2024,3,330.35714285714283,False
2024-04-26,2024,4,326.07142857142856,False
2024-04-29,2024,0,332.8392857142857,True
2024-04-30,2024,1,326.6607142857143,False
2024-05-01,2024,2,322.0892857142857,False
2024-05-02,2024,3,319.4642857142857,False
2024-05-03,2024,4,313.1607142857143,False
2024-05-06,2024,0,300.4107142857143,True
2024-05-07,2024,1,301.73214285714283,True
2024-05-08,2024,2,284.73214285714283,False
2024-05-09,2024,3,279.05357142857144,False
2024-05-10,2024,4,257.30357142857144,True
2024-05-13,2024,0,247.30357142857144,False
2024-05-14,2024,1,228.4821428571429,False
2024-05-15,2024,2,231.28571428571428,False
2024-05-16,2024,3,232.51785714285717,True
2024-05-17,2024,4,224.2142857142857,True
2024-05-20,2024,0,223.07142857142856,True
2024-05-21,2024,1,209.125,True
2024-05-22,2024,2,190.32142857142856,True
2024-05-23,2024,3,179.98214285714286,False
2024-05-24,2024,4,185.05357142857144,True
2024-05-27,2024,0,187.30357142857144,True
2024-05-28,2024,1,192.84615384615384,True
2024-05-29,2024,2,192.17307692307693,False
2024-05-30,2024,3,196.71153846153845,False
2024-05-31,2024,4,202.96153846153845,False
2024-06-03,2024,0,227.53846153846155,False
2024-06-04,2024,1,231.55769230769232,False
2024-06-05,2024,2,226.0192307692308,False
2024-06-06,2024,3,246.5,True
2024-06-07,2024,4,243.84615384615384,False
2024-06-10,2024,0,247.96153846153845,True
2024-06-11,2024,1,249.8653846153846,True
2024-06-12,2024,2,257.4423076923077,False
2024-06-13,2024,3,253.8653846153846,False
2024-06-14,2024,4,249.6346153846154,False
2024-06-17,2024,0,245.44642857142856,False
2024-06-18,2024,1,276.8928571428572,False
2024-06-19,2024,2,273.25,True
2024-06-20,2024,3,275.75,False
2024-06-21,2024,4,274.65384615384613,False
2024-06-24,2024,0,263.2692307692308,False
2024-06-25,2024,1,266.9423076923077,False
2024-06-26,2024,2,257.09615384615387,False
2024-06-27,2024,3,261.88461538461536,False
2024-06-28,2024,4,264.0,False
2024-07-01,2024,0,280.2692307692308,False
2024-07-02,2024,1,280.9807692307692,False
2024-07-03,2024,2,280.5192307692308,True
2024-07-04,2024,3,287.9791666666667,True
2024-07-05,2024,4,296.79545454545456,False
2024-07-08,2024,0,267.45454545454544,True
2024-07-09,2024,1,264.29545454545456,True
2024-07-10,2024,2,255.27083333333331,True
2024-07-11,2024,3,240.22916666666663,False
2024-07-12,2024,4,276.4583333333333,False
2024-07-15,2024,0,286.1458333333333,False
2024-07-16,2024,1,289.1041666666667,False
2024-07-17,2024,2,293.3125,False
2024-07-18,2024,3,323.9375,False
2024-07-19,2024,4,327.0,False
2024-07-22,2024,0,332.2916666666667,False
2024-07-23,2024,1,330.3541666666667,False
2024-07-24,2024,2,321.59615384615387,False
2024-07-25,2024,3,349.6428571428572,False
2024-07-26,2024,4,365.9821428571428,False
2024-07-29,2024,0,379.8392857142857,False
2024-07-30,2024,1,387.5535714285714,False
2024-07-31,2024,2,407.875,False
2024-08-01,2024,3,415.375,False
2024-08-02,2024,4,447.0,False
2024-08-05,2024,0,468.6607142857143,False
2024-08-06,2024,1,527.1607142857143,False
2024-08-07,2024,2,520.5357142857143,False
2024-08-08,2024,3,535.0357142857143,False
2024-08-09,2024,4,569.875,False
2024-08-12,2024,0,567.4107142857143,False
2024-08-13,2024,1,569.8214285714286,False
2024-08-14,2024,2,553.375,False
2024-08-15,2024,3,537.0,False
2024-08-16,2024,4,551.2857142857143,False
2024-08-19,2024,0,549.25,False
2024-08-20,2024,1,536.3392857142857,False
2024-08-21,2024,2,498.94642857142856,True
2024-08-22,2024,3,453.3392857142857,False
2024-08-23,2024,4,445.4285714285714,False
2024-08-26,2024,0,393.5357142857143,False
2024-08-27,2024,1,380.9285714285714,False
2024-08-28,2024,2,355.6428571428572,False
2024-08-29,2024,3,327.0,False
2024-08-30,2024,4,345.69642857142856,False
2024-09-02,2024,0,346.55357142857144,False
2024-09-03,2024,1,335.9807692307692,False
2024-09-04,2024,2,373.9807692307692,False
2024-09-05,2024,3,357.53846153846155,False
2024-09-06,2024,4,364.2884615384616,False
2024-09-09,2024,0,380.13461538461536,False
2024-09-10,2024,1,392.13461538461536,False
2024-09-11,2024,2,398.75,False
2024-09-12,2024,3,419.0,False
2024-09-13,2024,4,417.9230769230769,True
2024-09-16,2024,0,405.4807692307692,False
2024-09-17,2024,1,412.1538461538461,False
2024-09-18,2024,2,401.63461538461536,True
2024-09-19,2024,3,385.38461538461536,False
2024-09-20,2024,4,408.7692307692308,True
2024-09-23,2024,0,395.57142857142856,False
2024-09-24,2024,1,355.3392857142857,False
2024-09-25,2024,2,353.3928571428572,False
2024-09-26,2024,3,345.07142857142856,False
2024-09-27,2024,4,331.35714285714283,False
2024-09-30,2024,0,322.69642857142856,False
2024-10-01,2024,1,318.0357142857143,False
2024-10-02,2024,2,301.4107142857143,False
2024-10-03,2024,3,298.42857142857144,False
2024-10-04,2024,4,304.3392857142857,False
2024-10-07,2024,0,303.10714285714283,False
2024-10-08,2024,1,306.2142857142857,False
2024-10-09,2024,2,312.2857142857143,True
2024-10-10,2024,3,292.32142857142856,False
2024-10-11,2024,4,291.0892857142857,False
2024-10-14,2024,0,289.0,False
2024-10-15,2024,1,291.5,True
2024-10-16,2024,2,305.67857142857144,True
2024-10-17,2024,3,294.4107142857143,False
2024-10-18,2024,4,301.2142857142857,False
2024-10-21,2024,0,299.6428571428572,False
2024-10-22,2024,1,278.0,False
2024-10-23,2024,2,276.94642857142856,False
2024-10-24,2024,3,291.35714285714283,False
2024-10-25,2024,4,280.25,False
2024-10-28,2024,0,281.9642857142857,False
2024-10-29,2024,1,265.07142857142856,True
2024-10-30,2024,2,267.0357142857143,False
2024-10-31,2024,3,271.82142857142856,False
2024-11-01,2024,4,293.75,False
2024-11-04,2024,0,291.9107142857143,False
2024-11-05,2024,1,279.7857142857143,False
2024-11-06,2024,2,289.69642857142856,False
2024-11-07,2024,3,310.375,False
2024-11-08,2024,4,323.4107142857143,False
2024-11-11,2024,0,318.5892857142857,True
2024-11-12,2024,1,318.625,False
2024-11-13,2024,2,299.5892857142857,False
2024-11-14,2024,3,302.82142857142856,True
2024-11-15,2024,4,293.94642857142856,False
2024-11-18,2024,0,321.5,False
2024-11-19,2024,1,316.7857142857143,False
2024-11-20,2024,2,326.5178571428572,True
2024-11-21,2024,3,317.92857142857144,False
2024-11-22,2024,4,326.5357142857143,False
2024-11-25,2024,0,323.05357142857144,True
2024-11-26,2024,1,320.8928571428572,False
2024-11-27,2024,2,296.7678571428572,True
2024-11-28,2024,3,293.375,True
2024-11-29,2024,4,304.9230769230769,False
2024-12-02,2024,0,310.125,True
2024-12-03,2024,1,320.3541666666667,True
2024-12-04,2024,2,315.6458333333333,False
2024-12-05,2024,3,317.625,True
2024-12-06,2024,4,278.625,True
2024-12-09,2024,0,278.3125,False
2024-12-10,2024,1,266.6666666666667,True
2024-12-11,2024,2,257.3125,False
2024-12-12,2024,3,259.2083333333333,False
2024-12-13,2024,4,255.95833333333331,False
2024-12-16,2024,0,251.02083333333331,False
2024-12-17,2024,1,285.875,True
2024-12-18,2024,2,272.3333333333333,False
2024-12-19,2024,3,325.0576923076923,False
2024-12-20,2024,4,325.75,False
2024-12-23,2024,0,360.4642857142857,False
2024-12-24,2024,1,370.7857142857143,False
2024-12-26,2024,3,380.63461538461536,False
2024-12-27,2024,4,390.84615384615387,False
2024-12-30,2024,0,411.21153846153845,False
2024-12-31,2024,1,428.09615384615387,False
2025-01-02,2025,3,434.9230769230769,False
2025-01-03,2025,4,442.0384615384616,False
2025-01-06,2025,0,462.61538461538464,False
2025-01-07,2025,1,476.2307692307692,False
2025-01-08,2025,2,463.8076923076923,False
2025-01-10,2025,4,471.5384615384616,False
2025-01-13,2025,0,436.1538461538461,False
2025-01-14,2025,1,436.7884615384616,False
2025-01-15,2025,2,403.2884615384616,False
2025-01-16,2025,3,422.0384615384616,False
2025-01-17,2025,4,415.0178571428572,False
2025-01-20,2025,0,431.6071428571428,False
2025-01-21,2025,1,425.63461538461536,False
2025-01-22,2025,2,418.2884615384616,False
2025-01-23,2025,3,416.9423076923077,False
2025-01-24,2025,4,392.4423076923077,True
2025-01-27,2025,0,378.5192307692308,False
2025-01-28,2025,1,423.8076923076923,False
2025-01-29,2025,2,419.1923076923077,False
2025-01-30,2025,3,422.88461538461536,False
2025-01-31,2025,4,409.9230769230769,False
2025-02-03,2025,0,416.63461538461536,False
2025-02-04,2025,1,432.5192307692308,False
2025-02-05,2025,2,425.4230769230769,False
2025-02-06,2025,3,426.61538461538464,True
2025-02-07,2025,4,403.7884615384616,False
2025-02-10,2025,0,404.6071428571428,False
2025-02-11,2025,1,410.44642857142856,False
2025-02-12,2025,2,401.6428571428572,False
2025-02-13,2025,3,412.4285714285714,False
2025-02-14,2025,4,422.19642857142856,True
2025-02-17,2025,0,363.2857142857143,True
2025-02-18,2025,1,355.34615384615387,True
2025-02-19,2025,2,346.65384615384613,True
2025-02-20,2025,3,335.3076923076923,True
2025-02-21,2025,4,324.09615384615387,False
2025-02-24,2025,0,324.5769230769231,False
2025-02-25,2025,1,320.9423076923077,False
2025-02-26,2025,2,330.5192307692308,False
2025-02-27,2025,3,343.46153846153845,False
2025-02-28,2025,4,372.1923076923077,False
2025-03-03,2025,0,372.7884615384616,False
2025-03-04,2025,1,419.11538461538464,False
2025-03-05,2025,2,443.5769230769231,False
2025-03-06,2025,3,454.2692307692308,False
2025-03-07,2025,4,489.8076923076923,False
2025-03-10,2025,0,492.0178571428572,False
2025-03-11,2025,1,539.6785714285714,False
2025-03-12,2025,2,565.8035714285714,False
2025-03-13,2025,3,574.1785714285714,False
2025-03-14,2025,4,569.9642857142857,False
2025-03-17,2025,0,572.9285714285714,False
2025-03-18,2025,1,569.0,False
2025-03-19,2025,2,577.0,False
2025-03-20,2025,3,563.2142857142857,False
2025-03-21,2025,4,555.0714285714286,False
2025-03-24,2025,0,524.1785714285714,False
2025-03-25,2025,1,502.875,False
2025-03-26,2025,2,480.8928571428572,True
2025-03-27,2025,3,469.9821428571428,False
2025-03-28,2025,4,451.5178571428572,False
2025-03-31,2025,0,430.5178571428572,False
2025-04-01,2025,1,428.0535714285714,False
2025-04-02,2025,2,426.69642857142856,False
2025-04-03,2025,3,430.25,False
2025-04-04,2025,4,435.0,False
2025-04-07,2025,0,490.4107142857143,False
2025-04-08,2025,1,593.6071428571429,False
2025-04-09,2025,2,649.8928571428571,False
2025-04-10,2025,3,812.8928571428571,False
2025-04-11,2025,4,890.9464285714286,False
2025-04-14,2025,0,922.9107142857144,False
2025-04-15,2025,1,945.5,False
2025-04-16,2025,2,934.3571428571428,False
2025-04-17,2025,3,968.8392857142856,False
2025-04-21,2025,0,954.625,False
2025-04-22,2025,1,966.8035714285714,False
2025-04-23,2025,2,985.9107142857144,False
2025-04-24,2025,3,983.625,False
2025-04-25,2025,4,1000.1428571428572,False
2025-04-28,2025,0,939.6785714285714,False
2025-04-29,2025,1,829.9821428571429,False
2025-04-30,2025,2,753.3214285714286,False
2025-05-01,2025,3,607.625,False
2025-05-02,2025,4,525.9285714285714,False
2025-05-05,2025,0,505.9821428571428,False
2025-05-06,2025,1,485.7857142857143,False
2025-05-07,2025,2,483.07142857142856,False
2025-05-08,2025,3,462.3571428571428,False
2025-05-09,2025,4,464.875,False
2025-05-12,2025,0,432.5357142857143,False
2025-05-13,2025,1,430.0,False
2025-05-14,2025,2,429.0535714285714,True
2025-05-15,2025,3,388.8928571428572,False
2025-05-16,2025,4,388.875,False
2025-05-19,2025,0,376.44642857142856,False
2025-05-20,2025,1,385.125,False
2025-05-21,2025,2,360.2857142857143,False
2025-05-22,2025,3,372.07142857142856,False
2025-05-23,2025,4,355.6607142857143,False
2025-05-26,2025,0,375.1785714285714,False
2025-05-27,2025,1,381.13461538461536,False
2025-05-28,2025,2,372.8269230769231,True
2025-05-29,2025,3,356.8269230769231,False
2025-05-30,2025,4,381.9807692307692,False
2025-06-02,2025,0,362.5384615384616,False
2025-06-03,2025,1,351.1730769230769,False
2025-06-04,2025,2,364.96153846153845,True
2025-06-05,2025,3,351.4423076923077,False
2025-06-06,2025,4,369.88461538461536,False
2025-06-09,2025,0,367.61538461538464,True
2025-06-10,2025,1,360.7307692307692,False
2025-06-11,2025,2,343.38461538461536,False
2025-06-12,2025,3,344.75,False
2025-06-13,2025,4,325.90384615384613,False
2025-06-16,2025,0,334.3928571428572,False
2025-06-17,2025,1,361.0535714285714,False
2025-06-18,2025,2,364.57142857142856,False
2025-06-19,2025,3,341.55357142857144,False
2025-06-20,2025,4,339.9807692307692,False
2025-06-23,2025,0,340.28846153846155,False
2025-06-24,2025,1,353.03846153846155,False
2025-06-25,2025,2,370.0,True
2025-06-26,2025,3,349.40384615384613,True
2025-06-27,2025,4,338.15384615384613,True
2025-06-30,2025,0,342.0576923076923,False
2025-07-01,2025,1,336.13461538461536,True
2025-07-02,2025,2,336.5192307692308,False
2025-07-03,2025,3,337.13461538461536,True
2025-07-04,2025,4,328.1666666666667,False
2025-07-07,2025,0,292.52272727272725,True
2025-07-08,2025,1,290.79545454545456,False
2025-07-09,2025,2,284.3181818181818,True
2025-07-10,2025,3,283.0,True
2025-07-11,2025,4,266.6666666666667,False
2025-07-14,2025,0,240.91666666666663,True
2025-07-15,2025,1,231.0,False
2025-07-16,2025,2,236.25,True
2025-07-17,2025,3,236.9375,True
2025-07-18,2025,4,240.04166666666663,True
2025-07-21,2025,0,237.375,True
2025-07-22,2025,1,229.10416666666663,True
2025-07-23,2025,2,228.02083333333331,True
2025-07-24,2025,3,224.17307692307693,True
2025-07-25,2025,4,217.17857142857144,True
2025-07-28,2025,0,209.78571428571428,True
2025-07-29,2025,1,208.66071428571428,True
2025-07-30,2025,2,206.0,True
2025-07-31,2025,3,209.16071428571428,False
2025-08-01,2025,4,232.17857142857144,False
2025-08-04,2025,0,254.25,False
2025-08-05,2025,1,272.73214285714283,True
2025-08-06,2025,2,274.60714285714283,False
2025-08-07,2025,3,284.3928571428572,False
2025-08-08,2025,4,298.0178571428572,True
2025-08-11,2025,0,298.0178571428572,True
2025-08-12,2025,1,295.0178571428572,False
2025-08-13,2025,2,307.5892857142857,True
2025-08-14,2025,3,311.60714285714283,False
2025-08-15,2025,4,316.55357142857144,True
2025-08-18,2025,0,322.2678571428572,True
2025-08-19,2025,1,317.375,True
2025-08-20,2025,2,330.1607142857143,True
2025-08-21,2025,3,323.80357142857144,False
2025-08-22,2025,4,300.7857142857143,False
2025-08-25,2025,0,307.05357142857144,True
2025-08-26,2025,1,298.6428571428572,True
2025-08-27,2025,2,286.4107142857143,True
2025-08-28,2025,3,274.125,False
2025-08-29,2025,4,280.92857142857144,False
2025-09-01,2025,0,291.4642857142857,False
2025-09-02,2025,1,286.65384615384613,False
2025-09-03,2025,2,309.86538461538464,False
2025-09-04,2025,3,310.8269230769231,True
2025-09-05,2025,4,314.03846153846155,False
2025-09-08,2025,0,332.0576923076923,True
2025-09-09,2025,1,318.65384615384613,True
2025-09-10,2025,2,296.61538461538464,False
2025-09-11,2025,3,297.3076923076923,True
2025-09-12,2025,4,269.21153846153845,True
2025-09-15,2025,0,270.5192307692308,False
2025-09-16,2025,1,289.9230769230769,True
2025-09-17,2025,2,288.2307692307692,True
2025-09-18,2025,3,287.8269230769231,False
2025-09-19,2025,4,284.46153846153845,True
2025-09-22,2025,0,280.7857142857143,True
2025-09-23,2025,1,266.0892857142857,True
2025-09-24,2025,2,267.4107142857143,True
2025-09-25,2025,3,268.57142857142856,False
2025-09-26,2025,4,266.7142857142857,False
2025-09-29,2025,0,265.98214285714283,False
2025-09-30,2025,1,272.3928571428572,True
2025-10-01,2025,2,267.55357142857144,False
2025-10-02,2025,3,281.5178571428572,False
2025-10-03,2025,4,281.25,True
2025-10-06,2025,0,266.42857142857144,False
2025-10-07,2025,1,274.2678571428572,False
2025-10-08,2025,2,272.7857142857143,True
2025-10-09,2025,3,272.5892857142857,True
2025-10-10,2025,4,272.60714285714283,True
2025-10-13,2025,0,324.4107142857143,False
2025-10-14,2025,1,337.0892857142857,False
2025-10-15,2025,2,361.1428571428572,False
2025-10-16,2025,3,366.9107142857143,False
2025-10-17,2025,4,388.94642857142856,False
2025-10-20,2025,0,416.94642857142856,False
2025-10-21,2025,1,431.75,True
2025-10-22,2025,2,414.69642857142856,True
2025-10-23,2025,3,439.5,False
2025-10-24,2025,4,445.0535714285714,False
2025-10-27,2025,0,447.69642857142856,False
2025-10-28,2025,1,447.0535714285714,True
2025-10-29,2025,2,444.94642857142856,True
2025-10-30,2025,3,448.0892857142857,False
2025-10-31,2025,4,414.25,False
2025-11-03,2025,0,411.5535714285714,False
2025-11-04,2025,1,385.125,False
2025-11-05,2025,2,392.8928571428572,False
2025-11-06,2025,3,397.32142857142856,False
2025-11-07,2025,4,395.8035714285714,False
2025-11-10,2025,0,413.4285714285714,False
2025-11-11,2025,1,436.7678571428572,False
2025-11-12,2025,2,419.3928571428572,False
2025-11-13,2025,3,418.69642857142856,False
2025-11-14,2025,4,449.0,False
2025-11-17,2025,0,476.57142857142856,False
2025-11-18,2025,1,500.9285714285714,False
2025-11-19,2025,2,522.7857142857143,False
2025-11-20,2025,3,523.7142857142857,False
2025-11-21,2025,4,582.7678571428571,False
2025-11-24,2025,0,614.0892857142857,False
2025-11-25,2025,1,619.1785714285714,False
2025-11-26,2025,2,614.5535714285714,False
2025-11-27,2025,3,592.4285714285714,True
2025-11-28,2025,4,588.3461538461538,False
2025-12-01,2025,0,596.4166666666666,False
2025-12-02,2025,1,601.625,False
2025-12-03,2025,2,601.9583333333334,False
2025-12-04,2025,3,564.0208333333334,True
2025-12-05,2025,4,528.7291666666666,False
2025-12-08,2025,0,500.2916666666667,True
2025-12-09,2025,1,476.3541666666667,True
2025-12-10,2025,2,445.75,True
2025-12-11,2025,3,373.25,False
2025-12-12,2025,4,350.0208333333333,False
2025-12-15,2025,0,348.6458333333333,False
2025-12-16,2025,1,348.8333333333333,False
2025-12-17,2025,2,353.5,False
2025-12-18,2025,3,374.0576923076923,False
2025-12-19,2025,4,383.8571428571428,False
2025-12-22,2025,0,386.5535714285714,True
2025-12-23,2025,1,373.8035714285714,True
2025-12-24,2025,2,370.125,True
2025-12-26,2025,4,379.84615384615387,True
2025-12-29,2025,0,365.4423076923077,False
2025-12-30,2025,1,361.5769230769231,True
2025-12-31,2025,2,357.71153846153845,False
2026-01-02,2026,4,352.34615384615387,False
2026-01-05,2026,0,362.0,False
2026-01-06,2026,1,337.86538461538464,True
2026-01-07,2026,2,320.53846153846155,True
2026-01-08,2026,3,312.7307692307692,False
2026-01-09,2026,4,286.5769230769231,False
2026-01-12,2026,0,275.71153846153845,False
2026-01-13,2026,1,275.5,False
2026-01-14,2026,2,281.3076923076923,False
2026-01-15,2026,3,303.8269230769231,False
2026-01-16,2026,4,310.0,False
