date,n_bars,day_range,absmove_5m,absmove_15m,absmove_30m,absmove_60m,absmove_30m_rth
2023-06-26,1380,299.0,4.2,6.8,9.6,15.25,20.25
2023-06-27,1380,266.0,3.5,6.5,9.8,12.65,27.0
2023-06-28,1380,197.79999999999927,3.5,6.7,12.2,13.5,37.4
2023-06-29,1378,174.29999999999927,3.3,6.7,8.7,14.1,20.15
2023-06-30,1020,256.0,3.3,5.5,9.8,16.0,16.75
2023-07-02,360,32.0,1.8,2.8,5.0,11.0,
2023-07-03,1153,84.0,2.3,3.75,5.4,7.2,
2023-07-04,1139,37.5,1.4,2.0,3.5,4.5,
2023-07-05,1380,176.79999999999927,3.0,5.0,10.5,14.5,26.1
2023-07-06,1380,195.5,3.8,7.5,9.0,11.2,22.35
2023-07-07,1019,187.59999999999854,4.2,7.2,12.5,15.7,29.25
2023-07-09,360,78.29999999999927,3.0,6.7,11.0,8.2,
2023-07-10,1380,155.0,3.7,8.2,10.0,13.1,29.05
2023-07-11,1379,172.0,2.8,6.8,8.6,15.0,26.75
2023-07-12,1380,238.79999999999927,2.7,5.0,8.3,5.65,21.5
2023-07-13,1380,254.70000000000073,3.2,5.5,8.5,10.15,19.55
2023-07-14,1020,194.20000000000073,3.4,6.0,8.3,12.7,30.75
2023-07-16,360,28.700000000000728,2.0,4.4,6.2,6.2,
2023-07-17,1380,209.59999999999854,2.3,4.8,6.3,6.4,15.6
2023-07-18,1380,296.7999999999993,2.5,4.0,7.0,9.15,16.6
2023-07-19,1380,220.59999999999854,3.2,5.7,6.3,12.0,17.15
2023-07-20,1380,357.2000000000007,3.5,6.2,11.0,14.1,22.65
2023-07-21,1020,197.0,4.0,9.0,16.4,22.25,30.25
2023-07-23,360,38.5,2.3,4.4,6.3,10.7,
2023-07-24,1379,135.0,3.2,5.6,7.2,9.75,14.1
2023-07-25,1380,184.20000000000073,3.0,5.0,8.5,11.5,22.5
2023-07-26,1380,195.5,3.3,6.2,9.2,17.65,20.25
2023-07-27,1380,392.7999999999993,4.3,7.8,12.2,11.15,49.5
2023-07-28,1020,349.7999999999993,5.5,10.5,12.3,23.45,12.55
2023-07-30,360,121.20000000000073,3.3,7.6,9.7,31.7,
2023-07-31,1380,113.79999999999927,3.0,5.0,9.2,12.35,12.25
2023-08-01,1380,190.5,4.0,7.5,8.8,14.1,5.95
2023-08-02,1380,317.5,4.6,8.8,12.0,21.2,34.15
2023-08-03,1380,212.29999999999927,4.8,11.3,13.0,23.15,33.8
2023-08-04,1020,273.7000000000007,6.8,10.8,19.6,32.0,33.25
2023-08-06,360,87.0,3.0,5.0,11.2,8.0,
2023-08-07,1380,163.59999999999854,3.7,7.0,12.0,15.8,19.0
2023-08-08,1380,228.0,3.7,5.7,9.2,17.0,18.65
2023-08-09,1380,286.0,3.8,6.0,13.0,20.0,28.6
2023-08-10,1380,306.2000000000007,4.2,8.5,10.5,17.4,28.35
2023-08-11,1020,204.59999999999854,5.5,8.5,14.7,17.15,20.6
2023-08-13,360,128.20000000000073,3.0,6.3,8.3,16.6,
2023-08-14,1380,300.0,4.8,9.2,11.2,16.5,19.5
2023-08-15,1380,255.70000000000073,4.2,5.3,11.8,9.25,22.25
2023-08-16,1380,278.5,4.0,8.8,15.2,11.45,28.8
2023-08-17,1380,286.7000000000007,4.3,7.6,12.3,20.0,25.3
2023-08-18,1020,193.59999999999854,6.0,7.6,8.5,16.4,9.0
2023-08-20,360,60.70000000000073,2.8,4.4,9.7,7.3,
2023-08-21,1380,293.2999999999993,3.8,8.0,10.3,16.65,19.75
2023-08-22,1380,186.20000000000073,4.3,7.5,8.0,17.75,23.85
2023-08-23,1380,441.59999999999854,4.5,8.5,12.0,17.45,20.2
2023-08-24,1380,601.0,5.0,9.2,13.3,15.1,32.5
2023-08-25,1020,297.0,6.5,8.7,15.4,26.7,34.55
2023-08-27,360,56.29999999999927,3.5,6.5,8.3,3.0,
2023-08-28,1378,150.70000000000073,3.5,5.7,8.0,15.3,16.5
2023-08-29,1380,418.2000000000007,3.0,7.0,8.2,12.6,16.0
2023-08-30,1380,170.5,3.3,5.5,7.8,12.55,21.6
2023-08-31,1380,146.79999999999927,3.0,5.7,8.0,7.15,13.6
2023-09-01,1020,207.20000000000073,4.0,8.0,13.2,21.0,28.15
2023-09-03,359,42.29999999999927,2.0,3.0,3.2,7.8,
2023-09-04,1139,90.79999999999927,2.0,4.0,6.2,7.35,
2023-09-05,1380,168.59999999999854,3.4,6.8,13.0,12.2,22.15
2023-09-06,1380,207.29999999999927,3.0,4.7,6.8,6.8,20.4
2023-09-07,1380,230.0,3.4,7.8,12.0,15.45,20.85
2023-09-08,1020,167.79999999999927,4.8,9.0,19.2,26.05,24.65
2023-09-10,360,233.0,2.3,4.2,6.3,6.5,
2023-09-11,1379,181.5,3.0,5.2,7.7,13.85,19.95
2023-09-12,1380,207.20000000000073,3.0,4.8,5.3,9.6,12.9
2023-09-13,1380,218.0,4.3,7.7,10.3,15.75,16.7
2023-09-14,1380,187.5,3.3,6.3,10.7,10.75,17.05
2023-09-15,1020,363.0,4.0,6.3,9.3,18.0,22.85
2023-09-17,360,40.29999999999927,2.0,3.5,2.6,11.0,
2023-09-18,1379,130.5,3.0,5.0,6.3,5.25,9.9
2023-09-19,1379,193.70000000000073,2.7,4.2,6.0,12.45,13.0
2023-09-20,1380,356.2000000000007,3.5,5.6,11.0,8.65,13.55
2023-09-21,1380,275.7999999999993,4.2,7.0,10.5,14.9,22.3
2023-09-22,1020,175.0,4.5,8.5,14.8,15.5,31.55
2023-09-24,359,60.29999999999927,2.3,3.2,7.7,10.4,
2023-09-25,1380,173.59999999999854,4.2,8.6,7.5,15.65,25.85
2023-09-26,1380,226.79999999999927,4.3,6.6,8.7,16.8,16.75
2023-09-27,1380,235.5,4.0,8.5,9.0,12.65,30.4
2023-09-28,1380,289.5,5.0,8.4,19.0,19.25,54.85
2023-09-29,1020,249.79999999999927,5.4,11.2,16.0,36.9,33.75
2023-10-01,360,75.79999999999927,3.0,4.8,3.3,12.6,
2023-10-02,1380,220.0,4.6,7.0,13.0,18.5,21.2
2023-10-03,1380,391.0,5.0,10.3,12.3,17.6,19.35
2023-10-04,1380,367.0,5.8,9.0,14.8,22.75,22.1
2023-10-05,1380,242.59999999999854,4.5,7.0,11.4,23.4,26.1
2023-10-06,1020,500.2000000000007,5.3,12.0,13.8,24.25,26.65
2023-10-08,360,61.70000000000073,3.7,5.7,8.3,7.3,
2023-10-09,1380,288.2999999999993,3.3,6.6,8.6,13.75,20.5
2023-10-10,1380,211.70000000000073,2.7,6.0,6.3,6.8,14.1
2023-10-11,1380,178.0,3.0,6.3,8.0,8.1,15.1
2023-10-12,1380,252.59999999999854,3.2,5.0,5.0,5.55,21.4
2023-10-13,1020,304.59999999999854,5.0,10.2,14.8,23.9,40.25
2023-10-15,360,67.5,2.5,6.2,9.7,8.2,
2023-10-16,1380,253.79999999999927,3.8,6.0,7.4,14.1,15.0
2023-10-17,1380,259.0,4.0,8.3,12.0,16.25,29.05
2023-10-18,1380,244.59999999999854,4.4,7.0,10.0,17.75,20.3
2023-10-19,1380,320.7000000000007,5.0,7.5,12.4,17.65,25.75
2023-10-20,1020,242.5,5.5,9.3,15.3,25.35,21.65
2023-10-22,360,53.5,2.2,5.2,5.5,10.5,
2023-10-23,1380,339.59999999999854,5.0,7.3,9.0,20.5,26.25
2023-10-24,1380,242.79999999999927,4.3,8.0,14.0,13.95,22.9
2023-10-25,1380,489.7999999999993,5.2,9.3,10.3,16.15,18.15
2023-10-26,1380,318.7999999999993,6.0,11.0,16.0,20.5,47.85
2023-10-27,1020,198.0,5.5,10.2,12.0,26.1,21.9
2023-10-29,360,48.79999999999927,2.0,5.8,4.0,6.0,
2023-10-30,1380,170.29999999999927,3.6,7.0,9.0,13.2,29.1
2023-10-31,1380,192.59999999999854,4.0,6.5,12.8,12.4,33.4
2023-11-01,1380,406.7000000000007,4.0,5.7,10.0,19.85,21.75
2023-11-02,1380,236.40000000000146,3.0,4.7,5.0,9.8,5.7
2023-11-03,1020,297.0,3.3,5.3,7.3,11.05,19.55
2023-11-05,360,39.70000000000073,1.8,2.0,4.3,5.4,
2023-11-06,1380,119.5,3.2,4.5,5.2,7.5,8.6
2023-11-07,1380,236.20000000000073,2.8,5.0,9.3,10.8,21.65
2023-11-08,1380,130.70000000000073,2.7,3.8,4.7,8.15,15.95
2023-11-09,1380,246.0,3.0,6.7,8.0,14.5,25.95
2023-11-10,1020,405.59999999999854,3.8,6.5,12.7,20.4,27.45
2023-11-12,360,91.70000000000073,1.6,3.0,6.0,14.8,
2023-11-13,1380,124.29999999999927,2.7,3.7,6.7,7.6,15.35
2023-11-14,1380,381.0,2.7,5.0,7.2,7.9,19.35
2023-11-15,1380,225.5,3.5,6.2,9.0,21.5,12.2
2023-11-16,1380,110.0,2.8,5.0,7.0,9.3,18.6
2023-11-17,1020,115.0,3.4,7.2,5.2,10.1,5.6
2023-11-19,360,55.599999999998545,1.8,4.0,1.3,2.0,
2023-11-20,1380,285.2999999999993,2.5,4.8,5.0,14.05,7.65
2023-11-21,1380,201.79999999999927,2.7,4.2,5.4,10.8,14.4
2023-11-22,1379,230.70000000000073,2.5,4.7,8.8,9.0,21.0
2023-11-23,1140,38.0,1.6,2.8,5.0,7.2,
2023-11-24,795,89.70000000000073,2.8,4.5,7.7,10.7,
2023-11-26,360,70.20000000000073,1.5,3.0,6.8,14.5,
2023-11-27,1380,149.40000000000146,2.6,5.0,8.0,12.6,11.55
2023-11-28,1380,141.29999999999927,2.6,4.3,7.8,13.75,12.35
2023-11-29,1380,195.0,2.6,5.5,8.6,12.3,13.6
2023-11-30,1380,242.5,2.6,4.8,7.0,16.35,20.55
2023-12-01,1020,186.0,3.5,6.7,12.4,16.1,25.6
2023-12-03,360,59.5,1.8,3.3,5.7,8.0,
2023-12-04,1380,282.2999999999993,2.7,5.0,8.0,17.8,15.1
2023-12-05,1380,228.59999999999854,3.7,6.3,8.7,22.05,8.9
2023-12-06,1380,238.0,3.0,6.2,7.7,12.85,21.0
2023-12-07,1380,275.0,3.0,4.7,8.0,8.85,15.4
2023-12-08,1020,230.59999999999854,3.7,5.4,7.7,17.0,14.15
2023-12-10,360,221.29999999999927,2.2,3.3,9.0,17.5,
2023-12-11,1378,425.7999999999993,2.8,6.0,8.2,14.3,18.55
2023-12-12,1380,216.70000000000073,2.3,3.0,6.5,11.0,13.9
2023-12-13,1380,309.0,3.0,5.4,9.5,13.2,17.65
2023-12-14,1380,255.79999999999927,3.2,4.7,9.2,13.5,18.2
2023-12-15,1020,130.40000000000146,3.0,4.6,8.4,13.35,19.25
2023-12-17,360,51.0,1.5,2.7,4.8,4.3,
2023-12-18,1380,166.0,2.3,4.3,5.5,7.35,13.65
2023-12-19,1380,128.0,2.0,3.5,4.0,5.85,4.85
2023-12-20,1380,315.0,2.5,4.0,6.0,8.6,14.35
2023-12-21,1380,155.20000000000073,3.2,5.6,6.5,10.95,9.5
2023-12-22,1020,150.0,3.5,5.8,9.3,9.4,14.45
2023-12-25,360,64.29999999999927,1.2,3.0,3.5,8.2,
2023-12-26,1380,126.40000000000146,2.0,3.7,4.8,5.4,10.0
2023-12-27,1380,100.29999999999927,2.0,3.7,5.5,8.35,13.25
2023-12-28,1380,87.40000000000146,1.7,3.0,4.8,7.15,8.5
2023-12-29,1020,192.79999999999927,2.7,4.0,6.0,8.25,19.85
2024-01-01,360,37.5,1.8,2.4,5.8,6.6,
2024-01-02,1380,414.2999999999993,3.0,5.2,8.0,21.6,31.85
2024-01-03,1380,207.5,3.3,6.0,9.7,19.45,25.25
2024-01-04,1380,151.20000000000073,3.3,5.2,7.8,14.15,19.2
2024-01-05,1020,243.0,4.5,8.0,14.7,17.15,27.6
2024-01-07,360,62.20000000000073,1.8,3.5,5.5,13.3,
2024-01-08,1380,433.0,3.0,6.0,9.4,14.0,19.15
2024-01-09,1379,210.70000000000073,3.4,6.3,11.0,12.9,22.2
2024-01-10,1380,208.0,3.5,5.7,10.0,17.3,22.8
2024-01-11,1380,304.0,3.7,6.8,8.5,12.9,38.55
2024-01-12,1020,176.0,5.7,7.6,13.3,22.4,19.25
2024-01-14,360,54.20000000000073,1.8,3.3,8.8,16.0,
2024-01-15,1140,142.40000000000146,3.0,5.3,7.0,8.35,
2024-01-16,1380,222.0,4.0,8.3,13.7,16.15,37.05
2024-01-17,1380,232.59999999999854,4.4,8.2,13.0,15.15,32.3
2024-01-18,1380,335.5,4.3,7.2,11.8,17.7,24.0
2024-01-19,1020,323.40000000000146,4.7,9.5,16.5,21.6,21.65
2024-01-21,360,103.0,3.0,4.5,4.7,4.7,
2024-01-22,1380,151.0,3.5,6.6,11.5,6.25,22.85
2024-01-23,1380,187.70000000000073,3.0,6.0,6.4,11.75,15.25
2024-01-24,1380,223.70000000000073,4.0,6.0,8.8,11.85,28.35
2024-01-25,1380,268.5,5.0,7.7,7.5,18.65,26.8
2024-01-26,1020,166.0,6.2,13.0,20.8,20.1,25.4
2024-01-28,360,89.70000000000073,2.5,5.2,7.0,11.0,
2024-01-29,1380,216.0,3.3,5.0,8.3,10.25,17.75
2024-01-30,1379,318.7999999999993,3.5,6.2,9.0,16.5,11.35
2024-01-31,1380,262.5,4.3,8.5,14.2,25.35,19.6
2024-02-01,1380,384.0,4.2,7.3,9.5,17.4,22.65
2024-02-02,1020,310.0,4.3,8.8,12.3,14.75,27.2
2024-02-04,360,64.20000000000073,2.3,7.2,4.3,5.6,
2024-02-05,1380,191.29999999999927,3.3,5.6,8.8,22.5,27.9
2024-02-06,1380,208.20000000000073,3.3,6.4,11.7,15.6,16.1
2024-02-07,1380,245.70000000000073,3.2,4.7,6.8,14.6,11.75
2024-02-08,1379,104.29999999999927,2.4,4.3,6.0,8.65,18.0
2024-02-09,1020,211.0,3.0,5.0,10.2,14.5,14.35
2024-02-11,356,40.79999999999927,1.6,1.5,1.7,2.5,
2024-02-12,1377,210.29999999999927,2.2,4.3,6.0,7.35,18.4
2024-02-13,1380,421.2000000000007,4.0,6.8,9.3,12.35,24.5
2024-02-14,1380,204.5,3.0,5.5,8.3,10.95,25.0
2024-02-15,1380,187.70000000000073,3.8,5.6,8.0,11.5,13.15
2024-02-16,1020,311.0,4.0,10.0,9.5,28.35,22.5
2024-02-18,360,77.29999999999927,2.4,5.8,6.4,17.4,
2024-02-19,1140,140.29999999999927,2.7,4.6,5.2,9.2,
2024-02-20,1380,272.2999999999993,4.5,7.5,15.7,20.95,30.65
2024-02-21,1380,429.2000000000007,4.8,8.0,13.2,18.3,19.65
2024-02-22,1380,303.7999999999993,3.5,6.8,10.3,15.4,31.7
2024-02-23,1020,198.79999999999927,4.3,7.2,9.2,13.4,35.15
2024-02-25,360,66.20000000000073,2.2,6.7,5.7,10.0,
2024-02-26,1380,130.5,3.2,6.7,6.3,12.8,19.75
2024-02-27,1380,131.40000000000146,2.5,6.3,8.8,10.05,15.6
2024-02-28,1380,161.79999999999927,3.6,5.3,10.0,22.25,21.35
2024-02-29,1380,306.0,3.8,6.8,9.0,17.9,13.65
2024-03-01,1020,343.2999999999993,4.0,7.6,13.6,27.0,24.7
2024-03-03,360,39.0,2.0,3.7,3.7,4.4,
2024-03-04,1380,192.29999999999927,3.4,5.2,7.2,10.5,17.5
2024-03-05,1380,376.5,4.2,8.5,15.0,15.4,24.9
2024-03-06,1380,242.0,4.8,7.6,13.4,24.1,32.4
2024-03-07,1380,444.2000000000007,5.0,7.4,10.0,16.35,16.75
2024-03-08,1020,424.0,6.0,11.3,12.4,24.5,52.75
2024-03-10,360,326.59999999999854,3.8,10.3,15.5,51.8,
2024-03-11,1380,338.2000000000007,4.8,9.2,14.7,14.95,29.3
2024-03-12,1380,317.0,3.5,6.3,9.3,14.85,26.5
2024-03-13,1380,225.0,3.0,6.4,8.2,11.4,13.65
2024-03-14,1380,267.0,3.4,6.2,11.0,15.2,37.7
2024-03-15,1020,316.59999999999854,5.2,8.0,12.8,19.1,24.75
2024-03-17,360,64.79999999999927,2.6,4.5,5.5,8.0,
2024-03-18,1380,258.5,4.3,7.5,11.2,19.05,28.85
2024-03-19,1380,236.0,3.8,9.0,10.2,13.7,22.8
2024-03-20,1380,362.5,3.8,7.7,12.7,18.6,34.7
2024-03-21,1380,177.0,3.4,6.4,11.4,14.35,22.55
2024-03-22,1020,134.0,4.6,9.0,11.2,20.85,15.4
2024-03-24,360,48.400000000001455,2.8,4.8,7.0,14.4,
2024-03-25,1380,161.70000000000073,3.0,5.3,6.8,9.7,11.9
2024-03-26,1380,179.79999999999927,2.8,6.2,9.5,10.9,18.3
2024-03-27,1380,193.29999999999927,3.2,5.2,7.6,18.0,13.9
2024-03-28,1020,91.29999999999927,3.7,7.2,11.0,10.85,12.15
2024-03-31,360,111.5,2.0,4.3,7.0,13.2,
2024-04-01,1380,192.5,3.0,5.6,8.7,13.6,16.35
2024-04-02,1380,309.5,3.7,6.0,10.7,12.35,16.0
2024-04-03,1380,252.5,3.6,6.3,9.2,18.6,17.75
2024-04-04,1380,514.7999999999993,4.0,7.2,8.0,18.1,18.1
2024-04-05,1020,356.7000000000007,5.8,10.2,10.0,6.65,30.9
2024-04-07,360,102.0,3.2,5.5,11.8,4.0,
2024-04-08,1380,138.5,3.7,8.8,8.0,19.95,10.9
2024-04-09,1380,246.40000000000146,3.3,6.0,10.8,13.0,23.15
2024-04-10,1379,420.7000000000007,5.0,7.3,9.8,11.1,20.85
2024-04-11,1380,430.7999999999993,3.5,7.2,6.7,7.75,20.7
2024-04-12,1019,387.59999999999854,4.7,8.6,16.5,24.35,30.65
2024-04-14,360,108.20000000000073,4.5,7.8,7.3,16.3,
2024-04-15,1380,555.0,4.7,8.7,9.0,17.2,20.3
2024-04-16,1380,196.0,4.7,7.6,10.8,21.0,23.9
2024-04-17,1380,353.2999999999993,4.0,7.0,11.3,28.95,25.15
2024-04-18,1380,589.0,6.7,10.4,16.2,18.7,26.15
2024-04-19,1020,440.0,8.5,14.8,15.5,24.4,35.45
2024-04-21,360,77.20000000000073,4.4,7.4,11.0,20.2,
2024-04-22,1380,299.5,5.0,7.6,14.8,20.9,29.35
2024-04-23,1380,427.7000000000007,4.4,7.7,10.5,19.9,14.8
2024-04-24,1380,358.0,4.6,6.5,13.2,22.9,29.1
2024-04-25,1380,519.2999999999993,5.2,12.7,13.0,31.7,34.9
2024-04-26,1020,233.29999999999927,4.8,10.3,12.3,7.1,17.0
2024-04-28,360,59.79999999999927,1.7,3.8,4.6,9.0,
2024-04-29,1380,157.79999999999927,3.0,5.3,5.5,9.6,18.6
2024-04-30,1380,458.0,4.3,6.7,7.8,19.5,25.3
2024-05-01,1380,394.0,4.8,7.7,12.0,29.2,46.8
2024-05-02,1379,422.0,4.5,9.2,10.4,17.25,27.6
2024-05-03,1020,330.7000000000007,3.7,7.0,12.7,13.9,15.55
2024-05-05,360,68.79999999999927,2.0,3.0,4.7,7.2,
2024-05-06,1380,217.40000000000146,2.5,4.2,7.0,11.8,7.6
2024-05-07,1378,115.20000000000073,2.6,4.2,6.4,9.6,6.75
2024-05-08,1378,169.70000000000073,3.0,5.7,9.3,10.4,17.1
2024-05-09,1379,141.0,2.6,5.2,6.8,9.55,17.1
2024-05-10,1020,159.5,4.0,6.0,7.8,12.1,11.3
2024-05-12,360,50.70000000000073,1.7,2.3,4.7,6.5,
2024-05-13,1380,101.20000000000073,2.3,3.8,5.0,7.3,7.6
2024-05-14,1380,272.7000000000007,2.5,4.5,6.5,9.45,12.25
2024-05-15,1380,345.7999999999993,2.5,4.5,4.8,6.55,17.9
2024-05-16,1379,127.59999999999854,2.5,4.4,6.8,8.0,11.8
2024-05-17,1020,141.79999999999927,2.8,5.7,6.4,10.15,12.25
2024-05-19,360,46.20000000000073,1.7,2.0,2.2,10.3,
2024-05-20,1378,159.29999999999927,2.3,4.0,4.7,6.45,8.05
2024-05-21,1380,146.0,2.0,4.2,5.7,8.2,16.85
2024-05-22,1380,281.59999999999854,3.2,5.0,10.0,12.0,13.25
2024-05-23,1380,401.7000000000007,3.3,6.3,9.4,14.95,35.75
2024-05-24,1020,243.20000000000073,3.5,5.3,8.7,13.15,12.35
2024-05-26,360,53.0,2.0,3.7,6.4,7.8,
2024-05-27,1140,107.79999999999927,2.2,3.8,3.4,7.8,
2024-05-28,1380,161.0,3.3,4.7,7.2,11.85,15.35
2024-05-29,1380,223.70000000000073,4.0,8.6,13.2,25.75,16.7
2024-05-30,1380,284.5,4.2,8.2,10.3,24.7,17.95
2024-05-31,1020,427.0,6.8,12.2,21.8,24.0,38.9
2024-06-02,360,114.29999999999927,3.5,6.4,5.8,22.2,
2024-06-03,1380,319.7000000000007,4.3,5.3,9.3,14.7,20.0
2024-06-04,1380,254.79999999999927,4.6,8.6,13.8,16.7,17.55
2024-06-05,1380,408.2000000000007,3.2,7.2,9.4,17.25,15.5
2024-06-06,1379,107.29999999999927,2.8,4.6,5.5,7.25,13.6
2024-06-07,1020,215.0,3.7,7.2,8.0,17.35,16.0
2024-06-09,360,50.79999999999927,2.0,4.5,5.0,4.0,
2024-06-10,1379,155.59999999999854,3.2,4.0,7.5,6.4,30.35
2024-06-11,1380,275.2999999999993,2.8,5.7,9.5,12.75,25.0
2024-06-12,1380,397.7999999999993,2.7,4.8,6.8,7.5,25.65
2024-06-13,1380,191.0,3.0,5.7,9.0,11.0,18.85
2024-06-14,1020,198.0,5.6,5.8,12.8,16.0,8.5
2024-06-16,360,308.2000000000007,2.3,4.5,6.7,254.5,
2024-06-17,1380,367.2000000000007,4.2,7.0,9.0,13.2,24.4
2024-06-18,1380,143.5,3.3,5.4,8.0,7.75,10.65
2024-06-19,1140,79.70000000000073,1.5,2.7,5.0,6.4,
2024-06-20,1380,412.7999999999993,4.0,7.0,12.7,16.85,31.55
2024-06-21,1020,171.79999999999927,7.0,9.0,17.8,34.05,19.85
2024-06-23,360,111.70000000000073,3.2,5.8,7.3,5.0,
2024-06-24,1380,302.0,4.8,9.4,11.0,20.35,20.55
2024-06-25,1380,282.5,3.8,7.0,8.8,14.1,29.1
2024-06-26,1380,196.29999999999927,3.8,7.8,9.5,22.0,12.7
2024-06-27,1380,230.40000000000146,3.2,6.7,9.0,18.25,22.1
2024-06-28,1020,367.0,4.4,8.8,14.3,16.1,24.5
2024-06-30,360,73.5,2.8,4.0,7.5,9.7,
2024-07-01,1380,262.2000000000007,4.4,8.3,12.0,19.6,17.05
2024-07-02,1380,349.2000000000007,3.7,7.5,9.5,16.9,25.3
2024-07-03,1153,230.20000000000073,2.7,5.5,7.1,10.4,
2024-07-04,1138,58.0,1.4,2.0,3.3,3.65,
2024-07-05,1020,266.5,4.0,6.7,7.0,6.95,17.2
2024-07-07,360,38.79999999999927,1.7,2.8,2.7,7.2,
2024-07-08,1379,165.79999999999927,2.8,5.0,6.0,9.35,19.2
2024-07-09,1380,156.0,2.2,3.8,5.3,8.8,16.5
2024-07-10,1380,220.59999999999854,2.5,3.8,5.8,11.0,10.0
2024-07-11,1380,606.5999999999985,3.5,6.7,8.2,9.5,53.2
2024-07-12,1020,406.0,5.7,9.8,15.0,21.8,36.5
2024-07-14,360,82.0,2.4,3.5,4.2,10.5,
2024-07-15,1380,290.7999999999993,3.2,5.4,10.5,13.5,37.45
2024-07-16,1380,220.0,4.0,7.4,8.2,17.15,21.0
2024-07-17,1380,572.2000000000007,5.7,9.2,16.0,19.0,30.7
2024-07-18,1380,403.7000000000007,6.2,11.8,23.3,22.9,35.8
2024-07-19,1020,325.7999999999993,7.3,16.8,32.0,18.95,39.0
2024-07-21,360,123.20000000000073,6.0,13.2,22.8,13.5,
2024-07-22,1380,304.0,5.0,11.5,18.0,17.85,28.05
2024-07-23,1380,298.59999999999854,6.0,9.5,14.5,24.15,21.0
2024-07-24,1380,632.2000000000007,6.8,14.0,19.0,26.3,25.4
2024-07-25,1380,507.2999999999993,9.2,15.0,19.0,34.2,63.05
2024-07-26,1020,257.59999999999854,7.2,14.8,22.2,40.85,37.55
2024-07-28,360,162.20000000000073,5.2,6.6,9.5,8.7,
2024-07-29,1378,301.2000000000007,6.5,12.5,16.6,18.8,49.0
2024-07-30,1380,594.7999999999993,6.0,11.0,19.3,21.95,51.75
2024-07-31,1380,622.0,6.6,10.0,15.4,30.15,35.25
2024-08-01,1380,1006.7999999999993,12.0,20.7,39.3,60.9,84.65
2024-08-02,1020,417.0,14.0,20.0,21.2,35.0,57.85
2024-08-04,360,367.5,11.3,18.3,28.8,54.2,
2024-08-05,1380,1086.0,21.5,38.2,56.6,116.9,92.25
2024-08-06,1380,517.2000000000007,13.3,28.0,35.8,62.3,34.65
2024-08-07,1380,816.7000000000007,12.0,22.0,28.5,59.55,69.7
2024-08-08,1380,738.0,9.8,22.2,16.3,49.4,13.6
2024-08-09,1020,291.5,10.2,16.2,28.8,52.1,35.15
2024-08-11,360,152.0,6.0,12.7,17.3,26.8,
2024-08-12,1380,241.70000000000073,4.7,10.0,14.2,16.5,54.85
2024-08-13,1380,505.7000000000007,4.8,7.8,17.5,28.85,21.5
2024-08-14,1380,299.2999999999993,4.8,10.3,15.7,16.8,38.8
2024-08-15,1380,539.7000000000007,5.0,10.0,17.8,23.4,24.0
2024-08-16,1020,235.5,5.8,10.7,14.0,26.1,28.25
2024-08-18,359,73.5,4.4,4.2,13.2,4.4,
2024-08-19,1380,389.2999999999993,4.8,7.5,12.5,24.9,24.5
2024-08-20,1379,188.0,4.4,7.0,11.3,13.4,31.95
2024-08-21,1380,210.29999999999927,4.5,9.0,13.7,16.9,32.1
2024-08-22,1380,483.2000000000007,4.8,7.6,10.0,13.1,68.55
2024-08-23,1020,312.40000000000146,5.6,10.0,13.6,11.45,65.4
2024-08-25,360,116.29999999999927,5.0,8.6,9.4,42.5,
2024-08-26,1379,340.7000000000007,4.5,10.3,13.0,26.8,36.0
2024-08-27,1380,252.70000000000073,4.6,8.0,11.4,15.5,19.15
2024-08-28,1380,550.7999999999993,5.4,11.2,20.5,24.0,52.9
2024-08-29,1380,419.5,7.0,10.8,20.0,27.9,32.0
2024-08-30,1020,262.2999999999993,6.0,12.6,18.7,18.4,35.85
2024-09-01,360,59.0,3.0,8.2,13.6,14.0,
2024-09-02,1140,172.0,3.8,8.0,8.2,9.45,
2024-09-03,1379,819.0,8.0,16.5,17.5,34.85,36.0
2024-09-04,1380,284.59999999999854,8.7,14.2,19.3,33.35,32.8
2024-09-05,1380,359.5,7.0,14.0,15.5,34.75,36.25
2024-09-06,1020,632.4000000000015,9.0,19.0,23.6,43.75,37.85
2024-09-08,360,156.0,5.5,8.2,11.8,17.3,
2024-09-09,1380,243.79999999999927,6.0,13.3,18.7,25.95,46.15
2024-09-10,1380,296.2999999999993,5.8,11.3,19.0,27.6,26.5
2024-09-11,1380,763.5,6.6,11.7,19.5,29.1,84.7
2024-09-12,1380,298.5,5.0,12.2,15.5,13.4,29.35
2024-09-13,1019,179.0,4.6,9.2,14.5,12.25,26.45
2024-09-15,358,290.0,3.2,7.0,12.7,23.3,
2024-09-16,1375,339.5,4.2,8.8,10.3,17.1,14.85
2024-09-17,1379,275.7000000000007,4.3,6.0,11.7,16.25,25.9
2024-09-18,1380,342.0,6.3,14.0,22.2,29.9,42.0
2024-09-19,1380,360.2000000000007,5.5,8.6,16.6,19.2,42.25
2024-09-20,1020,224.0,6.0,9.6,16.7,29.6,43.6
2024-09-22,360,167.79999999999927,4.6,5.8,10.3,19.2,
2024-09-23,1380,202.59999999999854,4.7,7.8,9.2,16.85,8.2
2024-09-24,1380,261.7999999999993,4.8,8.7,16.0,18.85,27.2
2024-09-25,1380,306.2999999999993,4.4,6.5,5.5,14.85,9.2
2024-09-26,1380,350.0,4.6,8.3,12.0,20.1,42.35
