date,n_bars,day_range,absmove_5m,absmove_15m,absmove_30m,absmove_60m,absmove_30m_rth
2022-03-24,1380,355.0,5.4,6.8,10.2,17.45,21.1
2022-03-25,1020,268.0,5.8,9.7,16.7,30.0,28.3
2022-03-27,360,98.0,2.5,8.2,7.2,17.5,
2022-03-28,1380,338.2000000000007,4.5,9.7,14.2,23.1,44.7
2022-03-29,1380,306.0,4.7,8.5,11.0,14.65,22.85
2022-03-30,1380,234.79999999999927,4.5,7.5,12.0,13.45,31.45
2022-03-31,1380,325.2999999999993,4.5,8.3,12.0,10.45,42.55
2022-04-01,1020,235.0,5.6,11.5,13.7,25.95,28.7
2022-04-03,360,60.0,2.8,5.2,7.5,8.0,
2022-04-04,1380,349.5,3.5,6.8,9.5,14.0,15.0
2022-04-05,1380,424.5,4.0,9.0,11.7,13.3,30.4
2022-04-06,1380,448.2000000000007,5.2,9.0,16.0,30.65,50.15
2022-04-07,1379,316.7999999999993,6.5,10.5,15.2,23.45,39.0
2022-04-08,1020,331.7000000000007,6.0,11.0,21.0,28.6,31.5
2022-04-10,360,185.5,4.3,9.7,17.2,24.5,
2022-04-11,1380,394.59999999999854,5.8,10.2,15.0,24.1,29.55
2022-04-12,1380,403.0,6.0,13.2,21.7,22.15,68.75
2022-04-13,1380,350.5,5.2,11.0,17.2,27.25,26.65
2022-04-14,1020,419.7000000000007,6.0,10.0,13.4,21.5,23.0
2022-04-17,360,174.29999999999927,4.7,9.3,11.8,19.7,
2022-04-18,1380,271.2000000000007,5.0,11.0,17.7,16.2,44.25
2022-04-19,1380,414.0,5.6,11.0,20.3,20.45,23.95
2022-04-20,1380,341.5,5.5,11.3,15.7,14.85,29.8
2022-04-21,1380,670.7999999999993,6.2,12.5,16.2,26.7,27.6
2022-04-22,1020,484.0,9.3,16.8,25.0,35.25,36.75
2022-04-24,360,124.5,7.0,11.8,19.4,19.4,
2022-04-25,1380,399.7999999999993,8.0,12.8,24.3,26.3,51.65
2022-04-26,1380,773.7000000000007,7.7,14.4,18.3,48.7,48.95
2022-04-27,1380,325.0,8.7,16.3,17.3,25.75,52.65
2022-04-28,1380,509.0,7.8,17.2,24.8,42.25,42.2
2022-04-29,1020,601.2000000000007,8.5,17.2,27.0,28.35,41.65
2022-05-01,360,165.0,7.7,20.2,27.3,21.5,
2022-05-02,1380,461.7000000000007,8.5,13.8,20.0,27.65,43.9
2022-05-03,1380,215.29999999999927,6.2,12.7,13.7,21.6,61.6
2022-05-04,1380,672.2000000000007,4.8,6.7,12.4,13.2,76.45
2022-05-05,1380,842.7999999999993,7.2,16.7,19.3,25.1,63.5
2022-05-06,1020,409.7999999999993,11.2,22.8,41.0,35.65,74.7
2022-05-08,360,128.20000000000073,4.0,9.0,17.7,30.2,
2022-05-09,1380,521.7999999999993,9.6,15.2,26.8,36.5,57.25
2022-05-10,1380,377.0,9.0,14.7,31.0,36.6,66.1
2022-05-11,1380,631.7000000000007,8.8,15.2,28.0,17.25,46.25
2022-05-12,1380,458.7999999999993,11.8,18.5,33.2,41.5,65.35
2022-05-13,1020,367.2000000000007,9.5,15.3,20.3,34.4,41.1
2022-05-15,360,262.59999999999854,7.5,17.4,24.8,55.5,
2022-05-16,1380,223.59999999999854,5.8,10.8,16.8,31.4,74.45
2022-05-17,1380,285.2000000000007,5.2,11.8,16.8,18.15,36.65
2022-05-18,1380,732.7999999999993,7.0,14.2,19.3,30.45,38.9
2022-05-19,1380,372.7999999999993,8.5,15.0,20.5,40.25,45.55
2022-05-20,1020,605.5999999999985,7.3,14.5,26.0,35.0,56.2
2022-05-22,360,149.79999999999927,5.4,8.8,15.2,26.0,
2022-05-23,1380,291.7000000000007,7.0,14.0,19.0,24.1,30.85
2022-05-24,1380,316.2999999999993,7.7,12.2,18.0,27.75,40.1
2022-05-25,1379,364.0,7.0,11.6,20.5,34.05,23.65
2022-05-26,1380,494.7999999999993,5.6,9.6,18.5,22.85,24.2
2022-05-27,1020,486.7000000000007,6.5,12.3,18.8,19.15,26.55
2022-05-29,360,122.20000000000073,4.0,9.2,8.8,16.0,
2022-05-30,1140,207.0,4.7,8.7,14.8,20.65,
2022-05-31,1380,288.5,7.3,13.0,19.7,31.3,58.85
2022-06-01,1380,368.7000000000007,7.6,12.3,15.5,25.0,19.3
2022-06-02,1380,502.7000000000007,5.6,9.8,18.0,16.25,26.7
2022-06-03,1020,406.0,6.6,15.3,17.0,24.9,39.85
2022-06-05,359,116.5,3.2,7.7,14.5,25.2,
2022-06-06,1380,322.0,5.5,10.0,13.4,27.7,14.8
2022-06-07,1380,327.7000000000007,5.2,9.4,12.7,19.9,44.5
2022-06-08,1380,216.20000000000073,5.0,10.0,15.5,14.6,31.75
2022-06-09,1380,470.7999999999993,5.2,10.0,14.8,20.5,36.4
2022-06-10,1020,515.7999999999993,7.8,15.0,17.4,28.35,19.6
2022-06-12,360,202.5,5.3,9.2,17.2,25.3,
2022-06-13,1380,359.59999999999854,8.8,15.7,22.0,28.0,36.5
2022-06-14,1380,298.5,8.0,12.6,18.7,26.85,27.4
2022-06-15,1380,435.7000000000007,7.0,14.5,24.0,19.65,44.8
2022-06-16,1380,622.7000000000007,9.2,15.8,19.8,34.05,22.6
2022-06-17,1020,277.0,8.0,14.8,18.8,38.15,45.3
2022-06-19,360,163.70000000000073,5.5,12.2,17.4,52.7,
2022-06-20,1140,178.79999999999927,3.2,6.0,9.6,11.0,
2022-06-21,1380,247.0,4.8,7.7,12.6,19.5,15.75
2022-06-22,1380,425.2999999999993,6.8,11.5,12.7,23.0,17.0
2022-06-23,1380,357.5,6.7,13.0,18.0,40.7,23.85
2022-06-24,1020,343.2999999999993,5.7,9.0,13.0,16.35,15.45
2022-06-26,360,158.0,5.2,10.7,14.0,39.0,
2022-06-27,1380,291.0,5.3,8.0,15.0,22.65,23.75
2022-06-28,1380,516.4000000000015,5.0,10.2,11.7,23.9,26.85
2022-06-29,1380,184.5,5.0,10.8,11.5,24.6,26.4
2022-06-30,1380,334.0,8.0,16.7,21.5,23.1,35.0
2022-07-01,1020,248.0,9.0,12.7,28.4,38.25,38.75
2022-07-03,360,118.79999999999927,5.5,9.0,4.0,1.6,
2022-07-04,1140,239.5,3.8,6.4,11.4,12.1,
2022-07-05,1380,484.59999999999854,6.7,9.8,16.0,27.4,41.5
2022-07-06,1380,246.40000000000146,5.5,10.0,15.0,27.65,19.8
2022-07-07,1380,278.5,4.5,7.8,11.2,15.95,14.4
2022-07-08,1020,258.5,5.3,10.0,14.2,17.9,24.55
2022-07-10,360,125.29999999999927,4.3,8.2,5.0,20.0,
2022-07-11,1380,297.2999999999993,5.0,10.5,10.8,15.95,22.9
2022-07-12,1380,313.5,4.7,9.6,14.0,21.4,34.25
2022-07-13,1380,490.7999999999993,5.3,10.8,15.2,27.15,31.2
2022-07-14,1380,356.7999999999993,6.3,10.8,13.0,33.15,40.6
2022-07-15,1020,281.2999999999993,6.0,10.5,14.5,15.4,10.25
2022-07-17,360,75.79999999999927,3.0,6.3,9.3,11.6,
2022-07-18,1380,329.5,4.4,7.3,11.0,19.4,22.6
2022-07-19,1380,469.0,4.7,8.0,10.0,22.4,14.4
2022-07-20,1380,281.7000000000007,4.8,7.4,10.0,18.35,31.15
2022-07-21,1380,281.7000000000007,5.5,10.0,14.0,23.75,28.1
2022-07-22,1020,354.7000000000007,5.2,7.7,9.0,18.2,26.8
2022-07-24,360,71.79999999999927,3.5,4.2,7.8,12.8,
2022-07-25,1380,232.0,4.3,8.0,11.8,14.75,21.25
2022-07-26,1379,262.0,5.0,6.3,11.0,8.7,29.7
2022-07-27,1380,426.0,3.7,6.6,9.8,16.25,20.75
2022-07-28,1380,499.0,4.3,7.8,11.0,20.1,37.4
2022-07-29,1020,267.7999999999993,5.0,8.7,13.0,19.2,30.35
2022-07-31,360,93.59999999999854,2.6,4.5,5.5,7.7,
2022-08-01,1380,257.0,4.0,8.3,13.0,19.15,24.0
2022-08-02,1380,282.2000000000007,5.0,9.7,11.3,15.4,31.6
2022-08-03,1380,417.40000000000146,4.6,8.0,10.2,15.5,22.85
2022-08-04,1380,199.70000000000073,3.6,6.8,10.3,18.65,31.95
2022-08-05,1020,289.7999999999993,4.2,9.8,15.4,19.1,33.2
2022-08-07,360,124.20000000000073,2.5,3.0,5.0,12.0,
2022-08-08,1380,298.7000000000007,4.5,8.6,12.0,22.15,24.2
2022-08-09,1380,261.0,3.8,6.8,9.6,9.1,27.75
2022-08-10,1380,475.7999999999993,3.7,7.3,12.7,28.55,26.15
2022-08-11,1380,290.0,4.3,8.5,12.0,22.3,21.6
2022-08-12,1020,247.70000000000073,4.2,7.0,10.4,23.25,21.45
2022-08-14,360,45.29999999999927,2.4,5.5,6.8,11.7,
2022-08-15,1380,210.79999999999927,3.3,5.3,7.7,10.1,18.0
2022-08-16,1379,218.0,3.2,6.2,9.3,13.85,33.0
2022-08-17,1380,265.7999999999993,4.6,7.7,13.3,14.95,31.25
2022-08-18,1379,164.70000000000073,4.0,8.0,13.2,24.1,27.95
2022-08-19,1020,274.7000000000007,5.0,8.3,10.8,14.35,19.65
2022-08-21,360,49.5,2.5,4.0,3.7,11.0,
2022-08-22,1380,333.0,4.2,8.8,11.2,14.45,16.35
2022-08-23,1380,195.0,4.3,8.0,12.0,17.65,27.3
2022-08-24,1380,185.40000000000146,4.0,6.4,11.3,17.4,17.7
2022-08-25,1380,206.79999999999927,3.7,6.7,13.2,17.15,19.35
2022-08-26,1020,662.5,5.3,9.0,15.5,22.85,27.0
2022-08-28,360,112.0,5.2,5.8,26.2,27.3,
2022-08-29,1380,177.20000000000073,6.0,11.0,19.5,18.9,20.15
2022-08-30,1380,410.7000000000007,4.8,9.3,15.0,12.5,20.95
2022-08-31,1380,389.5,7.2,15.2,16.3,21.85,26.9
2022-09-01,1380,302.7000000000007,5.8,10.6,9.8,15.7,11.8
2022-09-02,1020,421.2999999999993,6.7,14.0,21.3,33.9,43.65
2022-09-04,360,94.70000000000073,4.3,8.8,11.0,13.2,
2022-09-05,1140,180.0,4.3,9.2,14.0,26.6,
2022-09-06,1380,323.0,5.6,10.7,16.7,12.3,34.5
2022-09-07,1380,357.0,4.6,11.0,11.0,14.85,26.65
2022-09-08,1380,283.0,4.7,8.5,10.6,19.9,32.7
2022-09-09,1020,257.7999999999993,4.8,9.0,11.7,19.35,18.05
2022-09-11,360,102.70000000000073,3.7,4.3,7.4,11.3,
2022-09-12,1380,291.7999999999993,4.2,9.0,12.0,32.3,24.0
2022-09-13,1380,904.7999999999993,5.8,10.0,12.2,17.95,35.3
2022-09-14,1380,188.59999999999854,6.5,11.0,16.3,20.7,19.65
2022-09-15,1380,362.0,4.5,10.3,15.3,15.0,47.95
2022-09-16,1020,182.70000000000073,5.0,9.4,10.0,20.1,34.4
2022-09-18,360,94.40000000000146,3.8,4.6,9.6,10.5,
2022-09-19,1380,300.2999999999993,4.7,9.7,12.5,24.45,32.15
2022-09-20,1380,260.59999999999854,4.6,10.5,11.2,18.5,27.0
2022-09-21,1380,590.5,5.3,8.4,13.2,18.65,20.6
2022-09-22,1380,286.0,6.4,11.3,17.0,16.9,29.5
2022-09-23,1020,329.2000000000007,6.7,12.3,20.8,22.3,33.8
2022-09-25,360,113.0,6.8,14.0,19.7,19.3,
2022-09-26,1380,281.2999999999993,7.3,12.0,19.3,33.9,37.85
2022-09-27,1380,384.2000000000007,7.3,11.0,17.0,28.85,23.15
2022-09-28,1380,472.0,7.7,11.4,17.8,20.5,26.0
2022-09-29,1380,466.5,8.2,12.8,20.7,26.9,45.55
2022-09-30,1020,333.0,9.8,15.8,18.8,26.5,21.75
2022-10-02,360,159.40000000000146,7.8,17.2,25.0,38.8,
2022-10-03,1380,459.0,6.8,12.2,14.8,27.7,23.6
2022-10-04,1380,289.5,5.3,8.7,10.4,11.0,33.75
2022-10-05,1380,363.2999999999993,5.8,9.0,18.6,20.85,37.1
2022-10-06,1380,245.0,5.7,8.7,16.0,19.35,23.25
2022-10-07,1020,500.7999999999993,5.8,9.0,18.5,17.25,24.45
2022-10-09,360,96.0,4.6,7.5,12.4,14.7,
2022-10-10,1380,259.7000000000007,6.2,11.2,15.0,24.35,31.75
2022-10-11,1380,272.2999999999993,7.2,12.5,16.3,27.95,27.0
2022-10-12,1379,171.29999999999927,4.8,10.2,19.2,17.95,27.75
2022-10-13,1380,700.2000000000007,6.0,9.0,11.2,14.5,55.05
2022-10-14,1020,526.7000000000007,9.2,17.0,19.4,42.6,23.05
2022-10-16,360,91.0,3.0,6.2,10.2,2.8,
2022-10-17,1380,540.0,5.7,9.7,11.5,20.35,18.25
2022-10-18,1380,350.2999999999993,7.5,15.0,18.0,35.4,31.1
2022-10-19,1380,328.5,7.2,15.5,21.3,25.3,30.85
2022-10-20,1380,346.2999999999993,7.0,17.0,21.0,30.6,38.3
2022-10-21,1020,450.7000000000007,8.0,13.0,13.8,17.8,43.4
2022-10-23,360,167.20000000000073,6.0,14.2,16.0,21.5,
2022-10-24,1380,308.0,6.3,12.3,21.0,21.75,27.9
2022-10-25,1380,297.7999999999993,5.5,10.4,15.2,17.0,13.9
2022-10-26,1380,288.5,6.0,9.0,13.0,22.25,46.1
2022-10-27,1380,595.7000000000007,6.0,10.8,16.8,16.65,24.5
2022-10-28,1020,564.0,7.5,11.0,14.6,19.65,12.75
2022-10-30,360,77.79999999999927,3.2,6.7,9.3,11.8,
2022-10-31,1380,206.79999999999927,3.8,7.8,9.3,13.5,20.5
2022-11-01,1380,330.2000000000007,4.3,7.5,9.0,12.15,23.6
2022-11-02,1380,558.7999999999993,4.5,7.7,8.5,19.0,29.0
2022-11-03,1380,303.2000000000007,4.5,10.7,8.5,20.9,35.0
2022-11-04,1020,338.2000000000007,6.8,14.7,25.6,37.15,51.65
2022-11-06,360,131.0,3.8,7.7,7.5,17.3,
2022-11-07,1380,250.5,4.8,8.2,12.0,23.05,26.85
2022-11-08,1380,302.40000000000146,5.7,11.8,16.8,27.5,30.1
2022-11-09,1380,332.2999999999993,5.0,11.0,13.0,23.1,18.85
2022-11-10,1380,877.0,5.3,8.4,15.7,17.2,29.5
2022-11-11,1020,307.59999999999854,7.5,13.5,15.8,27.0,36.0
2022-11-13,360,60.29999999999927,3.4,4.3,9.2,3.8,
2022-11-14,1380,196.5,4.4,6.2,6.7,17.35,17.85
2022-11-15,1380,354.2999999999993,5.0,8.7,13.0,27.4,25.35
2022-11-16,1380,256.5,4.7,7.5,11.8,22.75,21.0
2022-11-17,1380,299.2999999999993,5.2,10.0,16.0,33.75,26.25
2022-11-18,1020,236.0,6.0,9.6,16.4,19.65,29.45
2022-11-20,360,97.79999999999927,3.5,6.7,4.7,11.5,
2022-11-21,1380,146.79999999999927,3.5,7.8,7.0,11.85,7.9
2022-11-22,1380,232.70000000000073,3.7,6.5,8.8,11.45,22.2
2022-11-23,1379,179.59999999999854,3.0,5.5,8.0,14.6,32.1
2022-11-24,1137,59.0,1.8,3.2,4.6,4.5,
2022-11-25,795,152.0,2.65,6.25,9.5,10.0,
2022-11-27,360,81.0,2.2,3.7,7.0,13.2,
2022-11-28,1380,213.29999999999927,3.5,6.7,9.2,15.5,25.75
2022-11-29,1380,239.5,3.2,6.8,6.8,7.35,26.65
2022-11-30,1380,588.0,3.6,7.7,11.0,11.0,25.95
2022-12-01,1380,201.79999999999927,3.2,7.8,10.3,17.3,18.0
2022-12-02,1020,327.2999999999993,4.3,7.0,9.2,13.45,12.0
2022-12-04,360,34.599999999998545,1.8,3.2,6.0,6.0,
2022-12-05,1380,253.0,3.3,6.7,8.3,14.15,30.15
2022-12-06,1380,344.2000000000007,3.8,6.6,9.4,12.0,26.2
2022-12-07,1380,173.70000000000073,4.4,7.0,10.3,21.2,29.75
2022-12-08,1380,211.29999999999927,4.0,5.7,9.4,15.35,28.2
2022-12-09,1020,231.0,5.0,9.7,10.2,14.8,9.6
2022-12-11,360,145.70000000000073,2.7,5.5,12.7,12.7,
2022-12-12,1380,294.7999999999993,3.3,4.5,5.0,9.05,18.65
2022-12-13,1378,527.7999999999993,4.2,7.4,12.2,23.0,38.5
2022-12-14,1380,340.5,4.3,7.0,12.0,16.1,18.4
2022-12-15,1380,464.7999999999993,4.3,7.8,10.3,25.4,14.6
2022-12-16,1020,216.0,7.0,10.5,14.0,16.85,24.55
2022-12-18,360,63.0,1.8,3.7,5.0,4.5,
2022-12-19,1380,358.0,3.5,6.7,10.8,18.65,16.9
2022-12-20,1380,220.29999999999927,4.3,9.2,13.8,11.45,23.65
2022-12-21,1379,208.79999999999927,4.0,6.5,7.0,7.4,19.6
2022-12-22,1380,514.2999999999993,3.6,7.7,12.2,20.2,36.4
2022-12-23,1020,226.79999999999927,5.3,8.0,16.6,19.55,18.75
2022-12-26,360,79.79999999999927,1.8,2.6,3.8,16.0,
2022-12-27,1380,285.5,3.4,5.8,11.0,9.1,17.05
2022-12-28,1379,237.70000000000073,3.7,7.7,8.5,21.4,20.65
2022-12-29,1378,278.5,2.6,5.0,6.0,10.1,20.85
2022-12-30,1020,196.0,5.5,9.3,10.5,16.9,8.2
2023-01-02,360,198.0,3.7,4.4,20.0,28.4,
2023-01-03,1380,337.2000000000007,5.3,9.0,10.3,24.5,28.95
2023-01-04,1380,205.0,4.8,9.7,15.0,12.55,53.1
2023-01-05,1380,241.79999999999927,4.2,6.8,7.8,13.1,10.3
2023-01-06,1020,414.7999999999993,5.2,9.5,15.3,26.9,32.7
2023-01-08,358,54.79999999999927,2.5,3.5,3.7,5.2,
2023-01-09,1380,265.2999999999993,4.0,6.8,8.7,11.85,16.85
2023-01-10,1380,207.5,4.0,6.5,7.8,8.75,16.45
2023-01-11,1380,253.0,3.2,3.8,6.0,8.7,14.0
2023-01-12,1380,288.7999999999993,3.2,6.0,9.3,10.5,46.2
2023-01-13,1020,230.5,4.7,8.0,9.6,18.2,19.0
2023-01-15,359,56.29999999999927,2.0,3.5,3.3,15.8,
2023-01-16,1140,109.29999999999927,2.3,5.8,8.6,12.45,
2023-01-17,1380,162.0,4.0,8.7,9.8,10.35,19.7
2023-01-18,1380,313.0,4.0,6.8,8.2,11.75,21.9
2023-01-19,1380,178.29999999999927,4.2,7.5,9.3,14.15,15.9
2023-01-20,1020,321.59999999999854,4.0,8.4,10.0,22.85,21.45
2023-01-22,359,34.70000000000073,1.6,3.2,4.0,4.2,
2023-01-23,1380,331.0,3.0,5.8,10.0,12.2,23.65
2023-01-24,1380,212.29999999999927,3.3,5.2,7.3,11.15,12.35
2023-01-25,1380,318.2999999999993,4.2,7.3,7.6,16.75,26.15
2023-01-26,1380,208.79999999999927,3.7,8.5,12.3,18.7,24.55
2023-01-27,1020,292.5,3.8,8.0,7.6,14.7,23.0
2023-01-29,360,82.0,3.0,4.0,6.0,7.7,
2023-01-30,1380,257.40000000000146,4.7,6.7,10.0,13.6,18.35
2023-01-31,1380,285.0,3.7,6.7,12.2,18.35,11.95
2023-02-01,1380,504.59999999999854,3.5,7.8,7.8,15.0,31.9
2023-02-02,1380,441.7999999999993,5.2,9.5,22.8,20.15,46.1
2023-02-03,1020,326.7999999999993,7.0,16.0,23.8,41.7,52.1
2023-02-05,360,55.5,3.3,4.5,12.3,7.0,
2023-02-06,1380,152.70000000000073,4.8,7.3,14.4,13.65,32.5
2023-02-07,1379,359.2999999999993,4.6,6.8,11.8,19.1,26.15
2023-02-08,1380,295.7000000000007,4.3,7.4,7.3,13.35,27.95
2023-02-09,1380,362.0,4.8,8.0,13.0,24.5,30.0
2023-02-10,1020,203.0,5.7,8.7,20.0,15.25,33.25
2023-02-12,360,101.79999999999927,2.5,5.0,6.7,6.7,
2023-02-13,1380,283.7999999999993,3.6,7.3,6.0,19.3,24.1
2023-02-14,1380,296.5,4.4,7.4,10.2,18.55,29.15
2023-02-15,1380,268.59999999999854,3.8,7.0,9.6,9.2,24.0
2023-02-16,1380,382.5,3.7,7.7,10.5,17.4,16.15
2023-02-17,1020,158.0,5.8,8.8,11.8,16.25,27.45
2023-02-19,360,60.0,2.2,4.2,4.6,18.0,
2023-02-20,1139,84.0,2.7,4.4,6.5,6.65,
2023-02-21,1380,270.2999999999993,3.8,6.6,7.4,18.75,11.65
2023-02-22,1379,178.79999999999927,3.8,6.8,8.7,8.5,22.85
2023-02-23,1380,232.5,3.8,6.7,9.6,13.6,36.15
2023-02-24,1020,264.5,4.6,7.3,8.6,20.65,23.9
2023-02-26,360,57.0,2.0,3.5,5.6,13.2,
2023-02-27,1379,183.0,3.2,6.0,6.7,9.95,10.7
2023-02-28,1380,183.59999999999854,4.0,9.2,14.0,21.25,22.85
2023-03-01,1380,287.59999999999854,4.5,7.7,12.0,11.5,18.35
2023-03-02,1380,263.7000000000007,4.3,7.8,11.5,22.8,16.15
2023-03-03,1020,310.0,4.0,5.2,9.7,19.85,17.4
2023-03-05,360,101.79999999999927,3.0,6.2,9.7,6.8,
2023-03-06,1380,190.70000000000073,3.3,6.0,8.0,15.0,17.05
2023-03-07,1379,242.40000000000146,3.8,5.0,7.0,12.65,24.8
2023-03-08,1380,146.29999999999927,3.5,7.7,8.8,11.15,24.6
2023-03-09,1380,427.5,4.7,9.0,9.0,18.5,22.1
2023-03-10,1020,314.0,8.0,15.0,14.8,24.8,43.1
2023-03-12,360,225.5,7.5,14.8,22.2,28.3,
2023-03-13,1380,539.2999999999993,7.4,16.2,18.0,45.15,51.35
2023-03-14,1380,342.0,5.3,10.0,12.3,23.65,22.55
2023-03-15,1380,365.7000000000007,7.0,13.0,13.0,21.9,15.9
2023-03-16,1380,421.7999999999993,5.0,7.3,13.0,20.65,28.85
2023-03-17,1020,241.70000000000073,5.0,10.3,11.2,24.25,28.7
2023-03-19,360,94.0,4.0,6.2,13.0,9.0,
2023-03-20,1380,212.59999999999854,5.2,11.0,12.7,13.25,21.75
2023-03-21,1380,211.70000000000073,2.8,5.0,8.7,10.35,26.75
2023-03-22,1380,404.0,3.2,5.2,9.8,17.55,22.65
2023-03-23,1380,297.5,4.4,9.8,14.5,18.6,30.05
2023-03-24,1020,196.79999999999927,6.0,9.0,13.5,19.15,22.7
2023-03-26,360,58.70000000000073,2.5,4.3,5.7,8.3,
2023-03-27,1380,219.0,4.0,5.8,10.2,15.15,24.1
2023-03-28,1380,199.29999999999927,3.0,6.0,8.7,20.25,24.0
2023-03-29,1380,221.79999999999927,2.8,6.0,10.0,12.8,25.2
2023-03-30,1380,197.0,3.3,5.7,7.2,14.3,11.65
2023-03-31,1020,254.0,3.3,7.0,9.5,16.0,15.1
2023-04-02,360,75.5,3.0,3.8,9.4,10.4,
2023-04-03,1379,124.79999999999927,2.7,5.8,5.6,10.35,11.05
2023-04-04,1380,180.59999999999854,3.0,5.0,9.5,15.6,18.75
2023-04-05,1380,230.0,3.3,3.8,7.0,11.65,17.5
2023-04-06,1379,237.79999999999927,2.8,4.7,8.0,12.2,17.1
2023-04-07,554,70.20000000000073,1.7,2.3,2.95,5.0,
2023-04-09,360,72.20000000000073,2.2,2.3,3.2,8.3,
2023-04-10,1380,219.0,3.0,7.3,9.8,11.25,22.1
2023-04-11,1379,155.29999999999927,2.4,4.0,7.0,9.15,7.55
2023-04-12,1380,316.2999999999993,3.0,6.3,9.8,15.5,32.65
2023-04-13,1380,270.7999999999993,3.0,4.7,9.2,17.35,14.8
2023-04-14,1020,197.0,4.0,7.7,9.0,21.15,17.25
2023-04-16,360,40.79999999999927,1.7,3.0,3.0,8.8,
2023-04-17,1379,141.20000000000073,2.6,5.0,5.6,12.4,20.5
2023-04-18,1379,160.79999999999927,2.7,4.8,6.7,12.15,20.85
2023-04-19,1380,161.79999999999927,3.5,5.2,7.2,14.3,11.0
2023-04-20,1380,178.20000000000073,3.0,6.2,9.2,17.5,21.5
2023-04-21,1020,139.5,4.3,7.4,12.7,19.2,18.15
2023-04-23,360,28.599999999998545,2.0,3.2,3.2,4.0,
2023-04-24,1380,166.79999999999927,3.0,4.5,6.0,11.05,12.15
2023-04-25,1380,227.20000000000073,3.5,5.2,9.0,8.6,10.3
2023-04-26,1380,148.40000000000146,3.4,5.7,8.8,11.9,20.7
2023-04-27,1380,381.2000000000007,3.2,5.8,7.6,11.85,13.75
2023-04-28,1020,167.0,4.2,7.0,7.5,9.95,14.5
2023-04-30,360,47.79999999999927,1.5,2.0,3.8,4.2,
2023-05-01,1380,111.40000000000146,2.5,5.0,6.8,7.3,16.1
2023-05-02,1380,224.59999999999854,3.0,5.3,8.0,9.0,17.5
2023-05-03,1379,269.7999999999993,3.7,6.0,8.0,15.2,16.4
2023-05-04,1380,171.20000000000073,4.3,7.3,11.4,12.6,24.65
2023-05-05,1020,282.7999999999993,4.0,4.4,8.5,11.0,19.1
2023-05-07,360,38.599999999998545,1.7,3.7,7.7,6.4,
2023-05-08,1378,113.5,2.0,3.3,5.2,6.75,13.7
2023-05-09,1380,96.5,2.2,3.7,5.5,10.8,11.1
2023-05-10,1380,245.0,2.8,5.0,9.0,12.65,35.95
2023-05-11,1380,132.70000000000073,3.0,4.7,6.0,12.0,9.95
2023-05-12,1020,183.29999999999927,3.2,5.8,10.8,11.65,25.5
2023-05-14,360,44.20000000000073,1.7,3.0,3.6,11.3,
2023-05-15,1380,128.5,2.0,4.0,6.3,6.35,13.0
2023-05-16,1380,128.29999999999927,2.2,5.3,5.5,9.05,15.65
2023-05-17,1380,194.79999999999927,2.3,4.8,7.4,8.75,20.6
2023-05-18,1380,328.7000000000007,3.0,3.7,6.5,12.25,24.75
2023-05-19,1020,117.59999999999854,4.2,6.0,12.7,13.55,19.0
2023-05-21,360,79.79999999999927,2.0,2.3,5.0,8.7,
2023-05-22,1380,154.70000000000073,2.7,4.3,6.3,9.45,13.1
2023-05-23,1380,228.20000000000073,2.8,5.0,7.0,14.7,16.35
2023-05-24,1380,317.2999999999993,3.6,7.2,10.7,20.65,23.7
2023-05-25,1380,204.70000000000073,3.8,7.3,12.5,21.3,27.15
2023-05-26,1020,426.2000000000007,4.3,9.2,10.8,19.5,13.7
2023-05-28,360,73.0,3.0,5.0,6.4,5.2,
2023-05-29,1140,64.70000000000073,2.2,2.5,4.5,6.35,
2023-05-30,1380,233.20000000000073,4.0,7.0,9.3,16.8,27.75
2023-05-31,1380,164.0,4.2,6.5,10.5,12.2,28.15
2023-06-01,1380,276.2000000000007,3.2,6.0,9.8,11.1,24.25
2023-06-02,1020,159.59999999999854,3.8,6.3,11.0,12.3,11.45
2023-06-04,360,66.70000000000073,2.3,4.5,4.7,8.7,
2023-06-05,1380,178.59999999999854,2.8,5.0,7.0,11.6,15.9
2023-06-06,1378,119.29999999999927,3.3,5.2,7.3,10.5,24.65
2023-06-07,1380,370.7999999999993,3.0,5.3,8.0,9.0,23.65
2023-06-08,1380,270.0,3.7,5.8,9.5,11.85,24.3
2023-06-09,1020,227.29999999999927,4.2,6.8,10.8,22.4,19.9
2023-06-11,357,224.29999999999927,2.5,5.0,11.0,175.0,
2023-06-12,1378,474.7000000000007,3.0,6.3,10.6,15.75,14.3
2023-06-13,1380,188.20000000000073,3.6,7.0,9.3,15.0,34.9
2023-06-14,1379,267.5,3.6,5.7,9.5,12.15,35.25
2023-06-15,1380,375.0,5.0,9.0,9.3,17.65,20.35
2023-06-16,1020,217.0,5.6,9.3,12.2,14.0,20.6
2023-06-18,360,52.70000000000073,2.2,3.0,3.5,16.6,
2023-06-19,1139,81.79999999999927,2.5,3.8,5.5,8.55,
2023-06-20,1380,184.29999999999927,3.5,5.8,10.3,10.55,19.9
2023-06-21,1379,263.59999999999854,3.4,6.8,7.5,15.5,21.85
2023-06-22,1380,274.0,3.8,5.6,8.3,16.3,27.75
2023-06-23,1020,190.79999999999927,5.0,9.5,18.2,18.3,28.3
2023-06-25,360,59.79999999999927,2.5,4.0,5.2,8.3,
