date,class,X,ts,etmin,sym,level,dir,touch_num,level_age_min,appr15,dist_same,dist_cross,vol30,fwd5,fwd15,fwd30,fwd60,beyond30,beyond60,reject30,reject60,race30,race60,raceV30
2024-06-04,lt_rand1,5,1717527720,902,NQM4,18662.75,-1,1,33,73.3,44.25,,6.45,29.3,0.7,4.5,-17.7,30.75,30.75,13.05,50.75,both,both,both
2024-06-04,lt_rand1,2,1717527720,902,NQM4,18662.75,-1,1,33,73.3,44.25,,6.45,29.3,0.7,4.5,-17.7,30.75,30.75,13.05,50.75,both,both,both
2024-06-04,gex_rand2,10,1717527720,902,NQM4,18660.25,-1,1,33,73.3,25.25,,6.45,29.3,0.7,4.5,-17.7,28.25,28.25,15.55,53.25,bounce,bounce,both
2024-06-04,gex_rand2,5,1717527720,902,NQM4,18660.25,-1,1,33,73.3,25.25,,6.45,29.3,0.7,4.5,-17.7,28.25,28.25,15.55,53.25,bounce,bounce,both
2024-06-04,gex_rand2,2,1717527720,902,NQM4,18660.25,-1,1,33,73.3,25.25,,6.45,29.3,0.7,4.5,-17.7,28.25,28.25,15.55,53.25,bounce,bounce,both
2024-06-04,lt_rand2,10,1717527720,902,NQM4,18656.5,-1,2,93,73.3,17.25,,6.45,29.3,0.7,4.5,-17.7,24.5,24.5,19.3,57.0,bounce,bounce,bounce
2024-06-04,lt_rand2,5,1717527720,902,NQM4,18656.5,-1,2,93,73.3,17.25,,6.45,29.3,0.7,4.5,-17.7,24.5,24.5,19.3,57.0,bounce,bounce,bounce
2024-06-04,lt_rand2,2,1717527720,902,NQM4,18656.5,-1,2,93,73.3,17.25,,6.45,29.3,0.7,4.5,-17.7,24.5,24.5,19.3,57.0,bounce,bounce,bounce
2024-06-04,grid50,5,1717527780,903,NQM4,18650.0,-1,8,903,82.0,50.0,,6.45,13.8,-2.0,-4.0,-21.5,18.0,18.0,27.2,63.5,bounce,bounce,bounce
2024-06-04,grid50,2,1717527780,903,NQM4,18650.0,-1,6,903,82.0,50.0,,6.45,13.8,-2.0,-4.0,-21.5,18.0,18.0,27.2,63.5,bounce,bounce,bounce
2024-06-04,gex_rand1,2,1717527780,903,NQM4,18652.5,-1,1,49,82.0,38.75,,6.45,13.8,-2.0,-4.0,-21.5,20.5,20.5,24.7,61.0,bounce,bounce,both
2024-06-04,gex_rand2,10,1717527840,904,NQM4,18635.0,-1,1,5,91.0,25.25,,6.45,-2.0,-8.8,-12.0,-38.6,3.0,3.0,42.2,78.5,bounce,bounce,bounce
2024-06-04,lt_rand2,10,1717527840,904,NQM4,18639.25,-1,1,35,91.0,17.25,,6.45,-2.0,-8.8,-12.0,-38.6,7.25,7.25,37.95,74.25,bounce,bounce,bounce
2024-06-04,lt_rand2,5,1717527840,904,NQM4,18639.25,-1,1,35,91.0,17.25,,6.45,-2.0,-8.8,-12.0,-38.6,7.25,7.25,37.95,74.25,bounce,bounce,bounce
2024-06-04,lt_real,10,1717527900,905,NQM4,18631.25,-1,1,6,105.2,27.5,96.25,6.45,-13.7,-21.2,-17.7,-45.2,0.0,0.0,45.95,82.25,bounce,bounce,bounce
2024-06-04,lt_real,5,1717527900,905,NQM4,18631.25,-1,1,6,105.2,27.5,96.25,6.45,-13.7,-21.2,-17.7,-45.2,0.0,0.0,45.95,82.25,bounce,bounce,bounce
2024-06-04,lt_rand0,10,1717527900,905,NQM4,18625.5,-1,1,36,105.2,61.5,,6.45,-13.7,-21.2,-17.7,-45.2,0.0,0.0,51.7,88.0,bounce,bounce,bounce
2024-06-04,gex_rand2,5,1717527900,905,NQM4,18635.0,-1,1,6,105.2,25.25,,6.45,-13.7,-21.2,-17.7,-45.2,3.0,3.0,42.2,78.5,bounce,bounce,bounce
2024-06-04,gex_rand2,2,1717527900,905,NQM4,18635.0,-1,1,6,105.2,25.25,,6.45,-13.7,-21.2,-17.7,-45.2,3.0,3.0,42.2,78.5,bounce,bounce,bounce
2024-06-04,lt_rand2,2,1717527900,905,NQM4,18639.25,-1,1,36,105.2,17.25,,6.45,-13.7,-21.2,-17.7,-45.2,7.25,7.25,37.95,74.25,bounce,bounce,bounce
2024-06-04,lt_real,2,1717528020,907,NQM4,18631.25,-1,1,8,97.0,27.5,96.25,6.45,-14.6,-22.8,-21.6,-56.0,0.0,0.0,45.95,82.25,bounce,bounce,bounce
2024-06-04,gex_rand0,10,1717528620,917,NQM4,18683.25,1,2,18,-0.7,48.5,,6.45,-5.8,-3.8,14.2,32.7,11.75,30.25,41.45,41.45,bounce,bounce,bounce
2024-06-04,gex_real,10,1717529580,933,NQM4,18686.5,1,1,19,2.0,41.25,60.5,6.45,-25.2,22.2,17.5,30.8,27.0,27.0,44.7,44.7,bounce,bounce,bounce
2024-06-04,gex_rand2,10,1717529880,938,NQM4,18635.25,-1,2,39,19.7,44.75,,6.45,-37.0,-58.0,-46.7,-55.0,0.0,0.0,78.25,78.25,bounce,bounce,bounce
2024-06-04,lt_rand2,10,1717529880,938,NQM4,18635.0,-1,2,69,19.7,19.25,,6.45,-37.0,-58.0,-46.7,-55.0,0.0,0.0,78.5,78.5,bounce,bounce,bounce
2024-06-04,gex_real,10,1717530180,943,NQM4,18686.5,1,2,29,9.8,41.25,60.5,6.45,10.4,26.4,20.2,24.7,27.0,27.0,20.5,20.5,bounce,bounce,break
2024-06-04,gex_real,5,1717530180,943,NQM4,18686.5,1,1,29,9.8,41.25,60.5,6.45,10.4,26.4,20.2,24.7,27.0,27.0,20.5,20.5,bounce,bounce,break
2024-06-04,gex_real,2,1717530180,943,NQM4,18686.5,1,1,29,9.8,41.25,60.5,6.45,10.4,26.4,20.2,24.7,27.0,27.0,20.5,20.5,bounce,bounce,break
2024-06-04,gex_rand0,5,1717530180,943,NQM4,18683.0,1,2,44,9.8,48.5,,6.45,10.4,26.4,20.2,24.7,30.5,30.5,17.0,17.0,break,break,break
2024-06-04,gex_rand0,2,1717530180,943,NQM4,18683.0,1,2,44,9.8,48.5,,6.45,10.4,26.4,20.2,24.7,30.5,30.5,17.0,17.0,break,break,break
2024-06-04,grid50,10,1717530240,944,NQM4,18700.0,1,3,944,25.5,50.0,,6.45,-6.5,7.8,6.0,15.5,13.5,13.5,34.0,34.0,bounce,bounce,bounce
2024-06-04,grid100,10,1717530240,944,NQM4,18700.0,1,3,944,25.5,100.0,,6.45,-6.5,7.8,6.0,15.5,13.5,13.5,34.0,34.0,bounce,bounce,bounce
2024-06-04,grid50,5,1717530300,945,NQM4,18700.0,1,3,945,20.2,50.0,,6.45,20.3,12.8,22.3,28.8,13.5,13.5,34.0,34.0,bounce,bounce,bounce
2024-06-04,grid100,5,1717530300,945,NQM4,18700.0,1,3,945,20.2,100.0,,6.45,20.3,12.8,22.3,28.8,13.5,13.5,34.0,34.0,bounce,bounce,bounce
2024-06-04,lt_rand1,10,1717530360,946,NQM4,18656.0,-1,2,77,-31.8,41.0,,6.45,-17.2,0.6,-11.7,-19.7,0.0,0.0,57.5,57.5,bounce,bounce,bounce
2024-06-04,grid50,2,1717530540,949,NQM4,18700.0,1,3,949,23.3,50.0,,6.45,12.3,3.3,13.7,21.7,13.5,13.5,15.2,15.2,bounce,bounce,bounce
2024-06-04,grid100,2,1717530540,949,NQM4,18700.0,1,3,949,23.3,100.0,,6.45,12.3,3.3,13.7,21.7,13.5,13.5,15.2,15.2,bounce,bounce,bounce
2024-06-04,gex_real,10,1717541220,1127,NQM4,18726.75,1,1,33,11.2,41.25,65.0,6.45,-1.0,5.8,15.2,12.5,13.05,13.05,12.95,12.95,bounce,bounce,bounce
2024-06-04,lt_rand1,10,1717542060,1141,NQM4,18732.25,1,1,137,11.7,49.75,,6.45,10.0,9.3,5.3,15.3,7.55,8.55,11.25,11.25,bounce,bounce,bounce
2024-06-04,gex_real,5,1717542120,1142,NQM4,18728.5,1,1,48,5.8,41.0,70.25,6.45,10.7,9.4,7.4,15.4,11.3,12.3,7.5,7.5,break,break,bounce
2024-06-04,gex_real,2,1717542180,1143,NQM4,18728.5,1,1,49,11.3,41.0,70.25,6.45,7.7,5.0,1.7,8.0,11.3,12.3,6.5,6.5,break,break,break
2024-06-04,lt_rand1,5,1717542240,1144,NQM4,18732.25,1,1,140,14.7,49.75,,6.45,7.7,3.5,7.5,8.7,7.55,8.55,10.25,10.25,bounce,bounce,break
2024-06-04,lt_rand1,2,1717542300,1145,NQM4,18732.25,1,1,141,18.0,49.75,,6.45,4.0,-1.0,0.5,4.0,7.55,8.55,10.25,10.25,bounce,bounce,break
2024-06-04,grid50,10,1717545660,1201,NQM4,18750.0,1,1,1201,11.3,50.0,,6.45,-3.5,-1.5,2.3,-9.3,0.0,0.0,18.0,23.0,bounce,bounce,bounce
2024-06-04,grid50,5,1717546920,1222,NQM4,18750.0,1,1,1222,8.7,50.0,,6.45,-2.5,1.5,-5.5,-20.5,0.0,0.0,14.2,33.0,bounce,bounce,bounce
2024-06-04,lt_real,10,1717548840,1254,NQM4,18720.75,-1,1,25,16.0,17.0,,6.45,-1.3,-0.3,9.3,-11.0,3.75,5.55,12.25,27.05,bounce,bounce,bounce
2024-06-04,lt_rand0,10,1717548900,1255,NQM4,18717.0,-1,1,56,12.3,51.25,,6.45,1.2,2.2,12.2,-11.3,1.0,1.8,15.5,30.8,bounce,bounce,bounce
2024-06-04,lt_real,5,1717549140,1259,NQM4,18728.5,-1,1,30,13.2,20.75,,6.45,-3.0,-1.0,6.0,-15.4,13.3,13.3,4.0,19.3,break,break,break
2024-06-04,lt_real,2,1717549140,1259,NQM4,18728.5,-1,1,30,13.2,20.75,,6.45,-3.0,-1.0,6.0,-15.4,13.3,13.3,4.0,19.3,break,break,break
2024-06-04,lt_rand0,5,1717550340,1279,NQM4,18722.75,-1,1,80,4.0,54.75,,6.45,9.6,7.3,-12.4,-34.4,7.55,7.55,25.05,40.25,bounce,bounce,bounce
2024-06-04,lt_real,10,1717550400,1280,NQM4,18713.0,-1,1,66,6.8,22.5,,6.45,3.2,1.7,-18.6,-40.0,0.0,0.0,34.8,50.5,bounce,bounce,bounce
2024-06-04,lt_rand0,2,1717550400,1280,NQM4,18722.75,-1,1,81,6.8,54.75,,6.45,3.2,1.7,-18.6,-40.0,7.55,7.55,25.05,40.75,bounce,bounce,break
2024-06-04,lt_real,5,1717550460,1281,NQM4,18713.0,-1,1,67,9.8,22.5,,6.45,2.0,-1.0,-20.5,-40.8,0.0,0.0,34.8,50.8,bounce,bounce,bounce
2024-06-04,lt_rand1,10,1717550460,1281,NQM4,18708.5,-1,1,82,9.8,56.5,,6.45,2.0,-1.0,-20.5,-40.8,0.0,0.0,39.3,55.3,bounce,bounce,bounce
2024-06-04,grid50,10,1717551900,1305,NQM4,18750.0,1,2,1305,18.8,50.0,,6.45,-0.2,3.2,19.2,18.5,13.0,16.0,13.0,13.0,bounce,bounce,bounce
2024-06-04,grid50,5,1717552020,1307,NQM4,18750.0,1,2,1307,22.3,50.0,,6.45,-1.7,5.3,16.5,14.7,13.0,16.0,13.0,13.0,bounce,bounce,bounce
2024-06-04,grid50,2,1717552920,1322,NQM4,18750.0,1,1,1322,5.3,50.0,,6.45,1.2,11.2,15.2,4.2,16.0,16.0,4.0,4.0,break,break,break
2024-06-04,lt_real,10,1717555980,1373,NQM4,18744.5,-1,1,39,4.7,22.75,,6.45,0.3,3.5,-2.0,-1.0,0.0,0.0,13.3,18.7,bounce,bounce,bounce
2024-06-04,lt_real,5,1717556340,1379,NQM4,18752.0,-1,1,45,6.8,25.75,,6.45,2.0,1.0,-3.8,-4.2,1.8,1.8,6.0,11.2,none,bounce,none
2024-06-04,lt_real,2,1717556340,1379,NQM4,18752.0,-1,1,45,6.8,25.75,,6.45,2.0,1.0,-3.8,-4.2,1.8,1.8,6.0,11.2,none,bounce,none
2024-06-05,lt_rand0,10,1717568880,148,NQM4,18723.5,-1,1,148,4.8,21.75,,6.65,-1.5,-2.8,6.0,10.2,1.3,20.5,15.3,15.3,bounce,bounce,bounce
2024-06-05,lt_rand0,5,1717570980,183,NQM4,18717.75,-1,1,183,3.0,57.25,,6.65,10.0,6.0,-6.2,-28.2,14.75,14.75,18.75,32.05,break,break,bounce
2024-06-05,lt_rand0,2,1717570980,183,NQM4,18717.75,-1,1,183,3.0,57.25,,6.65,10.0,6.0,-6.2,-28.2,14.75,14.75,18.75,32.05,break,break,bounce
2024-06-05,lt_rand1,10,1717570980,183,NQM4,18713.0,-1,1,49,3.0,29.25,,6.65,10.0,6.0,-6.2,-28.2,10.0,10.0,23.5,36.8,bounce,bounce,bounce
2024-06-05,lt_rand1,5,1717571040,184,NQM4,18713.0,-1,1,50,-0.6,29.25,,6.65,11.3,6.3,-5.2,-17.2,10.0,10.0,23.5,37.2,bounce,bounce,bounce
2024-06-05,lt_rand1,2,1717571160,186,NQM4,18713.0,-1,1,52,15.6,29.25,,6.65,3.4,-10.8,-17.8,-30.8,10.0,10.0,23.5,37.2,break,break,break
2024-06-05,grid50,10,1717571220,187,NQM4,18700.0,-1,1,187,18.2,50.0,,6.65,-3.0,-15.0,-14.0,-37.7,0.0,0.0,36.5,50.2,bounce,bounce,bounce
2024-06-05,grid100,10,1717571220,187,NQM4,18700.0,-1,1,187,18.2,100.0,,6.65,-3.0,-15.0,-14.0,-37.7,0.0,0.0,36.5,50.2,bounce,bounce,bounce
2024-06-05,grid50,5,1717571460,191,NQM4,18700.0,-1,1,191,22.2,50.0,,6.65,-5.7,-9.7,-16.0,-39.4,0.0,0.0,36.5,50.2,bounce,bounce,bounce
2024-06-05,grid100,5,1717571460,191,NQM4,18700.0,-1,1,191,22.2,100.0,,6.65,-5.7,-9.7,-16.0,-39.4,0.0,0.0,36.5,50.2,bounce,bounce,bounce
2024-06-05,lt_rand2,10,1717574040,234,NQM4,18747.0,1,1,40,12.5,15.75,,6.65,-7.2,11.5,-1.5,18.5,4.0,13.0,19.0,19.0,bounce,bounce,bounce
2024-06-05,grid50,10,1717574160,236,NQM4,18750.0,1,1,236,11.4,50.0,,6.65,4.8,12.0,2.3,22.6,1.0,10.0,22.0,22.0,bounce,bounce,bounce
2024-06-05,lt_rand2,5,1717574520,242,NQM4,18745.75,1,1,48,25.0,14.0,,6.65,2.5,-4.0,-1.5,17.0,5.25,17.75,12.75,12.75,bounce,bounce,bounce
2024-06-05,grid50,5,1717574580,243,NQM4,18750.0,1,1,243,28.7,50.0,,6.65,-1.0,-12.2,-5.0,11.3,1.0,13.5,17.0,17.0,bounce,bounce,bounce
2024-06-05,grid50,2,1717574580,243,NQM4,18750.0,1,1,243,28.7,50.0,,6.65,-1.0,-12.2,-5.0,11.3,1.0,13.5,17.0,17.0,bounce,bounce,bounce
2024-06-05,lt_rand2,2,1717574580,243,NQM4,18745.75,1,1,49,28.7,14.0,,6.65,-1.0,-12.2,-5.0,11.3,5.25,17.75,12.75,12.75,bounce,bounce,bounce
2024-06-05,lt_rand2,10,1717574580,243,NQM4,18759.75,1,1,49,28.7,14.0,,6.65,-1.0,-12.2,-5.0,11.3,0.0,3.75,26.75,26.75,bounce,bounce,bounce
2024-06-05,lt_rand2,5,1717575240,254,NQM4,18751.0,1,1,60,19.7,2.0,,6.65,-11.5,-12.0,1.3,19.7,1.8,23.5,18.0,18.0,bounce,bounce,bounce
2024-06-05,lt_rand2,2,1717575240,254,NQM4,18751.0,1,1,60,19.7,2.0,,6.65,-11.5,-12.0,1.3,19.7,1.8,23.5,18.0,18.0,bounce,bounce,bounce
2024-06-05,lt_real,10,1717575720,262,NQM4,18723.75,-1,1,113,8.5,57.25,123.75,6.65,-4.8,-8.0,-21.2,-33.2,0.0,0.0,35.45,56.25,bounce,bounce,bounce
2024-06-05,lt_rand2,10,1717575720,262,NQM4,18724.75,-1,1,113,8.5,24.25,,6.65,-4.8,-8.0,-21.2,-33.2,0.0,0.0,34.45,55.25,bounce,bounce,bounce
2024-06-05,lt_real,10,1717578000,300,NQM4,18768.5,1,1,106,4.7,8.5,123.5,6.65,10.0,12.6,12.8,28.3,11.5,21.5,11.7,11.7,bounce,bounce,bounce
2024-06-05,lt_rand0,10,1717578060,301,NQM4,18772.0,1,1,152,9.3,36.0,,6.65,3.4,4.4,7.0,22.4,8.0,18.0,14.2,14.2,bounce,bounce,bounce
2024-06-05,lt_real,5,1717578120,302,NQM4,18768.5,1,1,108,9.2,8.5,123.5,6.65,9.2,7.8,5.5,24.2,11.5,21.5,10.7,10.7,bounce,bounce,bounce
2024-06-05,lt_real,2,1717578300,305,NQM4,18768.5,1,1,111,12.0,8.5,123.5,6.65,3.6,8.6,-2.4,13.3,11.5,22.5,4.3,5.7,break,break,break
2024-06-05,lt_rand0,5,1717578300,305,NQM4,18772.0,1,1,156,12.0,36.0,,6.65,3.6,8.6,-2.4,13.3,8.0,19.0,7.8,9.2,none,break,bounce
2024-06-05,lt_rand0,2,1717578420,307,NQM4,18772.0,1,1,158,11.0,36.0,,6.65,2.8,1.0,-4.4,13.0,8.0,19.0,8.8,9.2,none,break,bounce
2024-06-05,grid50,10,1717581600,360,NQM4,18800.0,1,1,360,13.3,50.0,,6.65,-5.0,9.7,0.5,-11.5,0.0,0.0,21.8,27.2,bounce,bounce,bounce
2024-06-05,grid100,10,1717581600,360,NQM4,18800.0,1,1,360,13.3,100.0,,6.65,-5.0,9.7,0.5,-11.5,0.0,0.0,21.8,27.2,bounce,bounce,bounce
2024-06-05,grid50,5,1717582260,371,NQM4,18800.0,1,1,371,12.0,50.0,,6.65,-0.7,-4.4,-6.2,-17.2,0.0,0.0,17.5,35.2,bounce,bounce,bounce
2024-06-05,grid100,5,1717582260,371,NQM4,18800.0,1,1,371,12.0,100.0,,6.65,-0.7,-4.4,-6.2,-17.2,0.0,0.0,17.5,35.2,bounce,bounce,bounce
2024-06-05,grid50,2,1717582380,373,NQM4,18800.0,1,1,373,11.8,50.0,,6.65,-4.0,-12.0,-10.8,-19.0,0.0,0.0,17.5,35.2,bounce,bounce,bounce
2024-06-05,grid100,2,1717582380,373,NQM4,18800.0,1,1,373,11.8,100.0,,6.65,-4.0,-12.0,-10.8,-19.0,0.0,0.0,17.5,35.2,bounce,bounce,bounce
2024-06-05,lt_rand0,10,1717586820,447,NQM4,18796.5,1,2,298,8.8,55.25,,6.65,4.4,18.4,26.2,11.0,18.5,19.7,11.0,11.0,bounce,bounce,bounce
2024-06-05,grid50,10,1717587000,450,NQM4,18800.0,1,2,450,7.6,50.0,,6.65,2.7,13.7,24.0,-0.8,15.0,16.2,11.2,12.5,bounce,bounce,bounce
2024-06-05,grid100,10,1717587000,450,NQM4,18800.0,1,2,450,7.6,100.0,,6.65,2.7,13.7,24.0,-0.8,15.0,16.2,11.2,12.5,bounce,bounce,bounce
2024-06-05,lt_rand0,5,1717587060,451,NQM4,18797.5,1,2,302,10.0,62.25,,6.65,4.5,15.5,20.5,-6.5,17.5,18.7,8.7,15.7,break,break,bounce
2024-06-05,grid50,5,1717587180,453,NQM4,18800.0,1,2,453,16.5,50.0,,6.65,3.0,12.0,16.5,-8.5,15.0,16.2,11.0,22.0,bounce,bounce,bounce
2024-06-05,grid100,5,1717587180,453,NQM4,18800.0,1,2,453,16.5,100.0,,6.65,3.0,12.0,16.5,-8.5,15.0,16.2,11.0,22.0,bounce,bounce,bounce
2024-06-05,lt_rand0,2,1717587180,453,NQM4,18797.5,1,2,304,16.5,62.25,,6.65,3.0,12.0,16.5,-8.5,17.5,18.7,8.5,19.5,break,break,bounce
2024-06-05,grid50,2,1717587480,458,NQM4,18800.0,1,2,458,21.0,50.0,,6.65,6.0,14.5,9.5,2.8,15.5,16.2,3.0,22.0,break,break,break
2024-06-05,grid100,2,1717587480,458,NQM4,18800.0,1,2,458,21.0,100.0,,6.65,6.0,14.5,9.5,2.8,15.5,16.2,3.0,22.0,break,break,break
2024-06-05,gex_rand2,10,1717587780,463,NQM4,18818.25,1,1,209,18.2,157.0,,6.65,3.0,8.5,1.0,7.8,0.0,0.0,20.05,40.25,bounce,bounce,bounce
2024-06-05,gex_rand1,10,1717588140,469,NQM4,18818.75,1,1,215,18.8,229.25,,6.65,2.5,1.0,-18.0,6.2,0.0,1.05,30.75,40.75,bounce,bounce,bounce
2024-06-05,gex_rand2,5,1717588140,469,NQM4,18815.75,1,1,215,18.8,157.0,,6.65,2.5,1.0,-18.0,6.2,0.45,4.05,27.75,37.75,bounce,bounce,bounce
2024-06-05,gex_rand1,5,1717588200,470,NQM4,18818.75,1,1,216,20.0,229.25,,6.65,0.7,0.0,-21.5,6.7,0.0,1.05,31.25,40.75,bounce,bounce,bounce
2024-06-05,gex_rand2,2,1717588200,470,NQM4,18815.75,1,1,216,20.0,157.0,,6.65,0.7,0.0,-21.5,6.7,0.45,4.05,28.25,37.75,bounce,bounce,bounce
2024-06-05,lt_real,10,1717589880,498,NQM4,18794.75,-1,1,124,19.3,28.5,96.0,6.65,-2.3,5.7,-21.6,-40.0,16.75,16.75,25.05,45.75,break,break,break
2024-06-05,lt_real,5,1717589880,498,NQM4,18794.75,-1,1,124,19.3,28.5,96.0,6.65,-2.3,5.7,-21.6,-40.0,16.75,16.75,25.05,45.75,break,break,break
2024-06-05,lt_real,2,1717589880,498,NQM4,18794.75,-1,1,124,19.3,28.5,96.0,6.65,-2.3,5.7,-21.6,-40.0,16.75,16.75,25.05,45.75,break,break,break
2024-06-05,lt_rand2,10,1717590960,516,NQM4,18811.5,1,1,52,-0.2,55.25,,6.65,4.2,19.4,34.2,17.7,24.3,42.3,15.7,15.7,bounce,bounce,bounce
2024-06-05,lt_rand0,10,1717591140,519,NQM4,18815.25,1,1,55,10.7,29.5,,6.65,7.0,14.8,32.0,13.0,25.25,38.55,12.25,12.25,bounce,bounce,bounce
2024-06-05,gex_rand1,10,1717591140,519,NQM4,18818.75,1,2,265,10.7,229.0,,6.65,7.0,14.8,32.0,13.0,21.75,35.05,15.75,15.75,bounce,bounce,bounce
2024-06-05,lt_rand1,10,1717591140,519,NQM4,18816.0,1,1,40,10.7,60.0,,6.65,7.0,14.8,32.0,13.0,24.5,37.8,13.0,13.0,bounce,bounce,bounce
2024-06-05,gex_rand2,10,1717591140,519,NQM4,18815.5,1,2,265,10.7,157.0,,6.65,7.0,14.8,32.0,13.0,25.0,38.3,12.5,12.5,bounce,bounce,bounce
2024-06-05,lt_rand2,5,1717591140,519,NQM4,18811.5,1,1,55,10.7,55.25,,6.65,7.0,14.8,32.0,13.0,29.0,42.3,8.5,8.5,break,break,bounce
2024-06-05,lt_rand0,5,1717591380,523,NQM4,18815.25,1,1,59,16.0,29.5,,6.65,2.0,13.4,25.7,14.7,25.25,38.55,6.05,6.05,break,break,break
2024-06-05,lt_rand1,5,1717591380,523,NQM4,18816.0,1,1,44,16.0,60.0,,6.65,2.0,13.4,25.7,14.7,24.5,37.8,6.8,6.8,break,break,bounce
2024-06-05,gex_rand2,5,1717591380,523,NQM4,18815.5,1,2,269,16.0,157.0,,6.65,2.0,13.4,25.7,14.7,25.0,38.3,6.3,6.3,break,break,break
2024-06-05,lt_rand2,2,1717591380,523,NQM4,18811.5,1,1,59,16.0,55.25,,6.65,2.0,13.4,25.7,14.7,29.0,42.3,2.3,2.3,break,break,break
2024-06-05,lt_rand0,2,1717591440,524,NQM4,18816.25,1,1,60,20.2,25.25,,6.65,3.0,11.6,21.6,20.3,24.25,37.55,4.05,4.05,break,break,break
2024-06-05,gex_rand2,2,1717591440,524,NQM4,18808.75,1,2,270,20.2,75.75,,6.65,3.0,11.6,21.6,20.3,31.75,45.05,0.0,0.0,break,break,break
2024-06-05,gex_rand1,5,1717591500,525,NQM4,18820.75,1,2,271,28.8,192.5,,6.65,1.4,8.4,16.7,25.7,19.75,33.05,7.95,7.95,break,break,bounce
2024-06-05,lt_rand1,2,1717591500,525,NQM4,18817.0,1,1,46,28.8,55.75,,6.65,1.4,8.4,16.7,25.7,23.5,36.8,4.2,4.2,break,break,break
2024-06-05,gex_rand1,2,1717591560,526,NQM4,18820.75,1,1,272,36.8,192.5,,6.65,0.4,8.4,13.2,22.2,19.75,33.05,7.95,7.95,break,break,bounce
2024-06-05,lt_rand0,10,1717592700,545,NQM4,18843.25,1,1,51,12.8,28.25,,6.65,5.5,4.8,-13.0,13.2,10.55,18.95,29.45,43.25,bounce,bounce,bounce
2024-06-05,lt_rand0,5,1717592820,547,NQM4,18843.25,1,1,53,15.0,28.25,,6.65,1.0,2.8,-5.2,-6.8,10.55,18.95,29.45,43.25,bounce,bounce,bounce
2024-06-05,grid50,10,1717592880,548,NQM4,18850.0,1,1,548,16.8,50.0,,6.65,-1.3,3.4,-7.0,-5.3,3.8,12.2,36.2,50.0,bounce,bounce,bounce
2024-06-05,gex_rand0,10,1717593240,554,NQM4,18847.0,1,1,30,10.0,24.75,,6.65,-4.8,13.2,-1.3,-2.6,6.8,15.2,33.2,47.0,bounce,bounce,bounce
2024-06-05,gex_rand0,5,1717593780,563,NQM4,18847.0,1,1,39,3.4,24.75,,6.65,3.8,-10.4,11.3,26.0,12.5,21.5,33.2,47.0,bounce,bounce,bounce
2024-06-05,lt_rand0,2,1717593780,563,NQM4,18843.75,1,1,69,3.4,32.5,,6.65,3.8,-10.4,11.3,26.0,15.75,24.75,29.95,43.75,break,break,break
2024-06-05,grid50,5,1717593960,566,NQM4,18850.0,1,1,566,5.0,50.0,,6.65,-8.0,-9.8,-5.0,41.2,9.5,44.0,36.2,50.0,bounce,bounce,bounce
2024-06-05,gex_rand0,2,1717593960,566,NQM4,18847.0,1,1,42,5.0,24.75,,6.65,-8.0,-9.8,-5.0,41.2,12.5,47.0,33.2,47.0,bounce,bounce,break
2024-06-05,grid50,2,1717594080,568,NQM4,18850.0,1,1,568,8.5,50.0,,6.65,-18.5,-19.5,-1.8,44.2,9.5,44.0,36.2,50.0,bounce,bounce,bounce
2024-06-05,gex_rand1,10,1717594200,570,NQM4,18819.0,-1,3,316,8.0,190.75,,6.65,7.5,-17.0,-26.5,-78.3,19.0,19.0,40.5,87.0,bounce,bounce,bounce
2024-06-05,gex_rand1,5,1717594200,570,NQM4,18819.0,-1,3,316,8.0,190.75,,6.65,7.5,-17.0,-26.5,-78.3,19.0,19.0,40.5,87.0,bounce,bounce,bounce
2024-06-05,gex_rand2,10,1717594200,570,NQM4,18819.25,-1,1,16,8.0,153.5,,6.65,7.5,-17.0,-26.5,-78.3,19.25,19.25,40.25,86.75,bounce,bounce,bounce
2024-06-05,gex_rand2,5,1717594200,570,NQM4,18819.25,-1,1,16,8.0,153.5,,6.65,7.5,-17.0,-26.5,-78.3,19.25,19.25,40.25,86.75,bounce,bounce,bounce
2024-06-05,gex_rand1,2,1717594500,575,NQM4,18819.0,-1,2,321,17.8,190.75,,6.65,-8.5,-8.8,-26.2,-115.5,19.0,19.0,43.2,116.8,bounce,bounce,bounce
2024-06-05,gex_rand2,2,1717594500,575,NQM4,18819.25,-1,1,21,17.8,153.5,,6.65,-8.5,-8.8,-26.2,-115.5,19.25,19.25,42.95,116.55,bounce,bounce,bounce
2024-06-05,grid50,10,1717595100,585,NQM4,18850.0,1,2,585,17.0,50.0,,6.65,-15.7,9.5,-7.5,74.5,12.2,86.8,50.0,50.0,bounce,bounce,bounce
2024-06-05,grid50,5,1717595100,585,NQM4,18850.0,1,2,585,17.0,50.0,,6.65,-15.7,9.5,-7.5,74.5,12.2,86.8,50.0,50.0,bounce,bounce,bounce
2024-06-05,grid50,2,1717595100,585,NQM4,18850.0,1,2,585,17.0,50.0,,6.65,-15.7,9.5,-7.5,74.5,12.2,86.8,50.0,50.0,bounce,bounce,bounce
2024-06-05,gex_rand0,10,1717595520,592,NQM4,18865.25,1,1,38,23.7,6.5,,6.65,-13.0,-25.3,-3.5,57.3,0.0,71.55,65.25,65.25,bounce,bounce,bounce
