date,class,X,ts,etmin,sym,level,dir,touch_num,level_age_min,appr15,dist_same,dist_cross,vol30,fwd5,fwd15,fwd30,fwd60,beyond30,beyond60,reject30,reject60,race30,race60,raceV30
2024-06-02,grid50,10,1717365780,1083,NQM4,18550.0,-1,1,3,,50.0,,6.65,11.8,-15.0,-6.0,-19.0,10.8,10.8,36.0,36.0,bounce,bounce,bounce
2024-06-02,grid50,5,1717365840,1084,NQM4,18550.0,-1,1,4,,50.0,,6.65,6.8,-23.2,-16.4,-24.2,10.8,10.8,36.0,36.0,break,break,break
2024-06-02,grid50,2,1717365900,1085,NQM4,18550.0,-1,1,5,,50.0,,6.65,-6.3,-31.3,-25.8,-42.0,10.5,10.5,36.0,37.8,break,break,break
2024-06-02,grid50,10,1717367460,1111,NQM4,18550.0,-1,2,31,11.5,50.0,,6.65,-7.5,-7.8,-11.0,-33.5,0.0,0.0,23.8,49.0,bounce,bounce,bounce
2024-06-02,grid50,10,1717370640,1164,NQM4,18600.0,1,1,84,9.4,50.0,,6.65,6.0,2.3,-3.0,51.6,0.0,43.0,19.8,19.8,bounce,bounce,bounce
2024-06-02,grid100,10,1717370640,1164,NQM4,18600.0,1,1,84,9.4,100.0,,6.65,6.0,2.3,-3.0,51.6,0.0,43.0,19.8,19.8,bounce,bounce,bounce
2024-06-02,grid50,5,1717370760,1166,NQM4,18600.0,1,1,86,21.7,50.0,,6.65,-2.0,-6.3,-1.0,42.0,0.0,43.0,19.8,19.8,bounce,bounce,bounce
2024-06-02,grid100,5,1717370760,1166,NQM4,18600.0,1,1,86,21.7,100.0,,6.65,-2.0,-6.3,-1.0,42.0,0.0,43.0,19.8,19.8,bounce,bounce,bounce
2024-06-02,grid50,2,1717370940,1169,NQM4,18600.0,1,1,89,18.2,50.0,,6.65,-3.4,-9.2,-3.2,47.8,0.0,45.0,19.8,19.8,bounce,bounce,bounce
2024-06-02,grid100,2,1717370940,1169,NQM4,18600.0,1,1,89,18.2,100.0,,6.65,-3.4,-9.2,-3.2,47.8,0.0,45.0,19.8,19.8,bounce,bounce,bounce
2024-06-02,lt_real,10,1717373040,1204,NQM4,18611.5,1,1,110,25.0,66.25,,6.65,10.7,28.3,33.7,27.7,33.5,33.5,5.7,5.7,break,break,break
2024-06-02,lt_real,5,1717373040,1204,NQM4,18611.5,1,1,110,25.0,66.25,,6.65,10.7,28.3,33.7,27.7,33.5,33.5,5.7,5.7,break,break,break
2024-06-02,lt_real,2,1717373100,1205,NQM4,18611.5,1,1,111,25.0,66.25,,6.65,3.2,34.4,33.2,29.2,33.5,33.5,4.3,4.3,break,break,break
2024-06-02,grid50,10,1717374000,1220,NQM4,18650.0,1,1,140,34.4,50.0,,6.65,-4.7,-1.2,-8.0,-17.7,0.0,0.0,19.5,27.5,bounce,bounce,bounce
2024-06-02,grid50,5,1717374540,1229,NQM4,18650.0,1,1,149,12.8,50.0,,6.65,-0.8,-11.0,-10.2,-20.8,0.0,0.0,19.5,32.8,bounce,bounce,bounce
2024-06-02,grid50,10,1717380420,1327,NQM4,18650.0,1,2,247,10.0,50.0,,6.65,3.7,4.5,8.5,11.7,0.0,0.0,14.0,14.0,bounce,bounce,bounce
2024-06-02,grid50,5,1717381380,1343,NQM4,18650.0,1,2,263,7.2,50.0,,6.65,-0.2,1.0,1.8,-1.0,0.0,3.5,12.8,12.8,bounce,bounce,bounce
2024-06-02,grid50,2,1717382580,1363,NQM4,18650.0,1,1,283,3.5,50.0,,6.65,-1.7,-4.0,3.3,-5.3,3.2,3.5,8.2,14.0,none,bounce,bounce
2024-06-02,lt_rand0,10,1717385280,1408,NQM4,18631.25,-1,1,74,10.8,49.0,,6.65,1.5,-2.2,-1.2,,0.0,,14.75,,bounce,bounce,bounce
2024-06-02,lt_rand0,5,1717385340,1409,NQM4,18635.25,-1,1,75,11.7,53.25,,6.65,-0.0,-1.4,-2.4,,0.0,,10.75,,bounce,bounce,bounce
2024-06-02,lt_rand0,2,1717385460,1411,NQM4,18635.25,-1,1,77,12.7,53.25,,6.65,-5.5,-6.0,,,,,,,bounce,bounce,bounce
2024-06-03,lt_rand2,10,1717395060,131,NQM4,18627.0,-1,1,72,7.5,117.25,,6.45,-1.8,-10.5,-31.8,-29.8,0.0,0.0,48.2,48.2,bounce,bounce,bounce
2024-06-03,lt_rand2,5,1717395120,132,NQM4,18627.0,-1,1,73,9.0,117.25,,6.45,-7.0,-13.0,-28.5,-30.0,0.0,0.0,48.2,48.2,bounce,bounce,bounce
2024-06-03,lt_real,10,1717396260,151,NQM4,18666.25,1,1,62,17.7,55.75,,6.45,5.5,6.7,3.3,-15.7,8.95,8.95,12.75,35.25,bounce,bounce,bounce
2024-06-03,lt_rand1,10,1717396260,151,NQM4,18666.25,1,1,77,17.7,11.25,,6.45,5.5,6.7,3.3,-15.7,8.95,8.95,12.75,35.25,bounce,bounce,bounce
2024-06-03,lt_real,5,1717396500,155,NQM4,18666.25,1,1,66,17.5,55.75,,6.45,12.3,6.0,-1.3,-29.0,8.95,8.95,12.75,43.45,bounce,bounce,break
2024-06-03,lt_rand1,5,1717396500,155,NQM4,18666.25,1,1,81,17.5,11.25,,6.45,12.3,6.0,-1.3,-29.0,8.95,8.95,12.75,43.45,bounce,bounce,break
2024-06-03,lt_real,2,1717396680,158,NQM4,18666.25,1,1,69,22.8,55.75,,6.45,-8.8,-6.6,-6.6,-33.3,8.95,8.95,12.75,43.45,bounce,bounce,break
2024-06-03,lt_rand1,2,1717396680,158,NQM4,18666.25,1,1,84,22.8,11.25,,6.45,-8.8,-6.6,-6.6,-33.3,8.95,8.95,12.75,43.45,bounce,bounce,break
2024-06-03,lt_rand1,10,1717396680,158,NQM4,18677.5,1,1,158,22.8,11.25,,6.45,-8.8,-6.6,-6.6,-33.3,0.0,0.0,24.0,54.7,bounce,bounce,bounce
2024-06-03,lt_rand1,5,1717396740,159,NQM4,18677.5,1,1,159,19.0,11.25,,6.45,-11.8,-6.5,-5.8,-31.0,0.0,0.0,24.0,54.7,bounce,bounce,bounce
2024-06-03,lt_rand2,10,1717398060,181,NQM4,18648.75,-1,2,122,3.4,121.0,,6.45,-5.2,14.0,19.0,30.0,17.75,25.95,24.25,24.25,bounce,bounce,bounce
2024-06-03,lt_rand2,5,1717398180,183,NQM4,18648.75,-1,2,124,13.0,121.0,,6.45,-10.0,12.4,18.2,18.7,17.75,25.95,24.25,24.25,bounce,bounce,bounce
2024-06-03,lt_rand1,10,1717399320,202,NQM4,18624.25,-1,1,113,29.5,21.25,,6.45,-2.0,2.3,-9.0,-25.0,1.45,1.45,26.55,39.55,bounce,bounce,bounce
2024-06-03,lt_rand0,10,1717400040,214,NQM4,18618.0,-1,1,125,16.3,38.0,,6.45,-13.8,-18.3,-17.8,-44.0,0.0,0.0,32.8,54.5,bounce,bounce,bounce
2024-06-03,lt_rand1,5,1717400040,214,NQM4,18621.0,-1,1,125,16.3,14.25,,6.45,-13.8,-18.3,-17.8,-44.0,0.0,0.0,29.8,51.5,bounce,bounce,bounce
2024-06-03,lt_rand0,5,1717400100,215,NQM4,18618.0,-1,1,126,7.5,38.0,,6.45,-4.7,-10.3,-12.0,-39.7,0.0,0.0,32.8,59.0,bounce,bounce,bounce
2024-06-03,lt_rand1,2,1717400100,215,NQM4,18621.0,-1,1,126,7.5,14.25,,6.45,-4.7,-10.3,-12.0,-39.7,0.0,0.0,29.8,56.0,bounce,bounce,bounce
2024-06-03,lt_rand1,10,1717401240,234,NQM4,18617.75,-1,2,145,10.8,8.0,,6.45,-7.6,-12.0,-31.0,-42.3,0.0,0.0,47.25,59.25,bounce,bounce,bounce
2024-06-03,lt_rand0,2,1717401720,242,NQM4,18624.75,-1,1,153,16.6,49.25,,6.45,-13.0,-27.0,-39.8,-29.3,0.0,0.0,47.75,54.25,bounce,bounce,bounce
2024-06-03,lt_real,10,1717402260,251,NQM4,18662.5,1,2,162,14.7,52.75,,6.45,-4.5,12.0,4.5,15.0,14.5,16.5,12.3,12.3,bounce,bounce,bounce
2024-06-03,lt_real,5,1717402320,252,NQM4,18662.5,1,2,163,18.0,52.75,,6.45,1.7,11.3,0.0,16.5,14.5,16.5,12.3,12.3,bounce,bounce,bounce
2024-06-03,lt_real,2,1717402440,254,NQM4,18660.0,1,2,165,22.7,49.5,33.75,6.45,-3.0,4.5,-5.0,9.7,17.0,19.0,9.8,9.8,break,break,bounce
2024-06-03,lt_rand1,10,1717403160,266,NQM4,18677.5,1,1,102,12.0,57.5,,6.45,4.7,-7.5,3.3,-1.5,0.0,1.5,25.7,25.7,bounce,bounce,bounce
2024-06-03,lt_rand1,5,1717403700,275,NQM4,18679.25,1,1,111,15.2,53.25,,6.45,-9.2,-7.2,-2.4,-3.4,0.0,0.0,27.45,27.45,bounce,bounce,bounce
2024-06-03,lt_rand1,2,1717405080,298,NQM4,18678.25,1,1,134,13.6,49.5,,6.45,-7.6,3.4,0.4,-2.0,0.0,0.0,20.75,28.05,bounce,bounce,bounce
2024-06-03,lt_rand0,10,1717406220,317,NQM4,18651.75,-1,2,228,-1.3,79.75,,6.45,0.8,-9.2,3.3,-10.2,0.0,1.55,23.05,23.05,bounce,bounce,bounce
2024-06-03,lt_rand0,5,1717407840,344,NQM4,18658.25,-1,2,255,5.5,68.75,,6.45,5.7,-4.3,-9.3,-4.7,8.05,8.05,14.95,22.75,bounce,bounce,break
2024-06-03,lt_rand0,2,1717407840,344,NQM4,18658.25,-1,2,255,5.5,68.75,,6.45,5.7,-4.3,-9.3,-4.7,8.05,8.05,14.95,22.75,bounce,bounce,break
2024-06-03,lt_rand1,10,1717407960,346,NQM4,18647.0,-1,3,257,15.0,28.75,,6.45,1.2,-9.3,-14.8,-3.8,0.0,0.0,26.2,34.0,bounce,bounce,bounce
2024-06-03,lt_rand1,5,1717408080,348,NQM4,18647.0,-1,2,259,18.3,28.75,,6.45,-10.3,-11.7,-19.7,-9.3,0.0,0.0,27.5,34.0,bounce,bounce,bounce
2024-06-03,lt_rand1,10,1717411320,402,NQM4,18657.25,-1,4,313,5.5,18.5,,6.45,8.7,4.5,-7.5,-14.0,0.0,0.0,21.55,33.95,bounce,bounce,bounce
2024-06-03,lt_rand1,5,1717411500,405,NQM4,18660.0,-1,3,316,15.3,14.75,,6.45,5.7,-1.5,-14.0,-16.5,2.2,2.2,22.2,31.2,bounce,bounce,bounce
2024-06-03,lt_real,10,1717411560,406,NQM4,18652.0,-1,1,32,14.5,21.75,36.75,6.45,2.2,-4.5,-17.5,-19.0,0.0,0.0,30.2,39.2,bounce,bounce,bounce
2024-06-03,lt_rand1,2,1717411560,406,NQM4,18660.0,-1,2,317,14.5,14.75,,6.45,2.2,-4.5,-17.5,-19.0,2.2,2.2,22.2,31.2,bounce,bounce,bounce
2024-06-03,grid50,10,1717411800,410,NQM4,18650.0,-1,1,410,16.0,50.0,,6.45,-8.4,-5.0,-22.0,-31.0,0.0,0.0,35.8,41.2,bounce,bounce,bounce
2024-06-03,gex_real,10,1717413120,432,NQM4,18685.5,1,1,178,12.0,41.0,12.0,6.45,1.5,-12.8,6.5,10.2,5.7,7.0,26.3,26.3,bounce,bounce,bounce
2024-06-03,gex_real,5,1717413180,433,NQM4,18685.5,1,1,179,19.2,41.0,12.0,6.45,3.2,-14.5,4.0,12.0,5.7,7.3,26.3,26.3,bounce,bounce,bounce
2024-06-03,lt_real,10,1717413900,445,NQM4,18658.0,-1,2,71,6.2,18.5,36.0,6.45,-11.0,-13.0,-22.2,-29.5,0.0,0.0,33.5,44.8,bounce,bounce,bounce
2024-06-03,lt_real,5,1717414020,447,NQM4,18658.0,-1,1,73,12.8,18.5,36.0,6.45,-22.3,-19.3,-19.0,-32.0,0.0,0.0,33.5,44.8,bounce,bounce,bounce
2024-06-03,lt_real,2,1717414020,447,NQM4,18658.0,-1,1,73,12.8,18.5,36.0,6.45,-22.3,-19.3,-19.0,-32.0,0.0,0.0,33.5,44.8,bounce,bounce,bounce
2024-06-03,grid50,10,1717414020,447,NQM4,18650.0,-1,2,447,12.8,50.0,,6.45,-22.3,-19.3,-19.0,-32.0,0.0,0.0,41.5,52.8,bounce,bounce,bounce
2024-06-03,gex_real,10,1717414260,451,NQM4,18693.75,1,2,197,7.0,41.25,16.5,6.45,-12.7,-5.5,2.0,9.0,0.0,9.05,23.55,23.55,bounce,bounce,bounce
2024-06-03,gex_real,5,1717414320,452,NQM4,18693.75,1,2,198,8.0,41.25,16.5,6.45,-11.7,-6.5,-0.5,3.5,0.0,9.05,23.55,23.55,bounce,bounce,bounce
2024-06-03,grid50,10,1717414320,452,NQM4,18700.0,1,1,452,8.0,50.0,,6.45,-11.7,-6.5,-0.5,3.5,0.0,2.8,29.8,29.8,bounce,bounce,bounce
2024-06-03,grid100,10,1717414320,452,NQM4,18700.0,1,1,452,8.0,100.0,,6.45,-11.7,-6.5,-0.5,3.5,0.0,2.8,29.8,29.8,bounce,bounce,bounce
2024-06-03,gex_real,2,1717415340,469,NQM4,18691.5,1,1,215,13.3,41.25,9.25,6.45,0.7,-3.3,2.0,-4.0,11.3,11.3,8.7,15.7,break,break,bounce
2024-06-03,grid50,5,1717416840,494,NQM4,18700.0,1,1,494,7.2,50.0,,6.45,-3.7,3.6,-7.4,-2.2,2.8,8.5,24.2,24.2,bounce,bounce,bounce
2024-06-03,grid100,5,1717416840,494,NQM4,18700.0,1,1,494,7.2,100.0,,6.45,-3.7,3.6,-7.4,-2.2,2.8,8.5,24.2,24.2,bounce,bounce,bounce
2024-06-03,grid50,2,1717416900,495,NQM4,18700.0,1,1,495,10.0,50.0,,6.45,-2.4,-0.7,-12.0,-7.0,2.8,8.5,24.2,24.2,bounce,bounce,bounce
2024-06-03,grid100,2,1717416900,495,NQM4,18700.0,1,1,495,10.0,100.0,,6.45,-2.4,-0.7,-12.0,-7.0,2.8,8.5,24.2,24.2,bounce,bounce,bounce
2024-06-03,lt_rand2,10,1717416960,496,NQM4,18711.25,1,1,122,10.7,20.0,,6.45,-3.7,-3.7,-14.4,-6.0,0.0,0.0,35.45,35.45,bounce,bounce,bounce
2024-06-03,lt_real,10,1717418040,514,NQM4,18670.75,-1,3,140,11.0,13.25,62.25,6.45,-3.3,-5.0,-13.3,-38.3,0.0,0.0,27.75,60.45,bounce,bounce,bounce
2024-06-03,lt_rand2,10,1717420080,548,NQM4,18710.5,1,2,174,13.0,20.25,,6.45,-5.4,12.0,29.0,-25.7,22.0,45.0,19.7,58.3,bounce,bounce,bounce
2024-06-03,lt_rand2,5,1717420140,549,NQM4,18710.5,1,1,175,23.2,20.25,,6.45,-12.0,3.0,19.8,-51.0,22.0,45.0,19.7,58.3,bounce,bounce,bounce
2024-06-03,lt_rand2,2,1717420200,550,NQM4,18710.5,1,1,176,19.6,20.25,,6.45,-12.6,2.2,27.2,-42.3,22.0,45.0,19.7,65.0,bounce,bounce,bounce
2024-06-03,gex_rand1,10,1717420920,562,NQM4,18717.5,1,1,98,9.2,90.0,,6.45,-2.0,15.3,-27.7,-24.7,38.0,38.0,42.5,72.0,bounce,bounce,bounce
2024-06-03,gex_rand1,5,1717421280,568,NQM4,18717.5,1,1,104,16.4,90.0,,6.45,7.6,24.8,-26.2,-12.0,38.0,38.0,65.3,72.0,bounce,bounce,bounce
2024-06-03,lt_rand1,10,1717421280,568,NQM4,18722.5,1,1,59,16.4,18.75,,6.45,7.6,24.8,-26.2,-12.0,33.0,33.0,70.3,77.0,bounce,bounce,bounce
2024-06-03,lt_rand0,10,1717421340,569,NQM4,18723.75,1,1,540,19.8,67.0,,6.45,6.0,16.0,-35.8,-15.3,31.75,31.75,71.55,78.25,bounce,bounce,bounce
2024-06-03,gex_rand1,2,1717421340,569,NQM4,18717.0,1,1,105,19.8,90.0,,6.45,6.0,16.0,-35.8,-15.3,38.5,38.5,64.8,71.5,bounce,bounce,bounce
2024-06-03,gex_real,10,1717421400,570,NQM4,18730.0,1,1,316,13.0,41.25,58.0,6.45,1.8,42.8,0.0,-18.0,25.5,25.5,77.8,84.5,bounce,bounce,bounce
2024-06-03,lt_rand0,5,1717421400,570,NQM4,18723.75,1,1,541,13.0,67.0,,6.45,1.8,42.8,0.0,-18.0,31.75,31.75,71.55,78.25,bounce,bounce,bounce
2024-06-03,lt_rand1,5,1717421400,570,NQM4,18723.0,1,1,61,13.0,15.5,,6.45,1.8,42.8,0.0,-18.0,32.5,32.5,70.8,77.5,bounce,bounce,bounce
2024-06-03,lt_rand1,2,1717421400,570,NQM4,18723.0,1,1,61,13.0,15.5,,6.45,1.8,42.8,0.0,-18.0,32.5,32.5,70.8,77.5,bounce,bounce,bounce
2024-06-03,lt_rand2,10,1717421400,570,NQM4,18728.0,1,1,181,13.0,0.25,,6.45,1.8,42.8,0.0,-18.0,27.5,27.5,75.8,82.5,bounce,bounce,bounce
2024-06-03,lt_rand2,10,1717421400,570,NQM4,18728.25,1,1,61,13.0,0.25,,6.45,1.8,42.8,0.0,-18.0,27.25,27.25,76.05,82.75,bounce,bounce,bounce
2024-06-03,gex_real,5,1717421520,572,NQM4,18730.0,1,1,318,21.5,41.25,58.0,6.45,9.5,35.0,-27.2,-34.8,25.5,25.5,77.8,84.5,bounce,bounce,bounce
2024-06-03,gex_real,2,1717421520,572,NQM4,18730.0,1,1,318,21.5,41.25,58.0,6.45,9.5,35.0,-27.2,-34.8,25.5,25.5,77.8,84.5,bounce,bounce,bounce
2024-06-03,lt_rand0,2,1717421520,572,NQM4,18723.75,1,1,543,21.5,67.0,,6.45,9.5,35.0,-27.2,-34.8,31.75,31.75,71.55,78.25,bounce,bounce,bounce
2024-06-03,lt_rand1,10,1717421520,572,NQM4,18738.5,1,1,183,21.5,15.5,,6.45,9.5,35.0,-27.2,-34.8,17.0,17.0,86.3,93.0,bounce,bounce,bounce
2024-06-03,lt_rand2,5,1717421520,572,NQM4,18728.0,1,1,183,21.5,0.25,,6.45,9.5,35.0,-27.2,-34.8,27.5,27.5,75.8,82.5,bounce,bounce,bounce
2024-06-03,lt_rand2,2,1717421520,572,NQM4,18728.0,1,1,183,21.5,0.25,,6.45,9.5,35.0,-27.2,-34.8,27.5,27.5,75.8,82.5,bounce,bounce,bounce
2024-06-03,lt_rand2,5,1717421520,572,NQM4,18728.25,1,1,63,21.5,0.25,,6.45,9.5,35.0,-27.2,-34.8,27.25,27.25,76.05,82.75,bounce,bounce,bounce
2024-06-03,lt_rand2,2,1717421520,572,NQM4,18728.25,1,1,63,21.5,0.25,,6.45,9.5,35.0,-27.2,-34.8,27.25,27.25,76.05,82.75,bounce,bounce,bounce
2024-06-03,lt_rand1,5,1717422060,581,NQM4,18738.5,1,1,192,32.7,15.5,,6.45,12.0,-60.0,-70.0,-64.7,17.0,17.0,93.0,93.0,break,break,both
2024-06-03,lt_rand1,2,1717422060,581,NQM4,18738.5,1,1,192,32.7,15.5,,6.45,12.0,-60.0,-70.0,-64.7,17.0,17.0,93.0,93.0,break,break,both
2024-06-03,grid50,10,1717422120,582,NQM4,18750.0,1,1,582,37.8,50.0,,6.45,5.0,-57.0,-81.5,-74.5,5.5,5.5,104.5,104.5,bounce,bounce,bounce
2024-06-03,grid50,5,1717422180,583,NQM4,18750.0,1,1,583,24.8,50.0,,6.45,8.5,-51.0,-48.5,-79.8,5.5,5.5,104.5,104.5,bounce,bounce,bounce
2024-06-03,grid50,2,1717422180,583,NQM4,18750.0,1,1,583,24.8,50.0,,6.45,8.5,-51.0,-48.5,-79.8,5.5,5.5,104.5,104.5,bounce,bounce,bounce
2024-06-03,gex_rand1,10,1717422540,589,NQM4,18717.0,-1,2,125,-12.2,90.0,,6.45,41.8,57.2,34.2,122.5,71.5,110.5,15.0,15.0,bounce,bounce,bounce
2024-06-03,gex_rand1,5,1717422600,590,NQM4,18717.0,-1,2,126,-8.2,90.0,,6.45,36.2,44.0,32.2,114.0,71.5,118.8,11.8,11.8,break,break,break
2024-06-03,gex_rand1,2,1717422600,590,NQM4,18717.0,-1,2,126,-8.2,90.0,,6.45,36.2,44.0,32.2,114.0,71.5,118.8,11.8,11.8,break,break,break
2024-06-03,lt_rand2,10,1717422600,590,NQM4,18709.5,-1,3,216,-8.2,24.75,,6.45,36.2,44.0,32.2,114.0,64.0,111.3,19.3,19.3,break,break,both
2024-06-03,lt_real,10,1717422660,591,NQM4,18679.25,-1,1,202,31.5,0.75,50.75,6.45,11.0,11.0,9.0,86.0,33.75,83.75,49.55,49.55,bounce,bounce,bounce
2024-06-03,lt_real,5,1717422660,591,NQM4,18679.25,-1,1,202,31.5,0.75,50.75,6.45,11.0,11.0,9.0,86.0,33.75,83.75,49.55,49.55,bounce,bounce,bounce
2024-06-03,lt_real,2,1717422660,591,NQM4,18679.25,-1,1,202,31.5,0.75,50.75,6.45,11.0,11.0,9.0,86.0,33.75,83.75,49.55,49.55,bounce,bounce,bounce
2024-06-03,lt_real,10,1717422660,591,NQM4,18680.0,-1,1,7,31.5,0.75,50.0,6.45,11.0,11.0,9.0,86.0,34.5,84.5,48.8,48.8,bounce,bounce,bounce
2024-06-03,lt_real,5,1717422660,591,NQM4,18680.0,-1,1,7,31.5,0.75,50.0,6.45,11.0,11.0,9.0,86.0,34.5,84.5,48.8,48.8,bounce,bounce,bounce
2024-06-03,lt_real,2,1717422660,591,NQM4,18680.0,-1,1,7,31.5,0.75,50.0,6.45,11.0,11.0,9.0,86.0,34.5,84.5,48.8,48.8,bounce,bounce,bounce
2024-06-03,grid50,10,1717422660,591,NQM4,18700.0,-1,2,591,31.5,50.0,,6.45,11.0,11.0,9.0,86.0,54.5,104.5,28.8,28.8,break,break,break
2024-06-03,grid50,5,1717422660,591,NQM4,18700.0,-1,2,591,31.5,50.0,,6.45,11.0,11.0,9.0,86.0,54.5,104.5,28.8,28.8,break,break,break
2024-06-03,grid50,2,1717422660,591,NQM4,18700.0,-1,2,591,31.5,50.0,,6.45,11.0,11.0,9.0,86.0,54.5,104.5,28.8,28.8,break,break,break
2024-06-03,grid100,10,1717422660,591,NQM4,18700.0,-1,2,591,31.5,100.0,,6.45,11.0,11.0,9.0,86.0,54.5,104.5,28.8,28.8,break,break,break
2024-06-03,grid100,5,1717422660,591,NQM4,18700.0,-1,2,591,31.5,100.0,,6.45,11.0,11.0,9.0,86.0,54.5,104.5,28.8,28.8,break,break,break
2024-06-03,grid100,2,1717422660,591,NQM4,18700.0,-1,2,591,31.5,100.0,,6.45,11.0,11.0,9.0,86.0,54.5,104.5,28.8,28.8,break,break,break
2024-06-03,lt_rand0,10,1717422660,591,NQM4,18696.75,-1,1,7,31.5,34.0,,6.45,11.0,11.0,9.0,86.0,51.25,101.25,32.05,32.05,break,break,break
2024-06-03,lt_rand0,5,1717422660,591,NQM4,18696.75,-1,1,7,31.5,34.0,,6.45,11.0,11.0,9.0,86.0,51.25,101.25,32.05,32.05,break,break,break
2024-06-03,lt_rand0,2,1717422660,591,NQM4,18696.75,-1,1,7,31.5,34.0,,6.45,11.0,11.0,9.0,86.0,51.25,101.25,32.05,32.05,break,break,break
2024-06-03,gex_rand2,10,1717422660,591,NQM4,18672.5,-1,1,127,31.5,126.5,,6.45,11.0,11.0,9.0,86.0,27.0,77.0,56.3,56.3,bounce,bounce,bounce
2024-06-03,gex_rand2,5,1717422660,591,NQM4,18672.5,-1,1,127,31.5,126.5,,6.45,11.0,11.0,9.0,86.0,27.0,77.0,56.3,56.3,bounce,bounce,bounce
2024-06-03,lt_rand2,10,1717422660,591,NQM4,18669.0,-1,1,97,31.5,40.5,,6.45,11.0,11.0,9.0,86.0,23.5,73.5,59.8,59.8,bounce,bounce,bounce
2024-06-03,lt_rand2,5,1717422660,591,NQM4,18709.5,-1,2,217,31.5,24.75,,6.45,11.0,11.0,9.0,86.0,64.0,114.0,19.3,19.3,break,break,break
2024-06-03,lt_rand2,2,1717422660,591,NQM4,18709.5,-1,2,217,31.5,24.75,,6.45,11.0,11.0,9.0,86.0,64.0,114.0,19.3,19.3,break,break,break
2024-06-03,grid50,10,1717422960,596,NQM4,18650.0,-1,3,596,60.0,50.0,,6.45,0.3,10.0,-26.7,97.0,4.5,79.0,78.8,78.8,bounce,bounce,bounce
2024-06-03,grid50,5,1717422960,596,NQM4,18650.0,-1,1,596,60.0,50.0,,6.45,0.3,10.0,-26.7,97.0,4.5,79.0,78.8,78.8,bounce,bounce,bounce
2024-06-03,lt_rand0,10,1717422960,596,NQM4,18662.75,-1,1,87,60.0,34.0,,6.45,0.3,10.0,-26.7,97.0,17.25,91.75,66.05,66.05,bounce,bounce,bounce
2024-06-03,lt_rand0,5,1717422960,596,NQM4,18662.75,-1,1,87,60.0,34.0,,6.45,0.3,10.0,-26.7,97.0,17.25,91.75,66.05,66.05,bounce,bounce,bounce
2024-06-03,lt_rand0,2,1717422960,596,NQM4,18662.75,-1,1,87,60.0,34.0,,6.45,0.3,10.0,-26.7,97.0,17.25,91.75,66.05,66.05,bounce,bounce,bounce
2024-06-03,gex_rand2,2,1717422960,596,NQM4,18672.5,-1,1,132,60.0,126.5,,6.45,0.3,10.0,-26.7,97.0,27.0,101.5,56.3,56.3,bounce,bounce,bounce
2024-06-03,lt_rand2,5,1717422960,596,NQM4,18669.0,-1,1,102,60.0,40.5,,6.45,0.3,10.0,-26.7,97.0,23.5,98.0,59.8,59.8,bounce,bounce,bounce
2024-06-03,lt_rand2,2,1717422960,596,NQM4,18669.0,-1,1,102,60.0,40.5,,6.45,0.3,10.0,-26.7,97.0,23.5,98.0,59.8,59.8,bounce,bounce,bounce
2024-06-03,gex_real,10,1717423200,600,NQM4,18729.25,1,2,346,-42.8,41.25,53.25,6.45,-34.0,-3.2,-18.0,-125.4,0.0,0.0,83.75,158.25,bounce,bounce,bounce
2024-06-03,gex_real,5,1717423200,600,NQM4,18729.25,1,2,346,-42.8,41.25,53.25,6.45,-34.0,-3.2,-18.0,-125.4,0.0,0.0,83.75,158.25,bounce,bounce,bounce
2024-06-03,gex_real,2,1717423200,600,NQM4,18729.25,1,2,346,-42.8,41.25,53.25,6.45,-34.0,-3.2,-18.0,-125.4,0.0,0.0,83.75,158.25,bounce,bounce,bounce
2024-06-03,gex_rand0,10,1717423200,600,NQM4,18733.0,1,1,1,-42.8,19.5,,6.45,-34.0,-3.2,-18.0,-125.4,0.0,0.0,87.5,162.0,bounce,bounce,bounce
2024-06-03,gex_rand0,5,1717423200,600,NQM4,18733.0,1,1,1,-42.8,19.5,,6.45,-34.0,-3.2,-18.0,-125.4,0.0,0.0,87.5,162.0,bounce,bounce,bounce
2024-06-03,gex_rand1,10,1717423200,600,NQM4,18716.25,1,3,136,-42.8,74.25,,6.45,-34.0,-3.2,-18.0,-125.4,0.0,0.0,70.75,145.25,bounce,bounce,bounce
2024-06-03,gex_rand1,5,1717423200,600,NQM4,18716.25,1,3,136,-42.8,74.25,,6.45,-34.0,-3.2,-18.0,-125.4,0.0,0.0,70.75,145.25,bounce,bounce,bounce
2024-06-03,gex_rand1,2,1717423200,600,NQM4,18716.25,1,3,136,-42.8,74.25,,6.45,-34.0,-3.2,-18.0,-125.4,0.0,0.0,70.75,145.25,bounce,bounce,bounce
2024-06-03,lt_rand1,10,1717423200,600,NQM4,18725.0,1,2,91,-42.8,13.75,,6.45,-34.0,-3.2,-18.0,-125.4,0.0,0.0,79.5,154.0,bounce,bounce,bounce
2024-06-03,lt_rand1,5,1717423200,600,NQM4,18725.0,1,2,91,-42.8,13.75,,6.45,-34.0,-3.2,-18.0,-125.4,0.0,0.0,79.5,154.0,bounce,bounce,bounce
2024-06-03,lt_rand1,2,1717423200,600,NQM4,18725.0,1,2,91,-42.8,13.75,,6.45,-34.0,-3.2,-18.0,-125.4,0.0,0.0,79.5,154.0,bounce,bounce,bounce
