date,year,prev_close,prev_range,day_open,clow15,chigh15,entry15,clow20,chigh20,entry20,clow30,chigh30,entry30,exit1545
2021-10-22,2021,18417.5,149.75,18364.75,18346.75,18400.5,18390.5,18331.5,18400.5,18345.5,18327.75,18400.5,18366.75,18281.0
2021-10-25,2021,18284.25,189.75,18347.5,18264.5,18376.25,18297.75,18264.5,18376.25,18309.0,18264.5,18376.25,18333.0,18446.25
2021-10-26,2021,18443.5,219.0,18540.0,18522.25,18600.75,18588.75,18522.25,18600.75,18577.0,18522.25,18600.75,18582.0,18526.0
2021-10-27,2021,18487.25,198.0,18513.0,18501.0,18568.5,18567.75,18501.0,18588.0,18571.75,18501.0,18588.0,18584.5,18580.75
2021-10-28,2021,18527.25,158.75,18611.0,18577.75,18629.75,18608.75,18577.75,18635.25,18613.0,18577.75,18635.25,18606.75,18662.75
2021-10-29,2021,18703.75,136.5,18573.25,18558.0,18625.5,18620.0,18558.0,18631.25,18618.25,18558.0,18641.75,18625.0,18740.75
2021-11-01,2021,18782.5,231.0,18800.25,18747.0,18810.75,18759.0,18744.75,18810.75,18746.0,18740.0,18810.75,18747.25,18802.5
2021-11-02,2021,18836.0,130.5,18808.0,18806.25,18891.25,18890.25,18806.25,18902.0,18901.75,18806.25,18910.5,18898.25,18916.75
2021-11-03,2021,18904.25,116.25,18922.75,18885.5,18939.5,18912.5,18885.5,18939.5,18920.25,18885.5,18939.5,18913.0,19069.5
2021-11-04,2021,19072.0,210.5,19122.5,19099.25,19147.75,19145.75,19099.25,19171.75,19167.75,19099.25,19194.25,19188.5,19253.0
2021-11-05,2021,19277.25,219.0,19352.25,19332.5,19390.75,19365.75,19329.75,19390.75,19341.0,19317.0,19390.75,19358.75,19298.0
2021-11-08,2021,19293.5,156.5,19292.0,19274.25,19336.25,19292.0,19274.25,19336.25,19293.25,19259.5,19336.25,19280.25,19262.25
2021-11-09,2021,19271.5,91.5,19318.25,19296.25,19334.0,19306.5,19261.0,19334.0,19269.0,19140.0,19334.0,19167.5,19152.25
2021-11-10,2021,19159.75,231.75,19043.75,18984.0,19068.25,19049.5,18984.0,19091.75,19080.5,18984.0,19121.5,19115.0,18892.75
2021-11-11,2021,18920.25,324.5,19045.0,18995.5,19052.75,19007.0,18995.5,19052.75,19014.25,18995.5,19052.75,19037.25,18969.25
2021-11-12,2021,18964.75,106.25,19012.25,18949.0,19020.25,18967.5,18944.0,19020.25,18951.0,18944.0,19020.25,18962.75,19129.0
2021-11-15,2021,19132.0,211.5,19183.25,19153.75,19196.5,19160.25,19153.75,19196.5,19163.0,19130.5,19196.5,19171.5,19106.75
2021-11-16,2021,19130.5,172.0,19099.5,19091.5,19194.0,19183.0,19091.5,19194.0,19172.75,19091.5,19194.0,19166.75,19260.25
