i,epoch,et_date,trade_date,year,et_min,side,E,atr,sym,arr3,arr5,arr10,arr15,eff10,accel,dep_bars,fresh_bars,rv60,brk0_t,brk5_t,ret_p35_t,maxret_prebrk5,maxret_t,hold_p20_b0,hold_p20_b5,hold_p35_b0,hold_p35_b5,hold_p50_b0,hold_p50_b5,hold_a15_b0,hold_a15_b5,hold_a25_b0,hold_a25_b5,burst30,burst60
713972,1672758240,2023-01-03,2023-01-03,2023,604,-1,10982.2,309.4107142857143,NQH3,0.0559127373463357,0.0374906215732624,0.165799041957636,0.2811796617995036,0.5101604278074746,-0.000938804563205,12,2,1.8577249379581096,3,6,0,19.0,4,0,0,0,0,0,0,0,0,0,0,0.07999076585675535,0.07837479078894212
713988,1672759200,2023-01-03,2023-01-03,2023,620,-1,10925.2,309.4107142857143,NQH3,0.085000288566974,0.1270156403301182,0.2003809084088417,0.2281756795752247,0.4256198347107545,-0.0105577037763801,23,1,2.171870491141006,10,10,26,33.599999999998545,4,1,1,0,0,0,0,0,0,0,0,0.054943152305650146,0.08241472845847521
714038,1672762200,2023-01-03,2023-01-03,2023,670,-1,10907.5,309.4107142857143,NQH3,0.1250764702487471,0.1573959716050118,0.2465977953482979,0.11473422981474,0.8767507002800738,0.0095727284969514,62,37,1.5862411265654852,3,4,0,18.0,1,0,0,0,0,0,0,0,0,0,0,0.07918277832284873,0.11715819241645986
714059,1672763460,2023-01-03,2023-01-03,2023,691,-1,10880.0,309.4107142857143,NQH3,0.0575287124141489,0.0898482137704137,0.0807987533906619,0.0607606625497754,0.2707838479809866,0.0134818491371828,29,17,1.40589830899753,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0775668032550355,0.07675881572112887
714075,1672764420,2023-01-03,2023-01-03,2023,707,-1,10862.8,309.4107142857143,NQH3,0.0458936919258983,0.0626998326311584,0.0917873838517967,0.074334853119409,0.3898305084746311,-0.0020315115138219,41,1,1.2717723783690311,5,37,46,33.20000000000073,20,0,1,0,0,0,0,0,0,0,0,0.04201535176314423,0.053327177237836906
714112,1672766640,2023-01-03,2023-01-03,2023,744,-1,10853.0,309.4107142857143,NQH3,0.0995440641772932,0.0717492930109101,0.1202285450453073,0.1131182547469267,0.5656934306569794,0.0235470652738478,75,28,1.026467363074965,22,23,9,54.79999999999927,10,1,1,1,1,1,1,1,1,0,0,0.03878340162751775,0.05898308997518324
714134,1672767960,2023-01-03,2023-01-03,2023,766,-1,10851.2,309.4107142857143,NQH3,0.0872626536619149,0.0979280891094799,0.1415594159404374,0.1108558896519858,0.9145299145299132,0.0202535541832596,97,22,0.979927281121939,1,1,39,0.0,0,0,0,0,0,0,0,0,0,0,0,0.05817510244127662,0.0654469902464362
714189,1672771260,2023-01-03,2023-01-03,2023,821,1,10909.8,309.4107142857143,NQH3,0.0381370116003901,0.0155133606510047,0.0397529866682033,0.0349050614647636,0.1447661469933138,0.0062330466901367,240,239,0.8904022623651184,13,13,52,27.299999999999272,6,1,1,0,0,0,0,0,0,0,0,0.03070352628845155,0.04847925203439719
714208,1672772400,2023-01-03,2023-01-03,2023,840,1,10929.2,309.4107142857143,NQH3,0.0636694176718439,0.0484792520343971,0.1073007445028014,0.1241068852080615,0.609137055837541,0.0050787787845558,240,6,0.857113175968168,45,45,12,58.400000000001455,33,1,1,1,1,1,1,1,1,0,0,0.04039937669533099,0.0492872395683038
714253,1672775100,2023-01-03,2023-01-03,2023,885,1,10960.2,309.4107142857143,NQH3,0.1945633981647163,0.2414266751313003,0.2520921105788654,0.1984417383274705,0.9,0.0501721782959169,80,45,0.8816759969989129,1,30,12,35.400000000001455,12,0,1,0,1,0,0,0,0,0,0,0.09534252900098113,0.1308939804928724
714283,1672776900,2023-01-03,2023-01-03,2023,915,1,10973.0,309.4107142857143,NQH3,0.0888786287297281,0.11473422981474,0.0879090436890425,0.0769204132279078,0.3754266211604188,0.024162674823492,40,29,1.0749466151093623,0,0,6,52.79999999999927,105,1,1,1,1,1,1,1,1,0,0,0.05736711490737,0.06463900271252958
714388,1672786800,2023-01-03,2023-01-04,2023,1080,-1,10920.2,311.5892857142857,NQH3,0.0779872772078605,0.0844059831508945,0.0693220241847623,0.0474984239784491,0.47031963470321,0.0151450894989209,240,240,0.3969969625766543,0,0,82,43.0,93,1,1,1,1,0,0,0,0,0,0,0.03931457390108316,0.03931457390108316
714447,1672790340,2023-01-03,2023-01-04,2023,1139,1,10950.2,311.5892857142857,NQH3,0.0077024471316454,0.0166886354518906,0.0150839589661321,0.0182933119376491,0.3225806451612524,0.0007641316598861,240,164,0.2853114791678653,1,23,0,4.400000000001455,8,0,0,0,0,0,0,0,0,0,0,0.010430397157430224,0.011232735400309474
714463,1672791300,2023-01-03,2023-01-04,2023,1155,1,10952.8,311.5892857142857,NQH3,0.0128374118860679,0.0170095707490377,0.0138002177775207,0.0051349647544225,0.1869918699186511,0.002002024948899,240,12,0.2355665081093519,2,7,0,4.299999999999272,1,0,0,0,0,0,0,0,0,0,0,0.009628058914550977,0.011232735400309474
714480,1672792320,2023-01-03,2023-01-04,2023,1172,1,10962.8,311.5892857142857,NQH3,0.0032093529715169,0.0083443177259395,0.0147630236689734,0.0378703650638981,0.3138686131386163,-0.0009016753586628,240,3,0.243589890538156,1,36,0,16.0,9,0,0,0,0,0,0,0,0,0,0,0.008825720671671729,0.010430397157430224
714512,1672794240,2023-01-03,2023-01-04,2023,1204,1,10963.8,311.5892857142857,NQH3,0.0362656885781396,0.0426843945211736,0.0394750415496566,0.0417215886297209,0.6249999999999368,0.0080997955947809,240,31,0.2724740672817973,3,5,0,6.599999999998545,1,0,0,0,0,0,0,0,0,0,0,0.014442088371826466,0.018453779586222706
714544,1672796160,2023-01-03,2023-01-04,2023,1236,1,10975.0,311.5892857142857,NQH3,0.0121955412917622,0.0064187059430339,0.0064187059430339,0.0134792824803737,0.1016949152543052,0.0040346151641924,240,22,0.2686228437159746,1,2,0,2.0,1,0,0,0,0,0,0,0,0,0,0,0.0064187059430339845,0.008023382428792481
714674,1672803960,2023-01-03,2023-01-04,2023,1366,-1,10956.2,311.5892857142857,NQH3,0.0147630236689734,0.0121955412917622,0.0340191414980754,0.0385122356582039,0.46739130434771,3.0565266393843457e-05,240,240,0.2490457905897372,1,0,0,32.599999999998545,78,0,1,0,0,0,0,0,0,0,0,0.016046764857584963,0.023267809043498195
714722,1672806840,2023-01-03,2023-01-04,2023,1414,1,10976.8,311.5892857142857,NQH3,0.0250329531778302,0.0340191414980754,0.0218236002063132,0.0154048942632792,0.3225806451613155,0.0079469692628039,240,172,0.2853114791678653,11,24,0,4.0,7,0,0,0,0,0,0,0,0,0,0,0.013639750128947217,0.02086079431486045
714739,1672807860,2023-01-03,2023-01-04,2023,1431,1,10980.0,311.5892857142857,NQH3,0.0112327354003094,0.0134792824803737,0.0186142472347962,0.0128374118860679,0.3203883495145151,1.5282633198033415e-05,240,2,0.2480829846982611,7,9,0,2.7999999999992724,1,0,0,0,0,0,0,0,0,0,0,0.008023382428792481,0.010430397157430224
714848,1672814400,2023-01-04,2023-01-04,2023,100,-1,10967.2,311.5892857142857,NQH3,0.0314516591208641,0.0378703650638981,0.0353028826866869,0.0394750415496566,0.5846994535519756,0.0096127762813529,240,173,0.2557854318299066,1,0,78,84.0,112,0,1,0,1,0,1,0,1,0,1,0.010430397157430224,0.015244426614705714
714913,1672818300,2023-01-04,2023-01-04,2023,165,1,10991.2,311.5892857142857,NQH3,0.0279213708522001,0.0359447532809926,0.0279213708522001,0.0333772709037813,0.3173652694610204,0.0056698569163459,240,161,0.2265803197891066,1,3,0,4.0,1,0,0,0,0,0,0,0,0,0,0,0.0200584560719812,0.02487248552925669
714930,1672819320,2023-01-04,2023-01-04,2023,182,1,11004.5,311.5892857142857,NQH3,0.0224654708006189,0.0215026649091661,0.0401169121439624,0.0336982062009284,0.4230769230769029,0.0010086537910474,240,4,0.276004355550473,2,8,0,5.299999999999272,4,0,0,0,0,0,0,0,0,0,0,0.024070147286377443,0.01684910310046421
714947,1672820340,2023-01-04,2023-01-04,2023,199,1,11022.5,311.5892857142857,NQH3,0.0182933119376491,0.0080233824287924,0.0458937474926906,0.0568055475958531,0.5478927203064398,0.0021548512808771,240,3,0.3475729268153112,1,2,0,2.2999999999992724,1,0,0,0,0,0,0,0,0,0,0,0.02086079431486045,0.024070147286377443
