i,epoch,et_date,trade_date,year,et_min,side,E,atr,sym,arr3,arr5,arr10,arr15,eff10,accel,dep_bars,fresh_bars,rv60,brk0_t,brk5_t,ret_p35_t,maxret_prebrk5,maxret_t,hold_p20_b0,hold_p20_b5,hold_p35_b0,hold_p35_b5,hold_p50_b0,hold_p50_b5,hold_a15_b0,hold_a15_b5,hold_a25_b0,hold_a25_b5,burst30,burst60
844455,1684266600,2023-05-16,2023-05-16,2023,950,-1,13490.8,180.67857142857144,NQM3,0.149436647558806,0.1328325756078276,0.2086578375172999,0.2335639454437676,0.7849462365591398,0.039138169598733,110,74,0.9475390393358007,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.07471832377940303,0.11207748566910455
844711,1684285560,2023-05-16,2023-05-17,2023,1266,1,13507.8,179.23214285714286,NQM3,0.0223174255255554,0.0167380691441665,0.0223174255255554,0.0278967819069443,0.526315789473785,0.0074391418418518,240,240,0.3012852445949782,1,3,0,0.5999999999985448,1,0,0,0,0,0,0,0,0,0,0,0.016738069144166583,0.019527747334861015
844734,1684286940,2023-05-16,2023-05-17,2023,1289,1,13517.8,179.23214285714286,NQM3,0.0167380691441665,0.0267809106306624,0.0145063265916029,0.0256650393543806,0.1999999999998181,0.0040383912855778,240,13,0.3046328584238034,1,90,0,9.0,7,0,0,0,0,0,0,0,0,0,0,0.012553551858124937,0.019527747334861015
844786,1684290060,2023-05-16,2023-05-17,2023,1341,1,13520.5,179.23214285714286,NQM3,0.0295705888213569,0.0295705888213569,0.0262229749925317,0.0407293015841346,0.5068493150686434,0.0084753080269643,240,51,0.2722725914117521,1,0,0,7.299999999999272,17,0,0,0,0,0,0,0,0,0,0,0.011158712762777722,0.013948390953472153
844822,1684292220,2023-05-16,2023-05-17,2023,1377,1,13521.8,179.23214285714286,NQM3,0.0167380691441665,0.0111587127627777,0.0200856829729917,0.0323602670120513,0.3939393939392603,0.0032413403739508,240,35,0.2175948988741858,2,0,0,8.599999999998545,78,0,0,0,0,0,0,0,0,0,0,0.013948390953472153,0.015343230048819368
844950,1684299900,2023-05-17,2023-05-17,2023,65,1,13521.2,179.23214285714286,NQM3,0.0206436186111428,0.039055494669722,0.0262229749925317,0.0373816877553094,0.3846153846154461,0.0038524127395304,240,126,0.2187107701504068,0,0,0,29.700000000000728,113,1,1,0,0,0,0,1,1,0,0,0.013948390953472153,0.02092258643020823
844966,1684300860,2023-05-17,2023-05-17,2023,81,-1,13512.8,179.23214285714286,NQM3,0.0167380691441665,0.0094849058483651,0.0290126531832261,0.0357078808408968,0.4772727272728494,0.0019660589153459,240,240,0.2309853541894663,1,7,0,1.2000000000007276,4,0,0,0,0,0,0,0,0,0,0,0.011158712762777722,0.013948390953472153
845015,1684303800,2023-05-17,2023-05-17,2023,130,-1,13497.8,179.23214285714286,NQM3,0.0401713659460038,0.0457507223273927,0.0680681478529481,0.0892697021022217,0.8305084745762608,0.0049417156520859,240,37,0.403945402012521,14,48,0,10.0,39,0,0,0,0,0,0,0,0,0,0,0.018132908239513797,0.02929162100229152
845063,1684306680,2023-05-17,2023-05-17,2023,178,-1,13491.5,179.23214285714286,NQM3,0.0574673707283012,0.0641625983859719,0.0853641526352455,0.0742054398724677,0.9062500000001954,0.0082893294809178,240,34,0.4156620504134498,25,27,0,14.5,13,0,0,0,0,0,0,0,0,0,0,0.030686460097638736,0.03905549466972203
845088,1684308180,2023-05-17,2023-05-17,2023,203,-1,13490.2,179.23214285714286,NQM3,0.0463086579655234,0.0323602670120513,0.0658364053003845,0.0424031084985472,0.4708520179371583,0.0102288200325462,240,25,0.5406396333565887,1,2,0,2.0,1,0,0,0,0,0,0,0,0,0,0,0.02650194281159709,0.025107103716249874
845146,1684311660,2023-05-17,2023-05-17,2023,261,1,13510.8,179.23214285714286,NQM3,0.043518979774829,0.0686260834910789,0.0870379595496581,0.0948490584836106,0.7927461139896295,0.0077313938427822,240,196,0.6533426322606072,5,0,0,15.599999999998545,52,0,0,0,0,0,0,0,0,0,0,0.027896781906944307,0.032081299192985954
845283,1684319880,2023-05-17,2023-05-17,2023,398,-1,13494.8,179.23214285714286,NQM3,0.0278967819069443,0.039055494669722,0.0373816877553094,0.0290126531832261,0.6116504854368657,0.0072000265683604,240,187,0.3805121052107041,1,0,0,27.700000000000728,34,0,1,0,0,0,0,0,1,0,0,0.032081299192985954,0.025107103716249874
845312,1684321620,2023-05-17,2023-05-17,2023,427,1,13515.0,179.23214285714286,NQM3,0.0290126531832261,0.0362658164790275,0.0546776925376067,0.1060077712463883,0.6285714285715399,0.0041446647404628,240,160,0.4485802530636522,3,5,0,4.200000000000728,3,0,0,0,0,0,0,0,0,0,0,0.022317425525555445,0.027896781906944307
845425,1684328400,2023-05-17,2023-05-17,2023,540,1,13522.8,179.23214285714286,NQM3,0.0463086579655234,0.0424031084985472,0.0725316329580551,0.0797847962538566,0.2446351931330097,-0.0018863538241844,240,108,0.6075919099332754,28,30,53,12.799999999999272,19,0,0,0,0,0,0,0,0,0,0,0.02092258643020823,0.032081299192985954
845453,1684330080,2023-05-17,2023-05-17,2023,568,1,13524.2,179.23214285714286,NQM3,0.0468665936036745,0.0412872372222856,0.0680681478529481,0.0557935638138886,0.7664233576639894,0.0094317691209212,240,28,0.6633854737472249,1,2,25,2.200000000000728,1,0,0,0,0,0,0,0,0,0,0,0.02929162100229152,0.04324001195576367
845475,1684331400,2023-05-17,2023-05-17,2023,590,-1,13491.5,179.23214285714286,NQM3,0.1339045531533326,0.1450632659161103,0.1896981169672212,0.1880243100528086,0.5119453924914803,0.0292252000929892,240,190,1.0003785991831,1,3,50,9.299999999999272,2,0,0,0,0,0,0,0,0,0,0,0.07950582843479127,0.08787486300687457
845545,1684335600,2023-05-17,2023-05-17,2023,660,1,13542.8,179.23214285714286,NQM3,0.0446348510511108,0.117166484009166,0.0758792467868803,0.1037760286938247,0.3594771241829381,0.0055793563813927,51,88,1.0299491880043958,17,17,22,18.299999999999272,6,0,0,0,0,0,0,0,0,0,0,0.04184517286041646,0.054398724718541396
845562,1684336620,2023-05-17,2023-05-17,2023,677,1,13552.0,179.23214285714286,NQM3,0.1071236425226701,0.1272093254956619,0.1294410680482256,0.073647504234337,0.4715261958998122,0.0278702135432247,67,17,1.0070738268406894,1,1,5,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0822955066254857,0.10600777124638835
845637,1684341120,2023-05-17,2023-05-17,2023,752,1,13569.2,179.23214285714286,NQM3,0.093175251569198,0.1138188701803408,0.1266513898575312,0.1461791371923922,0.8252427184466602,0.0156753345953306,67,74,0.8162598385971863,7,7,0,10.200000000000728,1,0,0,0,0,0,0,0,0,0,0,0.04324001195576367,0.04184517286041646
845655,1684342200,2023-05-17,2023-05-17,2023,770,1,13595.8,179.23214285714286,NQM3,0.008926970210214,0.0334761382883331,0.0758792467868803,0.1818870180332687,0.3283582089552056,-0.0155159244130065,29,3,0.8313241008269606,1,3,0,5.599999999998545,1,0,0,0,0,0,0,0,0,0,0,0.04881936833715254,0.05300388562319418
845671,1684343160,2023-05-17,2023-05-17,2023,786,1,13630.8,179.23214285714286,NQM3,0.0870379595496581,0.117166484009166,0.1272093254956619,0.1952774733486101,0.602209944751349,0.0214141011590415,25,1,0.95685961940821,1,15,0,16.0,10,0,0,0,0,0,0,0,0,0,0,0.04045033376506924,0.04742452924180532
845687,1684344120,2023-05-17,2023-05-17,2023,802,1,13639.0,179.23214285714286,NQM3,0.078110989339444,0.0769951180631622,0.0892697021022217,0.0546776925376067,0.5808823529411342,0.0240709375311334,36,1,0.9256152236724404,1,5,0,4.200000000000728,1,0,0,0,0,0,0,0,0,0,0,0.034870977383680384,0.054398724718541396
845707,1684345320,2023-05-17,2023-05-17,2023,822,1,13654.0,179.23214285714286,NQM3,0.0602570489189956,0.0697419547673607,0.0490983361562179,0.0446348510511108,0.1894273127752922,0.0133107502241692,44,12,0.8709375311348134,3,5,78,8.5,2,0,0,0,0,0,0,0,0,0,0,0.027896781906944307,0.033476138288333165
846051,1684369560,2023-05-17,2023-05-18,2023,1226,1,13646.8,170.48214285714286,NQM3,0.0269822981041079,0.0269822981041079,0.0351943018749345,0.0328480150832636,0.5319148936173507,0.0058657169791516,240,240,0.2874201319786106,0,0,0,18.599999999998545,75,0,0,0,0,0,0,0,0,0,0,0.01466429244788939,0.019063580182256207
846061,1684370160,2023-05-17,2023-05-18,2023,1236,-1,13635.8,170.48214285714286,NQM3,0.0246360113124584,0.033434586781192,0.0586571697915575,0.0375405886666053,0.8305084745762608,0.0029607904751935,240,240,0.3226144338535452,1,24,0,4.700000000000728,4,0,0,0,0,0,0,0,0,0,0,0.01466429244788939,0.023462867916623022
846081,1684371360,2023-05-17,2023-05-18,2023,1256,-1,13632.0,170.48214285714286,NQM3,0.0293285848957787,0.0351943018749345,0.0263957264062009,0.0164240075416318,0.3385826771652776,0.0098041269508731,240,15,0.3800984602492673,1,0,0,14.799999999999272,119,0,0,0,0,0,0,0,0,0,0,0.020530009427045144,0.017597150937467266
