td,year,tf,direction,freeze_end,price_end,slope_pm,w2s,atr14,slope_norm
2021-08-26,2021,5,dn,1285,15273.987,-0.735,19.262,171.27,-0.2146
2021-08-27,2021,5,up,1105,15403.375,0.05,19.375,170.59,0.0205
2021-08-27,2021,5,up,1200,15436.923,0.373077,6.923,170.59,0.1422
2021-08-27,2021,5,up,1305,15434.107,0.052381,10.429,170.59,0.0322
2021-08-30,2021,5,up,1085,15585.167,0.233333,15.833,173.16,0.0606
2021-08-30,2021,5,up,1235,15614.531,0.3375,8.281,173.16,0.1949
2021-08-30,2021,5,dn,1055,15568.125,-0.283333,12.625,173.16,-0.0491
2021-08-31,2021,5,up,1135,15582.636,0.254348,18.929,175.66,0.1665
2021-08-31,2021,5,up,1160,15586.775,0.02,11.775,175.66,0.0028
2021-08-31,2021,5,up,1280,15586.49,0.045833,17.948,175.66,0.0313
2021-08-31,2021,5,dn,1185,15580.135,-0.026923,17.038,175.66,-0.01
2021-08-31,2021,5,dn,1310,15578.25,-0.35,14.25,175.66,-0.0897
2021-09-01,2021,5,up,1190,15679.367,0.003125,8.18,175.91,0.0014
2021-09-01,2021,5,dn,1255,15640.632,-0.514706,19.353,175.91,-0.2487
2021-09-01,2021,5,dn,1290,15637.036,-0.171429,16.607,175.91,-0.0341
2021-09-02,2021,5,up,1060,15643.375,0.25,16.625,173.86,0.0431
2021-09-02,2021,5,up,1160,15615.675,0.14,12.425,173.86,0.0201
2021-09-02,2021,5,up,1295,15595.523,0.336364,12.023,173.86,0.1064
2021-09-02,2021,5,dn,1115,15623.0,-0.203571,21.054,173.86,-0.082
2021-09-02,2021,5,dn,1145,15613.625,-0.083333,12.375,173.86,-0.0144
2021-09-02,2021,5,dn,1230,15561.904,-0.597059,19.11,173.86,-0.2919
2021-09-03,2021,5,up,1075,15640.354,0.258333,18.521,176.98,0.0876
2021-09-03,2021,5,up,1180,15659.125,0.233333,12.875,176.98,0.0791
2021-09-03,2021,5,up,1295,15661.625,0.15,10.375,176.98,0.0636
2021-09-03,2021,5,dn,1265,15651.625,-0.05,7.875,176.98,-0.0198
2021-09-07,2021,5,up,1145,15678.359,0.206522,26.239,165.12,0.1438
2021-09-07,2021,5,dn,1250,15685.25,-0.073529,10.353,165.12,-0.0379
2021-09-07,2021,5,dn,1310,15682.042,-0.058333,10.417,165.12,-0.0212
2021-09-08,2021,5,up,1125,15570.448,0.220833,37.865,157.46,0.0841
2021-09-08,2021,5,up,1220,15610.454,0.218421,18.572,157.46,0.1318
2021-09-08,2021,5,dn,1035,15554.646,-1.291667,39.521,157.46,-0.4922
2021-09-08,2021,5,dn,1100,15555.26,-0.165385,33.99,157.46,-0.0683
2021-09-08,2021,5,dn,1270,15601.938,-0.191667,9.812,157.46,-0.0365
2021-09-09,2021,5,up,1280,15594.071,0.292857,17.571,148.13,0.0692
2021-09-09,2021,5,dn,1000,15648.9,-0.36,15.3,148.13,-0.0608
2021-09-09,2021,5,dn,1070,15624.616,-0.396429,19.312,148.13,-0.1873
2021-09-09,2021,5,dn,1095,15621.425,-0.01,10.575,148.13,-0.0017
2021-09-09,2021,5,dn,1200,15563.208,-1.305556,24.792,148.13,-0.3966
2021-09-14,2021,5,up,1100,15457.106,0.4075,38.256,148.4,0.2746
2021-09-14,2021,5,up,1210,15409.675,0.005,22.9,148.4,0.0017
2021-09-14,2021,5,dn,1035,15412.227,-0.336364,31.023,148.4,-0.1247
2021-09-14,2021,5,dn,1270,15364.875,-0.636667,25.675,148.4,-0.3218
2021-09-14,2021,5,dn,1310,15365.812,-0.075,21.188,148.4,-0.0202
2021-09-15,2021,5,up,1045,15360.771,0.141667,16.354,157.31,0.027
2021-09-15,2021,5,up,1165,15432.0,0.78,28.95,157.31,0.4958
2021-09-15,2021,5,up,1225,15468.854,0.408333,11.021,157.31,0.1557
2021-09-15,2021,5,up,1260,15474.571,0.221429,10.25,157.31,0.0493
2021-09-15,2021,5,up,1295,15504.857,0.714286,12.357,157.31,0.1589
2021-09-16,2021,5,up,1120,15410.5,0.375,23.625,164.52,0.1596
2021-09-16,2021,5,up,1145,15430.2,0.36,12.7,164.52,0.0547
2021-09-16,2021,5,up,1180,15428.875,0.05,11.125,164.52,0.0106
2021-09-16,2021,5,up,1230,15482.562,1.025,23.312,164.52,0.3115
2021-09-16,2021,5,up,1295,15519.221,0.646154,22.971,164.52,0.2553
2021-09-16,2021,5,dn,1060,15374.5,-0.3,20.25,164.52,-0.0456
2021-09-17,2021,5,up,1140,15327.625,0.01875,36.656,164.17,0.0091
2021-09-17,2021,5,up,1280,15302.8,0.12,21.75,164.17,0.0365
2021-09-17,2021,5,dn,1050,15328.318,-0.918182,29.591,164.17,-0.3076
2021-09-17,2021,5,dn,1070,15319.125,-0.6125,28.062,164.17,-0.0746
2021-09-17,2021,5,dn,1090,15312.938,-0.525,31.062,164.17,-0.064
2021-09-17,2021,5,dn,1185,15322.596,-0.338462,23.173,164.17,-0.134
2021-09-17,2021,5,dn,1210,15284.725,-1.12,25.025,164.17,-0.1706
2021-09-17,2021,5,dn,1255,15296.347,-0.005556,20.181,164.17,-0.0015
2021-09-20,2021,5,up,1195,14917.075,0.03,31.875,168.35,0.0089
2021-09-20,2021,5,dn,1120,14941.5,-0.878125,45.172,168.35,-0.4173
2021-09-20,2021,5,dn,1170,14907.425,-0.51,31.075,168.35,-0.1515
2021-09-20,2021,5,dn,1255,14854.154,-0.752941,45.449,168.35,-0.3802
2021-09-20,2021,5,dn,1275,14831.188,-0.425,26.062,168.35,-0.0505
2021-09-20,2021,5,dn,1295,14855.625,-0.2,51.125,168.35,-0.0238
2021-09-21,2021,5,up,1110,15088.118,0.782353,43.118,196.9,0.3377
2021-09-21,2021,5,up,1270,15079.938,1.2125,34.5,196.9,0.2463
2021-09-21,2021,5,up,1295,15085.45,0.28,22.0,196.9,0.0356
2021-09-21,2021,5,dn,1030,15007.859,-0.71875,44.141,196.9,-0.146
2021-09-21,2021,5,dn,1130,15089.0,-0.325,19.125,196.9,-0.0495
2021-09-21,2021,5,dn,1160,15040.625,-1.166667,18.375,196.9,-0.1778
2021-09-21,2021,5,dn,1210,15019.413,-0.745,28.087,196.9,-0.1892
2021-09-21,2021,5,dn,1245,15023.982,-0.028571,22.911,196.9,-0.0051
2021-09-22,2021,5,up,1090,15187.071,0.942857,31.071,202.15,0.3265
2021-09-22,2021,5,up,1235,15194.875,1.611111,56.292,202.15,0.3586
2021-09-22,2021,5,dn,1175,15138.214,-0.435714,19.25,202.15,-0.1509
2021-09-22,2021,5,dn,1220,15152.75,-0.783333,74.25,202.15,-0.1744
2021-09-23,2021,5,up,1095,15300.375,0.55,23.625,214.94,0.0512
2021-09-23,2021,5,up,1165,15320.25,0.425,14.125,214.94,0.0593
2021-09-23,2021,5,up,1215,15337.35,0.38,15.35,214.94,0.0884
2021-09-23,2021,5,dn,1060,15277.786,-0.978571,26.964,214.94,-0.1593
2021-09-23,2021,5,dn,1260,15323.792,-0.191667,10.417,214.94,-0.0268
2021-09-23,2021,5,dn,1290,15318.75,-0.166667,10.0,214.94,-0.0233
2021-09-24,2021,5,up,1090,15239.125,0.272222,23.458,218.52,0.0561
2021-09-24,2021,5,up,1150,15287.312,0.554167,12.75,218.52,0.1522
2021-09-24,2021,5,up,1170,15290.812,0.225,8.812,218.52,0.0206
2021-09-24,2021,5,up,1275,15283.964,0.069048,20.571,218.52,0.0332
2021-09-24,2021,5,dn,1030,15224.893,-0.185714,22.679,218.52,-0.0297
2021-09-24,2021,5,dn,1195,15276.25,-0.271429,13.321,218.52,-0.0435
2021-09-24,2021,5,dn,1230,15265.589,-0.221429,9.661,218.52,-0.0355
2021-09-27,2021,5,up,1180,15170.375,0.4,32.125,214.16,0.1121
2021-09-27,2021,5,up,1240,15209.104,0.391667,16.771,214.16,0.1097
2021-09-27,2021,5,up,1290,15214.638,0.215,19.337,214.16,0.0502
2021-09-27,2021,5,dn,1085,15137.917,-1.066667,26.167,214.16,-0.2241
2021-09-27,2021,5,dn,1150,15146.885,-0.115385,28.365,214.16,-0.035
2021-09-27,2021,5,dn,1285,15210.25,-0.05,20.0,214.16,-0.007
2021-09-28,2021,5,up,1115,14817.766,0.56875,33.016,229.86,0.099
2021-09-28,2021,5,up,1285,14833.5,0.605882,50.338,229.86,0.2241
2021-09-28,2021,5,dn,1090,14783.221,-0.770588,32.779,229.86,-0.285
2021-09-28,2021,5,dn,1160,14783.741,-0.253571,43.295,229.86,-0.0772
2021-09-28,2021,5,dn,1230,14785.75,-0.05,45.75,229.86,-0.0152
2021-09-29,2021,5,up,1235,14813.102,1.095455,47.33,250.16,0.2408
2021-09-29,2021,5,up,1265,14838.562,0.291667,18.562,250.16,0.035
2021-09-29,2021,5,dn,1080,14789.0,-0.885714,45.036,250.16,-0.2478
2021-09-29,2021,5,dn,1125,14747.833,-0.716667,33.583,250.16,-0.1289
2021-09-29,2021,5,dn,1200,14730.5,-0.9,33.0,250.16,-0.1259
2021-09-30,2021,5,up,1225,14793.875,0.915,37.6,256.3,0.1785
2021-09-30,2021,5,up,1270,14796.125,0.25,36.625,256.3,0.0439
2021-09-30,2021,5,dn,1010,14815.175,-0.66,37.075,256.3,-0.0644
2021-09-30,2021,5,dn,1035,14789.175,-0.66,27.575,256.3,-0.0644
2021-09-30,2021,5,dn,1110,14718.258,-1.153333,50.558,256.3,-0.3375
2021-09-30,2021,5,dn,1130,14705.656,-0.1125,24.594,256.3,-0.0088
2021-09-30,2021,5,dn,1280,14784.982,-0.635714,36.268,256.3,-0.0868
2021-10-01,2021,5,up,1295,14798.75,0.8,31.25,254.8,0.5023
2021-10-01,2021,5,dn,1150,14671.446,-0.057143,26.554,254.8,-0.0078
2021-10-04,2021,5,up,1240,14440.562,0.425,31.812,259.54,0.1146
2021-10-04,2021,5,up,1285,14454.292,0.655556,51.042,259.54,0.1137
2021-10-04,2021,5,dn,1080,14419.675,-0.38,42.375,259.54,-0.0732
2021-10-04,2021,5,dn,1160,14401.352,-0.190625,36.461,259.54,-0.0588
2021-10-05,2021,5,up,1110,14715.571,0.692857,27.821,280.07,0.0866
2021-10-05,2021,5,up,1220,14735.614,0.186364,20.682,280.07,0.0732
2021-10-05,2021,5,up,1265,14739.389,0.027778,15.778,280.07,0.0045
2021-10-06,2021,5,up,1295,14700.592,0.668333,36.183,289.89,0.3458
2021-10-06,2021,5,dn,1060,14598.321,-1.214286,35.286,289.89,-0.1466
2021-10-06,2021,5,dn,1125,14619.615,-0.046154,42.058,289.89,-0.0103
2021-10-06,2021,5,dn,1165,14598.484,-0.26875,35.016,289.89,-0.0371
2021-10-07,2021,5,up,1100,14978.919,0.041176,22.949,301.95,0.0116
2021-10-07,2021,5,dn,1165,14976.05,-0.03,11.0,301.95,-0.005
2021-10-07,2021,5,dn,1220,14946.682,-0.536364,18.727,301.95,-0.0977
2021-10-07,2021,5,dn,1270,14923.763,-0.465,17.988,301.95,-0.077
2021-10-08,2021,5,up,1140,14845.482,0.442857,19.911,300.68,0.0516
2021-10-08,2021,5,up,1250,14835.699,0.106818,36.403,300.68,0.0391
2021-10-08,2021,5,dn,1020,14846.153,-0.661111,40.069,300.68,-0.0989
2021-10-08,2021,5,dn,1090,14824.986,-0.538889,24.069,300.68,-0.0807
2021-10-08,2021,5,dn,1185,14808.557,-0.431818,24.284,300.68,-0.079
2021-10-11,2021,5,up,1235,14804.679,0.807143,23.429,277.43,0.1018
2021-10-11,2021,5,dn,1110,14824.667,-0.827778,21.333,277.43,-0.1343
2021-10-11,2021,5,dn,1205,14774.303,-0.605263,25.132,277.43,-0.2073
2021-10-12,2021,5,up,1105,14704.458,0.458333,34.667,279.38,0.0984
2021-10-12,2021,5,up,1235,14714.925,1.59,29.175,279.38,0.1423
2021-10-12,2021,5,dn,995,14684.625,-0.2,36.125,279.38,-0.0215
2021-10-12,2021,5,dn,1035,14664.25,-0.4625,38.188,279.38,-0.0662
2021-10-12,2021,5,dn,1295,14657.828,-0.60625,20.922,279.38,-0.0868
2021-10-13,2021,5,up,1090,14702.337,0.103846,38.721,272.25,0.0248
2021-10-13,2021,5,up,1195,14753.75,0.582143,25.482,272.25,0.1497
2021-10-13,2021,5,up,1220,14771.75,1.01,39.15,272.25,0.0927
2021-10-13,2021,5,dn,1075,14694.609,-0.71875,44.891,272.25,-0.1056
2021-10-13,2021,5,dn,1155,14714.304,-0.192857,20.946,272.25,-0.0248
2021-10-14,2021,5,up,1030,14984.607,0.114286,15.107,274.61,0.0146
2021-10-14,2021,5,up,1115,15030.713,0.488235,16.11,274.61,0.1511
2021-10-14,2021,5,up,1145,15034.938,0.175,12.438,274.61,0.0191
2021-10-14,2021,5,up,1255,15036.688,0.09375,8.969,274.61,0.0137
2021-10-14,2021,5,dn,1290,15026.458,-0.341667,10.583,274.61,-0.0373
2021-10-15,2021,5,up,1050,15100.25,0.446667,27.45,283.45,0.1182
2021-10-15,2021,5,up,1155,15093.875,0.2375,10.688,283.45,0.0335
2021-10-15,2021,5,up,1245,15105.75,0.175,13.625,283.45,0.0556
2021-10-15,2021,5,up,1275,15105.5,0.075,14.625,283.45,0.0079
2021-10-15,2021,5,up,1305,15109.083,0.108333,14.792,283.45,0.0115
2021-10-15,2021,5,dn,1005,15064.575,-0.19,21.425,283.45,-0.0168
2021-10-18,2021,5,up,1135,15219.825,0.26,10.075,269.29,0.0241
2021-10-18,2021,5,up,1195,15246.792,0.433333,11.708,269.29,0.0966
2021-10-18,2021,5,up,1220,15248.125,0.1,7.875,269.29,0.0093
2021-10-18,2021,5,up,1300,15280.398,0.403125,12.398,269.29,0.1198
2021-10-19,2021,5,up,995,15339.625,0.133333,24.125,255.29,0.0157
2021-10-19,2021,5,up,1040,15367.403,0.455556,21.681,255.29,0.0803
2021-10-19,2021,5,up,1095,15376.114,0.081818,11.864,255.29,0.0176
2021-10-19,2021,5,up,1155,15391.45,0.36,8.95,255.29,0.0353
2021-10-19,2021,5,up,1180,15390.6,0.08,7.6,255.29,0.0078
2021-10-19,2021,5,up,1230,15387.475,0.03,11.475,255.29,0.0059
2021-10-19,2021,5,up,1300,15386.125,0.075,18.75,255.29,0.0206
2021-10-19,2021,5,dn,1250,15378.15,-0.094,17.06,255.29,-0.046
2021-10-20,2021,5,up,1010,15418.875,0.1875,30.438,249.55,0.0301
2021-10-20,2021,5,up,1095,15411.536,0.228571,13.893,249.55,0.0321
2021-10-20,2021,5,up,1290,15378.159,0.204545,10.909,249.55,0.0451
2021-10-20,2021,5,dn,1140,15395.411,-0.135714,18.446,249.55,-0.0381
2021-10-20,2021,5,dn,1180,15325.25,-1.5,28.75,249.55,-0.2404
2021-10-21,2021,5,up,1130,15414.125,0.05,15.625,243.43,0.0062
2021-10-21,2021,5,up,1155,15432.475,0.43,13.725,243.43,0.0442
2021-10-21,2021,5,dn,1210,15420.643,-0.192857,12.286,243.43,-0.0277
2021-10-22,2021,5,up,1255,15363.188,0.475,27.438,236.41,0.1206
2021-10-22,2021,5,dn,1085,15296.092,-1.381579,43.066,236.41,-0.5552
2021-10-22,2021,5,dn,1215,15325.114,-0.418182,19.886,236.41,-0.0973
2021-10-25,2021,5,up,1010,15411.208,0.583333,17.542,216.59,0.0808
2021-10-25,2021,5,up,1050,15418.625,0.30625,18.219,216.59,0.0566
2021-10-25,2021,5,up,1145,15495.27,0.771053,21.796,216.59,0.3382
2021-10-25,2021,5,up,1170,15500.325,0.06,7.575,216.59,0.0069
2021-10-25,2021,5,up,1255,15526.463,0.402941,20.831,216.59,0.1581
2021-10-25,2021,5,dn,1220,15496.172,-0.14375,11.578,216.59,-0.0265
2021-10-26,2021,5,up,1030,15671.812,0.091667,30.562,209.54,0.0131
2021-10-26,2021,5,up,1195,15572.208,0.966667,27.292,209.54,0.1384
2021-10-26,2021,5,up,1280,15570.0,0.116667,17.75,209.54,0.0167
2021-10-26,2021,5,dn,1075,15607.688,-1.475,32.812,209.54,-0.2112
2021-10-26,2021,5,dn,1105,15569.188,-1.325,31.812,209.54,-0.1897
2021-10-26,2021,5,dn,1150,15522.625,-1.205556,37.708,209.54,-0.2589
2021-10-27,2021,5,up,1035,15619.92,0.222727,43.67,199.21,0.0615
2021-10-27,2021,5,up,1060,15641.375,0.13,24.075,199.21,0.0163
2021-10-27,2021,5,up,1115,15665.625,0.3,18.875,199.21,0.0828
2021-10-27,2021,5,up,1140,15680.4,0.24,9.2,199.21,0.0301
2021-10-27,2021,5,up,1200,15711.0,0.525,14.375,199.21,0.1581
2021-10-27,2021,5,dn,1255,15696.014,-0.172222,12.347,199.21,-0.0389
2021-10-27,2021,5,dn,1300,15618.125,-1.6,27.875,199.21,-0.3614
2021-10-28,2021,5,up,1025,15730.25,0.908333,30.875,197.5,0.2759
2021-10-28,2021,5,up,1055,15730.688,0.108333,21.688,197.5,0.0165
2021-10-28,2021,5,up,1085,15734.146,0.091667,20.729,197.5,0.0139
2021-10-28,2021,5,up,1255,15751.125,0.35,13.125,197.5,0.1063
2021-10-28,2021,5,dn,1155,15707.529,-0.392308,26.413,197.5,-0.1291
2021-10-29,2021,5,up,1070,15725.983,0.493333,25.417,195.71,0.1891
2021-10-29,2021,5,up,1175,15803.125,0.616667,14.875,195.71,0.3308
2021-10-29,2021,5,dn,1205,15787.898,-0.090909,16.761,195.71,-0.0255
2021-10-29,2021,5,dn,1250,15771.333,-0.305556,17.167,195.71,-0.0703
2021-11-01,2021,5,up,1105,15847.362,0.365,21.613,198.23,0.1841
2021-11-01,2021,5,up,1140,15858.393,0.078571,9.036,198.23,0.0139
2021-11-01,2021,5,up,1160,15865.688,0.275,10.188,198.23,0.0277
2021-11-01,2021,5,dn,1210,15823.426,-0.467647,23.191,198.23,-0.2005
2021-11-01,2021,5,dn,1235,15798.275,-0.73,20.225,198.23,-0.0921
2021-11-02,2021,5,up,1085,15952.458,0.294444,32.208,194.62,0.0681
2021-11-02,2021,5,up,1180,15943.466,0.295455,20.216,194.62,0.0835
2021-11-02,2021,5,up,1285,15942.025,0.263333,24.925,194.62,0.1015
2021-11-02,2021,5,dn,1110,15936.271,-0.358333,29.646,194.62,-0.1105
2021-11-02,2021,5,dn,1255,15921.625,-0.3,20.875,194.62,-0.0925
2021-11-03,2021,5,up,1065,15955.857,0.085714,13.679,189.34,0.0158
2021-11-03,2021,5,up,1095,15976.667,0.541667,15.958,189.34,0.0858
2021-11-03,2021,5,up,1140,15977.847,0.038889,8.986,189.34,0.0092
2021-11-03,2021,5,up,1200,15977.5,0.05,12.5,189.34,0.0158
2021-11-03,2021,5,up,1220,16036.156,3.1875,64.656,189.34,0.3367
2021-11-03,2021,5,up,1290,16069.821,0.771429,48.75,189.34,0.2852
2021-11-03,2021,5,dn,1075,15957.7,-0.04,16.55,189.34,-0.0053
2021-11-03,2021,5,dn,1175,15975.716,-0.054545,12.034,189.34,-0.0158
2021-11-03,2021,5,dn,1220,16001.25,-0.2,48.75,189.34,-0.0475
2021-11-04,2021,5,up,1215,16309.051,0.121622,46.774,184.29,0.1221
2021-11-04,2021,5,up,1265,16349.425,0.44,33.175,184.29,0.1194
2021-11-04,2021,5,dn,1070,16247.188,-1.425,25.312,184.29,-0.232
2021-11-04,2021,5,dn,1160,16299.125,-0.133333,17.125,184.29,-0.0217
2021-11-05,2021,5,up,1085,16434.732,0.314286,18.232,193.54,0.0568
2021-11-05,2021,5,up,1265,16355.516,0.11875,24.016,193.54,0.0245
2021-11-05,2021,5,dn,1065,16417.975,-0.29,16.825,193.54,-0.0375
2021-11-05,2021,5,dn,1190,16317.41,-0.908,39.03,193.54,-0.5865
2021-11-05,2021,5,dn,1285,16348.969,-0.20625,21.562,193.54,-0.0426
2021-11-08,2021,5,up,1065,16354.875,0.65,22.625,186.46,0.1046
2021-11-08,2021,5,up,1235,16365.062,0.375,24.062,186.46,0.1006
2021-11-08,2021,5,dn,1020,16325.35,-0.295,27.275,186.46,-0.0791
2021-11-08,2021,5,dn,1115,16337.417,-0.066667,26.417,186.46,-0.0215
2021-11-08,2021,5,dn,1245,16360.325,-0.09,20.925,186.46,-0.0241
2021-11-09,2021,5,up,1150,16225.075,0.26,23.575,186.7,0.0348
2021-11-09,2021,5,up,1240,16197.577,0.034615,36.192,186.7,0.0121
2021-11-09,2021,5,dn,1105,16199.812,-1.425,36.188,186.7,-0.229
2021-11-09,2021,5,dn,1270,16210.023,-0.090909,19.136,186.7,-0.0536
2021-11-09,2021,5,dn,1295,16195.45,-0.28,14.4,186.7,-0.0375
2021-11-10,2021,5,dn,1080,16130.5,-1.083333,32.5,194.14,-0.2511
2021-11-10,2021,5,dn,1140,16119.812,-0.2875,27.125,194.14,-0.0889
2021-11-10,2021,5,dn,1180,16036.406,-1.7625,36.344,194.14,-0.3631
2021-11-10,2021,5,dn,1265,15912.169,-1.529412,38.61,194.14,-0.6696
2021-11-11,2021,5,up,1075,16076.375,0.05,21.375,205.84,0.0134
2021-11-11,2021,5,up,1230,16061.938,0.375,14.188,205.84,0.0911
2021-11-11,2021,5,up,1260,16059.062,0.275,23.812,205.84,0.0401
2021-11-11,2021,5,dn,1115,16044.875,-0.453846,28.183,205.84,-0.1433
2021-11-11,2021,5,dn,1185,16032.875,-0.4125,13.812,205.84,-0.0401
2021-11-11,2021,5,dn,1290,16011.0,-1.133333,23.75,205.84,-0.2478
2021-11-12,2021,5,up,1065,16187.644,1.769231,27.394,202.14,0.5689
2021-11-12,2021,5,up,1100,16190.018,0.328571,14.911,202.14,0.0569
2021-11-12,2021,5,dn,1165,16172.539,-0.115625,18.273,202.14,-0.0458
2021-11-12,2021,5,dn,1255,16166.417,-0.394444,15.083,202.14,-0.0878
2021-11-15,2021,5,up,1055,16165.781,0.0125,18.656,199.71,0.0025
2021-11-15,2021,5,up,1075,16148.375,0.4875,52.938,199.71,0.0488
2021-11-15,2021,5,up,1140,16120.625,0.175,32.25,199.71,0.0351
2021-11-15,2021,5,up,1175,16152.143,0.328571,14.536,199.71,0.0576
2021-11-15,2021,5,up,1310,16170.815,0.246296,27.88,199.71,0.1665
2021-11-15,2021,5,dn,1020,16159.525,-0.835,25.55,199.71,-0.209
2021-11-15,2021,5,dn,1085,16110.375,-1.65625,42.219,199.71,-0.3317
2021-11-15,2021,5,dn,1120,16105.714,-0.307143,28.071,199.71,-0.0538
2021-11-15,2021,5,dn,1200,16134.875,-0.3625,12.812,199.71,-0.0363
2021-11-15,2021,5,dn,1225,16128.7,-0.28,12.4,199.71,-0.0351
2021-11-16,2021,5,up,1075,16306.023,1.336364,23.273,199.45,0.3685
2021-11-16,2021,5,up,1175,16302.188,0.225,10.938,199.45,0.0338
2021-11-16,2021,5,up,1230,16314.92,0.254545,12.648,199.45,0.0702
2021-11-16,2021,5,dn,1010,16220.304,-0.314286,30.268,199.45,-0.0552
2021-11-16,2021,5,dn,1290,16291.062,-0.591667,15.188,199.45,-0.089
2021-11-17,2021,5,up,1020,16345.562,0.891667,21.562,197.41,0.1355
2021-11-17,2021,5,up,1100,16370.008,0.534375,34.508,197.41,0.2166
2021-11-17,2021,5,dn,1130,16344.75,-0.2,42.75,197.41,-0.0962
2021-11-17,2021,5,dn,1170,16305.484,-0.41875,23.516,197.41,-0.0848
2021-11-17,2021,5,dn,1285,16315.479,-0.458333,18.854,197.41,-0.0697
2021-11-18,2021,5,up,1085,16459.25,1.517857,42.518,193.57,0.5489
2021-11-18,2021,5,up,1130,16468.333,0.244444,25.333,193.57,0.0568
2021-11-18,2021,5,dn,1220,16434.75,-0.1,19.25,193.57,-0.0336
2021-11-18,2021,5,dn,1250,16425.5,-0.366667,25.0,193.57,-0.0568
2021-11-19,2021,5,up,1075,16611.409,0.531818,22.818,189.89,0.154
2021-11-19,2021,5,up,1135,16610.975,0.36,22.925,189.89,0.0474
2021-11-19,2021,5,dn,1200,16552.5,-0.8,31.0,189.89,-0.337
2021-11-19,2021,5,dn,1295,16573.611,-0.105556,14.194,189.89,-0.025
2021-11-22,2021,5,up,1290,16577.971,0.746154,31.971,189.32,0.2562
2021-11-23,2021,5,up,1295,16249.82,0.878125,48.102,207.88,0.3379
2021-11-23,2021,5,dn,1195,16182.516,-0.143548,66.169,207.88,-0.107
2021-11-24,2021,5,up,1020,16239.25,0.85,44.0,214.29,0.1388
2021-11-24,2021,5,up,1070,16308.775,1.255,43.3,214.29,0.2928
2021-11-24,2021,5,up,1090,16314.938,0.225,26.188,214.29,0.021
2021-11-24,2021,5,up,1160,16307.562,0.175,27.062,214.29,0.0408
2021-11-24,2021,5,up,1185,16322.425,0.18,16.775,214.29,0.021
2021-11-24,2021,5,up,1220,16294.536,0.028571,43.393,214.29,0.0047
2021-11-24,2021,5,dn,1125,16291.263,-0.415,25.738,214.29,-0.0968
2021-11-24,2021,5,dn,1230,16264.857,-1.535714,36.893,214.29,-0.2508
2021-11-29,2021,5,up,1170,16410.634,0.92069,22.177,227.12,0.5878
2021-11-29,2021,5,up,1295,16428.775,0.92,22.775,227.12,0.1013
2021-11-29,2021,5,dn,1195,16397.922,-0.09375,17.328,227.12,-0.0165
2021-11-29,2021,5,dn,1255,16394.625,-0.1,20.125,227.12,-0.0264
2021-11-30,2021,5,up,1245,16197.576,0.730556,37.882,241.12,0.2727
2021-11-30,2021,5,dn,1110,16118.42,-0.610714,58.83,241.12,-0.1773
2021-12-01,2021,5,up,1055,16376.625,0.769231,62.413,244.54,0.2045
2021-12-01,2021,5,dn,1130,16341.018,-0.221429,27.839,244.54,-0.0317
2021-12-01,2021,5,dn,1175,16199.75,-2.8,51.25,244.54,-0.5152
2021-12-01,2021,5,dn,1205,16166.812,-1.758333,55.438,244.54,-0.2157
2021-12-01,2021,5,dn,1235,16152.312,-0.891667,54.688,244.54,-0.1094
2021-12-01,2021,5,dn,1305,15990.08,-2.432143,85.812,244.54,-0.6962
2021-12-02,2021,5,up,1125,16006.885,1.153846,71.673,280.46,0.2674
2021-12-02,2021,5,up,1285,16006.321,0.364286,41.143,280.46,0.0455
2021-12-02,2021,5,dn,1160,15976.575,-1.34,37.675,280.46,-0.1194
2021-12-02,2021,5,dn,1190,15944.083,-1.216667,39.833,280.46,-0.1301
2021-12-02,2021,5,dn,1270,15994.75,-0.45,47.25,280.46,-0.0642
2021-12-03,2021,5,up,1180,15632.672,0.00625,51.172,288.12,0.0009
2021-12-03,2021,5,dn,1025,15682.982,-2.235714,61.768,288.12,-0.2716
2021-12-03,2021,5,dn,1055,15667.688,-0.891667,53.062,288.12,-0.0928
2021-12-03,2021,5,dn,1100,15598.75,-1.5,60.75,288.12,-0.2343
2021-12-03,2021,5,dn,1220,15599.292,-0.733333,47.042,288.12,-0.1527
2021-12-03,2021,5,dn,1240,15585.906,-0.7375,48.469,288.12,-0.0512
2021-12-03,2021,5,dn,1280,15581.344,-0.2625,47.281,288.12,-0.0364
2021-12-06,2021,5,up,995,15762.05,3.39,76.8,320.58,0.2644
2021-12-06,2021,5,up,1085,15729.958,0.594444,46.708,320.58,0.0834
2021-12-06,2021,5,up,1165,15814.375,0.925,41.25,320.58,0.2308
2021-12-06,2021,5,up,1300,15861.375,0.311111,27.042,320.58,0.131
2021-12-06,2021,5,dn,1285,15851.773,-0.346875,31.977,320.58,-0.0866
2021-12-07,2021,5,up,1080,16300.679,0.457143,20.929,333.6,0.048
2021-12-07,2021,5,up,1115,16305.786,0.128571,15.393,333.6,0.0135
2021-12-07,2021,5,up,1155,16319.359,0.43125,23.609,333.6,0.0517
2021-12-07,2021,5,up,1210,16335.25,0.533333,17.0,333.6,0.048
2021-12-07,2021,5,dn,1060,16286.7,-0.14,25.05,333.6,-0.0105
2021-12-07,2021,5,dn,1255,16309.647,-0.129412,26.838,333.6,-0.033
2021-12-08,2021,5,up,1070,16302.375,0.15,40.625,366.38,0.0266
