trade_date,year,dow,full_rth,rth_same_sym,roll_in_day,on_ok,gap_ok,on_high,on_low,on_range,on_range_atr,rth_open,rth_close,prior_rth_close,gap,gap_atr,atr14_prior,on_compressed,p0930,p0935,p0940,p0945,p1000,p1005,p1010,p1015,p1030,p1045,p1100,p1200,oc_open,oc_high,oc_low,oc_close,oc_dir,oc_body,oc_body_atr,oc_range,arr5,morn_high_mod,morn_low_mod,morn_high,morn_low,rth_high_mod,rth_low_mod,rth_high,rth_low,oc_set_rth_high,oc_set_rth_low,p0945_is_high_sofar,p0945_is_low_sofar,fhw1030_hi_mod,fhw1030_lo_mod,fhw1015_hi_mod,fhw1015_lo_mod,fhw1100_hi_mod,fhw1100_lo_mod,fhw1130_hi_mod,fhw1130_lo_mod,or15_break_dir,or15_break_mod,vol_1000_5m_atr,vol_1100_5m_atr
2022-03-01,2022,1,True,True,False,True,True,14327.75,14070.25,257.5,0.5287265547877591,14175.0,14004.75,14234.25,-59.25,-0.1216584402764067,487.0192307692308,False,14175.0,14217.0,14240.5,14192.25,14204.75,14178.0,14189.25,14179.0,14242.75,14156.5,14151.75,14035.0,14175.0,14253.25,14153.75,14192.25,1.0,17.25,0.03541954590325765,99.5,0.010266535044422508,625,716,14273.0,14017.25,625,950,14273.0,13900.0,False,False,False,False,625,612,600,612,625,658,633,658,1.0,600.0,0.19917077986179665,0.09137216189536032
2022-03-02,2022,2,True,True,False,True,True,14145.0,13911.5,233.5,0.4702009836192541,14067.5,14237.25,14004.75,62.75,0.126360221507958,496.59615384615387,False,14067.5,14026.0,14023.0,14097.25,14074.75,14097.25,13990.0,13971.0,14088.25,14078.0,14048.0,14163.25,14067.5,14114.5,14011.0,14097.25,1.0,29.75,0.059907834101382486,103.5,0.18425434690005033,692,627,14223.0,13951.0,950,627,14290.0,13951.0,False,False,False,False,588,627,588,611,630,627,688,654,1.0,587.0,0.0649421058746079,0.25020330712930333
2022-03-03,2022,3,True,True,False,True,True,14391.0,14160.0,231.0,0.4696590553644041,14350.5,14035.5,14237.25,113.25,0.2302549264935877,491.84615384615387,False,14350.5,14319.25,14302.5,14277.25,14262.25,14268.5,14230.0,14219.75,14147.75,14089.75,14052.75,14115.5,14350.5,14355.5,14271.5,14277.25,-1.0,-73.25,-0.14892868314044416,84.0,0.06302783859868627,570,676,14355.5,14031.75,570,946,14355.5,13955.0,True,False,False,False,570,626,570,613,604,659,633,676,-1.0,588.0,0.07471848608070066,0.059469815451986235
2022-03-04,2022,4,True,True,False,True,True,14086.5,13745.25,341.25,0.7104536173279417,13935.0,13833.75,14035.5,-100.5,-0.2092324938943828,480.3269230769231,False,13935.0,13952.25,13950.75,13902.25,13922.75,13913.5,13861.0,13818.5,13829.75,13813.5,13781.5,13788.0,13935.0,13995.5,13889.5,13902.25,-1.0,-32.75,-0.06818272810986108,106.0,0.1275173159306562,577,673,13995.5,13733.75,577,673,13995.5,13733.75,True,False,False,False,577,619,577,613,601,659,638,673,-1.0,585.0,0.09732954317972535,0.06922368579092765
2022-03-07,2022,0,True,True,False,True,True,13848.0,13527.75,320.25,0.6678296438883542,13831.0,13320.25,13833.75,-2.75,-0.0057346807828039,479.5384615384616,False,13831.0,13813.0,13836.25,13757.75,13673.25,13673.0,13676.5,13617.75,13577.75,13565.5,13564.25,13555.75,13831.0,13879.75,13744.0,13757.75,-1.0,-73.25,-0.15275104266923323,135.75,0.19237247353224252,572,658,13879.75,13541.0,572,959,13879.75,13313.75,True,False,False,False,572,628,572,614,607,658,678,658,-1.0,586.0,0.07194417709335899,0.08237086942572985
2022-03-08,2022,1,True,True,False,True,True,13425.0,13103.25,321.75,0.652687836467192,13286.25,13254.5,13320.25,-34.0,-0.0689708980260591,492.96153846153845,False,13286.25,13241.0,13246.75,13346.0,13252.75,13183.25,13155.0,13172.75,13182.0,13183.75,13314.25,13224.0,13286.25,13373.75,13221.75,13346.0,1.0,59.75,0.12120621050167746,152.0,0.25762658968557384,586,692,13374.0,13118.25,787,692,13666.0,13118.25,False,False,False,False,586,608,586,608,658,635,664,635,1.0,586.0,0.1592416322072248,0.12424904423812125
2022-03-09,2022,2,True,True,False,True,True,13644.25,13189.75,454.5,0.8840097250794838,13603.25,13741.75,13254.5,348.75,0.6783242939966336,514.1346153846154,False,13603.25,13558.0,13586.25,13551.0,13568.5,13614.25,13611.5,13619.25,13629.75,13630.25,13665.25,13665.5,13603.25,13621.0,13524.75,13551.0,-1.0,-52.25,-0.10162708060594726,96.25,0.0773143818963905,658,593,13683.75,13496.0,933,593,13795.75,13496.0,False,False,False,False,624,593,603,593,658,600,658,675,-1.0,592.0,0.15949130353469235,0.08801196932859548
2022-03-10,2022,3,True,True,False,True,True,13778.0,13508.75,269.25,0.5133648663513365,13565.0,13591.25,13741.75,-176.75,-0.3369999633336999,524.4807692307693,False,13565.0,13531.5,13492.5,13529.25,13578.0,13518.0,13531.0,13552.0,13517.5,13481.75,13444.5,13462.5,13565.0,13579.0,13486.25,13529.25,-1.0,-35.75,-0.06816265170681626,92.75,0.002859971400285997,619,687,13611.75,13396.25,890,687,13636.0,13396.25,False,False,False,False,619,579,598,579,619,659,630,687,1.0,597.0,0.13775528911377552,0.04242290910424229
2022-03-14,2022,0,True,True,True,True,False,13447.5,13223.25,224.25,0.4250465391775258,13246.5,13048.5,13300.25,,,527.5892857142857,False,13246.5,13231.75,13229.5,13314.0,13271.5,13267.25,13333.75,13370.0,13337.5,13304.25,13365.75,13186.5,13246.5,13326.0,13200.0,13314.0,1.0,67.5,0.127940429852767,126.0,0.18290742934506687,625,710,13389.25,13171.5,625,954,13389.25,13015.5,False,False,False,False,625,579,614,579,625,600,656,689,1.0,588.0,0.15684548993061434,0.07060416314097141
2022-03-15,2022,1,True,True,True,True,True,13184.5,12942.5,242.0,0.4647302904564315,13155.5,13454.5,13048.5,107.0,0.2054799218133808,520.7321428571429,False,13155.5,13177.5,13143.0,13109.25,13182.75,13217.25,13197.25,13173.0,13260.25,13302.0,13288.75,13320.0,13155.5,13208.5,13091.0,13109.25,-1.0,-46.25,-0.08881725592400809,117.5,0.09985940125510098,695,586,13404.75,13087.5,954,586,13486.5,13087.5,False,False,False,False,629,586,605,586,645,613,689,630,-1.0,586.0,0.12002331881622715,0.0672130585370872
2022-03-16,2022,2,True,True,True,True,True,13720.25,13417.25,303.0,0.584297520661157,13618.75,13955.0,13454.5,164.25,0.3167355371900826,518.5714285714286,False,13618.75,13647.5,13680.25,13706.75,13721.5,13714.75,13696.5,13750.75,13821.75,13808.25,13831.5,13816.0,13618.75,13718.25,13612.25,13706.75,1.0,88.0,0.1696969696969697,106.0,0.07327823691460056,640,573,13866.5,13612.25,959,874,13957.5,13463.0,False,False,False,False,625,573,613,573,640,610,640,644,1.0,585.0,0.10413223140495868,0.08725895316804408
2022-03-17,2022,3,True,True,False,True,True,14022.25,13832.5,189.75,0.3882211099338716,13872.25,14119.5,13955.0,-82.75,-0.1693032771911877,488.7678571428572,False,13872.25,13875.75,13893.5,13890.25,13979.0,13992.0,13999.75,13964.0,13949.5,13905.5,13876.75,13924.0,13872.25,13901.5,13819.0,13890.25,1.0,18.0,0.03682729896605896,82.5,0.01636768842935954,611,572,14012.75,13819.0,959,572,14122.0,13819.0,False,True,False,False,611,572,611,572,611,654,630,661,1.0,585.0,0.0746775784589529,0.07160863687844798
2022-03-18,2022,4,True,True,False,True,True,14072.25,13966.5,105.75,0.2203452894776008,14046.5,14410.25,14119.5,-73.0,-0.1521059681500223,479.9285714285714,False,14046.5,14013.25,14058.0,14067.25,14151.5,14179.5,14203.25,14224.75,14209.25,14170.0,14208.25,14240.5,14046.5,14079.0,13995.0,14067.25,1.0,20.75,0.04323560053579402,84.0,0.042714689685965174,696,574,14277.75,13995.0,935,574,14424.0,13995.0,False,True,False,False,612,574,612,574,612,640,674,640,1.0,585.0,0.10887036761422832,0.08542937937193035
2022-03-21,2022,0,True,True,False,True,True,14435.0,14307.0,128.0,0.2728691613689139,14371.5,14372.75,14410.25,-38.75,-0.0826068750237923,469.0892857142857,False,14371.5,14404.0,14425.25,14440.75,14303.0,14283.5,14289.25,14267.5,14232.5,14278.0,14345.0,14441.25,14371.5,14466.75,14358.0,14440.75,1.0,69.25,0.14762647988122882,108.75,0.08846929841257756,582,628,14466.75,14228.0,582,801,14466.75,14183.75,True,False,False,False,582,628,582,614,658,628,689,630,-1.0,592.0,0.07940918953900034,0.06448665727663785
2022-03-22,2022,1,True,True,False,True,True,14448.25,14293.5,154.75,0.3373297002724795,14390.5,14655.0,14372.75,17.75,0.038692098092643,458.75,False,14390.5,14419.25,14485.5,14471.25,14468.25,14531.0,14543.5,14542.0,14586.5,14616.25,14613.75,14624.75,14390.5,14489.25,14374.0,14471.25,1.0,80.75,0.1760217983651226,115.25,0.004904632152588556,686,570,14684.75,14374.0,950,570,14690.75,14374.0,False,True,False,False,628,570,611,570,648,600,686,630,1.0,600.0,0.13841961852861034,0.07738419618528611
2022-03-23,2022,2,True,True,False,True,True,14677.0,14520.0,157.0,0.341238113720163,14531.75,14444.0,14655.0,-123.25,-0.2678827867261789,460.0892857142857,False,14531.75,14506.75,14481.75,14510.0,14492.25,14484.75,14529.0,14563.5,14576.0,14562.0,14589.0,14652.75,14531.75,14547.0,14470.75,14510.0,-1.0,-21.75,-0.047273432951678636,76.25,0.02390840287211333,719,590,14654.0,14460.75,723,959,14682.25,14441.0,False,False,False,False,618,590,614,590,637,600,682,647,-1.0,585.0,0.0988938482437415,0.07824568212691636
2022-03-24,2022,3,True,True,False,True,True,14571.25,14448.25,123.0,0.2756743776514848,14523.75,14766.5,14444.0,79.75,0.1787400944528936,446.1785714285714,False,14523.75,14498.75,14496.0,14529.0,14481.0,14535.75,14528.75,14513.5,14453.0,14519.0,14521.5,14634.25,14523.75,14551.0,14472.0,14529.0,1.0,5.25,0.011766589290002403,79.0,0.12326903065716803,702,630,14664.0,14433.5,959,630,14768.75,14433.5,False,False,False,False,605,619,605,590,605,630,687,630,-1.0,590.0,0.14624189546145844,0.15856879852717523
2022-03-25,2022,4,True,True,False,True,True,14840.5,14693.25,147.25,0.3309519987156847,14763.25,14755.25,14766.5,-3.25,-0.0073045432653716,444.9285714285714,False,14763.25,14743.25,14720.25,14742.25,14721.0,14713.0,14736.75,14713.5,14744.25,14792.25,14747.25,14604.5,14763.25,14788.5,14713.25,14742.25,-1.0,-21.0,-0.04719858725317066,75.25,0.015732862417723554,648,688,14808.0,14572.5,648,688,14808.0,14572.5,False,False,False,False,572,603,572,603,648,603,648,688,-1.0,597.0,0.0876545191844598,0.12586289934178843
2022-03-28,2022,0,True,True,False,True,True,14812.5,14658.75,153.75,0.3629236216489631,14753.25,14987.25,14755.25,-2.0,-0.0047209576799865,423.6428571428572,False,14753.25,14803.0,14857.5,14857.0,14887.0,14845.0,14843.5,14838.25,14828.0,14829.5,14874.5,14735.25,14753.25,14884.5,14749.75,14857.0,1.0,103.75,0.24489967964930023,134.75,0.06373292867981789,596,710,14912.25,14718.0,959,739,14988.0,14701.0,False,False,False,False,596,570,596,570,600,628,661,638,1.0,595.0,0.1622829202495363,0.1788062721294891
2022-03-29,2022,1,True,True,False,True,True,15173.5,14956.5,217.0,0.5332163229486617,15147.75,15241.5,14987.25,160.5,0.3943835015357613,406.9642857142857,False,15147.75,15204.5,15160.5,15157.75,15152.25,15126.75,15094.25,15050.5,15097.0,15077.75,15128.75,15149.0,15147.75,15219.5,15137.0,15157.75,1.0,10.0,0.02457218078104432,82.5,0.028872312417727072,573,614,15219.5,15032.5,935,614,15268.75,15032.5,False,False,False,False,573,614,573,614,601,614,687,642,-1.0,588.0,0.1462044756472137,0.07371654234313295
2022-03-30,2022,2,True,True,False,True,True,15262.25,15127.0,135.25,0.3504048114735137,15166.0,15080.75,15241.5,-75.5,-0.1956049040018505,385.9821428571428,False,15166.0,15192.75,15151.0,15181.5,15188.25,15182.5,15163.0,15219.25,15213.25,15207.0,15157.5,15154.25,15166.0,15197.5,15141.25,15181.5,1.0,15.5,0.04015729817256536,56.25,0.08614388156372892,637,672,15234.75,15096.25,637,924,15234.75,15012.25,False,False,False,False,615,578,614,578,637,608,637,672,1.0,588.0,0.08679157992135093,0.07448531112653252
2022-03-31,2022,3,True,True,False,True,True,15180.75,15072.25,108.5,0.2881259484066767,15080.25,14870.0,15080.75,-0.5,-0.0013277693474962,376.57142857142856,False,15080.25,15033.0,15025.25,15008.0,15026.25,14980.5,15008.75,15026.5,15018.0,15049.25,15076.75,15046.5,15080.25,15090.0,14987.0,15008.0,-1.0,-72.25,-0.19186267071320182,103.0,0.10157435508345979,657,603,15095.25,14966.0,657,959,15095.25,14855.5,False,False,False,False,570,603,570,603,657,603,657,630,-1.0,586.0,0.160660091047041,0.08962443095599393
2022-04-01,2022,4,True,True,False,True,True,14960.0,14875.5,84.5,0.2357395506401634,14899.25,14859.75,14870.0,29.25,0.0816021521446719,358.44642857142856,True,14899.25,14885.25,14868.0,14876.25,14838.75,14828.5,14841.75,14875.0,14841.25,14863.5,14889.75,14764.75,14899.25,14932.0,14856.25,14876.25,-1.0,-23.0,-0.06416579484880187,75.75,0.032780351716235744,572,719,14932.0,14754.5,572,796,14932.0,14725.0,True,False,False,False,572,603,572,603,659,603,659,688,-1.0,590.0,0.09903850944054203,0.06904797489164549
2022-04-04,2022,0,True,True,False,True,True,14939.0,14801.0,138.0,0.4007259528130671,14895.25,15164.75,14859.75,35.5,0.1030852994555353,344.375,False,14895.25,14910.75,14957.75,14991.0,15047.5,15048.25,15042.75,15033.75,15045.75,15043.75,15060.5,15109.0,14895.25,14995.0,14883.5,14991.0,1.0,95.75,0.27803992740471867,111.5,0.10816696914700545,715,572,15120.5,14883.5,959,572,15167.0,14883.5,False,True,False,False,612,572,612,572,638,618,670,635,1.0,585.0,0.06533575317604355,0.10526315789473684
2022-04-05,2022,1,True,True,False,True,True,15198.0,15100.25,97.75,0.2947289075539762,15105.25,14831.5,15164.75,-59.5,-0.1794002045980725,331.6607142857143,False,15105.25,15109.5,15115.0,15086.0,15070.25,15070.0,14969.5,14976.25,14965.25,14925.5,14965.5,14891.5,15105.25,15136.25,15079.75,15086.0,-1.0,-19.25,-0.05804124266408227,56.5,0.10628331448877402,572,718,15136.25,14888.5,572,950,15136.25,14780.25,True,False,False,False,572,617,572,613,603,643,654,643,-1.0,591.0,0.16130942766381307,0.09799170839390513
2022-04-06,2022,2,True,True,False,True,True,14861.25,14581.25,280.0,0.8671127578388542,14602.75,14505.5,14831.5,-228.75,-0.7084001548415639,322.9107142857143,False,14602.75,14602.25,14583.75,14534.25,14506.5,14468.0,14464.5,14474.75,14463.5,14504.75,14474.75,14496.5,14602.75,14643.5,14534.25,14534.25,-1.0,-68.5,-0.2121329425427197,109.25,0.15329314826079743,571,671,14643.5,14446.25,904,858,14652.75,14394.75,False,False,False,True,571,610,571,610,646,610,646,671,-1.0,585.0,0.15329314826079743,0.10219543217386495
2022-04-07,2022,3,True,True,False,True,True,14604.0,14433.75,170.25,0.5088327907349095,14467.25,14542.75,14505.5,-38.25,-0.1143192613545391,334.5892857142857,False,14467.25,14537.5,14559.0,14505.75,14559.5,14550.0,14523.25,14555.75,14516.0,14449.75,14471.0,14377.0,14467.25,14578.0,14459.25,14505.75,1.0,38.5,0.1150664460692747,118.75,0.0418423440251908,601,714,14608.0,14355.5,915,770,14633.75,14317.0,False,False,False,False,601,570,601,570,601,649,636,689,1.0,600.0,0.2136948284143673,0.12702140150504349
2022-04-08,2022,4,True,True,False,True,True,14642.25,14461.0,181.25,0.5584901507648289,14468.0,14336.25,14542.75,-74.75,-0.2303290414878397,324.5357142857143,False,14468.0,14417.0,14392.25,14371.5,14323.25,14365.0,14385.75,14363.75,14406.5,14384.0,14468.75,14446.5,14468.0,14476.75,14363.5,14371.5,-1.0,-96.5,-0.29734785957961923,113.25,0.08858809287993838,663,598,14495.75,14312.5,749,959,14498.25,14310.5,False,False,False,False,572,598,572,598,659,600,663,649,-1.0,585.0,0.15945856718388907,0.14405194233520413
2022-04-11,2022,0,True,True,False,True,True,14382.0,14128.0,254.0,0.7743480864499972,14158.25,14000.5,14336.25,-178.0,-0.5426533834177146,328.0178571428572,False,14158.25,14125.0,14109.25,14161.0,14138.25,14138.75,14159.25,14140.75,14079.75,14047.25,14049.0,14074.0,14158.25,14178.0,14099.0,14161.0,1.0,2.75,0.00838368991235233,79.0,0.1813925635581686,589,650,14197.0,14033.75,589,954,14197.0,13984.75,False,False,False,False,589,629,589,580,602,650,634,650,1.0,586.0,0.19815994338287327,0.0861233600087103
2022-04-12,2022,1,True,True,False,True,True,14284.25,13902.75,381.5,1.1630464369317872,14199.75,13941.75,14000.5,199.25,0.6074364418313463,328.0178571428572,False,14199.75,14159.5,14157.5,14176.0,14259.25,14262.25,14245.0,14249.25,14189.5,14142.5,14116.75,14156.25,14199.75,14203.0,14113.0,14176.0,-1.0,-23.75,-0.07240459469758831,90.0,0.1295661168272633,611,669,14277.5,14085.25,611,913,14277.5,13881.25,False,False,False,False,611,576,611,576,611,650,630,669,1.0,587.0,0.08536120638031464,0.14709565028036362
2022-04-13,2022,2,True,True,False,True,True,14098.75,13925.5,173.25,0.5102019352124527,13952.75,14221.75,13941.75,11.0,0.0323937736642827,339.57142857142856,False,13952.75,13949.25,13993.0,14020.0,14015.0,14034.5,14014.25,14029.75,14073.75,14079.5,14067.0,14153.25,13952.75,14029.75,13921.0,14020.0,1.0,67.25,0.19804375262936474,108.75,0.1082246529238536,686,571,14174.5,13921.0,936,571,14266.5,13921.0,False,True,False,False,624,571,588,571,630,601,686,641,1.0,585.0,0.12442153975599496,0.2171855279764409
2022-04-14,2022,3,True,True,False,True,True,14296.25,14176.25,120.0,0.3526263315317206,14224.0,13893.5,14221.75,2.25,0.0066117437162197,340.30357142857144,False,14224.0,14227.25,14177.25,14135.75,14115.25,14123.75,14046.5,14057.75,14063.5,14041.75,14045.25,14019.75,14224.0,14246.75,14133.75,14135.75,-1.0,-88.25,-0.2593272813139529,113.0,0.12782704518024873,575,703,14246.75,14009.75,575,958,14246.75,13885.5,True,False,False,False,575,609,575,609,604,652,685,652,-1.0,585.0,0.09991079393398751,0.11239964317573595
2022-04-18,2022,0,True,True,False,True,True,13903.75,13729.5,174.25,0.4971469329529244,13850.25,13917.0,13893.5,-43.25,-0.1233951497860199,350.5,False,13850.25,13911.5,13884.75,13900.0,13866.5,13917.25,13892.25,13945.25,13980.0,13979.0,13940.0,13875.0,13850.25,13932.25,13848.75,13900.0,1.0,49.75,0.1419400855920114,83.5,0.10199714693295292,626,595,14002.5,13827.0,626,754,14002.5,13786.0,False,False,False,False,626,595,613,595,626,600,640,688,-1.0,593.0,0.25463623395149787,0.07988587731811697
2022-04-19,2022,1,True,True,False,True,True,14019.0,13828.0,191.0,0.5512549605731073,13875.5,14212.25,13917.0,-41.5,-0.1197752924805442,346.48214285714283,False,13875.5,13905.75,13847.75,13909.75,14014.75,14022.75,14046.75,14070.25,14081.25,14140.0,14136.0,14174.5,13875.5,13928.0,13833.5,13909.75,1.0,34.25,0.09885069319177447,94.5,0.23161366798948618,714,580,14196.5,13833.5,951,580,14242.0,13833.5,False,True,False,False,627,580,612,580,648,600,685,630,1.0,587.0,0.09235685203319074,0.059887646240272124
2022-04-20,2022,2,True,True,False,True,True,14298.0,14042.25,255.75,0.7229681978798587,14251.75,14003.5,14212.25,39.5,0.111660777385159,353.75,False,14251.75,14215.25,14193.75,14126.75,14086.75,14077.75,14062.5,14094.75,14108.75,14123.75,14127.0,14044.75,14251.75,14270.0,14123.75,14126.75,-1.0,-125.0,-0.35335689045936397,146.25,0.1978798586572438,571,713,14270.0,14021.5,571,895,14270.0,13956.5,True,False,False,False,571,608,571,608,652,608,652,685,-1.0,585.0,0.14982332155477032,0.11943462897526502
2022-04-21,2022,3,True,True,False,True,True,14193.75,14054.5,139.25,0.3864988104678826,14172.5,13722.0,14003.5,169.0,0.4690721649484536,360.2857142857143,False,14172.5,14259.75,14259.75,14268.0,14205.25,14206.5,14172.0,14147.75,14172.75,14139.0,14095.25,13965.0,14172.5,14283.0,14164.5,14268.0,1.0,95.5,0.26506740681998414,118.5,0.0499603489294211,576,719,14283.0,13963.25,576,950,14283.0,13680.0,True,False,False,False,576,621,576,614,603,655,635,655,-1.0,607.0,0.06314432989690721,0.08396114195083268
2022-04-22,2022,4,True,True,False,True,True,13781.0,13612.25,168.75,0.443932916803683,13725.5,13356.75,13722.0,3.5,0.009207497533706,380.125,False,13725.5,13749.0,13671.5,13638.75,13667.75,13676.25,13736.75,13674.25,13591.0,13615.5,13611.75,13513.75,13725.5,13777.75,13616.25,13638.75,-1.0,-86.75,-0.2282144031568563,161.5,0.14534692535350213,574,719,13777.75,13512.5,574,959,13777.75,13340.0,True,False,False,False,574,629,574,584,608,629,669,664,-1.0,620.0,0.22624136797106215,0.13877014140085497
2022-04-25,2022,0,True,True,False,True,True,13360.0,13184.0,176.0,0.4457509836732848,13289.0,13530.75,13356.75,-67.75,-0.1715888019537786,394.8392857142857,False,13289.0,13297.75,13306.0,13265.75,13249.25,13271.25,13323.0,13302.0,13392.5,13397.75,13328.5,13267.0,13289.0,13366.25,13262.0,13265.75,-1.0,-23.25,-0.05888471801365836,104.25,0.10637239383112478,637,586,13466.75,13236.0,959,586,13543.25,13236.0,False,False,False,False,629,586,577,586,637,600,637,676,-1.0,585.0,0.09307584460223418,0.0861109854823391
2022-04-26,2022,1,True,True,False,True,True,13583.75,13427.75,156.0,0.3955805107770331,13443.25,13009.0,13530.75,-87.5,-0.2218800941858359,394.3571428571428,False,13443.25,13374.25,13344.5,13322.5,13267.75,13219.75,13253.5,13220.0,13211.25,13161.0,13145.5,13103.0,13443.25,13450.75,13318.75,13322.5,-1.0,-120.75,-0.3061945299764536,132.0,0.0652961420032603,570,717,13450.75,13096.25,570,959,13450.75,13006.25,True,False,False,False,570,627,570,604,600,642,632,680,-1.0,585.0,0.16926281470748056,0.08558232204310814
2022-04-27,2022,2,True,True,False,True,True,13183.5,12878.25,305.25,0.7522774281564933,13021.75,13001.75,13009.0,12.75,0.0314219073185758,405.7678571428572,False,13021.75,13096.0,13131.25,13203.5,13177.0,13107.0,13077.75,13005.75,12963.5,13062.0,13047.5,13086.5,13021.75,13205.0,13010.0,13203.5,1.0,181.75,0.4479162082471504,195.0,0.18175416978391934,590,632,13255.25,12930.25,590,632,13255.25,12930.25,False,False,False,False,590,618,590,614,601,632,662,632,1.0,585.0,0.29203890331382293,0.2445979844210711
2022-04-28,2022,3,True,True,False,True,True,13347.25,13132.75,214.5,0.5370892018779343,13212.75,13463.0,13001.75,211.0,0.5283255086071987,399.375,False,13212.75,13215.25,13178.0,13121.5,13135.25,13089.75,13110.0,13105.0,13065.0,13061.5,13105.5,13137.5,13212.75,13280.75,13117.0,13121.5,-1.0,-91.25,-0.22848200312989045,163.75,0.15273865414710486,571,641,13280.75,13033.0,925,641,13542.0,13033.0,False,False,False,False,571,629,571,601,622,641,679,641,-1.0,588.0,0.1758998435054773,0.12331768388106416
2022-04-29,2022,4,True,True,False,True,True,13420.5,13177.75,242.75,0.5876199533154665,13287.5,12855.25,13463.0,-175.5,-0.4248292556410478,413.1071428571428,False,13287.5,13335.5,13314.75,13279.0,13422.75,13384.25,13364.0,13349.75,13230.75,13209.5,13210.0,13172.0,13287.5,13374.25,13226.75,13279.0,-1.0,-8.5,-0.020575775914238786,147.5,0.11740295668712719,599,673,13433.0,13154.5,599,959,13433.0,12831.75,False,False,False,False,599,629,599,571,600,652,632,673,1.0,595.0,0.14705628079882427,0.0829082735367857
2022-05-02,2022,0,True,True,False,True,True,12980.25,12766.0,214.25,0.4955394019494465,12840.75,13070.25,12855.25,-14.5,-0.0335370890467536,432.3571428571428,False,12840.75,12820.25,12808.5,12913.5,12928.0,12930.75,12852.0,12821.0,12983.0,12970.0,12907.75,12905.5,12840.75,12935.75,12742.75,12913.5,1.0,72.75,0.1682636709069883,193.0,0.29431686766892456,631,578,13046.5,12742.75,958,883,13082.0,12709.75,False,False,False,False,629,578,597,578,631,615,631,677,1.0,588.0,0.15380802907649102,0.11795803733685778
2022-05-03,2022,1,True,True,False,True,True,13171.5,13002.25,169.25,0.3930822826808228,13073.25,13089.75,13070.25,3.0,0.0069674850696748,430.57142857142856,False,13073.25,13058.0,13014.0,13013.5,13112.0,13139.75,13065.0,13078.0,13071.75,12997.75,13026.25,13105.5,13073.25,13080.0,12989.75,13013.5,-1.0,-59.75,-0.13876907763769078,90.25,0.03251493032514931,603,585,13152.25,12968.5,825,585,13183.75,12968.5,False,False,False,False,603,585,603,585,603,647,685,647,-1.0,585.0,0.10218978102189781,0.1561877903118779
2022-05-04,2022,2,True,True,False,True,True,13155.5,13080.25,75.25,0.1803861136081503,13106.75,13533.0,13089.75,17.0,0.0407516801506784,417.1607142857143,True,13106.75,13073.5,13075.5,13083.0,13017.5,12998.5,12979.75,12962.75,12962.25,12961.25,12933.5,12959.5,13106.75,13114.25,13057.5,13083.0,-1.0,-23.75,-0.05693249432815376,56.75,0.02337228714524207,570,691,13114.25,12883.0,953,691,13555.25,12883.0,False,False,False,False,570,622,570,614,600,652,647,675,-1.0,588.0,0.08210264971533753,0.09828346389281281
2022-05-05,2022,3,True,True,False,True,True,13548.0,13332.75,215.25,0.4886492622020431,13342.5,12858.75,13533.0,-190.5,-0.4324631101021566,440.5,False,13342.5,13299.75,13285.75,13248.5,13174.75,13102.25,13101.5,13102.0,13013.25,12988.0,12982.75,12841.25,13342.5,13346.25,13247.25,13248.5,-1.0,-94.0,-0.2133938706015891,99.0,0.08740068104426787,570,714,13346.25,12838.0,570,931,13346.25,12705.25,True,False,False,False,570,626,570,611,600,643,630,685,-1.0,585.0,0.170261066969353,0.1282633371169126
2022-05-06,2022,4,True,True,False,True,True,12894.75,12708.25,186.5,0.3956660100015154,12760.0,12693.25,12858.75,-98.75,-0.2095014396120624,471.3571428571428,False,12760.0,12684.75,12592.5,12602.0,12550.5,12604.75,12608.75,12672.75,12714.0,12697.5,12840.0,12712.5,12760.0,12792.75,12581.25,12602.0,-1.0,-158.0,-0.33520230337929996,211.5,0.006364600697075316,684,597,12928.75,12519.0,684,597,12928.75,12519.0,False,False,False,False,619,597,571,597,659,600,684,638,-1.0,586.0,0.14744658281557815,0.1554023336869223
2022-05-09,2022,0,True,True,False,True,True,12637.25,12343.75,293.5,0.6100285788516497,12449.25,12196.75,12693.25,-244.0,-0.5071447129124448,481.125,False,12449.25,12474.25,12514.0,12509.75,12451.75,12430.0,12372.5,12421.5,12346.75,12345.25,12302.75,12325.0,12449.25,12555.75,12421.5,12509.75,1.0,60.5,0.12574694725902832,134.25,0.05507924136139257,579,693,12555.75,12238.25,579,951,12555.75,12135.25,True,False,False,False,579,629,579,610,602,640,649,686,-1.0,588.0,0.13042348661990127,0.08054040010392309
2022-05-10,2022,1,True,True,False,True,True,12518.0,12102.25,415.75,0.8529767356658728,12496.5,12342.5,12196.75,299.75,0.6149844293826708,487.4107142857143,False,12496.5,12477.75,12453.75,12398.25,12463.75,12505.0,12488.5,12465.75,12428.25,12356.25,12268.75,12269.25,12496.5,12547.0,12393.0,12398.25,-1.0,-98.25,-0.20157538010624657,154.0,0.12463821212676314,571,689,12547.0,12170.0,571,689,12547.0,12170.0,True,False,False,False,571,589,571,589,606,650,633,689,-1.0,585.0,0.1579776515845393,0.16567136838248764
