sm,n,mean_r,std_r,mabs_r,tstat,mean_2021,mean_2022,mean_2023,mean_2024,mean_2025,mean_2026,et
12,1409,0.023491838183079154,4.612652117825791,2.855003548616061,0.19117090472876616,-0.2767441860465173,-0.012403100775210719,0.06124031007750246,-0.044787644787695355,-0.010077519379881623,0.8991525423728074,18:12
13,1409,0.04826117814054585,4.417365101017741,2.612633073101509,0.4101003315536399,0.17054263565892883,0.039534883721017655,0.086046511627938,-0.05212355212358022,-0.3910852713178492,0.8983050847458244,18:13
14,1410,-0.07695035460994457,4.70913860959133,2.64801418439713,-0.61359061466587,-0.3555984555983938,0.4062015503874954,-0.1031007751938633,-0.19150579150574376,-0.44651162790696547,0.5949152542372018,18:14
15,1410,0.2834042553191505,4.738721710177406,2.8961702127659072,2.2457154067825558,0.23281853281853002,0.15968992248067937,0.14728682170542637,0.47722007722008564,0.45503875968988583,0.16186440677961786,18:15
16,1410,-0.1497163120567314,4.451913676219941,2.623758865248232,-1.2627923501434437,-0.346718146718172,-0.4945736434108612,-0.028294573643379832,0.0444015444015444,-0.03372093023254686,0.09152542372886906,18:16
17,1410,-0.23127659574468756,4.265436771606469,2.6355319148936083,-2.035999813445658,-0.15791505791509164,-0.35658914728684993,-0.26899224806204936,0.07104247104246261,-0.4484496124030331,-0.2245762711864407,18:17
18,1410,-0.09241134751770934,4.381690531735412,2.4756737588652538,-0.7919416028766706,0.003088803088870511,-0.05581395348829313,-0.09883720930226918,-0.10115830115828991,-0.0848837209302946,-0.36525423728821577,18:18
19,1410,-0.08028368794328357,3.886591962457799,2.4224113475177167,-0.7756537961353661,-0.208108108108198,-0.06821705426364486,0.024806201550336835,0.04324324324321796,0.05775193798454407,-0.6288135593218551,18:19
20,1410,0.3397872340425754,4.1738087387127445,2.5839007092198836,3.056919980255046,0.411969111969185,-0.015116279069773083,0.48100775193802114,0.5424710424710846,-0.06821705426357436,1.0957627118643698,18:20
21,1410,-0.14631205673759587,4.123702961585188,2.4785106382978808,-1.3323008255202162,-0.19227799227800352,-0.0228682170541846,-0.13100775193800987,0.1289575289574784,-0.518992248062007,-0.13813559322042532,18:21
22,1410,-0.04695035460993992,3.9682026842935376,2.4594326241134747,-0.44427777332359225,-0.004247104247112675,-0.006589147286880928,0.18992248062012684,-0.30347490347489786,-0.007751937984524325,-0.26949152542359933,18:22
23,1409,-0.09127040454221975,4.07678280054527,2.3294535131298852,-0.840364886956004,-0.272586872586881,-0.15077519379841295,-0.28255813953483294,0.03333333333335589,0.21162790697671036,-0.07966101694919571,18:23
24,1408,-0.004829545454513932,3.876644368762007,2.3549715909090696,-0.04674677160519582,-0.2806949806949554,-0.20387596899224242,0.15077519379848345,0.06899224806204088,0.5486381322957765,-0.6711864406779106,18:24
25,1408,0.18821022727271178,3.9003591298966396,2.4507102272727055,1.8106726827142623,0.04092664092663531,-0.02286821705432561,0.12256809338517154,0.14324324324325166,0.33190661478606015,0.9016949152541263,18:25
26,1409,-0.045919091554327905,3.7440389370227067,2.2850958126330347,-0.4603714971894096,-0.01930501930507549,-0.2317829457363749,0.14163424124511353,0.631274131274047,-0.37906976744194226,-0.864406779661017,18:26
