trade_date,year,dow,full_rth,roll_in_day,sym_rth_first,sym_rth_last,rth_same_sym,same_sym_prev_rth,on_ok,gap_ok,n_on,n_rth,on_high,on_low,on_range,on_range_atr,rth_open,rth_close,rth_high,rth_low,prior_rth_close,prior_td,gap,gap_atr,atr14_prior,on_terc_lo_boundary,on_compressed
2022-05-03,2022,1,True,False,NQM2,NQM2,True,True,True,True,930,390,13171.5,13002.25,169.25,0.39308228268082285,13073.25,13089.75,13183.75,12968.5,13070.25,2022-05-02,3.0,0.006967485069674851,430.57142857142856,98.75,False
2022-05-04,2022,2,True,False,NQM2,NQM2,True,True,True,True,930,390,13155.5,13080.25,75.25,0.18038611360815035,13106.75,13533.0,13555.25,12883.0,13089.75,2022-05-03,17.0,0.04075168015067848,417.1607142857143,98.75,True
2022-05-05,2022,3,True,False,NQM2,NQM2,True,True,True,True,930,390,13548.0,13332.75,215.25,0.48864926220204313,13342.5,12858.75,13346.25,12705.25,13533.0,2022-05-04,-190.5,-0.43246311010215666,440.5,97.75000000000001,False
2022-05-06,2022,4,True,False,NQM2,NQM2,True,True,True,True,930,390,12894.75,12708.25,186.5,0.3956660100015154,12760.0,12693.25,12928.75,12519.0,12858.75,2022-05-05,-98.75,-0.20950143961206244,471.35714285714283,97.75000000000001,False
2022-05-09,2022,0,True,False,NQM2,NQM2,True,True,True,True,930,390,12637.25,12343.75,293.5,0.6100285788516497,12449.25,12196.75,12555.75,12135.25,12693.25,2022-05-06,-244.0,-0.5071447129124448,481.125,97.75000000000001,False
2022-05-10,2022,1,True,False,NQM2,NQM2,True,True,True,True,930,390,12518.0,12102.25,415.75,0.8529767356658728,12496.5,12342.5,12547.0,12170.0,12196.75,2022-05-09,299.75,0.6149844293826708,487.4107142857143,97.75000000000001,False
2022-05-11,2022,2,True,False,NQM2,NQM2,True,True,True,True,930,390,12553.25,12101.25,452.0,0.9135267792695251,12245.5,11974.75,12478.5,11938.5,12342.5,2022-05-10,-97.0,-0.1960444636927963,494.7857142857143,98.75,False
2022-05-12,2022,3,True,False,NQM2,NQM2,True,True,True,True,930,390,12072.25,11755.5,316.75,0.6390920554854981,11791.75,11948.0,12132.75,11689.0,11974.75,2022-05-11,-183.0,-0.36923076923076925,495.625,98.75,False
2022-05-13,2022,4,True,False,NQM2,NQM2,True,True,True,True,930,390,12207.5,11891.5,316.0,0.6373262263199597,12132.0,12384.5,12432.0,12064.75,11948.0,2022-05-12,184.0,0.37110134697111574,495.82142857142856,98.75,False
2022-05-16,2022,0,True,False,NQM2,NQM2,True,True,True,True,930,390,12498.75,12230.25,268.5,0.5277456038749079,12311.5,12247.5,12403.0,12190.25,12384.5,2022-05-13,-73.0,-0.14348390719876453,508.76785714285717,98.75,False
2022-05-17,2022,1,True,False,NQM2,NQM2,True,True,True,True,930,390,12544.0,12234.0,310.0,0.6332299835856283,12491.25,12563.25,12578.0,12328.5,12247.5,2022-05-16,243.75,0.4979026080612803,489.55357142857144,99.25,False
2022-05-18,2022,2,True,False,NQM2,NQM2,True,True,True,True,930,390,12594.0,12357.75,236.25,0.4849173477989957,12368.25,11940.75,12399.75,11887.5,12563.25,2022-05-17,-195.0,-0.40024923945313934,487.19642857142856,99.75000000000001,False
2022-05-19,2022,3,True,False,NQM2,NQM2,True,True,True,True,930,390,11953.5,11704.0,249.5,0.4977024186941189,11864.25,11876.25,12076.75,11795.25,11940.75,2022-05-18,-76.5,-0.15260214440921882,501.30357142857144,100.50000000000001,False
2022-05-20,2022,4,True,False,NQM2,NQM2,True,True,True,True,930,390,12096.75,11895.0,201.75,0.41599469789020216,12026.25,11835.5,12053.0,11491.25,11876.25,2022-05-19,150.0,0.3092897382083287,484.98214285714283,100.50000000000003,False
2022-05-23,2022,0,True,False,NQM2,NQM2,True,True,True,True,930,390,12045.75,11858.0,187.75,0.37427025487683324,11884.75,12034.75,12054.0,11783.75,11835.5,2022-05-20,49.25,0.09817741705823721,501.64285714285717,102.00000000000003,False
2022-05-24,2022,1,True,False,NQM2,NQM2,True,True,True,True,930,390,11918.0,11753.5,164.5,0.3253743995478949,11816.5,11781.75,11847.5,11576.25,12034.75,2022-05-23,-218.25,-0.43168974286521616,505.57142857142856,102.00000000000003,False
2022-05-25,2022,2,True,False,NQM2,NQM2,True,True,True,True,930,390,11892.5,11672.0,220.5,0.45750277880696555,11717.25,11949.5,12036.0,11708.0,11781.75,2022-05-24,-64.5,-0.13382734346054093,481.9642857142857,102.00000000000003,False
2022-05-26,2022,3,True,False,NQM2,NQM2,True,True,True,True,929,390,12020.5,11848.25,172.25,0.38468594217347957,11912.75,12275.0,12343.0,11899.0,11949.5,2022-05-25,-36.75,-0.08207377866400797,447.76785714285717,103.50000000000003,False
2022-05-27,2022,4,True,False,NQM2,NQM2,True,True,True,True,930,390,12437.0,12222.0,215.0,0.4737359826873893,12407.5,12682.25,12683.25,12402.0,12275.0,2022-05-26,132.5,0.29195357072594924,453.8392857142857,103.50000000000003,False
2022-05-30,2022,0,False,False,NQM2,NQM2,True,True,True,True,930,210,12883.0,12672.75,210.25,0.4662600982100428,12757.0,12810.0,12835.75,12736.5,12682.25,2022-05-27,74.75,0.16576904799619832,450.92857142857144,105.25,False
2022-05-31,2022,1,True,False,NQM2,NQM2,True,True,True,True,930,390,12825.75,12594.75,231.0,0.5117368891918375,12676.75,12645.25,12768.5,12480.0,12810.0,2022-05-30,-133.25,-0.29519021854897115,451.40384615384613,105.25,False
2022-06-01,2022,2,True,False,NQM2,NQM2,True,True,True,True,930,390,12742.75,12581.5,161.25,0.3743804973880431,12733.5,12550.0,12823.5,12454.75,12645.25,2022-05-31,88.25,0.20489351252399876,430.71153846153845,105.75000000000001,False
2022-06-02,2022,3,True,False,NQM2,NQM2,True,True,True,True,930,390,12655.5,12488.0,167.5,0.39417115445535594,12502.5,12894.25,12899.25,12442.5,12550.0,2022-06-01,-47.5,-0.1117798796216681,424.9423076923077,106.75000000000001,False
2022-06-03,2022,4,True,False,NQM2,NQM2,True,True,True,True,930,390,12945.25,12670.75,274.5,0.6559139784946236,12673.5,12554.0,12731.25,12503.0,12894.25,2022-06-02,-220.75,-0.527479091995221,418.5,108.0,False
2022-06-06,2022,0,True,False,NQM2,NQM2,True,True,True,True,929,390,12766.0,12527.0,239.0,0.5573844014889895,12741.5,12600.25,12810.0,12532.75,12554.0,2022-06-03,187.5,0.437278557653496,428.78846153846155,108.50000000000003,False
2022-06-07,2022,1,True,False,NQM2,NQM2,True,True,True,True,930,390,12614.5,12425.75,188.75,0.4450641636058586,12457.0,12711.5,12740.25,12412.5,12600.25,2022-06-06,-143.25,-0.33777717317371786,424.09615384615387,111.00000000000003,False
2022-06-08,2022,2,True,False,NQM2,NQM2,True,True,True,True,930,390,12722.25,12624.25,98.0,0.24812542603953647,12673.75,12619.0,12783.0,12579.25,12711.5,2022-06-07,-37.75,-0.09557892686727043,394.96153846153845,111.00000000000003,True
2022-06-09,2022,3,True,False,NQM2,NQM2,True,True,True,True,930,390,12726.0,12528.25,197.75,0.5177222837579297,12542.75,12271.25,12673.25,12270.0,12619.0,2022-06-08,-76.25,-0.19962742926190716,381.96153846153845,108.50000000000003,False
2022-06-10,2022,4,True,False,NQM2,NQM2,True,True,True,True,930,390,12338.75,11998.5,340.25,0.9184489202657807,12042.0,11837.0,12090.0,11823.0,12271.25,2022-06-09,-229.25,-0.6188226744186046,370.46153846153845,108.50000000000003,False
2022-06-13,2022,0,True,True,NQU2,NQU2,True,False,False,False,930,390,11772.5,11456.5,316.0,0.8116171095525041,11494.75,11326.25,11604.5,11285.25,11837.0,2022-06-10,,,389.34615384615387,111.00000000000004,False
2022-06-14,2022,1,True,False,NQU2,NQU2,True,True,True,True,930,390,11534.5,11344.25,190.25,0.474985596312656,11414.75,11350.5,11455.25,11236.0,11326.25,2022-06-13,88.5,0.22095256385634723,400.53846153846155,113.16666666666669,False
2022-06-15,2022,2,True,False,NQU2,NQU2,True,True,True,True,930,390,11516.75,11358.5,158.25,0.4001264222503161,11487.25,11631.75,11794.25,11371.25,11350.5,2022-06-14,136.75,0.34576485461441214,395.5,115.91666666666669,False
2022-06-16,2022,3,True,False,NQU2,NQU2,True,True,True,True,930,390,11774.25,11268.5,505.75,1.2936055090998524,11329.0,11166.0,11349.75,11068.5,11631.75,2022-06-15,-302.75,-0.7743728480078702,390.96153846153845,117.41666666666667,False
2022-06-17,2022,4,True,False,NQU2,NQU2,True,True,True,True,930,390,11321.75,11162.5,159.25,0.38863337713534823,11190.5,11292.25,11396.0,11119.0,11166.0,2022-06-16,24.5,0.059789750328515114,409.7692307692308,118.25,False
2022-06-20,2022,0,False,False,NQU2,NQU2,True,True,True,True,930,210,11437.5,11273.75,163.75,0.40908279800142755,11366.25,11420.75,11430.75,11333.0,11292.25,2022-06-17,74.0,0.18486795146324056,400.2857142857143,119.0,False
2022-06-21,2022,1,True,False,NQU2,NQU2,True,True,True,True,930,390,11547.0,11398.5,148.5,0.36713735558408217,11481.0,11579.0,11678.25,11475.75,11420.75,2022-06-20,60.25,0.1489564018447202,404.4807692307692,119.75,False
2022-06-22,2022,2,True,False,NQU2,NQU2,True,True,True,True,930,390,11583.0,11320.5,262.5,0.6601537940707066,11470.25,11558.25,11745.75,11446.75,11579.0,2022-06-21,-108.75,-0.27349228611500703,397.63461538461536,119.75,False
2022-06-23,2022,3,True,False,NQU2,NQU2,True,True,True,True,930,390,11705.0,11460.5,244.5,0.6186560264707314,11660.75,11733.25,11766.75,11543.0,11558.25,2022-06-22,102.5,0.25935477592331274,395.21153846153845,120.0,False
2022-06-24,2022,4,True,False,NQU2,NQU2,True,True,True,True,930,390,11875.75,11684.75,191.0,0.4964262508122157,11849.5,12147.75,12148.25,11838.75,11733.25,2022-06-23,116.25,0.30214424951267055,384.75,120.83333333333334,False
2022-06-27,2022,0,True,False,NQU2,NQU2,True,True,True,True,930,390,12262.0,12072.5,189.5,0.475372666312895,12189.25,12044.75,12212.0,11994.25,12147.75,2022-06-24,41.5,0.10410535964108254,398.63461538461536,120.83333333333334,False
2022-06-28,2022,1,True,False,NQU2,NQU2,True,True,True,True,930,390,12163.75,11971.0,192.75,0.48918932109912633,12064.0,11674.0,12174.25,11667.5,12044.75,2022-06-27,19.25,0.04885548343013324,394.0192307692308,120.83333333333334,False
2022-06-29,2022,2,True,False,NQU2,NQU2,True,True,True,True,930,390,11723.5,11616.5,107.0,0.2563937145753652,11669.25,11688.5,11749.0,11564.5,11674.0,2022-06-28,-4.75,-0.011381963964794248,417.3269230769231,121.58333333333334,True
2022-06-30,2022,3,True,False,NQU2,NQU2,True,True,True,True,930,390,11696.75,11461.25,235.5,0.5940334707737085,11555.0,11538.0,11685.0,11351.0,11688.5,2022-06-29,-133.5,-0.3367450885277711,396.4423076923077,121.58333333333334,False
2022-07-01,2022,4,True,False,NQU2,NQU2,True,True,True,True,930,390,11556.0,11381.75,174.25,0.45452721344369196,11480.25,11612.5,11629.75,11401.0,11538.0,2022-06-30,-57.75,-0.15063957863054928,383.36538461538464,121.58333333333334,False
2022-07-04,2022,0,False,False,NQU2,NQU2,True,True,True,True,930,210,11618.75,11500.0,118.75,0.3253767520286648,11567.75,11554.0,11574.5,11530.75,11612.5,2022-07-01,-44.75,-0.12261566023817051,364.96153846153845,121.58333333333334,True
2022-07-05,2022,1,True,False,NQU2,NQU2,True,True,True,True,930,390,11749.0,11432.0,317.0,0.8556005398110661,11453.75,11813.25,11814.75,11389.25,11554.0,2022-07-04,-100.25,-0.27058029689608637,370.5,121.58333333333334,False
2022-07-06,2022,2,True,False,NQU2,NQU2,True,True,True,True,930,390,11873.75,11727.75,146.0,0.3949726652764471,11825.75,11885.75,11974.25,11753.25,11813.25,2022-07-05,12.5,0.03381615284901088,369.6458333333333,122.58333333333334,False
2022-07-07,2022,3,True,False,NQU2,NQU2,True,True,True,True,930,390,11964.5,11836.5,128.0,0.3862693323274236,11919.0,12136.0,12168.5,11918.25,11885.75,2022-07-06,33.25,0.1003394945303659,331.375,122.58333333333334,False
2022-07-08,2022,4,True,False,NQU2,NQU2,True,True,True,True,930,390,12130.75,11952.5,178.25,0.5305717474885279,12017.0,12155.5,12211.0,11978.25,12136.0,2022-07-07,-119.0,-0.35421059159121915,335.9583333333333,123.33333333333334,False
2022-07-11,2022,0,True,False,NQU2,NQU2,True,True,True,True,930,390,12149.75,11996.5,153.25,0.4643939393939394,12050.25,11891.0,12061.75,11853.0,12155.5,2022-07-08,-105.25,-0.31893939393939397,330.0,124.33333333333334,False
2022-07-12,2022,1,True,False,NQU2,NQU2,True,True,True,True,930,390,11952.75,11758.25,194.5,0.5870675644299976,11943.5,11778.25,12025.5,11712.0,11891.0,2022-07-11,52.5,0.15846296726259576,331.3076923076923,125.08333333333334,False
2022-07-13,2022,2,True,False,NQU2,NQU2,True,True,True,True,930,390,11970.0,11479.25,490.75,1.5207079435075384,11543.25,11755.5,11854.5,11522.5,11778.25,2022-07-12,-235.0,-0.7282045170132888,322.71153846153845,125.58333333333334,False
2022-07-14,2022,3,True,False,NQU2,NQU2,True,True,True,True,930,390,11765.25,11601.0,164.25,0.4875278269307609,11642.25,11799.5,11835.0,11511.25,11755.5,2022-07-13,-113.25,-0.3361493235915292,336.90384615384613,126.25,False
2022-07-15,2022,4,True,False,NQU2,NQU2,True,True,True,True,930,390,11932.75,11740.25,192.5,0.5902122641509434,11923.75,12009.0,12013.25,11853.5,11799.5,2022-07-14,124.25,0.3809551886792453,326.15384615384613,127.5,False
2022-07-18,2022,0,True,False,NQU2,NQU2,True,True,True,True,930,390,12180.25,12028.0,152.25,0.4662269595430186,12124.25,11907.0,12186.5,11857.0,12009.0,2022-07-15,115.25,0.3529238560744361,326.5576923076923,127.5,False
2022-07-19,2022,1,True,False,NQU2,NQU2,True,True,True,True,930,390,12063.75,11889.5,174.25,0.556846116027532,12060.75,12269.0,12287.0,11993.0,11907.0,2022-07-18,153.75,0.49133480825958703,312.9230769230769,128.0,False
2022-07-20,2022,2,True,False,NQU2,NQU2,True,True,True,True,930,390,12358.5,12235.75,122.75,0.3727516935295492,12289.0,12466.0,12517.5,12257.5,12269.0,2022-07-19,20.0,0.060733473487502916,329.3076923076923,128.5,True
2022-07-21,2022,3,True,False,NQU2,NQU2,True,True,True,True,930,390,12560.5,12395.5,165.0,0.5086554422575291,12483.5,12645.0,12646.0,12373.5,12466.0,2022-07-20,17.5,0.053948304481859145,324.38461538461536,128.5,False
2022-07-22,2022,4,True,False,NQU2,NQU2,True,True,True,True,930,390,12619.0,12523.25,95.75,0.2934692915242249,12606.75,12424.25,12698.5,12343.75,12645.0,2022-07-21,-38.25,-0.11723446893787574,326.2692307692308,132.75000000000003,True
2022-07-25,2022,0,True,False,NQU2,NQU2,True,True,True,True,930,390,12498.5,12384.0,114.5,0.3487625781887408,12424.25,12355.5,12444.0,12266.5,12424.25,2022-07-22,0.0,0.0,328.30357142857144,132.75000000000003,True
2022-07-26,2022,1,True,False,NQU2,NQU2,True,True,True,True,930,390,12334.0,12251.0,83.0,0.2639259553688036,12278.5,12110.25,12291.25,12074.75,12355.5,2022-07-25,-77.0,-0.24484697064334793,314.48214285714283,132.75000000000003,True
2022-07-27,2022,2,True,False,NQU2,NQU2,True,True,True,True,929,390,12331.25,12191.75,139.5,0.4423055146642509,12302.5,12615.5,12690.0,12276.5,12110.25,2022-07-26,192.25,0.6095572415355,315.39285714285717,132.75000000000003,False
2022-07-28,2022,3,True,False,NQU2,NQU2,True,True,True,True,930,390,12626.25,12480.25,146.0,0.4461177497681017,12606.5,12738.75,12764.5,12449.0,12615.5,2022-07-27,-9.0,-0.02750040923228024,327.26785714285717,135.08333333333334,False
2022-07-29,2022,4,True,False,NQU2,NQU2,True,True,True,True,930,390,12940.0,12792.0,148.0,0.4466720560495823,12803.5,12972.0,13012.0,12744.25,12738.75,2022-07-28,64.75,0.19541902452169227,331.3392857142857,136.08333333333334,False
2022-08-01,2022,0,True,False,NQU2,NQU2,True,True,True,True,930,390,12998.75,12878.75,120.0,0.36444492651445304,12897.0,12963.0,13108.75,12851.75,12972.0,2022-07-29,-75.0,-0.22777807907153313,329.26785714285717,136.25,True
2022-08-02,2022,1,True,False,NQU2,NQU2,True,True,True,True,930,390,12975.75,12814.75,161.0,0.4950310217976171,12864.75,12922.5,13097.0,12820.0,12963.0,2022-08-01,-98.25,-0.302091912370285,325.23214285714283,136.25,False
2022-08-03,2022,2,True,False,NQU2,NQU2,True,True,True,True,930,390,13016.75,12867.25,149.5,0.481730824558375,12993.25,13272.25,13310.25,12989.5,12922.5,2022-08-02,70.75,0.2279762932274584,310.3392857142857,137.58333333333334,False
2022-08-04,2022,3,True,False,NQU2,NQU2,True,True,True,True,930,390,13356.0,13227.25,128.75,0.40378584229390685,13274.5,13330.75,13346.75,13184.75,13272.25,2022-08-03,2.25,0.0070564516129032265,318.85714285714283,138.0,True
2022-08-05,2022,4,True,False,NQU2,NQU2,True,True,True,True,930,390,13384.5,13107.0,277.5,0.8905954495959654,13118.25,13226.25,13310.0,13085.0,13330.75,2022-08-04,-212.5,-0.6819875064473608,311.5892857142857,138.0,False
2022-08-08,2022,0,True,False,NQU2,NQU2,True,True,True,True,930,390,13349.0,13167.75,181.25,0.585723353915402,13264.25,13181.75,13419.25,13120.5,13226.25,2022-08-05,38.0,0.12279993075191875,309.44642857142856,138.16666666666666,False
2022-08-09,2022,1,True,False,NQU2,NQU2,True,True,True,True,930,390,13233.75,13076.5,157.25,0.5200188968938231,13101.0,13032.0,13112.25,12963.25,13181.75,2022-08-08,-80.75,-0.26703673083736856,302.39285714285717,138.16666666666666,False
2022-08-10,2022,2,True,False,NQU2,NQU2,True,True,True,True,930,390,13375.0,12982.0,393.0,1.3030966901533543,13340.25,13393.5,13408.0,13237.75,13032.0,2022-08-09,308.25,1.0220853810172301,301.5892857142857,138.75,False
2022-08-11,2022,3,True,False,NQU2,NQU2,True,True,True,True,930,390,13510.25,13370.0,140.25,0.4487230760441067,13489.5,13317.5,13575.0,13285.0,13393.5,2022-08-10,96.0,0.3071473461692281,312.55357142857144,139.16666666666666,False
2022-08-12,2022,4,True,False,NQU2,NQU2,True,True,True,True,930,390,13417.25,13312.0,105.25,0.34180004639294825,13402.5,13579.5,13583.25,13359.25,13317.5,2022-08-11,85.0,0.27603804221758294,307.92857142857144,139.41666666666666,True
2022-08-15,2022,0,True,False,NQU2,NQU2,True,True,True,True,930,390,13574.5,13495.25,79.25,0.2550428136314005,13534.75,13685.25,13706.0,13534.25,13579.5,2022-08-12,-44.75,-0.14401471179817252,310.73214285714283,139.41666666666666,True
2022-08-16,2022,1,True,False,NQU2,NQU2,True,True,True,True,929,390,13688.0,13626.5,61.5,0.20015110129598418,13641.75,13653.75,13740.75,13522.75,13685.25,2022-08-15,-43.5,-0.14157029116057418,307.26785714285717,139.41666666666666,True
2022-08-17,2022,2,True,False,NQU2,NQU2,True,True,True,True,930,390,13672.0,13505.75,166.25,0.5787641427328112,13517.25,13496.25,13616.0,13406.25,13653.75,2022-08-16,-136.5,-0.4751958224543081,287.25,139.41666666666666,False
2022-08-18,2022,3,True,False,NQU2,NQU2,True,True,True,True,929,390,13559.0,13410.75,148.25,0.522565619689054,13491.5,13528.75,13575.5,13422.5,13496.25,2022-08-17,-4.75,-0.016743249197457042,283.69642857142856,139.83333333333334,False
2022-08-19,2022,4,True,False,NQU2,NQU2,True,True,True,True,930,390,13534.5,13358.25,176.25,0.6378029079159935,13399.0,13263.25,13425.25,13228.75,13528.75,2022-08-18,-129.75,-0.4695315024232633,276.3392857142857,140.16666666666666,False
2022-08-22,2022,0,True,False,NQU2,NQU2,True,True,True,True,930,390,13226.5,13046.75,179.75,0.6423739629865987,13080.25,12916.25,13092.25,12874.5,13263.25,2022-08-19,-183.0,-0.653988513082323,279.82142857142856,140.41666666666666,False
2022-08-23,2022,1,True,False,NQU2,NQU2,True,True,True,True,930,390,12965.0,12823.5,141.5,0.4968336572825882,12898.25,12899.5,13018.5,12866.0,12916.25,2022-08-22,-18.0,-0.06320145463665433,284.80357142857144,141.33333333333334,False
2022-08-24,2022,2,True,False,NQU2,NQU2,True,True,True,True,930,390,12938.0,12825.75,112.25,0.42027144480845086,12876.5,12934.25,13011.25,12851.5,12899.5,2022-08-23,-23.0,-0.0861135254395935,267.0892857142857,141.66666666666666,True
2022-08-25,2022,3,True,False,NQU2,NQU2,True,True,True,True,930,390,13085.5,12925.0,160.5,0.598641268149727,13007.5,13159.0,13161.5,12962.0,12934.25,2022-08-24,73.25,0.27321166910883177,268.10714285714283,141.66666666666666,False
2022-08-26,2022,4,True,False,NQU2,NQU2,True,True,True,True,930,390,13220.0,13068.5,151.5,0.5747188727814659,13146.0,12619.0,13198.5,12616.25,13159.0,2022-08-25,-13.0,-0.04931581086573635,263.60714285714283,144.58333333333334,False
2022-08-29,2022,0,True,False,NQU2,NQU2,True,True,True,True,930,390,12534.0,12401.5,132.5,0.4642723063446377,12503.5,12494.75,12610.25,12448.25,12619.0,2022-08-26,-115.5,-0.404705293455137,285.39285714285717,146.0,True
2022-08-30,2022,1,True,False,NQU2,NQU2,True,True,True,True,930,390,12658.25,12483.5,174.75,0.6219256434699715,12563.5,12353.5,12587.25,12247.5,12494.75,2022-08-29,68.75,0.24467747060692727,280.98214285714283,146.0,False
2022-08-31,2022,2,True,False,NQU2,NQU2,True,True,True,True,930,390,12498.25,12347.0,151.25,0.5403853515375782,12477.25,12281.5,12513.0,12276.25,12353.5,2022-08-30,123.75,0.4421334694398366,279.89285714285717,146.0,False
2022-09-01,2022,3,True,False,NQU2,NQU2,True,True,True,True,930,390,12293.75,12113.5,180.25,0.6528685078584826,12172.25,12285.25,12299.5,12017.75,12281.5,2022-08-31,-109.25,-0.3957053230709527,276.0892857142857,146.0,False
2022-09-02,2022,4,True,False,NQU2,NQU2,True,True,True,True,930,390,12421.0,12232.5,188.5,0.6809004708766045,12404.75,12110.25,12461.5,12040.25,12285.25,2022-09-01,119.5,0.4316583886989615,276.8392857142857,147.0,False
2022-09-05,2022,0,False,False,NQU2,NQU2,True,True,True,True,930,210,12149.5,12054.0,95.5,0.3271948608137045,12112.75,12136.0,12167.5,12104.25,12110.25,2022-09-02,2.5,0.008565310492505354,291.875,147.25,True
2022-09-06,2022,1,True,False,NQU2,NQU2,True,True,True,True,930,390,12244.5,12112.0,132.5,0.4452917986169456,12128.25,12021.75,12169.0,11930.0,12136.0,2022-09-05,-7.75,-0.02604536935306663,297.5576923076923,147.25,True
2022-09-07,2022,2,True,False,NQU2,NQU2,True,True,True,True,930,390,12077.75,11921.5,156.25,0.5185728874138371,12039.75,12262.0,12306.25,12029.5,12021.75,2022-09-06,18.0,0.059739596630074034,301.3076923076923,147.25,False
2022-09-08,2022,3,True,False,NQU2,NQU2,True,True,True,True,930,390,12332.5,12152.0,180.5,0.5671984529852551,12175.75,12326.25,12379.5,12115.75,12262.0,2022-09-07,-86.25,-0.2710297316896302,318.2307692307692,147.25,False
2022-09-09,2022,4,True,False,NQU2,NQU2,True,True,True,True,930,390,12481.75,12329.5,152.25,0.48333333333333334,12416.75,12589.75,12613.75,12415.5,12326.25,2022-09-08,90.5,0.2873015873015873,315.0,147.25,False
2022-09-12,2022,0,True,True,NQZ2,NQZ2,True,False,False,False,930,390,12755.75,12573.25,182.5,0.5891116767024644,12728.5,12825.25,12838.25,12719.75,12589.75,2022-09-09,,,309.78846153846155,147.25,False
2022-09-13,2022,1,True,True,NQZ2,NQZ2,True,True,True,True,930,390,12987.0,12427.75,559.25,1.7744218683263164,12455.25,12119.75,12508.5,12082.25,12825.25,2022-09-12,-370.0,-1.17395814265666,315.1730769230769,147.58333333333334,False
2022-09-14,2022,2,True,False,NQZ2,NQZ2,True,True,True,True,930,390,12219.75,12080.25,139.5,0.3765182186234818,12170.25,12217.5,12253.0,12092.75,12119.75,2022-09-13,50.5,0.13630229419703105,370.5,147.58333333333334,True
2022-09-15,2022,3,True,False,NQZ2,NQZ2,True,True,True,True,930,390,12268.75,12126.0,142.75,0.3904581558045342,12131.25,12004.25,12234.0,11937.5,12217.5,2022-09-14,-86.25,-0.2359160486034401,365.59615384615387,147.16666666666666,True
2022-09-16,2022,4,True,False,NQZ2,NQZ2,True,True,True,True,930,390,11956.0,11825.25,130.75,0.37938731097595,11866.5,11927.25,11948.5,11778.5,12004.25,2022-09-15,-137.75,-0.3996986775291558,344.63461538461536,146.66666666666669,True
2022-09-19,2022,0,True,False,NQZ2,NQZ2,True,True,True,True,930,390,11950.25,11792.25,158.0,0.46167678129916834,11819.75,12027.0,12030.75,11815.75,11927.25,2022-09-16,-107.5,-0.3141155315801304,342.2307692307692,146.0,False
2022-09-20,2022,1,True,False,NQZ2,NQZ2,True,True,True,True,930,390,12092.5,11912.75,179.75,0.5463845209563337,11916.5,11925.5,12023.25,11828.25,12027.0,2022-09-19,-110.5,-0.33588589466300345,328.9807692307692,146.66666666666669,False
2022-09-21,2022,2,True,False,NQZ2,NQZ2,True,True,True,True,930,390,11989.75,11861.5,128.25,0.3873497124934657,11962.5,11703.75,12140.5,11703.0,11925.5,2022-09-20,37.0,0.11175001452053203,331.09615384615387,146.66666666666669,True
2022-09-22,2022,3,True,False,NQZ2,NQZ2,True,True,True,True,930,390,11796.0,11550.0,246.0,0.7170403587443945,11642.0,11563.0,11685.25,11510.0,11703.75,2022-09-21,-61.75,-0.17998878923766815,343.0769230769231,146.0,False
2022-09-23,2022,4,True,False,NQZ2,NQZ2,True,True,True,True,930,390,11600.25,11379.5,220.75,0.6635643678825366,11461.0,11373.75,11471.0,11229.0,11563.0,2022-09-22,-102.0,-0.3066073183421007,332.6730769230769,146.66666666666669,False
2022-09-26,2022,0,True,False,NQZ2,NQZ2,True,True,True,True,930,390,11421.75,11256.5,165.25,0.4926533219761499,11352.0,11318.25,11537.75,11293.0,11373.75,2022-09-23,-21.75,-0.06484241908006814,335.42857142857144,146.66666666666669,False
2022-09-27,2022,1,True,False,NQZ2,NQZ2,True,True,True,True,930,390,11524.75,11298.25,226.5,0.6800707736850571,11470.5,11332.75,11568.25,11233.5,11318.25,2022-09-26,152.25,0.4571336657551874,333.05357142857144,146.66666666666669,False
2022-09-28,2022,2,True,False,NQZ2,NQZ2,True,True,True,True,930,390,11392.5,11141.5,251.0,0.761801528372446,11331.0,11553.75,11613.5,11266.0,11332.75,2022-09-27,-1.75,-0.005311365237656496,329.48214285714283,146.66666666666669,False
2022-09-29,2022,3,True,False,NQZ2,NQZ2,True,True,True,True,930,390,11567.25,11332.5,234.75,0.6817050404480399,11387.0,11231.75,11402.25,11091.5,11553.75,2022-09-28,-166.75,-0.4842356357602158,344.35714285714283,146.66666666666669,False
2022-09-30,2022,4,True,False,NQZ2,NQZ2,True,True,True,True,930,390,11351.0,11164.5,186.5,0.5208977556109726,11186.5,11030.25,11357.25,11024.25,11231.75,2022-09-29,-45.25,-0.12638403990024938,358.0357142857143,146.66666666666669,False
2022-10-03,2022,0,True,False,NQZ2,NQZ2,True,True,True,True,930,390,11135.5,10890.75,244.75,0.6744414919791358,11105.0,11290.75,11358.25,11039.75,11030.25,2022-09-30,74.75,0.20598366302529278,362.89285714285717,146.66666666666669,False
2022-10-04,2022,1,True,False,NQZ2,NQZ2,True,True,True,True,930,390,11553.75,11281.5,272.25,0.8208690033920207,11516.0,11643.75,11675.0,11514.25,11290.75,2022-10-03,225.25,0.6791579174069886,331.6607142857143,146.66666666666669,False
2022-10-05,2022,2,True,False,NQZ2,NQZ2,True,True,True,True,930,390,11645.25,11477.0,168.25,0.4842722039473684,11486.0,11636.5,11711.0,11366.5,11643.75,2022-10-04,-157.75,-0.4540501644736842,347.42857142857144,147.16666666666666,False
