date,year,prev_close,prev_range,day_open,clow15,chigh15,entry15,clow20,chigh20,entry20,clow30,chigh30,entry30,exit1545,exit1600,rth_high,rth_low
2022-03-17,2022,16845.5,494.5,16762.75,16709.5,16792.0,16780.75,16709.5,16821.25,16774.25,16709.5,16873.0,16869.5,16992.5,17010.0,17012.5,16709.5
2022-03-18,2022,17010.0,303.0,16937.0,16885.5,16969.5,16957.75,16885.5,17002.5,16997.75,16885.5,17042.5,17042.0,17288.25,17300.75,17314.5,16885.5
2022-03-21,2022,17300.75,429.0,17262.0,17248.5,17357.25,17331.25,17248.5,17357.25,17264.75,17183.25,17357.25,17193.5,17185.0,17263.25,17357.25,17074.25
2022-03-22,2022,17263.25,283.0,17281.0,17264.5,17379.75,17361.75,17264.5,17379.75,17330.5,17264.5,17379.75,17358.75,17552.5,17545.5,17581.25,17264.5
2022-03-23,2022,17545.5,316.75,17422.25,17361.25,17437.5,17400.5,17354.5,17437.5,17360.75,17351.25,17437.5,17382.75,17408.0,17334.5,17572.75,17331.5
2022-03-24,2022,17334.5,241.25,17414.25,17362.5,17441.5,17419.5,17362.5,17441.5,17379.25,17359.0,17441.5,17371.5,17612.25,17657.0,17659.25,17324.0
2022-03-25,2022,17657.0,335.25,17653.75,17603.75,17679.0,17632.75,17603.75,17679.0,17651.5,17598.75,17679.0,17611.5,17582.25,17645.75,17698.5,17463.0
2022-03-28,2022,17645.75,235.5,17643.75,17640.25,17775.0,17747.5,17640.25,17775.0,17730.0,17640.25,17802.75,17777.5,17843.75,17877.75,17878.5,17591.5
2022-03-29,2022,17877.75,287.0,18038.25,18027.5,18110.0,18048.25,18014.25,18110.0,18016.0,17996.5,18110.0,18042.75,18145.0,18132.0,18159.25,17923.0
2022-03-30,2022,18132.0,236.25,18056.5,18031.75,18088.0,18072.0,18031.75,18097.5,18093.5,18031.75,18099.5,18078.75,17943.25,17971.25,18125.25,17902.75
2022-03-31,2022,17971.25,222.5,17970.75,17877.5,17980.5,17898.5,17870.75,17980.5,17892.25,17870.75,17980.5,17916.75,17853.25,17760.5,17985.75,17746.0
2022-04-01,2022,17760.5,239.75,17789.75,17746.75,17822.5,17766.75,17746.75,17822.5,17755.25,17698.75,17822.5,17729.25,17647.5,17750.25,17822.5,17615.5
2022-04-04,2022,17750.25,207.0,17785.75,17774.0,17885.5,17881.5,17774.0,17898.5,17896.0,17774.0,17942.25,17938.0,18024.5,18055.25,18057.5,17774.0
2022-04-05,2022,18055.25,283.5,17995.75,17970.25,18026.75,17976.5,17970.25,18026.75,17984.75,17942.75,18026.75,17960.75,17705.0,17722.0,18026.75,17670.75
2022-04-06,2022,17722.0,356.0,17493.25,17424.75,17534.0,17424.75,17403.25,17534.0,17408.75,17391.5,17534.0,17397.0,17425.0,17396.0,17543.25,17285.25
2022-04-07,2022,17396.0,258.0,17357.75,17349.75,17468.5,17396.25,17349.75,17468.5,17362.5,17349.75,17468.5,17450.0,17498.25,17433.25,17524.25,17207.5
2022-04-08,2022,17433.25,316.75,17358.5,17254.0,17367.25,17262.0,17249.5,17367.25,17273.25,17203.0,17367.25,17213.75,17269.25,17226.75,17388.75,17201.0
2022-04-11,2022,17226.75,187.75,17048.75,16989.5,17068.5,17051.5,16989.5,17087.5,17065.25,16989.5,17087.5,17028.75,16898.25,16891.0,17087.5,16875.25
2022-04-12,2022,16891.0,212.25,17090.25,17003.5,17093.5,17066.5,17003.5,17112.25,17098.25,17003.5,17153.5,17149.75,16823.5,16832.25,17168.0,16771.75
2022-04-13,2022,16832.25,396.25,16843.25,16811.5,16920.25,16910.5,16811.5,16961.75,16938.0,16811.5,16961.75,16905.5,17147.0,17112.25,17157.0,16811.5
2022-04-14,2022,17112.25,345.5,17114.5,17024.25,17137.25,17026.25,17010.5,17137.25,17026.25,16994.5,17137.25,17005.75,16817.0,16784.0,17137.25,16776.0
2022-04-18,2022,16784.0,361.25,16740.75,16739.25,16822.75,16790.5,16739.25,16822.75,16772.0,16717.5,16822.75,16757.0,16740.25,16807.5,16893.0,16676.5
2022-04-19,2022,16807.5,216.5,16766.0,16724.0,16818.5,16800.25,16724.0,16834.75,16822.25,16724.0,16908.25,16905.25,17078.25,17102.75,17132.5,16724.0
2022-04-20,2022,17102.75,408.5,17142.25,17014.25,17160.5,17017.25,16991.75,17160.5,17008.25,16954.25,17160.5,16977.25,16938.25,16894.0,17160.5,16847.0
2022-04-21,2022,16894.0,313.5,17063.0,17055.0,17173.5,17158.5,17055.0,17173.5,17151.0,17055.0,17173.5,17095.75,16606.75,16612.5,17173.5,16570.5
2022-04-22,2022,16612.5,603.0,16616.0,16506.75,16668.25,16529.25,16506.75,16668.25,16571.25,16506.75,16668.25,16558.25,16328.75,16247.25,16668.25,16230.5
2022-04-25,2022,16247.25,437.75,16179.5,16152.5,16256.75,16156.25,16126.5,16256.75,16206.0,16126.5,16256.75,16139.75,16380.5,16421.25,16433.75,16126.5
2022-04-26,2022,16421.25,307.25,16333.75,16209.25,16341.25,16213.0,16196.0,16341.25,16202.75,16143.5,16341.25,16158.25,15973.25,15899.5,16341.25,15896.75
2022-04-27,2022,15899.5,444.5,15912.25,15900.5,16095.5,16094.0,15900.5,16130.0,16116.0,15900.5,16145.75,16067.5,15931.5,15892.25,16145.75,15820.75
2022-04-28,2022,15892.25,325.0,16103.25,16007.5,16171.25,16012.0,16003.5,16171.25,16010.25,15986.25,16171.25,16025.75,16368.0,16353.5,16432.5,15923.5
2022-04-29,2022,16353.5,509.0,16178.0,16117.25,16264.75,16169.5,16117.25,16264.75,16213.5,16117.25,16323.5,16313.25,15813.5,15745.75,16323.5,15722.25
2022-05-02,2022,15745.75,601.25,15731.25,15633.25,15826.25,15804.0,15633.25,15838.75,15763.25,15633.25,15863.75,15818.5,15881.5,15960.75,15972.5,15600.25
2022-05-03,2022,15960.75,372.25,15963.75,15880.25,15970.5,15904.0,15859.0,15970.5,15887.75,15859.0,16004.5,16002.5,15926.0,15980.25,16074.25,15859.0
2022-05-04,2022,15980.25,215.25,15997.25,15948.0,16004.75,15973.5,15945.75,16004.75,15982.75,15907.25,16004.75,15908.0,16398.5,16423.5,16445.75,15773.5
2022-05-05,2022,16423.5,672.25,16233.0,16137.75,16236.75,16139.0,16109.5,16236.75,16111.0,16045.25,16236.75,16065.25,15692.0,15749.25,16236.75,15595.75
2022-05-06,2022,15749.25,641.0,15650.5,15471.75,15683.25,15492.5,15431.75,15683.25,15477.5,15409.5,15683.25,15441.0,15562.75,15583.75,15819.25,15409.5
2022-05-09,2022,15583.75,409.75,15339.75,15312.0,15446.25,15400.25,15310.0,15446.25,15348.5,15310.0,15446.25,15342.25,15092.5,15087.25,15446.25,15025.75
2022-05-10,2022,15087.25,420.5,15387.0,15283.5,15437.5,15288.75,15226.75,15437.5,15238.75,15226.75,15437.5,15354.25,15222.75,15233.0,15437.5,15060.5
2022-05-11,2022,15233.0,377.0,15136.0,15036.5,15236.25,15227.25,15036.5,15333.0,15323.0,15036.5,15369.0,15276.5,14866.25,14865.25,15369.0,14829.0
2022-05-12,2022,14865.25,540.0,14682.25,14583.75,14765.5,14697.25,14583.75,14798.25,14719.75,14583.75,14798.25,14685.75,14745.5,14838.5,15023.25,14579.5
2022-05-13,2022,14838.5,443.75,15022.5,14955.25,15088.25,15085.75,14955.25,15105.75,15075.5,14955.25,15169.25,15133.25,15279.0,15275.0,15322.5,14955.25
2022-05-16,2022,15275.0,367.25,15202.0,15127.75,15248.5,15177.25,15107.5,15248.5,15121.25,15107.5,15248.5,15141.5,15126.0,15138.0,15293.5,15080.75
2022-05-17,2022,15138.0,212.75,15381.75,15347.0,15426.25,15406.0,15342.75,15426.25,15348.0,15322.5,15426.25,15335.25,15417.75,15453.75,15468.5,15219.0
2022-05-18,2022,15453.75,249.5,15258.75,15198.0,15290.25,15214.75,15198.0,15290.25,15218.25,15180.25,15290.25,15190.0,14828.25,14831.25,15290.25,14778.0
2022-05-19,2022,14831.25,512.25,14754.75,14754.75,14869.25,14770.75,14694.75,14869.25,14704.5,14685.75,14869.25,14783.5,14826.25,14766.75,14967.25,14685.75
2022-05-20,2022,14766.75,281.5,14916.75,14835.75,14943.5,14923.5,14835.75,14943.5,14871.25,14835.75,14943.5,14886.25,14648.0,14726.0,14943.5,14381.75
2022-05-23,2022,14726.0,561.75,14775.25,14708.25,14819.25,14805.5,14708.25,14868.0,14841.0,14708.25,14868.0,14743.75,14865.0,14925.25,14944.5,14674.25
2022-05-24,2022,14925.25,270.25,14707.0,14633.75,14738.0,14635.75,14595.5,14738.0,14605.5,14565.75,14738.0,14568.75,14707.25,14672.25,14738.0,14466.75
2022-05-25,2022,14672.25,271.25,14607.75,14598.5,14735.0,14711.25,14598.5,14748.25,14648.5,14598.5,14748.25,14696.75,14834.25,14840.0,14926.5,14598.5
2022-05-26,2022,14840.0,328.0,14803.25,14789.5,14949.75,14931.75,14789.5,14971.75,14957.0,14789.5,15016.5,15004.5,15190.25,15165.5,15233.5,14789.5
2022-05-27,2022,15165.5,444.0,15298.0,15292.5,15404.25,15344.5,15292.5,15404.25,15388.75,15292.5,15422.75,15410.0,15530.25,15572.75,15573.75,15292.5
2022-05-30,2022,15572.75,281.25,15647.5,15636.5,15665.25,15649.75,15636.5,15665.25,15653.0,15636.5,15667.5,15663.0,15700.5,15700.5,15726.25,15627.0
2022-05-31,2022,15700.5,99.25,15567.25,15411.25,15578.5,15430.25,15411.25,15578.5,15436.75,15411.25,15578.5,15443.0,15591.0,15535.75,15659.0,15370.5
2022-06-01,2022,15535.75,288.5,15624.0,15622.0,15704.5,15669.5,15622.0,15704.5,15663.0,15622.0,15714.0,15696.5,15504.25,15440.5,15714.0,15345.25
2022-06-02,2022,15440.5,368.75,15393.0,15333.0,15439.0,15434.25,15333.0,15460.75,15459.25,15333.0,15460.75,15422.25,15747.0,15784.75,15789.75,15333.0
2022-06-03,2022,15784.75,456.75,15564.0,15510.5,15607.5,15514.5,15499.75,15607.5,15547.75,15499.75,15607.5,15582.75,15417.0,15444.5,15621.75,15393.5
2022-06-06,2022,15444.5,228.25,15632.0,15582.75,15676.0,15621.5,15564.0,15676.0,15584.5,15564.0,15676.0,15640.25,15477.5,15490.75,15700.5,15423.25
2022-06-07,2022,15490.75,277.25,15347.5,15303.0,15417.0,15405.5,15303.0,15426.25,15425.25,15303.0,15471.5,15419.75,15603.5,15602.0,15630.75,15303.0
2022-06-08,2022,15602.0,327.75,15564.25,15518.0,15614.5,15575.75,15518.0,15656.75,15646.25,15518.0,15673.5,15650.25,15512.25,15509.5,15673.5,15469.75
2022-06-09,2022,15509.5,203.75,15433.25,15396.5,15489.25,15424.5,15396.5,15489.25,15470.0,15396.5,15545.0,15530.0,15217.5,15161.75,15563.75,15160.5
2022-06-10,2022,15161.75,403.25,14932.5,14862.5,14980.5,14940.5,14862.5,14980.5,14901.75,14831.75,14980.5,14849.25,14769.75,14727.5,14980.5,14713.5
2022-06-13,2022,14727.5,267.0,14360.75,14359.0,14470.5,14412.0,14359.0,14470.5,14381.5,14359.0,14470.5,14378.25,14196.25,14192.25,14470.5,14151.25
2022-06-14,2022,14192.25,319.25,14280.75,14161.0,14308.0,14161.75,14161.0,14308.0,14191.25,14161.0,14308.0,14273.25,14219.5,14216.5,14321.25,14102.0
2022-06-15,2022,14216.5,219.25,14353.25,14325.75,14413.0,14402.25,14325.75,14415.0,14394.75,14325.75,14415.0,14377.5,14529.0,14497.75,14660.25,14237.25
2022-06-16,2022,14497.75,423.0,14195.0,14127.5,14215.75,14147.5,14127.5,14215.75,14176.0,14118.75,14215.75,14133.25,13991.0,14032.0,14215.75,13934.5
2022-06-17,2022,14032.0,281.25,14056.5,14050.5,14192.0,14177.75,14050.5,14192.0,14176.25,14050.5,14214.5,14180.0,14161.5,14158.25,14262.0,13985.0
2022-06-20,2022,14158.25,277.0,14232.25,14205.75,14242.0,14215.25,14199.0,14242.0,14203.5,14199.0,14242.0,14229.5,14286.75,14286.75,14296.75,14199.0
2022-06-21,2022,14286.75,97.75,14347.0,14341.75,14468.5,14451.0,14341.75,14468.5,14440.25,14341.75,14498.0,14494.75,14468.0,14445.0,14544.25,14341.75
2022-06-22,2022,14445.0,202.5,14336.25,14312.75,14392.25,14387.0,14312.75,14419.75,14399.5,14312.75,14485.0,14458.0,14429.5,14424.25,14611.75,14312.75
2022-06-23,2022,14424.25,299.0,14526.75,14427.0,14549.5,14459.5,14427.0,14549.5,14477.75,14409.0,14549.5,14511.75,14600.5,14599.25,14632.75,14409.0
2022-06-24,2022,14599.25,223.75,14715.5,14704.75,14825.5,14824.75,14704.75,14837.25,14836.75,14704.75,14850.0,14820.25,14934.25,15013.75,15014.25,14704.75
2022-06-27,2022,15013.75,309.5,15055.25,14913.75,15078.0,14926.75,14887.0,15078.0,14898.25,14887.0,15078.0,14930.75,14921.0,14910.75,15078.0,14860.25
2022-06-28,2022,14910.75,217.75,14930.0,14913.25,15040.25,15020.75,14913.25,15040.25,15010.5,14913.25,15040.25,14968.75,14558.25,14540.0,15040.25,14533.5
2022-06-29,2022,14540.0,506.75,14535.25,14439.5,14556.25,14450.0,14430.5,14556.25,14483.5,14430.5,14584.5,14554.75,14553.5,14554.5,14615.0,14430.5
2022-06-30,2022,14554.5,184.5,14421.0,14301.75,14454.0,14306.25,14289.5,14454.0,14320.0,14258.75,14454.0,14264.0,14411.75,14404.0,14551.0,14217.0
2022-07-01,2022,14404.0,334.0,14346.25,14283.0,14401.5,14342.25,14283.0,14435.5,14414.5,14283.0,14465.5,14427.25,14473.5,14478.5,14495.75,14267.0
2022-07-04,2022,14478.5,228.75,14433.75,14410.0,14436.75,14414.25,14410.0,14436.75,14418.25,14410.0,14436.75,14414.5,14420.0,14420.0,14440.5,14396.75
2022-07-05,2022,14420.0,43.75,14319.75,14255.25,14331.75,14271.75,14255.25,14351.5,14326.75,14255.25,14351.5,14314.25,14655.0,14679.25,14680.75,14255.25
2022-07-06,2022,14679.25,425.5,14691.75,14632.25,14748.5,14686.25,14620.0,14748.5,14633.25,14620.0,14748.5,14718.5,14781.75,14751.75,14840.25,14619.25
2022-07-07,2022,14751.75,221.0,14785.0,14784.25,14889.0,14888.0,14784.25,14895.5,14894.5,14784.25,14915.0,14900.5,14997.0,15002.0,15034.5,14784.25
2022-07-08,2022,15002.0,250.25,14883.0,14854.0,14957.0,14932.25,14854.0,14957.0,14884.75,14844.25,14957.0,14872.25,15025.5,15021.5,15077.0,14844.25
2022-07-11,2022,15021.5,232.75,14916.25,14755.75,14927.75,14774.0,14747.5,14927.75,14761.25,14721.75,14927.75,14750.75,14751.25,14757.0,14927.75,14719.0
2022-07-12,2022,14757.0,208.75,14809.5,14794.5,14891.5,14833.0,14777.5,14891.5,14779.0,14722.0,14891.5,14723.0,14606.75,14644.25,14891.5,14578.0
2022-07-13,2022,14644.25,313.5,14409.25,14388.5,14526.5,14477.5,14388.5,14564.5,14562.25,14388.5,14566.0,14545.5,14638.0,14621.5,14720.5,14388.5
2022-07-14,2022,14621.5,332.0,14508.25,14413.5,14550.5,14424.5,14413.5,14550.5,14468.5,14413.5,14550.5,14432.75,14657.5,14665.5,14701.0,14377.25
2022-07-15,2022,14665.5,323.75,14789.75,14781.5,14851.0,14799.5,14743.25,14851.0,14760.0,14719.5,14851.0,14767.5,14849.0,14875.0,14879.25,14719.5
2022-07-18,2022,14875.0,159.75,14990.25,14955.75,15024.0,15000.25,14955.75,15035.25,15030.25,14955.75,15052.5,15028.5,14741.0,14773.0,15052.5,14723.0
2022-07-19,2022,14773.0,329.5,14926.75,14867.0,14946.75,14886.0,14859.0,14946.75,14874.75,14859.0,14946.75,14932.75,15136.75,15135.0,15153.0,14859.0
2022-07-20,2022,15135.0,294.0,15155.0,15123.5,15198.25,15198.0,15123.5,15209.25,15196.25,15123.5,15217.75,15151.75,15340.5,15332.0,15383.5,15123.5
2022-07-21,2022,15332.0,260.0,15349.5,15275.25,15379.0,15323.0,15275.25,15379.0,15354.75,15275.25,15383.5,15363.5,15477.25,15511.0,15512.0,15239.5
2022-07-22,2022,15511.0,272.5,15472.75,15432.0,15515.0,15485.5,15432.0,15532.75,15523.5,15432.0,15564.5,15445.75,15265.5,15290.25,15564.5,15209.75
2022-07-25,2022,15290.25,354.75,15290.25,15222.75,15310.0,15286.0,15222.75,15310.0,15256.25,15222.75,15310.0,15253.75,15166.75,15221.5,15310.0,15132.5
2022-07-26,2022,15221.5,177.5,15144.5,15082.5,15157.25,15089.5,15062.0,15157.25,15078.0,15062.0,15157.25,15099.25,14966.5,14976.25,15157.25,14940.75
2022-07-27,2022,14976.25,216.5,15168.5,15142.5,15241.0,15234.5,15142.5,15267.25,15258.75,15142.5,15267.25,15252.0,15518.75,15481.5,15556.0,15142.5
2022-07-28,2022,15481.5,413.5,15472.5,15380.25,15520.0,15385.25,15343.5,15520.0,15369.5,15319.75,15520.0,15356.0,15582.25,15604.75,15630.5,15315.0
2022-07-29,2022,15604.75,315.5,15669.5,15610.25,15730.5,15709.0,15610.25,15744.25,15725.75,15610.25,15751.75,15730.25,15865.5,15838.0,15878.0,15610.25
2022-08-01,2022,15838.0,267.75,15763.0,15717.75,15830.25,15817.75,15717.75,15837.0,15823.0,15717.75,15890.0,15856.0,15829.5,15829.0,15974.75,15717.75
2022-08-02,2022,15829.0,257.0,15730.75,15719.0,15807.75,15769.25,15719.0,15822.75,15785.5,15719.0,15822.75,15778.5,15821.0,15788.5,15963.0,15686.0
2022-08-03,2022,15788.5,277.0,15859.25,15855.5,15955.75,15940.25,15855.5,15955.75,15942.5,15855.5,15993.5,15980.25,16163.75,16138.25,16176.25,15855.5
2022-08-04,2022,16138.25,320.75,16140.5,16111.25,16194.5,16191.75,16111.25,16205.0,16176.5,16111.25,16205.0,16171.25,16166.5,16196.75,16212.75,16050.75
2022-08-05,2022,16196.75,162.0,15984.25,15980.5,16078.0,16038.75,15980.5,16078.0,16045.25,15980.5,16078.0,16048.5,16075.75,16092.25,16176.0,15951.0
2022-08-08,2022,16092.25,225.0,16130.25,16098.0,16242.0,16240.75,16098.0,16245.75,16238.5,16098.0,16278.5,16258.5,16043.0,16047.75,16285.25,15986.5
2022-08-09,2022,16047.75,298.75,15967.0,15903.0,15978.25,15944.5,15903.0,15978.25,15922.75,15859.5,15978.25,15868.0,15902.0,15898.0,15978.25,15829.25
2022-08-10,2022,15898.0,149.0,16206.25,16134.5,16221.0,16180.75,16134.5,16221.0,16207.5,16134.5,16221.0,16184.75,16263.75,16259.5,16274.0,16103.75
2022-08-11,2022,16259.5,170.25,16355.5,16321.5,16379.0,16347.75,16321.5,16379.0,16361.25,16321.5,16379.0,16360.0,16166.25,16183.5,16441.0,16151.0
2022-08-12,2022,16183.5,290.0,16268.5,16225.25,16298.0,16293.75,16225.25,16301.75,16255.25,16225.25,16301.75,16290.25,16424.25,16445.5,16449.25,16225.25
2022-08-15,2022,16445.5,224.0,16400.75,16400.25,16472.25,16421.75,16400.25,16472.25,16422.0,16400.25,16500.5,16483.75,16562.0,16551.25,16572.0,16400.25
2022-08-16,2022,16551.25,171.75,16507.75,16474.0,16525.25,16481.0,16463.5,16525.25,16465.0,16449.0,16525.25,16478.0,16524.75,16519.75,16606.75,16388.75
2022-08-17,2022,16519.75,218.0,16383.25,16350.5,16431.75,16367.0,16350.5,16431.75,16377.75,16350.5,16431.75,16400.25,16368.25,16362.25,16482.0,16272.25
2022-08-18,2022,16362.25,209.75,16357.5,16301.0,16364.0,16362.25,16301.0,16368.25,16324.75,16301.0,16368.25,16319.0,16418.25,16394.75,16441.5,16288.5
2022-08-19,2022,16394.75,153.0,16265.0,16207.0,16291.25,16211.0,16190.0,16291.25,16193.75,16166.25,16291.25,16174.5,16137.25,16129.25,16291.25,16094.75
2022-08-22,2022,16129.25,196.5,15946.25,15887.25,15958.25,15931.0,15880.0,15958.25,15883.0,15871.5,15958.25,15894.0,15744.0,15782.25,15958.25,15740.5
2022-08-23,2022,15782.25,217.75,15764.25,15732.0,15819.5,15733.5,15732.0,15819.5,15804.75,15732.0,15851.25,15813.75,15769.75,15765.5,15884.5,15732.0
2022-08-24,2022,15765.5,152.5,15742.5,15717.5,15772.75,15762.5,15717.5,15772.75,15745.25,15717.5,15780.25,15770.5,15830.0,15800.25,15877.25,15717.5
2022-08-25,2022,15800.25,159.75,15873.5,15832.75,15880.25,15841.25,15832.75,15880.25,15835.5,15828.0,15915.0,15910.0,15988.5,16025.0,16027.5,15828.0
2022-08-26,2022,16025.0,199.5,16012.0,15982.0,16027.0,16003.0,15976.0,16027.0,15978.5,15950.75,16027.0,16002.5,15506.75,15485.0,16064.5,15482.25
2022-08-29,2022,15485.0,582.25,15369.5,15344.75,15471.5,15441.75,15344.75,15471.5,15417.5,15344.75,15471.5,15400.0,15416.25,15360.75,15476.25,15314.25
2022-08-30,2022,15360.75,162.0,15429.5,15366.0,15453.25,15371.25,15345.5,15453.25,15379.75,15326.75,15453.25,15347.0,15207.25,15219.5,15453.25,15113.5
2022-08-31,2022,15219.5,339.75,15343.25,15256.75,15357.75,15349.75,15256.75,15372.0,15355.5,15256.75,15379.0,15322.25,15232.25,15147.5,15379.0,15142.25
2022-09-01,2022,15147.5,236.75,15038.25,15006.5,15090.0,15063.0,15006.5,15090.0,15038.0,15006.5,15090.0,15048.75,15086.75,15151.25,15165.5,14883.75
2022-09-02,2022,15151.25,281.75,15270.75,15157.75,15281.0,15169.0,15157.75,15281.0,15202.0,15157.75,15281.0,15174.5,14920.0,14976.25,15327.5,14906.25
2022-09-05,2022,14976.25,421.25,14978.75,14970.25,15010.5,15001.25,14970.25,15010.5,15001.25,14970.25,15010.5,14997.5,15002.0,15002.0,15033.5,14970.25
2022-09-06,2022,15002.0,63.25,14994.25,14942.5,15035.0,14958.75,14925.5,15035.0,14933.25,14886.0,15035.0,14912.0,14903.0,14887.75,15035.0,14796.0
2022-09-07,2022,14887.75,239.0,14905.75,14902.0,14991.0,14968.25,14902.0,14994.25,14981.25,14902.0,14994.25,14945.0,15144.0,15128.0,15172.25,14895.5
2022-09-08,2022,15128.0,276.75,15041.75,14981.75,15089.0,15081.25,14981.75,15102.0,15083.5,14981.75,15137.25,15113.25,15121.0,15192.25,15245.5,14981.75
2022-09-09,2022,15192.25,263.75,15282.75,15281.5,15346.5,15312.25,15281.5,15358.25,15343.5,15281.5,15370.5,15369.0,15477.5,15455.75,15479.75,15281.5
2022-09-12,2022,15455.75,198.25,15518.0,15509.25,15568.75,15554.0,15509.25,15572.25,15560.5,15509.25,15607.5,15606.0,15604.0,15614.75,15627.75,15509.25
2022-09-13,2022,15614.75,118.5,15244.75,15193.0,15298.0,15213.75,15193.0,15298.0,15221.25,15176.25,15298.0,15178.5,14884.75,14909.25,15298.0,14871.75
2022-09-14,2022,14909.25,426.25,14959.75,14888.25,14974.25,14973.0,14888.25,15003.5,14948.0,14888.25,15003.5,14982.75,14936.75,15007.0,15042.5,14882.25
2022-09-15,2022,15007.0,160.25,14920.75,14899.75,14968.0,14956.5,14899.75,14994.75,14991.75,14899.75,15009.5,14993.25,14787.5,14793.75,15023.5,14727.0
2022-09-16,2022,14793.75,296.5,14656.0,14592.0,14660.75,14603.25,14590.75,14660.75,14604.75,14571.5,14660.75,14583.25,14692.0,14716.75,14738.0,14568.0
2022-09-19,2022,14716.75,170.0,14609.25,14605.25,14694.5,14686.25,14605.25,14706.25,14679.25,14605.25,14720.25,14704.25,14814.0,14816.5,14820.25,14605.25
2022-09-20,2022,14816.5,215.0,14706.0,14676.5,14736.5,14689.0,14676.5,14736.5,14707.0,14676.5,14736.5,14710.5,14753.5,14715.0,14812.75,14617.75
2022-09-21,2022,14715.0,195.0,14752.0,14727.5,14766.5,14731.75,14727.5,14783.0,14777.75,14727.5,14787.0,14759.75,14525.75,14493.25,14930.0,14492.5
2022-09-22,2022,14493.25,437.5,14431.5,14373.5,14471.75,14390.25,14373.5,14471.75,14383.75,14361.25,14471.75,14382.0,14438.25,14352.5,14474.75,14299.5
2022-09-23,2022,14352.5,175.25,14250.5,14171.75,14260.5,14198.5,14169.5,14260.5,14174.25,14139.75,14260.5,14143.75,14166.25,14163.25,14260.5,14018.5
2022-09-26,2022,14163.25,242.0,14141.5,14132.0,14250.75,14216.75,14132.0,14250.75,14244.5,14132.0,14286.0,14281.0,14153.25,14107.75,14327.25,14082.5
2022-09-27,2022,14107.75,244.75,14260.0,14250.5,14357.75,14330.0,14250.5,14357.75,14278.0,14250.5,14357.75,14279.75,14105.0,14122.25,14357.75,14023.0
2022-09-28,2022,14122.25,334.75,14120.5,14055.5,14133.0,14129.25,14055.5,14142.25,14109.0,14055.5,14142.25,14101.5,14379.5,14343.25,14403.0,14055.5
2022-09-29,2022,14343.25,347.5,14176.5,14052.5,14191.75,14055.0,14032.0,14191.75,14044.25,14032.0,14191.75,14045.75,13995.5,14021.25,14191.75,13881.0
2022-09-30,2022,14021.25,310.75,13976.0,13932.5,14034.75,13992.75,13932.5,14034.75,13989.25,13932.5,14055.5,14020.25,13892.5,13819.75,14146.75,13813.75
2022-10-03,2022,13819.75,333.0,13894.5,13829.25,13916.25,13873.25,13829.25,13921.25,13906.25,13829.25,13921.25,13880.0,14103.5,14080.25,14147.75,13829.25
2022-10-04,2022,14080.25,318.5,14305.5,14303.75,14364.0,14349.75,14303.75,14385.0,14379.0,14303.75,14409.25,14406.0,14396.75,14433.25,14464.5,14303.75
2022-10-05,2022,14433.25,160.75,14275.5,14254.75,14328.5,14260.0,14254.75,14328.5,14289.0,14254.75,14328.5,14283.0,14472.0,14426.0,14500.5,14156.0
2022-10-06,2022,14426.0,344.5,14380.0,14378.75,14511.0,14491.0,14378.75,14511.0,14459.75,14378.75,14511.0,14427.5,14344.0,14331.75,14511.0,14316.0
2022-10-07,2022,14331.75,195.0,14135.25,14055.5,14139.5,14064.5,14045.75,14139.5,14049.0,14006.0,14139.5,14015.25,13870.0,13889.0,14139.5,13832.75
2022-10-10,2022,13889.0,306.75,13898.25,13811.0,13915.5,13834.75,13811.0,13915.5,13834.5,13792.25,13915.5,13804.5,13808.75,13770.25,13915.5,13666.25
2022-10-11,2022,13770.25,249.25,13709.5,13648.5,13734.25,13668.75,13633.75,13734.25,13649.0,13610.5,13734.25,13613.0,13622.0,13633.5,13829.0,13556.75
2022-10-12,2022,13633.5,272.25,13655.0,13595.0,13721.25,13718.5,13595.0,13735.25,13686.5,13595.0,13735.25,13680.75,13661.0,13626.75,13735.25,13595.0
2022-10-13,2022,13626.75,140.25,13312.5,13274.25,13343.75,13315.25,13274.25,13376.0,13374.0,13274.25,13419.25,13404.75,13881.5,13870.75,13932.25,13274.25
2022-10-14,2022,13870.75,658.0,13970.75,13889.5,13997.0,13891.5,13837.5,13997.0,13861.0,13820.25,13997.0,13841.75,13561.25,13537.5,13997.0,13516.25
2022-10-17,2022,13537.5,480.75,13790.75,13788.5,13904.25,13883.25,13788.5,13904.25,13891.25,13788.5,13906.5,13863.5,13920.25,13900.75,13935.75,13788.5
2022-10-18,2022,13900.75,147.25,14193.0,14136.25,14221.25,14158.75,14125.0,14221.25,14150.0,14082.0,14221.25,14096.75,13981.5,13992.25,14221.25,13871.0
2022-10-19,2022,13992.25,350.25,13919.25,13899.5,14002.75,13934.75,13899.5,14002.75,13909.5,13899.5,14002.75,13926.5,13905.25,13944.0,14074.0,13838.5
2022-10-20,2022,13944.0,235.5,13900.5,13880.5,13954.25,13952.25,13880.5,13992.5,13982.25,13880.5,14019.25,13991.75,13865.5,13877.25,14118.25,13830.75
2022-10-21,2022,13877.25,287.5,13833.25,13784.75,13878.25,13871.75,13784.75,13920.5,13881.25,13784.75,13945.25,13945.5,14148.0,14143.5,14163.75,13784.75
