trade_date,year,dow,regime,fh_prog,fh_loc,fh_net,fh_rng,fh_open,fh_close,fh_high,fh_low,atr14_prior,gap,on_range,rod_drift,rod_mfe_up,rod_mfe_dn,rod_close,pm_texture,pm_drift,fh_dir
2023-09-22,2023,4,CHOP,0.1908,0.8421,14.5,76.0,14937.5,14952.0,14964.0,14888.0,234.8846153846154,75.75,136.25,-85.2,75.5,99.5,14866.8,TREND_DOWN,-142.0,1
2023-09-25,2023,0,CHOP,0.0377,0.4061,4.3,114.0,14824.5,14828.8,14896.5,14782.5,231.76785714285714,-42.25,163.75,108.0,110.4,11.8,14936.8,DRIFT_UP,53.6,1
2023-09-26,2023,1,STR,0.4889,0.3369,-59.5,121.7,14825.0,14765.5,14846.2,14724.5,231.42857142857142,-111.75,154.0,-56.7,40.3,99.3,14708.8,DRIFT_DOWN,-54.4,-1
2023-09-27,2023,2,SWEEP_REVERT_BULL,0.092,0.562,9.2,100.0,14753.0,14762.2,14806.0,14706.0,235.73214285714286,44.25,82.5,-18.4,59.3,176.2,14743.8,DRIFT_UP,86.8,1
2023-09-28,2023,3,SWEEP_REVERT_BULL,0.2674,0.5885,30.8,115.2,14695.0,14725.8,14773.2,14658.0,235.53571428571428,-48.75,116.25,132.7,221.7,46.3,14858.5,DRIFT_DOWN,-33.0,1
2023-09-29,2023,4,SWEEP_REVERT_BEAR,0.2258,0.1211,-20.5,90.8,15001.5,14981.0,15060.8,14970.0,244.23214285714286,143.0,184.25,-112.8,45.0,170.0,14868.2,CHOP,-27.8,-1
2023-10-02,2023,0,BTD,0.4065,0.5866,58.7,144.4,14873.8,14932.5,14992.2,14847.8,233.69642857142858,5.5,184.5,55.5,113.5,68.3,14988.0,TREND_UP,98.0,1
2023-10-03,2023,1,STR,0.5098,0.0265,-104.0,204.0,14880.2,14776.2,14974.8,14770.8,235.39285714285714,-107.75,183.75,-56.7,34.8,124.7,14719.5,DRIFT_DOWN,-43.5,-1
2023-10-04,2023,2,SWEEP_REVERT_BEAR,0.145,0.04,-14.5,100.0,14753.0,14738.5,14834.5,14734.5,247.23214285714286,33.5,210.75,181.3,217.5,-0.5,14919.8,DRIFT_UP,43.3,-1
2023-10-05,2023,3,ONEWAY_DOWN,0.6687,0.2239,-109.0,163.0,14909.0,14800.0,14926.5,14763.5,260.3392857142857,-10.75,108.0,66.0,107.0,83.8,14866.0,DRIFT_UP,62.0,-1
2023-10-06,2023,4,ONEWAY_UP,0.7272,0.9698,103.7,142.6,14736.8,14840.5,14844.8,14702.2,251.73214285714286,-129.25,262.0,272.7,319.7,-0.7,15113.2,DRIFT_UP,65.2,1
2023-10-09,2023,0,SWEEP_REVERT_BULL,0.1816,0.7161,21.3,117.3,15012.2,15033.5,15066.8,14949.5,278.14285714285717,-101.0,68.75,157.3,179.3,68.5,15190.8,TREND_UP,127.3,1
2023-10-10,2023,1,ONEWAY_UP,0.7696,0.9522,88.5,115.0,15201.0,15289.5,15295.0,15180.0,283.10714285714283,10.25,67.5,-19.3,94.0,34.3,15270.2,TREND_DOWN,-90.8,1
2023-10-11,2023,2,SWEEP_REVERT_BEAR,0.0926,0.1898,-8.0,86.4,15325.2,15317.2,15387.2,15300.8,277.60714285714283,55.0,72.5,59.8,68.3,64.2,15377.0,DRIFT_UP,73.2,-1
2023-10-12,2023,3,BTD,0.2674,0.5495,25.4,95.0,15392.8,15418.2,15461.0,15366.0,266.5,15.75,86.5,-103.0,50.6,202.0,15315.2,DRIFT_DOWN,-120.6,1
2023-10-13,2023,4,SWEEP_REVERT_BEAR,0.6402,0.1153,-64.4,100.6,15342.2,15277.8,15366.8,15266.2,270.875,27.0,131.5,-156.3,18.7,215.6,15121.5,DRIFT_DOWN,-43.5,-1
2023-10-16,2023,0,ONEWAY_UP,0.9294,0.9825,122.4,131.7,15175.8,15298.2,15300.5,15168.8,280.92857142857144,54.25,104.5,-4.7,38.6,86.2,15293.5,CHOP,11.5,1
2023-10-17,2023,1,SWEEP_REVERT_BULL,0.2942,0.8675,45.3,154.0,15138.5,15183.8,15204.2,15050.2,278.85714285714283,-155.0,170.0,57.2,125.4,5.6,15241.0,DRIFT_DOWN,-33.0,1
2023-10-18,2023,2,SWEEP_REVERT_BULL,0.2618,0.35,26.7,102.0,15130.8,15157.5,15223.8,15121.8,280.5357142857143,-110.25,114.25,-134.0,19.7,178.3,15023.5,DRIFT_DOWN,-65.3,1
2023-10-19,2023,3,SWEEP_REVERT_BEAR,0.7925,0.0047,-84.0,106.0,15087.5,15003.5,15109.0,15003.0,278.35714285714283,64.0,170.0,-117.7,134.7,151.3,14885.8,TREND_DOWN,-170.0,-1
2023-10-20,2023,4,ONEWAY_DOWN,0.7687,0.0445,-96.7,125.8,14862.5,14765.8,14886.0,14760.2,280.94642857142856,-23.25,91.5,-104.6,37.4,114.0,14661.2,TREND_DOWN,-112.0,-1
2023-10-23,2023,0,SWEEP_REVERT_BULL,0.3687,0.8773,64.0,173.6,14602.5,14666.5,14687.8,14514.2,282.07142857142856,-58.75,195.5,39.7,187.3,32.3,14706.2,TREND_DOWN,-144.8,1
2023-10-24,2023,1,ONEWAY_UP,0.7648,0.9813,69.6,91.0,14778.2,14847.8,14849.5,14758.5,279.2142857142857,72.0,105.0,-1.6,30.2,141.8,14846.2,TREND_UP,124.0,1
2023-10-25,2023,2,ONEWAY_DOWN,0.851,0.0984,-129.7,152.4,14741.5,14611.8,14749.2,14596.8,265.2857142857143,-104.75,142.0,-135.6,73.0,160.6,14476.2,TREND_DOWN,-76.3,-1
2023-10-26,2023,3,SWEEP_REVERT_BEAR,0.546,0.2521,-103.3,189.2,14420.8,14317.5,14459.0,14269.8,276.80357142857144,-55.5,173.75,-123.0,67.5,177.3,14194.5,CHOP,42.7,-1
2023-10-27,2023,4,CHOP,0.2166,0.4204,17.0,78.5,14307.0,14324.0,14369.5,14291.0,263.8392857142857,112.5,97.0,-58.0,83.8,114.2,14266.0,DRIFT_DOWN,-38.5,1
2023-10-30,2023,0,SWEEP_REVERT_BEAR,0.1668,0.0734,-24.3,145.7,14365.8,14341.5,14476.5,14330.8,259.17857142857144,99.75,88.75,77.3,130.5,35.3,14418.8,DRIFT_UP,88.3,-1
2023-10-31,2023,1,CHOP,0.1905,0.7279,-22.4,117.6,14419.2,14396.8,14428.8,14311.2,256.44642857142856,0.5,133.75,92.7,107.0,52.8,14489.5,DRIFT_UP,53.3,-1
2023-11-01,2023,2,ONEWAY_UP,0.8986,0.9392,110.8,123.3,14520.2,14631.0,14638.5,14515.2,260.60714285714283,30.75,123.75,111.8,131.0,73.0,14742.8,TREND_UP,156.3,1
2023-11-02,2023,3,CHOP,0.0928,0.7072,7.7,83.0,14920.5,14928.2,14952.5,14869.5,267.6607142857143,177.75,193.5,71.3,80.3,16.7,14999.5,TREND_UP,46.3,1
2023-11-03,2023,4,CHOP,0.194,0.2795,23.8,122.7,15051.0,15074.8,15163.2,15040.5,263.6607142857143,51.5,140.0,99.7,153.7,12.0,15174.5,CHOP,-12.0,1
2023-11-06,2023,0,CHOP,0.1214,0.3834,8.8,72.5,15204.0,15212.8,15257.5,15185.0,267.17857142857144,29.5,62.5,21.0,33.2,74.8,15233.8,DRIFT_UP,27.6,1
2023-11-07,2023,1,BTD,0.5191,0.9501,62.4,120.2,15275.8,15338.2,15344.2,15224.0,257.2142857142857,42.0,108.5,37.0,74.0,9.0,15375.2,CHOP,2.4,1
2023-11-08,2023,2,SWEEP_REVERT_BEAR,0.4929,0.1338,-38.3,77.7,15388.5,15350.2,15417.5,15339.8,255.58928571428572,13.25,53.75,33.6,44.3,63.4,15383.8,TREND_UP,54.3,-1
2023-11-09,2023,3,SWEEP_REVERT_BEAR,0.5168,0.1308,-41.5,80.3,15404.5,15363.0,15432.8,15352.5,244.5,20.75,65.75,-104.2,90.8,126.2,15258.8,TREND_DOWN,-156.7,-1
2023-11-10,2023,4,CHOP,0.075,0.3365,6.4,85.3,15327.8,15334.2,15390.8,15305.5,243.16071428571428,69.0,123.75,263.0,270.3,11.4,15597.2,TREND_UP,74.4,1
2023-11-13,2023,0,CHOP,0.1084,0.7669,-8.0,73.8,15529.8,15521.8,15539.0,15465.2,247.28571428571428,-67.5,91.75,26.0,67.7,6.3,15547.8,CHOP,-9.7,-1
2023-11-14,2023,1,ONEWAY_UP,0.7318,0.9558,71.2,97.3,15812.0,15883.2,15887.5,15790.2,244.71428571428572,264.25,287.75,-4.4,35.6,61.2,15878.8,CHOP,2.6,1
2023-11-15,2023,2,STR,0.2874,0.4711,-19.4,67.5,15957.2,15937.8,15973.5,15906.0,242.07142857142858,78.5,154.5,-47.3,39.4,105.3,15890.5,CHOP,-0.5,-1
2023-11-16,2023,3,BTD,0.3027,0.6203,24.4,80.6,15850.8,15875.2,15905.8,15825.2,234.80357142857142,-39.75,61.25,22.0,31.6,78.4,15897.2,CHOP,13.7,1
2023-11-17,2023,4,SWEEP_REVERT_BULL,0.1375,0.803,7.4,53.8,15862.8,15870.2,15880.8,15827.0,228.51785714285714,-34.5,59.75,27.3,69.8,45.2,15897.5,CHOP,4.7,1
2023-11-20,2023,0,BTD,0.6099,0.6117,65.5,107.4,15895.0,15960.5,16002.2,15894.8,224.33928571428572,-2.5,94.75,128.0,156.3,18.3,16088.5,TREND_UP,77.3,1
2023-11-21,2023,1,ONEWAY_DOWN,0.8684,0.0526,-85.8,98.8,16013.0,15927.2,16020.8,15922.0,230.55357142857142,-75.5,122.25,61.3,74.0,10.4,15988.5,CHOP,1.5,-1
2023-11-22,2023,2,SWEEP_REVERT_BEAR,0.0494,0.3333,-8.3,168.0,16069.8,16061.5,16173.5,16005.5,220.16071428571428,81.25,136.5,-13.5,43.0,49.3,16048.0,DRIFT_DOWN,-24.0,-1
2023-11-27,2023,0,CHOP,0.2025,0.5625,16.2,80.0,15999.0,16015.2,16050.2,15970.2,220.16666666666666,-12.0,83.0,-7.7,74.0,17.4,16007.5,TREND_DOWN,-65.5,1
2023-11-28,2023,1,CHOP,0.2102,0.5367,10.3,49.0,15974.5,15984.8,16007.5,15958.5,213.02083333333334,-33.0,68.75,63.2,86.7,16.6,16048.0,DRIFT_UP,24.5,1
2023-11-29,2023,2,SWEEP_REVERT_BEAR,0.3134,0.1903,-38.7,123.5,16147.2,16108.5,16208.5,16085.0,212.64583333333334,99.25,132.75,-82.5,24.3,95.0,16026.0,TREND_DOWN,-65.2,-1
2023-11-30,2023,3,ONEWAY_DOWN,0.6307,0.2261,-83.7,132.7,16032.5,15948.8,16051.5,15918.8,210.8125,6.5,71.25,32.2,42.4,92.8,15981.0,DRIFT_UP,77.0,-1
2023-12-01,2023,4,STR,0.5811,0.0856,-52.3,90.0,15933.5,15881.2,15963.5,15873.5,197.91666666666666,-47.5,81.5,143.8,168.8,17.2,16025.0,CHOP,-13.2,-1
2023-12-04,2023,0,ONEWAY_DOWN,0.8458,0.0463,-109.7,129.7,15862.5,15752.8,15876.5,15746.8,202.08333333333334,-162.5,177.5,118.4,133.0,31.6,15871.2,CHOP,7.7,-1
2023-12-05,2023,1,ONEWAY_UP,0.653,0.7051,100.3,153.6,15791.2,15891.5,15936.8,15783.2,196.91666666666666,-80.0,102.0,20.5,69.5,64.0,15912.0,TREND_UP,39.2,1
2023-12-06,2023,2,SWEEP_REVERT_BEAR,0.8426,0.1309,-136.5,162.0,16033.5,15897.0,16037.8,15875.8,195.47916666666666,121.5,146.0,-82.0,52.8,95.0,15815.0,TREND_DOWN,-53.8,-1
2023-12-07,2023,3,BTD,0.5324,0.9589,58.3,109.5,15934.2,15992.5,15997.0,15887.5,205.95833333333334,119.25,149.0,42.7,73.5,61.7,16035.2,CHOP,1.2,1
2023-12-08,2023,4,ONEWAY_UP,0.8527,0.9056,141.8,166.3,15956.0,16097.8,16113.5,15947.2,219.29166666666666,-79.25,150.5,1.0,21.0,108.3,16098.8,DRIFT_UP,31.6,1
2023-12-11,2023,0,ONEWAY_UP,0.6538,0.7358,69.3,106.0,16290.2,16359.5,16387.5,16281.5,215.20833333333334,,248.5,88.3,100.0,25.5,16447.8,DRIFT_UP,33.0,1
2023-12-12,2023,1,SWEEP_REVERT_BULL,0.238,0.7471,22.3,93.7,16444.2,16466.5,16490.2,16396.5,231.41666666666666,-3.5,107.75,111.0,113.3,7.7,16577.5,TREND_UP,80.0,1
2023-12-13,2023,2,BTD,0.3083,0.5133,18.5,60.0,16609.5,16628.0,16657.2,16597.2,227.45833333333334,32.0,45.75,151.5,178.5,52.0,16779.5,TREND_UP,186.3,1
2023-12-14,2023,3,STR,0.2851,0.0932,-26.0,91.2,16820.5,16794.5,16877.2,16786.0,227.69230769230768,41.0,109.75,-39.0,26.0,166.5,16755.5,CHOP,20.3,-1
2023-12-15,2023,4,ONEWAY_UP,0.8837,0.9709,76.0,86.0,16787.5,16863.5,16866.0,16780.0,229.78571428571428,32.0,86.25,-43.7,23.7,101.0,16819.8,CHOP,17.6,1
2023-12-18,2023,0,ONEWAY_UP,0.7575,0.9493,55.3,73.0,16846.5,16901.8,16905.5,16832.5,230.10714285714286,26.75,56.5,36.4,72.2,46.0,16938.2,CHOP,6.2,1
2023-12-19,2023,1,ONEWAY_UP,0.7317,0.8762,39.0,53.3,16952.2,16991.2,16997.8,16944.5,233.35714285714286,14.0,78.5,29.8,36.3,26.0,17021.0,DRIFT_UP,26.8,1
2023-12-20,2023,2,ONEWAY_UP,0.8024,0.976,67.0,83.5,16985.5,17052.5,17054.5,16971.0,227.76785714285714,-35.5,84.0,-288.3,21.0,292.3,16764.2,TREND_DOWN,-297.3,1
2023-12-21,2023,3,STR,0.378,0.3054,-43.7,115.6,16922.2,16878.5,16958.8,16843.2,232.82142857142858,158.0,180.0,72.0,87.5,63.5,16950.5,TREND_UP,113.3,-1
2023-12-22,2023,4,BTD,0.5029,0.6941,26.3,52.3,16999.2,17025.5,17041.5,16989.2,232.39285714285714,48.75,122.5,-45.3,9.0,129.5,16980.2,CHOP,-27.8,1
2023-12-26,2023,1,ONEWAY_UP,0.6602,0.7379,34.0,51.5,17009.5,17043.5,17057.0,17005.5,221.33928571428572,29.25,72.75,41.0,67.7,21.0,17084.5,DRIFT_UP,38.7,1
2023-12-27,2023,2,SWEEP_REVERT_BEAR,0.1558,0.368,-10.8,69.3,17091.8,17081.0,17124.8,17055.5,217.55357142857142,7.25,33.5,35.8,46.8,22.8,17116.8,TREND_UP,41.3,-1
2023-12-28,2023,3,STR,0.3452,0.4626,-19.4,56.2,17148.2,17128.8,17159.0,17102.8,205.875,31.5,47.0,-38.0,15.7,51.0,17090.8,TREND_DOWN,-40.4,-1
2023-12-29,2023,4,CHOP,0.1721,0.6231,5.8,33.7,17089.0,17094.8,17107.5,17073.8,192.48214285714286,-1.75,65.0,-75.8,0.7,156.6,17019.0,DRIFT_UP,25.0,1
2024-01-02,2024,1,ONEWAY_DOWN,0.8826,0.0428,-138.3,156.7,16861.8,16723.5,16873.5,16716.8,189.78571428571428,-157.25,221.5,-2.5,64.3,101.0,16721.0,CHOP,0.8,-1
2024-01-03,2024,2,STR,0.3196,0.232,-31.0,97.0,16610.0,16579.0,16653.5,16556.5,190.91071428571428,-111.0,145.75,-38.2,49.8,57.0,16540.8,DRIFT_DOWN,-59.4,-1
2024-01-04,2024,3,SWEEP_REVERT_BULL,0.6033,0.7144,54.3,90.0,16453.2,16507.5,16533.2,16443.2,193.19642857142858,-87.5,143.25,-63.7,76.3,71.5,16443.8,TREND_DOWN,-61.7,1
2024-01-05,2024,4,ONEWAY_UP,0.763,0.8624,89.8,117.7,16449.2,16539.0,16555.2,16437.5,187.53571428571428,5.5,134.75,-75.2,38.2,135.2,16463.8,CHOP,-5.0,1
2024-01-08,2024,0,ONEWAY_UP,0.9266,0.9734,128.8,139.0,16512.0,16640.8,16644.5,16505.5,186.53571428571428,48.25,136.0,160.4,170.4,0.6,16801.2,TREND_UP,84.4,1
2024-01-09,2024,1,ONEWAY_UP,0.674,0.7746,58.3,86.5,16669.2,16727.5,16747.0,16660.5,206.39285714285714,-132.0,138.25,104.3,141.0,15.5,16831.8,CHOP,-14.0,1
2024-01-10,2024,2,SWEEP_REVERT_BULL,0.2372,0.7683,17.2,72.5,16840.0,16857.2,16874.0,16801.5,209.17857142857142,8.25,100.0,84.3,125.8,4.0,16941.5,DRIFT_UP,30.5,1
2024-01-11,2024,3,STR,0.426,0.3046,-93.3,219.0,16984.5,16891.2,17043.5,16824.5,213.80357142857142,43.0,164.75,74.3,92.6,138.2,16965.5,TREND_UP,127.7,-1
2024-01-12,2024,4,SWEEP_REVERT_BEAR,0.3989,0.2796,-42.8,107.3,17008.0,16965.2,17042.5,16935.2,213.14285714285714,42.5,142.25,7.0,30.6,51.7,16972.2,DRIFT_UP,18.4,-1
2024-01-16,2024,1,BTD,0.5007,0.9173,74.5,148.8,16917.0,16991.5,17003.8,16855.0,217.69230769230768,-53.0,153.25,-23.5,42.3,129.5,16968.0,TREND_UP,70.5,1
2024-01-17,2024,2,STR,0.4876,0.3966,-75.0,153.8,16825.2,16750.2,16843.0,16689.2,223.48076923076923,-142.75,176.75,118.6,134.8,23.2,16868.8,DRIFT_UP,60.6,-1
2024-01-18,2024,3,BTD,0.5265,0.6853,35.8,68.0,16997.0,17032.8,17054.2,16986.2,240.44230769230768,128.25,210.5,76.2,93.0,90.3,17109.0,DRIFT_UP,107.2,1
2024-01-19,2024,4,BTD,0.3784,0.7477,25.2,66.6,17190.8,17216.0,17232.8,17166.2,256.13461538461536,81.75,148.0,226.5,232.0,23.2,17442.5,TREND_UP,117.5,1
2024-01-22,2024,0,SWEEP_REVERT_BEAR,0.3949,0.0472,-40.2,101.8,17528.2,17488.0,17585.0,17483.2,267.5192307692308,85.75,116.5,-27.2,25.8,54.0,17460.8,DRIFT_DOWN,-22.4,-1
2024-01-23,2024,1,STR,0.2841,0.7096,-22.3,78.5,17487.5,17465.2,17488.0,17409.5,247.1346153846154,26.75,105.0,64.3,73.8,37.7,17529.5,DRIFT_UP,39.7,-1
2024-01-24,2024,2,BTD,0.2761,0.9509,22.5,81.5,17692.5,17715.0,17719.0,17637.5,240.53846153846155,163.0,142.25,-90.2,78.5,111.0,17624.8,TREND_DOWN,-160.0,1
2024-01-25,2024,3,CHOP,0.0935,0.9439,8.0,85.6,17722.0,17730.0,17734.8,17649.2,247.46153846153845,97.25,138.0,-92.0,22.0,188.0,17638.0,CHOP,-13.8,1
2024-01-26,2024,4,BTD,0.2949,0.9846,23.0,78.0,17557.8,17580.8,17582.0,17504.0,244.92307692307693,-80.25,145.5,-51.6,51.2,77.3,17529.2,CHOP,1.0,1
2024-01-29,2024,0,CHOP,0.0522,0.4348,3.0,57.5,17548.0,17551.0,17583.5,17526.0,224.3846153846154,18.75,134.0,157.0,165.2,31.2,17708.0,TREND_UP,110.2,1
2024-01-30,2024,1,CHOP,0.1025,0.5608,-7.0,68.3,17661.8,17654.8,17684.8,17616.5,228.07692307692307,-46.25,90.5,-71.0,13.0,106.6,17583.8,CHOP,10.3,-1
2024-01-31,2024,2,ONEWAY_DOWN,0.7051,0.0507,-76.5,108.5,17400.0,17323.5,17426.5,17318.0,228.53846153846155,-183.75,135.0,-84.7,160.5,93.0,17238.8,DRIFT_DOWN,-132.2,-1
2024-02-01,2024,3,ONEWAY_UP,0.6169,0.9899,61.2,99.2,17307.0,17368.2,17369.2,17270.0,224.65384615384616,68.25,101.0,72.0,85.0,104.2,17440.2,DRIFT_UP,56.7,1
2024-02-02,2024,4,SWEEP_REVERT_BULL,0.4871,0.7539,77.2,158.5,17507.8,17585.0,17624.0,17465.5,225.76923076923077,67.5,160.0,144.8,190.5,36.5,17729.8,CHOP,19.8,1
2024-02-05,2024,0,ONEWAY_DOWN,0.7133,0.1811,-97.3,136.4,17722.8,17625.5,17737.2,17600.8,231.78571428571428,-7.0,75.25,71.7,120.0,71.3,17697.2,CHOP,1.7,-1
2024-02-06,2024,1,ONEWAY_DOWN,0.6946,0.1474,-117.8,169.6,17741.0,17623.2,17767.8,17598.2,229.58928571428572,43.75,98.5,38.6,40.6,62.4,17661.8,TREND_UP,70.0,-1
2024-02-07,2024,2,ONEWAY_UP,0.6141,0.9812,91.5,149.0,17773.5,17865.0,17867.8,17718.8,223.55357142857142,111.75,149.75,-23.8,10.5,85.8,17841.2,DRIFT_UP,22.2,1
2024-02-08,2024,3,CHOP,0.0552,0.5345,3.2,58.0,17835.8,17839.0,17866.0,17808.0,220.28571428571428,-5.5,70.25,26.5,57.5,15.0,17865.5,CHOP,8.7,1
2024-02-09,2024,4,ONEWAY_UP,0.6382,0.9968,60.5,94.8,17909.0,17969.5,17969.8,17875.0,203.39285714285714,43.5,119.75,69.5,101.5,8.0,18039.0,DRIFT_UP,15.0,1
2024-02-12,2024,0,CHOP,0.0685,0.5845,3.0,43.8,18029.8,18032.8,18051.0,18007.2,208.23214285714286,-9.25,56.25,-69.3,88.7,96.6,17963.5,TREND_DOWN,-140.3,1
2024-02-13,2024,1,SWEEP_REVERT_BULL,0.7321,0.9962,114.2,156.0,17628.0,17742.2,17742.8,17586.8,212.21428571428572,-335.5,347.5,-61.7,49.6,200.2,17680.5,CHOP,6.5,1
2024-02-14,2024,2,BTD,0.4635,0.9038,48.2,104.0,17788.8,17837.0,17847.0,17743.0,225.07142857142858,108.25,142.5,32.2,50.0,146.8,17869.2,DRIFT_UP,91.7,1
2024-02-15,2024,3,ONEWAY_DOWN,0.6497,0.2072,-69.0,106.2,17888.0,17819.0,17903.2,17797.0,225.625,18.75,89.5,95.0,114.0,38.5,17914.0,TREND_UP,60.5,-1
2024-02-16,2024,4,ONEWAY_DOWN,0.7512,0.2338,-160.0,213.0,17926.8,17766.8,17930.0,17717.0,224.69642857142858,12.75,123.0,-19.8,136.7,44.6,17747.0,TREND_DOWN,-110.5,-1
2024-02-20,2024,1,ONEWAY_DOWN,0.6939,0.0213,-153.0,220.5,17661.2,17508.2,17724.0,17503.5,231.42307692307693,-127.5,179.0,104.3,106.3,55.7,17612.5,TREND_UP,108.7,-1
2024-02-21,2024,2,STR,0.2755,0.3273,-21.3,77.3,17494.8,17473.5,17525.5,17448.2,238.1153846153846,-117.75,109.5,63.5,69.0,100.7,17537.0,DRIFT_UP,58.8,-1
2024-02-22,2024,3,BTD,0.5744,0.8757,61.0,106.2,17896.0,17957.0,17970.2,17864.0,240.17307692307693,359.0,249.75,87.8,130.0,62.0,18044.8,DRIFT_UP,26.6,1
2024-02-23,2024,4,SWEEP_REVERT_BEAR,0.5644,0.0465,-57.0,101.0,18105.5,18048.5,18144.8,18043.8,247.94230769230768,60.75,113.75,-62.0,24.5,102.5,17986.5,DRIFT_DOWN,-56.3,-1
2024-02-26,2024,0,CHOP,0.0448,0.6486,3.8,84.8,18017.2,18021.0,18050.8,17966.0,248.51923076923077,30.75,106.0,-43.5,38.5,47.8,17977.5,TREND_DOWN,-49.7,1
2024-02-27,2024,1,CHOP,0.0918,0.7519,-8.4,91.5,18018.2,18009.8,18032.5,17941.0,243.07692307692307,40.75,112.75,8.0,21.4,101.0,18017.8,TREND_UP,89.6,-1
2024-02-28,2024,2,STR,0.2837,0.3943,-20.0,70.5,17923.8,17903.8,17946.5,17876.0,234.28846153846155,-94.0,127.5,13.7,71.2,19.8,17917.5,CHOP,0.5,-1
2024-02-29,2024,3,SWEEP_REVERT_BEAR,0.1399,0.3956,-12.8,91.5,18030.0,18017.2,18072.5,17981.0,237.32692307692307,112.5,209.0,49.8,92.3,119.0,18067.0,DRIFT_UP,46.2,-1
2024-03-01,2024,4,ONEWAY_UP,0.8107,0.8369,83.5,103.0,18096.5,18180.0,18196.8,18093.8,242.30769230769232,29.5,133.5,155.0,192.8,36.2,18335.0,DRIFT_UP,48.5,1
2024-03-04,2024,0,ONEWAY_DOWN,0.7399,0.1758,-40.4,54.6,18330.2,18289.8,18334.8,18280.2,254.46153846153845,-4.75,67.0,-31.3,56.7,37.6,18258.5,DRIFT_DOWN,-44.7,-1
2024-03-05,2024,1,ONEWAY_DOWN,0.9361,0.0563,-171.3,183.0,18133.8,17962.5,18135.2,17952.2,231.71153846153845,-124.75,144.75,-30.7,16.0,130.0,17931.8,CHOP,-20.4,-1
2024-03-06,2024,2,SWEEP_REVERT_BEAR,0.535,0.3282,-87.2,163.0,18104.2,18017.0,18126.5,17963.5,247.23076923076923,172.5,163.25,27.2,157.2,32.5,18044.2,DRIFT_DOWN,-88.6,-1
2024-03-07,2024,3,BTD,0.4583,0.9867,55.0,120.0,18182.2,18237.2,18238.8,18118.8,253.28846153846155,138.0,272.75,72.0,122.8,18.7,18309.2,CHOP,-0.3,1
2024-03-08,2024,4,ONEWAY_UP,0.7493,0.9537,110.0,146.8,18318.0,18428.0,18434.8,18288.0,263.6923076923077,8.75,164.25,-387.5,8.5,415.5,18040.5,CHOP,-24.7,1
2024-03-11,2024,0,STR,0.448,0.3348,-49.5,110.5,18224.5,18175.0,18248.5,18138.0,275.14285714285717,,330.25,41.2,96.2,12.5,18216.2,CHOP,-20.6,-1
2024-03-12,2024,1,SWEEP_REVERT_BULL,0.2759,0.9876,53.3,193.2,18311.5,18364.8,18367.2,18174.0,274.4107142857143,95.25,177.0,111.0,126.2,41.6,18475.8,TREND_UP,120.3,1
2024-03-13,2024,2,STR,0.6724,0.315,-85.4,127.0,18428.2,18342.8,18429.8,18302.8,281.5357142857143,-47.5,94.75,-12.3,61.4,61.0,18330.5,CHOP,-21.0,-1
2024-03-14,2024,3,STR,0.3193,0.5637,-62.2,194.8,18375.2,18313.0,18398.0,18203.2,268.25,44.75,90.75,-34.8,29.0,151.8,18278.2,CHOP,25.4,-1
2024-03-15,2024,4,STR,0.3251,0.5237,-47.3,145.5,18152.5,18105.2,18174.5,18029.0,273.125,-125.75,192.75,-46.7,66.8,99.0,18058.5,DRIFT_UP,47.7,-1
2024-03-18,2024,0,ONEWAY_UP,0.8522,0.915,88.2,103.5,18284.0,18372.2,18381.0,18277.5,285.9107142857143,225.5,233.75,-142.7,7.8,153.2,18229.5,CHOP,-19.5,1
2024-03-19,2024,1,ONEWAY_DOWN,0.6848,0.2216,-68.0,99.3,18143.2,18075.2,18152.5,18053.2,299.2857142857143,-86.25,175.0,194.8,214.0,7.4,18270.0,DRIFT_UP,26.2,-1
2024-03-20,2024,2,SWEEP_REVERT_BEAR,0.2458,0.5682,-21.8,88.7,18318.0,18296.2,18334.5,18245.8,305.875,48.0,103.75,188.3,201.6,51.4,18484.5,TREND_UP,194.3,-1
2024-03-21,2024,3,SWEEP_REVERT_BEAR,0.3434,0.3976,-28.5,83.0,18687.5,18659.0,18709.0,18626.0,304.92857142857144,203.0,169.0,-100.2,48.5,106.5,18558.8,TREND_DOWN,-130.2,-1
2024-03-22,2024,4,CHOP,0.0723,0.5046,-4.7,65.0,18537.5,18532.8,18565.0,18500.0,293.42857142857144,-21.25,115.0,39.2,93.2,30.3,18572.0,CHOP,-8.0,-1
2024-03-25,2024,0,SWEEP_REVERT_BULL,0.419,0.7681,53.3,127.2,18459.2,18512.5,18542.0,18414.8,294.0357142857143,-112.75,144.75,-3.0,59.3,13.5,18509.5,DRIFT_DOWN,-20.0,1
2024-03-26,2024,1,CHOP,0.2198,0.124,-13.3,60.5,18568.8,18555.5,18608.5,18548.0,277.39285714285717,59.25,102.25,-105.0,33.3,116.3,18450.5,TREND_DOWN,-92.0,-1
2024-03-27,2024,2,SWEEP_REVERT_BEAR,0.7827,0.1899,-151.3,193.3,18566.5,18415.2,18571.8,18378.5,273.67857142857144,116.0,103.75,91.6,92.6,24.4,18506.8,DRIFT_UP,65.8,-1
