et_hhmm,mean,count,std,t,med_abs,vshare,mean_pts
225,6.103698262288401e-05,1319,0.011287869467878136,0.19638281235845728,0.0057302680946858565,0.00016108911801496887,0.026914329037149357
226,0.00022501769202527345,1319,0.011322424685521408,0.7217713233213482,0.005449591280653951,0.0001529833721456012,0.0854814253222138
227,0.00014916404766956884,1319,0.01042232161197512,0.5197830187028717,0.005055571159170245,0.00014485334517745575,0.05553449583017438
228,0.0004303959282224395,1319,0.010396101607871237,1.5035574826175555,0.005047073667863729,0.00015150138391303094,0.14802880970432145
229,-5.052916283675308e-05,1319,0.009949156481965057,-0.18444982144137104,0.005347934042146814,0.00015176365612027903,-0.01042456406368461
230,0.0005583420597722135,1319,0.01229832570301556,1.6488333065698986,0.006807555638675893,0.00021534138094395097,0.22952994692949205
231,-0.0005893335788237505,1319,0.011787123714807675,-1.8158323241573466,0.006541585795413701,0.00017196035529163438,-0.2196739954510993
232,0.00038863052003528,1319,0.011164784405314853,1.2641801312006944,0.005810488676996424,0.00016381353455565285,0.1618650492797574
233,-0.00031592717901445433,1319,0.011299498098222,-1.0154305701670685,0.005608429639700884,0.0001577945103315831,-0.10652009097801364
234,-0.00031282881290476,1319,0.01068789677130519,-1.0630088834625957,0.005504328189687617,0.00014952735847334519,-0.10841546626231995
235,0.00029335042473147303,1319,0.010895881131771135,0.9777926366547122,0.005728649091015375,0.00016127755135949965,0.0978013646702047
236,0.0001196070855245769,1319,0.01094461863729009,0.3968977825398394,0.0057302680946858565,0.0001558479154038649,0.05496588324488249
237,0.00022446113929441754,1318,0.011385669638641531,0.7157152808340823,0.005424280460744509,0.0001537814846782657,0.07947647951441578
238,0.00013500722895414365,1319,0.010805723989274653,0.4537593123413073,0.005401362805384743,0.0001529648448452443,0.08889310083396512
239,4.316940657206892e-05,1319,0.009792397192787522,0.16010668136680176,0.0052634876871984464,0.00014236528044334247,0.03184230477634572
240,0.00013412080827766116,1319,0.01064560093522406,0.4575603439520334,0.005401512423478575,0.0001593152831669795,0.03620166793025019
241,-0.0002565701776243521,1319,0.010447685865981098,-0.8918841922797079,0.005330432417731846,0.00014691533036676602,-0.02103866565579985
242,0.0005422758416079932,1319,0.010247323169510103,1.921906351636366,0.005571917535620473,0.00015042248235827785,0.1417740712661107
243,5.997750568070522e-05,1319,0.009504624569826214,0.2291795336153094,0.004944899689177734,0.00014165134135508774,0.005686125852918878
244,0.0004313608075242467,1319,0.009899529908578683,1.5825174560741915,0.005338443638354664,0.0001442503931191655,0.1878316906747536
245,-0.0006830825495920053,1319,0.01201399502448282,-2.0649433458191697,0.006355932203389831,0.00018047362284766887,-0.2460197119029568
246,-2.0994276184113888e-05,1319,0.010850204518572153,-0.07027249600788345,0.005696266910792392,0.0001560916128718518,-0.04056103108415466
247,2.80151577048636e-05,1319,0.010637549242018615,0.09564755787518951,0.005556106756622681,0.00014918673327230067,-0.0018953752843062926
248,-0.00012889227710635858,1319,0.00986211377173817,-0.4746563395780865,0.005312840946824155,0.00014651102942939845,-0.047763457164518575
249,-0.00038009418754674326,1319,0.009772451834159595,-1.4125703546344042,0.005382545174932718,0.0001415605621522928,-0.13779378316906749
250,0.0001529196011346803,1319,0.010458966660809142,0.5310027566701095,0.005857390472775087,0.00015748469853477462,0.03790750568612585
251,0.00012399441466562775,1319,0.01035766304877919,0.43477317616302885,0.0051579626047711154,0.00014928051693890057,0.02824109173616376
252,0.0003801247504037566,1319,0.010299233587833533,1.3404284521118028,0.005351681957186544,0.00014581257113549992,0.08282789992418499
253,0.00029159109515236267,1319,0.009857189181402373,1.0743444956070116,0.005328258801141768,0.00013904030128435567,0.12964366944655042
254,-0.00025272905971840783,1319,0.00974593811201102,-0.941789686337628,0.005027422303473492,0.00014128847536344259,-0.0932524639878696
255,-0.0004936756441766179,1319,0.01049853111700967,-1.7077942992502533,0.005506752327258423,0.00015672802166753424,-0.15049279757391965
256,0.0002838831212330799,1319,0.010034260863776151,1.027487582510535,0.00517258529792102,0.00015064688492454745,0.13551933282789994
257,-0.0006850705036740882,1319,0.009840684361571504,-2.5283218893530917,0.005021029637116495,0.00014530749405119637,-0.23881728582259287
258,-0.000279801669114693,1319,0.01034760765769028,-0.9820480669278063,0.005482026783616571,0.00015615506813457266,-0.04075056861258529
259,-0.00015806395566721,1319,0.011082491220973083,-0.5179857927203315,0.006040541325434163,0.0001936418052475532,0.01269901440485216
300,0.0004689254364997527,1319,0.0242224494996785,0.7030854815063959,0.013247121905062295,0.000570381770719655,-0.012319939347990902
301,-0.0006716067808534734,1319,0.018856660446727354,-1.2935186338002056,0.010758196721311477,0.00039643452111580283,-0.11277482941622441
302,0.0005437066488060645,1319,0.0226428551094184,0.8720790511533266,0.010084778633567906,0.00035372822108634355,0.2488627748294162
303,-0.00013110109298531945,1319,0.016614321963009788,-0.2865801383015192,0.009781790820165538,0.000320589315118326,-0.02312357846853677
304,0.00043098978197161664,1319,0.016094046557895855,0.9725772763384936,0.00858424920335566,0.00030180606361268625,0.13229719484457922
305,-8.729179161337916e-05,1319,0.018324408823864116,-0.17300785932999302,0.010542168674698794,0.0003758622204851004,0.03582259287338893
306,-0.0005289531751155662,1319,0.017976475291307557,-1.0686490007784002,0.009495548961424332,0.00035539584019587587,-0.12206216830932524
307,0.0004101077033380836,1319,0.015388498705511245,0.9678856978151704,0.008869435005471405,0.0003146458591809786,0.16622441243366187
308,0.0001218558327390082,1319,0.015078227254270297,0.2935069808689475,0.008406164520648476,0.0002892198138732654,0.016679302501895376
309,4.359642934572184e-05,1319,0.014634522633684208,0.10819190258517826,0.008570918397714422,0.00028562355210458003,0.004927975739196361
310,-0.00044710572044839744,1319,0.018125243636206243,-0.8958777925507095,0.009361702127659575,0.0003288421063320226,-0.02558756633813495
311,0.00016646897679001977,1319,0.015678012097604072,0.38562458382514114,0.00835705758104509,0.0003003471811670472,0.10121304018195602
312,-0.0001553882132607033,1319,0.015457853834463419,-0.36508271731520786,0.008258462655413377,0.0002913567905135758,-0.13760424564063684
313,-1.3232379560605164e-05,1319,0.01473940589257111,-0.03260471204310711,0.008326724821570182,0.0002825105959267508,-0.02293404094010614
314,-0.0002745401987954884,1319,0.015237477936530503,-0.6543577520974804,0.007733261949376878,0.000277964946612301,-0.026914329037149357
315,0.0003073080010420791,1319,0.017244591229751388,0.6472072315839954,0.009412502941407169,0.00034143197445616865,0.08150113722517058
316,0.0009712930575556879,1319,0.015639788290608674,2.255494707912217,0.008692158796245571,0.0003004069894408973,0.3349128127369219
317,0.000577505945686147,1319,0.015488949519630514,1.3541191915568342,0.008658008658008658,0.0002800976083005129,0.0822592873388931
318,0.00026538806520456996,1319,0.014831852003376892,0.6498429365299708,0.008357441337190614,0.0002746254063461748,0.06974981046247157
319,-0.0006137016492275245,1319,0.014552018065660515,-1.5316391647805239,0.007830896445977767,0.00026934969953861475,-0.1950341167551175
320,-8.616238856743759e-05,1319,0.016560616518135892,-0.18895727922548114,0.009294385432473445,0.0003013951946820758,-0.0667172100075815
321,0.0002462297269486835,1319,0.015471939246345963,0.5779870790805358,0.008799071746277318,0.00028678812357340835,0.08188021228203184
322,-0.00041191306383992724,1319,0.014834466486691088,-1.00845385814998,0.008394833948339484,0.0002770152172002869,-0.09571645185746779
323,0.0005476670339779939,1319,0.014229985486782438,1.3977662200135896,0.00790641387656313,0.00026645147775313785,0.26269901440485216
324,-0.0003529209923254839,1319,0.014123935049959572,-0.9074948679478495,0.008025453509355115,0.0002613300226184719,-0.16224412433661864
325,-0.0015832490576169448,1319,0.015518210983679517,-3.705356372795097,0.008541272649624794,0.00029623162819353337,-0.4512888551933283
326,5.793239091247759e-05,1319,0.015043005065878787,0.13986506404532253,0.008023382428792481,0.0002725916309560585,-0.055724033358605006
327,0.0004539385856786331,1319,0.014525774059042292,1.1349591051887769,0.007985170397832596,0.00026473987295224185,0.1808188021228203
328,0.0008390503516955289,1319,0.013538841338682828,2.2507586234675854,0.007789762027050162,0.0002639576119026871,0.15750568612585292
329,-0.00045181167220058473,1319,0.012679509003849523,-1.2941285183308764,0.007099391480730223,0.00024183382043664112,-0.13646702047005307
330,-0.0011187998694846628,1319,0.01808612408817159,-2.2466183335007233,0.009552727644911465,0.00035235245491437034,-0.3667551175132676
331,-0.0005314028209279375,1319,0.01552199007200247,-1.243365612376676,0.008992372541148133,0.00029669899366539034,-0.11959818043972707
332,0.00034406445358370206,1319,0.015197327629165373,0.8222331421210246,0.008559201141226819,0.00028492852744879665,0.14499620924943138
333,-0.00013372861028210155,1319,0.014273705486951133,-0.34025929479948447,0.007740865318158781,0.0002665471379822469,-0.06747536012130402
334,-0.00010598872836273517,1319,0.013343802582849614,-0.28847120671688486,0.00792303338992643,0.0002551008982866482,-0.04416224412433662
335,0.000261066529967346,1319,0.014488027640933671,0.6544317009313827,0.008063890827324182,0.0002789759021034726,0.12073540561031085
336,0.00040665261485263617,1319,0.014381922010675365,1.0269020897576469,0.007897435897435898,0.0002593157457861347,0.11865049279757392
337,0.000402761417232764,1319,0.014435939443015402,1.0132700511806394,0.007760173680077601,0.00025438804764174366,0.11220621683093253
