td,year,tf,direction,freeze_end,price_end,slope_pm,w2s,atr14,slope_norm
2023-08-28,2023,15,up,1200,15048.788,0.055,58.688,280.32,0.0294
2023-08-30,2023,15,up,1185,15461.275,0.103333,66.125,278.04,0.0557
2023-08-31,2023,15,up,1275,15553.333,0.098148,47.083,267.68,0.0495
2023-09-01,2023,15,dn,1140,15480.225,-0.373333,43.025,261.77,-0.107
2023-09-06,2023,15,dn,1200,15335.297,-0.314583,38.953,253.83,-0.1487
2023-09-12,2023,15,up,1215,15586.312,0.641667,58.312,260.67,0.1477
2023-09-13,2023,15,up,1245,15591.069,0.118519,34.014,253.83,0.063
2023-09-14,2023,15,up,1185,15679.518,0.138095,35.946,226.94,0.0639
2023-09-18,2023,15,up,1170,15428.278,0.159259,39.889,234.37,0.0917
2023-09-19,2023,15,up,1290,15387.25,0.627778,49.0,215.12,0.5253
2023-09-20,2023,15,up,1290,15309.2,0.07,85.95,217.62,0.0241
2023-09-20,2023,15,dn,1260,15330.5,-0.283333,57.25,217.62,-0.1953
2023-09-22,2023,15,dn,1275,14895.958,-0.77963,64.792,234.88,-0.4481
2023-09-26,2023,15,dn,1140,14762.232,-0.021429,40.946,231.43,-0.0097
2023-09-27,2023,15,dn,1155,14663.188,-0.430556,39.312,235.73,-0.1644
2023-09-27,2023,15,dn,1230,14613.7,-0.763333,62.05,235.73,-0.2429
2023-09-29,2023,15,dn,1125,14917.75,-0.691667,41.125,244.23,-0.2549
2023-09-29,2023,15,dn,1290,14843.284,-0.586364,58.67,244.23,-0.3961
2023-10-02,2023,15,dn,1290,14909.667,-0.027778,46.667,233.7,-0.0107
2023-10-05,2023,15,up,1290,14895.188,0.622917,39.844,260.34,0.2871
2023-10-11,2023,15,dn,1245,15290.067,-0.24359,48.029,277.61,-0.1711
2023-10-12,2023,15,up,1095,15437.75,0.1,33.75,266.5,0.0225
2023-10-12,2023,15,up,1155,15400.781,0.029167,69.281,266.5,0.0066
2023-10-13,2023,15,dn,1230,15097.929,-0.447619,55.821,270.88,-0.1735
2023-10-16,2023,15,up,1260,15269.469,0.029167,54.844,280.93,0.0062
2023-10-16,2023,15,dn,1215,15254.3,-0.586667,68.7,280.93,-0.1566
2023-10-18,2023,15,dn,1245,15109.667,-0.155556,51.667,280.54,-0.0998
2023-10-19,2023,15,dn,1170,15006.95,-0.546667,106.3,278.36,-0.1473
2023-10-25,2023,15,dn,1245,14481.598,-0.684524,59.402,265.29,-0.5419
2023-10-27,2023,15,dn,1260,14272.509,-0.294048,73.491,263.84,-0.234
2023-11-01,2023,15,dn,1170,14583.969,-0.229167,32.031,260.61,-0.0528
2023-11-01,2023,15,dn,1290,14652.703,-0.035417,96.297,260.61,-0.0163
2023-11-02,2023,15,up,1290,14984.661,0.171429,31.054,267.66,0.1345
2023-11-07,2023,15,up,1290,15376.292,0.052778,38.333,257.21,0.0369
2023-11-08,2023,15,up,1290,15349.602,0.106061,42.17,255.59,0.0685
2023-11-09,2023,15,dn,1200,15356.825,-0.273333,64.125,244.5,-0.1677
2023-11-13,2023,15,dn,1230,15560.188,-0.030556,25.062,247.29,-0.0111
2023-11-14,2023,15,dn,1260,15856.141,-0.09375,38.359,244.71,-0.046
2023-11-15,2023,15,dn,1215,15858.675,-0.686667,57.075,242.07,-0.2127
2023-11-17,2023,15,up,1260,15926.219,0.354167,29.719,228.52,0.186
2023-11-22,2023,15,up,1230,16083.125,0.027778,22.625,220.16,0.0114
2023-11-22,2023,15,dn,1290,16031.125,-0.435714,38.482,220.16,-0.2078
2023-11-27,2023,15,up,1215,16072.538,0.251667,28.038,220.17,0.1715
2023-11-28,2023,15,up,1110,16050.75,0.391667,38.375,213.02,0.1103
2023-11-30,2023,15,dn,1230,15880.438,-0.052778,26.812,210.81,-0.0225
2023-12-05,2023,15,dn,1185,15859.75,-0.083333,36.0,196.92,-0.0254
2023-12-06,2023,15,dn,1110,15904.9,-0.163333,48.75,195.48,-0.0627
2023-12-06,2023,15,dn,1200,15868.125,-0.216667,33.875,195.48,-0.0998
2023-12-07,2023,15,up,1275,16044.5,0.083333,25.25,205.96,0.0486
2023-12-14,2023,15,dn,1245,16662.0,-0.844444,72.0,227.69,-0.5007
2023-12-18,2023,15,up,1155,16918.922,0.26875,30.922,230.11,0.1402
2023-12-19,2023,15,up,1260,16994.0,0.09,19.3,233.36,0.0289
2023-12-19,2023,15,dn,1200,16985.031,-0.004167,19.969,233.36,-0.0011
2023-12-20,2023,15,dn,1170,17041.0,-0.1,23.25,227.77,-0.0263
2023-12-22,2023,15,dn,1155,16993.6,-0.006667,25.9,232.39,-0.0022
2023-12-22,2023,15,dn,1290,16931.875,-0.533333,59.875,232.39,-0.3098
2023-12-26,2023,15,up,1215,17046.409,0.024242,19.182,221.34,0.0181
2023-12-27,2023,15,up,1200,17116.375,0.336111,26.5,217.55,0.139
2023-12-27,2023,15,dn,1260,17089.667,-0.061111,31.667,217.55,-0.0253
2023-12-28,2023,15,dn,1200,17111.768,-0.111905,24.054,205.88,-0.0571
2024-01-03,2024,15,up,1200,16585.219,0.0125,34.844,190.91,0.0079
2024-01-03,2024,15,up,1290,16585.417,0.102778,47.958,190.91,0.0485
2024-01-03,2024,15,dn,1260,16574.196,-0.185714,52.804,190.91,-0.1021
2024-01-10,2024,15,up,1200,16919.688,0.291667,25.938,209.18,0.1673
2024-01-18,2024,15,dn,1215,16985.85,-0.64,72.15,240.44,-0.1996
2024-01-22,2024,15,dn,1215,17452.25,-0.366667,34.75,267.52,-0.1028
2024-01-24,2024,15,up,1185,17752.844,0.2375,51.344,240.54,0.1185
2024-01-24,2024,15,dn,1275,17684.625,-0.3125,66.688,240.54,-0.2339
2024-01-25,2024,15,up,1125,17701.075,0.186667,59.325,247.46,0.0566
2024-01-26,2024,15,up,1140,17574.438,0.041667,59.438,244.92,0.0102
2024-01-26,2024,15,dn,1245,17519.25,-0.544444,40.25,244.92,-0.3001
2024-01-30,2024,15,dn,1260,17572.531,-0.104167,28.969,228.08,-0.0274
2024-02-01,2024,15,up,1185,17369.514,0.312963,58.569,224.65,0.1881
2024-02-02,2024,15,up,1290,17735.438,0.158333,47.188,225.77,0.0842
2024-02-06,2024,15,dn,1155,17590.906,-0.3125,44.219,229.59,-0.1633
2024-02-07,2024,15,up,1245,17823.938,0.058333,37.688,223.55,0.0235
2024-02-07,2024,15,dn,1170,17805.125,-0.383333,43.125,223.55,-0.1029
2024-02-08,2024,15,up,1155,17874.0,0.0375,24.188,220.29,0.0102
2024-02-08,2024,15,dn,1290,17848.661,-0.209524,30.839,220.29,-0.0999
2024-02-12,2024,15,dn,1275,17940.812,-1.0875,53.5,208.23,-0.6267
2024-02-16,2024,15,up,1260,17838.125,0.083333,69.125,224.7,0.0501
2024-02-20,2024,15,dn,1170,17503.25,-0.245833,61.812,231.42,-0.1275
2024-02-21,2024,15,dn,1290,17393.5,-0.608333,48.125,238.12,-0.2299
2024-02-26,2024,15,dn,1230,18014.375,-0.073333,37.425,248.52,-0.0443
2024-03-04,2024,15,up,1290,18321.438,0.158333,32.188,254.46,0.0747
2024-03-04,2024,15,dn,1215,18291.804,-0.104762,26.268,254.46,-0.0432
2024-03-05,2024,15,up,1170,17947.5,0.166667,38.5,231.71,0.0539
2024-03-07,2024,15,up,1245,18348.688,0.341667,26.688,253.29,0.1214
2024-03-19,2024,15,up,1290,18253.688,0.036111,37.188,299.29,0.0109
2024-03-20,2024,15,dn,1245,18321.688,-0.091667,81.062,305.88,-0.027
2024-03-21,2024,15,dn,1290,18597.5,-0.309524,58.929,304.93,-0.2132
2024-03-25,2024,15,up,1125,18535.25,0.127778,24.0,294.04,0.0391
2024-03-26,2024,15,dn,1200,18556.875,-0.03,28.725,277.39,-0.0162
2024-03-27,2024,15,up,1275,18433.0,0.088889,32.5,273.68,0.0292
2024-04-02,2024,15,up,1200,18277.812,0.175,30.812,222.41,0.0708
2024-04-08,2024,15,up,1275,18306.625,0.083333,20.875,240.89,0.0259
2024-04-09,2024,15,dn,1260,18252.25,-0.229167,25.312,228.02,-0.0603
2024-04-11,2024,15,up,1290,18513.0,1.241667,55.625,239.36,0.7781
2024-04-12,2024,15,dn,1230,18165.33,-0.419697,60.216,257.11,-0.2693
2024-04-16,2024,15,up,1125,17890.083,0.055556,48.917,298.27,0.0168
2024-04-16,2024,15,up,1260,17944.525,0.763333,77.825,298.27,0.1919
2024-04-16,2024,15,dn,1230,17888.167,-0.494444,92.417,298.27,-0.1492
2024-04-19,2024,15,dn,1170,17236.875,-1.016667,78.875,322.23,-0.4259
2024-04-23,2024,15,up,1155,17596.25,0.1375,25.688,338.84,0.0243
2024-04-23,2024,15,up,1290,17639.986,0.307407,31.097,338.84,0.1225
2024-04-25,2024,15,up,1275,17543.25,0.56875,65.844,330.36,0.4132
2024-04-26,2024,15,up,1230,17870.075,0.101667,36.0,326.07,0.0468
2024-04-29,2024,15,up,1245,17889.106,0.076923,45.856,332.84,0.0451
2024-04-30,2024,15,dn,1200,17692.125,-0.627778,44.875,326.66,-0.173
2024-05-03,2024,15,up,1290,18009.719,0.164583,25.438,313.16,0.0631
2024-05-06,2024,15,up,1275,18134.275,0.221667,30.45,300.41,0.1107
2024-05-06,2024,15,dn,1155,18093.075,-0.146667,32.425,300.41,-0.0366
2024-05-07,2024,15,dn,1290,18173.964,-0.590476,34.036,301.73,-0.2055
2024-05-13,2024,15,dn,1200,18256.833,-0.263889,33.708,247.3,-0.096
2024-05-17,2024,15,dn,1275,18570.188,-0.697222,56.562,224.21,-0.2799
2024-05-20,2024,15,up,1185,18769.219,0.1875,33.719,223.07,0.1009
2024-05-20,2024,15,dn,1260,18740.148,-0.136364,39.284,223.07,-0.1009
2024-05-21,2024,15,up,1260,18764.107,0.088095,20.857,209.12,0.0442
2024-05-22,2024,15,dn,1290,18698.386,-0.701515,45.705,190.32,-0.6082
2024-05-24,2024,15,up,1275,18881.558,0.035897,46.058,185.05,0.0378
2024-05-28,2024,15,up,1230,18911.062,0.041667,35.312,192.85,0.0259
2024-05-29,2024,15,dn,1230,18843.875,-0.05,29.625,192.17,-0.0234
2024-06-03,2024,15,dn,1200,18482.531,-1.070833,94.969,227.54,-0.5647
2024-06-06,2024,15,dn,1260,19042.25,-0.2,34.0,246.5,-0.073
2024-06-07,2024,15,up,1215,19084.875,0.25,81.375,243.85,0.1538
2024-06-07,2024,15,dn,1275,19068.981,-0.09359,76.192,243.85,-0.0748
2024-06-11,2024,15,up,1290,19200.196,0.453571,52.464,249.87,0.3812
2024-06-12,2024,15,dn,1260,19480.333,-0.497222,54.208,257.44,-0.1738
2024-06-13,2024,15,dn,1170,19536.708,-0.257407,48.292,253.87,-0.1369
2024-06-14,2024,15,up,1230,19661.062,0.369444,31.812,249.63,0.1332
2024-06-14,2024,15,dn,1125,19598.0,-0.14,40.8,249.63,-0.0421
2024-06-18,2024,15,dn,1260,20189.1,-0.11,33.8,276.89,-0.0298
2024-06-20,2024,15,dn,1230,20001.75,-0.821795,80.481,275.75,-0.5811
2024-06-24,2024,15,dn,1290,19816.925,-0.24,60.475,263.27,-0.2051
2024-06-26,2024,15,up,1125,19973.0,0.044444,57.0,257.1,0.0156
2024-07-01,2024,15,up,1275,20030.729,0.269444,32.146,280.27,0.0865
2024-07-05,2024,15,up,1245,20621.75,0.238889,27.5,296.8,0.0724
2024-07-09,2024,15,dn,1215,20631.938,-0.454167,36.625,264.3,-0.2062
2024-07-12,2024,15,up,1245,20701.5,0.55,64.25,276.46,0.2686
2024-07-19,2024,15,dn,1215,19700.839,-0.47619,68.268,327.0,-0.1529
2024-07-23,2024,15,dn,1200,19991.764,-0.087037,79.931,330.35,-0.0356
2024-07-26,2024,15,up,1215,19239.333,0.586111,84.792,365.98,0.2883
2024-07-31,2024,15,up,1110,19485.125,0.366667,47.375,407.88,0.0539
2024-08-05,2024,15,up,1155,18192.656,1.6625,171.156,468.66,0.2128
2024-08-06,2024,15,up,1200,18388.75,0.805556,97.0,527.16,0.2063
2024-08-08,2024,15,up,1140,18423.675,0.41,63.525,535.04,0.0575
2024-08-08,2024,15,up,1275,18509.486,0.640741,74.597,535.04,0.1617
2024-08-09,2024,15,up,1230,18617.662,0.638333,85.562,569.88,0.168
2024-08-15,2024,15,up,1260,19569.911,0.209524,31.518,537.0,0.041
2024-08-16,2024,15,up,1185,19619.575,0.463333,62.025,551.29,0.1261
2024-08-20,2024,15,up,1275,19813.653,0.068519,57.181,536.34,0.0172
2024-08-21,2024,15,dn,1140,19813.875,-0.516667,65.625,498.95,-0.0621
2024-08-22,2024,15,dn,1260,19656.861,-0.592593,99.528,453.34,-0.1765
2024-08-23,2024,15,dn,1185,19683.859,-0.25625,103.641,445.43,-0.069
2024-08-26,2024,15,up,1185,19597.625,0.1,49.875,393.54,0.0229
2024-08-26,2024,15,dn,1260,19562.172,-0.23125,58.578,393.54,-0.0705
2024-08-28,2024,15,dn,1260,19348.716,-0.368182,86.784,355.64,-0.1708
2024-09-10,2024,15,up,1275,18757.83,0.348485,105.352,392.13,0.1466
2024-09-10,2024,15,dn,1140,18629.2,-1.113333,89.55,392.13,-0.2129
2024-09-12,2024,15,up,1290,19422.402,0.45119,81.402,419.0,0.2261
2024-09-13,2024,15,up,1245,19539.232,0.154762,44.982,417.92,0.0389
2024-09-17,2024,15,dn,1245,19617.25,-0.366667,59.25,412.15,-0.0534
2024-09-18,2024,15,up,1260,19805.5,0.9,135.0,401.63,0.437
2024-09-19,2024,15,up,1245,20155.096,0.228205,58.173,385.38,0.1155
2024-09-24,2024,15,dn,1290,20122.688,-0.469444,35.062,355.34,-0.1189
2024-09-25,2024,15,dn,1200,20156.406,-0.570833,46.594,353.39,-0.0969
2024-09-27,2024,15,up,1260,20237.125,0.1375,62.062,331.36,0.0249
2024-09-27,2024,15,dn,1290,20218.2,-0.246667,56.3,331.36,-0.1117
2024-09-30,2024,15,dn,1275,20072.85,-1.506667,84.65,322.7,-0.3502
2024-10-01,2024,15,up,1290,20005.5,0.568333,101.325,318.04,0.2681
2024-10-03,2024,15,dn,1200,19950.825,-0.223333,81.875,298.43,-0.1123
2024-10-04,2024,15,up,1185,20125.339,0.207143,66.232,304.34,0.0715
2024-10-07,2024,15,dn,1140,20130.844,-0.1875,31.531,303.11,-0.0371
2024-10-08,2024,15,dn,1200,20186.156,-0.5875,47.844,306.21,-0.1151
2024-10-09,2024,15,up,1275,20413.775,0.09,52.025,312.29,0.0432
2024-10-09,2024,15,dn,1245,20404.042,-0.144444,55.542,312.29,-0.0416
2024-10-14,2024,15,up,1290,20631.25,0.2,19.75,289.0,0.0623
2024-10-15,2024,15,dn,1215,20372.225,-0.046667,40.075,291.5,-0.012
2024-10-16,2024,15,up,1200,20325.417,0.213889,32.958,305.68,0.063
2024-10-16,2024,15,up,1275,20369.975,0.406667,27.575,305.68,0.0998
2024-10-17,2024,15,dn,1290,20387.797,-0.677083,52.516,294.41,-0.276
2024-10-18,2024,15,dn,1155,20480.375,-0.111111,43.375,301.21,-0.0332
2024-10-21,2024,15,up,1245,20480.469,0.26875,28.875,299.64,0.1076
2024-10-25,2024,15,dn,1260,20487.125,-1.061111,74.875,280.25,-0.5112
2024-10-28,2024,15,dn,1200,20529.844,-0.1625,30.406,281.96,-0.0346
2024-10-30,2024,15,dn,1230,20588.75,-0.368519,47.333,267.04,-0.1863
2024-10-31,2024,15,dn,1290,20054.489,-0.084848,49.057,271.82,-0.0515
2024-11-08,2024,15,up,1230,21253.107,0.271429,24.107,323.41,0.0881
2024-11-14,2024,15,dn,1185,21065.438,-0.158333,55.812,302.82,-0.0784
2024-11-19,2024,15,up,1245,20766.167,0.67963,56.917,316.79,0.2896
2024-11-26,2024,15,dn,1275,20935.713,-0.131667,37.888,320.89,-0.0615
2024-12-02,2024,15,up,1155,21247.732,0.52619,35.696,310.12,0.1782
2024-12-04,2024,15,dn,1230,21472.5,-0.083333,36.75,315.65,-0.0277
2024-12-05,2024,15,dn,1260,21514.808,-0.070513,43.981,317.62,-0.0433
2024-12-06,2024,15,up,1215,21650.054,0.302381,32.804,278.62,0.114
2024-12-12,2024,15,up,1215,21710.333,0.038889,36.417,259.21,0.0203
2024-12-19,2024,15,dn,1185,21508.232,-0.271429,87.946,325.06,-0.0877
2024-12-23,2024,15,up,1275,21729.75,0.372222,63.75,360.46,0.1394
2024-12-27,2024,15,dn,1155,21569.696,-0.078571,74.482,390.85,-0.0211
2024-12-31,2024,15,dn,1290,21241.5,-0.216667,69.25,428.1,-0.0607
2025-01-02,2025,15,dn,1185,21041.036,-1.928571,144.071,434.92,-0.4656
2025-01-03,2025,15,up,1290,21541.045,0.406061,36.477,442.04,0.1516
2025-01-07,2025,15,dn,1185,21470.75,-0.104167,88.438,476.23,-0.0262
2025-01-08,2025,15,up,1275,21375.406,0.395833,74.156,463.81,0.0512
2025-01-08,2025,15,dn,1170,21276.333,-0.47963,131.667,463.81,-0.1396
2025-01-10,2025,15,up,1245,21059.958,0.294444,129.792,471.54,0.1124
2025-01-13,2025,15,up,1290,20847.042,0.205556,88.708,436.15,0.106
2025-01-16,2025,15,dn,1245,21310.125,-0.409259,66.292,422.04,-0.1309
2025-01-17,2025,15,up,1215,21639.25,0.283333,45.5,415.02,0.0819
2025-01-22,2025,15,dn,1290,22025.275,-0.053333,21.175,418.29,-0.0096
2025-01-23,2025,15,up,1230,21952.268,0.128571,38.518,416.94,0.0324
2025-01-24,2025,15,dn,1260,21860.969,-0.701389,48.531,392.44,-0.3217
2025-01-28,2025,15,up,1215,21541.51,0.568056,68.052,423.81,0.2413
2025-01-29,2025,15,dn,1200,21423.7,-0.593333,83.4,419.19,-0.2123
2025-02-03,2025,15,up,1275,21453.0,0.251389,78.062,416.63,0.1086
2025-02-06,2025,15,dn,1290,21758.375,-0.243333,57.825,426.62,-0.0856
2025-02-07,2025,15,dn,1140,21663.7,-0.373333,95.5,403.79,-0.0693
2025-02-12,2025,15,up,1200,21771.15,0.356667,71.65,401.64,0.1332
2025-02-13,2025,15,dn,1215,21949.125,-0.572222,84.375,412.43,-0.1249
2025-02-14,2025,15,up,1275,22165.625,0.166667,48.625,422.2,0.0829
2025-02-18,2025,15,dn,1260,22133.641,-0.49375,53.109,355.35,-0.1667
2025-02-25,2025,15,dn,1110,21080.15,-0.51,113.1,320.94,-0.1192
2025-02-28,2025,15,dn,1215,20530.179,-1.335714,106.036,372.19,-0.3768
2025-03-03,2025,15,dn,1230,20697.781,-1.48125,111.188,372.79,-0.4768
2025-03-11,2025,15,dn,1230,19366.188,-0.352778,181.062,539.68,-0.1177
2025-03-13,2025,15,dn,1245,19255.0,-0.788889,120.5,574.18,-0.1855
2025-03-14,2025,15,up,1185,19660.281,0.079167,51.031,569.96,0.0083
2025-03-21,2025,15,up,1185,19842.536,0.802381,89.821,555.07,0.1518
2025-03-21,2025,15,up,1245,19853.906,0.0625,48.906,555.07,0.0068
2025-03-24,2025,15,up,1140,20355.125,0.175,33.5,524.18,0.02
2025-04-01,2025,15,dn,1275,19410.911,-1.061905,73.696,428.05,-0.2605
2025-04-04,2025,15,dn,1215,17858.5,-0.241667,249.625,435.0,-0.0833
2025-04-15,2025,15,up,1155,19017.062,0.025,74.562,945.5,0.0016
2025-04-15,2025,15,dn,1275,18926.812,-0.658333,72.188,945.5,-0.1044
2025-04-17,2025,15,up,1170,18425.875,0.466667,73.875,968.84,0.0361
2025-04-17,2025,15,up,1275,18456.875,0.45,89.375,968.84,0.0488
2025-04-21,2025,15,dn,1260,17732.264,-0.640741,61.097,954.62,-0.0906
2025-04-22,2025,15,dn,1245,18314.125,-0.562963,128.208,966.8,-0.0786
2025-04-25,2025,15,up,1215,19504.562,1.34375,110.156,1000.14,0.1612
2025-04-28,2025,15,dn,1215,19317.906,-0.170833,68.344,939.68,-0.0109
2025-04-29,2025,15,up,1290,19633.375,0.55,79.875,829.98,0.0994
2025-04-29,2025,15,dn,1185,19530.05,-0.386667,76.45,829.98,-0.0349
2025-04-30,2025,15,up,1260,19527.312,0.904167,95.375,753.32,0.144
2025-05-02,2025,15,up,1290,20230.688,0.089583,50.094,525.93,0.0204
2025-05-07,2025,15,dn,1275,19769.225,-0.721667,122.95,483.07,-0.2241
2025-05-12,2025,15,up,1290,20911.25,0.094444,36.5,432.54,0.0197
2025-05-14,2025,15,dn,1215,21347.0,-0.051852,67.833,429.05,-0.0163
2025-05-16,2025,15,up,1230,21467.325,0.356667,26.725,388.88,0.0688
2025-05-19,2025,15,up,1200,21514.307,0.49697,52.557,376.45,0.2178
2025-05-20,2025,15,up,1200,21445.0,0.172222,37.0,385.12,0.0604
2025-05-23,2025,15,up,1275,21051.0,0.45,52.25,355.66,0.2088
2025-05-28,2025,15,up,1260,21455.125,0.15,53.875,372.83,0.0664
2025-05-29,2025,15,dn,1140,21369.214,-0.757143,102.286,356.83,-0.2228
2025-06-02,2025,15,up,1200,21458.6,0.393333,33.35,362.54,0.0814
2025-06-04,2025,15,up,1290,21765.071,0.088095,41.893,364.96,0.0507
2025-06-05,2025,15,dn,1275,21651.275,-0.71,76.975,351.44,-0.1515
2025-06-06,2025,15,up,1290,21799.375,0.016667,74.875,369.88,0.0095
2025-06-06,2025,15,dn,1095,21780.281,-0.4375,63.469,369.88,-0.071
2025-06-06,2025,15,dn,1185,21768.0,-0.161111,53.25,369.88,-0.0392
2025-06-10,2025,15,up,1200,21863.708,0.298148,80.708,360.73,0.1116
2025-06-11,2025,15,dn,1275,21835.172,-0.977083,88.391,343.38,-0.3415
2025-06-13,2025,15,dn,1290,21721.287,-0.060784,122.522,325.9,-0.0476
2025-06-18,2025,15,dn,1230,21983.583,-0.913889,85.208,364.57,-0.2256
2025-06-20,2025,15,dn,1230,21812.525,-0.91,88.475,339.98,-0.2007
2025-06-23,2025,15,up,1245,21945.208,0.388889,160.292,340.29,0.2057
2025-06-26,2025,15,up,1275,22675.403,0.401852,29.681,349.4,0.1553
2025-06-30,2025,15,dn,1290,22835.01,-0.105128,58.74,342.06,-0.0599
2025-07-02,2025,15,up,1200,22823.812,0.00625,24.719,336.52,0.0022
2025-07-07,2025,15,dn,1155,22873.5,-0.544444,64.5,292.52,-0.1675
2025-07-07,2025,15,dn,1290,22826.333,-0.398148,64.5,292.52,-0.1837
2025-07-08,2025,15,up,1155,22919.018,0.190476,52.304,290.8,0.0688
2025-07-10,2025,15,up,1275,23024.525,0.163333,32.825,283.0,0.0866
2025-07-11,2025,15,up,1110,22961.281,0.029167,50.781,266.67,0.0066
2025-07-11,2025,15,up,1200,22994.333,0.119444,32.542,266.67,0.0403
2025-07-14,2025,15,up,1230,23057.625,0.293333,22.075,240.92,0.1826
2025-07-15,2025,15,dn,1185,23123.875,-0.108333,45.75,231.0,-0.0563
2025-07-16,2025,15,up,1200,22972.857,0.22619,106.821,236.25,0.1005
2025-07-17,2025,15,up,1260,23259.464,0.035714,21.893,236.94,0.0158
2025-07-17,2025,15,dn,1275,23254.625,-0.066667,21.125,236.94,-0.0169
2025-07-21,2025,15,dn,1155,23381.5,-0.266667,34.75,237.38,-0.0843
2025-07-22,2025,15,up,1215,23213.804,0.128571,42.732,229.1,0.0589
2025-07-23,2025,15,up,1275,23279.425,0.201667,53.4,228.02,0.1327
2025-07-24,2025,15,up,1215,23400.25,0.25,34.0,224.17,0.1004
2025-07-25,2025,15,up,1170,23463.844,0.4375,31.844,217.18,0.2417
2025-07-30,2025,15,up,1155,23515.688,0.063889,34.188,206.0,0.0279
2025-07-30,2025,15,up,1290,23482.444,0.314815,121.222,206.0,0.2063
2025-07-31,2025,15,dn,1275,23364.969,-0.9875,103.906,209.16,-0.8498
2025-08-01,2025,15,up,1155,22954.375,0.216667,100.875,232.18,0.098
2025-08-01,2025,15,dn,1260,22840.725,-0.806667,102.025,232.18,-0.5212
2025-08-05,2025,15,up,1245,23208.15,0.356667,59.9,272.73,0.0981
2025-08-08,2025,15,up,1155,23662.643,0.042857,46.786,298.02,0.0151
2025-08-08,2025,15,up,1260,23700.232,0.157143,30.839,298.02,0.0554
2025-08-11,2025,15,up,1140,23776.804,0.352381,43.554,298.02,0.1242
2025-08-12,2025,15,up,1275,23923.0,0.244444,20.75,295.02,0.0746
2025-08-13,2025,15,dn,1185,23916.396,-0.069444,33.521,307.59,-0.0203
2025-08-18,2025,15,up,1230,23783.188,0.325,31.438,322.27,0.0605
2025-08-19,2025,15,dn,1215,23469.792,-0.514815,47.958,317.38,-0.219
2025-08-20,2025,15,up,1245,23256.75,0.116667,64.0,330.16,0.0318
2025-08-26,2025,15,up,1155,23527.25,0.033333,31.0,298.64,0.01
2025-08-26,2025,15,dn,1245,23513.5,-0.105556,39.25,298.64,-0.0477
2025-08-27,2025,15,up,1125,23590.725,0.193333,48.725,286.41,0.0506
2025-08-27,2025,15,up,1275,23609.513,0.178333,56.013,286.41,0.0934
2025-08-28,2025,15,up,1155,23732.062,0.220833,43.875,274.12,0.0483
2025-08-29,2025,15,dn,1215,23427.833,-0.305556,44.083,280.93,-0.0979
2025-09-10,2025,15,dn,1215,23884.5,-0.416667,30.75,296.62,-0.1686
2025-09-12,2025,15,up,1185,24100.531,0.054167,23.906,269.21,0.0241
2025-09-23,2025,15,dn,1230,24770.125,-1.494444,56.875,266.09,-0.5055
2025-09-26,2025,15,up,1290,24719.0,0.266667,30.0,266.71,0.075
2025-10-06,2025,15,up,1290,25236.25,0.222727,26.523,266.43,0.1379
2025-10-08,2025,15,up,1275,25281.438,0.177083,24.031,272.79,0.0779
2025-10-09,2025,15,dn,1230,25200.625,-0.198485,48.807,272.59,-0.1201
2025-10-10,2025,15,dn,1200,24694.938,-0.741667,124.312,272.61,-0.2449
2025-10-13,2025,15,up,1290,24926.0,0.066667,42.0,324.41,0.0185
2025-10-15,2025,15,dn,1215,24736.375,-2.377778,180.125,361.14,-0.5926
2025-10-16,2025,15,dn,1290,24738.536,-0.842857,132.964,366.91,-0.2412
2025-10-17,2025,15,up,1170,24831.069,0.092593,146.347,388.95,0.0321
2025-10-20,2025,15,up,1230,25329.054,0.085714,29.304,416.95,0.0216
2025-10-22,2025,15,dn,1170,24871.0,-2.270833,106.188,414.7,-0.3286
2025-10-22,2025,15,dn,1245,24860.15,-0.83,92.75,414.7,-0.1501
2025-10-24,2025,15,up,1245,25552.479,0.086111,22.146,445.05,0.0174
2025-10-29,2025,15,dn,1290,26122.15,-1.026667,119.1,444.95,-0.3461
2025-10-31,2025,15,dn,1230,25937.75,-0.878205,88.519,414.25,-0.4134
2025-11-04,2025,15,dn,1290,25603.75,-0.458333,50.125,385.12,-0.0714
2025-11-11,2025,15,up,1245,25665.938,0.698333,61.737,436.77,0.2398
2025-11-12,2025,15,up,1230,25603.531,0.1375,39.906,419.39,0.0197
2025-11-21,2025,15,up,1275,24528.982,1.721429,144.732,582.77,0.3102
2025-11-24,2025,15,up,1260,24929.719,0.120833,36.719,614.09,0.0118
2025-12-04,2025,15,up,1140,25590.792,0.155556,69.458,564.02,0.0248
2025-12-04,2025,15,dn,1275,25515.45,-1.146667,78.3,564.02,-0.1525
2025-12-08,2025,15,dn,1245,25608.75,-0.322222,58.5,500.29,-0.058
2025-12-09,2025,15,up,1245,25709.964,0.02619,26.964,476.35,0.0058
2025-12-09,2025,15,dn,1290,25705.357,-0.059524,25.036,476.35,-0.0131
2025-12-10,2025,15,up,1185,25647.625,0.4,52.625,445.75,0.0538
2025-12-16,2025,15,up,1155,25266.675,0.146667,94.925,348.83,0.0315
2025-12-16,2025,15,dn,1200,25260.511,-0.042424,90.67,348.83,-0.0201
2025-12-17,2025,15,dn,1290,24964.15,-0.398333,60.075,353.5,-0.169
2025-12-22,2025,15,up,1185,25702.125,0.066667,28.125,386.55,0.0155
2025-12-31,2025,15,up,1260,25587.75,0.2,55.75,357.71,0.0755
