trade_date,c_0,c_400,c_600,c_830,c_900,c_915,c_930,c_945,c_1000,c_1030,c_1100,c_1200,c_1300,c_1330,c_1400,c_1430,c_1500,c_1515,c_1530,c_1545,c_1600,c_1800,c_2000,s_0,s_400,s_600,s_830,s_900,s_915,s_930,s_945,s_1000,s_1030,s_1100,s_1200,s_1300,s_1330,s_1400,s_1430,s_1500,s_1515,s_1530,s_1545,s_1600,s_1800,s_2000,vol0830_5m,vol1400_5m,vol0930_5m,rth_avg1m_vol
2022-05-26,11909.0,11968.8,11941.2,11958.0,11977.8,11945.8,11912.0,12032.5,12129.8,12152.0,12206.0,12223.2,12318.0,12290.8,12317.0,12309.8,12306.0,12276.0,12257.5,12299.8,12274.2,11910.5,11895.5,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,4429.0,4619.0,15982.0,1138.4564102564102
2022-05-27,12253.0,12250.2,12350.5,12330.0,12425.2,12405.8,12429.8,12463.8,12514.2,12573.2,12533.0,12601.2,12587.2,12593.8,12579.8,12596.5,12616.5,12638.0,12655.5,12639.8,12679.2,12259.8,12290.0,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,5911.0,2937.0,18512.0,1093.7820512820513
2022-05-30,12785.0,12849.8,12870.0,12803.5,12813.0,12795.5,12758.8,12761.5,12763.2,12762.5,12784.5,12800.5,,,,,,,,,,12712.2,12735.0,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,,,,,,,,,,NQM2,NQM2,1054.0,,1487.0,165.90952380952382
2022-05-31,12756.0,12663.0,12636.8,12627.5,12613.8,12658.2,12670.0,12574.5,12556.8,12588.2,12634.5,12715.8,12733.2,12677.5,12753.8,12741.5,12628.5,12690.8,12730.8,12700.5,12666.5,12820.5,12810.8,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,2054.0,5780.0,16587.0,1285.7923076923078
2022-06-01,12682.8,12644.0,12632.5,12700.5,12694.8,12710.2,12753.0,12787.5,12753.0,12636.8,12628.5,12494.2,12505.5,12505.8,12559.0,12635.8,12606.8,12641.0,12597.2,12613.8,12558.5,12665.8,12704.8,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,1473.0,5158.0,17590.0,1387.074358974359
2022-06-02,12559.8,12597.8,12623.0,12603.5,12599.2,12506.0,12481.8,12546.0,12559.5,12548.0,12614.5,12692.0,12782.8,12802.8,12829.2,12852.5,12825.5,12845.5,12825.2,12856.5,12887.5,12548.0,12514.8,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,1981.0,5445.0,18216.0,1204.0358974358974
2022-06-03,12891.2,12827.2,12822.5,12790.2,12724.0,12708.0,12653.2,12614.2,12721.8,12619.8,12556.0,12563.5,12609.5,12563.5,12549.5,12589.2,12580.5,12521.0,12540.5,12526.5,12548.5,12902.0,12914.8,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,9875.0,5404.0,21635.0,1247.8948717948717
2022-06-06,12630.5,12717.2,12710.5,12738.5,12743.0,12737.5,12778.2,12716.0,12778.2,12777.8,12786.2,12656.5,12599.0,12596.5,12667.5,12595.8,12584.2,12582.0,12566.2,12587.0,12590.0,12571.5,12540.0,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,720.0,3774.0,17852.0,1064.2435897435898
2022-06-07,12525.2,12535.5,12536.2,12447.5,12438.5,12445.8,12457.5,12530.2,12525.2,12590.0,12665.2,12619.8,12622.2,12653.0,12640.8,12687.2,12674.5,12688.2,12690.8,12713.0,12693.5,12609.0,12600.2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,4482.0,2591.0,18574.0,1082.679487179487
2022-06-08,12656.0,12648.8,12675.2,12656.2,12648.5,12659.0,12661.0,12695.5,12748.5,12743.8,12711.5,12732.8,12638.0,12606.8,12635.2,12618.8,12605.8,12621.5,12639.8,12621.8,12609.0,12694.8,12672.0,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,2473.0,4561.0,17096.0,1144.4871794871794
2022-06-09,12598.5,12609.2,12662.2,12604.2,12553.5,12541.5,12549.8,12531.8,12617.5,12658.0,12584.2,12576.0,12579.2,12537.8,12532.5,12500.2,12435.5,12391.2,12357.8,12327.0,12277.5,12618.0,12629.8,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,2742.0,3925.0,18235.0,1270.7615384615385
2022-06-10,12311.2,12266.5,12309.8,12119.5,12047.2,12069.2,12045.5,12046.5,11922.2,11884.0,11864.8,11867.2,11856.8,11873.8,11888.5,11908.5,11945.2,11927.0,11927.8,11879.2,11843.8,12301.8,12291.5,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,NQM2,16451.0,4137.0,19794.0,986.0794871794872
2022-06-13,11621.2,11564.0,11520.8,11548.0,11518.5,11535.2,11530.5,11569.5,11522.8,11421.0,11381.0,11433.0,11441.0,11421.5,11466.8,11421.2,11396.8,11342.8,11324.8,11330.2,11315.8,11716.2,11660.0,NQM2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQM2,NQM2,1354.0,3972.0,15830.0,1217.1923076923076
2022-06-14,11438.8,11483.8,11409.5,11402.0,11431.0,11425.2,11422.0,11313.8,11411.2,11299.8,11344.0,11361.2,11368.8,11396.2,11338.8,11342.2,11298.8,11253.5,11326.2,11353.5,11345.8,11385.0,11376.5,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,4465.0,3789.0,13877.0,1179.2128205128206
2022-06-15,11410.0,11419.0,11428.8,11456.2,11498.0,11480.8,11472.0,11535.2,11517.8,11514.0,11505.5,11533.5,11496.0,11539.8,11589.0,11450.8,11650.5,11618.0,11727.0,11663.0,11633.5,11372.8,11429.5,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,3509.0,21163.0,13377.0,1414.7846153846153
2022-06-16,11685.8,11374.2,11315.5,11388.2,11353.2,11344.0,11325.0,11313.0,11242.0,11221.5,11167.2,11188.5,11199.5,11224.2,11114.2,11108.5,11119.0,11117.0,11165.0,11125.0,11172.0,11653.0,11716.2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,3740.0,7056.0,17460.0,1435.0230769230768
2022-06-17,11229.2,11266.5,11282.5,11289.5,11234.0,11176.8,11219.8,11312.0,11287.0,11207.2,11147.2,11227.8,11295.2,11351.8,11345.8,11339.2,11338.5,11273.8,11338.5,11295.5,11299.5,11217.8,11183.8,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,1216.0,3734.0,21326.0,1350.9102564102564
2022-06-20,11371.2,11373.5,11393.0,11380.2,11368.0,11359.2,11369.0,11348.5,11367.0,11375.8,11376.2,11418.5,,,,,,,,,,11352.0,11423.2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,,,,,,,,,,NQU2,NQU2,476.0,,2431.0,166.85238095238094
2022-06-21,11487.5,11518.2,11502.2,11477.2,11463.0,11481.8,11502.0,11563.0,11627.0,11647.0,11664.5,11614.5,11622.2,11627.0,11601.8,11599.2,11617.8,11625.2,11605.5,11602.0,11577.2,11415.0,11416.8,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,1258.0,4261.0,21676.0,1015.5846153846154
2022-06-22,11464.0,11348.0,11376.2,11382.2,11410.2,11435.5,11464.2,11530.2,11603.2,11700.2,11687.8,11605.2,11634.5,11664.0,11659.5,11672.2,11662.5,11658.0,11600.2,11563.5,11562.8,11576.2,11570.8,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,1917.0,3281.0,21836.0,1195.3692307692309
2022-06-23,11527.8,11525.2,11640.8,11633.2,11652.2,11675.5,11671.5,11575.0,11664.5,11649.2,11714.0,11646.5,11567.5,11587.8,11615.2,11647.2,11662.8,11691.5,11706.2,11734.5,11717.8,11552.0,11497.2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,2415.0,4159.0,16600.0,1182.376923076923
2022-06-24,11811.5,11845.0,11852.8,11823.8,11828.5,11840.0,11855.2,11961.5,12002.2,12058.2,12014.5,12018.5,12026.2,12023.2,12008.5,12036.0,12052.2,12051.2,12054.8,12068.2,12125.8,11697.8,11693.5,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,601.0,2354.0,19601.0,1066.3410256410257
2022-06-27,12202.0,12238.8,12221.0,12167.5,12162.0,12173.2,12207.0,12055.8,12085.8,12061.0,12137.0,12113.5,12090.5,12067.8,12029.5,12040.2,12051.8,12049.0,12039.8,12055.0,12050.5,12150.2,12091.5,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,2856.0,4590.0,21201.0,1046.7717948717948
2022-06-28,12023.8,12078.2,12086.8,12060.5,12077.8,12077.0,12084.8,12133.2,12111.5,11990.8,11963.8,11795.2,11807.5,11778.2,11765.0,11722.5,11722.0,11687.5,11711.5,11692.2,11677.5,12065.0,12083.5,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,1904.0,4696.0,22590.0,1290.1102564102564
2022-06-29,11689.8,11670.2,11636.5,11679.2,11663.2,11668.2,11660.8,11575.5,11672.0,11700.0,11696.2,11696.2,11652.8,11653.5,11693.8,11691.2,11665.8,11672.5,11708.2,11687.5,11691.0,11681.8,11687.5,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,4504.0,4528.0,23078.0,1126.8333333333333
2022-06-30,11653.0,11547.5,11504.5,11565.8,11514.0,11546.5,11567.5,11441.8,11390.8,11406.8,11479.8,11611.0,11639.8,11617.5,11646.5,11613.0,11542.5,11472.5,11548.2,11545.8,11530.2,11693.0,11668.5,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,11322.0,4163.0,23874.0,1417.4307692307693
2022-07-01,11420.2,11437.5,11521.0,11462.8,11500.2,11498.8,11519.8,11517.2,11570.2,11438.2,11446.8,11448.5,11441.0,11480.0,11518.5,11550.2,11574.0,11593.5,11585.2,11607.5,11616.5,11508.5,11540.0,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,2596.0,3358.0,19136.0,1147.246153846154
2022-07-04,11532.5,11524.5,11565.8,11564.5,11563.2,11575.0,11566.0,11550.8,11549.0,11537.8,11545.2,11551.8,,,,,,,,,,11601.2,11574.2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,,,,,,,,,,NQU2,NQU2,205.0,,709.0,89.54285714285714
2022-07-05,11653.2,11642.0,11535.0,11459.0,11445.2,11467.5,11432.0,11439.5,11452.8,11498.2,11506.0,11572.5,11593.5,11662.2,11667.2,11725.2,11751.2,11766.2,11788.8,11789.0,11800.2,11584.2,11691.0,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,1689.0,4323.0,22282.0,1412.1820512820514
2022-07-06,11815.5,11838.5,11807.8,11765.2,11814.0,11812.5,11811.0,11780.5,11800.8,11818.2,11849.0,11787.2,11826.8,11836.8,11829.0,11868.8,11914.8,11936.2,11953.0,11915.8,11887.5,11814.5,11786.5,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,1499.0,9195.0,20135.0,1263.6897435897436
2022-07-07,11897.5,11926.5,11912.8,11931.2,11930.0,11930.0,11953.0,12018.5,12002.2,12034.5,12047.0,12088.2,12105.2,12093.0,12129.0,12144.5,12131.2,12158.5,12149.2,12131.0,12135.0,11903.2,11882.0,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,2006.0,6434.0,19175.0,1073.179487179487
2022-07-08,12077.0,12094.0,12085.8,12048.5,12020.5,12008.0,12013.8,12062.5,11986.2,12127.8,12142.0,12179.5,12065.8,12109.0,12119.5,12169.2,12177.0,12163.0,12155.5,12159.5,12159.2,12115.8,12109.5,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,12730.0,4696.0,17757.0,1210.5794871794872
2022-07-11,12051.2,12040.8,12049.8,12064.2,12068.0,12059.8,12024.8,11915.0,11872.8,11915.0,11910.2,11913.0,11931.8,11982.8,11980.0,11940.8,11909.0,11888.8,11901.5,11885.2,11896.8,12134.2,12115.2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,1159.0,4613.0,17363.0,1148.774358974359
2022-07-12,11814.5,11797.5,11810.5,11885.0,11909.0,11933.2,11947.5,11954.8,11821.8,11870.0,11872.8,11895.8,11927.0,11887.2,11896.0,11873.2,11819.0,11774.8,11750.0,11740.8,11774.0,11895.2,11901.0,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,1674.0,3394.0,17834.0,1178.9897435897435
2022-07-13,11808.0,11793.0,11815.5,11608.8,11554.5,11567.8,11601.8,11596.0,11633.0,11656.0,11780.2,11754.8,11814.0,11811.5,11770.5,11815.5,11829.2,11816.2,11780.8,11772.0,11753.8,11781.0,11773.8,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,29463.0,10709.0,22787.0,1329.2205128205128
2022-07-14,11749.5,11667.5,11664.5,11650.2,11659.2,11645.8,11679.0,11611.8,11553.8,11551.8,11610.0,11711.8,11644.0,11705.0,11725.8,11798.2,11810.5,11792.0,11830.5,11791.5,11806.2,11725.8,11677.5,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,6187.0,4654.0,19302.0,1246.648717948718
2022-07-15,11854.5,11799.5,11812.8,11781.2,11890.2,11898.2,11948.5,11896.8,11974.8,11964.8,11944.5,11950.0,11956.5,11973.8,11972.8,11976.2,11976.0,11979.0,11965.5,11983.0,12006.0,11816.5,11857.5,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,9206.0,4119.0,17693.0,1016.6794871794872
2022-07-18,12105.0,12145.8,12146.5,12106.0,12124.0,12116.0,12110.5,12140.5,12147.8,12134.5,12142.2,12176.0,12144.2,12114.5,11989.5,11978.5,11937.0,11956.0,11914.8,11875.0,11912.0,12059.2,12055.2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,1723.0,7338.0,20038.0,1118.6871794871795
2022-07-19,11924.0,11921.8,11978.8,11988.0,12021.5,12034.8,12054.5,12008.0,12057.2,12093.0,12146.8,12181.8,12208.0,12207.5,12254.0,12239.2,12248.5,12256.0,12262.5,12270.8,12282.5,11908.0,11936.5,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,1410.0,6177.0,17232.0,1141.7923076923078
2022-07-20,12349.2,12288.2,12315.5,12260.2,12269.8,12265.0,12265.5,12333.5,12293.8,12392.8,12470.8,12497.2,12451.8,12413.5,12392.5,12443.8,12453.8,12481.5,12487.8,12474.5,12469.0,12327.0,12305.8,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,1955.0,5512.0,15929.0,1271.5282051282052
2022-07-21,12434.8,12437.2,12470.0,12488.2,12521.2,12520.8,12467.5,12449.0,12539.2,12396.2,12470.5,12533.5,12607.2,12581.5,12576.0,12606.5,12605.5,12616.2,12619.2,12611.2,12649.2,12441.2,12432.0,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,2767.0,3363.0,17880.0,1108.948717948718
2022-07-22,12549.0,12550.8,12570.0,12598.5,12600.2,12609.8,12609.2,12610.5,12562.0,12591.2,12579.0,12469.8,12421.5,12384.8,12383.2,12358.8,12379.0,12401.8,12421.8,12399.5,12413.8,12561.8,12540.0,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,725.0,6957.0,22154.0,1341.525641025641
2022-07-25,12415.0,12414.0,12488.5,12467.2,12450.8,12433.0,12427.2,12396.5,12397.2,12325.5,12345.5,12369.8,12384.0,12359.2,12317.8,12303.8,12292.0,12276.5,12286.2,12300.8,12369.2,12421.8,12411.0,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,1013.0,3800.0,14008.0,987.025641025641
2022-07-26,12311.8,12326.0,12325.0,12305.8,12284.5,12270.2,12283.8,12207.8,12213.2,12171.0,12198.2,12107.0,12135.0,12156.0,12127.8,12093.0,12101.5,12097.2,12092.5,12100.5,12103.0,12314.8,12298.5,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,694.0,4406.0,18726.0,1044.923076923077
2022-07-27,12278.5,12297.8,12294.2,12269.5,12295.8,12307.0,12311.5,12376.2,12389.0,12411.5,12427.5,12441.2,12427.8,12434.0,12430.8,12459.0,12575.0,12601.0,12669.0,12652.8,12597.0,12201.8,12282.8,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,2354.0,13630.0,18551.0,1257.5282051282052
2022-07-28,12562.0,12542.0,12526.5,12525.2,12581.8,12591.2,12635.0,12496.2,12508.0,12470.2,12579.0,12672.5,12631.8,12685.5,12722.5,12711.0,12732.5,12736.2,12742.0,12716.2,12738.0,12576.8,12579.5,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,7959.0,5481.0,18895.0,1189.746153846154
2022-07-29,12888.8,12899.0,12894.2,12826.8,12825.0,12799.8,12795.0,12854.0,12880.5,12911.0,12866.0,12864.0,12892.5,12897.0,12917.8,12948.0,12961.0,12967.8,12982.0,12999.5,12975.8,12897.8,12888.0,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,4978.0,4196.0,20712.0,1150.4307692307693
2022-08-01,12916.5,12954.0,12942.8,12942.5,12905.0,12897.2,12903.0,12946.2,13013.2,13000.5,13090.0,13074.5,13005.8,12941.5,12926.0,12950.5,12970.5,12994.8,12957.5,12963.5,12965.2,12959.8,12923.5,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,1785.0,6895.0,16570.0,1308.1948717948717
2022-08-02,12909.5,12886.2,12835.0,12865.8,12849.8,12876.0,12865.2,12942.5,12891.2,12900.8,12973.8,12977.0,13072.5,12965.5,12916.5,12980.2,12958.0,12969.2,12955.5,12955.0,12922.5,12964.5,12950.8,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,1067.0,5968.0,19132.0,1419.1666666666667
2022-08-03,12926.8,12912.8,12971.5,12998.8,13006.2,13006.2,13025.0,13063.0,13088.8,13106.8,13149.5,13211.8,13262.2,13271.0,13255.5,13283.2,13271.5,13276.0,13278.5,13297.8,13263.8,12924.8,12902.2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,1598.0,3829.0,19816.0,1434.053846153846
2022-08-04,13239.8,13256.2,13297.0,13283.5,13308.5,13293.5,13266.2,13319.5,13294.5,13227.2,13262.8,13290.0,13259.5,13298.8,13296.0,13309.0,13317.5,13344.8,13327.8,13300.5,13338.8,13242.8,13230.0,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,1710.0,3199.0,18064.0,1097.874358974359
2022-08-05,13372.2,13352.2,13319.5,13211.0,13152.5,13127.5,13153.5,13157.8,13170.5,13268.0,13211.2,13129.0,13201.2,13228.8,13189.0,13150.2,13177.0,13189.5,13185.2,13209.8,13225.0,13322.8,13338.2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,18870.0,4267.0,18957.0,1382.225641025641
2022-08-08,13216.8,13290.5,13276.8,13334.8,13315.5,13259.8,13260.0,13365.0,13388.2,13358.8,13339.8,13258.2,13188.5,13194.5,13204.0,13163.5,13146.2,13151.5,13157.0,13177.0,13187.8,13222.8,13180.5,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,NQU2,1089.0,5612.0,21789.0,1225.0102564102565
