date,pin,pin_oi,spot10,pin_d10,pin_d12,pin_d14,pin_d15,pin_d1545,pin_d16,p_m5_d10,p_m5_d12,p_m5_d14,p_m5_d15,p_m5_d1545,p_m5_d16,p_p5_d10,p_p5_d12,p_p5_d14,p_p5_d15,p_p5_d1545,p_p5_d16,p_m2_d10,p_m2_d12,p_m2_d14,p_m2_d15,p_m2_d1545,p_m2_d16,p_p2_d10,p_p2_d12,p_p2_d14,p_p2_d15,p_p2_d1545,p_p2_d16,p_round_d10,p_round_d12,p_round_d14,p_round_d15,p_round_d1545,p_round_d16,exp_class,year,dte0_oi,oiterc
2023-04-12,320.0,17498,315.63,1.3845325222570748,1.3338402559959381,1.3591863891265155,1.8692773183791076,2.1259069163260715,2.205113582359085,0.19960079840319217,0.2502930646643286,0.2249469315337514,0.2851439977188408,0.5417735956658047,0.6209802616988181,2.9686658429173414,2.917973576656205,2.9433197097867825,3.4534106390393746,3.710040236986338,3.789246903019352,0.7508791939929679,0.7001869277318314,0.7255330608624087,1.2356239901150008,1.492253588061965,1.5714602540949782,2.0181858505211814,1.967493584260045,1.992839717390622,2.5029306466432146,2.759560244590178,2.8387669106231916,0.19960079840319217,0.2502930646643286,0.2249469315337514,0.2851439977188408,0.5417735956658047,0.6209802616988181,daily,2023,235974,midOI
2023-04-13,315.0,14736,315.79,0.2501662497229236,0.7979986700022108,1.1969980050033162,1.3109978150036372,1.4218309636150634,1.3521644130593056,1.8334969441717661,2.3813293644510534,2.7803286994521588,2.8943285094524795,3.005161658063906,2.935495107508148,1.3331644447259188,0.7853320244466315,0.3863326894455262,0.27233287944520523,0.16149973083377905,0.23116628138953677,0.8834985275024606,1.4313309477817477,1.8303302827828531,1.9443300927831741,2.0551632413946,1.985496690838843,0.3831660280566134,0.16466639222267385,0.5636657272237793,0.6776655372241003,0.7884986858355264,0.7188321352797687,0.2501662497229236,0.7979986700022108,1.1969980050033162,1.3109978150036372,1.4218309636150634,1.3521644130593056,daily,2023,149405,loOI
2023-04-14,317.0,33730,319.89,0.9034355559723612,0.1000343868204674,0.053143267998379415,0.393885398105596,0.5189283816311936,0.4939197849260634,2.466472850042198,1.6630716808903039,1.509894026071457,1.9569226921754324,2.08196567570103,2.0569570789959,0.6596017380974752,1.463002907249369,1.616180562068216,1.1691518959642404,1.0441089124386431,1.0691175091437732,1.528650473600296,0.7252493044484021,0.5720716496295553,1.0191003157335308,1.144143299259128,1.1191347025539982,0.2782206383444267,0.5251805308074673,0.6783581856263141,0.23132951952233866,0.10628653599674108,0.13129513270187124,0.03438682046954067,0.8377879896214345,0.9909656444402815,0.5439369783363059,0.41889399481070844,0.44390259151583855,weekly_fri,2023,543599,hiOI
2023-04-17,311.0,15159,318.13,2.2412221418916785,1.8042938421400085,1.7555716216640933,2.106057272184324,2.346525005500888,2.448684500047157,3.8129066733725194,3.3759783736208497,3.3272561531449343,3.677741803665165,3.9182095369817294,4.0203690315279985,0.6695376104108369,0.23260931065916735,0.183887090183252,0.5343727407034825,0.7748404740200469,0.8769999685663159,2.8698959544840146,2.432967654732345,2.3842454342564294,2.73473108477666,2.9751988180932245,3.0773583126394937,1.6125483292993417,1.1756200295476722,1.1268978090717567,1.4773834595919872,1.7178511929085514,1.8200106874548205,0.5878100147738361,1.0247383145255058,1.073460535001421,0.7229748844811905,0.4825071511646261,0.3803476566183571,daily,2023,176906,midOI
2023-04-18,313.0,10141,320.31,2.2821641534763204,1.6577690362461373,1.7264524991414483,1.5984515001092707,1.7873310230714066,1.8216727545190534,3.843151946551779,3.2187568293215953,3.287440292216906,3.1594392931847284,3.3483188161468647,3.382660547594511,0.7211763604008624,0.09678124317067911,0.16546470606599004,0.03746370703381242,0.22634322999594852,0.26068496144359515,2.9065592707065036,2.2821641534763204,2.3508476163716314,2.222846617339454,2.4117261403015897,2.4460678717492366,1.6577690362461373,1.033373919015954,1.102057381911265,0.9740563828790874,1.1629359058412234,1.19727763728887,0.09678124317067911,0.5276138740595041,0.45893041116419325,0.5869314101963709,0.39805188723423474,0.3637101557865881,daily,2023,130555,loOI
2023-04-19,316.0,11773,316.63,0.19897040709976802,0.7958816283990721,1.0485424628114814,1.0501215930265575,0.9253703060354378,0.8653633578624922,1.7781006221773032,2.3750118434766074,2.6276726778890165,2.629251808104093,2.504500521112973,2.4444935729400274,1.3801598079777673,0.7832485866784632,0.530587752266054,0.5290086220509779,0.6537599090420975,0.7137668572150431,0.8306224931307822,1.4275337144300861,1.6801945488424956,1.6817736790575717,1.5570223920664519,1.4970154438935064,0.4326816789312461,0.16422954236805792,0.4168903767804672,0.41846950699554325,0.2937182200044237,0.2337112718314781,0.5147964501152751,1.111707671414579,1.3643685058269883,1.3659476360420646,1.2411963490509448,1.1811894008779993,daily,2023,161793,loOI
2023-04-20,320.0,17304,317.28,0.8572869389813501,0.7060010085728723,0.4570095814422557,1.065305093292989,1.4561270801815447,1.163010590015128,0.7186081694402335,0.8698940998487112,1.1188855269793279,0.5105900151285946,0.1197680282400389,0.4128845184064556,2.4331820474029335,2.281896116994456,2.032904689863839,2.6412002017145726,3.032022188603128,2.7389056984367115,0.22692889561271665,0.07564296520423888,0.1733484619263778,0.4349470499243556,0.8257690368129113,0.5326525466464945,1.4876449823499835,1.3363590519415058,1.0873676248108892,1.6956631366616226,2.0864851235501782,1.7933686333837615,0.7186081694402335,0.8698940998487112,1.1188855269793279,0.5105900151285946,0.1197680282400389,0.4128845184064556,daily,2023,159985,midOI
2023-04-21,305.0,114615,314.41,2.992907350275126,3.6576444769568397,3.781686333131893,3.6799083998600532,3.5495054228555145,3.6894500811042974,4.5831875576476655,5.247924684329378,5.371966540504433,5.270188607232592,5.139785630228054,5.279730288476837,1.4026271429025872,2.0673642695843006,2.1914061257593542,2.089628192487514,1.9592252154829757,2.0991698737317583,3.629019433224142,4.293756559905855,4.417798416080909,4.316020482809069,4.18561750580453,4.325562164053313,2.3567952673261106,3.021532394007824,3.1455742501828774,3.0437963169110374,2.9133933399064995,3.053337998155282,0.18765306446995164,0.4770840622117617,0.6011259183868154,0.4993479851149751,0.36894500811043696,0.5088896663592196,monthly,2023,2279491,hiOI
2023-04-24,315.0,10056,316.93,0.6089672798409764,0.31237181712050266,0.19562679456031443,0.24611112864038517,0.23664531600037864,0.2965954627204738,2.186602719843501,1.2652636228820215,1.7732622345628386,1.8237465686429093,1.8142807560029026,1.874230902722998,0.9686681601615477,1.8900072571230269,1.3820086454422098,1.3315243113621391,1.3409901240021456,1.2810399772820504,1.2400214558419862,0.31868235888050706,0.8266809705613242,0.8771653046413949,0.8676994920013883,0.9276496387214835,0.022086896160033186,0.9434259931215123,0.4354273814406952,0.3849430473606245,0.394408860000631,0.33445871328053584,0.6089672798409764,0.31237181712050266,0.19562679456031443,0.24611112864038517,0.23664531600037864,0.2965954627204738,daily,2023,145368,loOI
2023-04-25,318.0,10920,314.1,1.2416427889207187,1.6969118115249866,2.1569563833174077,2.2954473097739507,2.4132441897484824,2.566061763769501,0.3502069404648273,0.10506208213944097,0.5651066539318615,0.7035975803884048,0.8213944603629366,0.9742120343839549,2.8334925183062647,3.288761540910533,3.7488061127029537,3.8872970391594963,4.005093919134028,4.157911493155047,0.6049028971665001,1.0601719197707684,1.520216491563189,1.6587074180197323,1.7765042979942642,1.9293218720152823,1.8783826806749369,2.3336517032792052,2.793696275071626,2.932187201528169,3.049984081502701,3.202801655523719,0.28653295128939105,0.7418019738936593,1.20184654568608,1.340337472142623,1.458134352117155,1.610951926138173,daily,2023,157578,loOI
2023-04-26,314.0,15285,313.68,0.10201479214485884,0.10520275439938284,0.4016832440703873,0.6662841111961155,0.723667431777602,0.7013516959959157,1.4919663351185943,1.6991838816628362,1.192297883193066,0.9276970160673377,0.8703136954858512,0.8926294312675375,1.695995919408312,1.4887783728640702,1.9956643713338404,2.2602652384595685,2.317648559041055,2.295332823259369,0.5355776587605224,0.7427952053047641,0.23590920683499395,0.028691660290734184,0.08607498087222067,0.0637592450905345,0.7396072430502401,0.5323896965059984,1.0392756949757684,1.3038765621014967,1.3612598826829831,1.338944146901297,0.42081101759754946,0.2135934710533078,0.720479469523078,0.985080336648806,1.0424636572302926,1.0201479214486064,daily,2023,200072,midOI
2023-04-27,320.0,14354,315.3,1.4906438312718011,0.6248017760862757,0.12052013954963384,0.14906438312718912,0.139549635267998,0.12686330478908253,0.09514747859182092,0.9609895337773462,1.465271170313988,1.734855692990811,1.72534094513162,1.7126546146527044,3.076435141135423,2.2105930859498977,1.7063114494132559,1.4367269267364327,1.446241674595624,1.4589280050745395,0.8563273073263522,0.009514747859173079,0.513796384395815,0.7833809070726379,0.7738661592134467,0.7611798287345313,2.1249603552172496,1.2591183000317245,0.7548366634950825,0.4852521408182596,0.4947668886774508,0.5074532191563662,0.09514747859182092,0.9609895337773462,1.465271170313988,1.734855692990811,1.72534094513162,1.7126546146527044,daily,2023,184150,loOI
2023-04-28,315.0,40128,319.85,1.516335782398006,1.8493043614194218,2.022823198374246,2.0884789745193078,2.182272940440837,2.3823667344067543,3.079568547756768,3.4125371267781834,3.5860559637330076,3.6517117398780696,3.745505705799599,3.945599499765516,0.04689698296075575,0.2860715960606598,0.45959043301548447,0.5252462091605461,0.6190401750820753,0.8191339690479925,2.141628888541511,2.4745974675629263,2.648116304517751,2.7137720806628125,2.8075660465843417,3.0076598405502595,0.8910426762545014,1.2240112552759168,1.3975300922307416,1.4631858683758032,1.5569798342973324,1.7570736282632498,0.04689698296075575,0.2860715960606598,0.45959043301548447,0.5252462091605461,0.6190401750820753,0.8191339690479925,weekly_fri,2023,740743,hiOI
2023-05-01,315.0,21659,322.35,2.280130293159616,2.1715526601520088,2.571738793237171,2.3142546921048486,2.216534822398009,2.224290367612848,3.831239336125336,3.7226617031177285,4.122847836202891,3.865363735070569,3.7676438653637288,3.7753994105785686,0.7290212501938956,0.6204436171862882,1.0206297502714503,0.7631456491391281,0.6654257794322884,0.6731813246471277,2.900573910345904,2.791996277338297,3.1921824104234586,2.9346983092911367,2.8369784395842967,2.844733984799136,1.6596866759733278,1.5511090429657204,1.9512951760508828,1.6938110749185602,1.5960912052117207,1.6038467504265599,0.7290212501938956,0.6204436171862882,1.0206297502714503,0.7631456491391281,0.6654257794322884,0.6731813246471277,daily,2023,218865,midOI
2023-05-02,323.0,17595,321.85,0.3573093055771251,1.5783750194189787,0.9787167935373551,0.9662886437781617,1.10610532856921,1.1309616280876142,1.1962094143234494,0.024856299518404252,0.5748019263632197,0.5872300761224131,0.44741339133136476,0.4225570918129606,1.9108280254776997,3.131893739319554,2.5322355134379295,2.5198073636787366,2.6596240484697846,2.6844803479881887,0.2640981823831048,0.9569675314587491,0.3573093055771251,0.34488115581793183,0.48469784060897997,0.5095541401273842,0.9787167935373551,2.1997825073792088,1.600124281497585,1.5876961317383915,1.7275128165294398,1.752369116047844,0.5748019263632197,0.6462637874786342,0.046605561597010174,0.034177411837816876,0.17399409662886509,0.19885039614726932,daily,2023,186248,midOI
2023-05-03,320.0,17441,320.55,0.17158009670878532,0.032756200280773105,0.1185462486351569,0.28388706909999223,0.7175167680549092,0.8267041023241233,1.7313991576977106,1.5925752612696984,1.678365309624082,1.8437061300889175,0.842302292934016,0.7331149586648019,1.3882389642801398,1.5270628607081522,1.4412728123537684,1.2759319918889331,2.2773358290438344,2.386523163313049,0.7955077211043554,0.6566838246763432,0.742473873030727,0.9078146934955622,0.09358914365933906,0.2027764779285532,0.4523475276867848,0.591171424114797,0.5053813757604132,0.34004055529557786,1.3414443924504793,1.4506317267196933,0.17158009670878532,0.032756200280773105,0.1185462486351569,0.28388706909999223,0.7175167680549092,0.8267041023241233,daily,2023,179433,midOI
2023-05-04,315.0,20570,316.07,0.33853260353718895,0.4018097256936697,0.8542411491125348,0.4777422722814537,0.44293985509538303,0.3891543012623843,1.920460657449297,1.9837377796057778,2.436169203024643,2.059670326193562,2.024867909007491,1.9710823551744923,1.2433954503749192,1.1801183282184384,0.7276869047995733,1.1041857816306544,1.138988198816725,1.1927737526497237,0.9713038251020323,1.034580947258513,1.4870123706773781,1.110513493846297,1.0757110766602263,1.0219255228272277,0.2942386180276543,0.2309614958711735,0.22146992754769151,0.15502894928338945,0.18983136646946017,0.2436169203024589,0.33853260353718895,0.4018097256936697,0.8542411491125348,0.4777422722814537,0.44293985509538303,0.3891543012623843,daily,2023,185366,midOI
