label,n,wr,pf,pnl,avg,sharpe,maxdd,hold_avg_m,hold_med_m,years_pos,years_n,per_year,pnl_2xslip,pf_2xslip,stop%,tgt%
B3|cls1m|bv|r2|H120,75,44.0,1.654,19528,260.4,1.52,-4319,44.8,25.1,2,2,"{2025: (13619, 64), 2026: (5909, 11)}",18698,1.613,53.3,32.0
